Id_Estimacion_Deduccion,Id_Estimacion,Id_Descuento,Monto_Deduccion
3224,111,3,1117.65
3238,120,3,1399.57
3777,508,3,279.87
3869,586,3,2708.34
4432,1090,2,504.11
4532,1176,2,5384.8
4693,1302,3,3082.82
4704,1312,3,2030.84
5089,1607,2,6747.05
5448,1896,1,136.86
3720,463,3,3288.61
4161,834,3,1404.76
4177,856,1,356.05
4419,1077,2,2163.32
4793,1379,3,213.32
5455,1899,3,1004.7
3372,222,3,15547.67
3935,637,1,22.42
4096,765,2,739.56
4520,1168,1,42.17
4834,1412,1,145.91
4934,1486,2,957.25
3338,192,3,1217.38
5101,1616,1,1386.79
3401,243,1,517.9
3542,336,1,107.66
4225,891,2,1385.65
5221,1713,2,2.54
3449,275,1,348.92
3458,280,3,4308.68
3704,454,1,614.68
4319,976,3,10983.12
4505,1152,2,2060.3
4628,1253,3,951.89
4767,1357,3,38099.18
5171,1670,3,489.11
5172,1671,1,1101.97
3172,76,1,143.05
4396,1053,2,373.6
4745,1339,3,2332.64
3159,68,3,1171.56
5289,1761,1,537.72
3740,478,3,441.83
4118,793,3,4312.78
4278,940,1,649.82
3546,339,1,1701.91
4662,1284,2,215.11
5068,1591,1,1038.18
5294,1763,3,3086.17
3104,35,1,64.63
4047,729,3,1108.98
4187,862,1,1090.01
4192,864,3,1110.4
4523,1171,2,377.34
4671,1289,3,70.08
4746,1340,1,252.78
4827,1407,1,504.04
5461,1905,1,626.45
3722,464,3,1810.25
3970,663,3,955.39
4592,1230,3,592.28
4670,1289,1,14.02
5080,1601,1,258.61
3886,596,1,398.74
4234,896,3,9496.25
5377,1837,1,310.77
3147,57,3,1547.38
3719,463,1,657.72
4758,1351,1,171.6
5346,1807,1,101.36
3095,30,3,1229.23
3841,563,3,567.53
4337,995,2,641.27
5513,1948,3,8662.15
3046,2,1,55.9
3100,33,1,296.56
3390,236,1,1242.97
3885,595,3,2146.71
3946,645,1,172.12
4986,1527,1,527.38
3865,581,3,2056.22
4072,749,1,281.82
4302,962,2,614.38
4564,1208,2,3299.46
4079,752,3,2804.73
4292,954,2,414.74
4610,1243,2,4242.58
4903,1462,3,1802.86
5102,1616,3,6933.97
5365,1828,2,9466.06
3174,78,1,373.02
4176,855,2,470.82
5111,1626,2,523.99
3082,22,1,329.75
3454,278,3,1720.37
5192,1688,1,805.7
3513,317,3,2542.07
4173,845,2,673.29
4308,967,2,1920.94
4673,1290,3,560.72
4912,1466,3,92.9
3081,21,3,3081.14
3198,92,1,107.59
3570,361,3,233.99
3786,518,1,1022.31
3978,670,3,2260.46
4276,938,2,368.76
4443,1100,2,411.39
4553,1198,1,852.29
5219,1709,3,2444.62
3137,53,1,1835.31
3292,156,3,1305.1
3297,159,1,137.35
5008,1543,3,775.6
5332,1796,1,671.51
5382,1840,2,6431.17
3457,280,1,861.74
3540,335,1,359.73
3595,379,3,937.11
4643,1267,3,850.31
5000,1538,1,62.93
5509,1946,2,7155.95
3735,474,3,1570.99
4204,870,3,7122.29
4322,980,2,3668.52
4395,1052,2,513.41
4737,1333,2,18.11
3554,349,1,1644.1
4150,825,3,2776.28
4942,1492,3,3177.85
4574,1219,2,3618.21
4957,1504,1,1428.16
3715,461,1,182.22
3731,470,1,638.56
4232,896,1,1899.25
3495,306,1,119.31
3971,664,1,315.15
3993,686,3,1609.97
4796,1382,1,157.36
3077,19,3,11309.35
3547,339,3,8509.57
4624,1251,1,375.72
4636,1259,1,986.67
4695,1303,3,2551.59
3894,603,1,2750.23
4060,739,1,363.64
4258,920,1,864.49
5032,1566,1,274.92
5388,1844,3,497.02
4386,1043,2,2562.46
3558,350,3,1123.26
3792,524,1,34
3815,548,3,587.49
4029,719,1,960.31
4385,1042,2,976.1
5402,1854,2,1898.08
5531,1986,2,1405.48
3491,303,3,205.71
3821,551,3,365.69
3883,594,3,920.35
4304,964,1,81.83
4440,1098,1,586.71
5096,1612,1,1137.84
5344,1806,1,559.7
5471,1912,1,749.55
4339,997,2,1267.46
5469,1910,2,13640.53
5503,1943,1,876.54
5519,1955,3,359.35
3093,29,3,3014.1
3188,85,1,693.6
3335,189,1,191.46
4268,931,1,230.72
4533,1177,2,14840.7
4838,1414,1,9.23
4905,1463,3,4473.42
5025,1558,2,2811.1
3398,241,3,2114.85
3887,596,3,1993.69
4133,811,2,624.91
4139,815,3,3777.23
4436,1094,2,2781.42
4445,1102,2,163.53
4450,1106,3,107.46
5046,1576,3,1041.54
5117,1630,1,747.28
3586,374,1,1024.07
4028,718,3,129.92
4037,724,3,1619.62
4378,1035,2,779.06
4722,1322,3,443.07
5001,1538,3,314.63
5047,1577,2,8.75
3204,95,1,548.29
3747,483,1,124.61
4163,837,3,1829.2
4214,879,2,799.04
4401,1058,2,998.04
5350,1809,2,4848.9
3897,606,1,718.91
4405,1062,2,351.69
4519,1167,3,350.53
4850,1424,2,1520.02
4958,1504,3,7140.81
5119,1631,1,656.06
3463,284,3,3711.45
3467,288,3,3008.67
3822,552,1,187.8
4742,1338,1,242.21
5042,1575,1,1116.7
5168,1669,1,577.17
3061,11,3,1184.17
4263,925,3,7989.63
4527,1172,3,5273.64
4860,1432,1,160.62
3849,569,3,719.52
5160,1663,2,73.88
5273,1748,3,955.12
3158,68,1,234.31
3393,237,1,796.18
3967,662,1,190.46
4068,744,3,732.4
5043,1575,2,2791.74
3195,90,3,169.5
4971,1514,3,1849.16
3466,288,1,601.73
3743,480,1,116.19
3773,505,3,9136.05
3958,654,3,2250.59
4255,917,1,125
4797,1382,3,786.82
4901,1461,3,1902.49
5265,1743,3,3358.57
3700,451,3,3523.99
4877,1444,3,1214.92
5187,1680,3,180.58
5546,1997,1,295.76
3544,337,1,326.73
3963,658,1,1803.07
4471,1124,2,623.25
4514,1162,2,817.62
4699,1308,1,1422.72
4852,1427,3,778.38
5062,1587,1,372.47
4583,1225,2,554.08
4692,1302,1,616.56
4014,709,3,3932.76
4152,828,1,330.98
4819,1397,3,590.47
3729,469,1,337.23
3837,561,1,476.05
3913,623,1,285.35
4716,1319,3,115
5263,1742,2,3837.31
5003,1541,1,407.47
5158,1661,2,32.53
5347,1807,3,506.8
3226,113,3,1492.8
3329,185,1,326.44
4240,901,2,1072.42
4821,1398,3,2052.33
5013,1548,2,10856.87
3234,118,3,2465.54
3378,225,3,2327.28
4103,772,1,385.73
4242,904,2,965.54
4820,1398,1,410.47
3439,270,1,166.12
3591,377,3,1969.96
3775,507,3,868.68
3790,522,1,411.06
3962,657,2,2565.15
4260,923,2,4264.17
5161,1664,1,391.35
5309,1778,2,744.31
4074,750,1,90.12
4468,1120,3,2155.42
4539,1186,3,1368.43
4611,1244,1,1140.66
5452,1898,1,193.54
3560,352,3,3090.98
3716,461,3,911.08
3923,629,2,12291.87
4367,1024,2,5905.81
4879,1445,3,387.67
3315,178,2,141.06
3688,438,3,144.91
3937,638,2,6416.54
4893,1457,1,1308.23
5081,1601,3,1293.04
5501,1941,2,936.63
3080,21,1,616.23
3566,358,3,635.01
3942,642,1,464.59
3999,689,3,1430.64
4108,778,2,121.77
4803,1387,3,550.07
4910,1465,3,31029.01
5185,1679,3,971.69
5315,1783,1,237.77
5514,1950,1,993.36
3090,28,1,208.08
3977,670,1,452.09
4061,739,3,1818.22
4899,1460,2,1526.39
4999,1537,2,4595.87
5029,1563,2,1077.18
5566,2044,4,9.53
5394,1848,3,737.59
3122,45,1,865.12
3153,61,3,2183.06
3181,81,3,1638.84
3241,123,1,112.47
3537,331,3,1517.23
4431,1089,2,754.85
5121,1632,2,6728.69
5506,1944,3,2399.12
4141,819,1,900.76
4538,1186,1,273.69
4546,1191,2,3874.14
5098,1613,2,8979.37
3148,58,1,23.54
3265,139,2,704.83
3814,548,1,117.5
3928,633,3,2367.92
4863,1433,3,2179.66
5108,1624,3,6935.17
5502,1942,2,20804.27
3078,20,1,857.62
4500,1149,1,264.27
5175,1673,2,19077.39
3625,400,3,1077.97
4620,1249,1,212.59
4991,1530,2,7253.05
5515,1950,3,4966.78
3619,396,3,110.8
3901,608,3,218.82
4155,829,3,6703.97
4212,878,1,693.45
4416,1073,2,1411.61
5274,1749,1,1057.38
5341,1803,3,4336.64
3161,69,3,2946.76
3371,222,2,7773.83
4642,1267,1,170.06
4898,1459,3,3525.78
3212,98,3,1293.86
3272,144,3,1494.41
3526,325,1,322.34
4100,769,1,1690.89
4713,1318,1,254.81
5477,1916,1,1818.6
3305,165,1,481.09
3382,231,3,7885.39
3438,269,3,2099.53
3644,409,2,3880.51
4660,1282,1,149.41
4057,736,2,499.04
4323,981,2,961.08
4769,1360,2,1.83
4941,1492,1,635.57
5336,1798,3,2569.45
5408,1860,1,164.91
3667,423,1,250.76
3856,575,3,1598.15
4510,1158,3,1718.97
4805,1388,3,978.8
4914,1468,3,3030.45
5211,1704,3,1946.42
3221,110,1,141.13
3239,121,1,423.19
4222,889,1,358.39
4748,1341,2,33.06
4775,1368,1,211.64
4843,1418,3,1143.27
4987,1527,3,2636.88
5180,1676,1,161.48
5559,2024,2,33511.59
4107,776,3,1207.55
4048,730,1,202.09
4572,1217,3,1567.89
3802,533,1,50.4
5033,1566,3,1374.6
5398,1851,3,577.27
3461,284,1,742.29
3517,320,3,1728.25
4215,883,2,216.49
4331,989,2,2287.26
5264,1743,1,671.71
5291,1762,1,208.86
5300,1771,3,5062.82
3102,34,1,179.9
3481,297,3,1870.36
4817,1396,3,501.85
4998,1536,3,278.29
5378,1837,3,1553.83
3288,155,1,2972.03
3803,533,3,251.98
4045,728,3,243.43
4343,1001,2,412.21
5257,1738,2,2972.21
5481,1919,1,770.65
4711,1317,1,1062.01
5130,1638,1,1339.54
3627,401,3,646.63
4191,864,1,222.08
4193,865,1,1140.08
4632,1257,1,73.31
5011,1546,1,9.53
5061,1586,3,1738.4
4078,752,1,560.95
4509,1158,1,343.79
4700,1308,3,7113.62
5379,1838,1,2898.89
5490,1930,2,1688.67
3723,466,1,141.08
4143,820,1,261.16
4169,841,2,570.16
4330,988,2,2209.98
5153,1657,1,146.94
3128,47,3,11555.22
3351,206,3,3510.09
4129,805,1,101.12
4415,1072,2,2892.12
4656,1279,1,12.2
4738,1334,2,11.05
4993,1532,2,2332.19
5094,1611,1,1478.05
5357,1814,2,14776.64
5374,1835,3,1673.07
3827,555,3,6593.6
4077,751,3,2612.43
4369,1026,2,828.36
3116,41,1,13.43
3717,462,1,144.43
3955,653,1,225.1
4085,757,1,117.45
5482,1919,3,3853.24
3291,156,1,261.02
3593,378,3,52.12
3916,625,3,21.33
4720,1321,3,118.79
4724,1323,3,1301.11
5128,1636,3,430.55
5362,1825,2,235.26
5410,1864,2,11284.83
3074,18,1,102.75
4983,1524,3,7170.11
5009,1544,1,9.5
3480,297,1,374.07
3524,324,1,221.31
3664,421,3,1576.33
3671,425,1,308.14
4229,894,3,2805.71
4633,1257,3,366.57
4718,1320,3,113.71
5380,1838,3,14494.45
3893,602,2,2054.68
3921,628,1,521.86
4116,787,3,25925.9
4465,1118,3,344.27
4494,1144,3,1877.31
5044,1575,3,5583.49
5099,1615,1,835.48
5542,1993,1,188.93
3299,160,1,114.15
3365,215,3,993.51
4035,723,2,150.05
4665,1286,1,466.52
5005,1542,1,476.79
5023,1557,1,355.68
3581,371,2,100.02
4102,771,2,1972.76
4602,1237,3,3473.63
3062,12,1,60.3
3127,47,2,5777.61
4560,1203,2,91.07
4964,1510,2,248.05
3060,11,1,236.83
3952,651,3,3753.72
5420,1873,2,564.38
5492,1932,2,11625.91
3110,38,1,101.35
3451,276,1,506.98
4243,905,2,867.82
4501,1149,3,1321.33
5181,1676,3,807.39
5435,1884,3,-29.82
5457,1900,3,3662.5
3386,233,3,1768.9
3507,312,1,203.93
4526,1172,2,2636.82
4552,1197,3,58.56
4841,1417,3,1045.34
3375,224,1,290.27
3425,261,1,1969.86
3686,436,3,2377.05
3909,617,3,539.08
4227,893,2,603.83
4239,900,2,2599.98
4290,952,2,1150.41
4866,1437,2,6793.92
5307,1776,3,1294.29
5550,2004,2,2446.9
3421,258,1,472.76
3569,361,1,46.8
4923,1476,1,801.91
3275,146,3,8904.04
3525,324,3,1106.56
4675,1292,3,5855.19
5049,1579,2,12.95
5520,1963,2,13907.37
3760,491,1,235.66
4350,1007,2,3478.56
4584,1226,1,655.24
4622,1250,1,378.91
4985,1525,3,3290.03
5057,1584,3,4592.57
5343,1805,2,12924.42
3228,114,3,1116.94
3319,180,3,891.21
3420,257,3,1160.38
3693,440,3,5298.24
3783,512,3,1939.34
3816,549,1,174.89
4342,1000,2,746.24
3193,88,3,1013.13
3539,334,3,5849.52
3656,417,3,52.94
4370,1027,2,2108.69
5303,1773,2,-1509.41
3063,12,3,301.48
3200,93,1,174.98
4635,1258,3,584.67
3450,275,3,1744.6
4130,805,3,505.61
4749,1342,2,1494.96
3370,222,1,3109.53
3521,322,3,2550.03
3973,666,1,210.67
5031,1565,3,8262.77
5406,1858,2,21216.67
5549,2000,3,7942.24
3448,274,3,918.46
4005,695,1,331.53
4142,819,3,4503.8
4298,959,2,1607.4
4303,963,2,300.8
4400,1057,2,788.47
5220,1712,2,12579.23
3054,6,1,857.99
3362,214,1,306.57
3501,309,1,310.87
4205,871,1,178.61
4824,1402,2,3046.57
4871,1439,3,4581.23
5558,2022,3,2095.16
4508,1155,3,6742.31
4984,1525,1,658.01
5143,1648,3,6778.51
3098,32,1,243.62
3427,261,3,9849.29
4334,992,2,775.31
5528,1979,2,5063.74
3756,487,1,225.66
4816,1396,1,100.37
3416,254,3,485.68
3433,267,1,67.36
4149,825,1,555.26
4167,839,3,6542.92
4490,1141,1,57.49
4568,1211,3,1042.54
3171,75,3,4102.97
4392,1049,2,660.94
4648,1271,3,1129.46
3101,33,3,1482.79
3548,340,1,346.2
3659,419,1,356.08
3707,455,3,1921.86
4542,1189,1,2232.32
5282,1756,2,424.18
3948,646,1,55.49
4377,1034,2,686.7
4928,1480,3,1115.48
3369,221,3,3401.51
3763,492,3,970.56
3797,527,3,2844.42
4211,877,3,353.96
4807,1391,2,1631.69
5253,1736,1,51.37
3123,45,3,4325.61
3199,92,3,537.97
3387,234,1,1204.89
3925,631,1,4599.01
4448,1105,2,2515.06
5157,1660,2,21.75
5351,1810,1,321.22
4390,1047,2,1192.71
4430,1088,2,4662.95
4908,1465,1,6205.8
5284,1758,2,364.11
3414,253,3,1049.32
3950,648,2,1492.27
4305,964,3,409.14
5015,1551,3,1659.97
5026,1560,2,315.97
3333,188,1,469.35
3753,485,3,3030.31
3817,549,3,874.47
3990,683,1,723.93
4058,737,1,93.53
4366,1023,2,517
4936,1488,2,6854.89
3296,158,3,1091.28
3343,200,1,1055.46
3638,406,3,10274.77
3924,630,2,2119.15
4091,760,2,2365.66
5021,1555,1,892.72
3217,101,1,346.4
4423,1081,2,2601.63
4906,1464,1,797.24
5084,1603,1,485.45
5556,2018,2,2563.85
3136,52,3,4483.92
3301,163,1,130.97
3497,307,1,282.72
5064,1588,1,6836.42
3994,687,1,217.94
5283,1757,2,1464.41
3413,253,1,209.86
3633,404,3,849.72
3836,560,3,1522.72
4435,1093,2,993.89
4864,1434,2,9.52
5505,1944,1,479.82
3057,7,3,527.25
3508,312,3,1019.65
5548,2000,1,1588.45
3140,54,1,155.31
3151,59,3,1063.81
3325,183,2,6406.66
3535,330,3,3856.27
3689,439,1,290.01
4148,824,2,2407.54
4209,876,2,3012.66
4555,1200,1,367.05
4567,1211,1,208.51
5123,1633,3,5428.14
5141,1647,3,2226.15
4338,996,2,1454.44
4994,1533,1,465.3
5235,1723,3,1698.65
5454,1899,1,200.94
3273,146,1,1780.81
3594,379,1,187.42
3603,388,3,387.81
5541,1992,2,7216.34
3311,173,1,1284.31
3852,572,3,2319.75
3888,599,2,33.39
3986,681,1,1708.2
5320,1785,3,2017.47
3149,58,3,117.68
3367,217,3,2652.7
4131,807,2,44.01
4324,982,2,749.22
4849,1423,3,611.08
4978,1521,1,367.44
5127,1636,1,86.11
3201,93,3,874.89
4067,744,1,146.48
4135,812,3,3810.25
4165,838,3,5182.25
4250,911,3,2316.61
