Id_Obra_Recurso,Id_Obra,Id_Recurso_Partida,Porcentaje_Aportacion,Importe_Autorizado,Observaciones,Movimiento,No_Registro_Obrasi,Numero_Oficio,Fecha_Oficio
37,17,5,100,2033066.54,,INICIAL,17,S/N,02/01/2013 00:00
38,18,5,100,173918.24,,INICIAL,18,S/N,02/01/2013 00:00
39,32,2,100,179295.69,,INICIAL,32,S/N,02/01/2013 00:00
40,33,8,100,188185.06,,INICIAL,33,S/N,02/01/2013 00:00
41,34,2,100,103762.9,,INICIAL,34,S/N,02/01/2013 00:00
42,35,9,100,350223.98,,INICIAL,35,S/N,02/01/2013 00:00
43,39,11,100,1458309.61,,INICIAL,39,S/N,02/01/2013 00:00
44,336,23,100,782653.97,,INICIAL,454,S/N,02/01/2013 00:00
45,36,8,100,535898.96,,INICIAL,36,S/N,02/01/2013 00:00
46,37,10,100,389889.14,,INICIAL,37,S/N,02/01/2013 00:00
47,38,8,100,987933.07,,INICIAL,38,S/N,02/01/2013 00:00
48,40,12,100,911727.29,,INICIAL,40,S/N,02/01/2013 00:00
49,40,12,100,166353.28,,AMPLIACION,168,S/N AMP,02/01/2013 00:00
50,41,8,100,945971.04,,INICIAL,41,S/N,02/01/2013 00:00
51,42,13,100,7280382.84,,INICIAL,42,S/N,02/01/2013 00:00
52,42,13,20,789359.41,,AMPLIACION,199,S/N AMP,02/01/2013 00:00
53,42,37,80,7710641.08,,AMPLIACION,198,S/N AMP,02/01/2013 00:00
54,43,23,100,46704.24,,INICIAL,158,,21/09/2016 00:00
55,43,5,100,1729547.55,,INICIAL,43,S/N,02/01/2013 00:00
56,45,15,100,1751059.63,,INICIAL,45,S/N,02/01/2013 00:00
57,46,15,100,1541570.93,,INICIAL,46,S/N,02/01/2013 00:00
58,47,15,100,1280965.33,,INICIAL,47,S/N,02/01/2013 00:00
59,48,15,100,1007265.56,,INICIAL,48,S/N,02/01/2013 00:00
60,49,14,100,1005256.67,,INICIAL,49,S/N,02/01/2013 00:00
61,44,14,100,1144014.03,,INICIAL,44,S/N,02/01/2013 00:00
62,50,14,100,924635.34,,INICIAL,50,S/N,02/01/2013 00:00
63,60,14,100,847228.71,,INICIAL,60,S/N,02/01/2013 00:00
64,51,15,100,410814.57,,INICIAL,51,S/N,02/01/2013 00:00
65,51,15,100,101961.77,,AMPLIACION,129,S/N AMP,02/01/2013 00:00
66,52,15,100,1035398.73,,INICIAL,52,S/N,02/01/2013 00:00
67,53,15,100,882922.33,,INICIAL,53,S/N,02/01/2013 00:00
68,54,14,100,1660524.15,,INICIAL,54,S/N,02/01/2013 00:00
69,55,14,100,485539.23,,INICIAL,55,S/N,02/01/2013 00:00
70,56,14,100,1321679.65,,INICIAL,56,S/N,02/01/2013 00:00
71,57,15,100,1242578.36,,INICIAL,57,S/N,02/01/2013 00:00
72,58,15,100,1933955.28,,INICIAL,58,S/N,02/01/2013 00:00
73,59,14,100,971298.02,,INICIAL,59,S/N,02/01/2013 00:00
74,65,14,100,455416.43,,INICIAL,65,S/N,02/01/2013 00:00
75,68,10,100,235657.12,,INICIAL,67,S/N,01/01/2013 00:00
76,64,17,100,1760029,,INICIAL,64,S/N,02/01/2013 00:00
77,61,14,100,962354.8,,INICIAL,61,S/N,02/01/2013 00:00
78,66,15,100,779431.11,,INICIAL,66,S/N,02/01/2013 00:00
79,66,15,100,249998.01,,AMPLIACION,173,S/N AMP,02/01/2013 00:00
80,62,8,100,116437.4,,INICIAL,62,S/N,02/01/2013 00:00
81,69,2,100,180968.5,,INICIAL,68,S/N,02/01/2013 00:00
82,70,2,100,183414.91,,INICIAL,70,S/N,02/01/2013 00:00
83,71,2,100,277849.57,,INICIAL,71,S/N,02/01/2013 00:00
84,72,2,100,208817.68,,INICIAL,72,S/N,02/01/2013 00:00
85,73,2,100,156634.83,,INICIAL,73,S/N,02/01/2013 00:00
86,73,2,100,8949.4,,AMPLIACION,264,S/N AMP,02/01/2013 00:00
87,74,2,100,208817.68,,INICIAL,74,S/N,02/01/2013 00:00
88,75,2,100,216664.1,,INICIAL,75,S/N,02/01/2013 00:00
89,76,2,100,210647.28,,INICIAL,76,S/N,02/01/2013 00:00
90,77,2,100,314011.27,,INICIAL,77,S/N,02/01/2013 00:00
91,78,2,100,221225.92,,INICIAL,78,S/N,02/01/2013 00:00
92,81,2,100,180716.4,,INICIAL,81,S/N,02/01/2013 00:00
93,63,16,100,1600000,,INICIAL,63,S/N,02/01/2013 00:00
94,79,2,100,204835.31,,INICIAL,79,S/N,02/01/2013 00:00
95,79,2,100,24556.82,,AMPLIACION,190,S/N AMP,02/01/2013 00:00
96,82,16,100,1365167.45,,INICIAL,82,S/N,02/01/2013 00:00
97,83,14,100,313131.94,,INICIAL,83,S/N,02/01/2013 00:00
98,83,14,100,69745.68,,AMPLIACION,182,S/N AMP,02/01/2013 00:00
99,80,2,100,294779.2,,INICIAL,80,S/N,02/01/2013 00:00
100,67,18,100,929915.76,,INICIAL,69,S/N,02/01/2013 00:00
101,84,16,100,1087605.12,,INICIAL,84,S/N,02/01/2013 00:00
102,85,19,100,40000,,INICIAL,85,S/N,02/01/2013 00:00
103,101,2,100,317426.7,,INICIAL,102,S/N,02/01/2013 00:00
104,86,15,100,3411177.08,,INICIAL,86,S/N,02/01/2013 00:00
105,86,15,100,175457.73,,AMPLIACION,332,S/N AMP 1,02/01/2013 00:00
106,87,15,100,1910763.07,,INICIAL,87,S/N,02/01/2013 00:00
107,88,15,100,3152481.25,,INICIAL,88,S/N,02/01/2013 00:00
108,89,2,100,166182.09,,INICIAL,89,S/N,02/01/2013 00:00
109,90,15,100,768653.99,,INICIAL,90,S/N,02/01/2013 00:00
110,91,10,100,294436.92,,INICIAL,91,S/N,02/01/2013 00:00
111,92,15,100,2112963.5,,INICIAL,92,S/N,02/01/2013 00:00
112,93,15,100,3841892.06,,INICIAL,93,S/N,02/01/2013 00:00
113,94,15,100,2808351.3,,INICIAL,94,S/N,02/01/2013 00:00
114,95,20,100,1499999.8,,INICIAL,95,S/N,02/01/2013 00:00
115,102,2,100,201110.07,,INICIAL,103,S/N,02/01/2013 00:00
116,103,2,100,391879.02,,INICIAL,104,S/N,02/01/2013 00:00
117,96,12,20,442374,,INICIAL,97,S/N,02/01/2013 00:00
118,96,22,80,1391044.14,,INICIAL,96,S/N,02/01/2013 00:00
119,98,21,100,356885.24,,INICIAL,99,S/N,02/01/2013 00:00
120,98,21,100,7291.24,,AMPLIACION,228,S/N AMP,02/01/2013 00:00
121,104,8,100,493236.18,,INICIAL,105,S/N,02/01/2013 00:00
122,104,8,100,134393.69,,AMPLIACION,457,S/N AMPLIACION,02/01/2013 00:00
123,99,8,100,439380.95,,INICIAL,100,S/N,02/01/2013 00:00
124,99,8,100,20285.86,,AMPLIACION,360,S/N AMP.,02/01/2013 00:00
125,105,8,100,485596.13,,INICIAL,106,S/N,02/01/2013 00:00
126,97,8,100,111001.71,,INICIAL,98,S/N,02/01/2013 00:00
127,106,8,100,247115.84,,INICIAL,107,S/N,02/01/2013 00:00
128,106,8,100,22881.92,,AMPLIACION,200,S/N AMP,02/01/2013 00:00
129,100,15,100,1897135.07,,INICIAL,101,S/N,02/01/2013 00:00
130,107,15,100,1731964.13,,INICIAL,108,S/N,02/01/2013 00:00
131,108,14,100,2825268.9,,INICIAL,109,S/N,02/01/2013 00:00
132,114,23,100,13719.44,,INICIAL,115,S/N,02/01/2013 00:00
133,109,19,100,1999944.4,,INICIAL,110,S/N,02/01/2013 00:00
134,112,8,100,34094.92,,INICIAL,113,S/N,02/01/2013 00:00
135,113,8,100,560045.69,,INICIAL,114,S/N,02/01/2013 00:00
136,113,8,100,21936.69,,AMPLIACION,371,S/N AMP 1,02/01/2013 00:00
137,117,14,100,902183.63,,INICIAL,118,S/N,02/01/2013 00:00
138,118,14,100,942380.89,,INICIAL,119,S/N,02/01/2013 00:00
139,119,23,100,401964.7,,INICIAL,120,S/N,02/01/2013 00:00
140,110,14,100,711905.95,,INICIAL,111,S/N,02/01/2013 00:00
141,111,18,100,1732253.36,,INICIAL,112,S/N,02/01/2013 00:00
142,120,11,100,534299.18,,INICIAL,121,S/N,02/01/2013 00:00
143,129,11,100,356454.95,,INICIAL,130,S/N,02/01/2013 00:00
144,115,14,100,1925834.96,,INICIAL,116,S/N,02/01/2013 00:00
145,121,14,100,879387.97,,INICIAL,122,S/N,02/01/2013 00:00
146,122,14,100,766263.67,,INICIAL,123,S/N,02/01/2013 00:00
147,130,23,100,678412.05,,INICIAL,131,S/N,02/01/2013 00:00
148,123,25,100,1765226.84,,INICIAL,132,S/N,02/01/2013 00:00
149,131,25,100,1197740.34,,INICIAL,133,S/N,02/01/2013 00:00
150,124,14,100,1185426.1,,INICIAL,124,S/N,02/01/2013 00:00
151,132,11,100,1338256.78,,INICIAL,134,S/N,02/01/2013 00:00
152,132,81,100,592700.04,,AMPLIACION,462,S/N AMPLIACION,10/04/2014 00:00
153,133,4,100,1641291.31,,INICIAL,135,S/N,02/01/2013 00:00
154,135,4,100,1543249.05,,INICIAL,137,S/N,02/01/2013 00:00
155,125,18,100,425850.85,,INICIAL,125,S/N,02/01/2013 00:00
156,126,8,100,493236.18,,INICIAL,126,S/N,02/01/2013 00:00
157,126,82,100,39760.72,,AMPLIACION,468,S/N AMPLIACION,02/01/2014 00:00
158,127,23,100,34822.4,,INICIAL,127,S/N,02/01/2013 00:00
159,127,23,100,55496.48,,AMPLIACION,181,S/N AMP,02/01/2013 00:00
160,168,11,100,161504.16,,INICIAL,176,S/N,02/01/2013 00:00
161,168,11,100,14897.91,,AMPLIACION,343,S/N AMP,02/01/2013 00:00
162,116,24,100,141173.38,,INICIAL,117,S/N,02/01/2013 00:00
163,138,42,83.96,292020.5,,AMPLIACION,209,S/N AMP,02/01/2013 00:00
164,138,26,51.35,478587.15,,INICIAL,141,S/N,02/01/2013 00:00
165,138,26,8.28,28793.55,,AMPLIACION,208,S/N AMP,02/01/2013 00:00
166,138,27,48.35,448009.45,,INICIAL,140,S/N,02/01/2013 00:00
167,138,27,7.76,26990.55,,AMPLIACION,207,S/N AMP,02/01/2013 00:00
168,134,14,100,3254318.28,,INICIAL,136,S/N,02/01/2013 00:00
169,134,14,100,367079.83,,AMPLIACION,369,S/N AMP 1,02/01/2013 00:00
170,136,14,100,689720.03,,INICIAL,138,S/N,02/01/2013 00:00
171,128,23,100,987110.19,,INICIAL,128,S/N,02/01/2013 00:00
172,139,8,100,448312,,INICIAL,142,S/N,02/01/2013 00:00
173,142,8,100,457441.87,,INICIAL,145,S/N,02/01/2013 00:00
174,140,15,100,1741190.19,,INICIAL,143,S/N,02/01/2013 00:00
175,141,15,100,2057238.09,,INICIAL,144,S/N,02/01/2013 00:00
176,137,14,100,1368130.24,,INICIAL,139,S/N,02/01/2013 00:00
177,137,14,100,105000,,AMPLIACION,215,S/N AMP,02/01/2013 00:00
178,153,8,100,415409.73,,INICIAL,159,S/N,02/01/2013 00:00
179,145,19,100,1682835.91,,INICIAL,149,S/N,02/01/2013 00:00
180,145,19,100,129913.83,,AMPLIACION,352,S/N AMP,02/01/2013 00:00
181,146,19,100,1764566.54,,INICIAL,150,S/N,02/01/2013 00:00
182,147,26,61.65,729207.08,,INICIAL,151,S/N,02/01/2013 00:00
183,147,26,61.65,31802.63,,AMPLIACION,258,S/N AMP,02/01/2013 00:00
184,147,27,38.35,453610.57,,INICIAL,152,S/N,02/01/2013 00:00
185,147,27,38.35,19783.15,,AMPLIACION,259,S/N AMP,02/01/2013 00:00
186,148,8,100,383933.85,,INICIAL,153,S/N,02/01/2013 00:00
187,154,8,100,240425.58,,INICIAL,160,S/N,02/01/2013 00:00
188,144,14,100,3510026.8,,INICIAL,148,S/N,02/01/2013 00:00
189,155,14,100,1810270.07,,INICIAL,161,S/N,02/01/2013 00:00
190,155,14,100,293528.66,,AMPLIACION,202,S/N AMP,02/01/2013 00:00
191,143,10,100,65037.48,,INICIAL,146,S/N,02/01/2013 00:00
192,159,23,100,224514.82,,INICIAL,165,S/N,02/01/2013 00:00
193,149,14,100,1870587.53,,INICIAL,154,S/N,02/01/2013 00:00
194,156,30,100,7401614.37,,INICIAL,163,S/N,02/01/2013 00:00
195,156,30,100,843850.36,,AMPLIACION,238,S/N AMP,02/01/2013 00:00
196,156,30,100,2500000,,AMPLIACION,391,S/N AMP2,02/01/2013 00:00
197,157,28,100,2008361.63,,INICIAL,162,S/N,02/01/2013 00:00
198,157,28,100,96867.79,,AMPLIACION,458,S/N AMPLIACION,02/01/2013 00:00
199,150,18,100,1746151.51,,INICIAL,155,,21/09/2016 00:00
200,151,29,100,3112690.09,,INICIAL,156,,21/09/2016 00:00
201,161,8,100,437853.51,,INICIAL,167,S/N,02/01/2013 00:00
202,152,29,100,1096915.04,,INICIAL,157,,21/09/2016 00:00
203,152,29,100,67840.91,,AMPLIACION,260,S/N  AMP,02/01/2013 00:00
204,158,8,100,257527.52,,INICIAL,164,S/N,02/01/2013 00:00
205,170,33,100,181752.55,,INICIAL,178,S/N,02/01/2013 00:00
206,160,31,100,10672979.84,,INICIAL,166,S/N,02/01/2013 00:00
207,162,8,100,1093068.55,,INICIAL,169,S/N,02/01/2013 00:00
208,163,8,100,694924.23,,INICIAL,170,S/N,02/01/2013 00:00
209,164,8,100,93076.66,,INICIAL,171,S/N,02/01/2013 00:00
210,166,32,100,359481.56,,INICIAL,174,S/N,02/01/2013 00:00
211,177,8,100,152182.02,,INICIAL,187,S/N,02/01/2013 00:00
212,167,29,100,9478100.11,,INICIAL,175,S/N,02/01/2013 00:00
213,171,8,100,790438.66,,INICIAL,179,S/N,02/01/2013 00:00
214,173,8,100,546956.66,,INICIAL,183,S/N,02/01/2013 00:00
215,165,10,100,5142688.45,,INICIAL,172,S/N,02/01/2013 00:00
216,165,10,100,2239902.7,,AMPLIACION,261,S/N AMP,02/01/2013 00:00
217,172,35,100,1974635.74,,INICIAL,180,S/N,02/01/2013 00:00
218,178,34,100,21339571.92,,INICIAL,188,S/N,02/01/2013 00:00
219,178,34,100,8175901.51,,AMPLIACION,366,S/N AMP 1,02/01/2013 00:00
220,169,84,100,2461520.81,,AMPLIACION,489,S/N AMP 2DA,03/01/2013 00:00
221,169,34,100,39206985.14,,INICIAL,177,S/N,02/01/2013 00:00
222,169,34,100,8917978.44,,AMPLIACION,409,S/N AMP,02/01/2013 00:00
223,174,33,100,860177.63,,INICIAL,184,S/N,02/01/2013 00:00
224,174,33,100,104161.43,,AMPLIACION,481,S/N AMP 1,02/01/2013 00:00
225,174,83,100,118190.87,,AMPLIACION,479,S/N AMPLIACION,02/01/2013 00:00
226,175,19,100,123062.88,,INICIAL,185,S/N,02/01/2013 00:00
227,179,23,100,247392.78,,INICIAL,189,S/N,02/01/2013 00:00
228,180,8,100,146545.71,,INICIAL,191,S/N,02/01/2013 00:00
229,176,23,100,167031.74,,INICIAL,186,S/N,02/01/2013 00:00
230,181,23,11.89,288001.46,,INICIAL,192,S/N,02/01/2013 00:00
231,181,36,24.37,590062.78,,INICIAL,194,S/N,02/01/2013 00:00
232,181,31,63.74,1543669.16,,INICIAL,193,S/N,02/01/2013 00:00
233,182,15,100,2221779.18,,INICIAL,195,S/N,02/01/2013 00:00
234,182,15,100,1067200.39,,AMPLIACION,474,S/N AMPLIACION,13/03/2014 00:00
235,187,38,100,661378.28,,INICIAL,203,S/N,02/01/2013 00:00
236,183,8,100,1084693.37,,INICIAL,196,S/N,02/01/2013 00:00
237,184,8,100,802222.58,,INICIAL,197,S/N,02/01/2013 00:00
238,185,39,100,337442.14,,INICIAL,204,S/N,02/01/2013 00:00
239,186,41,100,7693625.05,,INICIAL,205,S/N,02/01/2013 00:00
240,186,41,100,1306374.95,,AMPLIACION,364,S/N AMP 1,02/01/2013 00:00
241,186,41,100,10000000,,AMPLIACION,475,S/N AMP 2,02/01/2013 00:00
242,186,41,100,1193360.91,,AMPLIACION,494,S/N AMP 3,02/01/2013 00:00
243,189,43,100,14122283.67,,INICIAL,210,S/N,02/01/2013 00:00
244,189,43,100,2367716.33,,AMPLIACION,367,S/N AMP 1,02/01/2013 00:00
245,188,14,100,3152541.25,,INICIAL,206,S/N,02/01/2013 00:00
246,190,8,100,462594.32,,INICIAL,211,S/N,02/01/2013 00:00
247,191,33,100,2253043.45,,INICIAL,212,S/N,02/01/2013 00:00
248,191,33,100,2320000.29,,AMPLIACION,480,S/N AMPLIACION,10/06/2014 00:00
249,195,6,100,2044273.97,,INICIAL,217,S/N,02/01/2013 00:00
250,192,8,100,231322.48,,INICIAL,213,S/N,02/01/2013 00:00
251,193,8,100,193215.72,,INICIAL,214,S/N,02/01/2013 00:00
252,194,8,100,231674.07,,INICIAL,216,S/N,02/01/2013 00:00
253,201,8,100,195217.5,,INICIAL,224,S/N,02/01/2013 00:00
254,202,10,100,1018817.88,,INICIAL,225,S/N,02/01/2013 00:00
255,202,10,100,64455.11,,AMPLIACION,410,S/N AMP,02/01/2013 00:00
256,197,8,100,168653.9,,INICIAL,220,S/N,02/01/2013 00:00
257,198,8,100,185533.1,,INICIAL,221,S/N,01/02/2013 00:00
258,196,8,100,166231.53,,INICIAL,218,S/N,02/01/2013 00:00
259,203,46,100,580117.3,,INICIAL,227,S/N,02/01/2013 00:00
260,199,45,100,2227682.91,,INICIAL,222,S/N,02/01/2013 00:00
261,199,45,100,65589.58,,AMPLIACION,392,S/N AMP,02/01/2013 00:00
262,205,45,100,1995158.88,,INICIAL,229,S/N,02/01/2013 00:00
263,205,45,100,83432.7,,AMPLIACION,411,S/N AMP,02/01/2013 00:00
264,204,47,100,2555518.84,,INICIAL,226,S/N,02/01/2013 00:00
265,200,8,100,122641.68,,INICIAL,223,S/N,02/01/2013 00:00
266,206,23,100,336301.37,,INICIAL,230,S/N,02/01/2013 00:00
267,207,23,100,345029.89,,INICIAL,231,S/N,02/01/2013 00:00
268,208,19,100,343390.6,,INICIAL,232,S/N,02/01/2013 00:00
269,209,45,100,1873399.87,,INICIAL,233,S/N,02/01/2013 00:00
270,209,45,100,38174.49,,AMPLIACION,398,S/N  AMP,02/01/2013 00:00
271,209,23,100,195486.23,,AMPLIACION,399,S/N AMP1,02/01/2013 00:00
272,210,45,100,1517265.7,,INICIAL,234,S/N,02/01/2013 00:00
273,211,45,100,1680753.37,,INICIAL,235,S/N,02/01/2013 00:00
274,212,18,100,2115288.58,,INICIAL,236,S/N,02/01/2013 00:00
275,213,19,100,384489.68,,INICIAL,237,S/N,02/01/2013 00:00
276,214,47,100,887343.15,,INICIAL,239,S/N,02/01/2013 00:00
277,215,33,100,833530.7,,INICIAL,240,S/N,02/01/2013 00:00
278,215,33,100,501787.56,,AMPLIACION,473,S/N AMPLIACION,02/01/2013 00:00
279,218,48,100,1527120.85,,INICIAL,243,S/N,02/01/2013 00:00
280,219,47,50,297164.13,,INICIAL,245,S/N,02/01/2013 00:00
281,219,49,50,297164.13,,INICIAL,244,S/N,02/01/2013 00:00
282,216,45,100,13094384.6,,INICIAL,241,S/N,02/01/2013 00:00
283,216,45,100,2835534.13,,AMPLIACION,401,S/N AMP,02/01/2013 00:00
284,217,45,100,11940930.3,,INICIAL,242,S/N,02/01/2013 00:00
285,217,45,100,1963158.06,,AMPLIACION,403,S/N AMP,02/01/2013 00:00
286,220,45,100,15366910.04,,INICIAL,246,S/N,02/01/2013 00:00
287,220,45,100,8309800.72,,AMPLIACION,400,S/N AMP,02/01/2013 00:00
288,222,80,100,231049.38,,AMPLIACION,486,S/N AMPLIACION,02/01/2013 00:00
289,222,50,100,789930.32,,INICIAL,249,S/N,02/01/2013 00:00
290,222,50,100,62534.92,,AMPLIACION,492,S/N AMPLIACION2,30/12/2014 00:00
291,222,50,100,266118.87,,AMPLIACION,495,S/N AMPLIACION3,03/02/2015 00:00
292,222,50,100,190513.01,,AMPLIACION,500,S/N AMPLIACION4,01/10/2015 00:00
293,221,47,50,324767.44,,INICIAL,248,S/N,02/01/2013 00:00
294,221,49,50,324767.45,,INICIAL,247,S/N,02/01/2013 00:00
295,232,58,100,27838676.55,,INICIAL,272,S/N,02/01/2013 00:00
296,224,8,100,247639.15,,INICIAL,251,S/N,02/01/2013 00:00
297,223,8,100,146710.51,,INICIAL,250,S/N,02/01/2013 00:00
298,225,54,25,934187.14,,INICIAL,254,S/N,02/01/2013 00:00
299,225,52,25,934187.15,,INICIAL,252,S/N,02/01/2013 00:00
300,225,53,25,934187.15,,INICIAL,253,S/N,02/01/2013 00:00
301,225,51,25,934187.14,,INICIAL,255,S/N,02/01/2013 00:00
302,227,57,30,2167061.75,,INICIAL,262,S/N,02/01/2013 00:00
303,227,59,70,5056477.42,,INICIAL,263,S/N,02/01/2013 00:00
304,228,55,50,225000,,INICIAL,265,S/N,02/01/2013 00:00
305,228,56,50,225000,,INICIAL,266,S/N,02/01/2013 00:00
306,226,55,50,225000,,INICIAL,256,S/N,02/01/2013 00:00
307,226,56,50,225000,,INICIAL,257,S/N,02/01/2013 00:00
308,233,47,50,767409.85,,INICIAL,274,S/N,02/01/2013 00:00
309,233,49,50,767409.85,,INICIAL,273,S/N,02/01/2013 00:00
310,229,47,50,830482.78,,INICIAL,268,S/N,02/01/2013 00:00
311,229,49,50,830482.79,,INICIAL,267,S/N,02/01/2013 00:00
312,230,47,50,732759.16,,INICIAL,270,S/N,02/01/2013 00:00
313,230,49,50,732759.15,,INICIAL,269,S/N,02/01/2013 00:00
314,234,54,25,669149.44,,INICIAL,278,S/N,02/01/2013 00:00
315,234,52,25,669149.44,,INICIAL,276,S/N,02/01/2013 00:00
316,234,53,25,669149.44,,INICIAL,277,S/N,02/01/2013 00:00
317,234,51,25,669149.44,,INICIAL,275,S/N,02/01/2013 00:00
318,235,54,25,585192.99,,INICIAL,283,S/N,02/01/2013 00:00
319,235,52,25,585193,,INICIAL,281,S/N,02/01/2013 00:00
320,235,53,25,585193,,INICIAL,282,S/N,02/01/2013 00:00
321,235,51,25,585193,,INICIAL,280,S/N,02/01/2013 00:00
322,236,8,10,1608980.82,,INICIAL,284,S/N,02/01/2013 00:00
323,231,23,100,242395.27,,INICIAL,271,S/N,02/01/2013 00:00
324,237,47,50,1394624.24,,INICIAL,286,S/N,02/01/2013 00:00
325,237,49,50,1394624.25,,INICIAL,285,S/N,02/01/2013 00:00
326,239,45,10,10149930.4,,INICIAL,289,S/N,02/01/2013 00:00
327,239,45,100,4231862.44,,AMPLIACION,402,S/N AMP,02/01/2013 00:00
328,238,47,50.46,1248668.45,,INICIAL,288,S/N,02/01/2013 00:00
329,238,49,49.54,1225902.4,,INICIAL,287,S/N,02/01/2013 00:00
330,252,47,52.02,1080266.49,,INICIAL,312,S/N,02/01/2013 00:00
331,252,49,47.98,996370.37,,INICIAL,313,S/N,02/01/2013 00:00
332,241,18,100,2885378.8,,INICIAL,292,S/N,02/01/2013 00:00
333,241,80,100,520000,,AMPLIACION,456,S/N AMPLIACION,03/01/2013 00:00
334,241,80,100,136000,,AMPLIACION,459,S/N 2DA AMPLIAC,04/01/2013 00:00
335,247,61,50,708396.45,,INICIAL,303,S/N,02/01/2013 00:00
336,247,60,50,708396.45,,INICIAL,302,S/N,02/01/2013 00:00
337,240,47,50,716532.05,,INICIAL,291,S/N,02/01/2013 00:00
338,240,47,100,415487.85,,AMPLIACION,382,S/N AMP,02/01/2013 00:00
339,240,49,50,716532.05,,INICIAL,290,S/N,02/01/2013 00:00
340,242,47,50,580271.09,,INICIAL,294,S/N,02/01/2013 00:00
341,242,49,50,580271.09,,INICIAL,293,S/N,02/01/2013 00:00
342,243,47,50,993497.8,,INICIAL,296,S/N,02/01/2013 00:00
343,243,49,50,993497.8,,INICIAL,295,S/N,02/01/2013 00:00
344,248,47,50,664448.33,,INICIAL,305,S/N,02/01/2013 00:00
345,248,49,50,664448.33,,INICIAL,304,S/N,02/01/2013 00:00
346,249,47,50,587775.02,,INICIAL,307,S/N,02/01/2013 00:00
347,249,47,50,40130.94,,AMPLIACION,381,S/N AMP,02/01/2013 00:00
348,249,49,50,587775.02,,INICIAL,306,S/N,02/01/2013 00:00
349,249,49,50,40130.94,,AMPLIACION,380,S/N AMP,02/01/2013 00:00
350,253,62,100,5141333.25,,INICIAL,314,S/N,02/01/2013 00:00
351,250,47,50,531004.18,,INICIAL,309,S/N,02/01/2013 00:00
352,250,49,50,531004.19,,INICIAL,308,S/N,02/01/2013 00:00
353,251,69,10,4597.67,,AMPLIACION,384,S/N AMP 1,02/01/2013 00:00
354,251,57,10,368959.18,,INICIAL,310,S/N,02/01/2013 00:00
355,251,59,90,3320632.58,,INICIAL,311,S/N,02/01/2013 00:00
356,251,59,90,41378.99,,AMPLIACION,383,S/N AMP 1,02/01/2013 00:00
357,245,61,50,685920.34,,INICIAL,299,S/N,02/01/2013 00:00
358,245,60,50,685920.34,,INICIAL,298,S/N,02/01/2013 00:00
