Id_Contrato_Descuento,Id_Contrato,Id_Descuento,Importe
178,105,4,0.005
179,97,4,0.005
180,106,4,0.005
181,100,1,0.002
182,100,3,0.01
183,107,1,0.002
184,107,3,0.01
185,108,1,0.002
186,108,3,0.01
187,114,1,0.002
188,114,3,0.01
189,109,1,0.002
190,109,3,0.01
191,113,4,0.005
192,117,1,0.002
193,117,3,0.01
194,118,1,0.002
195,118,3,0.01
196,119,1,0.002
197,119,3,0.01
198,110,1,0.002
199,110,3,0.01
200,111,1,0.002
201,111,3,0.01
202,120,4,0.005
203,128,4,0.005
204,115,1,0.002
205,115,3,0.01
206,121,1,0.002
207,121,3,0.01
208,122,1,0.002
209,122,3,0.01
210,129,1,0.002
211,129,3,0.01
212,130,1,0.002
213,130,3,0.01
214,131,1,0.002
215,131,3,0.01
216,123,1,0.002
217,123,3,0.01
218,132,4,0.005
219,133,4,0.005
220,136,4,0.005
221,124,1,0.002
222,124,3,0.01
223,126,1,0.002
224,126,3,0.01
225,168,4,0.005
226,116,4,0.005
227,138,1,0.002
228,138,3,0.01
229,134,1,0.002
230,134,3,0.01
231,135,1,0.002
232,135,3,0.01
233,127,1,0.002
234,127,3,0.01
235,139,4,0.005
236,142,4,0.005
237,140,1,0.002
238,140,3,0.01
239,141,1,0.002
240,141,3,0.01
241,137,1,0.002
242,137,3,0.01
243,153,4,0.005
244,145,1,0.002
245,145,3,0.01
246,146,1,0.002
247,146,3,0.01
248,147,1,0.002
249,147,3,0.01
250,148,4,0.005
251,154,4,0.005
252,144,1,0.002
253,144,3,0.01
254,155,1,0.002
255,155,3,0.01
256,143,1,0.002
257,143,3,0.01
258,159,1,0.002
259,159,3,0.01
260,149,1,0.002
261,149,3,0.01
262,157,1,0.002
263,157,3,0.01
264,156,1,0.002
265,156,3,0.01
266,150,1,0.002
267,150,3,0.01
268,151,2,0.005
269,161,4,0.005
270,152,2,0.005
271,158,4,0.005
272,170,4,0.005
273,160,1,0.002
274,160,3,0.01
275,162,4,0.005
276,163,4,0.005
277,164,4,0.005
278,166,1,0.002
279,166,3,0.01
280,177,4,0.005
281,167,2,0.005
282,171,4,0.005
283,173,4,0.005
284,165,1,0.002
285,165,3,0.01
286,172,1,0.002
287,172,3,0.01
288,178,2,0.005
289,169,2,0.005
290,174,4,0.005
291,175,1,0.002
292,175,3,0.01
293,179,1,0.002
294,179,3,0.01
295,180,4,0.005
296,176,1,0.002
297,176,3,0.01
298,181,1,0.002
299,181,3,0.01
300,182,1,0.002
301,182,3,0.01
302,185,1,0.002
303,185,3,0.01
304,183,4,0.005
305,184,4,0.005
306,186,1,0.002
307,186,3,0.01
308,187,1,0.002
309,187,3,0.01
310,189,2,0.005
311,188,1,0.002
312,188,3,0.01
313,190,4,0.005
314,191,1,0.002
315,191,3,0.01
316,195,1,0.002
317,195,3,0.01
318,192,4,0.005
319,193,4,0.005
320,194,4,0.005
321,201,4,0.005
322,202,1,0.002
323,202,3,0.01
324,197,4,0.005
325,198,4,0.005
326,196,4,0.005
327,204,4,0.005
328,199,2,0.005
329,206,2,0.005
330,203,1,0.002
331,203,3,0.01
332,200,4,0.005
333,207,1,0.002
334,207,3,0.01
335,208,1,0.002
336,208,3,0.01
337,209,1,0.002
338,209,3,0.01
339,210,2,0.005
340,211,2,0.005
341,212,2,0.005
342,213,1,0.002
343,213,3,0.01
344,214,1,0.002
345,214,3,0.01
346,215,1,0.002
347,215,3,0.01
348,216,4,0.005
349,219,4,0.005
350,220,2,0.005
351,217,2,0.005
352,218,2,0.005
353,221,2,0.005
354,223,4,0.005
355,222,2,0.005
356,233,2,0.005
357,225,4,0.005
358,224,4,0.005
359,226,2,0.005
360,228,2,0.005
361,229,1,0.002
362,229,3,0.01
363,227,1,0.002
364,227,3,0.01
365,234,2,0.005
366,230,2,0.005
367,231,2,0.005
368,235,2,0.005
369,236,2,0.005
370,237,4,0.005
371,232,1,0.002
372,232,3,0.01
373,238,2,0.005
374,240,2,0.005
375,239,2,0.005
376,258,2,0.005
377,242,1,0.002
378,242,3,0.01
379,248,2,0.005
380,241,2,0.005
381,243,2,0.005
382,244,2,0.005
383,249,2,0.005
384,250,2,0.005
385,253,2,0.005
386,251,2,0.005
387,252,2,0.005
388,246,2,0.005
389,247,2,0.005
390,245,2,0.005
391,259,4,0.005
392,257,1,0.002
393,257,3,0.01
394,254,2,0.005
395,277,1,0.002
396,277,3,0.01
397,260,2,0.005
398,255,2,0.005
399,256,2,0.005
400,265,4,0.005
401,261,2,0.005
402,271,2,0.005
403,262,2,0.005
404,266,2,0.005
405,263,2,0.005
406,264,2,0.005
407,276,2,0.005
408,267,2,0.005
409,272,2,0.005
410,268,2,0.005
411,275,2,0.005
412,269,2,0.005
413,273,4,0.005
414,278,1,0.002
415,278,3,0.01
416,270,1,0.002
417,270,3,0.01
418,281,2,0.005
419,280,4,0.005
420,292,2,0.005
421,274,1,0.002
422,274,3,0.01
423,282,4,0.005
424,283,4,0.005
425,293,2,0.005
426,279,1,0.002
427,279,3,0.01
428,284,4,0.005
429,285,1,0.002
430,285,3,0.01
431,299,1,0.002
432,299,3,0.01
433,286,4,0.005
434,287,1,0.002
435,287,3,0.01
436,288,1,0.002
437,288,3,0.01
438,300,1,0.002
439,300,3,0.01
440,289,2,0.005
441,290,2,0.005
442,291,2,0.005
443,301,1,0.002
444,301,3,0.01
445,337,1,0.002
446,337,3,0.01
447,298,1,0.002
448,298,3,0.01
449,297,1,0.002
450,297,3,0.01
451,296,4,0.005
452,295,1,0.002
453,295,3,0.01
454,294,1,0.002
455,294,3,0.01
456,302,1,0.002
457,302,3,0.01
458,303,1,0.002
459,303,3,0.01
460,304,1,0.002
461,304,3,0.01
462,305,1,0.002
463,305,3,0.01
464,306,1,0.002
465,306,3,0.01
466,307,1,0.002
467,307,3,0.01
468,308,1,0.002
469,308,3,0.01
470,309,1,0.002
471,309,3,0.01
472,310,1,0.002
473,310,3,0.01
474,311,1,0.002
475,311,3,0.01
476,312,1,0.002
477,312,3,0.01
478,313,1,0.002
479,313,3,0.01
480,314,4,0.005
481,315,1,0.002
482,315,3,0.01
483,316,1,0.002
484,316,3,0.01
485,317,1,0.002
486,317,3,0.01
487,318,1,0.002
488,318,3,0.01
489,319,1,0.002
490,319,3,0.01
491,320,1,0.002
492,320,3,0.01
493,321,4,0.005
494,322,4,0.005
495,323,1,0.002
496,323,3,0.01
497,324,1,0.002
498,324,3,0.01
499,325,1,0.002
500,325,3,0.01
501,326,1,0.002
502,326,3,0.01
503,327,1,0.002
504,327,3,0.01
505,328,1,0.002
506,328,3,0.01
507,329,1,0.002
508,329,3,0.01
509,330,1,0.002
510,330,3,0.01
511,331,1,0.002
512,331,3,0.01
513,332,4,0.005
514,333,1,0.002
515,333,3,0.01
516,334,4,0.005
517,335,4,0.005
518,336,1,0.002
519,336,3,0.01
520,345,2,0.005
521,346,2,0.005
522,347,2,0.005
523,343,2,0.005
524,340,2,0.005
525,344,2,0.005
526,341,2,0.005
527,342,2,0.005
528,339,2,0.005
