Id_Estimacion,Id_Contrato,No_Estimacion,Fecha_Estimacion,Avance_Fisico,Avance_Financiero,Fecha_Inicio_Estimacion,Fecha_Termino_Estimacion,Estatus,Tipo_Estimacion,Descripcion,No_Factura,Fecha_Factura,Fecha_Recibo,Fecha_Inicio_Recalendarizacion,Fecha_Termino_Recalendarizacion,Fecha_Suspension,Fecha_Reinicio,Fecha_Ampliacion,Fecha_Prorroga,Fecha_Ultima_Inicio_Contrato,Fecha_Ultima_Termino_Contrato,Caratula_Contrato_Estimado,Caratula_Contrato_IVA,Caratula_Contrato_Total,Caratula_Contrato_Amortizacion,Caratula_Contrato_Suma,Caratula_Contrato_Descuentos,Caratula_Contrato_Deducciones,Caratula_Contrato_Neto,Caratula_Ampliacion_Estimado,Caratula_Ampliacion_IVA,Caratula_Ampliacion_Total,Caratula_Ampliacion_Amortizacion,Caratula_Ampliacion_Suma,Caratula_Ampliacion_Descuentos,Caratula_Ampliacion_Deducciones,Caratula_Ampliacion_Neto,Caratula_Totales_Estimado,Caratula_Totales_IVA,Caratula_Totales_Total,Caratula_Totales_Amortizacion,Caratula_Totales_Suma,Caratula_Totales_Descuentos,Caratula_Totales_Deducciones,Caratula_Totales_Neto,Resumen_Contrato_Importe,Resumen_Contrato_Actual,Resumen_Contrato_Anterior,Resumen_Contrato_Acumulado,Resumen_Contrato_Por_Ejercer,Resumen_Ampliacion_Importe,Resumen_Ampliacion_Actual,Resumen_Ampliacion_Anterior,Resumen_Ampliacion_Acumulado,Resumen_Ampliacion_Por_Ejercer,Resumen_Total_Importe,Resumen_Total_Actual,Resumen_Total_Anterior,Resumen_Total_Acumulado,Resumen_Total_Por_Ejercer,Amortizacion_Contrato_Porcentaje,Amortizacion_Contrato_Importe,Amortizacion_Contrato_Actual,Amortizacion_Contrato_Anterior,Amortizacion_Contrato_Acumulado,Amortizacion_Contrato_Por_Ejercer,Amortizacion_Ampliacion_Porcentaje,Amortizacion_Ampliacion_Importe,Amortizacion_Ampliacion_Actual,Amortizacion_Ampliacion_Anterior,Amortizacion_Ampliacion_Acumulado,Amortizacion_Ampliacion_Por_Ejercer,Importe_Sancion,No_Control,Id_Fuente_Inversion,Numero_Oficio_Excedentes,Fecha_Oficio_Excedentes,Fecha_Registro,Fecha_Pago,Observaciones_Caratula,Observaciones_Generales,Imprime_Observaciones_Generales,Pagada,Fecha_Nuevo_Termino_Por_Reinicio
11,4,2,15/03/2013 00:00,89.93,89.93,01/03/2013 00:00,15/03/2013 00:00,AUTORIZADA,NORMAL,EST. 2,,15/03/2013 00:00,15/03/2013 00:00,,,,,,,18/02/2013,31/03/2013,118417,18946.72,137363.72,0,137363.72,1421,1421,135942.72,0,0,0,0,0,0,0,0,118417,18946.72,137363.72,0,137363.72,1421,1421,135942.72,372128,137363.72,197275.75,334639.47,37488.53,0,0,0,0,0,372128,137363.72,197275.75,334639.47,37488.53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0008/2013,15/03/2013 00:00,01/04/2013 00:00,31/12/2013 00:00,,,0,0,
12,2,3,25/03/2013 00:00,89.99,89.99,16/03/2013 00:00,25/03/2013 00:00,AUTORIZADA,NORMAL,EST. 3,,25/03/2013 00:00,25/03/2013 00:00,,,,,,,25/02/2013,31/03/2013,30148.18,4823.71,34971.89,0,34971.89,361.78,361.78,34610.11,0,0,0,0,0,0,0,0,30148.18,4823.71,34971.89,0,34971.89,361.78,361.78,34610.11,122192,34971.89,74985.36,109957.25,12234.75,0,0,0,0,0,122192,34971.89,74985.36,109957.25,12234.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0009/2013,25/03/2013 00:00,09/04/2013 00:00,31/12/2013 00:00,,,0,0,
13,8,1,28/02/2013 00:00,0.96,0.96,11/02/2013 00:00,28/02/2013 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2013 00:00,28/02/2013 00:00,,,,,08/02/2014,16/12/2013,11/02/2013,08/02/2014,144604.59,23136.73,167741.32,50322.4,117418.92,2458.28,2458.28,114960.64,0,0,0,0,0,0,0,0,144604.59,23136.73,167741.32,50322.4,117418.92,2458.28,2458.28,114960.64,17398238.52,167741.32,0,167741.32,17230497.2,8180995.53,0,0,0,8180995.53,25579234.05,167741.32,0,167741.32,25411492.73,30,5219471.56,50322.4,0,50322.4,5169149.16,60,1938148.28,0,0,0,1938148.28,0,1,,,28/02/2013 00:00,02/04/2013 00:00,31/12/2013 00:00,,,0,0,
14,5,3,31/03/2013 00:00,100,100,16/03/2013 00:00,31/03/2013 00:00,AUTORIZADA,FINIQUITO,3 FINIQUITO,,31/03/2013 00:00,31/03/2013 00:00,,,,,,,18/02/2013,31/03/2013,33962.74,5434.04,39396.78,0,39396.78,407.56,407.56,38989.22,0,0,0,0,0,0,0,0,33962.74,5434.04,39396.78,0,39396.78,407.56,407.56,38989.22,132981,39396.78,93584.22,132981,0,0,0,0,0,0,132981,39396.78,93584.22,132981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0010/2013,31/03/2013 00:00,02/04/2013 00:00,31/12/2013 00:00,,,0,0,
15,1,2,20/03/2013 00:00,89.8,89.8,01/03/2013 00:00,20/03/2013 00:00,AUTORIZADA,NORMAL,EST. 2,,20/03/2013 00:00,20/03/2013 00:00,,,,,,,18/02/2013,31/03/2013,163398.91,26143.83,189542.74,56862.82,132679.92,1960.79,1960.79,130719.13,0,0,0,0,0,0,0,0,163398.91,26143.83,189542.74,56862.82,132679.92,1960.79,1960.79,130719.13,765271.96,189542.74,497636.18,687178.92,78093.04,0,0,0,0,0,765271.96,189542.74,497636.18,687178.92,78093.04,30,229581.59,56862.82,149290.85,206153.67,23427.92,0,0,0,0,0,0,0,1,,0011/2013,20/03/2013 00:00,02/04/2013 00:00,31/12/2013 00:00,,,0,0,
16,12,1,31/03/2013 00:00,61.44,61.44,11/03/2013 00:00,31/03/2013 00:00,AUTORIZADA,NORMAL,EST. 1,,31/03/2013 00:00,31/03/2013 00:00,,,,,,,11/03/2013,04/05/2013,77438.81,12390.21,89829.02,0,89829.02,0,387.19,89441.83,0,0,0,0,0,0,0,0,77438.81,12390.21,89829.02,0,89829.02,0,387.19,89441.83,146207.51,89829.02,0,89829.02,56378.49,0,0,0,0,0,146207.51,89829.02,0,89829.02,56378.49,0,0,0,0,0,0,0,0,0,0,0,0,387.19,1,,,31/03/2013 00:00,02/04/2013 00:00,31/12/2013 00:00,,,0,0,
17,8,2,31/03/2013 00:00,6.22,6.22,01/03/2013 00:00,31/03/2013 00:00,AUTORIZADA,NORMAL,EST. 2,,31/03/2013 00:00,31/03/2013 00:00,,,,,08/02/2014,16/12/2013,11/02/2013,08/02/2014,789050.5,126248.08,915298.58,274589.57,640709.01,13413.86,13413.86,627295.15,0,0,0,0,0,0,0,0,789050.5,126248.08,915298.58,274589.57,640709.01,13413.86,13413.86,627295.15,17398238.52,915298.58,167741.32,1083039.9,16315198.62,8180995.53,0,0,0,8180995.53,25579234.05,915298.58,167741.32,1083039.9,24496194.15,30,5219471.56,274589.57,50322.4,324911.97,4894559.59,60,1938148.28,0,0,0,1938148.28,0,1,,,31/03/2013 00:00,02/04/2013 00:00,31/12/2013 00:00,,,0,0,
18,3,3,31/03/2013 00:00,100,100,16/03/2013 00:00,31/03/2013 00:00,AUTORIZADA,FINIQUITO,3 FINIQUITO,,31/03/2013 00:00,31/03/2013 00:00,,,,,,,18/02/2013,31/03/2013,51372.5,8219.6,59592.1,0,59592.1,616.48,616.48,58975.62,0,0,0,0,0,0,0,0,51372.5,8219.6,59592.1,0,59592.1,616.48,616.48,58975.62,177403.41,59592.1,117811.28,177403.38,0.03,0,0,0,0,0,177403.41,59592.1,117811.28,177403.38,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1658/2013,15/03/2013 00:00,04/04/2013 00:00,31/12/2013 00:00,,,0,0,
19,17,1,22/03/2013 00:00,64.53,64.53,18/03/2013 00:00,22/03/2013 00:00,AUTORIZADA,NORMAL,EST. 1,,22/03/2013 00:00,22/03/2013 00:00,,,,,,,18/03/2013,27/04/2013,1130935.43,180949.67,1311885.1,0,1311885.1,13571.22,13571.22,1298313.88,0,0,0,0,0,0,0,0,1130935.43,180949.67,1311885.1,0,1311885.1,13571.22,13571.22,1298313.88,2033066.54,1311885.1,0,1311885.1,721181.44,0,0,0,0,0,2033066.54,1311885.1,0,1311885.1,721181.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,22/03/2013 00:00,04/04/2013 00:00,31/12/2013 00:00,,,0,0,
20,15,1,31/03/2013 00:00,24.31,24.31,25/03/2013 00:00,31/03/2013 00:00,AUTORIZADA,NORMAL,EST. 1,,31/03/2013 00:00,31/03/2013 00:00,25/03/2013,03/05/2013,,,,17/05/2013,25/03/2013,17/05/2013,428807.8,68609.25,497417.05,149225.12,348191.93,5145.7,5145.7,343046.23,0,0,0,0,0,0,0,0,428807.8,68609.25,497417.05,149225.12,348191.93,5145.7,5145.7,343046.23,2046250.74,497417.05,0,497417.05,1548833.69,0,0,0,0,0,2046250.74,497417.05,0,497417.05,1548833.69,30,613875.22,149225.12,0,149225.12,464650.1,0,0,0,0,0,0,0,1,,,31/03/2013 00:00,05/04/2013 00:00,31/12/2013 00:00,,,0,0,
21,20,1,28/02/2013 00:00,37.46,37.46,18/02/2013 00:00,28/02/2013 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2013 00:00,28/02/2013 00:00,,,,,,,18/02/2013,31/03/2013,308114.04,49298.25,357412.29,107223.69,250188.6,3697.37,3697.37,246491.23,0,0,0,0,0,0,0,0,308114.04,49298.25,357412.29,107223.69,250188.6,3697.37,3697.37,246491.23,954210,357412.29,0,357412.29,596797.71,0,0,0,0,0,954210,357412.29,0,357412.29,596797.71,30,286263,107223.69,0,107223.69,179039.31,0,0,0,0,0,0,0,1,,0014/2013,28/02/2013 00:00,05/04/2013 00:00,31/12/2013 00:00,,,0,0,
22,19,1,28/02/2013 00:00,38.61,38.61,18/02/2013 00:00,28/02/2013 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2013 00:00,28/02/2013 00:00,,,,,,,18/02/2013,31/03/2013,164875.31,26380.05,191255.36,57376.61,133878.75,1978.5,1978.5,131900.25,0,0,0,0,0,0,0,0,164875.31,26380.05,191255.36,57376.61,133878.75,1978.5,1978.5,131900.25,495386.99,191255.36,0,191255.36,304131.63,0,0,0,0,0,495386.99,191255.36,0,191255.36,304131.63,30,148616.1,57376.61,0,57376.61,91239.49,0,0,0,0,0,0,0,1,,0012/2013,28/02/2013 00:00,05/04/2013 00:00,31/12/2013 00:00,,,0,0,
23,19,2,15/03/2013 00:00,93.2,93.2,01/03/2013 00:00,15/03/2013 00:00,AUTORIZADA,NORMAL,EST. 2,,15/03/2013 00:00,15/03/2013 00:00,,,,,,,18/02/2013,31/03/2013,233126.06,37300.17,270426.23,91239.49,179186.74,2797.51,2797.51,176389.23,0,0,0,0,0,0,0,0,233126.06,37300.17,270426.23,91239.49,179186.74,2797.51,2797.51,176389.23,495386.99,270426.23,191255.36,461681.59,33705.4,0,0,0,0,0,495386.99,270426.23,191255.36,461681.59,33705.4,30,148616.1,91239.49,57376.61,148616.1,0,0,0,0,0,0,0,0,1,,0012/2013,28/02/2013 00:00,05/04/2013 00:00,31/12/2013 00:00,,,0,0,
24,21,1,28/02/2013 00:00,48.1,48.1,18/02/2013 00:00,28/02/2013 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2013 00:00,28/02/2013 00:00,,,,,,08/12/2014,18/02/2013,08/12/2014,411837.97,65894.08,477732.05,143319.62,334412.43,4942.06,4942.06,329470.37,0,0,0,0,0,0,0,0,411837.97,65894.08,477732.05,143319.62,334412.43,4942.06,4942.06,329470.37,993154.09,477732.05,0,477732.05,515422.04,0,0,0,0,0,993154.09,477732.05,0,477732.05,515422.04,30,297946.23,143319.62,0,143319.62,154626.61,0,0,0,0,0,0,0,1,,0016/2013,28/02/2013 00:00,05/04/2013 00:00,31/12/2013 00:00,,,0,0,
25,1,3,31/03/2013 00:00,100,100,21/03/2013 00:00,31/03/2013 00:00,AUTORIZADA,FINIQUITO,3 FINIQUITO,,31/03/2013 00:00,31/03/2013 00:00,,,,,,,18/02/2013,31/03/2013,67321.44,10771.43,78092.87,23427.92,54664.95,807.85,807.85,53857.1,0,0,0,0,0,0,0,0,67321.44,10771.43,78092.87,23427.92,54664.95,807.85,807.85,53857.1,765271.96,78092.87,687178.92,765271.79,0.17,0,0,0,0,0,765271.96,78092.87,687178.92,765271.79,0.17,30,229581.59,23427.92,206153.67,229581.59,0,0,0,0,0,0,0,0,1,,0005/2013,28/02/2013 00:00,05/04/2013 00:00,31/12/2013 00:00,,,0,0,
26,7,3,24/03/2013 00:00,55.17,55.17,18/03/2013 00:00,24/03/2013 00:00,AUTORIZADA,NORMAL,EST. 3,,24/03/2013 00:00,24/03/2013 00:00,,,,,,,04/03/2013,27/04/2013,33860.88,5417.74,39278.62,0,39278.62,0,169.3,39109.32,0,0,0,0,0,0,0,0,33860.88,5417.74,39278.62,0,39278.62,0,169.3,39109.32,187132.14,39278.62,63966.24,103244.86,83887.28,0,0,0,0,0,187132.14,39278.62,63966.24,103244.86,83887.28,0,0,0,0,0,0,0,0,0,0,0,0,169.3,1,,0017/2013,24/03/2013 00:00,05/04/2013 00:00,31/12/2013 00:00,,,0,0,
27,7,4,31/03/2013 00:00,71.27,71.27,25/03/2013 00:00,31/03/2013 00:00,AUTORIZADA,NORMAL,EST. 4,,31/03/2013 00:00,31/03/2013 00:00,,,,,,,04/03/2013,27/04/2013,25965.98,4154.56,30120.54,0,30120.54,0,129.83,29990.71,0,0,0,0,0,0,0,0,25965.98,4154.56,30120.54,0,30120.54,0,129.83,29990.71,187132.14,30120.54,103244.86,133365.4,53766.74,0,0,0,0,0,187132.14,30120.54,103244.86,133365.4,53766.74,0,0,0,0,0,0,0,0,0,0,0,0,129.83,1,,,31/03/2013 00:00,05/04/2013 00:00,31/12/2013 00:00,,,0,0,
28,10,1,28/02/2013 00:00,48.25,48.25,18/02/2013 00:00,28/02/2013 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2013 00:00,28/02/2013 00:00,,,,,,,18/02/2013,31/03/2013,104040.88,16646.54,120687.42,36206.23,84481.19,1248.49,1248.49,83232.7,0,0,0,0,0,0,0,0,104040.88,16646.54,120687.42,36206.23,84481.19,1248.49,1248.49,83232.7,250131.99,120687.42,0,120687.42,129444.57,0,0,0,0,0,250131.99,120687.42,0,120687.42,129444.57,30,75039.6,36206.23,0,36206.23,38833.37,0,0,0,0,0,0,0,1,,0019/2013,28/02/2013 00:00,05/04/2013 00:00,31/12/2013 00:00,,,0,0,
29,23,1,28/02/2013 00:00,37.27,37.27,18/02/2013 00:00,28/02/2013 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2013 00:00,28/02/2013 00:00,,,,,,,18/02/2013,31/03/2013,301409.72,48225.56,349635.28,104890.58,244744.7,3616.92,3616.92,241127.78,0,0,0,0,0,0,0,0,301409.72,48225.56,349635.28,104890.58,244744.7,3616.92,3616.92,241127.78,938123.15,349635.28,0,349635.28,588487.87,0,0,0,0,0,938123.15,349635.28,0,349635.28,588487.87,30,281436.95,104890.58,0,104890.58,176546.37,0,0,0,0,0,0,0,1,,0021/2013,28/02/2013 00:00,05/04/2013 00:00,31/12/2013 00:00,,,0,0,
30,18,1,23/03/2013 00:00,81.99,81.99,18/03/2013 00:00,23/03/2013 00:00,AUTORIZADA,NORMAL,EST. 1,,23/03/2013 00:00,23/03/2013 00:00,,,,,,,18/03/2013,30/03/2013,122922.76,19667.64,142590.4,0,142590.4,1475.08,1475.08,141115.32,0,0,0,0,0,0,0,0,122922.76,19667.64,142590.4,0,142590.4,1475.08,1475.08,141115.32,173918.24,142590.4,0,142590.4,31327.84,0,0,0,0,0,173918.24,142590.4,0,142590.4,31327.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0022/2013,23/03/2013 00:00,05/04/2013 00:00,31/12/2013 00:00,,,0,0,
31,22,1,28/02/2013 00:00,42.73,42.73,18/02/2013 00:00,28/02/2013 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2013 00:00,28/02/2013 00:00,,,,,,,18/02/2013,31/03/2013,40606.1,6496.98,47103.08,0,47103.08,487.27,487.27,46615.81,0,0,0,0,0,0,0,0,40606.1,6496.98,47103.08,0,47103.08,487.27,487.27,46615.81,110231.01,47103.08,0,47103.08,63127.93,0,0,0,0,0,110231.01,47103.08,0,47103.08,63127.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0025/2013,28/02/2013 00:00,08/04/2013 00:00,31/12/2013 00:00,,,0,0,
32,6,1,28/02/2013 00:00,35.67,35.67,18/02/2013 00:00,28/02/2013 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2013 00:00,28/02/2013 00:00,,,,,,,18/02/2013,31/03/2013,121812.35,19489.98,141302.33,42390.7,98911.63,1461.74,1461.74,97449.89,0,0,0,0,0,0,0,0,121812.35,19489.98,141302.33,42390.7,98911.63,1461.74,1461.74,97449.89,396152,141302.33,0,141302.33,254849.67,0,0,0,0,0,396152,141302.33,0,141302.33,254849.67,30,118845.6,42390.7,0,42390.7,76454.9,0,0,0,0,0,0,0,1,,0026/2013,28/02/2013 00:00,08/04/2013 00:00,31/12/2013 00:00,,,0,0,
33,6,2,15/03/2013 00:00,79.09,79.09,01/03/2013 00:00,15/03/2013 00:00,AUTORIZADA,NORMAL,EST. 2,,15/03/2013 00:00,15/03/2013 00:00,,,,,,,18/02/2013,31/03/2013,148279.38,23724.7,172004.08,51601.22,120402.86,1779.35,1779.35,118623.51,0,0,0,0,0,0,0,0,148279.38,23724.7,172004.08,51601.22,120402.86,1779.35,1779.35,118623.51,396152,172004.08,141302.33,313306.41,82845.59,0,0,0,0,0,396152,172004.08,141302.33,313306.41,82845.59,30,118845.6,51601.22,42390.7,93991.92,24853.68,0,0,0,0,0,0,0,1,,0036/2013,31/03/2013 00:00,08/04/2013 00:00,31/12/2013 00:00,,,0,0,
34,10,2,25/03/2013 00:00,89.96,89.96,01/03/2013 00:00,25/03/2013 00:00,AUTORIZADA,NORMAL,EST. 2,,25/03/2013 00:00,25/03/2013 00:00,,,,,,,18/02/2013,31/03/2013,89948.05,14391.69,104339.74,31301.92,73037.82,1079.38,1079.38,71958.44,0,0,0,0,0,0,0,0,89948.05,14391.69,104339.74,31301.92,73037.82,1079.38,1079.38,71958.44,250131.99,104339.74,120687.42,225027.16,25104.83,0,0,0,0,0,250131.99,104339.74,120687.42,225027.16,25104.83,30,75039.6,31301.92,36206.23,67508.15,7531.45,0,0,0,0,0,0,0,1,,0019/2013,28/02/2013 00:00,08/04/2013 00:00,31/12/2013 00:00,,,0,0,
