Id_Fuera_Catalogo,Id_Contrato,Fecha_Registro,Fecha_Ultima_Autorizada,Fecha_Instruccion_Bitacora,Numero_Oficio_Autorizacion,Fecha_Oficio_Autorizacion,Observaciones,Estatus
8,13,12/03/2015 00:00,12/03/2015 00:00,12/03/2015 00:00,78/2015,12/03/2015 00:00,,AUTORIZADO
9,4,19/03/2015 00:00,19/03/2015 00:00,19/03/2015 00:00,93/2015,19/03/2015 00:00,,AUTORIZADO
13,15,13/03/2015 00:00,13/03/2015 00:00,13/03/2015 00:00,128/2015,13/03/2015 00:00,,AUTORIZADO
14,4,20/04/2015 00:00,20/04/2015 00:00,20/04/2015 00:00,140/2015,20/04/2015 00:00,,AUTORIZADO
15,4,23/04/2015 00:00,23/04/2015 00:00,23/04/2015 00:00,141/2015,23/04/2015 00:00,,AUTORIZADO
16,21,17/04/2015 00:00,17/04/2015 00:00,17/04/2015 00:00,143/2015,17/04/2015 00:00,,AUTORIZADO
17,21,17/04/2015 00:00,17/04/2015 00:00,17/04/2015 00:00,144/2015,17/04/2015 00:00,,AUTORIZADO
19,1,17/04/2015 00:00,17/04/2015 00:00,17/04/2015 00:00,152/2015,17/04/2015 00:00,,AUTORIZADO
24,1,17/04/2015 00:00,17/04/2015 00:00,17/04/2015 00:00,161/2015,17/04/2015 00:00,,AUTORIZADO
26,3,08/05/2015 00:00,08/05/2015 00:00,08/05/2015 00:00,169/2015,08/05/2015 00:00,,AUTORIZADO
28,35,14/05/2015 00:00,14/05/2015 00:00,14/05/2015 00:00,181/2015,14/05/2015 00:00,,AUTORIZADO
32,3,15/05/2015 00:00,15/05/2015 00:00,15/05/2015 00:00,190/2015,15/05/2015 00:00,,AUTORIZADO
35,4,23/04/2015 00:00,23/04/2015 00:00,23/04/2015 00:00,197/2015,23/04/2015 00:00,,AUTORIZADO
36,4,27/04/2015 00:00,27/04/2015 00:00,27/04/2015 00:00,198/2015,27/04/2015 00:00,,AUTORIZADO
37,54,22/05/2015 00:00,22/05/2015 00:00,22/05/2015 00:00,199/2015,22/05/2015 00:00,,AUTORIZADO
38,3,08/05/2015 00:00,08/05/2015 00:00,08/05/2015 00:00,203/2015,08/05/2015 00:00,,AUTORIZADO
42,21,22/05/2015 00:00,22/05/2015 00:00,22/05/2015 00:00,208/2015,22/05/2015 00:00,,AUTORIZADO
43,26,25/05/2015 00:00,25/05/2015 00:00,25/05/2015 00:00,213/2015,25/05/2015 00:00,,AUTORIZADO
44,25,25/05/2015 00:00,25/05/2015 00:00,25/05/2015 00:00,214/2015,25/05/2015 00:00,,AUTORIZADO
45,26,25/05/2015 00:00,25/05/2015 00:00,25/05/2015 00:00,215/2015,25/05/2015 00:00,,AUTORIZADO
46,26,25/05/2015 00:00,25/05/2015 00:00,25/05/2015 00:00,216/2015,25/05/2015 00:00,,AUTORIZADO
51,30,29/05/2015 00:00,29/05/2015 00:00,29/05/2015 00:00,225/2015,29/05/2015 00:00,,AUTORIZADO
60,32,22/05/2015 00:00,22/05/2015 00:00,22/05/2015 00:00,240/2015,22/05/2015 00:00,,AUTORIZADO
61,40,29/05/2015 00:00,29/05/2015 00:00,29/05/2015 00:00,241/2015,29/05/2015 00:00,,AUTORIZADO
63,54,22/05/2015 00:00,22/05/2015 00:00,22/05/2015 00:00,245/2015,22/05/2015 00:00,,AUTORIZADO
69,39,05/06/2015 00:00,05/06/2015 00:00,05/06/2015 00:00,249/2015,05/06/2015 00:00,,AUTORIZADO
71,43,04/06/2015 00:00,04/06/2015 00:00,04/06/2015 00:00,256/2015,04/06/2015 00:00,,AUTORIZADO
72,43,04/06/2015 00:00,04/06/2015 00:00,04/06/2015 00:00,257/2015,04/06/2015 00:00,,AUTORIZADO
85,80,19/06/2015 00:00,19/06/2015 00:00,19/06/2015 00:00,274/2015,19/06/2015 00:00,,AUTORIZADO
86,80,19/06/2015 00:00,19/06/2015 00:00,19/06/2015 00:00,275/2015,19/06/2015 00:00,,AUTORIZADO
89,83,23/06/2015 00:00,23/06/2015 00:00,23/06/2015 00:00,281/2015,23/06/2015 00:00,,AUTORIZADO
90,38,23/06/2015 00:00,23/06/2015 00:00,23/06/2015 00:00,282/2015,23/06/2015 00:00,,AUTORIZADO
93,48,18/06/2015 00:00,18/06/2015 00:00,18/06/2015 00:00,286/2015,18/06/2015 00:00,,AUTORIZADO
94,44,18/06/2015 00:00,18/06/2015 00:00,18/06/2015 00:00,288/2015,18/06/2015 00:00,,AUTORIZADO
95,31,25/06/2015 00:00,25/06/2015 00:00,25/06/2015 00:00,289/2015,25/06/2015 00:00,,AUTORIZADO
101,84,26/06/2015 00:00,26/06/2015 00:00,26/06/2015 00:00,297/2015,26/06/2015 00:00,,AUTORIZADO
112,99,03/07/2015 00:00,03/07/2015 00:00,03/07/2015 00:00,312/2015,03/07/2015 00:00,,AUTORIZADO
116,60,03/07/2015 00:00,03/07/2015 00:00,03/07/2015 00:00,314/2015,03/07/2015 00:00,,AUTORIZADO
117,60,03/07/2015 00:00,03/07/2015 00:00,03/07/2015 00:00,315/2015,03/07/2015 00:00,,AUTORIZADO
118,39,03/07/2015 00:00,03/07/2015 00:00,03/07/2015 00:00,316/2015,03/07/2015 00:00,,AUTORIZADO
130,105,10/07/2015 00:00,10/07/2015 00:00,10/07/2015 00:00,330/2015,10/07/2015 00:00,,AUTORIZADO
131,83,10/07/2015 00:00,10/07/2015 00:00,10/07/2015 00:00,332/2015,10/07/2015 00:00,,AUTORIZADO
132,105,10/07/2015 00:00,10/07/2015 00:00,10/07/2015 00:00,333/2015,10/07/2015 00:00,,AUTORIZADO
133,89,10/07/2015 00:00,10/07/2015 00:00,10/07/2015 00:00,334/2015,10/07/2015 00:00,,AUTORIZADO
143,99,16/07/2015 00:00,16/07/2015 00:00,16/07/2015 00:00,336/2015,16/07/2015 00:00,,AUTORIZADO
144,38,16/07/2015 00:00,16/07/2015 00:00,16/07/2015 00:00,337/2015,16/07/2015 00:00,,AUTORIZADO
145,79,16/07/2015 00:00,16/07/2015 00:00,16/07/2015 00:00,338/2015,16/07/2015 00:00,,AUTORIZADO
151,84,02/07/2015 00:00,02/07/2015 00:00,02/07/2015 00:00,340/2015,02/07/2015 00:00,,AUTORIZADO
152,87,03/07/2015 00:00,03/07/2015 00:00,03/07/2015 00:00,347/2015,03/07/2015 00:00,,AUTORIZADO
155,38,17/07/2015 00:00,17/07/2015 00:00,17/07/2015 00:00,350/2015,17/07/2015 00:00,,AUTORIZADO
157,31,20/07/2015 00:00,20/07/2015 00:00,20/07/2015 00:00,351/2015,20/07/2015 00:00,,AUTORIZADO
161,32,17/07/2015 00:00,17/07/2015 00:00,17/07/2015 00:00,352/2015,17/07/2015 00:00,,AUTORIZADO
162,32,10/07/2015 00:00,10/07/2015 00:00,10/07/2015 00:00,353/2015,10/07/2015 00:00,,AUTORIZADO
164,83,27/07/2015 00:00,27/07/2015 00:00,27/07/2015 00:00,359/2015,27/07/2015 00:00,,AUTORIZADO
165,40,10/07/2015 00:00,10/07/2015 00:00,10/07/2015 00:00,364/2015,10/07/2015 00:00,,AUTORIZADO
166,40,10/07/2015 00:00,10/07/2015 00:00,10/07/2015 00:00,365/2015,10/07/2015 00:00,,AUTORIZADO
167,40,10/07/2015 00:00,10/07/2015 00:00,10/07/2015 00:00,366/2015,10/07/2015 00:00,,AUTORIZADO
168,40,27/07/2015 00:00,27/07/2015 00:00,27/07/2015 00:00,367/2015,27/07/2015 00:00,,AUTORIZADO
169,40,27/07/2015 00:00,27/07/2015 00:00,27/07/2015 00:00,368/2015,27/07/2015 00:00,,AUTORIZADO
171,102,10/07/2015 00:00,10/07/2015 00:00,10/07/2015 00:00,373/2015,10/07/2015 00:00,,AUTORIZADO
175,76,18/06/2015 00:00,18/06/2015 00:00,18/06/2015 00:00,374/2015,18/06/2015 00:00,,AUTORIZADO
186,79,17/07/2015 00:00,17/07/2015 00:00,17/07/2015 00:00,394/2015,17/07/2015 00:00,,AUTORIZADO
203,62,10/08/2015 00:00,10/08/2015 00:00,10/08/2015 00:00,418/2015,10/08/2015 00:00,,AUTORIZADO
204,42,06/08/2015 00:00,06/08/2015 00:00,06/08/2015 00:00,420/2015,06/08/2015 00:00,,AUTORIZADO
205,118,10/08/2015 00:00,10/08/2015 00:00,10/08/2015 00:00,421/2015,10/08/2015 00:00,,AUTORIZADO
206,105,10/08/2015 00:00,10/08/2015 00:00,10/08/2015 00:00,422/2015,10/08/2015 00:00,,AUTORIZADO
207,87,10/08/2015 00:00,10/08/2015 00:00,10/08/2015 00:00,423/2015,10/08/2015 00:00,,AUTORIZADO
208,39,03/07/2015 00:00,03/07/2015 00:00,03/07/2015 00:00,424/2015,03/07/2015 00:00,,AUTORIZADO
209,79,13/08/2015 00:00,13/08/2015 00:00,13/08/2015 00:00,425/2015,13/08/2015 00:00,,AUTORIZADO
210,15,29/05/2015 00:00,29/05/2015 00:00,29/05/2015 00:00,426/2015,29/05/2015 00:00,,AUTORIZADO
224,42,06/08/2015 00:00,06/08/2015 00:00,06/08/2015 00:00,429/2015,06/08/2015 00:00,,AUTORIZADO
225,102,10/08/2015 00:00,10/08/2015 00:00,10/08/2015 00:00,430/2015,10/08/2015 00:00,,AUTORIZADO
228,15,29/05/2015 00:00,29/05/2015 00:00,29/05/2015 00:00,426-1/2015,29/05/2015 00:00,,AUTORIZADO
230,40,10/08/2015 00:00,10/08/2015 00:00,10/08/2015 00:00,432/2015,10/08/2015 00:00,,AUTORIZADO
231,32,10/08/2015 00:00,10/08/2015 00:00,10/08/2015 00:00,433/2015,10/08/2015 00:00,,AUTORIZADO
234,4,22/05/2015 00:00,22/05/2015 00:00,22/05/2015 00:00,434/2015,22/05/2015 00:00,,AUTORIZADO
235,118,17/08/2015 00:00,17/08/2015 00:00,17/08/2015 00:00,436/2015,17/08/2015 00:00,,AUTORIZADO
236,104,24/07/2015 00:00,24/07/2015 00:00,24/07/2015 00:00,437/2015,24/07/2015 00:00,,AUTORIZADO
238,105,10/08/2015 00:00,10/08/2015 00:00,10/08/2015 00:00,439/2015,10/08/2015 00:00,,AUTORIZADO
240,104,24/07/2015 00:00,24/07/2015 00:00,24/07/2015 00:00,440/2015,24/07/2015 00:00,,AUTORIZADO
241,15,29/05/2015 00:00,29/05/2015 00:00,29/05/2015 00:00,426-2/201,29/05/2015 00:00,,AUTORIZADO
247,83,20/08/2015 00:00,20/08/2015 00:00,20/08/2015 00:00,444/2015,20/08/2015 00:00,,AUTORIZADO
248,123,21/08/2015 00:00,21/08/2015 00:00,21/08/2015 00:00,445/2015,21/08/2015 00:00,,AUTORIZADO
249,30,21/08/2015 00:00,21/08/2015 00:00,21/08/2015 00:00,446/2015,21/08/2015 00:00,,AUTORIZADO
252,89,10/07/2015 00:00,10/07/2015 00:00,10/07/2015 00:00,448/2015,10/07/2015 00:00,,AUTORIZADO
253,89,13/07/2015 00:00,13/07/2015 00:00,13/07/2015 00:00,449/2015,13/07/2015 00:00,,AUTORIZADO
257,89,13/08/2015 00:00,13/08/2015 00:00,13/08/2015 00:00,450/2015,13/08/2015 00:00,,AUTORIZADO
259,76,10/07/2015 00:00,10/07/2015 00:00,10/07/2015 00:00,451/2015,10/07/2015 00:00,,AUTORIZADO
