Id_Estimacion_Amortizacion_Desglose,Id_Estimacion,Id_Contrato_Ampliacion,Concepto,Importe_Contratado,Actual,Anterior,Acumulado,Por_Ejercer,Porcentaje_Anticipo,Importe_Anticipo,Actual_Amortizacion,Anterior_Amortizacion,Acumulado_Amortizacion,Por_Amortizar
294,1374,,CONTRATO,1441839.2,24680.95,1417158.25,1441839.2,0,30,432551.76,7404.27,425147.49,432551.76,0
295,1374,30,AMPLIACIÓN 1,155051.73,47874.87,0,47874.87,107176.86,0,0,0,0,0,0
296,55,,CONTRATO,190249.46,65603.93,0,65603.93,124645.53,30,57074.84,19681.18,0,19681.18,37393.66
297,70,,CONTRATO,190249.46,53661.61,65603.93,119265.54,70983.92,30,57074.84,16098.48,19681.18,35779.66,21295.18
298,96,,CONTRATO,190249.46,35771.51,119265.54,155037.05,35212.41,30,57074.84,10731.45,35779.66,46511.11,10563.73
299,143,,CONTRATO,190249.46,33820.75,155037.05,188857.8,1391.66,30,57074.84,10563.73,46511.11,57074.84,0
300,132,,CONTRATO,188849.35,29225.25,0,29225.25,159624.1,30,56654.81,8767.58,0,8767.58,47887.23
301,133,,CONTRATO,188849.35,9927.96,29225.25,39153.21,149696.14,30,56654.81,2978.39,8767.58,11745.97,44908.84
302,248,,CONTRATO,188849.35,32102.54,39153.21,71255.75,117593.6,30,56654.81,9630.76,11745.97,21376.73,35278.08
303,249,,CONTRATO,188849.35,76345.78,71255.75,147601.53,41247.82,30,56654.81,22903.73,21376.73,44280.46,12374.35
304,713,,CONTRATO,188849.35,41222.56,147601.53,188824.09,25.26,30,56654.81,12374.35,44280.46,56654.81,0
305,50,,CONTRATO,306945.54,84834.2,0,84834.2,222111.34,30,92083.67,25450.26,0,25450.26,66633.41
306,296,,CONTRATO,306945.54,62073.18,84834.2,146907.38,160038.16,30,92083.67,18621.95,25450.26,44072.21,48011.46
307,297,,CONTRATO,306945.54,62787.31,146907.38,209694.69,97250.85,30,92083.67,18836.19,44072.21,62908.4,29175.27
308,1238,,CONTRATO,306945.54,41534.6,209694.69,251229.29,55716.25,30,92083.67,12460.38,62908.4,75368.78,16714.89
309,1251,,CONTRATO,306945.54,55716.25,251229.29,306945.54,0,30,92083.67,16714.89,75368.78,92083.67,0
310,293,,CONTRATO,317645.48,56554.11,0,56554.11,261091.37,30,95293.65,17229.5,0,17229.5,78064.15
311,319,,CONTRATO,317645.48,16300.48,56554.11,72854.59,244790.89,30,95293.65,5182.29,17229.5,22411.79,72881.86
312,340,,CONTRATO,317645.48,44411.44,72854.59,117266.03,200379.45,30,95293.65,13323.43,22411.79,35735.22,59558.43
313,387,,CONTRATO,317645.48,132872.66,117266.03,250138.69,67506.79,30,95293.65,39861.8,35735.22,75597.02,19696.63
314,458,,CONTRATO,317645.48,17358.73,250138.69,267497.42,50148.06,30,95293.65,5207.62,75597.02,80804.64,14489.01
315,488,,CONTRATO,317645.48,40958.83,267497.42,308456.25,9189.23,30,95293.65,14489.01,80804.64,95293.65,0
316,78,,CONTRATO,1372523.51,789975.53,0,789975.53,582547.98,0,0,0,0,0,0
317,85,,CONTRATO,1372523.51,475858.9,789975.53,1265834.43,106689.08,0,0,0,0,0,0
318,131,,CONTRATO,1372523.51,67315.61,1265834.43,1333150.04,39373.47,0,0,0,0,0,0
319,103,,CONTRATO,879174.63,200604.86,0,200604.86,678569.77,30,263752.39,60181.46,0,60181.46,203570.93
320,120,,CONTRATO,879174.63,66502.66,200604.86,267107.52,612067.11,30,263752.39,19950.8,60181.46,80132.26,183620.13
321,375,,CONTRATO,879174.63,64444.26,267107.52,331551.78,547622.85,30,263752.39,19333.28,80132.26,99465.54,164286.85
322,416,,CONTRATO,879174.63,307488.09,331551.78,639039.87,240134.76,30,263752.39,92246.43,99465.54,191711.97,72040.42
323,749,,CONTRATO,879174.63,103276.33,639039.87,742316.2,136858.43,30,263752.39,72040.42,191711.97,263752.39,0
324,97,,CONTRATO,2319670.8,160429,0,160429,2159241.8,30,695901.24,48128.7,0,48128.7,647772.54
325,141,,CONTRATO,2319670.8,218884.46,160429,379313.46,1940357.34,30,695901.24,65665.34,48128.7,113794.04,582107.2
326,171,,CONTRATO,2319670.8,218210.12,379313.46,597523.58,1722147.22,30,695901.24,65463.04,113794.04,179257.08,516644.16
327,283,,CONTRATO,2319670.8,504901.03,597523.58,1102424.61,1217246.19,30,695901.24,151470.31,179257.08,330727.39,365173.85
328,373,,CONTRATO,2319670.8,510882.19,1102424.61,1613306.8,706364,30,695901.24,153264.66,330727.39,483992.05,211909.19
329,1777,,CONTRATO,2319670.8,418986.94,1613306.8,2032293.74,287377.06,30,695901.24,211909.19,483992.05,695901.24,0
330,135,,CONTRATO,692906.22,7695.07,0,7695.07,685211.15,30,207871.87,2308.52,0,2308.52,205563.35
331,220,,CONTRATO,692906.22,43264.79,7695.07,50959.86,641946.36,30,207871.87,12979.44,2308.52,15287.96,192583.91
332,353,,CONTRATO,692906.22,31942.66,50959.86,82902.52,610003.7,30,207871.87,9582.8,15287.96,24870.76,183001.11
333,509,,CONTRATO,692906.22,51365.68,82902.52,134268.2,558638.02,30,207871.87,15409.7,24870.76,40280.46,167591.41
334,592,,CONTRATO,692906.22,84854.29,134268.2,219122.49,473783.73,30,207871.87,25456.29,40280.46,65736.75,142135.12
335,853,,CONTRATO,692906.22,230940.71,219122.49,450063.2,242843.02,30,207871.87,69282.21,65736.75,135018.96,72852.91
336,895,,CONTRATO,692906.22,44233.12,450063.2,494296.32,198609.9,30,207871.87,33500,135018.96,168518.96,39352.91
337,1277,,CONTRATO,692906.22,43248.43,494296.32,537544.75,155361.47,30,207871.87,39352.91,168518.96,207871.87,0
338,46,,CONTRATO,1487273.75,81377.55,0,81377.55,1405896.2,30,446182.13,24413.27,0,24413.27,421768.86
339,60,,CONTRATO,1487273.75,121072.68,81377.55,202450.23,1284823.52,30,446182.13,36321.8,24413.27,60735.07,385447.06
340,128,,CONTRATO,1487273.75,199043.12,202450.23,401493.35,1085780.4,30,446182.13,59712.94,60735.07,120448.01,325734.12
341,129,,CONTRATO,1487273.75,134899.9,401493.35,536393.25,950880.5,30,446182.13,40469.97,120448.01,160917.98,285264.15
342,142,,CONTRATO,1487273.75,516719.23,536393.25,1053112.48,434161.27,30,446182.13,155015.77,160917.98,315933.75,130248.38
343,215,,CONTRATO,1487273.75,125495.53,1053112.48,1178608.01,308665.74,30,446182.13,37648.66,315933.75,353582.41,92599.72
344,279,,CONTRATO,1487273.75,113792.8,1178608.01,1292400.81,194872.94,30,446182.13,92599.72,353582.41,446182.13,0
345,62,,CONTRATO,600190.6,528297.94,0,528297.94,71892.66,30,180057.18,158489.38,0,158489.38,21567.8
346,104,,CONTRATO,600190.6,71879.28,528297.94,600177.22,13.38,30,180057.18,21563.78,158489.38,180053.16,4.02
347,72,,CONTRATO,96628,96628,0,96628,0,0,0,0,0,0,0
348,71,,CONTRATO,112088.48,112088.48,0,112088.48,0,0,0,0,0,0,0
349,54,,CONTRATO,101265.24,101265.24,0,101265.24,0,0,0,0,0,0,0
350,138,,CONTRATO,704231.94,129087.61,0,129087.61,575144.33,0,0,0,0,0,0
351,322,,CONTRATO,704231.94,160751.94,129087.61,289839.55,414392.39,0,0,0,0,0,0
352,586,,CONTRATO,704231.94,274060.63,289839.55,563900.18,140331.76,0,0,0,0,0,0
353,1192,,CONTRATO,704231.94,140331.75,563900.18,704231.93,0.01,0,0,0,0,0,0
354,59,,CONTRATO,251895.53,6944.95,0,6944.95,244950.58,0,0,0,0,0,0
355,218,,CONTRATO,251895.53,89836.93,6944.95,96781.88,155113.65,0,0,0,0,0,0
356,463,,CONTRATO,251895.53,3950.23,96781.88,100732.11,151163.42,0,0,0,0,0,0
357,1325,,CONTRATO,251895.53,8061.33,100732.11,108793.44,143102.09,0,0,0,0,0,0
358,1414,,CONTRATO,251895.53,3966.97,108793.44,112760.41,139135.12,0,0,0,0,0,0
359,144,,CONTRATO,31401152.27,2374.59,0,2374.59,31398777.68,30,9420345.78,712.38,0,712.38,9419633.4
360,144,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
361,184,,CONTRATO,31401152.27,150904.14,2374.59,153278.73,31247873.54,30,9420345.78,45271.24,712.38,45983.62,9374362.16
362,184,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
363,193,,CONTRATO,31401152.27,1903727.39,153278.73,2057006.12,29344146.15,30,9420345.78,571118.22,45983.62,617101.84,8803243.94
364,193,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
365,302,,CONTRATO,31401152.27,433584.46,2057006.12,2490590.58,28910561.69,30,9420345.78,130075.34,617101.84,747177.18,8673168.6
366,302,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
367,355,,CONTRATO,31401152.27,587827.59,2490590.58,3078418.17,28322734.1,30,9420345.78,176348.28,747177.18,923525.46,8496820.32
368,355,44,AMPLIACIÓN 1,7836699.16,0,0,0,7836699.16,30,2351009.73,0,0,0,2351009.73
369,455,,CONTRATO,31401152.27,1169868.04,3078418.17,4248286.21,27152866.06,30,9420345.78,350960.41,923525.46,1274485.87,8145859.91
