Id_Obra,Año,Clave_Obra,Nombre,Tipo_Precio,Id_Sub_Programa,Id_Localidad,Beneficiarios,Id_Convenio,Tipo_Obra_Proyecto,Id_Sub_Tipo_Obra,Observaciones,Enviar_Para,Id_Oficio_Asignacion_Obra
17,2015,17,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: 1. DE LA CAMPANA TRAMO: LOS ALPES - LA CONQUISTA,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 26/02/2015 ALMA,CONTRATADO,0
18,2015,19,PROYECTO EJECUTIVO DE OBRAS COMPLEMENTARIAS DE PAVIMENTACIÓN Y ALUMBRADO DEL FRACCIONAMIENTO CIUDAD,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 27/02/2015 ALMA,CONTRATADO,0
19,2015,18,PAVIMENTACION DE LA CALLE ETA (MEDIO CUERPO) TRAMO: JEREZ DE CARTAGENA A CERRITO DE JEREZ COL. CERRI,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 05/03/2015 ALMA,CONTRATADO,0
20,2015,20,PROYECTO EJECUTIVO DE INTERSECCIÓN A DESNIVEL DE PUENTE HIDALGO INTERSECCIÓN DE BLVD. JUAN ALONSO DE,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 26/03/2015 ALMA,CONTRATADO,0
21,2015,23,PAVIMENTACION DE LA CALLE MADRE REYNA TRAMO: AV. ATOTONILCO A MADRE MARINA COL. DIEZ DE MAYO,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 26/03/2015 ALMA,CONTRATADO,0
22,2015,22,REMODELACION DE AREAS EN EDIFICIO DE OBRAS PÚBLICAS MUNICIPALES,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 31/03/2015 ALMA  ,CONTRATADO,0
23,2015,24,PAVIMENTACION DE BANQUETA SUR CALLE ANDALUCIA TRAMO: GARCIA ORDOÑEZ - 21 DE MARZO; PAVIMENTACION DE,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 31/03/2015 ALMA,CONTRATADO,0
24,2015,21,PROYECTO DE LA PAVIMENTACION DE LAS CALLES: 1. PEÑAROL TRAMO: BOTOFOGO - FLUMINENSES COL. DEPORTIVA,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 31/03/2015 ALMA,CONTRATADO,0
25,2015,30,REHABILITACIÓN DE LOS PAVIMENTOS DEL CUERPO LATERAL SUR DEL BLVD. AEROPUERTO,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 16/04/2015 ALMA,CONTRATADO,0
26,2015,32,PROYECTO DE LA PAVIMENTACION DE LAS CALLES: 1. REVOLUCIÓN MEXICANA TRAMO: BLVD. TIMOTEO LOZANO - MAR,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 20/4/2015 ALMA,CONTRATADO,0
27,2015,31,PAVIMENTACIÓN DE LA CALLE NUEVA ESPAÑA TRAMO: BLVD. MANUEL DE AUSTRI A BLVD. MIGUEL DE CERVANTES SAA,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 29/04/2015 ALMA,CONTRATADO,0
28,2015,41,PROYECTO EJECUTIVO DE PLAZA MULTIPOL VALLE HERMOSO UBICADO EN CALLE PASEO DE LA PRESA ENTRE PASEO DE,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 04/05/2015 ALMA  ,CONTRATADO,0
29,2015,39,PAVIMENTACION DE LA CALLE CERRO DE LA BUFA TRAMO: BUFAS DE ZACATECAS A CIMATORIO COL. LOMAS DE JEREZ,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 04/05/2015 ALMA,CONTRATADO,0
30,2015,40,PAVIMENTACION DE LA CALLE JEREZ DE BLANES TRAMO: JEREZ DE LA FRONTERA A JEREZ DE GRANADA COL. VALLE,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 04/05/2015 ALMA,CONTRATADO,0
31,2015,43,PAVIMENTACION DE LA CALLE BARCENAS TRAMO: BLVD. ALONSO DE TORRES A BLVD. BILBAO COL. PILETAS IV SECC,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 04/05/2015 ALMA,CONTRATADO,0
32,2015,37,PAVIMENTACION DE LA CALLE JEREZ DE VARDAR TRAMO: JEREZ DE BESAYA - JEREZ DE MENORCA COL. VALLE DE JE,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 06/05/2015 ALMA,CONTRATADO,0
33,2015,33,PROYECTO DE LA PAVIMENTACIÓN DE LAS CALLES: 1. FRESNO DE JEREZ TRAMO: PASEO DE LOS VERDINES - BLVD.,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 06/05/2015 ALMA,CONTRATADO,0
34,2015,38,PAVIMENTACION DE LA CALLE PLAN DE GUADALUPE TRAMO: BLVD. MIGUEL DE CERVANTES SAAVEDRA A ANDADOR SIN,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 06/05/2015 ALMA,CONTRATADO,0
35,2015,55,PAVIMENTACION DE LA CALLE GOLGOTA TRAMO: BLVD. VASCO DE QUIROGA A SIRIA COL. SAN FELIPE DE JESUS,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 06/05/2015,CONTRATADO,0
36,2015,56,PAVIMENTACION DE LA CALLE JEREZ DE VALONA TRAMO: JEREZ DE GUADALUPE - JEREZ DE GUADALQUIVIR COL. VAL,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 06/05/2016 ALMA,CONTRATADO,0
37,2015,44,PAVIMENTACION DE LA CALLE HONORIO III TRAMO: AV. OLIMPICA A CALLE CONVENTUALES COL. SAN FRANCISCO DE,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 06/05/2015 ALMA,CONTRATADO,0
38,2015,46,PROYECTO EJECUTIVO DE LA PAVIMENTACION DE LAS CALLES: 1. LOMAS DE HACIENDA TRAMO: LOMAS DE DALIAS -,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 06/05/2015 ALMA,CONTRATADO,0
39,2015,51,PAVIMENTACION DE LA CALLE COMERCIANTES TRAMO: ESTAMBUL A FRANCISCO VILLA COL. UYEPAC,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 06/05/2015 ALMA,CONTRATADO,0
40,2015,45,"REMODELACIÓN MERCADO SAN JUAN BOSCO (COLOCACION DE PISO EN ANDADORES, MEJORA DE INSTALACIONES Y ÁREA",Unitario,1,1,0,NULL,Obra,1,CAPTURADO 07/05/2015 ALMA,CONTRATADO,0
41,2015,58,PAVIMENTACION DE LA CALLE ARTURO LOZANO MADRAZO TRAMO: ANGEL VAZQUEZ NEGRETE - RODRIGO MORENO ZERMEÑ,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 07/05/2015 ALMA,CONTRATADO,0
42,2015,59,PROYECTO EJECUTIVO DE LAS CALLES: 1. ANTIOQUIA TRAMO: HEBREOS - CORINTO COL. SAN PABLO; 2. EPISTOLAS,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 07/05/2015 ALMA,CONTRATADO,0
43,2015,60,PROYECTO EJECUTIVO DE LA PAVIMENTACION DE LAS CALLES: 1. AGRA TRAMO: BANGLADESH - TOPAR CON ARROYO C,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 07/05/2015 ALMA,CONTRATADO,0
44,2015,61,PROYECTO EJECUTIVO DE LA PAVIMENTACION DE LAS CALLES: 1. FLUMINENSES TRAMO: BLVD. TÉLLEZ CRUCES A TU,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 07/05/2015 ALMA,CONTRATADO,0
45,2015,68,PAVIMENTACION DE LA CALLE MEMBRILLO TRAMO: SAUCE A CANELO COL. ARBOLEDAS,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 07/05/2015 ALMA,CONTRATADO,0
46,2015,65,"LIMPIEZA Y MANTENIMIENTO DE ARROYO ALFARO, MUERTO Y EL POTRERO; INTERSECCIÓN EJIDO - ALFARO, FRUTALE",Unitario,1,1,0,NULL,Obra,1,CAPTURADO 07/05/2015 ALMA,CONTRATADO,0
47,2015,76,PAVIMENTACION DE LA CALLE JEREZ DE CETINA TRAMO: JEREZ DE SANALONA - JEREZ DE MIÑO COL. VALLE DE JER,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 07/05/2015 ALMA,CONTRATADO,0
48,2015,47,PAVIMENTACIÓN DE LA CALLE SANTA MARGARITA TRAMO: DE CALLE SANTA BERNARDITA A CALLE JUANA DE ARCO COL,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 07/05/2015 ALMA,CONTRATADO,0
49,2015,57,PAVIMENTACION DE LA CALLE TABACHIN DE JEREZ TRAMO: BLVD. SAN PEDRO A PASEO DE LOS VERDINES COL. JARD,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 07/05/2015 ALMA,CONTRATADO,0
50,2015,42,PAVIMENTACION DE LA CALLE JEREZ DE CETINA TRAMO: JEREZ DE GUADALUPE A JEREZ DE SANALONA COL. VALLE D,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 08/05/2015 ALMA,CONTRATADO,0
51,2015,54,MANTENIMIENTO AL BLVD. DELTA TRAMO: BLVD. LA LUZ Y VÍA DE LOS GIRASOLES,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 08/05/2015 ALMA,CONTRATADO,0
52,2015,69,CONFORMACION Y RASTREO DE TERRACERIA EN CAMINO A CUESTA BLANCA (DUARTE) Y CONFORMACION Y RASTREO DE,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 11/05/2015 ALMA,CONTRATADO,0
53,2015,48,REHABILITACION DE BARRERAS DE CONTENCIÓN SOBRE EL MALECON DEL RIO DE LOS GOMEZ,Unitario,1,1,0,NULL,Obra,1,CAPTURDO 11/05/2015 ALMA  ,CONTRATADO,0
54,2015,66,PROYECTO EJECUTIVO DE LA PLAZA MULTIPOL SAN PEDRO EN BLVD. BARRIO DE GUADALUPE ENTRE CALLE AÑORANZA,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 12/05/2015 ALMA,CONTRATADO,0
55,2015,49,CONSTRUCCION DE BASES PARA ESCULTURAS (10 BASES) EN BLVD. AEROPUERTO TRAMO: DISTRIBUIDOR VIAL JUAN P,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 12/05/2015 ALMA,CONTRATADO,0
56,2015,75,RENOVACIÓN DE SEÑALAMIENTO EN CALLE SALIDA DE LOS GOMEZ TRAMO: AV. 16 DE SEPTIEMBRE - BLVD. CAMPESTR,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 12/05/2015 ALMA,CONTRATADO,0
57,2015,34,AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEON (SIT OPTIBÚS) 3A. 4A. ETAPA. TERMINAL MARAVIL,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 12/05/2015 ALMA,CONTRATADO,0
58,2015,35,AMPLIACION DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. TERMINAL SUR (,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 12/05/2015 ALMA,CONTRATADO,0
59,2015,36,AMPLIACION DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA TERMINAL ECHEVE,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 12/05/2015 ALMA,CONTRATADO,0
60,2015,25,AMPLIACION DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A Y 4A ETAPA. CORREDOR TRONCAL,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 12/05/2015 ALMA,CONTRATADO,0
61,2015,26,AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. CORREDOR TRONC,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 12/05/2015 ALMA,CONTRATADO,0
62,2015,27,AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. CORREDOR TRONC,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 12/05/2015 ALMA,CONTRATADO,0
63,2015,28,AMPLIACION DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. CORREDOR TRONC,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 12/05/2015 ALMA,CONTRATADO,0
64,2015,29,AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. CORREDOR TRONC,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 12/05/2015 ALMA,CONTRATADO,0
65,2015,63,AMPLIACION DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. CORREDOR TRONC,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 12/05/2015 ALMA,CONTRATADO,0
66,2015,71,AMPLIACION DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. CORREDOR TRONC,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 13/05/2015 ALMA,CONTRATADO,0
67,2015,72,AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. CORREDOR TRONC,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 13/05/2015 ALMA,CONTRATADO,0
68,2015,73,AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. CORREDOR TRONC,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 13/05/2015 ALMA,CONTRATOS,0
69,2015,74,AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. CORREDOR TRONC,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 13/05/2015 ALMA,CONTRATADO,0
70,2015,53,PAISAJE Y JARDINERA PARA LA ZONA CONTEXTUAL DE LA FUENTE DEL BLVD. ADOLFO LOPEZ MATEOS,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 13/05/2015 ALMA,CONTRATADO,0
71,2015,50,REHABILITACION DE LOS PAVIMENTOS DE LA CALLE KIWI COL. LOMAS DE ECHEVESTE,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 13/05/2015 ALMA,CONTRATADO,0
72,2015,70,RESTAURACIÓN Y ADECUACIÓN DEL MUSEO DE LA CIUDAD DE LEÓN TERCERA ETAPA UBICADO EN PEDRO MORENO ZONA,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 13/05/2015 ALMA,CONTRATADO,0
73,2015,52,LIMPIEZA Y MANTENIMIENTO DE ARROYO LA TINAJA Y LAS LIEBRES,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 14/05/2015 ALMA,CONTRATADO,0
74,2015,67,PAVIMENTACION DE LA CALLE PASEO DE LOS TUCANES TRAMO: PASEO DE LOS CENZONTLES A PASEO DE LOS RUISEÑO,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 14/05/2015 ALMA,CONTRATADO,0
75,2015,82,PAVIMENTACION DE LA CALLE CAMPO DULCINEA TRAMO: CAMPO ESCONDIDO - CAMPO ALEGRE COL. VALLE HERM0SO,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 28/05/2015 ALMA,CONTRATADO,0
76,2015,81,PAVIMENTACION DE LA CALLE GARBANCILLO TRAMO: BRICHO - JUNCO COL. VALLE HERMOSO,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 03/06/2015 ALMA,CONTRATADO,0
77,2015,88,PAVIMENTACION DE LA CALLE BONIFACIO COLLAZO TRAMO: JULIAN CARRILLO - CRISTINA ORTEGA COL. CASA BLANC,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 04/06/2015 ALMA,CONTRATADO,0
78,2015,92,PAVIMENTACION DE LA CALLE CERRO DEL HORMIGERO TRAMO: DE RIO MAYO A MADRE MAURA COL. MARIA DE LA LUZ,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 08/06/2015 ALMA,CONTRATADO,0
79,2015,95,"PROYECTO EJECUTIVO  DE CINETECA PLAZA CATEDRAL, UBICADO ALVARO OBREGON ZONA CENTRO",Unitario,1,1,0,NULL,Obra,1,CAPTURADO 08/06/2015 ALMA,CONTRATADO,0
80,2015,83,"CONSTRUCCIÓN DE 210 GAVETAS DE ADULTO EN EL PANTEON SAN NICOLAS, BLVD. MARIANO ESCOBEDO ESQ. HERNAND",Unitario,1,1,0,NULL,Obra,1,CAPTURADO 08/06/2015 ALMA,CONTRATADO,0
81,2015,87,PAVIMENTACION DE LA CALLE MADRE CARMEN TRAMO: MADRE TIERRA - TOPAR CON MERCADO COL. DIEZ DE MAYO,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 08/06/2015 ALMA,CONTRATADO,0
82,2015,91,PAVIMENTACION DE LA CALLE PRIVADA BARCELONA TRAMO: MURCIA A BARCELONA COL. SAN JUAN BOSCO,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 08/06/2015 ALMA,CONTRATADO,0
83,2015,94,"PROYECTO EJECUTIVO DE RESTAURACIÓN DE LA CASA DE LA CULTURA ""DIEGO RIVERA"" UBICADA EN PORTALES DELIC",Unitario,1,1,0,NULL,Obra,1,CAPTURADO 09/06/2015 ALMA,CONTRATADO,0
84,2015,84,PROYECTO DE LA PAVIMENTACION DE LAS CALLES: 1. HADES TRAMO: EROS - SALAMINA COL. LA HERMITA; 2. IRLA,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 10/06/2015 ALMA,CONTRATADO,0
85,2015,93,PRIMERA ETAPA DE LA RESTAURACIÓN DEL ARCO DE LA CALZADA,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 10/06/2015 ALMA,CONTRATADO,0
86,2015,62,AMPLIACION DE LAS OFICINAS PARA EL INSTITUTO MUNICIPAL DE PLANEACION UBICADO EN BLVD. TORRES LANDA #,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 10/06/2015 ALMA,CONTRATADO,0
87,2015,80,AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. CORREDOR TROMN,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 10/06/2014 ALMA,CONTRATADO,0
88,2015,85,AMPLIACION DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. CORREDOR TRONC,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 11/6/2015 ALMA,CONTRATADO,0
89,2015,86,AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. CORREDOR TRON,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 11/06/2015 ALMA,CONTRATADO,0
90,2015,90,AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. CORREDOR TRONC,Unitario,1,1,0,NULL,Obra,1,CQAPTURADO 11/06/2015 ALMA,CONTRATADO,0
91,2015,64,AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. CORREDOR TRONC,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 11/06/2015 ALMA,CONTRATADO,0
92,2015,77,AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. CORREDOR TRONC,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 11/06/2015 ALMA,CONTRATADO,0
93,2015,78,AMPLIACIÓN DEL SISTEMA INTEGRADO DE TRANSPORTE DE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. CORREDOR TRONC,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 11/06/2015 ALMA,CONTRATADO,0
94,2015,79,AMPLIACION DEL SISTEMA INTEGRADO DE TRANSPORTE LEÓN (SIT OPTIBÚS) 3A. Y 4A. ETAPA. CORREDOR ECHEVEST,Unitario,1,1,0,NULL,Obra,1,"CAPTURADO 11/06/2015 ALMA ENTREGA DEL ÁREA DE CONVENIOS EL 27/JUN/2017 CONTRATO DE BANOBRAS, SE TRAMITA EL COPIAS Y ORIGINALES EL ANTICIPO PERO SE TRAMITA EN EL ÁREA DE CONVENIOS; SE CAPTURA EL CONTRATO DE REDUCCIÓN DE METAS DE ÉSTE CONTRATO Y SE AMPLÍAN AL CONTRATO DE ALTA ARQ. 0064/2015 ($5,849,355.77) 29/JUN/2017 XOCH SE CANCELA CONT AMPL MONTO $1,166,772.66 Y DEL CONTRATO INICIAL $4,682583.11 QUEDANDO DE MONTO INCIAL $16,912508.05",CONTRATADO,0
95,2015,97,PAVIMENTACION DE LA CALLE MADRE ELVIRA TRAMO: BLVD. ATOTONILCO A MADRE SIERRA COL. DIEZ DE MAYO,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 16/06/2015 ALMA,CONTRATADO,0
96,2015,98,ELABORACIÓN DE PRESUPUESTOS BASE PARA LICITACIONES,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 16/06/2015 ALMA,CONTRATADO,0
97,2015,99,TRABAJOS COMPLEMENTARIOS AL PROYECTO EJECUTIVO PARQUE LINEAL SARDANETA TRAMO: DE IBARRILLA A PRESA D,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 16/06/2015 ALMA,CONTRATADO,0
98,2015,101,PAVIMENTACION DE LA CALLE ZORRA TRAMO: BLVD. PASEO DE JEREZ A LAS LIEBRES COL. GRANJAS CERES,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 16/06/2015 ALMA,CONTRATADO,0
99,2015,107,HABILITACIÓN Y EQUIPAMIENTO DE ESPACIOS PARA SALAS DE EXPOSICIONES EN CASA DE CULTURA,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 02/07/2015 ALMA,CONTRATADO,0
100,2015,102,BARDA PERIMETRAL DEL PARQUE ZOOLÓGICO DE LEON AREA NORTE,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 06/07/2015 ALMA,CONTRATADO,0
101,2015,108,REHABILITACION DEL PARQUE JUAREZ (COMPLEMENTOS DE ZONA NORTE) TRAMO: BLVD. TIMOTEO LOZANO A HONDA DE,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 07/07/2015 ALMA,CONTRATADO,0
102,2015,113,TOPOGRAFIA (PLANIMETRIA Y ALTIMETRIA) EN BLVD. HERMANOS ALDAMA AMBOS CUERPOS TRAMO: AV. POMPA A CENT,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 07/07/2015 ALMA,CONTRATADO,0
103,2015,110,PAVIMENTACIÓN DE LA CALLE JOSÉ MA. ALCOCER TRAMO: BLVD. TELLEZ CRUCES - ANTONIO HERNÁNDEZ M. COL. LE,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 09/07/2015 ALMA,CONTRATADO,0
104,2015,111,PAVIMENTACION DE LA CALLE BERNARDO DE MENESES TRAMO: PRIMER CABILDO - JUAN NUÑEZ DE SEDEÑA COL. AMPL,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 09/07/2015 ALMA,CONTRATADO,0
105,2015,104,"MOVIMIENTO, MANEJO Y MANTENIMIENTO DE FLORA PARA EL SISTEMA INTEGRADO DE TRANSPORTE 3RA. Y 4TA. ETAP",Unitario,1,1,0,NULL,Obra,1,CAPTURADO 09/07/2015 ALMA,CONTRATOS,0
106,2015,109,PAVIMENTACION DE LA CALLE LABORES TRAMO: ESTAMBUL - HUASTECA COL. UYEPAC,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 09/07/2015 ALMA,CONTRATADO,0
107,2015,106,PROYECTO EJECUTIVO DE LA INTERSECCIÓN DEL BLVD. DELTA CON BLVD. AEROPUERTO,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 09/07/2015 ALMA,CONTRATADO,0
108,2015,100,REVESTIMIENTO DE CAMINO EN LA COMUNIDAD DE OJO DE AGUA LOS REYES,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 14/07/2015 ALMA,CONTRATADO,0
109,2015,103,PAVIMENTACIÓN DE LA CALLE SAN JOSÉ MAIPO TRAMO: SAN JOSÉ DE ITURBIDE A SAN JOSÉ DEL REFUGIO COL. REF,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 16/07/2015 ALMA,CONTRATADO,0
110,2015,117,PROYECTO EJECUTIVO DEL CORREDOR MIGUEL ALEMAN TRAMO: BLVD. ADOLFO LOPEZ MATEOS A MONUMENTO A LA MADR,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 27/07/2015 ALMA,CONTRATADO,0
111,2015,119,PAVIMENTACION DE LA CALLE CAÑADA DE LA CRUZ TRAMO: CAÑADA DE LOS REYES A CAÑADA DE ALFARO COL. CAÑAD,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 28/07/2015 ALMA,CONTRATADO,0
112,2015,120,PAVIMENTACION DE LA CALLE ANDÚJAR TRAMO: TACANA - IZTACCIHUATL COL. PILETAS III SECC.,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 31/07/2015 ALMA,CONTRATADO,0
113,2015,121,PAVIMENTACIÓN DE LA CALLE FAJARDO TRAMO: CALLE GAMBOA A CALLE COFRADIA FRACC. EL PALOTE,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 05/08/15 ALMA,CONTRATADO,0
114,2015,118,PAVIMENTACIÓN DE LA CALLE ÉTER TRAMO: EROS - ARES COL. LA ERMITA,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 07/08/2015 ALMA,CONTRATADO,0
115,2015,127,PAVIMENTACION DE LA CALLE CERRO DEL SOYATE TRAMO: BLVD. RIO MAYO A MADRE MAURA COL. POPULAR POLANCO,Unitario,1,1,0,NULL,Obra,1,CA0PTURADO 07/08/15 ALMA,CONTRATADO,0
116,2015,125,PAVIMENTACIÓN DE LA CALLE TACANA TRAMO: TOLEDO - BLVD. BILBAO COL. PILETAS III SECCIÓN,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 07/18/15 ALMA,CONTRATADO,0
117,2015,126,PAVIMENTACION DE LA CALLE IZTACCIHUATL TRAMO: OVIEDO A ASTURIAS COL. PILETAS I Y II SECCIÓN.,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 10/08/15 ALMA,CONTRATADO,0
118,2015,132,DEMOLICIÓN Y REMODELACIÓN DE LAS INSTALACIONES DE RASTRO MUNICIPAL DE AVES,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 10/08/15 ALMA,CONTRATADO,0
119,2015,122,PAVIMENTACION DE LA CALLE PERCHERON TRAMO: POTRILLO - PONY COL. TIRITAS I Y II SECCION,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 11/08/2015 ALMA,CONTRATADO,0
120,2015,105,DRENAJE PLUVIAL PROVISIONAL PARA LA SECUNDARIA ANEXA A LA NORMAL,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 11/08/2015 ALMA,CONTRATADO,0
121,2015,129,PAVIMENTACION DE LA CALLE CERRO DE LA BUFA TRAMO: CERRO DE SAN MIGUEL A CERRO DE SANGANGUEY COL. CER,Unitario,1,1,0,NULL,Obra,1,CAPTURADO 11/08/2015 ALMA,CONTRATADO,0
