Id_Estimacion,Id_Contrato,No_Estimacion,Fecha_Estimacion,Avance_Fisico,Avance_Financiero,Fecha_Inicio_Estimacion,Fecha_Termino_Estimacion,Estatus,Tipo_Estimacion,Descripcion,No_Factura,Fecha_Factura,Fecha_Recibo,Fecha_Inicio_Recalendarizacion,Fecha_Termino_Recalendarizacion,Fecha_Suspension,Fecha_Reinicio,Fecha_Ampliacion,Fecha_Prorroga,Fecha_Ultima_Inicio_Contrato,Fecha_Ultima_Termino_Contrato,Caratula_Contrato_Estimado,Caratula_Contrato_IVA,Caratula_Contrato_Total,Caratula_Contrato_Amortizacion,Caratula_Contrato_Suma,Caratula_Contrato_Descuentos,Caratula_Contrato_Deducciones,Caratula_Contrato_Neto,Caratula_Ampliacion_Estimado,Caratula_Ampliacion_IVA,Caratula_Ampliacion_Total,Caratula_Ampliacion_Amortizacion,Caratula_Ampliacion_Suma,Caratula_Ampliacion_Descuentos,Caratula_Ampliacion_Deducciones,Caratula_Ampliacion_Neto,Caratula_Totales_Estimado,Caratula_Totales_IVA,Caratula_Totales_Total,Caratula_Totales_Amortizacion,Caratula_Totales_Suma,Caratula_Totales_Descuentos,Caratula_Totales_Deducciones,Caratula_Totales_Neto,Resumen_Contrato_Importe,Resumen_Contrato_Actual,Resumen_Contrato_Anterior,Resumen_Contrato_Acumulado,Resumen_Contrato_Por_Ejercer,Resumen_Ampliacion_Importe,Resumen_Ampliacion_Actual,Resumen_Ampliacion_Anterior,Resumen_Ampliacion_Acumulado,Resumen_Ampliacion_Por_Ejercer,Resumen_Total_Importe,Resumen_Total_Actual,Resumen_Total_Anterior,Resumen_Total_Acumulado,Resumen_Total_Por_Ejercer,Amortizacion_Contrato_Porcentaje,Amortizacion_Contrato_Importe,Amortizacion_Contrato_Actual,Amortizacion_Contrato_Anterior,Amortizacion_Contrato_Acumulado,Amortizacion_Contrato_Por_Ejercer,Amortizacion_Ampliacion_Porcentaje,Amortizacion_Ampliacion_Importe,Amortizacion_Ampliacion_Actual,Amortizacion_Ampliacion_Anterior,Amortizacion_Ampliacion_Acumulado,Amortizacion_Ampliacion_Por_Ejercer,Importe_Sancion,No_Control,Id_Fuente_Inversion,Numero_Oficio_Excedentes,Fecha_Oficio_Excedentes,Fecha_Registro,Fecha_Pago,Observaciones_Caratula,Observaciones_Generales,Imprime_Observaciones_Generales,Pagada,Fecha_Nuevo_Termino_Por_Reinicio
11,7,2,06/03/2015 00:00,59.15,40.56,01/03/2015 00:00,06/03/2015 00:00,AUTORIZADA,NORMAL,EST. 2,,06/03/2015 00:00,06/03/2015 00:00,,,,,16/04/2015,23/05/2015,16/02/2015,23/05/2015,66948.04,10711.69,77659.73,0,77659.73,0,334.74,77324.99,0,0,0,0,0,0,0,0,66948.04,10711.69,77659.73,0,77659.73,0,334.74,77324.99,218161.72,77659.73,51373.43,129033.16,89128.56,37950.48,0,0,0,37950.48,256112.2,77659.73,51373.43,129033.16,127079.04,0,0,0,0,0,0,0,0,0,0,0,0,334.74,1,,0006/2015,06/03/2015 00:00,10/03/2015 00:00,31/12/2015 00:00,,,0,0,
12,4,2,28/02/2015 00:00,23.12,23.12,01/02/2015 00:00,28/02/2015 00:00,AUTORIZADA,NORMAL,EST. 2,,28/02/2015 00:00,28/02/2015 00:00,,,,,25/05/2015,,26/01/2015,25/05/2015,107420.42,17187.27,124607.69,37382.31,87225.38,1289.04,1289.04,85936.34,0,0,0,0,0,0,0,0,107420.42,17187.27,124607.69,37382.31,87225.38,1289.04,1289.04,85936.34,815994.41,124607.69,64090.75,188698.44,627295.97,96321.22,0,0,0,96321.22,912315.63,124607.69,64090.75,188698.44,723617.19,30,244798.32,37382.31,19227.23,56609.54,188188.78,0,0,0,0,0,0,0,1,,0004/2015,28/02/2015 00:00,12/03/2015 00:00,31/12/2015 00:00,,,0,0,
13,2,2,28/02/2015 00:00,53.87,53.87,28/02/2015 00:00,28/02/2015 00:00,AUTORIZADA,NORMAL,EST. 2,,28/02/2015 00:00,28/02/2015 00:00,,,,,,,16/02/2015,11/04/2015,26386.8,4221.89,30608.69,0,30608.69,0,131.93,30476.76,0,0,0,0,0,0,0,0,26386.8,4221.89,30608.69,0,30608.69,0,131.93,30476.76,173688.5,30608.69,62952.1,93560.79,80127.71,0,0,0,0,0,173688.5,30608.69,62952.1,93560.79,80127.71,0,0,0,0,0,0,0,0,0,0,0,0,131.93,1,,,28/02/2015 00:00,21/03/2015 00:00,31/12/2015 00:00,,,0,0,
14,10,1,28/02/2015 00:00,7.9,7.9,16/02/2015 00:00,28/02/2015 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2015 00:00,28/02/2015 00:00,,,,,,,16/02/2015,11/04/2015,19162.83,3066.05,22228.88,6668.66,15560.22,0,95.81,15464.41,0,0,0,0,0,0,0,0,19162.83,3066.05,22228.88,6668.66,15560.22,0,95.81,15464.41,281552.89,22228.88,0,22228.88,259324.01,0,0,0,0,0,281552.89,22228.88,0,22228.88,259324.01,30,84465.87,6668.66,0,6668.66,77797.21,0,0,0,0,0,0,95.81,1,,,28/02/2015 00:00,25/03/2015 00:00,31/12/2015 00:00,,,0,0,
15,1,3,25/03/2015 00:00,89.98,89.98,01/03/2015 00:00,25/03/2015 00:00,AUTORIZADA,NORMAL,EST. 3,,25/03/2015 00:00,25/03/2015 00:00,,,,,,,26/01/2015,25/04/2015,262474.05,41995.85,304469.9,91340.97,213128.93,3149.69,3149.69,209979.24,0,0,0,0,0,0,0,0,262474.05,41995.85,304469.9,91340.97,213128.93,3149.69,3149.69,209979.24,551348.15,304469.9,191609.73,496079.63,55268.52,0,0,0,0,0,551348.15,304469.9,191609.73,496079.63,55268.52,30,165404.45,91340.97,57482.92,148823.89,16580.56,0,0,0,0,0,0,0,1,,0007/2015,25/03/2015 00:00,30/03/2015 00:00,31/12/2015 00:00,,,0,0,
16,15,1,28/02/2015 00:00,8.91,8.82,23/02/2015 00:00,28/02/2015 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2015 00:00,28/02/2015 00:00,,,,,23/04/2015,23/05/2015,23/02/2015,23/05/2015,4179374.66,668699.95,4848074.61,1454422.38,3393652.23,50152.5,50152.5,3343499.73,0,0,0,0,0,0,0,0,4179374.66,668699.95,4848074.61,1454422.38,3393652.23,50152.5,50152.5,3343499.73,54979996.75,4848074.61,0,4848074.61,50131922.14,5020003.25,0,0,0,5020003.25,60000000,4848074.61,0,4848074.61,55151925.39,30,16493999.03,1454422.38,0,1454422.38,15039576.65,0,0,0,0,0,0,0,1,,,28/02/2015 00:00,31/03/2015 00:00,31/12/2015 00:00,,,0,0,
17,5,1,28/02/2015 00:00,14.98,14.98,16/02/2015 00:00,28/02/2015 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2015 00:00,28/02/2015 00:00,,,,,,,16/02/2015,11/04/2015,36551.19,5848.19,42399.38,12719.81,29679.57,0,182.76,29496.81,0,0,0,0,0,0,0,0,36551.19,5848.19,42399.38,12719.81,29679.57,0,182.76,29496.81,283003.31,42399.38,0,42399.38,240603.93,0,0,0,0,0,283003.31,42399.38,0,42399.38,240603.93,30,84901,12719.81,0,12719.81,72181.19,0,0,0,0,0,0,182.76,1,,,28/02/2015 00:00,07/04/2015 00:00,31/12/2015 00:00,,,0,0,
18,5,2,15/03/2015 00:00,27.37,27.37,01/03/2015 00:00,15/03/2015 00:00,AUTORIZADA,NORMAL,EST. 2,,15/03/2015 00:00,15/03/2015 00:00,,,,,,,16/02/2015,11/04/2015,30224.43,4835.91,35060.34,10518.1,24542.24,0,151.12,24391.12,0,0,0,0,0,0,0,0,30224.43,4835.91,35060.34,10518.1,24542.24,0,151.12,24391.12,283003.31,35060.34,42399.38,77459.72,205543.59,0,0,0,0,0,283003.31,35060.34,42399.38,77459.72,205543.59,30,84901,10518.1,12719.81,23237.91,61663.09,0,0,0,0,0,0,151.12,1,,,15/03/2015 00:00,07/04/2015 00:00,31/12/2015 00:00,,,0,0,
19,9,1,27/02/2015 00:00,51.26,48.58,16/02/2015 00:00,27/02/2015 00:00,AUTORIZADA,NORMAL,EST. 1,,27/02/2015 00:00,27/02/2015 00:00,,,,,,,16/02/2015,11/04/2015,101198.5,16191.76,117390.26,0,117390.26,0,505.99,116884.27,0,0,0,0,0,0,0,0,101198.5,16191.76,117390.26,0,117390.26,0,505.99,116884.27,241629.43,117390.26,0,117390.26,124239.17,0,0,0,0,0,241629.43,117390.26,0,117390.26,124239.17,0,0,0,0,0,0,0,0,0,0,0,0,505.99,1,,,27/02/2015 00:00,10/04/2015 00:00,31/12/2015 00:00,,,0,0,
20,7,3,31/03/2015 00:00,85.37,85.37,07/03/2015 00:00,31/03/2015 00:00,AUTORIZADA,NORMAL,EST. 3,,31/03/2015 00:00,31/03/2015 00:00,,,,,16/04/2015,23/05/2015,16/02/2015,23/05/2015,49311.83,7889.89,57201.72,0,57201.72,0,246.56,56955.16,0,0,0,0,0,0,0,0,49311.83,7889.89,57201.72,0,57201.72,0,246.56,56955.16,218161.72,57201.72,129033.16,186234.88,31926.84,37950.48,0,0,0,37950.48,256112.2,57201.72,129033.16,186234.88,69877.32,0,0,0,0,0,0,0,0,0,0,0,0,246.56,1,,0008/2015,31/03/2015 00:00,10/04/2015 00:00,31/12/2015 00:00,,,0,0,
21,13,1,27/02/2015 00:00,100,81.21,16/02/2015 00:00,27/02/2015 00:00,AUTORIZADA,FINIQUITO,1 FINIQUITO,,27/02/2015 00:00,27/02/2015 00:00,,,,,,,16/02/2015,14/03/2015,60796.57,9727.45,70524.02,0,70524.02,0,303.98,70220.04,0,0,0,0,0,0,0,0,60796.57,9727.45,70524.02,0,70524.02,0,303.98,70220.04,86846.06,70524.02,0,70524.02,16322.04,0,0,0,0,0,86846.06,70524.02,0,70524.02,16322.04,0,0,0,0,0,0,0,0,0,0,0,0,303.98,1,,0009/2015,27/02/2015 00:00,15/04/2015 00:00,31/12/2015 00:00,,,0,0,
22,21,1,31/03/2015 00:00,3.76,3.27,30/03/2015 00:00,31/03/2015 00:00,AUTORIZADA,NORMAL,EST. 1,,31/03/2015 00:00,31/03/2015 00:00,,,,,,11/09/2015,30/03/2015,11/09/2015,146167.79,23386.85,169554.64,50866.39,118688.25,1754.02,1754.02,116934.23,0,0,0,0,0,0,0,0,146167.79,23386.85,169554.64,50866.39,118688.25,1754.02,1754.02,116934.23,5189713.28,169554.64,0,169554.64,5020158.64,0,0,0,0,0,5189713.28,169554.64,0,169554.64,5020158.64,30,1556913.99,50866.39,0,50866.39,1506047.6,0,0,0,0,0,0,0,1,,,31/03/2015 00:00,20/04/2015 00:00,31/12/2015 00:00,,,0,0,
23,12,3,06/03/2015 00:00,100,99.14,01/03/2015 00:00,06/03/2015 00:00,AUTORIZADA,FINIQUITO,3 FINIQUITO,,06/03/2015 00:00,06/03/2015 00:00,,,,,04/04/2015,,09/02/2015,04/04/2015,11902.46,1904.39,13806.85,0,13806.85,0,59.5087,13747.3413,2972.44,475.59,3448.03,0,3448.03,0,14.8613,3433.1687,14874.9,2379.98,17254.88,0,17254.88,0,74.37,17180.51,102003.29,13806.85,88196.44,102003.29,0,4367.79,3448.03,0,3448.03,919.76,106371.08,17254.88,88196.44,105451.32,919.76,0,0,0,0,0,0,0,0,0,0,0,0,74.37,1,,,06/03/2015 00:00,21/04/2015 00:00,31/12/2015 00:00,,,0,0,
24,15,2,31/03/2015 00:00,32.93,32.83,01/03/2015 00:00,31/03/2015 00:00,AUTORIZADA,NORMAL,EST. 2,,31/03/2015 00:00,31/03/2015 00:00,,,,,23/04/2015,23/05/2015,23/02/2015,23/05/2015,11378961.06,1820633.77,13199594.83,3959878.45,9239716.38,136547.53,136547.53,9103168.85,0,0,0,0,0,0,0,0,11378961.06,1820633.77,13199594.83,3959878.45,9239716.38,136547.53,136547.53,9103168.85,54979996.75,13199594.83,4848074.61,18047669.44,36932327.31,5020003.25,0,0,0,5020003.25,60000000,13199594.83,4848074.61,18047669.44,41952330.56,30,16493999.03,3959878.45,1454422.38,5414300.83,11079698.2,0,0,0,0,0,0,0,1,,,31/03/2015 00:00,27/04/2015 00:00,31/12/2015 00:00,,,0,0,
25,8,2,31/03/2015 00:00,57.42,57.42,01/03/2015 00:00,31/03/2015 00:00,AUTORIZADA,NORMAL,EST. 2,,31/03/2015 00:00,31/03/2015 00:00,,,,,,15/05/2015,16/02/2015,15/05/2015,48778.14,7804.5,56582.64,16974.79,39607.85,0,243.89,39363.96,0,0,0,0,0,0,0,0,48778.14,7804.5,56582.64,16974.79,39607.85,0,243.89,39363.96,284571.4,56582.64,106821.36,163404,121167.4,0,0,0,0,0,284571.4,56582.64,106821.36,163404,121167.4,30,85371.42,16974.79,32046.41,49021.2,36350.22,0,0,0,0,0,0,243.89,1,,,31/03/2015 00:00,28/04/2015 00:00,31/12/2015 00:00,,,0,0,
26,2,3,31/03/2015 00:00,70.2,70.2,01/03/2015 00:00,31/03/2015 00:00,AUTORIZADA,NORMAL,EST. 3,,31/03/2015 00:00,31/03/2015 00:00,,,,,,,16/02/2015,11/04/2015,24461.67,3913.87,28375.54,0,28375.54,0,122.31,28253.23,0,0,0,0,0,0,0,0,24461.67,3913.87,28375.54,0,28375.54,0,122.31,28253.23,173688.5,28375.54,93560.79,121936.33,51752.17,0,0,0,0,0,173688.5,28375.54,93560.79,121936.33,51752.17,0,0,0,0,0,0,0,0,0,0,0,0,122.31,1,,,31/03/2015 00:00,28/04/2015 00:00,31/12/2015 00:00,,,0,0,
27,4,3,31/03/2015 00:00,39.69,39.69,01/03/2015 00:00,31/03/2015 00:00,AUTORIZADA,NORMAL,EST. 3,,31/03/2015 00:00,31/03/2015 00:00,,,,,25/05/2015,,26/01/2015,25/05/2015,116542.2,18646.75,135188.95,40556.69,94632.26,1398.5,1398.5,93233.76,0,0,0,0,0,0,0,0,116542.2,18646.75,135188.95,40556.69,94632.26,1398.5,1398.5,93233.76,815994.41,135188.95,188698.44,323887.39,492107.02,96321.22,0,0,0,96321.22,912315.63,135188.95,188698.44,323887.39,588428.24,30,244798.32,40556.69,56609.54,97166.23,147632.09,0,0,0,0,0,0,0,1,,0010/2015,31/03/2015 00:00,05/05/2015 00:00,31/12/2015 00:00,,,0,0,
28,2,4,10/04/2015 00:00,100,85.7,01/04/2015 00:00,10/04/2015 00:00,AUTORIZADA,FINIQUITO,4 FINIQUITO,,10/04/2015 00:00,10/04/2015 00:00,,,,,,,16/02/2015,11/04/2015,23195.88,3711.34,26907.22,0,26907.22,0,115.98,26791.24,0,0,0,0,0,0,0,0,23195.88,3711.34,26907.22,0,26907.22,0,115.98,26791.24,173688.5,26907.22,121936.33,148843.55,24844.95,0,0,0,0,0,173688.5,26907.22,121936.33,148843.55,24844.95,0,0,0,0,0,0,0,0,0,0,0,0,115.98,1,,0011/2015,10/04/2015 00:00,05/05/2015 00:00,31/12/2015 00:00,,,0,0,
29,31,1,30/04/2015 00:00,18.75,18.75,27/04/2015 00:00,30/04/2015 00:00,AUTORIZADA,NORMAL,EST. 1,,30/04/2015 00:00,30/04/2015 00:00,,,,,20/07/2015,20/07/2041,27/04/2015,20/07/2041,51125.48,8180.08,59305.56,17791.67,41513.89,0,255.63,41258.26,0,0,0,0,0,0,0,0,51125.48,8180.08,59305.56,17791.67,41513.89,0,255.63,41258.26,316265.61,59305.56,0,59305.56,256960.05,51259.11,0,0,0,51259.11,367524.72,59305.56,0,59305.56,308219.16,30,94879.69,17791.67,0,17791.67,77088.02,0,0,0,0,0,0,255.63,1,,,30/04/2015 00:00,05/05/2015 00:00,31/12/2015 00:00,,,0,0,
30,23,1,31/03/2015 00:00,33.52,33.52,17/03/2015 00:00,31/03/2015 00:00,AUTORIZADA,NORMAL,EST. 1,,31/03/2015 00:00,31/03/2015 00:00,,,,,,,17/03/2015,09/05/2015,21152.63,3384.42,24537.05,0,24537.05,0,105.76,24431.29,0,0,0,0,0,0,0,0,21152.63,3384.42,24537.05,0,24537.05,0,105.76,24431.29,73203.95,24537.05,0,24537.05,48666.9,0,0,0,0,0,73203.95,24537.05,0,24537.05,48666.9,0,0,0,0,0,0,0,0,0,0,0,0,105.76,1,,0013/2015,31/03/2015 00:00,06/05/2015 00:00,31/12/2015 00:00,,,0,0,
31,22,1,31/03/2015 00:00,86.99,86.99,23/03/2015 00:00,31/03/2015 00:00,AUTORIZADA,NORMAL,EST. 1,,31/03/2015 00:00,31/03/2015 00:00,,,,,06/06/2015,,23/03/2015,06/06/2015,226006.52,36161.04,262167.56,78650.27,183517.29,2712.08,2712.08,180805.21,0,0,0,0,0,0,0,0,226006.52,36161.04,262167.56,78650.27,183517.29,2712.08,2712.08,180805.21,301378.53,262167.56,0,262167.56,39210.97,146014.05,0,0,0,146014.05,447392.58,262167.56,0,262167.56,185225.02,30,90413.56,78650.27,0,78650.27,11763.29,0,0,0,0,0,0,0,1,,0012/2015,31/03/2015 00:00,06/05/2015 00:00,31/12/2015 00:00,,,0,0,
32,3,1,28/02/2015 00:00,26.92,26.92,05/02/2015 00:00,28/02/2015 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2015 00:00,28/02/2015 00:00,05/02/2015,27/04/2015,,,,18/05/2015,05/02/2015,18/05/2015,134326.91,21492.31,155819.22,46745.77,109073.45,1611.92,1611.92,107461.53,0,0,0,0,0,0,0,0,134326.91,21492.31,155819.22,46745.77,109073.45,1611.92,1611.92,107461.53,578838.23,155819.22,0,155819.22,423019.01,0,0,0,0,0,578838.23,155819.22,0,155819.22,423019.01,30,173651.47,46745.77,0,46745.77,126905.7,0,0,0,0,0,0,0,1,,0014/2015,28/02/2015 00:00,07/05/2015 00:00,31/12/2015 00:00,,,0,0,
33,14,1,28/02/2015 00:00,22.28,22.28,23/02/2015 00:00,28/02/2015 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2015 00:00,28/02/2015 00:00,,,,,,,23/02/2015,18/04/2015,51116.47,8178.64,59295.11,17788.53,41506.58,0,255.58,41251,0,0,0,0,0,0,0,0,51116.47,8178.64,59295.11,17788.53,41506.58,0,255.58,41251,266088.32,59295.11,0,59295.11,206793.21,0,0,0,0,0,266088.32,59295.11,0,59295.11,206793.21,30,79826.5,17788.53,0,17788.53,62037.97,0,0,0,0,0,0,255.58,1,,0015/2015,28/02/2015 00:00,08/05/2015 00:00,31/12/2015 00:00,,,0,0,
