Id_Contrato_Descuento,Id_Contrato,Id_Descuento,Importe
358,203,3,0.01
104,95,2,0.005
289,177,3,0.01
224,147,2,0.005
270,179,1,0.002
398,263,3,0.01
475,331,2,0.005
447,285,4,0.005
378,238,3,0.01
302,215,4,0.005
68,34,3,0.01
530,358,3,0.01
339,225,3,0.01
452,292,4,0.005
305,231,4,0.005
453,280,2,0.005
40566,372,2,0.005
11,16,1,0.002
350,197,3,0.01
6,1,3,0.01
474,312,3,0.01
535,361,1,0.002
202,120,1,0.002
208,133,1,0.002
100579,231,7,0.01
565,322,3,0.01
22,17,4,0.005
109,78,3,0.01
127,97,2,0.005
468,301,2,0.005
27,23,4,0.005
50566,324,7,0.01
290,229,1,0.002
113,55,3,0.01
209,133,3,0.01
463,289,3,0.01
116,76,1,0.002
255,163,3,0.01
277,168,3,0.01
334,202,1,0.002
252,161,3,0.01
542,335,2,0.005
214,122,3,0.01
492,321,1,0.002
275,169,3,0.01
371,235,1,0.002
100587,390,2,0.005
177,107,3,0.01
204,121,1,0.002
377,238,1,0.002
506,325,1,0.002
24,19,3,0.01
521,295,1,0.002
558,339,2,0.005
340,226,1,0.002
464,300,2,0.005
381,240,1,0.002
185,129,3,0.01
301,222,2,0.005
303,195,1,0.002
363,256,1,0.002
316,216,4,0.005
329,217,3,0.01
429,267,3,0.01
435,268,3,0.01
484,320,1,0.002
28,22,1,0.002
261,164,3,0.01
404,246,3,0.01
405,247,1,0.002
504,316,1,0.002
250,160,2,0.005
279,185,3,0.01
412,274,3,0.01
319,209,3,0.01
83,42,3,0.01
174,110,1,0.002
498,293,1,0.002
400,244,3,0.01
467,299,2,0.005
172,105,1,0.002
469,302,2,0.005
479,305,3,0.01
551,344,2,0.005
84,77,1,0.002
486,296,1,0.002
30566,369,2,0.005
14,9,4,0.005
148,81,3,0.01
408,254,3,0.01
58,37,1,0.002
82,42,1,0.002
502,315,1,0.002
299,175,4,0.005
222,134,2,0.005
37,26,3,0.01
320,224,1,0.002
564,322,1,0.002
273,192,3,0.01
18,13,4,0.005
527,278,1,0.002
355,199,1,0.002
242,136,1,0.002
430,266,1,0.002
70568,375,3,0.01
129,91,2,0.005
497,314,3,0.01
138,93,2,0.005
137,92,2,0.005
198,123,3,0.01
382,240,3,0.01
365,257,1,0.002
285,188,4,0.005
508,326,1,0.002
36,26,1,0.002
233,131,3,0.01
462,289,1,0.002
258,167,1,0.002
566,365,2,0.005
244,150,1,0.002
166,109,1,0.002
507,325,3,0.01
327,211,4,0.005
23,19,1,0.002
47,30,1,0.002
157,101,4,0.005
471,303,2,0.005
9,7,4,0.005
260,164,1,0.002
436,282,1,0.002
485,320,3,0.01
308,223,1,0.002
96,44,1,0.002
158,111,1,0.002
207,119,3,0.01
100580,231,6,0.1
120,71,2,0.005
164,112,1,0.002
332,214,1,0.002
161,102,3,0.01
455,298,2,0.005
54,61,2,0.005
26,20,4,0.005
344,228,1,0.002
411,274,1,0.002
427,252,3,0.01
199,127,4,0.005
197,123,1,0.002
228,174,1,0.002
372,235,3,0.01
379,239,1,0.002
51,36,7,0.01
10567,367,2,0.005
370,234,3,0.01
57,35,3,0.01
256,166,1,0.002
140,85,3,0.01
313,219,4,0.005
489,329,3,0.01
368,258,3,0.01
459,294,4,0.005
512,328,1,0.002
108,78,1,0.002
139,85,1,0.002
184,129,1,0.002
465,332,2,0.005
561,342,2,0.005
503,315,3,0.01
32,24,1,0.002
441,283,3,0.01
536,361,3,0.01
554,348,2,0.005
409,250,1,0.002
434,268,1,0.002
226,132,1,0.002
235,151,3,0.01
171,103,2,0.005
457,287,4,0.005
48,30,3,0.01
101,90,1,0.002
364,256,3,0.01
294,187,4,0.005
115,56,3,0.01
175,110,3,0.01
75,51,3,0.01
460,308,1,0.002
493,321,3,0.01
100577,383,2,0.005
215,159,1,0.002
306,220,1,0.002
134,84,1,0.002
335,202,3,0.01
78,59,1,0.002
114,56,1,0.002
380,239,3,0.01
262,171,2,0.005
466,333,2,0.005
72,43,3,0.01
390,259,3,0.01
70,40,3,0.01
193,115,1,0.002
356,199,3,0.01
38,27,1,0.002
499,293,3,0.01
269,183,2,0.005
1,4,1,0.002
85,77,3,0.01
304,195,3,0.01
131,80,3,0.01
314,196,1,0.002
265,178,2,0.005
461,308,3,0.01
46,28,3,0.01
240,141,1,0.002
328,217,1,0.002
170,113,4,0.005
544,336,2,0.005
55,62,2,0.005
66,53,3,0.01
90,38,1,0.002
112,55,1,0.002
517,310,1,0.002
168,124,1,0.002
338,225,1,0.002
413,265,1,0.002
159,111,3,0.01
169,124,3,0.01
220,148,2,0.005
555,349,2,0.005
478,305,1,0.002
10566,366,2,0.005
35,25,3,0.01
90569,378,3,0.01
318,209,1,0.002
425,248,3,0.01
100582,386,2,0.005
298,194,3,0.01
317,207,4,0.005
366,257,3,0.01
514,324,4,0.005
45,28,1,0.002
223,152,2,0.005
231,138,2,0.005
341,226,3,0.01
397,263,1,0.002
488,329,1,0.002
560,341,2,0.005
100588,391,2,0.005
225,146,2,0.005
288,177,1,0.002
311,210,1,0.002
65,53,1,0.002
251,161,1,0.002
336,213,1,0.002
117,76,3,0.01
239,135,3,0.01
446,284,4,0.005
483,317,3,0.01
309,223,3,0.01
345,228,3,0.01
556,350,2,0.005
90570,379,1,0.002
324,208,1,0.002
491,297,3,0.01
17,12,4,0.005
89,54,3,0.01
156,100,4,0.005
444,272,1,0.002
445,272,3,0.01
100578,384,2,0.005
396,262,3,0.01
91,38,3,0.01
391,260,1,0.002
180,128,1,0.002
191,116,1,0.002
354,200,4,0.005
395,262,1,0.002
458,334,4,0.005
295,186,4,0.005
374,236,3,0.01
196,117,3,0.01
21,15,3,0.01
95,52,3,0.01
563,323,4,0.005
227,132,3,0.01
315,196,3,0.01
421,275,3,0.01
100583,387,2,0.005
130,80,1,0.002
385,242,1,0.002
230,137,4,0.005
539,364,2,0.005
29,22,3,0.01
145,86,1,0.002
532,359,3,0.01
80567,376,3,0.01
526,277,3,0.01
529,358,1,0.002
312,210,3,0.01
546,352,2,0.005
144,94,2,0.005
160,102,1,0.002
111,48,3,0.01
249,157,2,0.005
393,261,1,0.002
