Id_Estimacion_Deduccion,Id_Estimacion,Id_Descuento,Monto_Deduccion
3155,2042,2,2424.3
3159,2044,2,999.65
3162,2046,2,2887.03
3165,4,1,77.02
3166,4,3,385.08
3167,9,1,110.5
3168,9,3,552.51
3169,10,1,253.35
3170,10,3,1266.73
3171,12,1,214.84
3172,12,3,1074.2
3173,15,1,524.95
3174,15,3,2624.74
3175,16,1,8358.75
3176,16,3,41793.75
3177,22,1,292.34
3178,22,3,1461.68
3179,24,1,22757.92
3180,24,3,113789.61
3181,27,1,233.08
3182,27,3,1165.42
3183,31,1,452.01
3184,31,3,2260.07
3185,32,1,268.65
3186,32,3,1343.27
3187,37,1,364.64
3188,37,3,1823.19
3189,40,2,859.73
3190,41,1,87.62
3191,41,3,438.09
3192,42,1,1233.65
3193,42,3,6168.26
3194,43,1,26961.08
3195,43,3,134805.38
3196,45,1,219.85
3197,45,3,1099.25
3198,46,1,140.31
3199,46,3,701.53
3200,47,1,474.9
3201,47,3,2374.52
3202,48,1,39.46
3203,48,3,197.29
3204,49,1,497.92
3205,49,3,2489.61
3206,52,1,141.84
3207,52,3,709.18
3208,54,1,174.6
3209,54,3,872.98
3210,56,1,158.23
3211,56,3,791.16
3212,57,1,295.49
3213,57,3,1477.44
3214,58,1,489.31
3215,58,3,2446.53
3216,59,1,11.97
3217,59,3,59.87
3218,60,1,208.75
3219,60,3,1043.73
3220,61,1,53.35
3221,61,3,266.76
3222,62,1,910.86
3223,62,3,4554.29
3224,63,1,169.52
3225,63,3,847.6
3226,64,1,803.55
3227,64,3,4017.77
3228,65,1,157.19
3229,65,3,785.97
3230,66,1,158.26
3231,66,3,791.28
3232,69,1,754.85
3233,69,3,3774.23
3234,71,1,193.26
3235,71,3,966.28
3236,72,1,166.6
3237,72,3,833
3238,73,1,195.39
3239,73,3,976.95
3240,74,1,54.08
3241,74,3,270.42
3242,75,1,84.39
3243,75,3,421.97
3244,76,1,103.74
3245,76,3,518.7
3246,78,1,1362.03
3247,78,3,6810.13
3248,79,1,327.51
3249,79,3,1637.55
3250,80,1,177.37
3251,80,3,886.85
3252,83,1,45.52
3253,83,3,227.62
3254,84,1,12824.67
3255,84,3,64123.37
3256,85,1,820.45
3257,85,3,4102.23
3258,86,1,938.46
3259,86,3,4692.32
3260,88,1,58.28
3261,88,3,291.39
3262,89,1,189.41
3263,89,3,947.06
3264,91,1,35.61
3265,91,3,178.05
3266,92,1,38.82
3267,92,3,194.11
3268,93,2,230.73
3269,94,1,4499.43
3270,94,3,22497.15
3271,95,1,842.25
3272,95,3,4211.23
3273,97,1,276.6
3274,97,3,1383.01
3275,100,1,231.13
3276,100,3,1155.64
3277,103,1,345.87
3278,103,3,1729.35
3279,104,1,123.93
3280,104,3,619.65
3281,105,1,764.84
3282,105,3,3824.19
3283,106,1,309.89
3284,106,3,1549.47
3285,107,1,192.8
3286,107,3,963.98
3287,108,1,3.69
3288,108,3,18.46
3289,109,1,206.21
3290,109,3,1031.03
3291,110,1,146.85
3292,110,3,734.24
3293,111,1,104.12
3294,111,3,520.62
3295,112,1,450.29
3296,112,3,2251.47
3297,113,1,167.79
3298,113,3,838.95
3299,114,1,124
3300,114,3,619.99
3301,115,1,303.23
3302,115,3,1516.17
3303,116,1,605.23
3304,116,3,3026.14
3305,117,1,536.35
3306,117,3,2681.77
3307,118,1,462.44
3308,118,3,2312.19
3309,119,1,177.07
3310,119,3,885.37
3311,120,1,114.66
3312,120,3,573.3
3313,125,1,21.98
3314,125,3,109.9
3315,127,1,273.31
3316,127,3,1366.55
3317,128,1,343.18
3318,128,3,1715.89
3319,129,1,232.59
3320,129,3,1162.93
3321,130,1,93.07
3322,130,3,465.33
3323,131,1,116.06
3324,131,3,580.31
3325,134,2,315.85
3326,135,1,13.27
3327,135,3,66.34
3328,137,1,1035.29
3329,137,3,5176.47
3330,141,1,377.39
3331,141,3,1886.94
3332,142,1,890.9
3333,142,3,4454.48
3334,144,2,10.24
3335,145,1,68.76
3336,145,3,343.78
3337,148,1,89.6
3338,148,3,448.01
3339,149,1,64.04
3340,149,3,320.18
3341,150,1,141.72
3342,150,3,708.6
3343,151,2,300.52
3344,152,1,60.45
3345,152,3,302.23
3346,153,1,37.96
3347,153,3,189.79
3348,154,1,296.78
3349,154,3,1483.88
3350,155,1,595.61
3351,155,3,2978.04
3352,156,1,204.32
3353,156,3,1021.62
3354,157,1,126.47
3355,157,3,632.35
3356,158,1,390.17
3357,158,3,1950.86
3358,159,1,420.19
3359,159,3,2100.94
