Id_Obra_Recurso,Id_Obra,Id_Recurso_Partida,Porcentaje_Aportacion,Importe_Autorizado,Observaciones,Movimiento,No_Registro_Obrasi,Numero_Oficio,Fecha_Oficio
63,38,1,100,297315.34,,INICIAL,40,S/N,02/01/2015 00:00
64,48,1,100,2319670.8,,INICIAL,50,S/N,02/01/2015 00:00
65,53,8,100,101265.24,,INICIAL,55,S/N,02/01/2015 00:00
66,55,12,100,251895.53,,INICIAL,57,S/N,02/01/2015 00:00
67,71,8,100,714028.53,,INICIAL,72,S/N,02/01/2015 00:00
68,39,10,100,1168373.91,,INICIAL,41,S/N,02/01/2015 00:00
69,39,10,100,46583.71,,AMPLIACION,170,S/N AMPLIACION,02/01/2015 00:00
70,73,8,100,1121941.21,,INICIAL,75,S/N,02/01/2015 00:00
71,70,12,100,758593.83,,INICIAL,71,S/N,02/01/2015 00:00
72,51,8,100,600190.6,,INICIAL,53,S/N,02/01/2015 00:00
73,35,1,100,1158649.01,,INICIAL,37,S/N,02/01/2015 00:00
74,35,1,100,41725.29,,AMPLIACION,171,S/N AMPLIACION,02/01/2015 00:00
75,36,1,100,1091550.59,,INICIAL,38,S/N,02/01/2015 00:00
76,49,10,100,692906.22,,INICIAL,51,S/N,02/01/2015 00:00
77,41,1,100,1441839.2,,INICIAL,43,S/N,02/01/2015 00:00
78,41,1,100,155051.73,,AMPLIACION,317,S/N AMPLIACION,02/01/2015 00:00
79,42,1,100,190249.46,,INICIAL,44,S/N,02/01/2015 00:00
80,43,1,100,188849.35,,INICIAL,45,S/N,02/01/2015 00:00
81,44,1,100,306945.54,,INICIAL,46,S/N,02/01/2015 00:00
82,86,19,100,1244702.83,,INICIAL,91,S/N,02/01/2015 00:00
83,65,14,100,8118339,,INICIAL,66,S/N,02/01/2015 00:00
84,91,14,100,9721235.46,,INICIAL,96,S/N,02/01/2015 00:00
85,91,14,100,738295.15,,AMPLIACION,421,S/N AMPLIACION,02/01/2016 00:00
86,46,8,100,1372523.51,,INICIAL,48,S/N,02/01/2015 00:00
87,54,2,100,704231.94,,INICIAL,56,S/N,02/01/2015 00:00
88,74,1,100,1211455.04,,INICIAL,76,S/N,02/01/2015 00:00
89,45,1,100,317645.48,,INICIAL,47,S/N,02/01/2015 00:00
90,52,8,100,208716.48,,INICIAL,54,S/N,02/01/2015 00:00
91,72,15,100,1429294.79,,INICIAL,74,S/N,02/01/2015 00:00
92,66,14,100,31099448.64,,INICIAL,67,S/N,02/01/2015 00:00
93,67,14,100,16991328.32,,INICIAL,68,S/N,02/01/2015 00:00
94,68,14,100,17583587.62,,INICIAL,69,S/N,02/01/2015 00:00
95,68,14,100,1907196.15,,AMPLIACION,419,S/N AMPLIACION,02/01/2016 00:00
96,69,14,100,32986857.48,,INICIAL,70,S/N,02/01/2015 00:00
97,56,13,100,595193.42,,INICIAL,73,S/N,02/01/2015 00:00
98,47,6,100,879174.63,,INICIAL,49,S/N,02/01/2015 00:00
99,92,14,100,7063205.05,,INICIAL,97,S/N,02/01/2015 00:00
100,93,14,100,10100140.9,,INICIAL,98,S/N,02/01/2015 00:00
101,94,14,100,21595091.16,,INICIAL,99,S/N,02/01/2015 00:00
102,94,14,100,1166772.66,,AMPLIACION,420,S/N AMPLIACION,02/01/2016 00:00
103,87,14,100,10752565.64,,INICIAL,92,S/N,02/01/2015 00:00
104,76,6,100,362579.31,,INICIAL,78,S/N,02/01/2015 00:00
105,75,10,100,522727.22,,INICIAL,77,S/N,02/01/2015 00:00
106,75,10,100,37487.32,,AMPLIACION,285,S/N AMPLIACION,02/01/2015 00:00
107,80,17,100,800517.44,,INICIAL,82,S/N,02/01/2015 00:00
108,84,1,100,314734.67,,INICIAL,89,S/N,02/01/2015 00:00
109,88,14,100,11067268.15,,INICIAL,93,S/N,02/01/2015 00:00
110,89,14,100,24016061.75,,INICIAL,94,S/N,02/01/2015 00:00
111,81,6,100,1072244.74,,INICIAL,83,S/N,02/01/2015 00:00
112,77,1,100,1289069.36,,INICIAL,79,S/N,02/01/2015 00:00
113,245,29,100,150045.8,,INICIAL,292,S/N,02/01/2015 00:00
114,90,14,100,4501859.68,,INICIAL,95,S/N,02/01/2015 00:00
115,82,6,100,2960866.15,,INICIAL,84,S/N,02/01/2015 00:00
116,78,6,100,2534597.96,,INICIAL,80,S/N,02/01/2015 00:00
117,85,18,100,399963.27,,INICIAL,90,S/N,02/01/2015 00:00
118,85,38,100,98960.7,,AMPLIACION,168,S/N AMPLIACION,02/01/2015 00:00
119,83,16,100,864691.56,,INICIAL,87,S/N,02/01/2015 00:00
120,79,16,100,409675.11,,INICIAL,81,S/N,02/01/2015 00:00
121,142,34,100,493940.25,,INICIAL,147,S/N,02/01/2015 00:00
122,95,6,100,2821246.25,,INICIAL,100,S/N,02/01/2015 00:00
123,95,6,100,619814.38,,AMPLIACION,222,S/N AMPLIACION,02/01/2015 00:00
124,96,20,100,33427.06,,INICIAL,101,S/N,02/01/2015 00:00
125,97,20,100,211041.84,,INICIAL,102,S/N,02/01/2015 00:00
126,108,26,100,235927.77,,INICIAL,113,S/N,02/01/2015 00:00
127,98,1,100,1640766.33,,INICIAL,103,S/N,02/01/2015 00:00
128,100,22,100,1802419.77,,INICIAL,106,S/N,02/01/2015 00:00
129,100,22,100,154259.34,,AMPLIACION,159,S/N AMPLIACION,02/01/2015 00:00
130,109,1,100,1020363.75,,INICIAL,114,S/N,02/01/2015 00:00
131,105,24,100,1352199.24,,INICIAL,111,S/N,02/01/2015 00:00
132,120,29,100,93678.25,,INICIAL,126,S/N,02/01/2015 00:00
133,107,25,100,1069874.36,,INICIAL,115,S/N,02/01/2015 00:00
134,107,25,100,182580.58,,AMPLIACION,276,S/N AMPLIACION,02/01/2015 00:00
135,99,21,100,92422.72,,INICIAL,105,S/N,02/01/2015 00:00
136,101,23,100,1058847.69,,INICIAL,107,S/N,02/01/2015 00:00
137,106,10,100,524906.39,,INICIAL,112,S/N,02/01/2015 00:00
138,103,10,100,592652.47,,INICIAL,109,S/N,02/01/2015 00:00
139,104,6,100,1147932.83,,INICIAL,110,S/N,02/01/2015 00:00
140,124,23,100,9842712.9,,INICIAL,130,S/N,02/01/2015 00:00
141,124,23,100,1097958.69,,AMPLIACION,295,S/N AMPLIACION,02/01/2015 00:00
142,102,20,100,198893.05,,INICIAL,108,S/N,02/01/2015 00:00
143,137,1,100,86343.87,,INICIAL,142,S/N,02/01/2015 00:00
144,137,1,100,86434.87,,AMPLIACION,227,S/N AMPLIACION,02/01/2015 00:00
145,125,1,100,2075754.72,,INICIAL,131,S/N,02/01/2015 00:00
146,152,1,100,1453138.39,,INICIAL,160,S/N,02/01/2015 00:00
147,110,27,100,3380016.86,,INICIAL,116,S/N,02/01/2015 00:00
148,114,1,100,1420995.57,,INICIAL,120,S/N,02/01/2015 00:00
149,111,6,100,1740482.26,,INICIAL,117,S/N,02/01/2015 00:00
150,112,1,100,242271.7,,INICIAL,118,S/N,02/01/2015 00:00
151,113,1,100,1214637.73,,INICIAL,119,S/N,02/01/2015 00:00
152,119,10,100,923168.17,,INICIAL,125,S/N,02/01/2015 00:00
153,123,31,100,2675992.82,,INICIAL,129,S/N,02/01/2015 00:00
154,122,6,100,921976.38,,INICIAL,128,S/N,02/01/2015 00:00
155,116,1,100,411683.57,,INICIAL,122,S/N,02/01/2015 00:00
156,116,1,100,36228.18,,AMPLIACION,240,S/N AMPLIACION,02/01/2015 00:00
157,117,61,100,794451.09,,INICIAL,325,,08/11/2016 00:00
158,117,1,100,2373888.37,,INICIAL,123,,08/11/2016 00:00
159,117,1,100,1074355.31,,AMPLIACION,324,S/N AMPLIACION,02/01/2015 00:00
160,115,1,100,2058822.29,,INICIAL,121,S/N,02/01/2015 00:00
161,130,1,100,1352431.63,,INICIAL,135,S/N,02/01/2015 00:00
162,121,30,100,739681.31,,INICIAL,127,S/N,02/01/2015 00:00
163,126,33,100,197360.02,,INICIAL,132,S/N,02/01/2015 00:00
164,146,30,100,668649.29,,INICIAL,151,S/N,02/01/2015 00:00
165,118,28,100,499998.62,,INICIAL,124,S/N,02/01/2015 00:00
166,129,1,100,965710.72,,INICIAL,165,S/N,02/01/2015 00:00
167,150,1,100,320450.7,,INICIAL,156,S/N,02/01/2015 00:00
168,140,1,100,296645.42,,INICIAL,145,S/N,02/01/2015 00:00
169,141,30,100,3302242.12,,INICIAL,146,S/N,02/01/2015 00:00
170,145,30,100,1858565.07,,INICIAL,150,S/N,02/01/2015 00:00
171,145,30,100,164975.17,,AMPLIACION,382,S/N AMPLIACION,02/01/2015 00:00
172,136,30,100,1378786.24,,INICIAL,141,S/N,02/01/2015 00:00
173,131,61,100,13216.39,,AMPLIACION,279,S/N AMPLIACION,02/01/2015 00:00
174,131,30,100,198646.54,,INICIAL,136,S/N,02/01/2015 00:00
175,149,30,100,3322513.33,,INICIAL,155,S/N,02/01/2015 00:00
176,144,30,100,3476612.61,,INICIAL,149,S/N,02/01/2015 00:00
177,143,30,100,1718510.47,,INICIAL,148,S/N,02/01/2015 00:00
178,128,1,100,1410241.3,,INICIAL,134,S/N,02/01/2015 00:00
179,170,39,100,68623.05,,INICIAL,187,S/N,02/01/2015 00:00
180,134,20,100,216755.83,,INICIAL,139,S/N,02/01/2015 00:00
181,134,20,100,156234.09,,AMPLIACION,234,S/N AMPLIACION,02/01/2015 00:00
182,135,30,100,1014941.63,,INICIAL,140,S/N,02/01/2015 00:00
183,127,6,100,928738.56,,INICIAL,133,S/N,02/01/2015 00:00
184,148,36,48,469212.13,,INICIAL,154,S/N,02/01/2015 00:00
185,148,36,48,38431.79,,INICIAL,348,,08/11/2016 00:00
186,148,35,52,508313.15,,INICIAL,153,S/N,02/01/2015 00:00
187,148,35,52,41634.45,,INICIAL,347,,08/11/2016 00:00
188,155,30,100,1011425.48,,INICIAL,164,S/N,02/01/2015 00:00
189,139,61,100,87791.27,,AMPLIACION,328,S/N AMPLIACION,02/01/2015 00:00
190,139,30,100,417289.27,,INICIAL,144,S/N,02/01/2015 00:00
191,132,6,100,788620.48,,INICIAL,137,S/N,02/01/2015 00:00
192,138,1,100,842213.55,,INICIAL,143,S/N,02/01/2015 00:00
193,133,10,100,36636.73,,INICIAL,138,S/N,02/01/2015 00:00
194,147,1,100,1035179.35,,INICIAL,152,S/N,02/01/2015 00:00
195,158,1,100,393031.39,,INICIAL,169,S/N,02/01/2015 00:00
196,151,20,100,156746.66,,INICIAL,157,S/N,02/01/2015 00:00
197,153,30,100,3513252.68,,INICIAL,162,S/N,02/01/2015 00:00
198,154,30,100,1739010.76,,INICIAL,163,S/N,02/01/2015 00:00
199,156,30,100,1850375.04,,INICIAL,166,S/N,02/01/2015 00:00
200,157,37,100,680621.98,,INICIAL,167,S/N,02/01/2015 00:00
201,161,1,100,322553.4,,INICIAL,174,S/N,02/01/2015 00:00
202,159,1,100,1656116.65,,INICIAL,172,S/N,02/01/2015 00:00
203,159,1,100,521946.33,,AMPLIACION,299,S/N AMPLIACION,02/01/2015 00:00
204,162,40,100,1108905.63,,INICIAL,175,S/N,02/01/2015 00:00
205,163,41,100,446925.36,,INICIAL,176,S/N,02/01/2015 00:00
206,160,39,100,144106.28,,INICIAL,173,S/N,02/01/2015 00:00
207,167,43,25,168798.17,,INICIAL,183,S/N,02/01/2015 00:00
208,167,42,50,337596.34,,INICIAL,182,S/N,02/01/2015 00:00
209,167,44,25,168798.16,,INICIAL,184,S/N,02/01/2015 00:00
210,176,43,25,562112.34,,INICIAL,196,S/N,02/01/2015 00:00
211,176,47,25,562112.35,,INICIAL,197,S/N,02/01/2015 00:00
212,176,42,25,562112.35,,INICIAL,195,S/N,02/01/2015 00:00
213,176,44,25,562112.34,,INICIAL,198,S/N,02/01/2015 00:00
214,177,43,37.5,790254.83,,INICIAL,200,S/N,02/01/2015 00:00
215,177,42,37.5,790254.83,,INICIAL,199,S/N,02/01/2015 00:00
216,177,44,25,526836.54,,INICIAL,201,S/N,02/01/2015 00:00
217,174,43,37.5,937345.44,,INICIAL,192,S/N,02/01/2015 00:00
218,174,42,37.5,937345.44,,INICIAL,191,S/N,02/01/2015 00:00
219,174,44,25,624896.96,,INICIAL,193,S/N,02/01/2015 00:00
220,178,43,25,345119.97,,INICIAL,204,S/N,02/01/2015 00:00
221,178,47,25,345119.98,,INICIAL,203,S/N,02/01/2015 00:00
222,178,42,25,345119.98,,INICIAL,202,S/N,02/01/2015 00:00
223,178,44,25,345119.97,,INICIAL,205,S/N,02/01/2015 00:00
224,166,43,37.5,430975.49,,INICIAL,180,S/N,02/01/2015 00:00
225,166,42,37.5,430975.5,,INICIAL,179,S/N,02/01/2015 00:00
226,166,44,25,287317,,INICIAL,181,S/N,02/01/2015 00:00
227,185,43,37.5,445223.08,,INICIAL,216,S/N,02/01/2015 00:00
228,185,42,37.5,445223.08,,INICIAL,215,S/N,02/01/2015 00:00
229,185,44,25,296815.37,,INICIAL,217,S/N,02/01/2015 00:00
230,179,43,37.5,437364.91,,INICIAL,207,S/N,02/01/2015 00:00
231,179,42,37.5,437364.91,,INICIAL,206,S/N,02/01/2015 00:00
232,179,44,25,291576.61,,INICIAL,208,S/N,02/01/2015 00:00
233,175,45,100,1000289.95,,INICIAL,194,S/N,02/01/2015 00:00
234,175,45,100,411883.6,,AMPLIACION,289,S/N AMPLIACION,02/01/2015 00:00
235,175,60,100,270000,,INICIAL,371,,08/11/2016 00:00
236,188,45,100,654111.82,,INICIAL,220,S/N,02/01/2015 00:00
237,188,60,100,199949.6,,AMPLIACION,275,S/N AMPLIACION,02/01/2015 00:00
238,165,1,100,1139491.75,,INICIAL,178,S/N,02/01/2015 00:00
239,164,1,100,596010.67,,INICIAL,177,S/N,02/01/2015 00:00
240,164,1,100,69038.15,,AMPLIACION,306,S/N AMPLIACION,02/01/2015 00:00
241,181,1,100,550620.97,,INICIAL,211,S/N,02/01/2015 00:00
242,186,1,100,993954.67,,INICIAL,218,S/N,02/01/2015 00:00
243,186,1,100,336981.31,,AMPLIACION,391,S/N AMPLIACION,02/01/2015 00:00
244,187,49,100,400000,,INICIAL,219,S/N,02/01/2015 00:00
245,189,1,100,420874.59,,INICIAL,221,S/N,02/01/2015 00:00
246,184,2,100,75858.64,,INICIAL,214,S/N,02/01/2015 00:00
247,172,45,100,1137062.94,,INICIAL,189,S/N,02/01/2015 00:00
248,172,67,100,390488.42,,AMPLIACION,300,S/N AMPLIACION,02/01/2015 00:00
249,172,67,100,387246.23,,AMPLIACION,335,S/N 2DA AMPLIAC,02/01/2015 00:00
250,173,46,100,778938.17,,INICIAL,190,S/N,02/01/2015 00:00
251,173,63,100,250000,,AMPLIACION,286,S/N AMPLIACION,02/01/2015 00:00
252,221,6,100,2607149.75,,INICIAL,260,S/N,02/01/2015 00:00
253,180,35,31.6,350782.1,,INICIAL,209,S/N,02/01/2015 00:00
254,180,35,31.6,49146.58,,AMPLIACION,320,S/N AMPLIACION,02/01/2015 00:00
255,180,48,68.4,759287.82,,INICIAL,210,S/N,02/01/2015 00:00
256,180,48,68.4,106380.56,,AMPLIACION,321,S/N AMPLIACION,02/01/2015 00:00
257,183,1,100,203891.57,,INICIAL,213,S/N,02/01/2015 00:00
258,182,1,100,183455.18,,INICIAL,212,S/N,02/01/2015 00:00
259,168,1,100,144925.57,,INICIAL,185,S/N,02/01/2015 00:00
260,190,39,100,497018.8,,INICIAL,224,S/N,02/01/2015 00:00
261,171,41,100,53532.77,,INICIAL,188,S/N,02/01/2015 00:00
262,169,25,100,127406.51,,INICIAL,186,S/N,23/09/2015 00:00
263,217,56,27,1184435.4,,INICIAL,255,S/N,02/01/2015 00:00
264,217,56,27,17735.75,,AMPLIACION,311,S/N AMPLIACION,02/01/2015 00:00
265,217,55,48,2105662.94,,INICIAL,254,S/N,02/01/2015 00:00
266,217,55,48,31530.22,,AMPLIACION,310,S/N AMPLIACION,02/01/2015 00:00
267,217,57,25,1096699.44,,INICIAL,256,S/N,02/01/2015 00:00
268,217,57,25,16421.99,,AMPLIACION,312,S/N AMPLIACION,02/01/2015 00:00
269,212,31,100,895473.9,,INICIAL,249,S/N,02/01/2015 00:00
270,191,1,100,2002244.54,,INICIAL,225,S/N,02/01/2015 00:00
271,223,20,100,1043151.87,,INICIAL,262,S/N,02/01/2015 00:00
272,215,53,100,430621.06,,INICIAL,252,S/N,02/01/2015 00:00
273,218,51,100,256634.03,,INICIAL,257,S/N,02/01/2015 00:00
274,235,1,100,196100.17,,INICIAL,277,S/N,02/01/2015 00:00
275,206,45,100,1401596.96,,INICIAL,243,S/N,02/01/2015 00:00
276,214,20,100,428789.39,,INICIAL,251,S/N,02/01/2015 00:00
277,192,1,100,1160205.87,,INICIAL,226,S/N,02/01/2015 00:00
278,192,1,100,182378.54,,AMPLIACION,374,S/N AMPLIACION,02/01/2015 00:00
279,213,1,100,233253.96,,INICIAL,250,S/N,02/01/2015 00:00
280,203,29,10,1171113.04,,INICIAL,239,S/N,02/01/2015 00:00
281,205,1,100,1370695.74,,INICIAL,242,S/N,02/01/2015 00:00
282,205,1,100,220186.01,,AMPLIACION,408,S/N AMPLIACION,02/01/2015 00:00
283,219,1,100,501730.93,,INICIAL,258,S/N,02/01/2015 00:00
284,216,54,100,284468.3,,INICIAL,253,S/N,02/01/2015 00:00
285,204,1,100,693118.48,,INICIAL,241,S/N,02/01/2015 00:00
286,209,29,100,512409.79,,INICIAL,246,S/N,02/01/2015 00:00
287,208,31,100,381385.54,,INICIAL,245,S/N,02/01/2015 00:00
288,207,88,53.73,245669.74,,INICIAL,380,S/N,02/01/2015 00:00
289,207,40,46.27,211534.33,,INICIAL,244,S/N,02/01/2015 00:00
290,211,40,100,395309.85,,INICIAL,248,S/N,02/01/2015 00:00
291,198,50,100,352825.6,,INICIAL,233,S/N,02/01/2015 00:00
292,210,40,100,829750.46,,INICIAL,247,S/N,02/01/2015 00:00
293,220,40,100,938520.12,,INICIAL,259,S/N,02/01/2015 00:00
294,201,25,100,1286270.36,,INICIAL,237,S/N,02/01/2015 00:00
295,194,40,100,434226.83,,INICIAL,229,S/N,02/01/2015 00:00
296,193,1,100,142296.92,,INICIAL,228,S/N,02/01/2015 00:00
297,202,52,100,3517135.51,,INICIAL,238,S/N,02/01/2015 00:00
298,197,25,100,1150661.19,,INICIAL,232,S/N,02/01/2015 00:00
299,196,25,100,1220859.34,,INICIAL,231,S/N,02/01/2015 00:00
300,195,1,100,954359.85,,INICIAL,230,S/N,02/01/2015 00:00
301,195,1,100,232615.4,,AMPLIACION,413,S/N AMP,02/01/2016 00:00
302,199,51,100,142003.36,,INICIAL,235,S/N,02/01/2015 00:00
303,200,29,100,74853.23,,INICIAL,236,S/N,02/01/2015 00:00
304,237,59,29,714894.94,,INICIAL,281,S/N,02/01/2015 00:00
305,237,58,71,1750260.01,,INICIAL,280,S/N,02/01/2015 00:00
306,237,58,100,47939.99,,AMPLIACION,340,S/N AMPLIACION,02/01/2015 00:00
307,224,59,44,621152.63,,INICIAL,264,S/N,02/01/2015 00:00
308,224,58,56,790557.9,,INICIAL,263,S/N,02/01/2015 00:00
309,224,89,100,169677.21,,AMPLIACION,390,S/N AMPLIACION,02/01/2015 00:00
310,225,58,100,1860753.94,,INICIAL,265,S/N,02/01/2015 00:00
311,225,58,100,37346.05,,AMPLIACION,336,S/N AMPLIACION,02/01/2015 00:00
312,238,40,100,636232.87,,INICIAL,282,S/N,02/01/2015 00:00
313,226,40,100,445513.52,,INICIAL,266,S/N,02/01/2015 00:00
314,227,40,100,1270080.71,,INICIAL,267,S/N,02/01/2015 00:00
315,227,40,100,158248.55,,AMPLIACION,393,S/N AMPLIACIÓN,02/01/2015 00:00
316,228,40,100,711397.5,,INICIAL,268,S/N,02/01/2015 00:00
317,239,40,100,1387490.23,,INICIAL,283,S/N,02/01/2015 00:00
318,229,40,100,1032071.45,,INICIAL,269,S/N,02/01/2015 00:00
319,236,1,100,1458325.25,,INICIAL,278,S/N,02/01/2015 00:00
320,236,1,100,284520.24,,AMPLIACION,401,S/N AMPLIACION,02/01/2015 00:00
321,232,51,100,1399717.71,,INICIAL,272,S/N,02/01/2015 00:00
322,232,51,100,259782.54,,AMPLIACION,333,S/N AMPLIACION,02/01/2015 00:00
323,249,51,100,1399717.71,,INICIAL,297,S/N,02/01/2015 00:00
324,249,51,100,259800,,AMPLIACION,370,S/N AMPLIACION,02/01/2015 00:00
325,241,51,100,1399717.71,,INICIAL,287,S/N,02/01/2015 00:00
326,241,51,100,346400,,AMPLIACION,319,S/N AMPLIACION,02/01/2015 00:00
327,233,51,100,259171.23,,INICIAL,273,S/N,02/01/2015 00:00
328,222,1,100,102003.29,,INICIAL,261,S/N,02/01/2015 00:00
329,240,62,100,10160611.92,,INICIAL,284,S/N,02/01/2015 00:00
330,250,66,100,69607.77,,INICIAL,298,S/N,02/01/2015 00:00
331,231,52,100,3974466.59,,INICIAL,271,S/N,02/01/2015 00:00
332,230,45,100,4077219.25,,INICIAL,270,S/N,02/01/2015 00:00
333,230,45,100,99999.31,,AMPLIACION,414,S/N AMPLIACION,02/01/2016 00:00
334,234,52,100,1573770.49,,INICIAL,274,S/N,02/01/2015 00:00
335,243,51,100,157286.11,,INICIAL,290,S/N,02/01/2015 00:00
336,242,64,100,214449.49,,INICIAL,288,S/N,02/01/2015 00:00
337,242,64,100,30000,,INICIAL,356,,08/11/2016 00:00
338,248,65,100,208168.1,,INICIAL,296,S/N,02/01/2015 00:00
339,244,1,100,1389023.41,,INICIAL,291,S/N,02/01/2015 00:00
340,256,69,100,1482452.83,,INICIAL,308,S/N,02/01/2015 00:00
341,246,54,100,113738.69,,INICIAL,293,S/N,02/01/2015 00:00
342,257,69,100,386679.05,,INICIAL,309,S/N,02/01/2015 00:00
343,247,40,100,644085.64,,INICIAL,294,S/N,02/01/2015 00:00
344,258,70,100,764784.46,,INICIAL,313,S/N,02/01/2015 00:00
345,259,70,100,951528.93,,INICIAL,314,S/N,02/01/2015 00:00
346,253,40,100,350435.41,,INICIAL,303,S/N,02/01/2015 00:00
347,253,90,100,49049.8,,AMPLIACION,392,S/N AMPLIACION,02/01/2015 00:00
348,263,1,100,318646.27,,INICIAL,326,S/N,02/01/2015 00:00
349,254,68,100,9284969.79,,INICIAL,304,S/N,02/01/2015 00:00
350,254,68,100,841980.94,,AMPLIACION,315,S/N AMPLIACION,02/01/2015 00:00
351,255,68,100,4786603.04,,INICIAL,305,S/N,02/01/2015 00:00
352,255,68,100,2285904.82,,AMPLIACION,307,S/N AMPLIACION,02/01/2015 00:00
353,269,78,100,418410.11,,INICIAL,338,S/N,02/01/2015 00:00
354,260,1,100,263461.11,,INICIAL,316,S/N,02/01/2015 00:00
