Id_Contrato_Recurso,Id_Contrato,Id_Recurso_Partida,Porcentaje_Aportacion,Importe_Autorizado
101012,634,7,100,211551.24
101013,373,7,100,110265.32
101014,480,81,100,399490.49
101015,752,138,100,2348708.94
101016,492,89,100,56691.99
101017,416,41,100,45833.02
101018,402,11,100,157188.11
101019,230,89,100,183603.35
101020,349,8,100,591659.14
101021,493,140,100,575174.04
101022,275,12,100,773977.02
101024,753,139,100,179044.84
101025,691,95,100,1026975.62
101026,754,61,100,3138139.69
101027,755,128,100,1591964.04
101028,756,137,100,190663.66
101029,757,137,100,1569591.41
101030,758,137,100,149335.85
101031,31,13,100,2000000
101032,145,12,100,478966.19
101033,463,141,100,103849.05
101034,525,71,100,105577.64
101035,564,95,100,127782
101036,759,31,100,1268881.65
101037,587,95,100,415423.51
101038,628,25,100,334185.5
101039,731,25,100,164836.93
101040,709,24,100,189239.85
101041,760,84,100,589524.34
101042,761,115,100,10024629.62
101043,225,13,100,1490429.83
101044,246,125,100,77638.17
101045,670,123,100,668980.77
101046,727,84,100,145354.43
101047,762,25,100,675924.99
101048,758,137,100,193256.98
101049,746,95,100,728328.5
101050,756,137,100,158209.63
101051,755,128,100,304247.84
101052,9,3,100,3826085.26
101053,748,126,100,380000
101054,661,95,100,530651
101055,597,61,100,199109.63
101056,627,25,100,200149.2
101057,490,87,100,275991.97
101058,249,10,100,4498924.3
101059,137,11,100,59650.58
101060,492,89,100,174429.32
101061,763,1,100,7584234.01
101062,608,61,100,385488.35
101063,677,86,100,74881.25
101064,644,95,100,179303.83
101066,629,95,100,373630.15
101067,754,61,100,657752.69
101068,717,131,100,309535.7
101069,760,84,100,136781.11
101070,335,25,100,101152.82
101071,764,124,100,1382279.43
101072,655,25,100,752457.04
101073,672,61,100,1814858.81
101074,707,135,100,324999.06
101075,733,95,100,680281.06
101076,704,121,100,5223933.47
101077,681,113,100,99959.93
101078,765,10,100,1638.18
101079,766,10,100,6976.36
101080,767,13,100,41357.2
101081,31,13,100,94942.81
101082,225,13,100,1700385
101083,714,130,100,591166.93
101084,723,7,100,292027.3
101085,757,137,100,930408.59
101086,768,8,100,6093.92
101088,491,10,100,3206922.69
101089,769,25,100,54557.96
101090,770,25,100,25059.96
101091,771,95,100,197310.84
101092,672,142,100,819295.16
101093,225,13,100,183617.78
101094,272,25,100,786206.53
101095,772,1,100,7822624.45
101096,672,61,100,1999996.34
101097,773,106,100,7242.75
101098,774,8,100,14114.22
101099,775,106,100,67762.49
