Id_Contrato_Descuento,Id_Contrato,Id_Descuento,Importe
90120,122,4,0.005
90121,120,7,0.01
90122,120,6,0.1
90126,66,3,0.01
90127,66,1,0.002
90128,123,4,0.005
90129,123,6,0.1
90130,123,7,0.01
90131,124,4,0.005
90135,125,4,0.005
90136,125,6,0.1
90137,125,7,0.01
90138,126,4,0.005
90139,126,6,0.1
90140,126,7,0.01
90141,127,4,0.005
90142,128,4,0.005
90143,129,4,0.005
90144,68,4,0.005
90145,130,4,0.005
90147,131,6,0.1
90149,131,4,0.005
90154,133,4,0.005
90155,131,7,0.01
90156,129,6,0.1
90157,129,7,0.01
90159,135,4,0.005
90162,138,4,0.005
90163,139,4,0.005
90164,140,4,0.005
90167,142,6,0.1
90168,142,7,0.01
90169,142,4,0.005
90173,143,4,0.005
90174,143,7,0.01
90175,143,6,0.1
90176,144,4,0.005
90177,145,4,0.005
90178,145,7,0.01
90179,145,6,0.1
90189,149,4,0.005
90210,151,4,0.005
90213,152,4,0.005
90216,153,4,0.005
90217,113,3,0.01
90218,154,4,0.005
90219,154,7,0.01
90220,154,6,0.1
90225,147,1,0.002
90226,147,3,0.01
90227,157,1,0.002
90228,157,3,0.01
90229,158,1,0.002
90230,158,3,0.01
90231,132,1,0.002
90232,132,3,0.01
90233,159,4,0.005
90234,159,6,0.1
90235,159,7,0.01
90236,160,4,0.005
90237,160,7,0.01
90238,160,6,0.1
90239,161,4,0.005
90240,161,6,0.1
90241,161,7,0.01
90242,162,4,0.005
90243,162,6,0.1
90244,162,7,0.01
90245,89,7,0.01
90246,89,6,0.1
90259,173,1,0.002
90260,173,3,0.01
90261,174,1,0.002
90262,174,3,0.01
90263,175,1,0.002
90264,175,3,0.01
90265,176,1,0.002
90266,176,3,0.01
90267,177,1,0.002
90268,177,3,0.01
90269,172,1,0.002
90270,172,3,0.01
90271,178,4,0.005
90272,179,1,0.002
90273,179,3,0.01
90274,150,4,0.005
90275,180,1,0.002
90276,180,3,0.01
90277,181,4,0.005
90278,181,7,0.01
90279,181,6,0.1
90281,183,7,0.01
90282,183,6,0.1
90287,187,6,0.1
90288,187,7,0.01
90289,187,4,0.005
90290,169,1,0.002
90291,169,3,0.01
90292,170,1,0.002
90293,170,3,0.01
90294,171,1,0.002
90295,171,3,0.01
90296,188,1,0.002
90297,188,3,0.01
90298,189,1,0.002
90299,189,3,0.01
90300,190,1,0.002
90301,190,3,0.01
90303,124,7,0.01
90304,124,6,0.1
90305,121,6,0.1
90306,121,7,0.01
90307,136,1,0.002
90308,136,3,0.01
90309,191,1,0.002
90310,191,3,0.01
90312,134,1,0.002
90313,134,3,0.01
90314,193,1,0.002
90315,193,3,0.01
90316,194,1,0.002
90317,194,3,0.01
90318,195,1,0.002
90319,195,3,0.01
90320,196,1,0.002
90321,196,3,0.01
90322,197,1,0.002
90323,197,3,0.01
90324,198,1,0.002
90325,198,3,0.01
90326,199,1,0.002
90327,199,3,0.01
90328,200,1,0.002
90329,200,3,0.01
90330,201,1,0.002
90331,201,3,0.01
90332,202,4,0.005
90333,203,1,0.002
90334,203,3,0.01
90335,204,1,0.002
90336,204,3,0.01
90337,205,1,0.002
90338,205,3,0.01
90339,206,4,0.005
90340,206,7,0.01
90341,206,6,0.1
90345,208,1,0.002
90346,208,3,0.01
90347,209,1,0.002
90348,209,3,0.01
90350,211,1,0.002
90351,211,3,0.01
90352,149,6,0.1
90353,149,7,0.01
90354,149,9,0.106667
90355,150,6,0.1
90356,150,7,0.01
90357,150,9,0.106667
90358,151,6,0.1
90359,151,7,0.01
90360,151,9,0.106667
90361,152,6,0.1
90362,152,7,0.01
90363,152,9,0.106667
90364,212,1,0.002
90365,212,3,0.01
90366,213,1,0.002
90367,213,3,0.01
90368,183,4,0.005
90369,214,1,0.002
90370,214,3,0.01
90374,218,4,0.005
90375,219,1,0.002
90376,219,3,0.01
90377,220,4,0.005
90378,221,1,0.002
90379,221,3,0.01
90386,224,1,0.002
90387,224,3,0.01
90388,225,1,0.002
90389,225,3,0.01
90390,226,1,0.002
90391,226,3,0.01
90392,227,4,0.005
90393,228,1,0.002
90394,228,3,0.01
90395,229,1,0.002
90396,229,3,0.01
90397,230,1,0.002
90398,230,3,0.01
90399,231,1,0.002
90400,231,3,0.01
90401,232,4,0.005
90402,233,1,0.002
90403,233,3,0.01
90404,234,4,0.005
90405,234,6,0.1
90406,234,7,0.01
90407,235,1,0.002
90408,235,3,0.01
90411,237,1,0.002
90412,237,3,0.01
90413,238,4,0.005
90414,238,6,0.1
90415,238,7,0.01
90416,239,4,0.005
90417,239,6,0.1
90418,239,7,0.01
90419,240,1,0.002
90420,240,3,0.01
90422,241,4,0.005
90423,242,1,0.002
90424,242,3,0.01
90425,243,1,0.002
90426,243,3,0.01
90427,244,1,0.002
90428,244,3,0.01
90429,245,1,0.002
90430,245,3,0.01
90431,246,1,0.002
90432,246,3,0.01
90433,184,1,0.002
90434,184,3,0.01
90435,156,1,0.002
90436,156,3,0.01
90437,236,4,0.005
90438,166,1,0.002
90439,166,3,0.01
90440,182,1,0.002
90441,182,3,0.01
90442,247,1,0.002
90443,247,3,0.01
90444,248,1,0.002
90445,248,3,0.01
90446,249,1,0.002
90447,249,3,0.01
90448,250,1,0.002
90449,250,3,0.01
90450,251,4,0.005
90451,253,4,0.005
90452,254,4,0.005
90453,254,7,0.01
90454,254,6,0.1
90455,255,1,0.002
90456,255,3,0.01
90457,256,1,0.002
90458,256,3,0.01
90459,257,1,0.002
90460,257,3,0.01
90461,258,1,0.002
90462,258,3,0.01
90463,259,1,0.002
90464,259,3,0.01
90465,260,1,0.002
90466,260,3,0.01
90467,261,1,0.002
90468,261,3,0.01
90469,262,1,0.002
90470,262,3,0.01
90471,263,1,0.002
90472,263,3,0.01
90473,167,1,0.002
90474,167,3,0.01
90475,264,1,0.002
90476,264,3,0.01
90477,215,1,0.002
90478,215,3,0.01
90479,216,1,0.002
90480,216,3,0.01
90481,217,1,0.002
90482,217,3,0.01
90483,186,1,0.002
90484,186,3,0.01
90485,265,1,0.002
90486,265,3,0.01
90487,266,1,0.002
90488,266,3,0.01
90489,267,1,0.002
90490,267,3,0.01
90491,268,1,0.002
90492,268,3,0.01
90493,269,4,0.005
90494,270,1,0.002
90495,270,3,0.01
90496,185,1,0.002
90497,185,3,0.01
90498,141,1,0.002
90499,141,3,0.01
90500,164,1,0.002
90501,164,3,0.01
90502,271,4,0.005
90503,271,6,0.1
90504,271,7,0.01
90505,272,1,0.002
90506,272,3,0.01
90507,273,1,0.002
90508,273,3,0.01
90509,274,1,0.002
90510,274,3,0.01
90511,275,4,0.005
90512,276,4,0.005
90513,277,4,0.005
90514,207,1,0.002
90515,207,3,0.01
90516,192,1,0.002
90517,192,3,0.01
90518,278,1,0.002
90519,278,3,0.01
90520,279,1,0.002
90521,279,3,0.01
90522,280,1,0.002
90523,280,3,0.01
90524,281,1,0.002
90525,281,3,0.01
90526,282,1,0.002
90527,282,3,0.01
90528,283,1,0.002
90529,283,3,0.01
90530,284,1,0.002
90531,284,3,0.01
90532,285,1,0.002
90533,285,3,0.01
90534,286,1,0.002
90535,286,3,0.01
90536,148,3,0.01
90537,148,1,0.002
90538,287,1,0.002
90539,287,3,0.01
90540,288,4,0.005
90541,289,1,0.002
90542,289,3,0.01
90546,290,1,0.002
90547,290,3,0.01
90548,291,4,0.005
90549,292,1,0.002
90550,292,3,0.01
90551,293,4,0.005
90552,293,7,0.01
90553,293,6,0.1
90554,294,1,0.002
90555,294,3,0.01
90556,295,1,0.002
90557,295,3,0.01
90558,296,4,0.005
90559,297,4,0.005
90560,296,7,0.01
90561,296,6,0.1
90562,298,1,0.002
90563,298,3,0.01
90564,299,1,0.002
90565,299,3,0.01
90566,300,2,0.005
90567,117,7,0.01
90568,117,6,0.1
90569,301,1,0.002
90570,301,3,0.01
90571,302,1,0.002
90572,302,3,0.01
90573,303,4,0.005
90574,304,1,0.002
90575,304,3,0.01
90576,305,1,0.002
90577,305,3,0.01
90578,306,4,0.005
90579,307,1,0.002
90580,307,3,0.01
90581,308,4,0.005
90582,308,6,0.1
90583,308,7,0.01
90584,309,4,0.005
90585,310,1,0.002
90586,310,3,0.01
90587,311,1,0.002
90588,311,3,0.01
100581,312,1,0.002
100582,312,3,0.01
100583,313,4,0.005
100584,313,7,0.01
100585,313,6,0.1
100586,314,1,0.002
100587,314,3,0.01
100588,315,1,0.002
100589,315,3,0.01
100590,316,2,0.005
100594,318,1,0.002
100595,318,3,0.01
100596,319,1,0.002
100597,319,3,0.01
100598,320,1,0.002
100599,320,3,0.01
100600,321,1,0.002
100601,321,3,0.01
100602,322,1,0.002
100603,322,3,0.01
100604,323,1,0.002
100605,323,3,0.01
100606,324,1,0.002
100607,324,3,0.01
100608,325,1,0.002
100609,325,3,0.01
100610,326,4,0.005
100611,327,1,0.002
100613,328,1,0.002
100614,328,3,0.01
100615,329,2,0.005
100616,146,1,0.002
100617,146,3,0.01
100618,330,1,0.002
100619,330,3,0.01
100621,332,4,0.005
100622,332,7,0.01
100623,332,6,0.1
100624,333,1,0.002
100625,333,3,0.01
100626,334,1,0.002
100627,334,3,0.01
100628,335,1,0.002
100629,335,3,0.01
100630,336,4,0.005
100631,337,2,0.005
100632,338,2,0.005
100635,341,2,0.005
100636,342,2,0.005
100637,343,2,0.005
100639,345,2,0.005
100640,346,2,0.005
100641,347,2,0.005
100642,348,4,0.005
100643,348,6,0.1
100644,348,7,0.01
100645,349,1,0.002
100646,349,3,0.01
100649,137,4,0.005
100650,137,7,0.01
100651,137,6,0.1
100652,336,6,0.1
100653,336,7,0.01
100654,350,2,0.005
100655,165,1,0.002
100656,165,3,0.01
100657,352,2,0.005
100658,351,2,0.005
100659,353,4,0.005
100660,354,1,0.002
100661,354,3,0.01
100662,355,1,0.002
100663,355,3,0.01
100664,356,2,0.005
100665,357,1,0.002
100666,357,3,0.01
100667,358,1,0.002
100668,358,3,0.01
100669,359,1,0.002
100670,359,3,0.01
100671,252,1,0.002
100672,252,3,0.01
100673,360,1,0.002
100674,360,3,0.01
100675,361,4,0.005
100676,362,4,0.005
100677,210,1,0.002
100678,210,3,0.01
100679,363,1,0.002
100680,363,3,0.01
100681,364,2,0.005
100682,365,2,0.005
100683,367,2,0.005
100684,368,1,0.002
100685,368,3,0.01
100686,369,1,0.002
100687,369,3,0.01
100688,370,1,0.002
100689,370,3,0.01
100690,371,1,0.002
100691,371,3,0.01
100692,372,1,0.002
100693,372,3,0.01
100694,373,4,0.005
100695,373,7,0.01
100696,373,6,0.1
100697,374,1,0.002
100698,374,3,0.01
100699,375,1,0.002
100700,375,3,0.01
100701,376,4,0.005
100703,378,4,0.005
100704,379,1,0.002
100705,379,3,0.01
100706,380,1,0.002
100707,380,3,0.01
100708,381,1,0.002
100709,381,3,0.01
100710,382,1,0.002
100711,382,3,0.01
100712,383,1,0.002
100713,383,3,0.01
100714,384,1,0.002
100715,384,3,0.01
100716,385,1,0.002
100717,385,3,0.01
100718,386,1,0.002
100719,386,3,0.01
100720,387,1,0.002
100721,387,3,0.01
100722,388,2,0.005
100723,389,1,0.002
100724,389,3,0.01
100725,390,4,0.005
100726,390,7,0.01
100727,390,6,0.1
100728,390,9,0.106667
100729,391,1,0.002
100730,391,3,0.01
100733,393,1,0.002
100734,393,3,0.01
100737,395,1,0.002
100738,395,3,0.01
100739,396,1,0.002
100740,396,3,0.01
100741,397,1,0.002
100742,397,3,0.01
100743,398,1,0.002
100744,398,3,0.01
100745,399,1,0.002
100746,399,3,0.01
100747,400,1,0.002
100748,400,3,0.01
100749,401,1,0.002
100750,401,3,0.01
100751,402,6,0.1
100752,402,7,0.01
100753,402,4,0.005
100754,403,4,0.005
100755,403,6,0.1
100756,403,7,0.01
100757,403,9,0.106667
100758,404,1,0.002
100759,404,3,0.01
100760,405,2,0.005
100761,406,1,0.002
100762,406,3,0.01
100763,407,1,0.002
100764,407,3,0.01
100765,408,1,0.002
100766,408,3,0.01
100769,410,2,0.005
100771,412,2,0.005
100772,413,2,0.005
100777,416,2,0.005
100778,417,2,0.005
100779,418,4,0.005
100780,418,7,0.01
100781,418,6,0.1
100782,418,9,0.106667
100783,419,1,0.002
100784,419,3,0.01
100785,420,1,0.002
100786,420,3,0.01
100787,421,1,0.002
100788,421,3,0.01
100789,422,1,0.002
100790,422,3,0.01
100791,423,1,0.002
100792,423,3,0.01
100793,424,1,0.002
100794,424,3,0.01
100795,425,1,0.002
100796,425,3,0.01
100799,427,2,0.005
100800,426,2,0.005
100801,428,1,0.002
100802,428,3,0.01
100805,430,1,0.002
100806,430,3,0.01
100807,431,2,0.005
100808,432,2,0.005
100811,168,1,0.002
100812,168,3,0.01
100813,434,2,0.005
100814,435,1,0.002
100815,435,3,0.01
100816,436,1,0.002
100817,436,3,0.01
100818,437,1,0.002
100819,437,3,0.01
100820,438,2,0.005
100821,439,2,0.005
100822,440,2,0.005
100823,163,1,0.002
100824,163,3,0.01
100825,441,1,0.002
100826,441,3,0.01
100827,442,1,0.002
100828,442,3,0.01
100829,443,1,0.002
100830,443,3,0.01
100831,444,1,0.002
100832,444,3,0.01
100837,447,2,0.005
100838,448,1,0.002
100839,448,3,0.01
100840,449,2,0.005
100841,450,1,0.002
100842,450,3,0.01
100843,451,2,0.005
100844,452,2,0.005
100845,453,1,0.002
100846,453,3,0.01
100847,454,1,0.002
100848,454,3,0.01
100849,455,2,0.005
100850,456,1,0.002
100851,456,3,0.01
100852,457,2,0.005
100853,458,1,0.002
100854,458,3,0.01
100857,460,2,0.005
100858,461,1,0.002
100859,461,3,0.01
100860,462,4,0.005
100861,462,6,0.1
100862,462,9,0.106667
100863,462,7,0.01
100864,463,1,0.002
100865,463,3,0.01
100866,464,1,0.002
100867,464,3,0.01
100868,465,1,0.002
100869,465,3,0.01
100870,466,1,0.002
100871,466,3,0.01
100872,467,1,0.002
100873,467,3,0.01
100874,468,4,0.005
100875,469,1,0.002
100876,469,3,0.01
100877,470,1,0.002
100878,470,3,0.01
100879,471,4,0.005
100880,471,6,0.1
100881,471,7,0.01
100882,472,1,0.002
100883,472,3,0.01
100884,473,1,0.002
100885,473,3,0.01
100886,474,1,0.002
100887,474,3,0.01
100888,475,1,0.002
100889,475,3,0.01
100890,476,4,0.005
100891,477,1,0.002
100892,477,3,0.01
100893,366,4,0.005
100894,478,4,0.005
100895,479,4,0.005
100896,480,1,0.002
100897,480,3,0.01
100898,481,2,0.005
100899,482,2,0.005
100900,483,2,0.005
100901,484,2,0.005
100902,485,2,0.005
100903,486,2,0.005
100904,487,2,0.005
100905,488,1,0.002
100906,488,3,0.01
100907,489,4,0.005
100908,489,7,0.01
100909,489,6,0.1
100910,489,9,0.106667
100911,490,1,0.002
100912,490,3,0.01
100913,491,1,0.002
100914,491,3,0.01
100915,492,1,0.002
100916,492,3,0.01
100917,493,2,0.005
100918,494,4,0.005
100919,495,1,0.002
100920,495,3,0.01
100921,496,1,0.002
100922,496,3,0.01
100923,497,1,0.002
100924,497,3,0.01
100925,498,4,0.005
100926,499,1,0.002
100927,499,3,0.01
100928,500,1,0.002
100929,500,3,0.01
100930,501,4,0.005
100931,502,1,0.002
100932,502,3,0.01
100933,503,1,0.002
100934,503,3,0.01
100935,504,2,0.005
100936,505,1,0.002
100937,505,3,0.01
100938,501,7,0.01
100939,501,6,0.1
100940,506,1,0.002
100941,506,3,0.01
100942,507,1,0.002
100943,507,3,0.01
100944,508,1,0.002
100945,508,3,0.01
100946,509,1,0.002
100947,509,3,0.01
100948,510,1,0.002
100949,510,3,0.01
100950,511,4,0.005
100951,512,1,0.002
100952,512,3,0.01
100953,513,1,0.002
100954,513,3,0.01
100955,514,1,0.002
100956,514,3,0.01
100957,515,1,0.002
100958,515,3,0.01
100959,516,1,0.002
100960,516,3,0.01
100961,517,1,0.002
100962,517,3,0.01
100963,518,1,0.002
100964,518,3,0.01
100965,519,1,0.002
100966,519,3,0.01
100967,520,1,0.002
100968,520,3,0.01
100969,521,1,0.002
100970,521,3,0.01
100971,522,1,0.002
100972,522,3,0.01
100973,523,1,0.002
100974,523,3,0.01
100975,524,1,0.002
100976,524,3,0.01
100977,525,1,0.002
100978,525,3,0.01
100980,527,1,0.002
100981,527,3,0.01
100982,528,1,0.002
100983,528,3,0.01
100984,529,1,0.002
100985,529,3,0.01
100986,530,1,0.002
100987,530,3,0.01
100989,532,2,0.005
100990,533,1,0.002
100991,533,3,0.01
100992,534,1,0.002
100993,534,3,0.01
100994,535,1,0.002
100995,535,3,0.01
100996,536,1,0.002
100997,536,3,0.01
100998,537,1,0.002
100999,537,3,0.01
101000,538,1,0.002
101001,538,3,0.01
101002,539,1,0.002
101003,539,3,0.01
101004,540,2,0.005
101005,541,1,0.002
101006,541,3,0.01
101007,542,1,0.002
101008,542,3,0.01
101009,543,2,0.005
101010,544,2,0.005
101011,545,1,0.002
101012,545,3,0.01
101013,546,1,0.002
101014,546,3,0.01
101015,547,2,0.005
101016,548,1,0.002
101017,548,3,0.01
101018,549,1,0.002
101019,549,3,0.01
101020,327,3,0.01
101021,550,2,0.005
101022,551,1,0.002
101023,551,3,0.01
101024,552,1,0.002
101025,552,3,0.01
101026,553,1,0.002
101027,553,3,0.01
101028,554,1,0.002
101029,554,3,0.01
101030,555,4,0.005
101031,555,7,0.01
101032,555,6,0.1
101033,556,1,0.002
101034,556,3,0.01
101035,557,1,0.002
101036,557,3,0.01
101037,558,1,0.002
101038,558,3,0.01
101039,559,1,0.002
101040,559,3,0.01
101041,560,4,0.005
101042,561,1,0.002
101043,561,3,0.01
101044,562,1,0.002
101045,562,3,0.01
101046,563,4,0.005
101047,564,1,0.002
101048,564,3,0.01
101049,565,1,0.002
101050,565,3,0.01
101051,566,2,0.005
101052,567,1,0.002
101053,567,3,0.01
101054,568,1,0.002
101056,569,1,0.002
101057,569,3,0.01
101060,571,1,0.002
101061,571,3,0.01
101062,572,1,0.002
101063,572,3,0.01
101064,573,1,0.002
101065,573,3,0.01
101066,574,1,0.002
101067,574,3,0.01
101068,575,1,0.002
101069,575,3,0.01
101070,576,1,0.002
101071,576,3,0.01
101072,577,1,0.002
101073,577,3,0.01
101074,578,1,0.002
101075,578,3,0.01
101076,579,1,0.002
101077,579,3,0.01
101078,580,1,0.002
101079,580,3,0.01
101080,581,1,0.002
101081,581,3,0.01
101082,582,1,0.002
101083,582,3,0.01
101084,583,1,0.002
101085,583,3,0.01
101086,584,1,0.002
101087,584,3,0.01
101088,585,1,0.002
101089,585,3,0.01
101090,586,1,0.002
101091,586,3,0.01
101092,587,1,0.002
101093,587,3,0.01
101094,588,1,0.002
101095,588,3,0.01
101096,589,1,0.002
101097,589,3,0.01
101098,590,4,0.005
101099,591,4,0.005
101100,568,3,0.01
101101,592,1,0.002
101102,592,3,0.01
101103,593,1,0.002
101104,593,3,0.01
101105,594,1,0.002
101106,594,3,0.01
101107,595,1,0.002
101108,595,3,0.01
101109,596,1,0.002
101110,596,3,0.01
101111,597,1,0.002
101112,597,3,0.01
101113,598,1,0.002
101114,598,3,0.01
101115,599,4,0.005
101116,600,1,0.002
101117,600,3,0.01
101118,601,1,0.002
101119,601,3,0.01
101120,602,1,0.002
101121,602,3,0.01
101122,603,2,0.005
101123,604,2,0.005
101124,605,2,0.005
101125,606,1,0.002
101126,606,3,0.01
101127,607,2,0.005
101128,608,1,0.002
101129,608,3,0.01
101130,609,1,0.002
101131,609,3,0.01
101132,610,1,0.002
101133,610,3,0.01
101134,611,1,0.002
101135,611,3,0.01
101136,612,1,0.002
101137,612,3,0.01
101138,613,1,0.002
101139,613,3,0.01
101140,614,1,0.002
101141,614,3,0.01
101142,615,1,0.002
101143,615,3,0.01
101144,616,1,0.002
101145,616,3,0.01
101146,617,1,0.002
101147,617,3,0.01
101148,618,1,0.002
101149,618,3,0.01
101150,619,1,0.002
101151,619,3,0.01
101152,620,1,0.002
101153,620,3,0.01
101154,622,1,0.002
101155,622,3,0.01
101156,623,1,0.002
101157,623,3,0.01
101158,624,1,0.002
101159,624,3,0.01
101160,625,1,0.002
101161,625,3,0.01
101162,626,1,0.002
101163,626,3,0.01
101164,627,1,0.002
101165,627,3,0.01
101166,628,1,0.002
101167,628,3,0.01
101168,629,1,0.002
101169,629,3,0.01
101170,630,1,0.002
101171,630,3,0.01
101172,631,4,0.005
101173,632,1,0.002
101174,632,3,0.01
101175,633,4,0.005
101176,634,4,0.005
101177,635,1,0.002
101178,635,3,0.01
101179,636,1,0.002
101180,636,3,0.01
101181,637,1,0.002
101182,637,3,0.01
101183,638,1,0.002
101184,638,3,0.01
101185,639,1,0.002
101186,639,3,0.01
101187,640,1,0.002
101188,640,3,0.01
101189,641,1,0.002
101190,641,3,0.01
101191,642,1,0.002
101192,642,3,0.01
101193,643,1,0.002
101194,643,3,0.01
101195,644,1,0.002
101196,644,3,0.01
101197,645,1,0.002
101198,645,3,0.01
101199,646,1,0.002
101200,646,3,0.01
101201,647,1,0.002
101202,647,3,0.01
101203,648,1,0.002
101204,648,3,0.01
101205,649,4,0.005
101206,650,1,0.002
101207,650,3,0.01
101208,651,1,0.002
101209,651,3,0.01
101212,653,4,0.005
101213,655,1,0.002
101214,655,3,0.01
101217,656,4,0.005
101218,657,1,0.002
101219,657,3,0.01
101220,658,4,0.005
101221,659,1,0.002
101222,659,3,0.01
101223,660,1,0.002
101224,660,3,0.01
101225,661,1,0.002
101226,661,3,0.01
101227,662,4,0.005
101228,663,1,0.002
101229,663,3,0.01
101230,664,1,0.002
101231,664,3,0.01
101232,665,4,0.005
101233,666,1,0.002
101234,666,3,0.01
101235,665,6,0.1
101236,665,7,0.01
101237,667,4,0.005
101238,668,4,0.005
101239,668,6,0.1
101240,668,7,0.01
101241,669,4,0.005
101242,669,7,0.01
101243,669,6,0.1
101244,670,1,0.002
101245,670,3,0.01
101246,671,1,0.002
101247,671,3,0.01
101248,672,1,0.002
101249,672,3,0.01
101254,675,4,0.005
101255,676,1,0.002
101256,676,3,0.01
101257,677,4,0.005
101258,678,1,0.002
101259,678,3,0.01
101260,679,1,0.002
101261,679,3,0.01
101262,680,1,0.002
101263,680,3,0.01
101264,682,1,0.002
101265,682,3,0.01
101266,683,1,0.002
101267,683,3,0.01
101268,684,1,0.002
101269,684,3,0.01
101270,685,1,0.002
101271,685,3,0.01
101272,686,1,0.002
101273,686,3,0.01
101274,687,1,0.002
101275,687,3,0.01
101276,688,1,0.002
101277,688,3,0.01
101278,689,1,0.002
101279,689,3,0.01
101280,690,1,0.002
101281,690,3,0.01
101282,691,1,0.002
101283,691,3,0.01
101284,692,1,0.002
101285,692,3,0.01
101286,693,1,0.002
101287,693,3,0.01
101288,694,1,0.002
101289,694,3,0.01
101290,695,1,0.002
101291,695,3,0.01
101292,696,1,0.002
101293,696,3,0.01
101294,697,1,0.002
101295,697,3,0.01
101296,698,4,0.005
101297,699,1,0.002
101298,699,3,0.01
111297,700,1,0.002
111298,700,3,0.01
111299,701,2,0.005
111300,702,1,0.002
111301,702,3,0.01
111302,703,1,0.002
111303,703,3,0.01
111304,704,1,0.002
111305,704,3,0.01
111306,705,4,0.005
111307,706,1,0.002
111308,706,3,0.01
111309,707,1,0.002
111310,707,3,0.01
111311,708,1,0.002
111312,708,3,0.01
111313,709,1,0.002
111314,709,3,0.01
111315,710,4,0.005
111316,710,7,0.01
111317,710,6,0.1
111318,705,7,0.01
111319,705,6,0.1
111320,711,4,0.005
111321,712,1,0.002
111322,712,3,0.01
111323,713,1,0.002
111324,713,3,0.01
111325,714,1,0.002
111326,714,3,0.01
111327,715,1,0.002
111328,715,3,0.01
111329,716,1,0.002
111330,716,3,0.01
111331,717,1,0.002
111332,717,3,0.01
111333,718,1,0.002
111334,718,3,0.01
111335,719,1,0.002
111336,719,3,0.01
111337,720,1,0.002
111338,720,3,0.01
111339,721,2,0.005
111340,722,4,0.005
111341,723,4,0.005
111342,724,1,0.002
111343,724,3,0.01
111344,725,4,0.005
111345,726,1,0.002
111346,726,3,0.01
111347,727,4,0.005
111348,698,6,0.1
111349,698,7,0.01
111350,728,4,0.005
111351,729,1,0.002
111352,729,3,0.01
111353,730,4,0.005
111354,731,1,0.002
111355,731,3,0.01
111356,732,1,0.002
111357,732,3,0.01
111358,733,1,0.002
111359,733,3,0.01
111360,734,1,0.002
111361,734,3,0.01
111362,735,2,0.005
111363,736,1,0.002
111364,736,3,0.01
