Id_Descuento_Adicional,Id_Estimacion,Nombre,Importe
10016,60,RET. I.V.A.,3481.92
10017,61,RET. I.V.A.,2548.59
10018,62,RET. I.V.A.,1020.96
10019,63,RET. I.V.A.,1895.81
10020,185,RET. IVA,1294.98
10021,187,RET. I.V.A.,1405.1
10024,194,RET. I.V.A,345.39
10025,195,RET. I.V.A.,55.76
10026,203,IVA RETENIDO 10.6667%,1746.96
10027,204,IVA RETENIDO 10.6667%,2179.91
10028,205,IVA RETENIDO 10.6667%,3032.84
10029,206,IVA RETENIDO 10.6667%,3625.92
10030,207,IVA RETENIDO 10.6667%,3432.44
10031,208,IVA RETENIDO 10.6667%,4016.64
10032,209,IVA RETENIDO 10.6667%,2103.42
10033,210,IVA RETENIDO 10.6667%,2939.47
10034,211,IVA RETENIDO 10.6667%,704.37
10035,212,IVA RETENIDO 10.6667%,806.48
10036,213,IVA RETENIDO 10.6667%,1244.76
10037,214,IVA RETENIDO 10.6667%,1060.51
10059,817,SANCIÓN ,3163.5
10060,818,SANCIÓN,14846.1
10065,1207,SANCIÓN,18609.92
10073,1333,SANCION,139009.81
10074,1336,SANCION ,25608.37
10075,1337,SANCION,24165.38
10076,1387,SANCION PROVISIONAL,20000
10077,1396,SANCION PROVISIONAL,59500
10079,1397,SANCION PROVISIONAL,24000
10080,1398,SANCION PROVISIONAL,26240.56
10081,1411,SANCION PROVISIONAL,10300
10084,1660,SANCION ,4193.13
10085,1709,SANCIÓN1 ,17769.6
10086,1709,SANCIÓN 2,5526.59
10089,1949,SANCIÓN,43486.02
10091,2198,SANCION ,24631.68
10092,2303,SANCION ADMINISTRATIVA,18721.52
10093,2327,SANCIÓN ,12782.44
10094,2335,SANCIÓN,48.81
10100,2588,SANCION,11072.37
10102,2672,SANCION ,1496.53
10107,2781,SANCION,12643.8
10109,2810,SANCION,9360.76
10114,2858,SANCION,16909.76
20119,3170,SANCIÓN,18721.52
20121,3190,SANCION ,11072.37
20124,3401,SANCION ADMINISTRATIVA,18117.6
20125,3414,SANCION,6811.63
