Id_Estimacion_Amortizacion_Desglose,Id_Estimacion,Id_Contrato_Ampliacion,Concepto,Importe_Contratado,Actual,Anterior,Acumulado,Por_Ejercer,Porcentaje_Anticipo,Importe_Anticipo,Actual_Amortizacion,Anterior_Amortizacion,Acumulado_Amortizacion,Por_Amortizar
677,651,8,AMPLIACIÓN 1,201122.93,11141.61,189981.32,201122.93,0,0,0,0,0,0,0
678,651,15,AMPLIACIÓN 2,389886.6,205462.05,0,205462.05,184424.55,0,0,0,0,0,0
680,653,,CONTRATO,266738.47,11812.21,231572.75,243384.96,23353.51,0,0,0,0,0,0
681,654,,CONTRATO,1520517.25,203479.05,395460.79,598939.84,921577.41,30,456155.18,61043.72,118638.24,179681.96,276473.22
682,655,,CONTRATO,918160.42,426152.51,333358.75,759511.26,158649.16,30,275448.12,175440.49,100007.63,275448.12,0
683,656,,CONTRATO,810578.69,112237.4,0,112237.4,698341.29,30,243173.6,33671.22,0,33671.22,209502.38
684,657,,CONTRATO,1473697.27,114769.9,74990.73,189760.63,1283936.64,30,442109.18,34430.97,22497.22,56928.19,385180.99
685,658,,CONTRATO,1212277.33,90631.43,0,90631.43,1121645.9,30,363683.2,27189.43,0,27189.43,336493.77
686,659,,CONTRATO,1212277.33,328552.62,90631.43,419184.05,793093.28,30,363683.2,98565.79,27189.43,125755.22,237927.98
688,661,,CONTRATO,1045612.78,238629.57,0,238629.57,806983.21,15,156841.92,35794.44,0,35794.44,121047.48
690,663,,CONTRATO,369192.47,61678.62,0,61678.62,307513.85,30,110757.74,18503.59,0,18503.59,92254.15
691,664,,CONTRATO,239367.14,33224.11,166034.5,199258.61,40108.53,30,71810.14,9967.23,49810.36,59777.59,12032.55
692,665,,CONTRATO,145845.28,18551.01,107833.73,126384.74,19460.54,30,43753.58,5565.3,32350.11,37915.41,5838.17
694,667,,CONTRATO,158062.5,26642.68,120612.43,147255.11,10807.39,30,47418.75,11235.01,36183.74,47418.75,0
695,668,,CONTRATO,142717,20497.44,102665.8,123163.24,19553.76,30,42815.1,6149.23,30799.73,36948.96,5866.14
696,669,,CONTRATO,4060769.69,415713.75,163677,579390.75,3481378.94,30,1218230.91,124714.13,49103.1,173817.23,1044413.68
697,670,,CONTRATO,966857.7,199075.22,181012.54,380087.76,586769.94,30,290057.32,59722.57,54303.76,114026.33,176030.99
698,671,,CONTRATO,3315169.86,484743.51,0,484743.51,2830426.35,30,994550.96,145423.05,0,145423.05,849127.91
699,672,,CONTRATO,129092.65,19604.34,106583.26,126187.6,2905.05,0,0,0,0,0,0
700,673,,CONTRATO,483943.64,167773.86,81758.77,249532.63,234411.01,0,0,0,0,0,0
701,674,,CONTRATO,1492786.02,285340.99,66081.05,351422.04,1141363.98,30,447835.81,85602.3,19824.32,105426.62,342409.19
702,675,,CONTRATO,1175488.82,61023.86,563860.49,624884.35,550604.47,0,0,0,0,0,0
703,676,,CONTRATO,4321442.8,68798.53,342949.04,411747.57,3909695.23,30,1296432.84,20639.56,102884.71,123524.27,1172908.57
704,677,,CONTRATO,1490273.91,60059.7,650350.65,710410.35,779863.56,30,447082.17,18017.91,195105.19,213123.1,233959.07
705,678,,CONTRATO,1478896.04,141843.22,0,141843.22,1337052.82,30,443668.81,42552.97,0,42552.97,401115.84
706,679,,CONTRATO,2629275.62,111827.46,73368.13,185195.59,2444080.03,30,788782.69,33548.24,22010.44,55558.68,733224.01
707,680,,CONTRATO,1036532.99,227343.93,0,227343.93,809189.06,30,310959.9,68203.18,0,68203.18,242756.72
708,681,,CONTRATO,3768023.59,272610.28,184307.01,456917.29,3311106.3,30,1130407.08,81783.08,55292.1,137075.18,993331.9
