Id_Estimacion_Amortizacion_Desglose,Id_Estimacion,Id_Contrato_Ampliacion,Concepto,Importe_Contratado,Actual,Anterior,Acumulado,Por_Ejercer,Porcentaje_Anticipo,Importe_Anticipo,Actual_Amortizacion,Anterior_Amortizacion,Acumulado_Amortizacion,Por_Amortizar
167,809,,CONTRATO,530599.43,36124.84,467821.86,503946.7,26652.73,30,159179.83,18833.27,140346.56,159179.83,0
168,15,,CONTRATO,1610103.59,456266.36,0,456266.36,1153837.23,30,483031.08,136879.91,0,136879.91,346151.17
169,15,36,AMPLIACIÓN 1,377539.9,0,0,0,377539.9,70,264277.93,0,0,0,264277.93
170,85,,CONTRATO,1610103.59,251401.09,456266.36,707667.45,902436.14,30,483031.08,75420.33,136879.91,212300.24,270730.84
171,85,36,AMPLIACIÓN 1,377539.9,0,0,0,377539.9,70,264277.93,0,0,0,264277.93
172,86,,CONTRATO,1610103.59,94700.36,707667.45,802367.81,807735.78,30,483031.08,28410.11,212300.24,240710.35,242320.73
173,86,36,AMPLIACIÓN 1,377539.9,0,0,0,377539.9,70,264277.93,0,0,0,264277.93
174,157,,CONTRATO,1610103.59,86657.68,802367.81,889025.49,721078.1,30,483031.08,25997.3,240710.35,266707.65,216323.43
175,157,36,AMPLIACIÓN 1,377539.9,0,0,0,377539.9,70,264277.93,0,0,0,264277.93
176,434,,CONTRATO,1610103.59,74373.78,889025.49,963399.27,646704.32,30,483031.08,22312.13,266707.65,289019.78,194011.3
177,434,36,AMPLIACIÓN 1,377539.9,0,0,0,377539.9,70,264277.93,0,0,0,264277.93
178,435,,CONTRATO,1610103.59,370388.57,963399.27,1333787.84,276315.75,30,483031.08,111116.57,289019.78,400136.35,82894.73
179,435,36,AMPLIACIÓN 1,377539.9,0,0,0,377539.9,70,264277.93,0,0,0,264277.93
180,724,,CONTRATO,1610103.59,93873.02,1333787.84,1427660.86,182442.73,30,483031.08,28161.91,400136.35,428298.26,54732.82
181,724,36,AMPLIACIÓN 1,377539.9,0,0,0,377539.9,70,264277.93,0,0,0,264277.93
182,1896,,CONTRATO,1610103.59,88510.91,1427660.86,1516171.77,93931.82,30,483031.08,26553.27,428298.26,454851.53,28179.55
183,1896,36,AMPLIACIÓN 1,377539.9,0,0,0,377539.9,70,264277.93,0,0,0,264277.93
184,2454,,CONTRATO,1610103.59,2879.77,1516171.77,1519051.54,91052.05,30,483031.08,863.93,454851.53,455715.46,27315.62
185,2454,36,AMPLIACIÓN 1,377539.9,0,0,0,377539.9,70,264277.93,0,0,0,264277.93
