Id_Contrato_Fianza,Id_Contrato,Id_Fianza,Numero_Fianza,Fecha_Emision,Fecha_Recepcion,Nombre_Afianzadora,Fecha_Liberacion,Id_Contrato_Ampliacion,Descripcion_Fianza,Importe_Fianza,Observaciones_Fianza
161,74,1,88107950,31/03/2011 00:00,31/03/2011 00:00,CHUBB DE MEXICO COPAÑIA AFIANZ,31/03/2012 00:00,,30% ANTICIPO,137413.89,
162,74,2,88107949,31/03/2011 00:00,31/03/2011 00:00,CHUBB DE MEXICO COPAÑIA AFIANZ,31/03/2012 00:00,,CUMPLIMIENTO,45804.63,
163,73,1,1227895,01/04/2011 00:00,01/04/2011 00:00,"FIANZAS MONTERREY, S.A.",01/04/2012 00:00,,30% ANTICIPO,1215155.66,
164,73,2,1227894,01/04/2011 00:00,01/04/2011 00:00,"FIANZAS MONTERREY, S.A.",01/04/2012 00:00,,CUMPLIMIENTO,405051.88,
165,83,2,1328934,31/03/2011 00:00,31/03/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",31/03/2012 00:00,,CUMPLIMIENTO,404862.16,
166,83,1,1329148,31/03/2011 00:00,31/03/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",31/03/2012 00:00,,30% ANTICIPO,1214586.48,
167,84,2,1228851,04/04/2011 00:00,04/04/2011 00:00,"FIANZAS MONTERREY, S.A.",04/04/2012 00:00,,CUMPLIMIENTO,42919.62,
168,84,1,1228854,04/04/2011 00:00,04/04/2011 00:00,"FIANZAS MONTERREY, S.A.",04/04/2012 00:00,,30% ANTICIPO,128758.86,
169,96,1,10031-00239-9,31/01/2011 00:00,31/01/2011 00:00,"AFIANZADORA INSURGENTES, SA DE",31/01/2012 00:00,,30% ANTICIPO,605741.1,
170,96,2,10031-00238-6,31/01/2011 00:00,31/01/2011 00:00,"AFIANZADORA INSURGENTES, SA DE",31/01/2012 00:00,,CUMPLIMIENTO,201913.7,
171,76,1,88108281,31/03/2011 00:00,31/03/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,31/03/2012 00:00,,30% ANTICIPO,453637.5,
172,76,2,88108279,31/03/2011 00:00,31/03/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,31/03/2012 00:00,,CUMPLIMIENTO,151212.5,
173,86,2,88108142,31/03/2011 00:00,31/03/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,31/03/2012 00:00,,CUMPLIMIENTO,133852.5,
174,86,1,88108143,31/03/2011 00:00,31/03/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,31/03/2012 00:00,,30% ANTICIPO,401557.5,
175,87,2,1056350,05/04/2011 00:00,05/04/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",05/04/2012 00:00,,CUMPLIMIENTO,238537.6,
176,87,1,1056351,05/04/2011 00:00,05/04/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",05/04/2012 00:00,,30% ANTICIPO,715612.81,
177,77,2,88108510,08/04/2012 00:00,08/04/2012 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,08/04/2013 00:00,,CUMPLIMIENTO,187528.19,
178,77,1,88108509,08/04/2012 00:00,08/04/2012 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,08/04/2013 00:00,,30% ANTICIPO,562584.59,
179,88,1,1056353,06/04/2011 00:00,06/04/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",06/04/2012 00:00,,30% ANTICIPO,56800.32,
180,88,2,1056352,06/04/2011 00:00,06/04/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",06/04/2012 00:00,,CUMPLIMIENTO,187600.1,
181,139,2,88109402,05/04/2011 00:00,05/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,05/04/2012 00:00,,CUMPLIMIENTO,210380.95,
182,139,2,88109402-AMP,11/07/2011 00:00,11/07/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,11/07/2012 00:00,,CUMPLIMIENTO,16539.85,
183,64,1,1330673,06/04/2011 00:00,06/04/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",06/04/2012 00:00,,30% ANTICIPO,181484.89,
184,64,2,1330676,06/04/2011 00:00,06/04/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",06/04/2012 00:00,,CUMPLIMIENTO,60494.96,
185,89,2,88108575,07/04/2011 00:00,07/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,07/04/2012 00:00,,CUMPLIMIENTO,340798.47,
186,89,1,88108574,07/04/2011 00:00,07/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,07/04/2012 00:00,,30% ANTICIPO,1022395.42,
187,78,2,88108441,07/04/2011 00:00,07/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,07/04/2012 00:00,,CUMPLIMIENTO,140112.95,
188,78,1,88108440,07/04/2011 00:00,07/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,07/04/2012 00:00,,30% ANTICIPO,420338.85,
189,78,2,1124698,04/10/2011 00:00,04/10/2011 00:00,PRIMERO FIANZAS S.A. DE C.V.,04/10/2012 00:00,,CUMPLIMIENTO AMP,161518.74,
190,78,1,1124700,04/10/2011 00:00,04/10/2011 00:00,PRIMERO FIANZAS S.A. DE C.V.,04/10/2012 00:00,,30% ANTICIPO AMP,484556.23,
191,66,2,1331247,11/04/2011 00:00,11/04/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",11/04/2012 00:00,,CUMPLIMIENTO,175942.42,
192,66,1,1331228,11/04/2011 00:00,11/04/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",11/04/2012 00:00,,30% ANTICIPO,527827.26,
193,90,2,88108617,11/04/2011 00:00,11/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,11/04/2012 00:00,,CUMPLIMIENTO,116827.8,
194,90,1,88108615,11/04/2011 00:00,11/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,11/04/2012 00:00,,30% ANTICIPO,350483.41,
195,142,2,88108637,11/04/2011 00:00,11/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,11/04/2012 00:00,,CUMPLIMIENTO,212490.01,
196,142,1,88108636,11/04/2011 00:00,11/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,11/04/2012 00:00,,30% ANTICIPO,637470.06,
197,143,2,8.81086E+16,11/04/2011 00:00,11/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,11/04/2012 00:00,,CUMPLIMIENTO,191611.19,
198,143,1,8.81086E+16,11/04/2011 00:00,11/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,11/04/2012 00:00,,ANTIC 30%,574833.58,
199,99,1,1230271,11/04/2011 00:00,11/04/2011 00:00,"FIANZAS MONTERREY, S.A.",11/04/2012 00:00,,30% ANTICIPO,413856.85,
200,99,2,1230264,11/04/2011 00:00,11/04/2011 00:00,"FIANZAS MONTERREY, S.A.",11/04/2012 00:00,,CUMPLIMIENTO,137952.28,
201,91,1,1056355,11/04/2011 00:00,11/04/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",11/04/2012 00:00,,30% ANTICIPO,427112.46,
202,91,2,1056354,11/04/2011 00:00,11/04/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",11/04/2012 00:00,,CUMPLIMIENTO,142370.81,
203,92,1,88108596,12/04/2011 00:00,12/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,12/04/2012 00:00,,30% ANTICIPO,713891.73,
204,92,2,881086,12/04/2011 00:00,12/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,12/04/2012 00:00,,CUMPLIMIENTO,237963.91,
205,141,2,88109404,11/04/2011 00:00,11/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,11/04/2012 00:00,,CUMPLIMIENTO,233943.54,
206,98,2,88108701,11/04/2011 00:00,11/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,11/04/2012 00:00,,CUMPLIMIENTO,69453.81,
207,98,1,88108703,11/04/2011 00:00,11/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,11/04/2012 00:00,,30% ANTICIPO,208361.45,
208,144,2,8.81086E+16,11/04/2011 00:00,11/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,11/04/2012 00:00,,CUMPLIMIENTO,186294.92,
209,144,1,8.81086E+16,11/04/2011 00:00,11/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,11/04/2012 00:00,,ANTICIPO 30%,558884.78,
210,105,1,1331834,11/04/2011 00:00,11/04/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",11/04/2012 00:00,,30% ANTICIPO,212016.13,
211,105,2,1331841,11/04/2011 00:00,11/04/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",11/04/2012 00:00,,CUMPLIMIENTO,70672.04,
212,104,2,3277-000298-6,11/04/2011 00:00,11/04/2011 00:00,"AFIANZADORA ASERTA, S.A. DE CV",11/04/2012 00:00,,CUMPLIMIENTO,99418.27,
213,104,1,3277-00297-5,11/04/2011 00:00,11/04/2011 00:00,"AFIANZADORA ASERTA, S.A. DE CV",11/04/2012 00:00,,30% ANTICIPO,298254.62,
214,104,2,3277002986 AMP,03/10/2011 00:00,03/10/2011 00:00,AFIANZADORA ASERTA S.A. DE C.V,03/10/2012 00:00,,CUMPLIMIENTO,24670.99,
215,106,2,III-418609-RC,11/04/2011 00:00,11/04/2011 00:00,"FIANZAS ATLAS, S.A.",11/04/2012 00:00,,CUMPLIMIENTO,21875.45,
216,106,1,III-418610-RC,11/04/2011 00:00,11/04/2011 00:00,"FIANZAS ATLAS, S.A.",11/04/2012 00:00,,30% ANTICIPO,65626.36,
217,93,2,88108888,12/04/2011 00:00,12/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,12/04/2012 00:00,,CUMPLIMIENTO,35423.81,
218,103,1,3270-00849-9,14/04/2011 00:00,14/04/2011 00:00,"AFIANZADORA ASERTA, S.A. DE C.",14/04/2012 00:00,,30% ANTICIPO,2569049.1,
219,103,2,3270-00850-5,14/04/2011 00:00,14/04/2011 00:00,"AFIANZADORA ASERTA, S.A. DE C.",14/04/2012 00:00,,CUMPLIMIENTO,856349.69,
220,145,2,000289AV0011,15/04/2011 00:00,15/04/2011 00:00,"FIANZAS DORAMA, S.A",15/04/2012 00:00,,CUMPLIMIENTO,530917.4,
221,145,1,000290AV0011,15/04/2011 00:00,15/04/2011 00:00,"FIANZAS DORAMA, S.A",15/04/2012 00:00,,ANTICIPO 30%,1592752.21,
222,145,2,303741,17/10/2011 00:00,17/10/2011 00:00,FIANZAS DORAMA,17/10/2012 00:00,,CUMPLIMIENTO AMP,101224.07,
223,130,2,1232478,15/04/2011 00:00,15/04/2011 00:00,"FIANZAS MONTERREY, S.A.",15/04/2012 00:00,,CUMPLIMIENTO,111421.77,
224,130,1,1232472,15/04/2011 00:00,15/04/2011 00:00,"FIANZAS MONTERREY, S.A.",15/04/2012 00:00,,30% ANTICIPO,334265.33,
225,113,2,88109420,14/04/2011 00:00,14/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,14/04/2012 00:00,,CUMPLIMIENTO,60249.09,
226,113,1,88109422,14/04/2011 00:00,14/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,14/04/2012 00:00,,30% ANTICIPO,180747.27,
227,107,1,88109119,14/04/2011 00:00,14/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,14/04/2012 00:00,,30% ANTICIPO,227570.29,
228,107,2,8810918,14/04/2011 00:00,14/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,14/04/2012 00:00,,CUMPLIMIENTO,75856.76,
229,146,1,1333322,15/04/2011 00:00,15/04/2011 00:00,"AFIANZADORA SOFIMEX, S.A. DE C",15/04/2012 00:00,,ANTICIPO 30%,724008.48,
230,146,2,1333334,15/04/2011 00:00,15/04/2011 00:00,"AFIANZADORA SOFIMEX, S.A. DE C",15/04/2012 00:00,,CUMPLIMIENTO,241336.16,
231,183,2,88109105,15/04/2011 00:00,15/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,15/04/2012 00:00,,CUMPLIMIENTO,202308.22,
232,183,1,88109109,15/04/2011 00:00,15/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,15/04/2012 00:00,,30% ANTICIPO,606924.68,
233,108,1,4081-00279-3,15/04/2011 00:00,15/04/2011 00:00,"AFIANZADORA ASERTA, S.A. DE C.",15/04/2012 00:00,,30% ANTICIPO,205553.46,
234,108,2,4081-00278-0,15/04/2011 00:00,15/04/2011 00:00,"AFIANZADORA ASERTA, S.A. DE C.",15/04/2012 00:00,,CUMPLIMIENTO,616660.39,
235,185,1,1332903,15/04/2011 00:00,15/04/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",15/04/2012 00:00,,30% ANTICIPO,132092.57,
236,131,2,88109444,26/04/2011 00:00,26/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,26/04/2012 00:00,,CUMPLIMIENTO,105029.12,
237,131,1,88109446,26/04/2011 00:00,26/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,26/04/2012 00:00,,30% ANTICIPO,315087.35,
238,131,2,88109444-AMPLIACION,06/06/2011 00:00,06/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,06/06/2012 00:00,,CUMPLIMIENTO,149517.1,
239,110,2,1233093,28/04/2011 00:00,28/04/2011 00:00,"FIANZAS MONTERREY, S.A.",28/04/2012 00:00,,CUMPLIMIENTO,196834.99,
240,110,1,1233095,28/04/2011 00:00,28/04/2011 00:00,"FIANZAS MONTERREY, S.A.",28/04/2012 00:00,,30% ANTICIPO,590504.99,
241,161,2,88109947,04/05/2011 00:00,04/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,04/05/2012 00:00,,CUMPLIMIENTO,41499.64,
242,161,1,88109944,04/05/2011 00:00,04/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,04/05/2012 00:00,,30% ANTICIPO,124498.93,
243,114,2,1339284,28/04/2011 00:00,28/04/2011 00:00,"AFIANZADORA SOFIMEX, SA",28/04/2012 00:00,,CUMPLIMIENTO,85544.16,
244,114,1,1339279,28/04/2011 00:00,28/04/2011 00:00,"AFIANZADORA SOFIMEX, SA",28/04/2012 00:00,,30% ANTICIPO,256632.47,
245,125,2,1337195,02/05/2011 00:00,02/05/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",02/05/2012 00:00,,CUMPLIMIENTO,66183.45,
246,125,1,1337158,02/05/2011 00:00,02/05/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",02/05/2012 00:00,,30% ANTICIPO,198550.37,
247,119,2,88109894,03/05/2011 00:00,03/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,03/05/2012 00:00,,CUMPLIMIENTO,69579.36,
248,119,1,88109893,03/05/2011 00:00,03/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,03/05/2012 00:00,,30% ANTICIPO,208738.08,
249,127,1,1336556,28/04/2011 00:00,28/04/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",28/04/2012 00:00,,30% ANTICIPO,226823.29,
250,127,2,1336563,28/04/2011 00:00,28/04/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",28/04/2012 00:00,,CUMPLIMIENTO,75607.76,
251,115,2,969810,28/04/2011 00:00,28/04/2011 00:00,"FIANZAS DORAMA, S.A.",28/04/2012 00:00,,CUMPLIMIENTO,30282.63,
252,115,1,636506,28/04/2011 00:00,28/04/2011 00:00,"FIANZAS DORAMA, S.A.",28/04/2012 00:00,,30% ANTICIPO,90847.89,
253,112,2,88109888,29/04/2011 00:00,29/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,29/04/2012 00:00,,CUMPLIMIENTO,24335.28,
254,123,2,88109794,29/04/2011 00:00,29/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,29/04/2012 00:00,,CUMPLIMIENTO,30947.19,
255,123,1,88109795,29/04/2011 00:00,29/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,29/04/2012 00:00,,30% ANTICIPO,92841.58,
256,122,1,88109834,29/04/2011 00:00,29/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,29/04/2012 00:00,,30% ANTICIPO,110919.96,
257,122,2,88109833,29/04/2011 00:00,29/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,29/04/2012 00:00,,CUMPLIMIENTO,36973.32,
258,121,1,88109723,02/05/2011 00:00,02/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,02/05/2012 00:00,,30% ANTICIPO,77218.64,
259,121,2,88109726,02/05/2011 00:00,02/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,02/05/2012 00:00,,CUMPLIMIENTO,25739.54,
260,155,2,8.811E+16,29/04/2011 00:00,29/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,29/04/2012 00:00,,CUMPLIMIENTO,49226.55,
261,152,1,8.81103E+16,29/04/2011 00:00,29/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,29/04/2012 00:00,,ANTICIPO 30%,74314.1,
262,152,2,8.81103E+16,29/04/2011 00:00,29/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,29/04/2012 00:00,,CUMPLIMIENTO,24771.36,
263,151,2,1233844,29/04/2011 00:00,29/04/2011 00:00,"FIANZAS MONTERREY, S.A DE C.V.",29/04/2012 00:00,,CUMPLIMIENTO,40718.78,
264,151,1,1233840,29/04/2011 00:00,29/04/2011 00:00,"FIANZAS MONTERREY, S.A DE C.V.",29/04/2012 00:00,,ANTICIPO 30%,122156.33,
265,120,1,88109871,29/04/2011 00:00,29/04/2011 00:00,CHUBB DEMEXICO COMPAÑIA AFIANZ,29/04/2012 00:00,,30% ANTICIPO,702888.6,
266,120,2,88109870,29/04/2011 00:00,29/04/2011 00:00,CHUBB DEMEXICO COMPAÑIA AFIANZ,29/04/2012 00:00,,CUMPLIMIENTO,234296.2,
267,124,1,4081-00289-4,29/04/2011 00:00,29/04/2011 00:00,"AFIANZADORA ASERTA, S.A. DE C.",29/04/2012 00:00,,30% ANTICIPO,2653845.3,
268,124,2,4081-00288-5,29/04/2011 00:00,29/04/2011 00:00,"AFIANZADORA ASERTA, S.A. DE C.",29/04/2012 00:00,,CUMPLIMIENTO,884615.1,
269,118,1,88109826,29/04/2011 00:00,29/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,29/04/2012 00:00,,30% ANTICIPO,2441651,
270,118,2,88109829,29/04/2011 00:00,29/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,29/04/2012 00:00,,CUMPLIMIENTO,813883.67,
271,118,2,88132026,30/01/2012 00:00,30/01/2012 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,30/01/2013 00:00,,CUMPLIMIENTO AMP,383254.72,
272,118,1,88132028,30/01/2012 00:00,30/01/2012 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,30/01/2013 00:00,,30% ANTICIPO AMP,1149764.18,
273,184,2,1234624,29/04/2011 00:00,29/04/2011 00:00,"FIANZAS MONTERREY, S.A.",29/04/2012 00:00,,CUMPLIMIENTO,20404.57,
274,153,1,8.81098E+16,29/04/2011 00:00,29/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,29/04/2012 00:00,,ANTICIPO 30%,127947.08,
275,153,2,8.81098E+16,29/04/2011 00:00,29/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,29/04/2012 00:00,,CUMPLIMIENTO,42649.02,
276,126,1,88110033,29/04/2011 00:00,29/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,29/04/2012 00:00,,30% ANTICIPO,105626,
277,126,2,88110031,29/04/2011 00:00,29/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,29/04/2012 00:00,,CUMPLIMIENTO,35208.67,
278,187,2,88110098,29/04/2011 00:00,29/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,29/04/2012 00:00,,CUMPLIMIENTO DE OBRA,30880.95,
279,187,1,88110212,29/04/2011 00:00,29/04/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,29/04/2012 00:00,,30% ANTICIPO,92642.85,
280,111,1,88110214,06/05/2011 00:00,06/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,06/05/2012 00:00,,30% ANTICIPO,2385569.54,
281,111,2,88110210,06/05/2011 00:00,06/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,06/05/2012 00:00,,CUMPLIMIENTO,795189.85,
282,111,2,88110210  AMP,30/12/2011 00:00,30/12/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,30/12/2012 00:00,,CUMPLIMIENTO AMP,290446.44,
283,111,1,88110214 AMP,30/12/2011 00:00,30/12/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,30/12/2012 00:00,,30% ANTICIPO,871339.34,
284,111,2,88110210  AMP2,08/02/2012 00:00,08/02/2012 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,08/02/2013 00:00,,CUMPLIMIENTO,119968.8,
285,111,1,88110214 AMP2,08/02/2012 00:00,08/02/2012 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,08/02/2013 00:00,,30% ANTICIPO,359906.39,
286,117,1,88110207,06/05/2011 00:00,06/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,06/05/2012 00:00,,30% ANTICIPO,3277979.83,
287,117,2,88110206,06/05/2011 00:00,06/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,06/05/2012 00:00,,CUMPLIMIENTO,1092659.94,
288,133,2,4081-00294-8,06/05/2011 00:00,06/05/2011 00:00,"AFIANZADORA ASERTA, S.A. DE C.",06/05/2012 00:00,,CUMPLIMIENTO,616079.37,
289,133,1,4081-00293-3,06/05/2011 00:00,06/05/2011 00:00,"AFIANZADORA ASERTA, S.A. DE C.",06/05/2012 00:00,,30% ANTICIPO,1848238.13,
290,133,2,4081-00294-8 AMP,21/12/2011 00:00,21/12/2011 00:00,"AFIANZADORA ASERTA, S.A. DE C.",21/12/2012 00:00,,CUMPLIMIENTO,797282.81,
291,133,1,4081-00293-3 AMP,21/12/2011 00:00,21/12/2011 00:00,"AFIANZADORA ASERTA, S.A. DE C.",21/12/2012 00:00,,30% ANTICIPO,2391848.45,
292,135,2,88110286,10/05/2011 00:00,10/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,10/05/2012 00:00,,CUMPLIMIENTO,48934.23,
293,135,1,88110284,10/05/2011 00:00,10/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,10/05/2012 00:00,,30% ANTICIPO,146802.69,
294,132,2,1066651-0000,06/05/2011 00:00,06/05/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",06/05/2012 00:00,,CUMPLIMIENTO,117241.67,
295,132,1,1066652-0000,06/05/2011 00:00,06/05/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",06/05/2012 00:00,,30% ANTICIPO,351725.04,
296,162,2,88110608,09/05/2011 00:00,09/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,09/05/2012 00:00,,CUMPLIMIENTO,40600,
297,162,1,88110610,09/05/2011 00:00,09/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,09/05/2012 00:00,,30% ANTICIPO,121800,
298,136,1,1235778,11/05/2011 00:00,11/05/2011 00:00,"FIANZAS MONTERREY, S.A.",11/05/2012 00:00,,30% ANTICIPO,445456.29,
299,136,2,1235771,11/05/2011 00:00,11/05/2011 00:00,"FIANZAS MONTERREY, S.A.",11/05/2012 00:00,,CUMPLIMIENTO,148485.43,
300,134,2,88110559,11/05/2011 00:00,11/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,11/05/2012 00:00,,CUMPLIMIENTO,117306.15,
301,134,1,88110558,11/05/2011 00:00,11/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,11/05/2012 00:00,,30% ANTICIPO,351918.46,
302,134,2,88110559 AMP,09/09/2011 00:00,09/09/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,09/09/2012 00:00,,CUMPLIMIENTO AMP,24288.86,
303,138,2,88110454,11/05/2011 00:00,11/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,11/05/2012 00:00,,CUMPLIMIENTO,51208.81,
304,138,1,88110455,11/05/2011 00:00,11/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,11/05/2012 00:00,,30% ANTICIPO,153626.44,
305,150,2,1342510,12/05/2011 00:00,12/05/2011 00:00,"AFIANZADORA SOFIMEX, S.A",12/05/2012 00:00,,CUMPLIMIENTO,139778.57,
306,150,1,1342500,12/05/2011 00:00,12/05/2011 00:00,"AFIANZADORA SOFIMEX, S.A",12/05/2012 00:00,,ANTICIPO 30%,419335.71,
307,148,1,1342529,12/05/2011 00:00,12/05/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",12/05/2012 00:00,,ANTICIPO 30%,286226.54,
308,148,2,1342540,12/05/2011 00:00,12/05/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",12/05/2012 00:00,,CUMPLIMIENTO,95408.85,
309,149,1,1342571,12/05/2011 00:00,12/05/2011 00:00,"AFIANZADORA SOFIMES, S.A.",12/05/2012 00:00,,ANTICIPO 30%,418996.85,
310,149,2,1342903,12/05/2011 00:00,12/05/2011 00:00,"AFIANZADORA SOFIMES, S.A.",12/05/2012 00:00,,CUMPLIMIENTO,139665.62,
311,163,2,1342628,12/05/2011 00:00,12/05/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",12/05/2012 00:00,,CUMPLIMIENTO,132157.47,
312,163,1,1342613,12/05/2011 00:00,12/05/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",12/05/2012 00:00,,30% ANTICIPO,396472.4,
313,137,1,1237022,17/05/2011 00:00,17/05/2011 00:00,"FIANZAS MONTERREY, S.A.",17/05/2012 00:00,,30% ANTICIPO,330264.89,
314,137,2,1237024,17/05/2011 00:00,17/05/2011 00:00,"FIANZAS MONTERREY, S.A.",17/05/2012 00:00,,CUMPLIMIENTO,110088.3,
315,159,2,1343158,16/05/2011 00:00,16/05/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",16/05/2012 00:00,,cumplimiento,82244.54,
316,159,1,1343150,16/05/2011 00:00,16/05/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",16/05/2012 00:00,,30% ANTICIPO,246733.61,
317,164,2,1238434,20/05/2011 00:00,20/05/2011 00:00,"FIANZAS MONTERREY, S.A.",20/05/2012 00:00,,CUMPLIMIENTO,85951.99,
318,164,1,1238431,20/05/2011 00:00,20/05/2011 00:00,"FIANZAS MONTERREY, S.A.",20/05/2012 00:00,,30% ANTICIPO,257855.98,
319,147,1,8.81109E+16,16/05/2011 00:00,16/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,16/05/2012 00:00,,ANTICIPO 30%,471952.42,
320,147,2,8.81109E+16,16/05/2011 00:00,16/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,16/05/2012 00:00,,CUMPLIMIENTO,157317.47,
321,156,1,88110967,20/05/2011 00:00,20/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,20/05/2012 00:00,,30% ANTICIPO,158241.42,
