Id_Contrato_Fianza,Id_Contrato,Id_Fianza,Numero_Fianza,Fecha_Emision,Fecha_Recepcion,Nombre_Afianzadora,Fecha_Liberacion,Id_Contrato_Ampliacion,Descripcion_Fianza,Importe_Fianza,Observaciones_Fianza
322,156,2,88110969,20/05/2011 00:00,20/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,20/05/2012 00:00,,CUMPLIMMIENTO,52747.14,
323,165,2,1066672,20/05/2011 00:00,20/05/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",20/05/2012 00:00,,CUMPLIMIENTO,317312.14,
324,165,2,1066672,20/05/2011 00:00,20/05/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",20/05/2012 00:00,,CUMPLIMIENTO,37312.14,
325,157,1,1238773,20/05/2011 00:00,20/05/2011 00:00,"FIANZAS MONTERREY, S.A.",20/05/2012 00:00,,30% ANTICIPO,493214.61,
326,157,2,1238774,20/05/2011 00:00,20/05/2011 00:00,"FIANZAS MONTERREY, S.A.",20/05/2012 00:00,,CUMPLIMIENTO,164404.87,
327,158,2,1238767,20/05/2011 00:00,20/05/2011 00:00,"FIANZAS MONTERREY, S.A.",20/05/2012 00:00,,CUMPLIMIENTO,174483.27,
328,158,1,1238770,20/05/2011 00:00,20/05/2011 00:00,"FIANZAS MONTERREY, S.A.",20/05/2012 00:00,,30% ANTICIPO,523449.81,
329,160,1,88111253,24/05/2011 00:00,24/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,24/05/2012 00:00,,50% ANTICIPO,1238280.56,
330,160,2,1343931,24/05/2011 00:00,24/05/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",24/05/2012 00:00,,CUMPLIMIENTO,247656.11,
331,186,1,1023716,25/05/2011 00:00,25/05/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",25/05/2012 00:00,,30% ANTICIPO,730809.23,
332,186,2,1023717,25/05/2011 00:00,25/05/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",25/05/2012 00:00,,CUMPLIMIENTO,243603.07,
333,202,1,88111373,25/05/2011 00:00,25/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,25/05/2012 00:00,,30% ANTICIPO,807000,
334,202,2,88111371,25/05/2011 00:00,25/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,25/05/2012 00:00,,CUMPLIMIENTO,269000,
335,202,2,88111371 AMP,10/11/2011 00:00,10/11/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,10/11/2012 00:00,,CUMPLIMIENTO,31000,
336,167,1,88111427,27/05/2011 00:00,27/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,27/05/2012 00:00,,30% ANTICIPO,585627.02,
337,167,2,88111428,27/05/2011 00:00,27/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,27/05/2012 00:00,,CUMPLIMIENTO,195209,
338,167,2,88111428 AMP,21/12/2011 00:00,21/12/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,21/12/2012 00:00,,CUMPLIMIENTO,19992.23,
339,177,2,1239764,25/05/2011 00:00,25/05/2011 00:00,"FIANZAS MONTERREY, S.A.",25/05/2012 00:00,,CUMPLIMIENTO,123681.18,
340,177,1,1239766,25/05/2011 00:00,25/05/2011 00:00,"FIANZAS MONTERREY, S.A.",25/05/2012 00:00,,30% ANTICIPO,371043.55,
341,175,2,88111605,27/05/2011 00:00,27/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,27/05/2012 00:00,,CUMPLIMIENTO,217669.15,
342,175,1,88111607,27/05/2011 00:00,27/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,27/05/2012 00:00,,30% ANTICIPO,526340.67,
343,176,2,1345271,27/05/2011 00:00,27/05/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",27/05/2012 00:00,,CUMPLIMIENTO,84697.86,
344,176,1,1345263,27/05/2011 00:00,27/05/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",27/05/2012 00:00,,30% ANTICIPO,254093.57,
345,174,1,88111512,30/05/2011 00:00,30/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,30/05/2012 00:00,,30% ANTICIPO,284053.29,
346,174,2,55111513,30/05/2011 00:00,30/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,30/05/2012 00:00,,CUMPLIMIENTO,94684.42,
347,166,2,1345154,25/05/2011 00:00,25/05/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",25/05/2012 00:00,,CUMPLIMIENTO,46747.72,
348,166,1,1345152,25/05/2011 00:00,25/05/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",25/05/2012 00:00,,30% ANTICIPO,140243.17,
349,188,2,88112122,30/05/2011 00:00,30/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,30/05/2012 00:00,,CUMPLIMIENTO,56602.86,
350,188,1,88112119,30/05/2011 00:00,30/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,30/05/2012 00:00,,30% ANTICIPO,169808.59,
351,182,2,10031-00264-9,30/05/2011 00:00,30/05/2011 00:00,"AFIANZADORA INSURGENTES, SA. D",30/05/2012 00:00,,CUMPLIMIENTO,201284.39,
352,182,1,10031-00265-8,30/05/2011 00:00,30/05/2011 00:00,"AFIANZADORA INSURGENTES, SA. D",30/05/2012 00:00,,30% ANTICIPO,603853.16,
353,171,1,88111702,30/05/2011 00:00,30/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,30/05/2012 00:00,,30% ANTICIPO,296972.09,
354,171,2,88111701,30/05/2011 00:00,30/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,30/05/2012 00:00,,CUMPLIMIENTO,98990.69,
355,193,1,88111702,30/05/2011 00:00,30/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,30/05/2012 00:00,,30% ANTICIPO,296972.09,
356,193,2,88111701,30/05/2011 00:00,30/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,30/05/2012 00:00,,CUMPLIMIENTO,98990.69,
357,180,2,88111615,30/05/2011 00:00,30/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,30/05/2012 00:00,,CUMPLIMIENTO,56169.15,
358,180,1,88111614,30/05/2011 00:00,30/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,30/05/2012 00:00,,30% ANTICIPO,168507.45,
359,181,2,88111612,30/05/2011 00:00,30/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,30/05/2012 00:00,,CUMPLIMIENTO,54298.92,
360,181,1,88111610,30/05/2011 00:00,30/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,30/05/2012 00:00,,30% ANTICIPO,162896.78,
361,189,1,88111616,30/05/2011 00:00,30/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,30/05/2012 00:00,,30% ANTICIPO,381617.86,
362,189,2,88111617,30/05/2011 00:00,30/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,30/05/2012 00:00,,CUMPLIMIENTO,127205.95,
363,172,1,1241450,30/05/2011 00:00,30/05/2011 00:00,"FIANZAS MONTERREY, S.A.",30/05/2012 00:00,,30% ANTICIPO,497178.12,
364,172,2,1241453,30/05/2011 00:00,30/05/2011 00:00,"FIANZAS MONTERREY, S.A.",30/05/2012 00:00,,CUMPLIMIENTO,165726.04,
365,213,2,88112238,30/05/2011 00:00,30/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,30/05/2012 00:00,,CUMPLIMIENTO,22992.6,
366,213,1,88112239,30/05/2011 00:00,30/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,30/05/2012 00:00,,30% ANTICIPO,68997.79,
367,191,1,88112102,31/05/2011 00:00,31/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,31/05/2012 00:00,,30% ANTICIPO,343266.24,
368,191,2,88112101,31/05/2011 00:00,31/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,31/05/2012 00:00,,CUMPLIMIENTO,114422.08,
369,192,2,88112070,31/05/2011 00:00,31/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,31/05/2012 00:00,,CUMPLIMIENTO,50972.18,
370,192,1,88112076,31/05/2011 00:00,31/05/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,31/05/2012 00:00,,30% ANTICIPO,152916.54,
371,194,2,1023719,31/05/2011 00:00,31/05/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",31/05/2012 00:00,,CUMPLIMIENTO,103482.41,
372,194,1,1023718,31/05/2011 00:00,31/05/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",31/05/2012 00:00,,30% ANTICIPO,310447.25,
373,210,2,1066701,30/05/2011 00:00,30/05/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",30/05/2012 00:00,,CUMPLIMIENTO,22518.97,
374,173,1,88111819,01/06/2011 00:00,01/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,01/06/2012 00:00,,30% ANTICIPO,173733.17,
375,173,2,88111818,01/06/2011 00:00,01/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,01/06/2012 00:00,,CUMPLIMIENTO,57911.06,
376,201,1,1245265,03/06/2011 00:00,03/06/2011 00:00,"FIANZAS MONTERREY, S.A. DE C.V",03/06/2012 00:00,,30% ANTICIPO,148156.79,
377,201,2,1245268,03/06/2011 00:00,03/06/2011 00:00,"FIANZAS MONTERREY, S.A. DE C.V",03/06/2012 00:00,,CUMPLIMIENTO,49385.6,
378,201,2,1263052-AMP,17/08/2011 00:00,17/08/2011 00:00,"FIANZAS MONTERREY, S.A.",17/08/2012 00:00,,CUMPLIMIENTO,20830.53,
379,190,2,1349615,02/06/2011 00:00,02/06/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",02/06/2012 00:00,,CUMPLIMIENTO,57577.8,
380,190,1,1349608,02/06/2011 00:00,02/06/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",02/06/2012 00:00,,30% ANTICIPO,172733.39,
381,199,2,1351861,10/06/2011 00:00,10/06/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",10/06/2012 00:00,,CUMPLIMIENTO,475863.41,
382,199,1,1351861,10/06/2011 00:00,10/06/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",10/06/2012 00:00,,30% ANTICIPO,475863.41,
383,197,1,10031-00274-2,07/06/2011 00:00,07/06/2011 00:00,"AFIANZADORA INSURGENTES, S.A.",07/06/2012 00:00,,30% ANTICIPO,477730.21,
384,197,2,10031-00273-5,07/06/2011 00:00,07/06/2011 00:00,"AFIANZADORA INSURGENTES, S.A.",07/06/2012 00:00,,CUMPLIMIENTO,159243.4,
385,198,2,1243348,07/06/2011 00:00,07/06/2011 00:00,"FIANZAS MONTERREY, S.A.",07/06/2012 00:00,,CUMPLIMIENTO,241222.56,
386,198,1,1243350,07/06/2011 00:00,07/06/2011 00:00,"FIANZAS MONTERREY, S.A.",07/06/2012 00:00,,50% ANTICIPO,1206112.8,
387,204,1,1066725-000,07/06/2011 00:00,07/06/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",07/06/2012 00:00,,30% ANTICIPO,780924.92,
388,204,2,1066724-000,07/06/2011 00:00,07/06/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",07/06/2012 00:00,,CUMPLIMIENTO,260308.3,
389,204,2,1135469,09/12/2011 00:00,09/12/2011 00:00,PRIMERO FIANZAS S.A. DE C.V.,09/12/2012 00:00,,CUMPLIMIENTO AMP,161863.82,
390,204,1,1135471,09/12/2011 00:00,09/12/2011 00:00,PRIMERO FIANZAS S.A. DE C.V.,09/12/2012 00:00,,30% ANTICIPO AMP,485591.47,
391,206,1,88112575,10/06/2011 00:00,10/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,10/06/2012 00:00,,30% ANTICIPO,238304.83,
392,205,1,1066683,13/06/2011 00:00,13/06/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",13/06/2012 00:00,,30% ANTICIPO,790045.61,
393,205,2,1066684,13/06/2011 00:00,13/06/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",13/06/2012 00:00,,CUMPLIMIENTO,263348.54,
394,203,1,4081-00323-3,13/06/2011 00:00,13/06/2011 00:00,"AFIANZADORA ASERTA, S.A. DE C.",13/06/2012 00:00,,30% ANTICIPO,1100434.33,
395,203,2,4081-00322-0,13/06/2011 00:00,13/06/2011 00:00,"AFIANZADORA ASERTA, S.A. DE C.",13/06/2012 00:00,,CUMPLIMIENTO,366811.44,
396,207,2,1244598,13/06/2011 00:00,13/06/2011 00:00,"FIANZAS MONTERREY, S.A.",13/06/2012 00:00,,CUMPLIMIENTO,126084.34,
397,207,1,1244601,13/06/2011 00:00,13/06/2011 00:00,"FIANZAS MONTERREY, S.A.",13/06/2012 00:00,,30% ANTICIPO,378253.04,
398,214,2,88112652,13/06/2011 00:00,13/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,13/06/2012 00:00,,CUMPLIMIENTO,212428.77,
399,214,1,88112650,13/06/2011 00:00,13/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,13/06/2012 00:00,,30% ANTICIPO,637286.33,
400,212,1,88112801,10/06/2011 00:00,10/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,10/06/2012 00:00,,30% ANTICIPO,113835.52,
401,212,2,881128,10/06/2011 00:00,10/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,10/06/2012 00:00,,CUMPLIMIENTO,37945.17,
402,219,1,88112801,10/06/2011 00:00,10/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,10/06/2012 00:00,,30% ANTICIPO,113835.52,
403,219,2,881128,10/06/2011 00:00,10/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,10/06/2012 00:00,,CUMPLIMIENTO,37945.17,
404,220,1,88112801,10/06/2011 00:00,10/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,10/06/2012 00:00,,30% ANTICIPO,113835.52,
405,220,2,88112800,10/06/2011 00:00,10/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,10/06/2012 00:00,,CUMPLIMIENTO,37945.17,
406,221,1,88112801,10/06/2011 00:00,10/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,10/06/2012 00:00,,30% ANTICIPO,113835.52,
407,221,2,88112800,10/06/2011 00:00,10/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,10/06/2012 00:00,,CUMPLIMIENTO,37945.17,
408,209,2,1245278,10/06/2011 00:00,10/06/2011 00:00,"FIANZAS MONTERREY, S.A.",10/06/2012 00:00,,CUMPLIMIENTO,244511.96,
409,208,1,88113172,17/06/2011 00:00,17/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,17/06/2012 00:00,,30% ANTICIPO,154994.65,
410,208,2,88113174,17/06/2011 00:00,17/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,17/06/2012 00:00,,CUMPLIMIENTO,51664.88,
411,216,1,1355551,21/06/2011 00:00,21/06/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",21/06/2012 00:00,,30% ANTICIPO,259132.05,
412,216,2,1355555,21/06/2011 00:00,21/06/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",21/06/2012 00:00,,CUMPLIMIENTO,86377.35,
413,217,1,1247935,23/06/2011 00:00,23/06/2011 00:00,"FIANZAS MONTERREY, S.A.",23/06/2012 00:00,,30% ANTICIPO,357576.57,
414,217,2,1247934,23/06/2011 00:00,23/06/2011 00:00,"FIANZAS MONTERREY, S.A.",23/06/2012 00:00,,CUMPLIMIENTO,119192.18,
415,218,2,88113463,23/06/2011 00:00,23/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,23/06/2012 00:00,,CUMPLIMIENTO,171628.64,
416,218,1,88113460,23/06/2011 00:00,23/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,23/06/2012 00:00,,30% ANTICIPO,514885.93,
417,225,2,88113458,23/06/2011 00:00,23/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,23/06/2012 00:00,,CUMPLIMIENTO,133826.78,
418,225,1,88113455,23/06/2011 00:00,23/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,23/06/2012 00:00,,30% ANTICIPO,401480.34,
419,222,1,1359529,27/06/2011 00:00,27/06/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",27/06/2012 00:00,,30% ANTICIPO,669099.84,
420,222,2,1359597,27/06/2011 00:00,27/06/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",27/06/2012 00:00,,CUMPLIMIENTO,223033.27,
421,226,2,88113666,27/06/2011 00:00,27/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,27/06/2012 00:00,,CUMPLIMIENTO,329670.66,
422,226,1,88113665,27/06/2011 00:00,27/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,27/06/2012 00:00,,30% ANTICIPO,989012,
423,226,2,88113666 AMP,06/11/2011 00:00,06/11/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,06/11/2012 00:00,,CUMPLIMIENTO,39285.56,
424,227,2,88113782,27/06/2011 00:00,27/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,27/06/2012 00:00,,CUMPLIMIENTO,215845.34,
425,227,1,88113780,27/06/2011 00:00,27/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,27/06/2012 00:00,,30% ANTICIPO,647536.04,
426,227,2,88113782 AMP,06/11/2011 00:00,06/11/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,06/11/2012 00:00,,CUMPLIMIENTO,26245.76,
427,223,2,88114033,27/06/2011 00:00,27/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,27/06/2012 00:00,,CUMPLIMIENTO,774500,
428,223,1,88114037,27/06/2011 00:00,27/06/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,27/06/2012 00:00,,30% ANTICIPO,2323500,
429,223,2,88127241,02/12/2011 00:00,02/12/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,02/12/2012 00:00,,CUMPLIMIENTO AMP,400000.06,
430,223,1,88127538,02/12/2011 00:00,02/12/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,02/12/2012 00:00,,70% ANTICIPO AMP,2800000.45,
431,223,1,88129183,22/12/2011 00:00,22/12/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,22/12/2012 00:00,,70% ANT. 2DA AMPLIAC,1400000.17,
432,223,2,88129180,22/12/2011 00:00,22/12/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,22/12/2012 00:00,,CUMPLIMIENTO 2DA AMP,200000.02,
433,224,1,1356872,30/06/2011 00:00,30/06/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",30/06/2012 00:00,,30% ANTICIPO,593434.04,
434,224,2,1356824,30/06/2011 00:00,30/06/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",30/06/2012 00:00,,CUMPLIMIENTO,197811.34,
435,229,1,88114274,05/07/2011 00:00,05/07/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,05/07/2012 00:00,,30% ANTICIPO,87772.19,
436,229,2,88114275,05/07/2011 00:00,05/07/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,05/07/2012 00:00,,CUMPLIMIENTO,29257.39,
437,232,1,1091577,06/07/2011 00:00,06/07/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",06/07/2012 00:00,,30% ANTICIPO,204129.87,
438,232,2,1091576,06/07/2011 00:00,06/07/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",06/07/2012 00:00,,CUMPLIMIENTO,68043.29,
439,230,2,88114602,07/07/2011 00:00,07/07/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,07/07/2012 00:00,,CUMPLIMIENTO,32519.68,
440,230,1,88114606,07/07/2011 00:00,07/07/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,07/07/2012 00:00,,30% ANTICIPO,97559.03,
441,231,2,1066875,12/07/2011 00:00,12/07/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",12/07/2012 00:00,,CUMPLIMIENTO,98158.75,
442,231,1,1066874,12/07/2011 00:00,12/07/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",12/07/2012 00:00,,30% ANTICIPO,294476.25,
443,233,2,271047,12/07/2011 00:00,12/07/2011 00:00,"FIANZAS DORAMA, S.A.",12/07/2012 00:00,,CUMPLIMIENTO,25363.73,
444,233,1,271053,12/07/2011 00:00,12/07/2011 00:00,"FIANZAS DORAMA, S.A.",12/07/2012 00:00,,30% ANTICIPO,76091.2,
445,237,1,1257269,18/07/2011 00:00,18/07/2011 00:00,"FIANZAS MONTERREY, S.A.",18/07/2012 00:00,,30% ANTICIPO,84047.33,
446,237,2,1257274,18/07/2011 00:00,18/07/2011 00:00,"FIANZAS MONTERREY, S.A.",18/07/2012 00:00,,CUMPLIMIENTO,28015.77,
447,235,2,88108268,01/07/2011 00:00,01/07/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,01/07/2012 00:00,,CUMPLIMIENTO,122188.89,
448,235,1,88115574,01/07/2011 00:00,01/07/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,01/07/2012 00:00,,30% ANTICIPO,127824.82,
449,234,1,1086364,19/07/2011 00:00,19/07/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.}",19/07/2012 00:00,,30% ANTICIPO,68473.18,
450,234,2,1086365,19/07/2011 00:00,19/07/2011 00:00,"PRIMERO FIANZAS, S.A. DE C.V.}",19/07/2012 00:00,,CUMPLIMIENTO,22824.39,
451,351,2,1365408,19/07/2011 00:00,19/07/2011 00:00,AFIANZADORA SOFIMEX S.A.,19/07/2012 00:00,,CUMPLIMIENTO,200000,
452,351,1,1365405,19/07/2011 00:00,19/07/2011 00:00,AFIANZADORA SOFIMEX S.A.,19/07/2012 00:00,,30% ANTICIPO,600000,
453,236,2,1257732,28/07/2011 00:00,28/07/2011 00:00,"FIANZAS MONTERREY, S.A.",28/07/2012 00:00,,CUMPLIMIENTO,235492.15,
454,236,1,1257728,28/07/2011 00:00,28/07/2011 00:00,"FIANZAS MONTERREY, S.A.",28/07/2012 00:00,,30% ANTICIPO,706476.47,
455,239,1,1256924,27/07/2011 00:00,27/07/2011 00:00,"FIANZAS MONTERREY, S.A.",27/07/2012 00:00,,30% ANTICIPO,160336.81,
456,239,2,1256927,27/07/2011 00:00,27/07/2011 00:00,"FIANZAS MONTERREY, S.A.",27/07/2012 00:00,,CUMPLIMIENTO,53445.6,
457,240,1,88116775,28/07/2011 00:00,28/07/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,28/07/2012 00:00,,30% ANTICIPO,177972.03,
458,240,2,88116773,28/07/2011 00:00,28/07/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,28/07/2012 00:00,,CUMPLIMIENTO,59324.01,
459,241,1,1258989,29/07/2011 00:00,29/07/2011 00:00,"FIANZAS MONTERREY, S.A.",29/07/2012 00:00,,30% ANTICIPO,137605.24,
460,241,2,1258983,29/07/2011 00:00,29/07/2011 00:00,"FIANZAS MONTERREY, S.A.",29/07/2012 00:00,,CUMPLIMIENTO,45868.41,
461,242,1,88116890,01/08/2011 00:00,01/08/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,01/08/2012 00:00,,30% ANTICIPO,432023.69,
462,242,2,88116887,01/08/2011 00:00,01/08/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,01/08/2012 00:00,,CUMPLIMIENTO,144007.9,
463,243,2,4081-00364-6,01/08/2011 00:00,01/08/2011 00:00,"AFIANZADORA ASERTA, S.A. DE C.",01/08/2012 00:00,,CUMPLIMIENTO,59952.79,
464,243,1,4081-00365-1,01/08/2011 00:00,01/08/2011 00:00,"AFIANZADORA ASERTA, S.A. DE C.",01/08/2012 00:00,,30% ANTICIPO,179858.39,
465,248,1,88116346,01/08/2011 00:00,01/08/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,01/08/2012 00:00,,30% ANTICIPO,376936.47,
466,248,2,88116348,01/08/2011 00:00,01/08/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,01/08/2012 00:00,,CUMPLIMIENTO,125645.49,
467,249,1,88117039,01/08/2011 00:00,01/08/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,01/08/2012 00:00,,30% ANTICIPO,577396.29,
468,249,2,88117038,01/08/2011 00:00,01/08/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,01/08/2012 00:00,,CUMPLIMIENTO,192465.43,
469,250,1,1372840,03/08/2011 00:00,03/08/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",03/08/2012 00:00,,30% ANTICIPO,213846.51,
470,250,2,1372845,03/08/2011 00:00,03/08/2011 00:00,"AFIANZADORA SOFIMEX, S.A.",03/08/2012 00:00,,CUMPLIMIENTO,71282.17,
471,251,2,88117047,01/08/2011 00:00,01/08/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,01/08/2012 00:00,,CUMPLIMIENTO,66226.65,
472,251,1,88117048,01/08/2011 00:00,01/08/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,01/08/2012 00:00,,30% ANTICIPO,198679.94,
473,252,1,4081-00367-3,01/08/2011 00:00,01/08/2011 00:00,"AFIANZADORA ASERTA, S.A. DE C.",01/08/2012 00:00,,30% ANTICIPO,118794.45,
474,252,2,4081-00366-0,01/08/2011 00:00,01/08/2011 00:00,"AFIANZADORA ASERTA, S.A. DE C.",01/08/2012 00:00,,CUMPLIMIENTO,39598.15,
475,244,1,88116797,01/08/2011 00:00,01/08/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,01/08/2012 00:00,,30% ANTICIPO,1095154.38,
476,244,2,88116801,01/08/2011 00:00,01/08/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,01/08/2012 00:00,,CUMPLIMIENTO,365051.46,
477,244,2,88116801 AMP,18/11/2011 00:00,18/11/2011 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,18/11/2012 00:00,,CUMPLIMIENTO,63771.74,
478,300,2,1091720,01/08/2011 00:00,01/08/2011 00:00,PRIMERO FIANZAS S.A. DE C.V.,01/08/2012 00:00,,CUMPLIMIENTO,330143.63,
479,300,1,1091721,01/08/2011 00:00,01/08/2011 00:00,PRIMERO FIANZAS S.A. DE C.V.,01/08/2012 00:00,,30% ANTICIPO,990430.91,
480,301,2,1091720,01/08/2011 00:00,01/08/2011 00:00,PRIMERO FIANZAS S.A. DE C.V.,01/08/2012 00:00,,CUMPLIMIENTO,330143.63,
481,301,1,1091721,01/08/2011 00:00,01/08/2011 00:00,PRIMERO FIANZAS S.A. DE C.V.,01/08/2012 00:00,,30% ANTICIPO,990430.91,
482,302,2,1091720,01/08/2011 00:00,01/08/2011 00:00,PRIMERO FIANZAS S.A. DE C.V.,01/08/2012 00:00,,CUMPLIMIENTO,330143.63,
483,302,1,1091721,01/08/2011 00:00,01/08/2011 00:00,PRIMERO FIANZAS S.A. DE C.V.,01/08/2012 00:00,,30% ANTICIPO,990430.91,
