Id_Contrato_Recurso,Id_Contrato,Id_Recurso_Partida,Porcentaje_Aportacion,Importe_Autorizado,Id_Contrato_Ampliacion
58,55,26,100,420512.76,
406,340,65,100,242925.02,
11,8,2,31.49,9568849.68,
633,335,42,30,25645.81,86
204,196,1,100,28639.53,
660,502,1,100,633110.14,
12,9,1,100,1087630.81,
83,79,31,100,1353164.65,
187,180,29,100,581691.5,
646,495,40,100,163852.16,
424,351,67,100,2000000,
524,421,48,100,845495.16,
255,69,26,100,296988.21,19
683,367,53,100,322229,107
713,507,103,100,38892.3,
168,160,25,100,2476561.13,
472,388,38,100,820054.05,
231,224,40,100,1978113.47,
342,299,51,50,576723.62,
415,346,50,50,42646.72,
545,428,90,50,884243.59,
25,23,15,100,44094.8,
632,216,53,100,52000,85
246,47,26,100,333554.47,11
749,520,103,100,11417.79,
185,178,27,100,140358.33,
367,316,19,100,20234.39,
90,86,20,100,1338525.46,
118,111,25,100,7951898.48,
143,136,37,100,1484854.3,
214,206,31,100,794349.43,
32,29,1,100,127062.92,
71,67,26,100,413938.58,
103,98,20,100,694538.17,
337,295,51,50,1600135.84,
704,415,109,100,101893.58,125
154,146,29,100,2413361.59,
173,165,31,100,3173121.42,
621,479,1,100,1456100.74,
109,104,29,100,994182.07,
126,119,29,100,695793.61,
400,302,51,50,545495.31,
477,391,75,100,162581.3,
243,61,26,100,245719.74,8
378,101,26,100,294559.08,39
526,297,55,70,1325971.46,60
347,301,50,50,563132.82,
586,332,37,100,87541.56,76
348,297,56,30,2231726.38,
385,158,29,100,213652.48,43
336,294,53,100,3709741.16,
538,244,50,19.09,121739.71,65
641,490,72,100,8326882.62,
44,41,24,100,73912137.93,
506,407,50,50,772854.52,
529,422,88,33.33,233279.36,
549,312,51,50,108292.99,70
259,46,26,100,405374.06,23
343,299,50,50,576723.61,
417,347,50,50,40197.33,
197,190,29,100,575777.98,
444,364,71,100,499953.61,
729,90,103,100,71850.19,144
112,107,1,100,758567.63,
276,244,51,50,1825257.3,
10,8,11,68.51,20816448.08,
502,405,72,100,4482176.86,
653,501,98,100,1284810.36,
599,460,72,100,414531.35,
262,62,26,100,317637.32,26
13,10,8,100,226969.78,
226,217,29,100,1191921.89,
252,48,26,100,353987.08,16
239,139,29,100,165398.52,7
256,53,26,100,317195.41,20
696,479,107,100,246506.57,119
94,90,29,100,1168278.03,
268,238,25,100,62330.86,
247,67,26,100,304780.72,12
546,306,54,100,192265.89,68
707,445,110,100,242502.95,128
3,4,1,15.28,90187.86,
470,385,42,100,142100,
64,61,26,100,301311.3,
413,345,54,100,1946360.42,
496,401,78,50,1490452.25,
625,295,51,50,78537.29,82
679,505,101,100,4116.27,
755,13,1,100,1633086.59,154
182,175,1,100,1754468.9,
319,278,40,100,106405.49,
346,301,51,50,563132.82,
360,311,50,50,515010.01,
708,453,103,100,324323.67,129
674,83,34,100,510108.63,101
723,510,103,100,91912.76,
45,42,25,100,13999950,
120,113,29,100,602490.89,
618,476,26,100,185646.23,
730,393,103,100,147912.69,145
457,373,51,50,74288.17,
710,493,53,100,246109.53,131
303,201,40,100,208305.32,34
345,300,50,50,542089.9,
390,329,40,100,373251.53,
743,392,72,93.51,8699673.54,
51,48,26,100,517707.48,
75,71,7,100,1517203.14,
391,330,37,100,826683.51,
500,403,76,68.83,814666.09,
695,325,1,100,2198645.99,118
721,494,97,100,194014.49,138
192,185,37,100,440308.58,
290,257,51,50,1775328.98,
305,265,40,100,202350.23,
594,456,1,100,2040883.42,
130,123,17,100,309471.92,
569,438,93,33.33,380254.67,
616,474,26,100,235009.85,
272,240,48,100,593240.11,
511,411,48,100,472955.78,
86,82,26,100,294764.58,
189,182,29,100,2012843.86,
438,360,50,48.98,231618,
519,416,65,12.87,164240,
289,256,7,100,811099.79,
291,257,50,50,1775328.97,
639,488,72,100,2801851.11,
401,302,50,50,545495.31,
555,430,19,100,1949142.52,
503,406,53,100,463587.04,
135,127,37,100,756077.64,
162,154,40,100,141409.46,
627,370,51,61.69,160213.73,83
358,310,19,100,892621.09,
240,232,31,100,680432.9,
702,457,103,100,377105.69,123
170,162,38,100,406000,
393,332,37,100,805295.91,
152,144,29,100,1862949.26,
116,25,14,100,40000,3
174,166,29,100,467477.22,
703,359,102,100,8275844.29,124
449,368,51,50,48710.43,
716,340,65,100,168914.91,133
315,275,40,100,94027.67,
430,355,54,100,1257948.02,
453,370,51,50,684080.54,
624,482,96,100,2069728.07,
388,328,51,50,402773.95,
463,378,66,100,70114.75,
286,253,7,100,983177.2,
562,223,30,48.13,1925384.64,62
682,124,29,100,75805.97,106
299,261,7,100,1754369.85,
509,410,53,100,3160386.75,
365,315,51,50,813999.5,
541,426,16,100,98566.14,
238,231,40,100,981587.5,
552,257,50,50,153910.02,71
699,434,102,100,55554.34,121
580,446,72,100,3303685.46,
89,85,15,100,161199.9,
24,22,1,100,207661.62,
114,28,14,100,82277.12,2
585,167,65,100,199922.3,75
628,370,50,38.31,99490.46,83
593,455,19,100,1441348.59,
728,448,111,100,143339.27,143
353,305,54,100,367964.57,
62,59,26,100,489728.57,
294,82,26,100,310730.78,33
53,50,26,100,442109.55,
106,101,26,100,429734.88,
129,122,17,100,369733.2,
623,481,60,100,127489.58,
139,131,38,100,1050291.18,
516,413,84,100,5360549.3,
690,254,53,100,146065.33,113
227,218,1,100,1716286.44,
460,375,65,100,1239208,
121,114,29,100,855441.57,
362,312,50,50,481296.01,
374,322,40,100,183317.14,
717,446,96,100,536271.42,134
559,223,30,48.35,3745000,
486,397,77,100,1390178.14,
77,73,32,100,4050518.87,
138,130,37,100,1114217.75,
324,283,40,100,238739.98,
537,244,51,80.91,515977.73,65
564,432,40,100,317673.44,
548,311,50,50,50381.96,69
458,373,50,50,74288.17,
107,102,26,100,421998.49,
87,83,34,100,4048621.61,
328,287,40,100,212810.98,
414,346,51,50,42646.73,
572,439,16,100,446883.27,
245,56,26,100,265234.93,10
316,274,40,100,119228.93,
269,70,26,100,254977.65,30
731,443,103,100,68131.34,146
176,168,42,100,138894.73,
480,393,76,100,885333.91,
308,267,40,100,273905.67,
334,293,51,50,1728106.21,
23,21,1,100,2342907.68,
427,353,50,50,43702,
237,230,38,100,325196.78,
533,365,51,50,103099.37,63
536,293,50,50,181842.29,64
722,501,103,100,228029.78,139
220,211,16,100,77514.6,
676,199,99,100,115995.43,103
680,352,102,57.02,1900000,105
540,425,89,100,213019.82,
340,298,51,50,365884.17,
155,147,31,100,1573174.73,
49,46,26,100,454610.96,
254,50,26,100,305936.73,18
701,420,84,100,6685927.94,
697,487,102,45.89,114469.14,120
191,184,40,100,204045.78,
329,288,40,100,129513.62,
369,318,51,50,43034.55,
484,260,53,100,194956.15,52
357,309,16,100,340051.44,
361,312,51,50,481296.02,
271,239,1,100,534456.02,
465,380,72,100,3483580.61,
604,461,32,100,1462210.03,
612,470,26,100,506416.53,
124,117,31,100,10926599.43,
582,448,72,100,1030000.01,
651,499,26,100,209775.77,
93,89,31,100,3407984.72,
267,237,31,100,280157.77,
495,401,79,50,1490452.26,
145,138,39,48.82,250000,
644,493,97,100,1028774.72,
364,314,59,100,2199983.33,
387,327,50,50,528170.24,
592,454,94,100,430209.84,
132,125,1,100,661834.57,
296,221,46,100,180697.25,
489,315,50,48.3,505306.5,54
330,289,40,100,94027.67,
467,382,72,100,2802616.49,
471,387,19,100,171178.69,
428,354,51,50,43701.87,
148,140,26,100,401253.98,
279,246,16,100,251947.59,
553,429,70,12.37,258639.01,
681,352,103,42.98,1432154.19,105
301,263,51,50,1135392.67,
570,438,88,33.33,380254.69,
481,394,40,100,179580.33,
578,444,72,100,2622823.66,
505,407,51,50,772854.53,
59,56,26,100,375659.16,
446,365,50,50,646899.08,
535,293,51,50,181842.3,64
635,484,72,100,1197342.82,
672,80,34,100,210636.35,99
234,227,29,100,2158453.47,
309,268,40,100,253141.63,
715,509,103,100,54981.91,
177,169,43,100,156795.09,
222,213,47,100,229925.97,
542,427,48,100,85697.37,
656,284,40,100,14959.07,88
125,118,32,100,8138836.66,
258,55,26,100,377804.65,22
233,226,29,100,3296706.68,
615,473,26,100,283054.73,
754,462,32,100,2185366.8,
48,45,17,100,359548.65,
198,191,29,100,1144220.81,
205,197,31,100,1592434.02,
587,337,37,100,31498.06,77
30,27,7,100,584001.68,
397,127,37,100,73412.78,45
441,362,50,44.69,750000,
514,412,83,30,812565.98,
706,444,110,100,371927.03,127
753,524,112,100,116043.69,
606,464,72,100,958949.43,
575,441,72,98.31,1139332.7,
658,145,70,100,1143914.56,90
70,66,1,100,1759424.2,
382,326,48,100,64599.33,
57,54,26,100,424436.23,
228,212,46,100,95492.35,
436,359,31,100,15660900.22,
617,475,26,100,458769.17,
2,3,1,100,89108.3,
206,198,25,100,2412225.6,
384,157,29,100,254304.11,42
351,304,1,3.23,70000,
43,40,7,100,497595.58,
31,28,14,100,789538.92,
66,63,26,100,490870.22,
452,369,50,50,32620.33,
429,354,50,50,43702,
195,187,40,100,308809.51,
219,210,38,100,225189.71,
571,438,87,33.33,380254.64,
322,281,40,100,268650.69,
350,303,54,100,417667.72,
667,381,96,100,556537.33,95
718,294,53,100,485449.63,135
497,402,79,52.58,831610.19,
97,93,15,100,354238.19,
151,143,28,100,1916111.93,
409,176,37,100,163959.87,46
613,471,26,100,204989.63,
40,37,19,100,23472.6,
253,49,26,100,317953.77,17
69,65,26,100,644762.52,
85,81,34,100,3445646.37,
200,171,29,100,497572.43,
407,341,37,100,895089.69,
510,175,65,100,422222.65,57
193,186,44,100,2436030.77,
432,356,65,100,181585.22,
487,39,19,100,105018.34,53
745,483,7,100,622291.28,152
583,449,72,100,691825.95,
525,297,56,30,568273.62,60
468,383,32,100,434978.69,
652,500,26,100,224159.33,
508,408,16,100,185846.14,
622,480,70,100,97401.86,
531,423,19,100,5747.8,
349,297,55,70,5207361.53,
419,348,50,50,41012.77,
650,498,16,100,913812.84,
209,201,40,100,493855.98,
297,259,42,100,97440,
636,485,26,100,446441.37,
7,6,4,100,9588023.41,
668,330,37,100,54476.8,96
102,97,1,100,58945.35,
318,277,40,100,214636.89,
709,484,103,100,40316.32,130
719,261,53,100,398844.05,136
523,419,16,100,42510.25,
215,207,29,100,1260843.47,
492,399,48,100,547572.32,
68,64,1,100,604949.64,
513,202,81,100,310000,59
751,522,112,100,730643.64,
34,31,22,100,265244.41,
113,108,7,100,2055534.63,
590,453,1,100,1050110.57,
469,384,72,100,2505212.3,
645,494,97,100,454014.16,
167,159,1,100,822445.36,
450,368,50,50,48710.43,
573,440,19,100,81165.2,
52,49,26,100,467322.94,
560,223,40,51.65,4000000,
54,51,26,100,444393.45,
611,469,26,100,226509.16,
230,222,29,100,2230332.79,
520,416,85,87.13,1111760,
78,74,28,100,458046.3,
146,138,1,51.18,262088.12,
396,185,37,100,175664.6,44
225,216,1,100,863773.5,
421,349,50,35.64,29236,
178,170,1,100,89259.26,
426,353,51,50,43701.87,
473,389,1,0.3,3195.43,
433,357,54,100,720202.13,
244,59,26,100,333042.22,9
437,360,51,51.02,241278.07,
108,103,30,100,8563496.99,
608,466,26,100,479941.62,
631,400,78,47.97,289706.71,84
556,376,65,100,618957.58,72
39,36,20,100,283938.7,
153,145,1,100,5309174.03,
18,16,1,100,813091.95,
20,18,1,100,87653.76,
280,247,16,100,191744.13,
96,92,29,100,2379639.11,
354,306,54,100,405806.3,
609,467,95,100,999999.83,
84,80,34,100,1798198.3,
663,298,50,50,1867.84,92
371,319,19,100,542349.93,
104,99,28,100,1379522.84,
265,60,26,100,216929.65,29
332,291,53,100,1507129.92,
41,38,17,100,362884.86,
119,112,17,100,243352.81,
461,376,65,100,341905.06,
527,104,29,100,246709.95,61
98,94,1,100,44524.77,
134,12,1,100,1610103.59,
422,350,51,62.88,54961.87,
100,96,1,0.95,19137.15,
557,204,25,100,1618638.23,73
196,189,29,100,1272059.53,
210,202,45,100,2690000,
601,133,25,100,1812034.41,79
733,502,103,100,56960.03,148
166,158,29,100,1744832.69,
224,215,40,100,139171.35,
657,111,25,100,2904464.48,89
211,203,29,100,3668114.43,
6,5,3,50.53,500000,
201,193,29,100,492334.52,
298,260,7,100,397795.68,
306,16,1,100,33914.37,35
512,227,29,100,262457.66,58
665,299,50,50,23180.76,93
720,417,53,100,183487.29,137
147,139,29,100,2103809.48,
277,244,50,50,1825257.29,
603,382,72,100,144262.84,81
284,250,7,100,712821.71,
9,7,5,87.39,20051860.23,
517,414,84,100,702308.35,
619,477,26,100,303211.51,
750,521,103,100,7044.81,
156,148,29,100,954088.48,
412,344,54,100,1090566.02,
313,272,40,100,232714.22,
418,348,51,50,41012.78,
375,12,1,100,377539.9,36
431,78,30,100,1615187.45,48
732,449,103,100,13684.53,147
217,40,40,100,54333.05,5
311,270,40,100,236788.8,
392,331,40,100,90290.86,
746,517,103,100,109605.89,
515,412,82,70,1895987.28,
274,242,7,100,1440078.96,
574,441,70,1.69,19609.23,
602,241,80,100,68099.25,80
673,81,34,100,395700.49,100
17,15,7,100,112998.22,
283,249,7,100,1924654.3,
29,1,1,100,1698924.15,
494,400,78,50,1190293.29,
498,402,78,47.42,750000,
691,361,53,100,255061.16,114
462,377,16,100,147635.62,
493,400,79,50,1190293.29,
589,452,72,100,2490000,
14,11,7,100,530599.43,
21,19,14,100,1489010.13,
183,176,37,100,846978.58,
454,370,50,50,684080.54,
281,140,26,100,295501.56,32
447,366,60,100,19983.15,
326,285,40,100,231712.83,
561,223,65,51.87,2074615.36,62
141,134,1,100,1173061.53,
250,51,26,100,302836.28,14
748,519,103,100,1199.81,
91,87,28,100,2385376.05,
669,504,48,100,896145.29,
647,496,26,100,267641.02,
36,33,21,100,2935210.25,
304,264,52,100,23281.73,
451,369,51,50,32620.34,
659,392,96,100,901151.16,91
339,296,54,100,407783.06,
373,321,17,100,21806.18,
501,404,72,100,955539.53,
381,324,63,100,99597.95,
