Id_Contrato_Recurso,Id_Contrato,Id_Recurso_Partida,Porcentaje_Aportacion,Importe_Autorizado,Id_Contrato_Ampliacion
16,14,15,100,644248.92,
261,68,26,100,330313.99,25
327,286,40,100,220510.81,
376,134,1,100,242888.66,37
37,34,17,100,330101.9,
629,400,79,21.59,130372.81,84
73,69,26,100,403044.09,
539,242,53,100,40017.85,66
666,304,1,100,449764.4,94
408,342,66,100,72754.27,
333,292,53,100,2449115.69,
56,53,26,100,466175.7,
476,390,73,61.03,1200000,
423,350,50,37.12,32442,
179,172,29,100,1657260.4,
236,229,40,100,292573.99,
331,290,40,100,94027.67,
532,424,53,100,10370160.78,
80,76,28,100,1512125.49,
184,177,29,100,1236811.84,
416,347,51,50,40197.33,
584,450,83,100,356602.21,
600,133,25,100,6160793.76,
128,121,17,100,257395.47,
425,352,68,100,19558456.36,
642,491,17,100,1783254.69,
678,325,1,100,6939228.44,
605,463,72,100,2189981.53,
266,236,14,100,2354921.57,
241,233,17,100,253637.34,
654,386,51,64.18,74766,
705,341,103,100,65906.74,126
490,398,79,52.75,837271.45,
686,393,103,100,388389.03,110
739,516,103,100,33034.89,
15,13,2,100,39431540.32,
99,95,36,100,40690.94,
242,234,16,100,228243.92,
257,54,26,100,289027.33,21
163,155,40,100,492265.47,
439,361,53,100,2867919.48,
597,459,70,2.16,22779.22,
640,489,72,100,6669494.7,
38,35,20,100,680553.6,
485,396,19,100,115956.71,
614,472,26,100,250846.71,
736,513,103,100,43243.93,
355,307,54,100,354472.06,
577,443,72,100,3300000,
675,248,53,100,323055.21,102
131,124,29,100,8846151,
598,459,72,97.84,1030336,
92,88,29,100,1876001.06,
445,365,51,50,646899.09,
554,429,84,87.63,1832644.93,
122,115,17,100,302826.31,
60,57,26,100,467112.05,
221,131,38,100,444879.78,6
530,422,87,33.33,233279.36,
662,298,51,50,1867.84,92
160,152,40,100,247713.66,
363,313,54,100,414974,
79,75,27,100,54538.39,
568,437,70,100,1057061.01,
207,199,29,100,1586211.36,
159,151,40,100,407187.75,
499,403,80,31.17,368940.47,
620,478,26,100,218381.25,
35,32,23,100,523293.64,
149,141,29,100,2339435.43,
544,428,91,50,884243.6,
275,243,7,100,599527.95,
101,96,35,99.05,2000000,
596,458,1,100,62208.28,
566,435,72,100,861506.65,
248,65,26,100,577126.45,13
208,200,42,100,157586,
223,214,29,100,2124287.78,
356,308,17,100,41687.36,
307,266,40,100,185699.13,
638,487,1,100,1970817.94,
202,194,19,100,1034824.16,
260,72,7,100,72499.35,24
558,305,54,100,82221.78,74
72,68,26,100,485668.57,
140,132,1,100,1172416.79,
528,422,86,33.33,233279.36,
610,468,26,100,450844.86,
42,39,19,100,289001.22,
684,118,104,100,3832547.25,108
595,457,1,100,2161719.69,
213,205,29,100,2633485.35,
341,298,50,50,365884.16,
203,195,38,100,101727.36,
727,413,84,100,240977.75,142
694,406,53,100,76966.17,117
295,219,46,100,55114.54,
212,204,25,100,2603083.08,
288,255,7,100,1239818.8,
300,262,19,100,197117.38,
442,363,51,50,133144.08,
693,429,103,100,126964.19,116
67,1,1,100,1718181.12,1
478,194,19,100,99313.98,49
737,514,103,100,13910.8,
744,392,102,6.49,603700,
380,323,19,100,79409.78,
389,328,50,50,402773.94,
466,381,72,100,4734842.27,
229,220,46,100,48147.56,
377,100,26,100,321369.18,38
740,488,97,100,523340.5,150
76,72,7,100,47924.37,
314,273,40,100,251321.76,
440,362,51,55.31,928095.67,
588,451,19,100,327547.73,
263,57,26,100,317914.43,27
567,436,72,100,765011.83,
181,174,1,100,946844.29,
282,248,7,100,1256454.9,
394,333,37,100,549387.45,
386,327,51,50,528170.24,
399,335,64,70,589017.17,
712,506,103,100,55531.13,
302,263,50,50,1135392.66,
670,223,7,100,2000000.24,97
661,503,1,100,2117607.86,
648,497,26,100,2384341.89,
55,52,26,100,419436.63,
127,120,31,100,2342962.01,
576,442,19,100,466477.81,
550,312,50,50,108292.99,70
110,105,29,100,706720.42,
338,295,50,50,1600135.84,
19,17,12,100,1146556.96,
171,163,29,100,1321574.65,
700,463,96,100,204456.93,122
688,226,99,100,392855.69,111
216,208,1,100,516648.83,
359,311,51,50,515010.02,
232,225,1,100,1338267.81,
344,300,51,50,542089.91,
591,192,29,100,28901.68,78
649,431,1,100,1611919.3,87
8,7,6,12.61,2892685,
172,164,19,100,859519.92,
383,120,31,100,52772.73,41
507,145,1,100,1012240.68,56
161,153,40,100,426490.28,
435,358,70,39.75,1978960.54,
685,111,105,100,1199687.96,109
448,367,53,100,2471021.01,
551,257,51,50,153910.03,71
634,335,64,70,59839.83,86
194,188,40,100,566028.62,
742,483,111,100,2000000,151
370,318,50,50,43034.55,
403,337,37,100,771925.41,
33,30,16,100,243663.94,
133,126,17,100,352086.68,
81,77,29,100,1875281.97,
368,317,60,100,78877.47,
459,374,66,100,156664.03,
692,405,103,100,408650,115
28,26,1,100,136891.91,
169,161,17,100,414996.43,
199,192,29,100,509721.81,
278,245,42,100,62118,
292,258,51,50,856769.32,
443,363,50,50,133144.08,
475,390,74,38.97,766304,
158,150,29,100,1397785.7,
190,183,7,100,2023082.27,
366,315,50,50,813999.49,
88,84,17,100,429196.2,
455,371,65,100,694963.01,
488,315,51,51.7,540803.65,54
312,271,40,100,343365.8,
456,372,52,100,5020.62,
434,358,69,60.25,3000000,
741,483,96,100,12499921.12,
410,32,17,100,211967.45,47
687,409,53,100,2483424.14,
82,78,30,100,1401129.5,
664,299,51,50,23180.77,93
756,13,2,100,1772113.08,153
47,44,1,100,348000,
111,106,17,100,218754.53,
136,128,7,100,163083.07,
293,258,50,50,856769.31,
643,492,26,100,435027.08,
563,431,1,100,6234326.33,
404,338,40,100,40128.85,
714,508,103,100,32851.01,
482,395,75,100,1627.27,
677,237,100,100,110447.5,104
175,167,41,100,1952090.08,
186,179,1,100,63484.65,
607,465,16,100,935946.1,
50,47,26,100,490526.65,
491,398,78,47.25,750000,
724,511,103,100,54626.44,
117,110,29,100,1968349.98,
398,335,42,30,252435.94,
521,417,53,100,1867140.18,
725,490,110,100,201936.62,140
483,224,53,100,119281.09,51
235,228,40,100,124580,
150,142,28,100,2124900.19,
188,181,29,100,542989.28,
464,379,16,100,263282.66,
95,91,29,100,1423708.19,
411,343,38,100,1881111.3,
565,433,92,100,10999345.35,
1,2,1,100,846872.58,
218,209,1,100,2445119.58,
581,447,72,100,1342992.7,
46,43,1,100,508444.25,
249,235,25,100,426082.74,
637,486,26,100,234733.98,
157,149,29,100,1396656.16,
671,252,53,100,42297.38,98
63,60,26,100,293475.65,
734,491,17,100,0.02,149
325,284,40,100,250572.9,
420,349,51,64.36,52789.55,
74,70,26,100,154196.03,
264,58,26,100,319381.41,28
543,162,38,100,45334.68,67
4,4,10,84.72,500000,
547,311,51,50,50381.96,69
372,320,62,100,2044476.73,
395,334,53,100,927492.26,
273,241,49,100,458684.14,
251,52,26,100,285653.43,15
698,487,108,54.11,134970.79,120
321,280,40,100,180400.32,
270,63,26,100,366470.74,31
115,109,15,100,102506.18,
165,157,29,100,1644048.7,
534,365,50,50,103099.37,63
626,295,50,50,78537.28,82
61,58,26,100,469316.05,
630,400,88,30.45,183904.88,84
123,116,17,100,87899.1,
285,251,7,100,662266.46,
22,20,14,100,1617836.64,
479,103,30,100,2601344.11,50
323,282,40,100,155156.17,
655,386,50,35.82,41725,
689,329,40,100,32679.75,112
26,24,1,100,255964.05,
137,129,17,100,87403.87,
180,173,1,100,579110.58,
352,304,58,96.77,2100000,
504,247,16,100,65057.52,55
752,523,112,100,1591785.33,
335,293,50,50,1728106.2,
287,254,7,100,1171779.7,
405,339,40,100,76455.7,
474,389,72,99.7,1064224.82,
747,518,103,100,30086.39,
5,5,1,49.47,489509.82,
310,269,40,100,197439.01,
379,102,26,100,287898.64,40
65,62,26,100,466629.49,
735,512,103,100,372423.17,
105,100,26,100,472380.54,
320,279,40,100,237454.27,
738,515,103,100,6897.13,
518,415,19,100,915513.6,
142,135,1,100,489342.3,
144,137,12,100,1100882.97,
402,336,37,100,1368470.85,
579,445,72,100,3598517.07,
711,482,110,100,149955.76,132
164,156,29,100,527471.4,
317,276,40,100,430414.87,
726,420,106,100,503383.37,141
522,418,75,100,4555.7,
