Id_Estimacion_Concepto,Id_Estimacion,Id_Concepto,Contratado,Actual,Anterior,Acumulado,Por_Estimar,Precio_Unitario,Importe,Excedente,Excedente_Acumulado
1,53,1,30,15.75,0,15.75,14.25,56.78,894.29,0,0
2,370,1,30,138.33,15.75,154.08,0,56.78,7854.38,124.08,124.08
3,515,1,30,441.21,154.08,595.29,0,56.78,25051.9,441.21,565.29
4,1130,3,64,13.86,0,13.86,50.14,9.54,132.22,0,0
5,53,4,20.48,12.78,0,12.78,7.7,89.64,1145.6,0,0
6,370,4,20.48,279.56,12.78,292.34,0,89.64,25059.76,271.86,271.86
7,53,5,513.59,37.8,0,37.8,475.79,2.27,85.81,0,0
8,370,5,513.59,498.75,37.8,536.55,0,2.27,1132.16,22.96,22.96
9,515,5,513.59,1060.28,536.55,1596.83,0,2.27,2406.84,1060.28,1083.24
10,53,6,4,4,0,4,0,427.78,1711.12,0,0
11,53,7,56,56,0,56,0,11.49,643.44,0,0
12,53,8,7,7,0,7,0,39.61,277.27,0,0
13,53,9,4,3,0,3,1,271.16,813.48,0,0
14,53,12,30.79,54,0,54,0,9.14,493.56,23.21,23.21
15,53,13,8,3,0,3,5,20.26,60.78,0,0
16,53,14,112.54,103.8,0,103.8,8.74,2.42,251.2,0,0
17,53,15,6,7,0,7,0,41.65,291.55,1,1
18,53,16,2,1,0,1,1,555.92,555.92,0,0
19,53,18,3,5,0,5,0,2353.01,11765.05,2,2
20,53,19,3,5,0,5,0,813.14,4065.7,2,2
21,53,20,3,5,0,5,0,110.97,554.85,2,2
22,53,21,3,5,0,5,0,1677.12,8385.6,2,2
23,53,22,3,5,0,5,0,162.76,813.8,2,2
24,6,23,240.42,53.24,0,53.24,187.18,17.46,929.57,0,0
25,53,23,240.42,35.76,53.24,89,151.42,17.46,624.37,0,0
26,6,25,444.06,69.21,0,69.21,374.85,6.05,418.72,0,0
27,53,25,444.06,66.97,69.21,136.18,307.88,6.05,405.17,0,0
28,370,25,444.06,106.3,136.18,242.48,201.58,6.05,643.12,0,0
29,515,25,444.06,573.57,242.48,816.05,0,6.05,3470.1,371.99,371.99
30,6,26,233.9,34.64,0,34.64,199.26,2.27,78.63,0,0
31,6,27,23.09,23.09,0,23.09,0,2.13,49.18,0,0
32,6,29,21.38,3.19,0,3.19,18.19,220.67,703.94,0,0
33,6,30,108.46,24.19,0,24.19,84.27,220.67,5338.01,0,0
34,6,31,720.33,32.84,0,32.84,687.49,20.28,666,0,0
35,6,32,367.18,16.19,0,16.19,350.99,90.89,1471.51,0,0
36,53,33,556.02,18.93,0,18.93,537.09,19.15,362.51,0,0
37,6,34,444.056,69.21,0,69.21,374.846,3.24,224.24,0,0
38,53,34,444.056,66.97,69.21,136.18,307.876,3.24,216.98,0,0
39,370,34,444.056,106.3,136.18,242.48,201.576,3.24,344.41,0,0
40,515,34,444.056,573.57,242.48,816.05,0,3.24,1858.37,371.994,371.994
41,6,35,6279.58,1176.57,0,1176.57,5103.01,1.45,1706.03,0,0
42,53,35,6279.58,1138.49,1176.57,2315.06,3964.52,1.45,1650.81,0,0
43,370,35,6279.58,1807.1,2315.06,4122.16,2157.42,1.45,2620.3,0,0
44,515,35,6279.58,9750.69,4122.16,13872.85,0,1.45,14138.5,7593.27,7593.27
45,6,36,23.09,24,0,24,0,1701.02,40824.48,0.91,0.91
46,6,37,23.09,21.89,0,21.89,1.2,10.43,228.31,0,0
47,6,44,2,2,0,2,0,144.63,289.26,0,0
48,53,47,1.75,3.06,0,3.06,0,92.5,283.05,1.31,1.31
49,53,61,12,3,0,3,9,139.26,417.78,0,0
50,53,64,4789.36,5718.86,0,5718.86,0,2.27,12981.81,929.5,929.5
51,515,64,4789.36,2296,5718.86,8014.86,0,2.27,5211.92,2296,3225.5
52,6,65,982.96,3013.25,0,3013.25,0,2.25,6779.81,2030.29,2030.29
53,53,65,982.96,65.28,3013.25,3078.53,0,2.25,146.88,65.28,2095.57
54,515,65,982.96,2347.77,3078.53,5426.3,0,2.25,5282.48,2347.77,4443.34
55,1130,65,982.96,35.46,5426.3,5461.76,0,2.25,79.79,35.46,4478.8
56,53,66,6.3,1.65,0,1.65,4.65,56.78,93.69,0,0
57,6,67,1557.33,637.02,0,637.02,920.31,13.49,8593.4,0,0
58,53,67,1557.33,166.93,637.02,803.95,753.38,13.49,2251.89,0,0
59,515,67,1557.33,1314.75,803.95,2118.7,0,13.49,17735.98,561.37,561.37
60,913,67,1557.33,487.33,2118.7,2606.03,0,13.49,6574.08,487.33,1048.7
61,914,67,1557.33,487.33,2606.03,3093.36,0,13.49,6574.08,487.33,1536.03
62,1130,67,1557.33,20.82,3093.36,3114.18,0,13.49,280.86,20.82,1556.85
63,6,68,21.43,10.47,0,10.47,10.96,167,1748.49,0,0
64,53,68,21.43,0.96,10.47,11.43,10,167,160.32,0,0
65,1130,68,21.43,0.06,11.43,11.49,9.94,167,10.02,0,0
66,6,69,548.21,15.71,0,15.71,532.5,23.65,371.54,0,0
67,53,69,548.21,3.59,15.71,19.3,528.91,23.65,84.9,0,0
68,6,71,63.88,76.16,0,76.16,0,40.55,3088.29,12.28,12.28
69,53,71,63.88,19.92,76.16,96.08,0,40.55,807.76,19.92,32.2
70,515,72,16,5,0,5,11,234.19,1170.95,0,0
71,6,73,13,7,0,7,6,2380.03,16660.21,0,0
72,6,74,13,5,0,5,8,123.3,616.5,0,0
73,53,74,13,2,5,7,6,123.3,246.6,0,0
74,6,75,749.76,1081.84,0,1081.84,0,3.24,3505.16,332.08,332.08
75,53,75,749.76,220.6,1081.84,1302.44,0,3.24,714.74,220.6,552.68
76,515,75,749.76,1709.18,1302.44,3011.62,0,3.24,5537.74,1709.18,2261.86
77,913,75,749.76,633.53,3011.62,3645.15,0,3.24,2052.64,633.53,2895.39
78,914,75,749.76,633.53,3645.15,4278.68,0,3.24,2052.64,633.53,3528.92
79,1130,75,749.76,0.07,4278.68,4278.75,0,3.24,0.23,0.07,3528.99
80,6,76,29068.08,18391.28,0,18391.28,10676.8,1.45,26667.36,0,0
81,53,76,29068.08,3750.2,18391.28,22141.48,6926.6,1.45,5437.79,0,0
82,515,76,29068.08,29056.06,22141.48,51197.54,0,1.45,42131.29,22129.46,22129.46
83,913,76,29068.08,10770.04,51197.54,61967.58,0,1.45,15616.56,10770.04,32899.5
84,914,76,29068.08,10770,61967.58,72737.58,0,1.45,15616.5,10770,43669.5
85,1130,76,29068.08,1.19,72737.58,72738.77,0,1.45,1.73,1.19,43670.69
86,6,77,511.11,506.65,0,506.65,4.46,155.08,78571.28,0,0
87,53,77,511.11,108.99,506.65,615.64,0,155.08,16902.17,104.53,104.53
88,515,77,511.11,352.17,615.64,967.81,0,155.08,54614.52,352.17,456.7
89,1130,77,511.11,7.3,967.81,975.11,0,155.08,1132.08,7.3,464
90,6,78,2555.56,2533.25,0,2533.25,22.31,2.27,5750.48,0,0
91,53,78,2555.56,515.92,2533.25,3049.17,0,2.27,1171.14,493.61,493.61
92,6,79,2555.56,2533.25,0,2533.25,22.31,8.42,21329.97,0,0
93,53,79,2555.56,515.92,2533.25,3049.17,0,8.42,4344.05,493.61,493.61
94,515,79,2555.56,2347.77,3049.17,5396.94,0,8.42,19768.22,2347.77,2841.38
95,6,80,38.09,25.33,0,25.33,12.76,192.86,4885.14,0,0
96,53,80,38.09,5.16,25.33,30.49,7.6,192.86,995.16,0,0
97,6,81,2285.09,1640.34,0,1640.34,644.75,225.54,369962.28,0,0
98,53,81,2285.09,492.19,1640.34,2132.53,152.56,225.54,111008.53,0,0
99,1130,81,2285.09,24.76,2132.53,2157.29,127.8,225.54,5584.37,0,0
100,6,82,744.03,541.53,0,541.53,202.5,150.04,81251.16,0,0
101,53,82,744.03,87.2,541.53,628.73,115.3,150.04,13083.49,0,0
102,1130,82,744.03,4.88,628.73,633.61,110.42,150.04,732.2,0,0
103,6,83,40.5,3.95,0,3.95,36.55,137.95,544.9,0,0
104,1130,83,40.5,2.9,3.95,6.85,33.65,137.95,400.06,0,0
105,53,84,41.41,65.98,0,65.98,0,38.71,2554.09,24.57,24.57
106,6,86,1629.33,1269,0,1269,360.33,10.44,13248.36,0,0
107,53,86,1629.33,270,1269,1539,90.33,10.44,2818.8,0,0
108,1130,86,1629.33,12,1539,1551,78.33,10.44,125.28,0,0
109,6,87,847.87,1419.05,0,1419.05,0,6.98,9904.97,571.18,571.18
110,53,87,847.87,137.6,1419.05,1556.65,0,6.98,960.45,137.6,708.78
111,1130,87,847.87,3.22,1556.65,1559.87,0,6.98,22.48,3.22,712
112,53,88,3496.6,2129.7,0,2129.7,1366.9,16.39,34905.78,0,0
113,1130,88,3496.6,30.27,2129.7,2159.97,1336.63,16.39,496.13,0,0
114,53,89,296,52.9,0,52.9,243.1,36.09,1909.16,0,0
115,6,90,2764.49,1994.38,0,1994.38,770.11,3.49,6960.39,0,0
116,53,90,2764.49,558.77,1994.38,2553.15,211.34,3.49,1950.11,0,0
117,515,90,2764.49,81.95,2553.15,2635.1,129.39,3.49,286.01,0,0
118,1130,90,2764.49,111.34,2635.1,2746.44,18.05,3.49,388.58,0,0
119,53,91,950.2,1483.26,0,1483.26,0,2.27,3367,533.06,533.06
120,515,91,950.2,7.09,1483.26,1490.35,0,2.27,16.09,7.09,540.15
121,913,91,950.2,801.03,1490.35,2291.38,0,2.27,1818.34,801.03,1341.18
122,1130,91,950.2,44.63,2291.38,2336.01,0,2.27,101.31,44.63,1385.81
123,6,92,950.2,958.46,0,958.46,0,2.25,2156.54,8.26,8.26
124,53,92,950.2,89.6,958.46,1048.06,0,2.25,201.6,89.6,97.86
125,515,92,950.2,7.09,1048.06,1055.15,0,2.25,15.95,7.09,104.95
126,913,92,950.2,735.73,1055.15,1790.88,0,2.25,1655.39,735.73,840.68
127,6,94,372.5,399.28,0,399.28,0,23.65,9442.97,26.78,26.78
128,53,94,372.5,33.23,399.28,432.51,0,23.65,785.89,33.23,60.01
129,515,94,372.5,2.3,432.51,434.81,0,23.65,54.4,2.3,62.31
130,1130,94,372.5,13.04,434.81,447.85,0,23.65,308.4,13.04,75.35
131,6,95,285.06,307.14,0,307.14,0,56.78,17439.41,22.08,22.08
132,53,95,285.06,25.56,307.14,332.7,0,56.78,1451.3,25.56,47.64
133,515,95,285.06,1.77,332.7,334.47,0,56.78,100.5,1.77,49.41
134,1130,95,285.06,13.04,334.47,347.51,0,56.78,740.41,13.04,62.45
135,515,96,372.5,2.3,0,2.3,370.2,23.65,54.4,0,0
136,1130,96,372.5,16.95,2.3,19.25,353.25,23.65,400.87,0,0
137,6,97,95.02,958.46,0,958.46,0,6.25,5990.38,863.44,863.44
138,53,97,95.02,89.6,958.46,1048.06,0,6.25,560,89.6,953.04
139,515,97,95.02,7.09,1048.06,1055.15,0,6.25,44.31,7.09,960.13
140,913,97,95.02,735.73,1055.15,1790.88,0,6.25,4598.31,735.73,1695.86
141,1130,97,95.02,45.65,1790.88,1836.53,0,6.25,285.31,45.65,1741.51
142,6,98,372.5,399.28,0,399.28,0,3.24,1293.67,26.78,26.78
143,53,98,372.5,33.23,399.28,432.51,0,3.24,107.67,33.23,60.01
144,515,98,372.5,2.3,432.51,434.81,0,3.24,7.45,2.3,62.31
145,6,99,7077.46,6787.76,0,6787.76,289.7,1.45,9842.25,0,0
146,53,99,7077.46,564.91,6787.76,7352.67,0,1.45,819.12,275.21,275.21
147,515,99,7077.46,39.1,7352.67,7391.77,0,1.45,56.7,39.1,314.31
148,6,100,95.02,958.46,0,958.46,0,19.37,18565.37,863.44,863.44
149,53,100,95.02,89.6,958.46,1048.06,0,19.37,1735.55,89.6,953.04
150,515,100,95.02,7.09,1048.06,1055.15,0,19.37,137.33,7.09,960.13
151,913,100,95.02,55.04,1055.15,1110.19,0,19.37,1066.12,55.04,1015.17
152,1130,100,95.02,294.68,1110.19,1404.87,0,19.37,5707.95,294.68,1309.85
153,6,101,749,784.92,0,784.92,0,3.49,2739.37,35.92,35.92
154,515,101,749,7.09,784.92,792.01,0,3.49,24.74,7.09,43.01
155,1130,101,749,9.17,792.01,801.18,0,3.49,32,9.17,52.18
156,6,102,201.2,165.36,0,165.36,35.84,56.33,9314.73,0,0
157,53,102,201.2,16.38,165.36,181.74,19.46,56.33,922.69,0,0
158,515,102,201.2,55.25,181.74,236.99,0,56.33,3112.23,35.79,35.79
159,1130,102,201.2,0.69,236.99,237.68,0,56.33,38.87,0.69,36.48
160,6,103,749,784.92,0,784.92,0,81.86,64253.55,35.92,35.92
161,53,103,749,71.5,784.92,856.42,0,81.86,5852.99,71.5,107.42
162,515,103,749,7.09,856.42,863.51,0,81.86,580.39,7.09,114.51
163,1130,103,749,9.17,863.51,872.68,0,81.86,750.66,9.17,123.68
164,6,104,201.2,165.36,0,165.36,35.84,201.98,33399.41,0,0
165,53,104,201.2,16.38,165.36,181.74,19.46,201.98,3308.43,0,0
166,515,104,201.2,55.25,181.74,236.99,0,201.98,11159.4,35.79,35.79
167,913,104,201.2,55.04,236.99,292.03,0,201.98,11116.98,55.04,90.83
168,1130,104,201.2,0.69,292.03,292.72,0,201.98,139.37,0.69,91.52
169,53,105,0,759.98,0,759.98,0,43.35,32945.13,759.98,759.98
170,53,106,0,163.49,0,163.49,0,95.48,15610.03,163.49,163.49
171,515,106,0,469.55,163.49,633.04,0,95.48,44832.63,469.55,633.04
172,1130,106,0,6.24,633.04,639.28,0,95.48,595.8,6.24,639.28
173,53,108,0,1692,0,1692,0,30.93,52333.56,1692,1692
174,53,109,0,188,0,188,0,197.98,37220.24,188,188
175,53,111,0,1,0,1,0,5103.77,5103.77,1,1
176,53,112,0,28,0,28,0,171.03,4788.84,28,28
177,515,112,0,7,28,35,0,171.03,1197.21,7,35
178,53,113,0,6,0,6,0,108.99,653.94,6,6
179,515,113,0,5,6,11,0,108.99,544.95,5,11
180,53,114,0,250,0,250,0,13.09,3272.5,250,250
181,515,114,0,150,250,400,0,13.09,1963.5,150,400
182,53,115,0,33,0,33,0,14.19,468.27,33,33
183,1130,116,0,1,0,1,0,1604.11,1604.11,1,1
184,1130,117,0,4,0,4,0,2150.6,8602.4,4,4
185,1130,118,0,9,0,9,0,2999.82,26998.38,9,9
186,1130,119,0,10,0,10,0,51.47,514.7,10,10
187,1130,120,0,8,0,8,0,37.68,301.44,8,8
188,53,121,0,1,0,1,0,4426.51,4426.51,1,1
189,370,122,0,1530,0,1530,0,8.92,13647.6,1530,1530
190,370,123,0,1410.54,0,1410.54,0,2.42,3413.51,1410.54,1410.54
191,370,126,0,8,0,8,0,1789.33,14314.64,8,8
192,370,127,0,2,0,2,0,2347.08,4694.16,2,2
193,370,129,0,4,0,4,0,700,2800,4,4
194,370,130,0,1042.54,0,1042.54,0,43.37,45214.96,1042.54,1042.54
195,370,134,0,2168.8,0,2168.8,0,6.07,13164.62,2168.8,2168.8
196,370,135,0,2,0,2,0,729.27,1458.54,2,2
197,370,136,0,8,0,8,0,647.15,5177.2,8,8
198,370,138,0,61.1,0,61.1,0,81.11,4955.82,61.1,61.1
199,370,139,0,12,0,12,0,56.59,679.08,12,12
200,370,140,0,20,0,20,0,34.25,685,20,20
201,370,141,0,5,0,5,0,339.08,1695.4,5,5
202,370,142,0,1,0,1,0,1855.22,1855.22,1,1
203,370,143,0,1,0,1,0,141.96,141.96,1,1
204,370,144,0,1,0,1,0,2672.94,2672.94,1,1
205,370,145,0,2,0,2,0,1309.23,2618.46,2,2
206,370,146,0,3,0,3,0,317.18,951.54,3,3
207,370,147,0,2,0,2,0,2191.01,4382.02,2,2
208,370,148,0,2,0,2,0,4237.14,8474.28,2,2
209,914,148,0,1,2,3,0,4237.14,4237.14,1,3
210,370,149,0,2,0,2,0,5804.33,11608.66,2,2
211,370,150,0,5,0,5,0,290.12,1450.6,5,5
212,370,151,0,2,0,2,0,306.4,612.8,2,2
213,914,151,0,1,2,3,0,306.4,306.4,1,3
214,370,152,0,60,0,60,0,74.82,4489.2,60,60
215,370,153,0,10,0,10,0,82.43,824.3,10,10
216,370,154,0,9,0,9,0,170.14,1531.26,9,9
217,370,155,0,3,0,3,0,157.79,473.37,3,3
218,370,156,0,3,0,3,0,311.37,934.11,3,3
219,370,157,0,4,0,4,0,796.83,3187.32,4,4
220,914,158,0,18,0,18,0,128.18,2307.24,18,18
221,370,160,0,1,0,1,0,352.66,352.66,1,1
222,370,161,0,3,0,3,0,183.39,550.17,3,3
223,914,161,0,3,3,6,0,183.39,550.17,3,6
224,370,162,0,1385,0,1385,0,10.59,14667.15,1385,1385
225,370,163,0,2,0,2,0,53.08,106.16,2,2
226,914,163,0,1,2,3,0,53.08,53.08,1,3
227,370,164,0,3,0,3,0,490.63,1471.89,3,3
228,370,165,0,1,0,1,0,183.39,183.39,1,1
229,914,165,0,1,1,2,0,183.39,183.39,1,2
230,370,166,0,4,0,4,0,253.92,1015.68,4,4
231,914,166,0,1,4,5,0,253.92,253.92,1,5
232,370,167,0,1,0,1,0,537.45,537.45,1,1
233,914,167,0,1,1,2,0,537.45,537.45,1,2
234,370,168,0,1,0,1,0,282.12,282.12,1,1
235,370,169,0,3,0,3,0,46.98,140.94,3,3
236,370,170,0,2,0,2,0,490.63,981.26,2,2
237,370,171,0,1,0,1,0,1051.83,1051.83,1,1
238,370,172,0,2,0,2,0,2089.55,4179.1,2,2
239,370,173,0,1,0,1,0,4056.28,4056.28,1,1
240,913,175,0,33.7,0,33.7,0,15.09,508.53,33.7,33.7
241,913,176,0,200,0,200,0,15.09,3018,200,200
242,913,177,0,14.08,0,14.08,0,77.99,1098.1,14.08,14.08
243,913,178,0,95.87,0,95.87,0,130.85,12544.59,95.87,95.87
244,1130,178,0,21.84,95.87,117.71,0,130.85,2857.76,21.84,117.71
245,913,180,0,15,0,15,0,206.55,3098.25,15,15
246,913,181,0,2,0,2,0,348.81,697.62,2,2
247,913,182,0,425,0,425,0,85.91,36511.75,425,425
248,913,183,0,77,0,77,0,44.53,3428.81,77,77
249,913,184,0,1,0,1,0,745.04,745.04,1,1
250,913,185,0,9,0,9,0,748.14,6733.26,9,9
251,913,186,0,2,0,2,0,748.14,1496.28,2,2
252,913,187,0,1,0,1,0,748.14,748.14,1,1
253,913,188,0,6,0,6,0,816.18,4897.08,6,6
254,913,189,0,9,0,9,0,190.79,1717.11,9,9
255,370,190,0,2,0,2,0,1759,3518,2,2
256,515,191,0,24,0,24,0,2715.94,65182.56,24,24
257,515,192,0,5,0,5,0,58.1,290.5,5,5
258,515,193,0,5,0,5,0,277.8,1389,5,5
259,515,194,0,5,0,5,0,534.2,2671,5,5
260,515,195,0,24,0,24,0,380.34,9128.16,24,24
261,515,196,0,12,0,12,0,4086.57,49038.84,12,12
262,515,197,0,12,0,12,0,829.93,9959.16,12,12
263,515,198,0,12,0,12,0,702.16,8425.92,12,12
264,515,199,0,5,0,5,0,1057.05,5285.25,5,5
265,515,200,0,8,0,8,0,723.32,5786.56,8,8
266,914,200,0,2,8,10,0,723.32,1446.64,2,10
267,515,201,0,340,0,340,0,26.64,9057.6,340,340
268,914,201,0,136.4,340,476.4,0,26.64,3633.7,136.4,476.4
269,515,202,0,100,0,100,0,9.24,924,100,100
270,1130,204,0,161.39,0,161.39,0,56.74,9157.27,161.39,161.39
271,1130,205,0,160.82,0,160.82,0,19.37,3115.08,160.82,160.82
272,515,206,0,440,0,440,0,40.7,17908,440,440
273,914,206,0,41.3,440,481.3,0,40.7,1680.91,41.3,481.3
274,515,207,0,365,0,365,0,16.39,5982.35,365,365
275,914,207,0,26.2,365,391.2,0,16.39,429.42,26.2,391.2
276,1130,207,0,14,391.2,405.2,0,16.39,229.46,14,405.2
277,515,208,0,185,0,185,0,13.24,2449.4,185,185
278,914,208,0,10.6,185,195.6,0,13.24,140.34,10.6,195.6
279,515,209,0,4,0,4,0,211.82,847.28,4,4
280,515,210,0,36,0,36,0,45.42,1635.12,36,36
281,515,211,0,24,0,24,0,128.39,3081.36,24,24
282,515,212,0,1,0,1,0,4179.08,4179.08,1,1
283,515,213,0,1,0,1,0,4060.39,4060.39,1,1
284,515,214,0,1,0,1,0,567.18,567.18,1,1
285,914,214,0,1,1,2,0,567.18,567.18,1,2
286,515,215,0,1,0,1,0,79.44,79.44,1,1
287,515,216,0,2,0,2,0,888.46,1776.92,2,2
288,914,216,0,2,2,4,0,888.46,1776.92,2,4
289,515,217,0,2,0,2,0,815.25,1630.5,2,2
290,515,218,0,4,0,4,0,1184.51,4738.04,4,4
291,515,219,0,2,0,2,0,902.46,1804.92,2,2
292,914,219,0,15,2,17,0,902.46,13536.9,15,17
293,515,220,0,1,0,1,0,780.78,780.78,1,1
294,1130,220,0,1,1,2,0,780.78,780.78,1,2
295,515,221,0,15,0,15,0,347.61,5214.15,15,15
296,914,221,0,14,15,29,0,347.61,4866.54,14,29
297,515,222,0,2,0,2,0,486.37,972.74,2,2
298,914,222,0,1,2,3,0,486.37,486.37,1,3
299,515,223,0,2,0,2,0,6414.02,12828.04,2,2
300,914,223,0,1,2,3,0,6414.02,6414.02,1,3
301,515,224,0,70,0,70,0,92.28,6459.6,70,70
302,914,224,0,12,70,82,0,92.28,1107.36,12,82
303,515,225,0,1,0,1,0,3761.84,3761.84,1,1
304,515,226,0,2,0,2,0,145.49,290.98,2,2
305,515,227,0,2,0,2,0,86.41,172.82,2,2
306,515,228,0,1,0,1,0,27394.89,27394.89,1,1
307,515,229,0,2,0,2,0,347.7,695.4,2,2
308,515,230,0,4,0,4,0,38.04,152.16,4,4
309,515,231,0,1,0,1,0,2391.22,2391.22,1,1
310,515,232,0,1,0,1,0,4831.13,4831.13,1,1
311,515,233,0,1,0,1,0,460.2,460.2,1,1
312,515,234,0,1,0,1,0,28.28,28.28,1,1
313,515,235,0,27,0,27,0,97.26,2626.02,27,27
314,515,236,0,2,0,2,0,73.66,147.32,2,2
315,914,236,0,2,2,4,0,73.66,147.32,2,4
316,515,237,0,2,0,2,0,126.86,253.72,2,2
317,914,237,0,0.3,2,2.3,0,126.86,38.06,0.3,2.3
318,515,238,0,3,0,3,0,19.36,58.08,3,3
319,515,239,0,1,0,1,0,26.36,26.36,1,1
320,515,240,0,1,0,1,0,27.05,27.05,1,1
321,515,241,0,1,0,1,0,4.54,4.54,1,1
