Id_Estimacion_Concepto,Id_Estimacion,Id_Concepto,Contratado,Actual,Anterior,Acumulado,Por_Estimar,Precio_Unitario,Importe,Excedente,Excedente_Acumulado
322,515,242,0,54,0,54,0,67.94,3668.76,54,54
323,515,243,0,2,0,2,0,35.34,70.68,2,2
324,515,244,0,2,0,2,0,19.51,39.02,2,2
325,515,245,0,8,0,8,0,45.34,362.72,8,8
326,914,245,0,8,8,16,0,45.34,362.72,8,16
327,1130,246,0,29,0,29,0,1910.12,55393.48,29,29
328,1130,247,0,45,0,45,0,2059.89,92695.05,45,45
329,1130,248,0,7,0,7,0,576.42,4034.94,7,7
330,1130,249,0,140,0,140,0,21.62,3026.8,140,140
331,1130,250,0,660,0,660,0,47.44,31310.4,660,660
332,1130,251,0,660,0,660,0,47.44,31310.4,660,660
333,1130,252,0,660,0,660,0,43.24,28538.4,660,660
334,1130,253,0,301.69,0,301.69,0,51.65,15582.29,301.69,301.69
335,1130,254,0,400,0,400,0,32.85,13140,400,400
336,1130,255,0,743,0,743,0,13.39,9948.77,743,743
337,1130,256,0,285.51,0,285.51,0,99.59,28433.94,285.51,285.51
338,1130,257,0,97.92,0,97.92,0,196.68,19258.91,97.92,97.92
339,1130,258,0,21,0,21,0,82.93,1741.53,21,21
340,1130,259,0,140,0,140,0,57.65,8071,140,140
341,1130,260,0,21,0,21,0,118.17,2481.57,21,21
342,1130,262,0,1,0,1,0,11588.58,11588.58,1,1
343,1130,263,0,273.18,0,273.18,0,67.13,18338.57,273.18,273.18
344,1130,264,0,2347.77,0,2347.77,0,30.62,71888.72,2347.77,2347.77
345,1130,265,0,240,0,240,0,74.29,17829.6,240,240
346,1130,266,0,3,0,3,0,10859.6,32578.8,3,3
347,1130,267,0,2,0,2,0,1054.96,2109.92,2,2
348,1130,268,0,14,0,14,0,142.39,1993.46,14,14
349,1130,269,0,39,0,39,0,368.24,14361.36,39,39
350,310,287,550,1165.55,0,1165.55,0,3.41,3974.53,615.55,615.55
351,310,288,1756.8,1683.61,0,1683.61,73.19,313.16,527239.31,0,0
352,310,289,195.2,187.07,0,187.07,8.13,24.8,4639.34,0,0
353,310,290,550,1165.55,0,1165.55,0,3.58,4172.67,615.55,615.55
354,310,291,2537.6,2768.61,0,2768.61,0,5.75,15919.51,231.01,231.01
355,310,292,55827.2,52603.59,0,52603.59,3223.61,2.55,134139.15,0,0
356,310,293,3,1,0,1,2,264.71,264.71,0,0
357,310,294,15,15,0,15,0,100.91,1513.65,0,0
358,310,295,15,20,0,20,0,195.1,3902,5,5
359,310,296,1,1,0,1,0,375,375,0,0
360,310,297,1,1,0,1,0,187.5,187.5,0,0
361,310,299,0,1,0,1,0,2509.08,2509.08,1,1
362,310,300,0,1,0,1,0,5187.58,5187.58,1,1
363,310,301,0,1,0,1,0,2146.51,2146.51,1,1
364,310,302,0,1,0,1,0,5512.56,5512.56,1,1
365,310,303,0,1,0,1,0,1559.32,1559.32,1,1
366,310,304,0,2,0,2,0,262.73,525.46,2,2
367,310,305,0,2,0,2,0,2216.36,4432.72,2,2
368,13,306,1,1,0,1,0,13772.96,13772.96,0,0
369,13,307,1,1,0,1,0,30431.08,30431.08,0,0
370,13,308,1,1,0,1,0,11789.85,11789.85,0,0
371,13,309,1,1,0,1,0,4623.73,4623.73,0,0
372,29,311,20,19,0,19,1,67.5,1282.5,0,0
373,29,312,20,19,0,19,1,67.5,1282.5,0,0
374,29,313,1,1,0,1,0,1030.11,1030.11,0,0
375,28,314,4000,3916.04,0,3916.04,83.96,3.45,13510.34,0,0
376,136,314,4000,655.15,3916.04,4571.19,0,3.45,2260.27,571.19,571.19
377,188,314,4000,2782.67,4571.19,7353.86,0,3.45,9600.21,2782.67,3353.86
378,28,315,128,18.64,0,18.64,109.36,118.99,2217.97,0,0
379,188,315,128,2.35,18.64,20.99,107.01,118.99,279.63,0,0
380,28,316,192,170,0,170,22,13.72,2332.4,0,0
381,188,316,192,72.07,170,242.07,0,13.72,988.8,50.07,50.07
382,28,317,322.4,310.23,0,310.23,12.17,8.58,2661.77,0,0
383,136,317,322.4,51.41,310.23,361.64,0,8.58,441.1,39.24,39.24
384,188,317,322.4,96.75,361.64,458.39,0,8.58,830.12,96.75,135.99
385,28,318,4000,1790.96,0,1790.96,2209.04,8.93,15993.27,0,0
386,188,318,4000,720.21,1790.96,2511.17,1488.83,8.93,6431.48,0,0
387,28,319,4000,3617.9,0,3617.9,382.1,3.58,12952.08,0,0
388,136,319,4000,953.29,3617.9,4571.19,0,3.58,3412.78,571.19,571.19
389,188,319,4000,2782.67,4571.19,7353.86,0,3.58,9961.96,2782.67,3353.86
390,201,319,4000,93.41,7353.86,7447.27,0,3.58,334.41,93.41,3447.27
391,28,320,2000,1790.96,0,1790.96,209.04,3.33,5963.9,0,0
392,28,321,240,170,0,170,70,171.48,29151.6,0,0
393,188,321,240,72.07,170,242.07,0,171.48,12358.56,2.07,2.07
394,28,322,4000,3990.54,0,3990.54,9.46,1.16,4629.03,0,0
395,136,322,4000,953.29,3990.54,4943.83,0,1.16,1105.82,943.83,943.83
396,188,322,4000,2829.69,4943.83,7773.52,0,1.16,3282.44,2829.69,3773.52
397,201,322,4000,93.41,7773.52,7866.93,0,1.16,108.36,93.41,3866.93
398,28,323,4000,3990.54,0,3990.54,9.46,20.74,82763.8,0,0
399,136,323,4000,953.29,3990.54,4943.83,0,20.74,19771.23,943.83,943.83
400,188,323,4000,2829.69,4943.83,7773.52,0,20.74,58687.77,2829.69,3773.52
