Id_Estimacion,Id_Contrato,No_Estimacion,Fecha_Estimacion,Avance_Fisico,Avance_Financiero,Fecha_Inicio_Estimacion,Fecha_Termino_Estimacion,Estatus,Tipo_Estimacion,Descripcion,No_Factura,Fecha_Factura,Fecha_Recibo,Fecha_Inicio_Recalendarizacion,Fecha_Termino_Recalendarizacion,Fecha_Suspension,Fecha_Reinicio,Fecha_Ampliacion,Fecha_Prorroga,Fecha_Ultima_Inicio_Contrato,Fecha_Ultima_Termino_Contrato,Caratula_Contrato_Estimado,Caratula_Contrato_IVA,Caratula_Contrato_Total,Caratula_Contrato_Amortizacion,Caratula_Contrato_Suma,Caratula_Contrato_Descuentos,Caratula_Contrato_Deducciones,Caratula_Contrato_Neto,Caratula_Ampliacion_Estimado,Caratula_Ampliacion_IVA,Caratula_Ampliacion_Total,Caratula_Ampliacion_Amortizacion,Caratula_Ampliacion_Suma,Caratula_Ampliacion_Descuentos,Caratula_Ampliacion_Deducciones,Caratula_Ampliacion_Neto,Caratula_Totales_Estimado,Caratula_Totales_IVA,Caratula_Totales_Total,Caratula_Totales_Amortizacion,Caratula_Totales_Suma,Caratula_Totales_Descuentos,Caratula_Totales_Deducciones,Caratula_Totales_Neto,Resumen_Contrato_Importe,Resumen_Contrato_Actual,Resumen_Contrato_Anterior,Resumen_Contrato_Acumulado,Resumen_Contrato_Por_Ejercer,Resumen_Ampliacion_Importe,Resumen_Ampliacion_Actual,Resumen_Ampliacion_Anterior,Resumen_Ampliacion_Acumulado,Resumen_Ampliacion_Por_Ejercer,Resumen_Total_Importe,Resumen_Total_Actual,Resumen_Total_Anterior,Resumen_Total_Acumulado,Resumen_Total_Por_Ejercer,Amortizacion_Contrato_Porcentaje,Amortizacion_Contrato_Importe,Amortizacion_Contrato_Actual,Amortizacion_Contrato_Anterior,Amortizacion_Contrato_Acumulado,Amortizacion_Contrato_Por_Ejercer,Amortizacion_Ampliacion_Porcentaje,Amortizacion_Ampliacion_Importe,Amortizacion_Ampliacion_Actual,Amortizacion_Ampliacion_Anterior,Amortizacion_Ampliacion_Acumulado,Amortizacion_Ampliacion_Por_Ejercer,Importe_Sancion,No_Control,Id_Fuente_Inversion,Numero_Oficio_Excedentes,Fecha_Oficio_Excedentes,Fecha_Registro,Fecha_Pago,Observaciones_Caratula,Observaciones_Generales,Imprime_Observaciones_Generales,Pagada,Fecha_Nuevo_Termino_Por_Reinicio
1,4,1,28/02/2011 00:00,4.81,4.81,22/02/2011 00:00,28/02/2011 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2011 00:00,28/02/2011 00:00,22/02/2011,15/05/2011,,,,26/06/2011,22/02/2011,26/06/2011,24469.44,3915.11,28384.55,8515.37,19869.18,293.63,415.98,19453.2,0,0,0,0,0,0,0,0,24469.44,3915.11,28384.55,8515.37,19869.18,293.63,415.98,19453.2,590187.86,28384.55,0,28384.55,561803.31,0,0,0,0,0,590187.86,28384.55,0,28384.55,561803.31,30,177056.36,8515.37,0,8515.37,168540.99,0,0,0,0,0,0,122.35,1,,0001/2011,28/02/2011 00:00,01/03/2011 00:00,31/12/2011 00:00,,,0,0,
2,4,2,10/03/2011 00:00,10.1,10.1,01/03/2011 00:00,10/03/2011 00:00,AUTORIZADA,NORMAL,EST. 2,,10/03/2011 00:00,10/03/2011 00:00,22/02/2011,15/05/2011,,,,26/06/2011,22/02/2011,26/06/2011,26908.54,4305.37,31213.91,9364.17,21849.74,322.91,457.45,21392.29,0,0,0,0,0,0,0,0,26908.54,4305.37,31213.91,9364.17,21849.74,322.91,457.45,21392.29,590187.86,31213.91,28384.55,59598.46,530589.4,0,0,0,0,0,590187.86,31213.91,28384.55,59598.46,530589.4,30,177056.36,9364.17,8515.37,17879.54,159176.82,0,0,0,0,0,0,134.54,1,,0003/2011,10/03/2011 00:00,10/03/2011 00:00,31/12/2011 00:00,,,0,0,
3,14,1,08/03/2011 00:00,98.5,98.5,01/03/2011 00:00,06/03/2011 00:00,AUTORIZADA,NORMAL,EST. 1,,08/03/2011 00:00,08/03/2011 00:00,,,,,,,01/03/2011,06/03/2011,547045.78,87527.32,634573.1,0,634573.1,6564.55,6564.55,628008.55,0,0,0,0,0,0,0,0,547045.78,87527.32,634573.1,0,634573.1,6564.55,6564.55,628008.55,644248.92,634573.1,0,634573.1,9675.82,0,0,0,0,0,644248.92,634573.1,0,634573.1,9675.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0003/2011,06/03/2011 00:00,11/03/2011 00:00,31/12/2011 00:00,,,0,0,
4,14,1,09/03/2011 00:00,100,100,01/03/2011 00:00,06/03/2011 00:00,AUTORIZADA,COMPLEMENTARIA,1A COMP. FINIQUITO,,09/03/2011 00:00,09/03/2011 00:00,,,,,,,01/03/2011,06/03/2011,8341.16,1334.59,9675.75,0,9675.75,100.09,100.09,9575.66,0,0,0,0,0,0,0,0,8341.16,1334.59,9675.75,0,9675.75,100.09,100.09,9575.66,644248.92,9675.75,634573.1,644248.85,0.07,0,0,0,0,0,644248.92,9675.75,634573.1,644248.85,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,09/03/2011 00:00,11/03/2011 00:00,31/12/2011 00:00,,,0,0,
5,11,1,28/02/2011 00:00,5.76,5.76,25/02/2011 00:00,28/02/2011 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2011 00:00,28/02/2011 00:00,25/02/2011,04/05/2011,,,,,25/02/2011,04/05/2011,26344.88,4215.18,30560.06,9168.02,21392.04,316.14,316.14,21075.9,0,0,0,0,0,0,0,0,26344.88,4215.18,30560.06,9168.02,21392.04,316.14,316.14,21075.9,530599.43,30560.06,0,30560.06,500039.37,0,0,0,0,0,530599.43,30560.06,0,30560.06,500039.37,30,159179.83,9168.02,0,9168.02,150011.81,0,0,0,0,0,0,0,1,,1500/2010,28/02/2011 00:00,16/03/2011 00:00,31/12/2011 00:00,,,0,0,
6,1,1,28/02/2011 00:00,60.62,60.62,07/02/2011 00:00,28/02/2011 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2011 00:00,28/02/2011 00:00,,,,,30/04/2011,11/06/2011,07/02/2011,11/06/2011,887805.22,142048.84,1029854.06,514927.03,514927.03,10653.66,10653.66,504273.37,0,0,0,0,0,0,0,0,887805.22,142048.84,1029854.06,514927.03,514927.03,10653.66,10653.66,504273.37,1698924.15,1029854.06,0,1029854.06,669070.09,1718181.12,0,0,0,1718181.12,3417105.27,1029854.06,0,1029854.06,2387251.21,50,842139.13,514927.03,0,514927.03,327212.1,30,515454.34,0,0,0,515454.34,0,1,,0003/2011,28/02/2011 00:00,17/03/2011 00:00,31/12/2011 00:00,,,0,0,
7,8,1,28/02/2011 00:00,1.13,1.13,18/02/2011 00:00,28/02/2011 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2011 00:00,28/02/2011 00:00,18/02/2011,19/07/2011,,,,10/10/2011,18/02/2011,10/10/2011,294943.97,47191.04,342135.01,102640.5,239494.51,5014.05,5014.05,234480.46,0,0,0,0,0,0,0,0,294943.97,47191.04,342135.01,102640.5,239494.51,5014.05,5014.05,234480.46,30385297.76,342135.01,0,342135.01,30043162.75,0,0,0,0,0,30385297.76,342135.01,0,342135.01,30043162.75,30,9115589.33,102640.5,0,102640.5,9012948.83,0,0,0,0,0,0,0,1,,0005/2011,28/02/2011 00:00,17/03/2011 00:00,31/12/2011 00:00,,,0,0,
8,8,2,15/03/2011 00:00,17.55,17.55,01/03/2011 00:00,15/03/2011 00:00,AUTORIZADA,NORMAL,EST. 2,,15/03/2011 00:00,15/03/2011 00:00,18/02/2011,19/07/2011,,,,10/10/2011,18/02/2011,10/10/2011,4301792.6,688286.82,4990079.42,1497023.83,3493055.59,73130.48,73130.48,3419925.11,0,0,0,0,0,0,0,0,4301792.6,688286.82,4990079.42,1497023.83,3493055.59,73130.48,73130.48,3419925.11,30385297.76,4990079.42,342135.01,5332214.43,25053083.33,0,0,0,0,0,30385297.76,4990079.42,342135.01,5332214.43,25053083.33,30,9115589.33,1497023.83,102640.5,1599664.33,7515925,0,0,0,0,0,0,0,1,,,15/03/2011 00:00,17/03/2011 00:00,31/12/2011 00:00,,,0,0,
9,25,1,18/03/2011 00:00,6.54,6.54,16/03/2011 00:00,18/03/2011 00:00,AUTORIZADA,NORMAL,EST. 1,,18/03/2011 00:00,18/03/2011 00:00,16/03/2011,18/04/2011,,,18/04/2011,10/05/2011,16/03/2011,10/05/2011,61965.31,9914.45,71879.76,21563.93,50315.83,743.58,743.58,49572.25,0,0,0,0,0,0,0,0,61965.31,9914.45,71879.76,21563.93,50315.83,743.58,743.58,49572.25,1099793.53,71879.76,0,71879.76,1027913.77,40000,0,0,0,40000,1139793.53,71879.76,0,71879.76,1067913.77,30,329938.06,21563.93,0,21563.93,308374.13,0,0,0,0,0,0,0,1,,,18/03/2011 00:00,22/03/2011 00:00,31/12/2011 00:00,,,0,0,
10,17,1,23/03/2011 00:00,59.63,59.63,28/02/2011 00:00,23/03/2011 00:00,AUTORIZADA,NORMAL,EST. 1,,23/03/2011 00:00,23/03/2011 00:00,,,,,,,28/02/2011,21/05/2011,589435.13,94309.62,683744.75,205123.43,478621.32,7073.22,7073.22,471548.1,0,0,0,0,0,0,0,0,589435.13,94309.62,683744.75,205123.43,478621.32,7073.22,7073.22,471548.1,1146556.96,683744.75,0,683744.75,462812.21,0,0,0,0,0,1146556.96,683744.75,0,683744.75,462812.21,30,343967.09,205123.43,0,205123.43,138843.66,0,0,0,0,0,0,0,1,,0015/2011,23/03/2011 00:00,25/03/2011 00:00,31/12/2011 00:00,,,0,0,
11,22,1,24/03/2011 00:00,88.89,88.89,07/03/2011 00:00,21/03/2011 00:00,AUTORIZADA,NORMAL,EST. 1,,24/03/2011 00:00,24/03/2011 00:00,,,,,,,07/03/2011,26/03/2011,159127.68,25460.43,184588.11,55376.43,129211.68,1909.54,1909.54,127302.14,0,0,0,0,0,0,0,0,159127.68,25460.43,184588.11,55376.43,129211.68,1909.54,1909.54,127302.14,207661.62,184588.11,0,184588.11,23073.51,0,0,0,0,0,207661.62,184588.11,0,184588.11,23073.51,30,62298.49,55376.43,0,55376.43,6922.06,0,0,0,0,0,0,0,1,,,24/03/2011 00:00,25/03/2011 00:00,31/12/2011 00:00,,,0,0,
12,25,2,22/03/2011 00:00,8.97,8.97,19/03/2011 00:00,22/03/2011 00:00,AUTORIZADA,NORMAL,EST. 2,,22/03/2011 00:00,22/03/2011 00:00,16/03/2011,18/04/2011,,,18/04/2011,10/05/2011,16/03/2011,10/05/2011,23096.11,3695.38,26791.49,8037.45,18754.04,277.15,277.15,18476.89,0,0,0,0,0,0,0,0,23096.11,3695.38,26791.49,8037.45,18754.04,277.15,277.15,18476.89,1099793.53,26791.49,71879.76,98671.25,1001122.28,40000,0,0,0,40000,1139793.53,26791.49,71879.76,98671.25,1041122.28,30,329938.06,8037.45,21563.93,29601.38,300336.68,0,0,0,0,0,0,0,1,,0016/2011,22/03/2011 00:00,25/03/2011 00:00,31/12/2011 00:00,,,0,0,
13,3,1,15/02/2011 00:00,78.91,78.91,01/02/2011 00:00,15/02/2011 00:00,AUTORIZADA,NORMAL,EST. 1,,15/02/2011 00:00,15/02/2011 00:00,,,,,,,01/02/2011,26/02/2011,60617.62,9698.82,70316.44,0,70316.44,0,303.09,70013.35,0,0,0,0,0,0,0,0,60617.62,9698.82,70316.44,0,70316.44,0,303.09,70013.35,89108.3,70316.44,0,70316.44,18791.86,0,0,0,0,0,89108.3,70316.44,0,70316.44,18791.86,0,0,0,0,0,0,0,0,0,0,0,0,303.09,1,,,15/02/2011 00:00,28/03/2011 00:00,31/12/2011 00:00,,,0,0,
14,19,1,24/03/2011 00:00,67.64,67.64,07/03/2011 00:00,19/03/2011 00:00,AUTORIZADA,NORMAL,EST. 1,,24/03/2011 00:00,24/03/2011 00:00,,,,,,,07/03/2011,16/04/2011,868249.8,138919.97,1007169.77,302150.93,705018.84,10419,10419,694599.84,0,0,0,0,0,0,0,0,868249.8,138919.97,1007169.77,302150.93,705018.84,10419,10419,694599.84,1489010.13,1007169.77,0,1007169.77,481840.36,0,0,0,0,0,1489010.13,1007169.77,0,1007169.77,481840.36,30,446703.04,302150.93,0,302150.93,144552.11,0,0,0,0,0,0,0,1,,,24/03/2011 00:00,29/03/2011 00:00,31/12/2011 00:00,,,0,0,
15,12,1,28/02/2011 00:00,28.34,28.34,07/02/2011 00:00,28/02/2011 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2011 00:00,28/02/2011 00:00,21/02/2011,04/06/2011,,,30/10/2011,10/03/2012,21/02/2011,10/03/2012,393333.07,62933.29,456266.36,136879.91,319386.45,1966.67,1966.67,317419.78,0,0,0,0,0,0,0,0,393333.07,62933.29,456266.36,136879.91,319386.45,1966.67,1966.67,317419.78,1610103.59,456266.36,0,456266.36,1153837.23,377539.9,0,0,0,377539.9,1987643.49,456266.36,0,456266.36,1531377.13,30,483031.08,136879.91,0,136879.91,346151.17,70,264277.93,0,0,0,264277.93,0,1,,0017/2011,28/02/2011 00:00,28/03/2011 00:00,31/12/2011 00:00,,,0,0,
16,27,1,15/03/2011 00:00,14.85,14.85,01/03/2011 00:00,15/03/2011 00:00,AUTORIZADA,NORMAL,EST. 1,,15/03/2011 00:00,15/03/2011 00:00,28/02/2011,30/04/2011,,,,,28/02/2011,30/04/2011,74764.74,11962.36,86727.1,26018.13,60708.97,897.18,897.18,59811.79,0,0,0,0,0,0,0,0,74764.74,11962.36,86727.1,26018.13,60708.97,897.18,897.18,59811.79,584001.68,86727.1,0,86727.1,497274.58,0,0,0,0,0,584001.68,86727.1,0,86727.1,497274.58,30,175200.5,26018.13,0,26018.13,149182.37,0,0,0,0,0,0,0,1,,0018/2011,15/03/2011 00:00,29/03/2011 00:00,31/12/2011 00:00,,,0,0,
17,28,1,19/03/2011 00:00,46.71,46.71,07/03/2011 00:00,19/03/2011 00:00,AUTORIZADA,NORMAL,EST. 1,,19/03/2011 00:00,19/03/2011 00:00,,,,,30/04/2011,,07/03/2011,30/04/2011,317927.64,50868.42,368796.06,0,368796.06,3815.14,3815.14,364980.92,0,0,0,0,0,0,0,0,317927.64,50868.42,368796.06,0,368796.06,3815.14,3815.14,364980.92,789538.92,368796.06,0,368796.06,420742.86,82277.12,0,0,0,82277.12,871816.04,368796.06,0,368796.06,503019.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0019/2011,19/03/2011 00:00,29/03/2011 00:00,31/12/2011 00:00,,,0,0,
18,11,2,06/03/2011 00:00,9.47,9.47,01/03/2011 00:00,06/03/2011 00:00,AUTORIZADA,NORMAL,EST. 2,,06/03/2011 00:00,06/03/2011 00:00,25/02/2011,04/05/2011,,,,,25/02/2011,04/05/2011,16973.35,2715.74,19689.09,5906.73,13782.36,203.68,203.68,13578.68,0,0,0,0,0,0,0,0,16973.35,2715.74,19689.09,5906.73,13782.36,203.68,203.68,13578.68,530599.43,19689.09,30560.06,50249.15,480350.28,0,0,0,0,0,530599.43,19689.09,30560.06,50249.15,480350.28,30,159179.83,5906.73,9168.02,15074.75,144105.08,0,0,0,0,0,0,0,1,,0008/2011,06/03/2011 00:00,30/03/2011 00:00,31/12/2011 00:00,,,0,0,
19,29,1,30/03/2011 00:00,100,100,14/03/2011 00:00,20/03/2011 00:00,AUTORIZADA,FINIQUITO,1 FINIQUITO,,30/03/2011 00:00,30/03/2011 00:00,,,,,,,14/03/2011,20/03/2011,109537,17525.92,127062.92,0,127062.92,1314.44,1314.44,125748.48,0,0,0,0,0,0,0,0,109537,17525.92,127062.92,0,127062.92,1314.44,1314.44,125748.48,127062.92,127062.92,0,127062.92,0,0,0,0,0,0,127062.92,127062.92,0,127062.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,30/03/2011 00:00,01/04/2011 00:00,31/12/2011 00:00,,,0,0,
20,10,1,28/02/2011 00:00,15.8,15.8,18/02/2011 00:00,28/02/2011 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2011 00:00,28/02/2011 00:00,,,,,,,14/02/2011,07/05/2011,30914.7,4946.35,35861.05,10758.32,25102.73,0,154.57,24948.16,0,0,0,0,0,0,0,0,30914.7,4946.35,35861.05,10758.32,25102.73,0,154.57,24948.16,226969.78,35861.05,0,35861.05,191108.73,0,0,0,0,0,226969.78,35861.05,0,35861.05,191108.73,30,68090.93,10758.32,0,10758.32,57332.61,0,0,0,0,0,0,154.57,1,,,28/02/2011 00:00,01/04/2011 00:00,31/12/2011 00:00,,,0,0,
21,8,1,16/03/2011 00:00,17.89,17.89,18/02/2011 00:00,28/02/2011 00:00,AUTORIZADA,COMPLEMENTARIA,1 A COMPLEMENTARIA,,16/03/2011 00:00,16/03/2011 00:00,18/02/2011,19/07/2011,,,,10/10/2011,18/02/2011,10/10/2011,89145.45,14263.27,103408.72,31022.62,72386.1,1515.47,1515.47,70870.63,0,0,0,0,0,0,0,0,89145.45,14263.27,103408.72,31022.62,72386.1,1515.47,1515.47,70870.63,30385297.76,103408.72,5332214.43,5435623.15,24949674.61,0,0,0,0,0,30385297.76,103408.72,5332214.43,5435623.15,24949674.61,30,9115589.33,31022.62,1599664.33,1630686.95,7484902.38,0,0,0,0,0,0,0,1,,,16/03/2011 00:00,01/04/2011 00:00,31/12/2011 00:00,,,0,0,
22,4,3,20/03/2011 00:00,14.44,14.44,11/03/2011 00:00,20/03/2011 00:00,AUTORIZADA,NORMAL,EST. 3,,20/03/2011 00:00,20/03/2011 00:00,22/02/2011,15/05/2011,,,,26/06/2011,22/02/2011,26/06/2011,22108.01,3537.28,25645.29,7693.59,17951.7,265.3,375.84,17575.86,0,0,0,0,0,0,0,0,22108.01,3537.28,25645.29,7693.59,17951.7,265.3,375.84,17575.86,590187.86,25645.29,59598.46,85243.75,504944.11,0,0,0,0,0,590187.86,25645.29,59598.46,85243.75,504944.11,30,177056.36,7693.59,17879.54,25573.13,151483.23,0,0,0,0,0,0,110.54,1,,0022/2011,20/03/2011 00:00,04/04/2011 00:00,31/12/2011 00:00,,,0,0,
23,25,3,25/03/2011 00:00,14.92,14.92,23/03/2011 00:00,25/03/2011 00:00,AUTORIZADA,NORMAL,EST. 3,,25/03/2011 00:00,25/03/2011 00:00,16/03/2011,18/04/2011,,,18/04/2011,10/05/2011,16/03/2011,10/05/2011,56414.04,9026.25,65440.29,19632.09,45808.2,676.97,676.97,45131.23,0,0,0,0,0,0,0,0,56414.04,9026.25,65440.29,19632.09,45808.2,676.97,676.97,45131.23,1099793.53,65440.29,98671.25,164111.54,935681.99,40000,0,0,0,40000,1139793.53,65440.29,98671.25,164111.54,975681.99,30,329938.06,19632.09,29601.38,49233.47,280704.59,0,0,0,0,0,0,0,1,,0023/2011,25/03/2011 00:00,04/04/2011 00:00,31/12/2011 00:00,,,0,0,
24,6,1,28/02/2011 00:00,0.73,0.73,21/02/2011 00:00,28/02/2011 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2011 00:00,28/02/2011 00:00,21/02/2011,20/05/2011,,,,27/05/2011,21/02/2011,27/05/2011,60434.18,9669.47,70103.65,21031.1,49072.55,725.21,725.21,48347.34,0,0,0,0,0,0,0,0,60434.18,9669.47,70103.65,21031.1,49072.55,725.21,725.21,48347.34,9588023.41,70103.65,0,70103.65,9517919.76,0,0,0,0,0,9588023.41,70103.65,0,70103.65,9517919.76,30,2876407.02,21031.1,0,21031.1,2855375.92,0,0,0,0,0,0,0,1,,0020/2011,28/02/2011 00:00,05/04/2011 00:00,31/12/2011 00:00,,,0,0,
25,6,2,31/03/2011 00:00,28.52,28.52,01/03/2011 00:00,31/03/2011 00:00,AUTORIZADA,NORMAL,EST. 2,,31/03/2011 00:00,31/03/2011 00:00,21/02/2011,20/05/2011,,,,27/05/2011,21/02/2011,27/05/2011,2297297.36,367567.58,2664864.94,799459.48,1865405.46,27567.56,27567.56,1837837.9,0,0,0,0,0,0,0,0,2297297.36,367567.58,2664864.94,799459.48,1865405.46,27567.56,27567.56,1837837.9,9588023.41,2664864.94,70103.65,2734968.59,6853054.82,0,0,0,0,0,9588023.41,2664864.94,70103.65,2734968.59,6853054.82,30,2876407.02,799459.48,21031.1,820490.58,2055916.44,0,0,0,0,0,0,0,1,,0021/2011,31/03/2011 00:00,05/04/2011 00:00,31/12/2011 00:00,,,0,0,
26,7,1,28/02/2011 00:00,0.52,0.52,16/02/2011 00:00,28/02/2011 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2011 00:00,28/02/2011 00:00,,,,,,28/02/2013,07/02/2011,28/02/2013,103325.09,16532.01,119857.1,35957.13,83899.97,1239.9,1239.9,82660.07,0,0,0,0,0,0,0,0,103325.09,16532.01,119857.1,35957.13,83899.97,1239.9,1239.9,82660.07,22944545.23,119857.1,0,119857.1,22824688.13,0,0,0,0,0,22944545.23,119857.1,0,119857.1,22824688.13,30,6883363.57,35957.13,0,35957.13,6847406.44,0,0,0,0,0,0,0,1,,,28/02/2011 00:00,05/04/2011 00:00,31/12/2011 00:00,,,0,0,
27,42,1,05/04/2011 00:00,28.57,28.57,01/04/2011 00:00,05/04/2011 00:00,AUTORIZADA,NORMAL,EST. 1,,05/04/2011 00:00,05/04/2011 00:00,,,,,,,01/04/2011,15/12/2011,3448262.77,551722.04,3999984.81,1199995.44,2799989.37,0,0,2799989.37,0,0,0,0,0,0,0,0,3448262.77,551722.04,3999984.81,1199995.44,2799989.37,0,0,2799989.37,13999950,3999984.81,0,3999984.81,9999965.19,0,0,0,0,0,13999950,3999984.81,0,3999984.81,9999965.19,30,4199985,1199995.44,0,1199995.44,2999989.56,0,0,0,0,0,0,0,1,,,05/04/2011 00:00,05/04/2011 00:00,31/12/2011 00:00,,,0,0,
28,5,1,28/02/2011 00:00,81.12,81.12,14/02/2011 00:00,28/02/2011 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2011 00:00,28/02/2011 00:00,,,,,05/04/2011,,14/02/2011,05/04/2011,691993.55,110718.97,802712.52,240813.76,561898.76,8303.93,8303.93,553594.83,0,0,0,0,0,0,0,0,691993.55,110718.97,802712.52,240813.76,561898.76,8303.93,8303.93,553594.83,989509.82,802712.52,0,802712.52,186797.3,500000,0,0,0,500000,1489509.82,802712.52,0,802712.52,686797.3,30,296852.95,240813.76,0,240813.76,56039.19,0,0,0,0,0,0,0,1,,,28/02/2011 00:00,06/04/2011 00:00,31/12/2011 00:00,,,0,0,
29,3,2,26/02/2011 00:00,100,83.59,15/02/2011 00:00,26/02/2011 00:00,AUTORIZADA,FINIQUITO,2 FINIQUITO,,26/02/2011 00:00,26/02/2011 00:00,,,,,,,01/02/2011,26/02/2011,3595.11,575.22,4170.33,0,4170.33,0,17.98,4152.35,0,0,0,0,0,0,0,0,3595.11,575.22,4170.33,0,4170.33,0,17.98,4152.35,89108.3,4170.33,70316.44,74486.77,14621.53,0,0,0,0,0,89108.3,4170.33,70316.44,74486.77,14621.53,0,0,0,0,0,0,0,0,0,0,0,0,17.98,1,,,26/02/2011 00:00,06/04/2011 00:00,31/12/2011 00:00,,,0,0,
30,7,2,31/03/2011 00:00,2.72,2.72,01/03/2011 00:00,31/03/2011 00:00,AUTORIZADA,NORMAL,EST. 2,,31/03/2011 00:00,31/03/2011 00:00,,,,,,28/02/2013,07/02/2011,28/02/2013,434680.21,69548.83,504229.04,151268.71,352960.33,5216.16,5216.16,347744.17,0,0,0,0,0,0,0,0,434680.21,69548.83,504229.04,151268.71,352960.33,5216.16,5216.16,347744.17,22944545.23,504229.04,119857.1,624086.14,22320459.09,0,0,0,0,0,22944545.23,504229.04,119857.1,624086.14,22320459.09,30,6883363.57,151268.71,35957.13,187225.84,6696137.73,0,0,0,0,0,0,0,1,,,31/03/2011 00:00,06/04/2011 00:00,31/12/2011 00:00,,,0,0,
31,7,2,01/04/2011 00:00,3,3,01/03/2011 00:00,31/03/2011 00:00,AUTORIZADA,COMPLEMENTARIA,2-A COMPLEMENTARIA,,01/04/2011 00:00,01/04/2011 00:00,,,,,,28/02/2013,07/02/2011,28/02/2013,55120.93,8819.35,63940.28,19182.08,44758.2,661.45,661.45,44096.75,0,0,0,0,0,0,0,0,55120.93,8819.35,63940.28,19182.08,44758.2,661.45,661.45,44096.75,22944545.23,63940.28,624086.14,688026.42,22256518.81,0,0,0,0,0,22944545.23,63940.28,624086.14,688026.42,22256518.81,30,6883363.57,19182.08,187225.84,206407.92,6676955.65,0,0,0,0,0,0,0,1,,,01/04/2011 00:00,06/04/2011 00:00,31/12/2011 00:00,,,0,0,
32,23,1,08/03/2011 00:00,100,100,07/03/2011 00:00,08/03/2011 00:00,AUTORIZADA,FINIQUITO,1 FINIQUITO,,08/03/2011 00:00,08/03/2011 00:00,,,,,,,07/03/2011,12/03/2011,38012.76,6082.04,44094.8,0,44094.8,456.16,456.16,43638.64,0,0,0,0,0,0,0,0,38012.76,6082.04,44094.8,0,44094.8,456.16,456.16,43638.64,44094.8,44094.8,0,44094.8,0,0,0,0,0,0,44094.8,44094.8,0,44094.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,08/03/2011 00:00,06/04/2011 00:00,31/12/2011 00:00,,,0,0,
33,7,2,02/04/2011 00:00,3.74,3.74,01/03/2011 00:00,31/03/2011 00:00,AUTORIZADA,COMPLEMENTARIA,2B COMPLEMENTARIA,,02/04/2011 00:00,02/04/2011 00:00,,,,,,28/02/2013,07/02/2011,28/02/2013,146336.27,23413.8,169750.07,50925.02,118825.05,1756.03,1756.03,117069.02,0,0,0,0,0,0,0,0,146336.27,23413.8,169750.07,50925.02,118825.05,1756.03,1756.03,117069.02,22944545.23,169750.07,688026.42,857776.49,22086768.74,0,0,0,0,0,22944545.23,169750.07,688026.42,857776.49,22086768.74,30,6883363.57,50925.02,206407.92,257332.94,6626030.63,0,0,0,0,0,0,0,1,,,02/04/2011 00:00,07/04/2011 00:00,31/12/2011 00:00,,,0,0,
34,43,1,07/04/2011 00:00,89.77,89.77,28/03/2011 00:00,31/03/2011 00:00,AUTORIZADA,NORMAL,EST. 1,,07/04/2011 00:00,07/04/2011 00:00,,,,,,,28/03/2011,09/04/2011,393455.34,62952.85,456408.19,136922.46,319485.73,4721.46,4721.46,314764.27,0,0,0,0,0,0,0,0,393455.34,62952.85,456408.19,136922.46,319485.73,4721.46,4721.46,314764.27,508444.25,456408.19,0,456408.19,52036.06,0,0,0,0,0,508444.25,456408.19,0,456408.19,52036.06,30,152533.28,136922.46,0,136922.46,15610.82,0,0,0,0,0,0,0,1,,025/2011,31/03/2011 00:00,08/04/2011 00:00,31/12/2011 00:00,,,0,0,
35,10,2,31/03/2011 00:00,41.67,41.67,01/03/2011 00:00,31/03/2011 00:00,AUTORIZADA,NORMAL,EST. 2,,31/03/2011 00:00,31/03/2011 00:00,,,,,,,14/02/2011,07/05/2011,50617.84,8098.85,58716.69,17615.01,41101.68,0,253.09,40848.59,0,0,0,0,0,0,0,0,50617.84,8098.85,58716.69,17615.01,41101.68,0,253.09,40848.59,226969.78,58716.69,35861.05,94577.74,132392.04,0,0,0,0,0,226969.78,58716.69,35861.05,94577.74,132392.04,30,68090.93,17615.01,10758.32,28373.33,39717.6,0,0,0,0,0,0,253.09,1,,,31/03/2011 00:00,11/04/2011 00:00,31/12/2011 00:00,,,0,0,
