Id_Presupuesto,Id_Obra,Nombre,Tipo_Presupuesto,Id_Modalidad,Fecha_Adjudicacion,Id_Presupuesto_Pertenece,Clave,Numero_Ampliacion
1,1,A-2510-300-6111-D/0001/2011  PAVIMENTACION DE LA CALLE CAMINO ALFARO SEGUNDA ETAPA TRAMO: BLVD. VICENTE VALTIERRA A TOPAR CON PAVIMENTO EXISTENTE FRACCIONES DE ALFARO,ORIGINAL,1,21/01/2011 00:00,,0,0
2,1,AMPLIACION 1,AMPLIACION,1,21/01/2011 00:00,1,1,1
3,2,A-2510-300-6111-D/0002/2011  TRABAJOS COMPLEMENTARIOS EN LA CORRECCION DEL TALUD FRENTE AL FRACC. LOMAS DEL REFUGIO BLVD. PROLONGACION INSURGENTES LEON,ORIGINAL,1,01/02/2011 00:00,,0,0
4,3,A-2510-300-6111-H/0003/2011  LEVANTAMIENTO PARA EL PROYECTO DE REMODELACION DEL MERCADO CARRO VERDE EN LA ZONA DE FONDAS LEON,ORIGINAL,1,01/02/2011 00:00,,0,0
5,5,A-5021-320-6111-C/0004/2011  REHABILITACION DE LOS CAMINOS INTERNOS DEL ZOOLÓGICO LEÓN,ORIGINAL,1,04/02/2011 00:00,,0,0
7,13,H-2510-900-6111-D/0005/2011  BLVD. DELTA TRAMO DE BLVD. AEROPUERTO A BLVD. TIMOTEO LOZANO (NOVENA ETAPA - A BLVD. AEROPUERTO A BLVD. RIO MAYO) LEON,ORIGINAL,1,02/02/2011 00:00,,0,0
8,13,AMPLIACION 1,AMPLIACION,1,02/02/2011 00:00,7,1,1
9,13,AMPLIACION 2,AMPLIACION,1,02/02/2011 00:00,7,2,2
10,6,C-2510-601-6111-C/0006/2011  REHABILITACION DE LOS PAVIMENTOS DEL BLVD. HIDALGO TRAMO: DE BLVD. MARIA MORELOS A SALIDA SAN FELIPE LEON,ORIGINAL,1,02/02/2011 00:00,,0,0
11,7,"A-2510-357-6111-D/0007/2011  CONSTRUCCION DE PAVIMENTO HIDRAULICO, GUARNICION Y BANQUETAS EN DIFERENTES CALLES DE LA CIUDAD LEON",ORIGINAL,1,02/02/2011 00:00,,0,0
