Id_Obra_Recurso,Id_Obra,Id_Recurso_Partida,Porcentaje_Aportacion,Importe_Autorizado,Observaciones,Movimiento,No_Registro_Obrasi,Numero_Oficio,Fecha_Oficio
354,252,7,100,397795.68,,INICIAL,289,S/N,02/01/2011 00:00
355,252,53,100,194956.15,,AMPLIACION,466,S/N AMP,02/01/2011 00:00
356,284,54,100,407783.06,,INICIAL,330,S/N,02/01/2011 00:00
357,255,51,50,1135392.67,,INICIAL,293,S/N,02/01/2011 00:00
358,255,50,50,1135392.66,,INICIAL,292,S/N,02/01/2011 00:00
359,286,51,50,1728106.21,,INICIAL,326,S/N,02/01/2011 00:00
360,286,51,50,181842.3,,AMPLIACION,522,S/N AMP,02/01/2011 00:00
361,286,50,50,1728106.2,,INICIAL,325,S/N,02/01/2011 00:00
362,286,50,50,181842.29,,AMPLIACION,521,S/N AMP,02/01/2011 00:00
363,288,51,50,1600135.84,,INICIAL,329,S/N,02/01/2011 00:00
364,288,51,50,78537.29,,AMPLIACION,610,S/N AMP,02/01/2011 00:00
365,288,50,50,1600135.84,,INICIAL,328,S/N,02/01/2011 00:00
366,288,50,50,78537.28,,AMPLIACION,609,S/N AMP,02/01/2011 00:00
367,289,56,30,2231726.38,,INICIAL,332,S/N,02/01/2011 00:00
368,289,56,30,568273.62,,AMPLIACION,511,S/N AMP,02/01/2011 00:00
369,289,55,70,5207361.53,,INICIAL,331,S/N,02/01/2011 00:00
370,289,55,70,1325971.46,,AMPLIACION,510,S/N AMP,02/01/2011 00:00
371,258,40,100,185699.13,,INICIAL,298,S/N,02/01/2011 00:00
372,259,40,100,273905.67,,INICIAL,299,S/N,02/01/2011 00:00
373,260,40,100,253141.63,,INICIAL,300,S/N,02/01/2011 00:00
374,261,40,100,197439.01,,INICIAL,301,S/N,02/01/2011 00:00
375,262,40,100,236788.8,,INICIAL,302,S/N,02/01/2011 00:00
376,263,40,100,343365.8,,INICIAL,303,S/N,02/01/2011 00:00
377,264,40,100,232714.22,,INICIAL,308,S/N,02/01/2011 00:00
378,265,40,100,251321.76,,INICIAL,304,S/N,02/01/2011 00:00
379,266,40,100,119228.93,,INICIAL,305,S/N,02/01/2011 00:00
380,267,40,100,94027.67,,INICIAL,306,S/N,02/01/2011 00:00
381,268,40,100,430414.87,,INICIAL,307,S/N,02/01/2011 00:00
382,269,40,100,214636.89,,INICIAL,309,S/N,02/01/2011 00:00
383,270,40,100,106405.49,,INICIAL,310,S/N,02/01/2011 00:00
384,308,40,100,183317.14,,INICIAL,357,S/N,02/01/2011 00:00
385,271,40,100,237454.27,,INICIAL,311,S/N,02/01/2011 00:00
386,272,40,100,180400.32,,INICIAL,312,S/N,02/01/2011 00:00
387,273,40,100,268650.69,,INICIAL,313,S/N,02/01/2011 00:00
388,274,40,100,155156.17,,INICIAL,314,S/N,02/01/2011 00:00
389,275,40,100,238739.98,,INICIAL,315,S/N,02/01/2011 00:00
390,276,40,100,250572.9,,INICIAL,316,S/N,02/01/2011 00:00
391,276,40,100,14959.07,,AMPLIACION,638,S/N AMP,02/01/2011 00:00
392,277,40,100,231712.83,,INICIAL,317,S/N,02/01/2011 00:00
393,278,40,100,220510.81,,INICIAL,318,S/N,02/01/2011 00:00
394,279,40,100,212810.98,,INICIAL,319,S/N,02/01/2011 00:00
395,479,40,100,163852.16,,INICIAL,630,S/N,02/01/2011 00:00
396,280,40,100,129513.62,,INICIAL,320,S/N,02/01/2011 00:00
397,257,40,100,202350.23,,INICIAL,296,S/N,02/01/2011 00:00
398,281,40,100,94027.67,,INICIAL,321,S/N,02/01/2011 00:00
399,282,40,100,94027.67,,INICIAL,322,S/N,02/01/2011 00:00
400,290,54,100,417667.72,,INICIAL,335,S/N,02/01/2011 00:00
401,292,54,100,367964.57,,INICIAL,338,S/N,02/01/2011 00:00
402,292,54,100,82221.78,,AMPLIACION,542,S/N AMP,02/01/2011 00:00
403,293,54,100,405806.3,,INICIAL,339,S/N,02/01/2011 00:00
404,293,54,100,192265.89,,AMPLIACION,532,S/N AMP,02/01/2011 00:00
405,310,63,100,99597.95,,INICIAL,363,S/N,02/01/2011 00:00
406,297,19,100,892621.09,,INICIAL,343,S/N,02/01/2011 00:00
407,296,16,100,340051.44,,INICIAL,342,S/N,02/01/2011 00:00
408,306,62,100,2044476.73,,INICIAL,355,S/N,02/01/2011 00:00
409,298,51,50,996306.03,,INICIAL,345,S/N,02/01/2011 00:00
410,298,51,50,158674.95,,AMPLIACION,534,S/N AMP,02/01/2011 00:00
411,298,50,50,996306.03,,INICIAL,344,S/N,02/01/2011 00:00
412,298,50,50,158674.95,,AMPLIACION,533,S/N AMP,02/01/2011 00:00
413,299,54,100,414974,,INICIAL,346,S/N,02/01/2011 00:00
414,283,53,100,1507129.92,,INICIAL,323,S/N,02/01/2011 00:00
415,300,59,100,2199983.33,,INICIAL,347,S/N,02/01/2011 00:00
416,301,51,50,813999.5,,INICIAL,349,S/N,02/01/2011 00:00
417,301,51,52,540803.65,,AMPLIACION,472,S/N AMP,02/01/2011 00:00
418,301,50,50,813999.49,,INICIAL,348,S/N,02/01/2011 00:00
419,301,50,48,505306.5,,AMPLIACION,471,S/N AMP,02/01/2011 00:00
420,302,19,100,20234.39,,INICIAL,350,S/N,02/01/2011 00:00
421,303,60,100,78877.47,,INICIAL,351,S/N,02/01/2011 00:00
422,304,51,50,43034.55,,INICIAL,353,S/N,02/01/2011 00:00
423,304,50,50,43034.55,,INICIAL,352,S/N,02/01/2011 00:00
424,305,19,100,542349.93,,INICIAL,354,S/N,02/01/2011 00:00
425,287,53,100,3709741.16,,INICIAL,327,S/N,02/01/2011 00:00
426,287,53,100,485449.63,,AMPLIACION,694,S/N AMP,02/01/2011 00:00
427,285,53,100,2449115.69,,INICIAL,324,S/N,02/01/2011 00:00
428,307,17,100,21806.18,,INICIAL,356,S/N,02/01/2011 00:00
429,295,17,100,41687.36,,INICIAL,341,S/N,02/01/2011 00:00
430,294,54,100,354472.06,,INICIAL,340,S/N,02/01/2011 00:00
431,291,1,3,70000,,INICIAL,337,S/N,02/01/2011 00:00
432,291,1,100,449764.4,,AMPLIACION,646,S/N AMP,02/01/2011 00:00
433,291,58,97,2100000,,INICIAL,336,S/N,02/01/2011 00:00
434,309,19,100,79409.78,,INICIAL,362,S/N,02/01/2011 00:00
435,311,1,100,6939228.44,,INICIAL,364,S/N,02/01/2011 00:00
436,311,1,100,2198645.99,,AMPLIACION,657,S/N AMPLIACION,27/01/2012 00:00
437,313,51,50,930944.19,,INICIAL,370,S/N,02/01/2011 00:00
438,313,50,50,930944.18,,INICIAL,369,S/N,02/01/2011 00:00
439,312,48,100,64599.33,,INICIAL,365,S/N,02/01/2011 00:00
440,315,37,100,826683.51,,INICIAL,372,S/N,02/01/2011 00:00
441,315,37,100,54476.8,,AMPLIACION,648,S/N AMP,02/01/2011 00:00
442,316,40,100,90290.86,,INICIAL,373,S/N,02/01/2011 00:00
443,317,37,100,805295.91,,INICIAL,374,S/N,02/01/2011 00:00
444,317,37,100,87541.56,,AMPLIACION,568,S/N AMP,02/01/2011 00:00
445,318,37,100,549387.45,,INICIAL,375,S/N,02/01/2011 00:00
446,319,53,100,927492.26,,INICIAL,376,S/N,02/01/2011 00:00
447,327,66,100,72754.27,,INICIAL,387,S/N,02/01/2011 00:00
448,321,37,100,1368470.85,,INICIAL,381,S/N,02/01/2011 00:00
449,322,37,100,771925.41,,INICIAL,382,S/N,02/01/2011 00:00
450,322,37,100,31498.06,,AMPLIACION,569,S/N AMP,02/01/2011 00:00
451,314,40,100,373251.53,,INICIAL,371,S/N,02/01/2011 00:00
452,314,40,100,32679.75,,AMPLIACION,667,S/N AMP,02/01/2011 00:00
453,338,102,57.02,1900000,,AMPLIACION,659,S/N AMP,02/01/2011 00:00
454,338,103,42.98,1432154.19,,AMPLIACION,660,S/N AMP,02/01/2011 00:00
455,338,68,100,19558456.36,,INICIAL,404,S/N,02/01/2011 00:00
456,320,42,30,252435.94,,INICIAL,380,S/N,02/01/2011 00:00
457,320,42,30,25645.81,,AMPLIACION,618,S/N AMP,02/01/2011 00:00
458,320,64,70,589017.17,,INICIAL,379,S/N,02/01/2011 00:00
459,320,64,70,59839.83,,AMPLIACION,617,S/N AMP,02/01/2011 00:00
460,326,103,100,65906.74,,AMPLIACION,682,S/N AMP,02/01/2011 00:00
461,326,37,100,895089.69,,INICIAL,386,S/N,02/01/2011 00:00
462,339,51,50,43701.87,,INICIAL,406,S/N,02/01/2011 00:00
463,339,50,50,43702,,INICIAL,405,S/N,02/01/2011 00:00
464,354,51,50,48710.43,,INICIAL,429,S/N,02/01/2011 00:00
465,354,50,50,48710.43,,INICIAL,428,S/N,02/01/2011 00:00
466,355,51,50,32620.34,,INICIAL,431,S/N,02/01/2011 00:00
467,355,50,50,32620.33,,INICIAL,430,S/N,02/01/2011 00:00
468,340,51,50,43701.87,,INICIAL,408,S/N,02/01/2011 00:00
469,340,50,50,43702,,INICIAL,407,S/N,02/01/2011 00:00
470,333,51,50,41012.78,,INICIAL,398,S/N,02/01/2011 00:00
471,333,50,50,41012.77,,INICIAL,397,S/N,02/01/2011 00:00
472,329,54,100,1090566.02,,INICIAL,391,S/N,02/01/2011 00:00
473,330,54,100,1946360.42,,INICIAL,392,S/N,02/01/2011 00:00
474,341,54,100,1257948.02,,INICIAL,409,S/N,02/01/2011 00:00
475,328,38,100,1881111.3,,INICIAL,390,S/N,02/01/2011 00:00
476,334,51,65,52789.55,,INICIAL,400,S/N,02/01/2011 00:00
477,334,50,35,29236,,INICIAL,399,S/N,02/01/2011 00:00
478,335,51,63,54961.87,,INICIAL,402,S/N,02/01/2011 00:00
479,335,50,37,32442,,INICIAL,401,S/N,02/01/2011 00:00
480,332,51,50,40198,,INICIAL,396,S/N,02/01/2011 00:00
481,332,50,50,40197,,INICIAL,395,S/N,02/01/2011 00:00
482,331,51,50,42647,,INICIAL,394,S/N,02/01/2011 00:00
483,331,50,50,42646,,INICIAL,393,S/N,02/01/2011 00:00
484,325,65,100,242925.02,,INICIAL,385,S/N,02/01/2011 00:00
485,325,65,100,168914.91,,AMPLIACION,693,S/N AMP,02/01/2011 00:00
486,342,65,100,181585.22,,INICIAL,411,S/N,02/01/2011 00:00
487,343,54,100,720202.13,,INICIAL,412,S/N,02/01/2011 00:00
488,336,74,39,766304,,INICIAL,457,S/N,02/01/2011 00:00
489,336,73,61,1200000,,INICIAL,456,S/N,02/01/2011 00:00
490,352,60,100,19983.15,,INICIAL,426,S/N,02/01/2011 00:00
491,371,51,64,74766,,INICIAL,451,S/N,02/01/2011 00:00
492,371,50,36,41725,,INICIAL,450,S/N,02/01/2011 00:00
493,358,51,50,74288.17,,INICIAL,437,S/N,02/01/2011 00:00
494,358,50,50,74288.17,,INICIAL,436,S/N,02/01/2011 00:00
495,349,51,50,133144.08,,INICIAL,422,S/N,02/01/2011 00:00
496,349,50,50,133144.08,,INICIAL,421,S/N,02/01/2011 00:00
497,346,51,51,241278.07,,INICIAL,417,S/N,02/01/2011 00:00
498,346,50,49,231618,,INICIAL,416,S/N,02/01/2011 00:00
499,345,102,100,8275844.29,,AMPLIACION,680,S/N AMP,02/01/2011 00:00
500,345,31,100,15660900.22,,INICIAL,415,S/N,02/01/2011 00:00
501,344,69,60,3000000,,INICIAL,413,S/N,02/01/2011 00:00
502,344,70,40,1978960.54,,INICIAL,414,S/N,02/01/2011 00:00
503,353,53,100,2471021.01,,INICIAL,427,S/N,02/01/2011 00:00
504,353,53,100,322229,,AMPLIACION,662,S/N AMP,02/01/2011 00:00
505,347,53,100,2867919.48,,INICIAL,418,S/N,02/01/2011 00:00
506,347,53,100,255061.16,,AMPLIACION,669,S/N AMP,02/01/2011 00:00
507,391,51,50,772854.53,,INICIAL,489,S/N,02/01/2011 00:00
508,391,50,50,772854.52,,INICIAL,488,S/N,02/01/2011 00:00
509,356,51,50,684080.54,,INICIAL,433,S/N,02/01/2011 00:00
510,356,51,62,160213.73,,AMPLIACION,612,S/N AMP,02/01/2011 00:00
511,356,50,50,684080.54,,INICIAL,432,S/N,02/01/2011 00:00
512,356,50,38,99490.46,,AMPLIACION,611,S/N AMP,02/01/2011 00:00
513,351,51,50,646899.09,,INICIAL,425,S/N,02/01/2011 00:00
514,351,51,50,103099.37,,AMPLIACION,520,S/N AMP,02/01/2011 00:00
515,351,50,50,646899.08,,INICIAL,424,S/N,02/01/2011 00:00
516,351,50,50,103099.37,,AMPLIACION,519,S/N AMP,02/01/2011 00:00
517,348,51,55,928095.67,,INICIAL,420,S/N,02/01/2011 00:00
518,348,50,45,750000,,INICIAL,419,S/N,02/01/2011 00:00
519,350,71,100,499953.61,,INICIAL,423,S/N,02/01/2011 00:00
520,361,65,100,341905.06,,INICIAL,440,S/N,02/01/2011 00:00
521,361,65,100,618957.58,,AMPLIACION,540,S/N AMP,02/01/2011 00:00
522,357,65,100,694963.01,,INICIAL,434,S/N,02/01/2011 00:00
523,372,19,100,171178.69,,INICIAL,452,S/N,02/01/2001 00:00
524,368,32,100,434978.69,,INICIAL,447,S/N,02/01/2011 00:00
525,373,38,100,820054.05,,INICIAL,453,S/N,02/01/2011 00:00
526,359,66,100,156664.03,,INICIAL,438,S/N,02/01/2011 00:00
527,363,66,100,70114.75,,INICIAL,442,S/N,02/01/2011 00:00
528,370,42,100,142100,,INICIAL,449,S/N,02/01/2011 00:00
529,362,16,100,147635.62,,INICIAL,441,S/N,02/01/2011 00:00
530,360,65,100,1239208,,INICIAL,439,S/N,02/01/2011 00:00
531,366,96,100,556537.33,,AMPLIACION,647,S/N AMP,02/01/2011 00:00
532,366,72,100,4734842.27,,INICIAL,445,S/N,02/01/2011 00:00
533,365,72,100,3483580.61,,INICIAL,444,S/N,02/01/2011 00:00
534,364,16,100,263282.66,,INICIAL,443,S/N,02/01/2011 00:00
535,367,72,100,2802616.49,,INICIAL,446,S/N,02/01/2011 00:00
536,367,72,100,144262.84,,AMPLIACION,584,S/N AMPLIACION,03/01/2011 00:00
537,369,72,100,2505212.3,,INICIAL,448,S/N,02/01/2011 00:00
538,374,1,1,3195.43,,INICIAL,455,S/N,02/01/2011 00:00
539,374,72,99,1064224.82,,INICIAL,454,S/N,02/01/2011 00:00
540,378,40,100,179580.33,,INICIAL,463,S/N,02/01/2011 00:00
541,376,96,100,901151.16,,AMPLIACION,641,S/N AMP,02/01/2011 00:00
542,376,102,20,603700,,INICIAL,716,S/N,02/01/2011 00:00
543,376,72,80,8699673.54,,INICIAL,460,S/N,02/01/2011 00:00
544,380,19,100,115956.71,,INICIAL,468,S/N,02/01/2011 00:00
545,381,77,100,1390178.14,,INICIAL,469,S/N,02/01/2011 00:00
546,377,76,100,885333.91,,INICIAL,462,S/N,02/01/2011 00:00
547,377,103,100,388389.03,,AMPLIACION,665,S/N AMP,02/01/2011 00:00
548,377,103,100,147912.69,,AMPLIACION,706,S/N AMP2,02/01/2011 00:00
549,384,79,50,1190293.29,,INICIAL,477,S/N,02/01/2011 00:00
550,384,79,22,130372.81,,AMPLIACION,614,S/N AMP,02/01/2011 00:00
551,384,88,30,183904.88,,AMPLIACION,615,S/N AMP,02/01/2011 00:00
552,384,78,50,1190293.29,,INICIAL,476,S/N,02/01/2011 00:00
553,384,78,48,289706.71,,AMPLIACION,613,S/N AMP,02/01/2011 00:00
554,385,79,50,1490452.26,,INICIAL,479,S/N,02/01/2011 00:00
555,385,78,50,1490452.25,,INICIAL,478,S/N,02/01/2011 00:00
556,386,79,53,831610.19,,INICIAL,481,S/N,02/01/2011 00:00
557,386,78,47,750000,,INICIAL,480,S/N,02/01/2011 00:00
558,382,79,53,837271.45,,INICIAL,474,S/N,02/01/2011 00:00
559,382,78,47,750000,,INICIAL,473,S/N,02/01/2011 00:00
560,383,48,100,547572.32,,INICIAL,475,S/N,02/01/2011 00:00
561,390,53,100,463587.04,,INICIAL,486,S/N,02/01/2011 00:00
562,390,53,100,76966.17,,AMPLIACION,672,S/N AMP,02/01/2011 00:00
563,387,80,31,368940.47,,INICIAL,483,S/N,02/01/2011 00:00
564,387,76,69,814666.09,,INICIAL,482,S/N,02/01/2011 00:00
565,389,103,100,408650,,AMPLIACION,670,S/N AMP,02/01/2011 00:00
566,389,72,100,4482176.86,,INICIAL,485,S/N,02/01/2011 00:00
567,388,72,100,955539.53,,INICIAL,484,S/N,02/01/2011 00:00
568,396,48,100,472955.78,,INICIAL,495,S/N,02/01/2011 00:00
569,392,16,100,185846.14,,INICIAL,491,S/N,02/01/2011 00:00
570,394,53,100,3160386.75,,INICIAL,493,S/N,02/01/2011 00:00
571,393,53,100,2483424.14,,INICIAL,492,S/N,02/01/2011 00:00
572,395,83,30,812565.98,,INICIAL,499,S/N,02/01/2011 00:00
573,395,82,70,1895987.28,,INICIAL,498,S/N,02/01/2011 00:00
574,403,106,100,503383.37,,AMPLIACION,673,S/N AMP,02/01/2011 00:00
575,403,84,100,6685927.94,,INICIAL,508,S/N,02/01/2011 00:00
576,397,84,100,5360549.3,,INICIAL,500,S/N,02/01/2011 00:00
577,397,84,100,240977.75,,AMPLIACION,703,S/N AMP,02/01/2011 00:00
578,405,86,33.33,233279.36,,INICIAL,514,S/N,02/01/2011 00:00
579,405,88,33.33,233279.36,,INICIAL,513,S/N,02/01/2011 00:00
580,405,87,33.33,233279.36,,INICIAL,512,S/N,02/01/2011 00:00
581,400,65,13,164240,,INICIAL,504,S/N,02/01/2011 00:00
582,400,85,87,1111760,,INICIAL,503,S/N,02/01/2011 00:00
583,398,84,100,702308.35,,INICIAL,501,S/N,02/01/2011 00:00
584,401,53,100,1867140.18,,INICIAL,505,S/N,02/01/2011 00:00
585,401,53,100,183487.29,,AMPLIACION,696,S/N AMP,02/01/2011 00:00
586,399,19,100,915513.6,,INICIAL,502,S/N,02/01/2011 00:00
587,399,109,100,101893.58,,AMPLIACION,681,S/N AMP,02/01/2011 00:00
588,404,48,100,845495.16,,INICIAL,509,S/N,02/01/2011 00:00
589,407,53,100,10370160.78,,INICIAL,516,S/N,02/01/2011 00:00
590,406,19,100,5747.8,,INICIAL,515,S/N,02/01/2011 00:00
591,408,89,100,213019.82,,INICIAL,526,S/N,02/01/2011 00:00
592,402,16,100,42510.25,,INICIAL,507,S/N,02/01/2011 00:00
593,409,16,100,98566.14,,INICIAL,527,S/N,02/01/2011 00:00
594,411,91,50,884243.6,,INICIAL,531,S/N,02/01/2011 00:00
595,411,90,50,884243.59,,INICIAL,530,S/N,02/01/2011 00:00
596,410,48,100,85697.37,,INICIAL,528,S/N,02/01/2011 00:00
597,412,103,100,126964.19,,AMPLIACION,671,S/N AMP,02/01/2011 00:00
598,412,70,12,258639.01,,INICIAL,538,S/N,02/01/2011 00:00
599,412,84,88,1832644.93,,INICIAL,537,S/N,02/01/2011 00:00
600,415,40,100,317673.44,,INICIAL,544,S/N,02/01/2011 00:00
601,416,92,100,10999345.35,,INICIAL,545,S/N,02/01/2011 00:00
602,443,72,100,414531.35,,INICIAL,581,S/N,02/01/2011 00:00
603,417,102,100,55554.34,,AMPLIACION,674,S/N AMP,02/01/2011 00:00
604,417,70,2,6991.06,,INICIAL,547,S/N,02/01/2011 00:00
605,417,72,98,324314.24,,INICIAL,546,S/N,02/01/2011 00:00
606,448,72,100,958949.43,,INICIAL,589,S/N,02/01/2011 00:00
607,418,72,100,861506.65,,INICIAL,548,S/N,02/01/2011 00:00
608,419,72,100,765011.83,,INICIAL,549,S/N,02/01/2011 00:00
609,413,19,100,1949142.52,,INICIAL,539,S/N,02/01/2011 00:00
610,420,70,100,1057061.01,,INICIAL,550,S/N,02/01/2011 00:00
611,421,93,33.34,380254.67,,INICIAL,553,S/N,02/01/2011 00:00
612,421,88,33.33,380254.69,,INICIAL,552,S/N,02/01/2011 00:00
613,421,87,33.33,380254.64,,INICIAL,551,S/N,02/01/2011 00:00
614,422,16,100,446883.27,,INICIAL,554,S/N,02/01/2011 00:00
615,425,19,100,466477.81,,INICIAL,558,S/N,02/01/2011 00:00
616,423,19,100,81165.2,,INICIAL,555,S/N,02/01/2011 00:00
617,424,70,2,19609.23,,INICIAL,557,S/N,02/01/2011 00:00
618,424,72,98,1139332.7,,INICIAL,556,S/N,02/01/2011 00:00
619,442,70,2.16,22779.22,,INICIAL,580,S/N,02/01/2011 00:00
620,442,72,97.84,1030336,,INICIAL,579,S/N,02/01/2011 00:00
621,434,19,100,327547.73,,INICIAL,570,S/N,02/01/2011 00:00
622,426,103,100,68131.34,,AMPLIACION,707,S/N AMP,02/01/2011 00:00
623,426,72,100,3300000,,INICIAL,559,S/N,02/01/2011 00:00
624,447,96,100,204456.93,,AMPLIACION,678,S/N AMP,02/01/2011 00:00
625,447,72,100,2189981.53,,INICIAL,588,S/N,02/01/2011 00:00
626,435,72,100,2490000,,INICIAL,571,S/N,02/01/2011 00:00
627,427,110,100,371927.03,,AMPLIACION,683,S/N AMP,02/01/2011 00:00
628,427,72,100,2622823.66,,INICIAL,560,S/N,02/01/2011 00:00
629,428,110,100,242502.95,,AMPLIACION,684,S/N AMP,02/01/2011 00:00
630,428,72,100,3598517.07,,INICIAL,561,S/N,02/01/2011 00:00
631,429,110,100,536271.42,,AMPLIACION,702,S/N AMP,02/01/2011 00:00
632,429,72,100,3303685.46,,INICIAL,562,S/N,02/01/2011 00:00
633,430,72,100,1342992.7,,INICIAL,563,S/N,02/01/2011 00:00
634,431,111,100,143339.27,,AMPLIACION,704,S/N AMP,02/01/2011 00:00
635,431,72,100,1030000.01,,INICIAL,564,S/N,02/01/2011 00:00
636,414,1,100,6234326.33,,INICIAL,543,S/N,02/01/2011 00:00
637,414,1,100,1611919.3,,AMPLIACION,633,S/N AMP,02/01/2011 00:00
638,433,83,100,356602.21,,INICIAL,566,S/N,02/01/2011 00:00
639,432,103,100,13684.53,,AMPLIACION,708,S/N AMP,02/01/2011 00:00
640,432,72,100,691825.95,,INICIAL,565,S/N,02/01/2011 00:00
641,436,1,100,1050110.57,,INICIAL,572,S/N,02/01/2011 00:00
642,436,103,100,324323.67,,AMPLIACION,685,S/N AMP,02/01/2011 00:00
643,449,16,100,935946.1,,INICIAL,590,S/N,02/01/2011 00:00
644,440,1,100,2161719.69,,INICIAL,577,S/N,02/01/2011 00:00
645,440,103,100,377105.69,,AMPLIACION,679,S/N AMP,02/01/2011 00:00
646,439,1,100,2040883.42,,INICIAL,576,S/N,02/01/2011 00:00
647,445,32,100,2185366.8,,INICIAL,586,S/N,02/01/2011 00:00
648,446,48,100,896145.29,,INICIAL,587,S/N,02/01/2011 00:00
649,475,17,100,1783254.69,,INICIAL,626,S/N,02/01/2011 00:00
650,475,17,100,0.02,,AMPLIACION,710,S/N AMPLIACION,02/01/2011 00:00
651,437,94,100,430209.84,,INICIAL,574,S/N,02/01/2011 00:00
652,468,103,100,40316.32,,AMPLIACION,686,S/N AMP,02/01/2011 00:00
653,468,72,100,1197342.82,,INICIAL,619,S/N,02/01/2011 00:00
654,444,32,100,1462210.03,,INICIAL,585,S/N,02/01/2011 00:00
655,441,1,100,62208.28,,INICIAL,578,S/N,02/01/2011 00:00
656,438,19,100,1441348.59,,INICIAL,575,S/N,02/01/2011 00:00
657,451,95,100,999999.83,,INICIAL,592,S/N,02/01/2011 00:00
658,477,97,100,1028774.72,,INICIAL,628,S/N,02/01/2011 00:00
659,477,53,100,246109.53,,AMPLIACION,687,S/N AMP,02/01/2011 00:00
660,478,97,100,454014.16,,INICIAL,629,S/N,02/01/2011 00:00
661,478,97,100,194014.49,,AMPLIACION,697,S/N AMP,02/01/2011 00:00
662,452,26,100,450844.86,,INICIAL,593,S/N,02/01/2011 00:00
663,453,26,100,226509.16,,INICIAL,594,S/N,02/01/2011 00:00
664,454,26,100,506416.53,,INICIAL,595,S/N,02/01/2011 00:00
665,476,26,100,435027.08,,INICIAL,627,S/N,02/01/2011 00:00
666,455,26,100,204989.63,,INICIAL,596,S/N,02/01/2011 00:00
667,450,26,100,479941.62,,INICIAL,591,S/N,02/01/2011 00:00
668,480,26,100,267641.02,,INICIAL,631,S/N,02/01/2011 00:00
669,456,26,100,250846.71,,INICIAL,597,S/N,02/01/2011 00:00
670,457,26,100,283054.73,,INICIAL,598,S/N,02/01/2011 00:00
671,458,26,100,235009.85,,INICIAL,599,S/N,02/01/2011 00:00
672,459,26,100,458769.17,,INICIAL,600,S/N,02/01/2011 00:00
673,469,26,100,446441.37,,INICIAL,620,S/N,02/01/2011 00:00
674,460,26,100,185646.23,,INICIAL,601,S/N,02/01/2011 00:00
675,461,26,100,303211.51,,INICIAL,602,S/N,02/01/2011 00:00
676,462,26,0,218381.25,,INICIAL,603,S/N,02/01/2011 00:00
677,470,26,100,234733.98,,INICIAL,621,S/N,02/01/2011 00:00
678,483,26,100,209775.77,,INICIAL,635,S/N,02/01/2011 00:00
679,484,26,100,224159.33,,INICIAL,636,S/N,02/01/2011 00:00
680,463,1,100,1456100.74,,INICIAL,604,S/N,02/01/2011 00:00
681,463,107,100,246506.57,,AMPLIACION,675,S/N AMP,02/01/2011 00:00
682,464,70,100,97401.86,,INICIAL,605,S/N,02/01/2011 00:00
683,471,1,100,1970817.94,,INICIAL,622,S/N,02/01/2012 00:00
684,471,102,45.89,114469.14,,AMPLIACION,677,S/N AMP,02/01/2011 00:00
685,471,108,54.11,134970.79,,AMPLIACION,676,S/N AMP,02/01/2011 00:00
686,465,60,100,127489.58,,INICIAL,606,S/N,02/01/2011 00:00
687,474,110,100,201936.62,,AMPLIACION,701,S/N AMP,02/01/2011 00:00
688,474,72,100,8326882.62,,INICIAL,625,S/N,02/01/2011 00:00
689,466,96,100,2069728.07,,INICIAL,607,S/N,02/01/2011 00:00
690,466,110,100,149955.76,,AMPLIACION,688,S/N AMP,02/01/2011 00:00
691,472,72,100,2801851.11,,INICIAL,623,S/N,02/01/2011 00:00
692,472,97,100,523340.5,,AMPLIACION,714,S/N AMP,02/01/2011 00:00
693,473,72,100,6669494.7,,INICIAL,624,S/N,02/01/2012 00:00
694,467,96,100,12499921.12,,INICIAL,608,S/N,02/01/2011 00:00
695,467,111,100,2000000,,AMPLIACION,715,S/N AMP,02/01/2011 00:00
696,467,7,100,622291.28,,AMPLIACION,717,S/N AMP 2,02/01/2011 00:00
697,481,26,100,2384341.89,,INICIAL,632,S/N,02/01/2011 00:00
698,485,98,100,1284810.36,,INICIAL,637,S/N,02/01/2011 00:00
699,485,103,100,228029.78,,AMPLIACION,698,S/N AMP,02/01/2011 00:00
700,482,16,100,913812.84,,INICIAL,634,S/N,02/01/2012 00:00
701,486,1,100,633110.14,,INICIAL,642,S/N,02/01/2011 00:00
702,486,103,100,56960.03,,AMPLIACION,709,S/N AMP,02/01/2011 00:00
703,487,1,100,2117607.86,,INICIAL,643,S/N,02/01/2011 00:00
704,208,40,100,139171.35,,INICIAL,218,S/N,02/01/2011 00:00
705,256,103,100,1199.81,,INICIAL,720,S/N ESC3,02/01/2011 00:00
706,256,52,100,23281.73,,INICIAL,295,S/N,02/01/2011 00:00
707,256,52,100,5020.62,,INICIAL,435,S/N ESC-2,02/01/2011 00:00
708,375,75,100,162581.3,,INICIAL,458,S/N,02/01/2011 00:00
709,375,103,100,91912.76,,INICIAL,699,S/N 2,02/01/2011 00:00
710,499,112,100,2438472.67,,INICIAL,724,S/N,02/01/2011 00:00
711,492,103,100,54626.44,,INICIAL,700,S/N,02/01/2011 00:00
712,493,103,100,372423.17,,INICIAL,711,S/N,02/01/2011 00:00
713,496,103,100,30086.39,,INICIAL,719,S/N,02/01/2011 00:00
714,379,75,100,1627.27,,INICIAL,464,S/N,02/01/2011 00:00
715,379,75,100,4555.7,,INICIAL,506,S/N2,02/01/2011 00:00
716,379,101,100,4116.27,,INICIAL,658,S/N3,02/01/2011 00:00
