Id_Obra_Recurso,Id_Obra,Id_Recurso_Partida,Porcentaje_Aportacion,Importe_Autorizado,Observaciones,Movimiento,No_Registro_Obrasi,Numero_Oficio,Fecha_Oficio
101,72,26,100,254977.65,,AMPLIACION,259,S/N AMPLIACION,02/01/2011 00:00
102,71,26,100,403044.09,,INICIAL,68,S/N,02/01/2011 00:00
103,71,26,100,296988.21,,AMPLIACION,247,S/N AMPLIACION,02/01/2011 00:00
104,59,26,100,490870.22,,INICIAL,61,S/N,02/01/2011 00:00
105,59,26,100,366470.74,,AMPLIACION,260,S/N AMPLIACION,02/01/2011 00:00
106,48,26,100,490526.65,,INICIAL,50,S/N,02/01/2011 00:00
107,48,26,100,333554.47,,AMPLIACION,241,S/N AMPLIACION,02/01/2011 00:00
108,96,26,100,1324113.91,,INICIAL,100,S/N,02/01/2011 00:00
109,96,26,100,903826.9,,AMPLIACION,360,S/N AMPLIACION,02/01/2011 00:00
110,43,25,100,13999950,,INICIAL,45,S/N,02/01/2011 00:00
111,62,27,100,54538.39,,INICIAL,74,S/N,02/01/2011 00:00
112,60,31,100,1353164.65,,INICIAL,78,S/N,02/01/2011 00:00
113,75,28,100,458046.3,,INICIAL,73,S/N,02/01/2011 00:00
114,61,32,100,4050518.87,,INICIAL,72,S/N,02/01/2010 00:00
115,79,34,100,4048621.61,,INICIAL,82,S/N,02/01/2011 00:00
116,79,34,100,510108.63,,AMPLIACION,653,S/N AMP,02/01/2011 00:00
117,80,17,100,429196.2,,INICIAL,83,S/N,02/01/2011 00:00
118,104,15,100,102506.18,,INICIAL,108,S/N,02/01/2011 00:00
119,81,1,0.9,19137.15,,INICIAL,84,S/N,02/01/2011 00:00
120,81,35,99.1,2000000,,INICIAL,96,S/N,02/01/2011 00:00
121,82,15,100,161199.9,,INICIAL,85,S/N,02/01/2011 00:00
122,63,28,100,1512125.49,,INICIAL,75,S/N,02/01/2011 00:00
123,83,20,100,1338525.46,,INICIAL,86,S/N,02/01/2011 00:00
124,84,28,100,2385376.05,,INICIAL,87,S/N,02/01/2011 00:00
125,64,29,100,1875281.97,,INICIAL,76,S/N,02/01/2011 00:00
126,85,29,100,1876001.06,,INICIAL,88,S/N,02/01/2011 00:00
127,134,29,100,2103809.48,,INICIAL,141,S/N,02/01/2011 00:00
128,134,29,100,165398.52,,AMPLIACION,234,S/N AMPLIACION,02/01/2011 00:00
129,65,1,100,604949.64,,INICIAL,63,S/N,02/01/2011 00:00
130,86,31,100,3407984.72,,INICIAL,89,S/N,02/01/2011 00:00
131,66,30,100,1401129.5,,INICIAL,77,S/N,02/01/2011 00:00
132,66,30,100,1615187.45,,AMPLIACION,410,S/N AMPLIACION,02/01/2011 00:00
133,87,36,100,40690.94,,INICIAL,95,S/N,02/01/2011 00:00
134,68,1,100,1759424.2,,INICIAL,65,S/N,02/01/2011 00:00
135,88,103,100,71850.19,,AMPLIACION,705,S/N AMP,02/01/2011 00:00
136,88,29,100,1168278.03,,INICIAL,90,S/N,02/01/2011 00:00
137,137,28,100,2124900.19,,INICIAL,144,S/N,02/01/2011 00:00
138,138,28,100,1916111.93,,INICIAL,145,S/N,02/01/2011 00:00
139,95,28,100,1379522.84,,INICIAL,99,S/N,02/01/2011 00:00
140,89,29,100,1423708.19,,INICIAL,91,S/N,02/01/2011 00:00
141,90,29,100,2379639.11,,INICIAL,92,S/N,02/01/2011 00:00
142,136,29,100,2339435.43,,INICIAL,143,S/N,02/01/2011 00:00
143,94,20,100,694538.17,,INICIAL,98,S/N,02/01/2011 00:00
144,139,29,100,1862949.26,,INICIAL,146,S/N,02/01/2011 00:00
145,93,1,100,58945.35,,INICIAL,97,S/N,02/01/2011 00:00
146,100,29,100,706720.42,,INICIAL,103,S/N,02/01/2011 00:00
147,99,29,100,994182.07,,INICIAL,102,S/N,02/01/2010 00:00
148,99,29,100,246709.95,,AMPLIACION,467,S/N AMP,02/01/2011 00:00
149,101,17,100,218754.53,,INICIAL,104,S/N,02/01/2011 00:00
150,91,15,100,354238.19,,INICIAL,93,S/N,02/01/2011 00:00
151,92,1,100,44524.77,,INICIAL,94,S/N,02/01/2011 00:00
152,97,30,100,8563496.99,,INICIAL,101,S/N,02/01/2011 00:00
153,97,30,100,2601344.11,,AMPLIACION,461,S/N AMPLIACION,02/01/2011 00:00
154,140,1,100,5309174.03,,INICIAL,147,S/N,02/01/2011 00:00
155,140,1,100,1012240.68,,AMPLIACION,490,S/N AMP,02/01/2011 00:00
156,140,70,100,1143914.56,,AMPLIACION,640,S/N AMP2,02/01/2011 00:00
157,98,37,100,1114217.75,,INICIAL,132,S/N,02/01/2011 00:00
158,108,29,100,602490.89,,INICIAL,113,S/N,02/01/2011 00:00
159,102,1,100,758567.63,,INICIAL,105,S/N,02/01/2011 00:00
160,141,29,100,2413361.59,,INICIAL,148,S/N,02/01/2011 00:00
161,178,7,100,2023082.27,,INICIAL,185,S/N,02/01/2011 00:00
162,103,7,100,2055534.63,,INICIAL,106,S/N,02/01/2011 00:00
163,180,37,100,440308.58,,INICIAL,187,S/N,02/01/2011 00:00
164,180,37,100,175664.6,,AMPLIACION,377,S/N AMPLIACION,02/01/2011 00:00
165,124,17,100,87403.87,,INICIAL,131,S/N,02/01/2011 00:00
166,125,38,100,1050291.18,,INICIAL,133,S/N,02/01/2011 00:00
167,125,38,100,444879.78,,AMPLIACION,214,S/N AMPLIACION,02/01/2011 00:00
168,105,29,100,1968349.98,,INICIAL,110,S/N,02/01/2011 00:00
169,156,17,100,414996.43,,INICIAL,163,S/N,02/01/2011 00:00
170,109,29,100,855441.57,,INICIAL,114,S/N,02/01/2011 00:00
171,120,1,100,661834.57,,INICIAL,125,S/N,02/01/2011 00:00
172,114,29,100,695793.61,,INICIAL,119,S/N,02/01/2011 00:00
173,122,37,100,756077.64,,INICIAL,129,S/N,02/01/2011 00:00
174,122,37,100,73412.78,,AMPLIACION,378,S/N AMPLIACION,02/01/2011 00:00
175,111,17,100,87899.1,,INICIAL,116,S/N,02/01/2011 00:00
176,110,17,100,302826.31,,INICIAL,115,S/N,02/01/2011 00:00
177,107,17,100,243352.81,,INICIAL,112,S/N,02/01/2011 00:00
178,118,17,100,309471.92,,INICIAL,123,S/N,02/01/2011 00:00
179,117,17,100,369733.2,,INICIAL,122,S/N,02/01/2011 00:00
180,116,17,100,257395.47,,INICIAL,121,S/N,02/01/2011 00:00
181,150,40,100,492265.47,,INICIAL,157,S/N,02/01/2011 00:00
182,148,40,100,247713.66,,INICIAL,154,S/N,02/01/2011 00:00
183,147,40,100,407187.75,,INICIAL,153,S/N,02/01/2011 00:00
184,115,31,100,2342962.01,,INICIAL,120,,21/09/2016 00:00
185,115,31,100,52772.73,,AMPLIACION,366,S/N AMPLIACION,02/01/2011 00:00
186,119,29,100,8846151,,INICIAL,124,S/N,02/01/2011 00:00
187,119,29,100,75805.97,,AMPLIACION,661,S/N AMPLIACION,02/02/2012 00:00
188,113,104,100,3832547.25,,AMPLIACION,663,S/N AMP,02/01/2011 00:00
189,113,32,100,8138836.66,,INICIAL,118,S/N,02/01/2011 00:00
190,179,40,100,204045.78,,INICIAL,186,S/N,02/01/2011 00:00
191,149,40,100,426490.28,,INICIAL,155,S/N,02/01/2011 00:00
192,121,17,100,352086.68,,INICIAL,126,S/N,02/01/2011 00:00
193,123,7,100,163083.07,,INICIAL,130,S/N,02/01/2011 00:00
194,146,40,100,141409.46,,INICIAL,156,S/N,02/01/2011 00:00
195,181,40,100,308809.51,,INICIAL,189,S/N,02/01/2011 00:00
196,106,105,100,1199687.96,,AMPLIACION,664,S/N AMP2,02/01/2011 00:00
197,106,25,100,7951898.48,,INICIAL,111,S/N,02/01/2011 00:00
198,106,25,100,2904464.48,,AMPLIACION,639,S/N AMP,02/01/2011 00:00
199,112,31,100,10926599.43,,INICIAL,117,S/N,02/01/2011 00:00
200,127,25,100,6160793.76,,INICIAL,135,S/N,02/01/2011 00:00
201,127,25,100,1812034.41,,AMPLIACION,582,S/N AMPLIACION,03/01/2011 00:00
202,129,1,100,489342.3,,INICIAL,137,S/N,02/01/2011 00:00
203,126,1,100,1172416.79,,INICIAL,134,S/N,02/01/2011 00:00
204,157,38,100,406000,,INICIAL,164,S/N,02/01/2011 00:00
205,157,38,100,45334.68,,AMPLIACION,529,S/N AMP,02/01/2011 00:00
206,130,37,100,1484854.3,,INICIAL,138,S/N,02/01/2011 00:00
207,128,1,100,1173061.53,,INICIAL,136,S/N,02/01/2011 00:00
208,128,1,100,242888.66,,AMPLIACION,361,S/N AMPLIACION,02/01/2011 00:00
209,132,39,48.82,250000,,INICIAL,140,S/N,02/01/2011 00:00
210,132,1,51.18,262088.12,,INICIAL,139,S/N,02/01/2011 00:00
211,145,29,100,1397785.7,,INICIAL,152,S/N,02/01/2011 00:00
212,143,29,100,954088.48,,INICIAL,150,S/N,02/01/2011 00:00
213,144,29,100,1396656.16,,INICIAL,151,S/N,02/01/2011 00:00
214,158,29,100,1321574.65,,INICIAL,165,S/N,02/01/2011 00:00
215,324,40,100,76455.7,,INICIAL,384,S/N,02/01/2011 00:00
216,133,43,100,156795.09,,INICIAL,171,S/N,02/01/2011 00:00
217,131,12,100,1100882.97,,INICIAL,222,S/N,02/01/2011 00:00
218,154,1,100,822445.36,,INICIAL,161,S/N,01/06/2011 00:00
219,159,19,100,859519.92,,INICIAL,166,S/N,02/01/2011 00:00
220,142,31,100,1573174.73,,INICIAL,149,S/N,02/01/2011 00:00
221,151,29,100,527471.4,,INICIAL,158,S/N,02/01/2011 00:00
222,160,31,100,3173121.42,,INICIAL,167,S/N,02/01/2011 00:00
223,218,40,100,124580,,INICIAL,230,S/N,02/01/2011 00:00
224,152,29,100,1644048.7,,INICIAL,159,S/N,02/01/2011 00:00
225,152,29,100,254304.11,,AMPLIACION,367,S/N AMPLIACION,02/01/2011 00:00
226,153,29,100,1744832.69,,INICIAL,160,S/N,02/01/2011 00:00
227,153,29,100,213652.48,,AMPLIACION,368,S/N AMPLIACION,02/01/2011 00:00
228,155,25,100,2476561.13,,INICIAL,162,S/N,02/01/2011 00:00
229,163,42,100,138894.73,,INICIAL,170,S/N,02/01/2011 00:00
230,170,44,100,2436030.77,,INICIAL,188,S/N,02/01/2011 00:00
231,173,27,100,140358.33,,INICIAL,180,S/N,02/01/2011 00:00
232,196,81,100,310000,,AMPLIACION,497,S/N AMP,02/01/2011 00:00
233,196,45,100,2690000,,INICIAL,203,,21/09/2016 00:00
234,161,65,100,199922.3,,AMPLIACION,567,S/N AMP,02/01/2011 00:00
235,161,41,100,1952090.08,,INICIAL,169,S/N,02/01/2011 00:00
236,172,29,100,1236811.84,,INICIAL,179,S/N,02/01/2011 00:00
237,174,1,100,63484.65,,INICIAL,181,S/N,02/01/2011 00:00
238,164,1,100,89259.26,,INICIAL,172,S/N,02/01/2011 00:00
239,169,1,100,1754468.9,,INICIAL,177,S/N,02/01/2011 00:00
240,169,65,100,422222.65,,AMPLIACION,494,S/N AMP,02/01/2011 00:00
241,171,37,100,846978.58,,INICIAL,178,S/N,02/01/2011 00:00
242,171,37,100,163959.87,,AMPLIACION,388,S/N AMPLIACION,02/01/2011 00:00
243,168,1,100,946844.29,,INICIAL,176,S/N,02/01/2011 00:00
244,162,29,100,467477.22,,INICIAL,168,S/N,02/01/2011 00:00
245,182,40,100,566028.62,,INICIAL,190,S/N,02/01/2011 00:00
246,177,29,100,2012843.86,,INICIAL,184,S/N,02/01/2011 00:00
247,165,29,100,989906.95,,INICIAL,173,S/N,02/01/2011 00:00
248,175,29,100,581691.5,,INICIAL,182,S/N,02/01/2011 00:00
249,176,29,100,542989.28,,INICIAL,183,S/N,02/01/2011 00:00
250,183,29,100,1272059.53,,INICIAL,191,S/N,02/01/2011 00:00
251,166,29,100,1657260.4,,INICIAL,174,S/N,02/01/2011 00:00
252,192,47,100,229925.97,,INICIAL,216,S/N,02/01/2011 00:00
253,185,29,100,1144220.81,,INICIAL,193,S/N,02/01/2011 00:00
254,186,29,100,509721.81,,INICIAL,194,S/N,02/01/2011 00:00
255,186,29,100,28901.68,,AMPLIACION,573,S/N AMPLIACION,03/01/2011 00:00
256,187,19,100,1034824.16,,INICIAL,195,S/N,02/01/2011 00:00
257,187,19,100,99313.98,,AMPLIACION,459,S/N AMPLIACION,02/01/2011 00:00
258,188,38,100,101727.36,,INICIAL,196,S/N,01/02/2011 00:00
259,205,38,100,225189.71,,INICIAL,212,S/N,02/01/2011 00:00
260,167,1,100,579110.58,,INICIAL,175,S/N,02/01/2011 00:00
261,189,1,100,28639.53,,INICIAL,197,S/N,02/01/2011 00:00
262,195,40,100,493855.98,,INICIAL,202,S/N,02/01/2011 00:00
263,195,40,100,208305.32,,AMPLIACION,294,S/N AMPLIACION,02/01/2011 00:00
264,184,29,100,575777.98,,INICIAL,192,S/N,02/01/2011 00:00
265,193,29,100,1586211.36,,INICIAL,200,S/N,02/01/2011 00:00
266,193,99,100,115995.43,,AMPLIACION,655,S/N AMP,02/01/2011 00:00
267,190,31,100,1592434.02,,INICIAL,198,S/N,02/01/2011 00:00
268,191,25,100,2412225.6,,INICIAL,199,S/N,02/01/2011 00:00
269,194,42,100,157586,,INICIAL,201,S/N,02/01/2011 00:00
270,198,25,100,2603083.08,,INICIAL,205,S/N,02/01/2011 00:00
271,198,25,100,1618638.23,,AMPLIACION,541,S/N AMP,02/01/2011 00:00
272,200,31,100,794349.43,,INICIAL,207,S/N,02/01/2011 00:00
273,199,29,100,2633485.35,,INICIAL,206,S/N,02/01/2011 00:00
274,197,29,100,3668114.43,,INICIAL,204,S/N,02/01/2011 00:00
275,201,29,100,1260843.47,,INICIAL,208,S/N,02/01/2011 00:00
276,202,29,100,2124287.78,,INICIAL,217,S/N,02/01/2011 00:00
277,207,46,100,379451.74,,INICIAL,215,S/N,02/01/2011 00:00
278,204,1,100,2445119.58,,INICIAL,211,S/N,02/01/2011 00:00
279,206,16,100,77514.6,,INICIAL,213,S/N,02/01/2011 00:00
280,203,1,100,516648.83,,INICIAL,209,S/N,02/01/2011 00:00
281,209,1,100,863773.5,,INICIAL,219,S/N,02/01/2011 00:00
282,209,53,100,52000,,AMPLIACION,616,S/N AMP,02/01/2011 00:00
283,210,29,100,1191921.89,,INICIAL,220,S/N,02/01/2011 00:00
284,211,1,100,1716286.44,,INICIAL,221,S/N,02/01/2011 00:00
285,212,1,100,1338267.81,,INICIAL,223,S/N,02/01/2011 00:00
286,323,40,100,40128.85,,INICIAL,383,S/N,02/01/2011 00:00
287,213,29,100,2230332.79,,INICIAL,224,S/N,02/01/2011 00:00
288,216,29,100,3296706.68,,INICIAL,228,S/N,02/01/2011 00:00
289,216,99,100,392855.69,,AMPLIACION,666,S/N AMP,02/01/2011 00:00
290,217,29,100,2158453.47,,INICIAL,229,S/N,02/01/2011 00:00
291,217,29,100,262457.66,,AMPLIACION,496,S/N AMP,02/01/2011 00:00
292,214,65,52,2074615.36,,AMPLIACION,518,S/N AMP,03/01/2011 00:00
293,214,30,48.35,3745000,,INICIAL,225,S/N,02/01/2011 00:00
294,214,30,48,1925384.64,,AMPLIACION,517,S/N AMP,03/01/2011 00:00
295,214,7,100,2000000.24,,AMPLIACION,649,S/N AMP2,04/01/2011 00:00
296,214,40,51.65,4000000,,INICIAL,226,S/N,02/01/2011 00:00
297,215,40,100,1978113.47,,INICIAL,227,S/N,02/01/2011 00:00
298,215,53,100,119281.09,,AMPLIACION,465,S/N AMP,02/01/2011 00:00
299,219,40,100,292573.99,,INICIAL,231,S/N,02/01/2011 00:00
300,222,31,100,680432.9,,INICIAL,235,S/N,02/01/2011 00:00
301,220,38,100,325196.78,,INICIAL,232,S/N,02/01/2011 00:00
302,221,40,100,981587.5,,INICIAL,233,S/N,02/01/2011 00:00
303,223,17,100,253637.34,,INICIAL,236,S/N,02/01/2011 00:00
304,227,100,100,110447.5,,AMPLIACION,656,S/N AMP,02/01/2011 00:00
305,227,31,100,280157.77,,INICIAL,257,S/N,02/01/2011 00:00
306,225,25,100,426082.74,,INICIAL,244,S/N,02/01/2011 00:00
307,224,16,100,228243.92,,INICIAL,237,S/N,02/01/2011 00:00
308,337,67,100,2000000,,INICIAL,403,S/N,02/01/2011 00:00
309,228,25,100,62330.86,,INICIAL,258,S/N,02/01/2011 00:00
310,226,14,100,2354921.57,,INICIAL,256,S/N,02/01/2011 00:00
311,229,1,100,534456.02,,INICIAL,261,S/N,02/01/2011 00:00
312,230,48,100,593240.11,,INICIAL,262,S/N,02/01/2011 00:00
313,231,80,100,68099.25,,AMPLIACION,583,S/N AMPLIACION,03/01/2011 00:00
314,231,49,100,458684.14,,INICIAL,263,S/N,02/01/2011 00:00
315,232,7,100,1440078.96,,INICIAL,264,S/N,02/01/2011 00:00
316,232,53,100,40017.85,,AMPLIACION,525,S/N AMP,02/01/2011 00:00
317,233,7,100,599527.95,,INICIAL,265,,21/09/2016 00:00
318,234,7,100,1256454.9,,INICIAL,266,S/N,02/01/2011 00:00
319,234,53,100,323055.21,,AMPLIACION,654,S/N AMP,02/01/2011 00:00
320,240,7,100,1924654.3,,INICIAL,273,S/N,02/01/2011 00:00
321,241,7,100,712821.71,,INICIAL,274,S/N,02/01/2011 00:00
322,242,7,100,662266.46,,INICIAL,275,S/N,02/01/2011 00:00
323,243,7,100,395981.51,,INICIAL,276,S/N,02/01/2011 00:00
324,243,53,100,42297.38,,AMPLIACION,650,S/N AMPLIACION,15/10/2011 00:00
325,235,51,50,1825257.3,,INICIAL,268,S/N,02/01/2011 00:00
326,235,51,81,515977.73,,AMPLIACION,524,S/N AMP,02/01/2011 00:00
327,235,50,50,1825257.29,,INICIAL,267,S/N,02/01/2011 00:00
328,235,50,19,121739.71,,AMPLIACION,523,S/N AMP,02/01/2011 00:00
329,237,51,50,1650718.19,,INICIAL,334,S/N,02/01/2011 00:00
330,237,50,50,1650718.18,,INICIAL,333,S/N,02/01/2011 00:00
331,244,7,100,983177.2,,INICIAL,277,S/N,02/01/2011 00:00
332,236,42,100,62118,,INICIAL,269,S/N,02/01/2011 00:00
333,238,16,100,251947.59,,INICIAL,270,S/N,02/01/2011 00:00
334,239,16,100,191744.13,,INICIAL,271,S/N,02/01/2011 00:00
335,239,16,100,65057.52,,AMPLIACION,487,S/N AMP,02/01/2011 00:00
336,246,7,100,1239818.8,,INICIAL,279,S/N,02/01/2011 00:00
337,245,7,100,1171779.7,,INICIAL,278,S/N,02/01/2011 00:00
338,245,53,100,146065.33,,AMPLIACION,668,S/N AMP,02/01/2011 00:00
339,247,7,100,811099.79,,INICIAL,280,S/N,02/01/2011 00:00
340,248,51,50,1775328.98,,INICIAL,283,S/N,02/01/2011 00:00
341,248,51,50,153910.03,,AMPLIACION,536,S/N AMP,02/01/2011 00:00
342,248,50,50,1775328.97,,INICIAL,281,S/N,02/01/2011 00:00
343,248,50,50,153910.02,,AMPLIACION,535,S/N AMP,02/01/2011 00:00
344,249,51,50,858269.32,,INICIAL,284,S/N,02/01/2011 00:00
345,249,50,50,858269.31,,INICIAL,282,S/N,02/01/2011 00:00
346,250,51,50,942607.78,,INICIAL,286,S/N,02/01/2011 00:00
347,250,51,50,25048.61,,AMPLIACION,645,S/N AMP,02/01/2011 00:00
348,250,50,50,942607.78,,INICIAL,285,S/N,02/01/2011 00:00
349,250,50,50,25048.6,,AMPLIACION,644,S/N AMP,02/01/2011 00:00
350,254,19,100,197117.38,,INICIAL,291,S/N,02/01/2011 00:00
351,253,7,100,1754369.85,,INICIAL,290,S/N,02/01/2011 00:00
352,253,53,100,398844.05,,AMPLIACION,695,S/N AMP,02/01/2011 00:00
353,251,42,100,97440,,INICIAL,288,S/N,02/01/2011 00:00
