Id_Fuera_Catalogo,Id_Contrato,Fecha_Registro,Fecha_Ultima_Autorizada,Fecha_Instruccion_Bitacora,Numero_Oficio_Autorizacion,Fecha_Oficio_Autorizacion,Observaciones,Estatus
124,72,11/05/2011 00:00,11/05/2011 00:00,11/05/2011 00:00,236/2011,11/05/2011 00:00,,AUTORIZADO
125,73,13/05/2011 00:00,13/05/2011 00:00,13/05/2011 00:00,237/2011,13/05/2011 00:00,,AUTORIZADO
126,30,12/05/2011 00:00,12/05/2011 00:00,12/05/2011 00:00,240/2011,12/05/2011 00:00,,AUTORIZADO
127,4,11/05/2011 00:00,11/05/2011 00:00,11/05/2011 00:00,242/2011,11/05/2011 00:00,,AUTORIZADO
128,40,19/05/2011 00:00,19/05/2011 00:00,19/05/2011 00:00,247/2011,19/05/2011 00:00,,AUTORIZADO
137,125,23/05/2011 00:00,23/05/2011 00:00,23/05/2011 00:00,253/2011,23/05/2011 00:00,,AUTORIZADO
158,8,06/05/2011 00:00,06/05/2011 00:00,06/05/2011 00:00,261/2011,06/05/2011 00:00,,AUTORIZADO
176,110,02/06/2011 00:00,02/06/2011 00:00,02/06/2011 00:00,268/2011,02/06/2011 00:00,,AUTORIZADO
177,110,02/06/2011 00:00,02/06/2011 00:00,02/06/2011 00:00,269/2011,02/06/2011 00:00,,AUTORIZADO
178,65,27/05/2011 00:00,27/05/2011 00:00,27/05/2011 00:00,273/2011,27/05/2011 00:00,,AUTORIZADO
179,74,30/05/2011 00:00,30/05/2011 00:00,30/05/2011 00:00,275/2011,30/05/2011 00:00,,AUTORIZADO
180,146,30/05/2011 00:00,30/05/2011 00:00,30/05/2011 00:00,276/2011,30/05/2011 00:00,,AUTORIZADO
181,74,30/05/2011 00:00,30/05/2011 00:00,30/05/2011 00:00,277/2011,30/05/2011 00:00,,AUTORIZADO
186,12,19/04/2011 00:00,19/04/2011 00:00,19/04/2011 00:00,279/2011,19/04/2011 00:00,,AUTORIZADO
187,78,27/05/2011 00:00,27/05/2011 00:00,27/05/2011 00:00,281/2011,27/05/2011 00:00,,AUTORIZADO
194,89,13/05/2011 00:00,13/05/2011 00:00,13/05/2011 00:00,284/2011,13/05/2011 00:00,,AUTORIZADO
197,103,30/05/2011 00:00,30/05/2011 00:00,30/05/2011 00:00,285/2011,30/05/2011 00:00,,AUTORIZADO
207,114,03/06/2011 00:00,03/06/2011 00:00,03/06/2011 00:00,288/2011,03/06/2011 00:00,,AUTORIZADO
210,92,01/06/2011 00:00,01/06/2011 00:00,01/06/2011 00:00,290/2011,01/06/2011 00:00,,AUTORIZADO
211,8,09/05/2011 00:00,09/05/2011 00:00,09/05/2011 00:00,291/2011,09/05/2011 00:00,,AUTORIZADO
212,92,01/06/2011 00:00,01/06/2011 00:00,01/06/2011 00:00,289/2011,01/06/2011 00:00,,AUTORIZADO
214,74,02/06/2011 00:00,02/06/2011 00:00,02/06/2011 00:00,292/2011,02/06/2011 00:00,,AUTORIZADO
215,73,17/05/2011 00:00,17/05/2011 00:00,17/05/2011 00:00,293/2011,17/05/2011 00:00,,AUTORIZADO
216,15,09/06/2011 00:00,09/06/2011 00:00,09/06/2011 00:00,295/2011,09/06/2011 00:00,,AUTORIZADO
218,77,01/06/2011 00:00,01/06/2011 00:00,01/06/2011 00:00,294/2011,01/06/2011 00:00,,AUTORIZADO
226,79,27/05/2011 00:00,27/05/2011 00:00,27/05/2011 00:00,298/2011,27/05/2011 00:00,,AUTORIZADO
227,103,10/06/2011 00:00,10/06/2011 00:00,10/06/2011 00:00,297/2011,10/06/2011 00:00,,AUTORIZADO
232,72,13/06/2011 00:00,13/06/2011 00:00,13/06/2011 00:00,303/2011,13/06/2011 00:00,,AUTORIZADO
234,108,24/05/2011 00:00,24/05/2011 00:00,24/05/2011 00:00,306/2011,24/05/2011 00:00,,AUTORIZADO
235,63,03/06/2011 00:00,03/06/2011 00:00,03/06/2011 00:00,307/2011,03/06/2011 00:00,,AUTORIZADO
236,17,04/05/2011 00:00,04/05/2011 00:00,04/05/2011 00:00,308/2011,04/05/2011 00:00,,AUTORIZADO
237,92,10/06/2011 00:00,10/06/2011 00:00,10/06/2011 00:00,310/2011,10/06/2011 00:00,,AUTORIZADO
238,144,10/06/2011 00:00,10/06/2011 00:00,10/06/2011 00:00,311/2011,10/06/2011 00:00,,AUTORIZADO
239,4,13/06/2011 00:00,13/06/2011 00:00,13/06/2011 00:00,312/2011,13/06/2011 00:00,,AUTORIZADO
240,64,13/06/2011 00:00,13/06/2011 00:00,13/06/2011 00:00,314/2011,13/06/2011 00:00,,AUTORIZADO
242,99,25/05/2011 00:00,25/05/2011 00:00,25/05/2011 00:00,315/2011,25/05/2011 00:00,,AUTORIZADO
249,105,09/06/2011 00:00,09/06/2011 00:00,09/06/2011 00:00,316/2011,09/06/2011 00:00,,AUTORIZADO
250,103,10/06/2011 00:00,10/06/2011 00:00,10/06/2011 00:00,318/2011,10/06/2011 00:00,,AUTORIZADO
255,1,01/04/2011 00:00,01/04/2011 00:00,01/04/2011 00:00,321/2011,01/04/2011 00:00,,AUTORIZADO
263,183,08/06/2011 00:00,08/06/2011 00:00,08/06/2011 00:00,322/2011,08/06/2011 00:00,,AUTORIZADO
265,135,03/06/2011 00:00,03/06/2011 00:00,03/06/2011 00:00,323/2011,03/06/2011 00:00,,AUTORIZADO
279,108,13/06/2011 00:00,13/06/2011 00:00,13/06/2011 00:00,330/2011,13/06/2011 00:00,,AUTORIZADO
280,89,15/06/2011 00:00,15/06/2011 00:00,15/06/2011 00:00,335/2011,15/06/2011 00:00,,AUTORIZADO
289,126,10/06/2011 00:00,10/06/2011 00:00,10/06/2011 00:00,338/2011,10/06/2011 00:00,,AUTORIZADO
292,103,20/06/2011 00:00,20/06/2011 00:00,20/06/2011 00:00,340/2011,20/06/2011 00:00,,AUTORIZADO
296,143,22/06/2011 00:00,22/06/2011 00:00,22/06/2011 00:00,344/2011,22/06/2011 00:00,,AUTORIZADO
297,77,22/06/2011 00:00,22/06/2011 00:00,22/06/2011 00:00,345/2011,22/06/2011 00:00,,AUTORIZADO
298,156,22/06/2011 00:00,22/06/2011 00:00,22/06/2011 00:00,346/2011,22/06/2011 00:00,,AUTORIZADO
301,103,20/06/2011 00:00,20/06/2011 00:00,20/06/2011 00:00,348/2011,20/06/2011 00:00,,AUTORIZADO
306,104,27/06/2011 00:00,27/06/2011 00:00,27/06/2011 00:00,353/2011,27/06/2011 00:00,,AUTORIZADO
307,134,21/06/2011 00:00,21/06/2011 00:00,21/06/2011 00:00,354/2011,21/06/2011 00:00,,AUTORIZADO
308,134,21/06/2011 00:00,21/06/2011 00:00,21/06/2011 00:00,355/2011,21/06/2011 00:00,,AUTORIZADO
310,131,20/06/2011 00:00,20/06/2011 00:00,20/06/2011 00:00,357/2011,20/06/2011 00:00,,AUTORIZADO
311,103,21/06/2011 00:00,21/06/2011 00:00,21/06/2011 00:00,356/2011,21/06/2011 00:00,,AUTORIZADO
312,92,21/06/2011 00:00,21/06/2011 00:00,21/06/2011 00:00,358/2011,21/06/2011 00:00,,AUTORIZADO
313,40,15/06/2011 00:00,15/06/2011 00:00,15/06/2011 00:00,359/2011,15/06/2011 00:00,,AUTORIZADO
314,11,23/05/2011 00:00,23/05/2011 00:00,23/05/2011 00:00,360/2011,23/05/2011 00:00,,AUTORIZADO
321,77,23/06/2011 00:00,23/06/2011 00:00,23/06/2011 00:00,364/2011,23/06/2011 00:00,,AUTORIZADO
329,17,24/05/2011 00:00,24/05/2011 00:00,24/05/2011 00:00,366/2011,24/05/2011 00:00,,AUTORIZADO
332,185,28/06/2011 00:00,28/06/2011 00:00,28/06/2011 00:00,369/2011,28/06/2011 00:00,,AUTORIZADO
333,210,29/06/2011 00:00,29/06/2011 00:00,29/06/2011 00:00,370/2011,29/06/2011 00:00,,AUTORIZADO
334,139,30/06/2011 00:00,30/06/2011 00:00,30/06/2011 00:00,371/2011,30/06/2011 00:00,,AUTORIZADO
335,21,30/06/2011 00:00,30/06/2011 00:00,30/06/2011 00:00,372/2011,30/06/2011 00:00,,AUTORIZADO
339,160,27/06/2011 00:00,27/06/2011 00:00,27/06/2011 00:00,373/2011,27/06/2011 00:00,,AUTORIZADO
340,136,28/06/2011 00:00,28/06/2011 00:00,28/06/2011 00:00,374/2011,28/06/2011 00:00,,AUTORIZADO
341,130,29/06/2011 00:00,29/06/2011 00:00,29/06/2011 00:00,375/2011,29/06/2011 00:00,,AUTORIZADO
342,13,27/06/2011 00:00,27/06/2011 00:00,27/06/2011 00:00,377/2011,27/06/2011 00:00,,AUTORIZADO
343,152,24/06/2011 00:00,24/06/2011 00:00,24/06/2011 00:00,378/2011,24/06/2011 00:00,,AUTORIZADO
348,139,30/06/2011 00:00,30/06/2011 00:00,30/06/2011 00:00,382/2011,30/06/2011 00:00,,AUTORIZADO
349,210,29/06/2011 00:00,29/06/2011 00:00,29/06/2011 00:00,384/2011,29/06/2011 00:00,,AUTORIZADO
358,8,27/06/2011 00:00,27/06/2011 00:00,27/06/2011 00:00,387/2011,27/06/2011 00:00,,AUTORIZADO
359,157,06/07/2011 00:00,06/07/2011 00:00,06/07/2011 00:00,392/2011,06/07/2011 00:00,,AUTORIZADO
360,184,01/07/2011 00:00,01/07/2011 00:00,01/07/2011 00:00,391/2011,01/07/2011 00:00,,AUTORIZADO
366,77,01/07/2011 00:00,01/07/2011 00:00,01/07/2011 00:00,394/2011,01/07/2011 00:00,,AUTORIZADO
367,64,05/07/2011 00:00,05/07/2011 00:00,05/07/2011 00:00,395/2011,05/07/2011 00:00,,AUTORIZADO
369,90,01/07/2011 00:00,01/07/2011 00:00,01/07/2011 00:00,396/2011,01/07/2011 00:00,,AUTORIZADO
370,143,04/07/2011 00:00,04/07/2011 00:00,04/07/2011 00:00,397/2011,04/07/2011 00:00,,AUTORIZADO
371,99,01/07/2011 00:00,01/07/2011 00:00,01/07/2011 00:00,398/2011,01/07/2011 00:00,,AUTORIZADO
372,146,01/07/2011 00:00,01/07/2011 00:00,01/07/2011 00:00,399/2011,01/07/2011 00:00,,AUTORIZADO
373,127,06/07/2011 00:00,06/07/2011 00:00,06/07/2011 00:00,400/2011,06/07/2011 00:00,,AUTORIZADO
374,156,01/07/2011 00:00,01/07/2011 00:00,01/07/2011 00:00,401/2011,01/07/2011 00:00,,AUTORIZADO
375,125,07/07/2011 00:00,07/07/2011 00:00,07/07/2011 00:00,403/2011,07/07/2011 00:00,,AUTORIZADO
376,77,07/07/2011 00:00,07/07/2011 00:00,07/07/2011 00:00,404/2011,07/07/2011 00:00,,AUTORIZADO
381,4,13/06/2011 00:00,13/06/2011 00:00,13/06/2011 00:00,406/2011,13/06/2011 00:00,,AUTORIZADO
382,13,27/06/2011 00:00,27/06/2011 00:00,27/06/2011 00:00,407/2011,27/06/2011 00:00,,AUTORIZADO
392,122,04/07/2011 00:00,04/07/2011 00:00,04/07/2011 00:00,408/2011,04/07/2011 00:00,,AUTORIZADO
393,158,01/07/2011 00:00,01/07/2011 00:00,01/07/2011 00:00,409/2011,01/07/2011 00:00,,AUTORIZADO
394,158,01/07/2011 00:00,01/07/2011 00:00,01/07/2011 00:00,410/2011,01/07/2011 00:00,,AUTORIZADO
395,158,01/07/2011 00:00,01/07/2011 00:00,01/07/2011 00:00,411/2011,01/07/2011 00:00,,AUTORIZADO
399,21,01/07/2011 00:00,01/07/2011 00:00,01/07/2011 00:00,414/2011,01/07/2011 00:00,,AUTORIZADO
406,167,11/07/2011 00:00,11/07/2011 00:00,11/07/2011 00:00,416/2011,11/07/2011 00:00,,AUTORIZADO
407,160,08/07/2011 00:00,08/07/2011 00:00,08/07/2011 00:00,418/2011,08/07/2011 00:00,,AUTORIZADO
426,127,07/07/2011 00:00,07/07/2011 00:00,07/07/2011 00:00,421/2011,07/07/2011 00:00,,AUTORIZADO
427,185,29/06/2011 00:00,29/06/2011 00:00,29/06/2011 00:00,420/2011,29/06/2011 00:00,,AUTORIZADO
428,187,11/07/2011 00:00,11/07/2011 00:00,11/07/2011 00:00,422/2011,11/07/2011 00:00,,AUTORIZADO
429,79,31/05/2011 00:00,31/05/2011 00:00,31/05/2011 00:00,423/2011,31/05/2011 00:00,,AUTORIZADO
430,8,09/05/2011 00:00,09/05/2011 00:00,09/05/2011 00:00,291-1/2011,09/05/2011 00:00,,AUTORIZADO
431,124,12/07/2011 00:00,12/07/2011 00:00,12/07/2011 00:00,424/2011,12/07/2011 00:00,,AUTORIZADO
442,160,27/06/2011 00:00,27/06/2011 00:00,27/06/2011 00:00,373-1/2011,27/06/2011 00:00,,AUTORIZADO
443,78,05/07/2011 00:00,05/07/2011 00:00,05/07/2011 00:00,430/2011,05/07/2011 00:00,,AUTORIZADO
445,156,15/07/2011 00:00,15/07/2011 00:00,15/07/2011 00:00,435/2011,15/07/2011 00:00,,AUTORIZADO
447,16,15/07/2011 00:00,15/07/2011 00:00,15/07/2011 00:00,431/2011,15/07/2011 00:00,,AUTORIZADO
448,177,15/07/2011 00:00,15/07/2011 00:00,15/07/2011 00:00,432/2011,15/07/2011 00:00,,AUTORIZADO
449,163,18/07/2011 00:00,18/07/2011 00:00,18/07/2011 00:00,433/2011,18/07/2011 00:00,,AUTORIZADO
450,163,18/07/2011 00:00,18/07/2011 00:00,18/07/2011 00:00,434/2011,18/07/2011 00:00,,AUTORIZADO
453,72,14/06/2011 00:00,14/06/2011 00:00,14/06/2011 00:00,436/2011,14/06/2011 00:00,,AUTORIZADO
456,73,14/07/2011 00:00,14/07/2011 00:00,14/07/2011 00:00,437/2011,14/07/2011 00:00,,AUTORIZADO
458,103,30/06/2011 00:00,30/06/2011 00:00,30/06/2011 00:00,438/2011,30/06/2011 00:00,,AUTORIZADO
459,175,14/07/2011 00:00,14/07/2011 00:00,14/07/2011 00:00,439/2011,14/07/2011 00:00,,AUTORIZADO
460,77,08/07/2011 00:00,08/07/2011 00:00,08/07/2011 00:00,440/2011,08/07/2011 00:00,,AUTORIZADO
467,4,14/06/2011 00:00,14/06/2011 00:00,14/06/2011 00:00,447/2011,14/06/2011 00:00,,AUTORIZADO
468,177,15/07/2011 00:00,15/07/2011 00:00,15/07/2011 00:00,449/2011,15/07/2011 00:00,,AUTORIZADO
479,73,15/07/2011 00:00,15/07/2011 00:00,15/07/2011 00:00,451/2011,15/07/2011 00:00,,AUTORIZADO
480,1,17/06/2011 00:00,17/06/2011 00:00,17/06/2011 00:00,452/2011,17/06/2011 00:00,,AUTORIZADO
483,127,14/07/2011 00:00,14/07/2011 00:00,14/07/2011 00:00,453/2011,14/07/2011 00:00,,AUTORIZADO
495,183,14/07/2011 00:00,14/07/2011 00:00,14/07/2011 00:00,456/2011,14/07/2011 00:00,,AUTORIZADO
496,175,15/07/2011 00:00,15/07/2011 00:00,15/07/2011 00:00,458/2011,15/07/2011 00:00,,AUTORIZADO
500,175,26/07/2011 00:00,26/07/2011 00:00,26/07/2011 00:00,460/2011,26/07/2011 00:00,,AUTORIZADO
501,184,01/07/2011 00:00,01/07/2011 00:00,01/07/2011 00:00,461/2011,01/07/2011 00:00,,AUTORIZADO
503,175,26/07/2011 00:00,26/07/2011 00:00,26/07/2011 00:00,459-1/2011,26/07/2011 00:00,,AUTORIZADO
515,176,21/07/2011 00:00,21/07/2011 00:00,21/07/2011 00:00,463/2011,21/07/2011 00:00,,AUTORIZADO
516,149,28/07/2011 00:00,28/07/2011 00:00,28/07/2011 00:00,464/2011,28/07/2011 00:00,,AUTORIZADO
527,8,15/07/2011 00:00,15/07/2011 00:00,15/07/2011 00:00,465/2011,15/07/2011 00:00,,AUTORIZADO
529,32,14/07/2011 00:00,14/07/2011 00:00,14/07/2011 00:00,466/2011,14/07/2011 00:00,,AUTORIZADO
530,80,15/07/2011 00:00,15/07/2011 00:00,15/07/2011 00:00,467/2011,15/07/2011 00:00,,AUTORIZADO
534,206,19/07/2011 00:00,19/07/2011 00:00,19/07/2011 00:00,468/2011,19/07/2011 00:00,,AUTORIZADO
535,206,19/07/2011 00:00,19/07/2011 00:00,19/07/2011 00:00,469/2011,19/07/2011 00:00,,AUTORIZADO
536,13,27/06/2011 00:00,27/06/2011 00:00,27/06/2011 00:00,407-1/2011,27/06/2011 00:00,,AUTORIZADO
539,185,21/07/2011 00:00,21/07/2011 00:00,21/07/2011 00:00,472/2011,21/07/2011 00:00,,AUTORIZADO
540,174,21/07/2011 00:00,21/07/2011 00:00,21/07/2011 00:00,473/2011,21/07/2011 00:00,,AUTORIZADO
546,99,04/07/2011 00:00,04/07/2011 00:00,04/07/2011 00:00,476/2011,04/07/2011 00:00,,AUTORIZADO
563,13,15/07/2011 00:00,15/07/2011 00:00,15/07/2011 00:00,477/2011,15/07/2011 00:00,,AUTORIZADO
564,20,25/07/2011 00:00,25/07/2011 00:00,25/07/2011 00:00,478/2011,25/07/2011 00:00,,AUTORIZADO
571,175,26/07/2011 00:00,26/07/2011 00:00,26/07/2011 00:00,459/2011,26/07/2011 00:00,,AUTORIZADO
574,206,20/07/2011 00:00,20/07/2011 00:00,20/07/2011 00:00,485/2011,20/07/2011 00:00,,AUTORIZADO
582,175,27/07/2011 00:00,27/07/2011 00:00,27/07/2011 00:00,487/2011,27/07/2011 00:00,,AUTORIZADO
583,139,03/08/2011 00:00,03/08/2011 00:00,03/08/2011 00:00,490/2011,03/08/2011 00:00,,AUTORIZADO
584,119,03/08/2011 00:00,03/08/2011 00:00,03/08/2011 00:00,491/2011,03/08/2011 00:00,,AUTORIZADO
585,107,08/08/2011 00:00,08/08/2011 00:00,08/08/2011 00:00,492/2011,08/08/2011 00:00,,AUTORIZADO
587,146,05/08/2011 00:00,05/08/2011 00:00,05/08/2011 00:00,493/2011,05/08/2011 00:00,,AUTORIZADO
588,96,08/08/2011 00:00,08/08/2011 00:00,08/08/2011 00:00,494/2011,08/08/2011 00:00,,AUTORIZADO
590,119,08/08/2011 00:00,08/08/2011 00:00,08/08/2011 00:00,495/2011,08/08/2011 00:00,,AUTORIZADO
591,180,08/08/2011 00:00,08/08/2011 00:00,08/08/2011 00:00,496/2011,08/08/2011 00:00,,AUTORIZADO
592,181,08/08/2011 00:00,08/08/2011 00:00,08/08/2011 00:00,497/2011,08/08/2011 00:00,,AUTORIZADO
599,134,21/07/2011 00:00,21/07/2011 00:00,21/07/2011 00:00,498/2011,21/07/2011 00:00,,AUTORIZADO
616,175,26/07/2011 00:00,26/07/2011 00:00,26/07/2011 00:00,459-2/2011,26/07/2011 00:00,,AUTORIZADO
617,132,04/08/2011 00:00,04/08/2011 00:00,04/08/2011 00:00,503/2011,04/08/2011 00:00,,AUTORIZADO
639,157,08/08/2011 00:00,08/08/2011 00:00,08/08/2011 00:00,506/2011,08/08/2011 00:00,,AUTORIZADO
640,83,03/08/2011 00:00,03/08/2011 00:00,03/08/2011 00:00,508/2011,03/08/2011 00:00,,AUTORIZADO
641,81,04/08/2011 00:00,04/08/2011 00:00,04/08/2011 00:00,509/2011,04/08/2011 00:00,,AUTORIZADO
642,16,04/08/2011 00:00,04/08/2011 00:00,04/08/2011 00:00,510/2011,04/08/2011 00:00,,AUTORIZADO
648,185,22/07/2011 00:00,22/07/2011 00:00,22/07/2011 00:00,511/2011,22/07/2011 00:00,,AUTORIZADO
650,158,08/08/2011 00:00,08/08/2011 00:00,08/08/2011 00:00,517/2011,08/08/2011 00:00,,AUTORIZADO
651,177,17/08/2011 00:00,17/08/2011 00:00,17/08/2011 00:00,513/2011,17/08/2011 00:00,,AUTORIZADO
652,158,09/08/2011 00:00,09/08/2011 00:00,09/08/2011 00:00,514/2011,09/08/2011 00:00,,AUTORIZADO
654,156,29/07/2011 00:00,29/07/2011 00:00,29/07/2011 00:00,518/2011,29/07/2011 00:00,,AUTORIZADO
664,174,22/07/2011 00:00,22/07/2011 00:00,22/07/2011 00:00,521/2011,22/07/2011 00:00,,AUTORIZADO
665,214,11/08/2011 00:00,11/08/2011 00:00,11/08/2011 00:00,524/2011,11/08/2011 00:00,,AUTORIZADO
666,157,09/08/2011 00:00,09/08/2011 00:00,09/08/2011 00:00,529/2011,09/08/2011 00:00,,AUTORIZADO
667,158,09/08/2011 00:00,09/08/2011 00:00,09/08/2011 00:00,530/2011,09/08/2011 00:00,,AUTORIZADO
668,130,11/08/2011 00:00,11/08/2011 00:00,11/08/2011 00:00,522/2011,11/08/2011 00:00,,AUTORIZADO
669,146,12/08/2011 00:00,12/08/2011 00:00,12/08/2011 00:00,525/2011,12/08/2011 00:00,,AUTORIZADO
670,105,12/08/2011 00:00,12/08/2011 00:00,12/08/2011 00:00,526/2011,12/08/2011 00:00,,AUTORIZADO
672,176,22/07/2011 00:00,22/07/2011 00:00,22/07/2011 00:00,523/2011,22/07/2011 00:00,,AUTORIZADO
676,89,11/08/2011 00:00,11/08/2011 00:00,11/08/2011 00:00,531/2011,11/08/2011 00:00,,AUTORIZADO
677,207,15/08/2011 00:00,15/08/2011 00:00,15/08/2011 00:00,532/2011,15/08/2011 00:00,,AUTORIZADO
678,158,08/08/2011 00:00,08/08/2011 00:00,08/08/2011 00:00,533/2011,08/08/2011 00:00,,AUTORIZADO
683,120,09/08/2011 00:00,09/08/2011 00:00,09/08/2011 00:00,534/2011,09/08/2011 00:00,,AUTORIZADO
686,232,15/08/2011 00:00,15/08/2011 00:00,15/08/2011 00:00,536/2011,15/08/2011 00:00,,AUTORIZADO
687,65,15/08/2011 00:00,15/08/2011 00:00,15/08/2011 00:00,539/2011,15/08/2011 00:00,,AUTORIZADO
688,13,09/08/2011 00:00,09/08/2011 00:00,09/08/2011 00:00,535/2011,09/08/2011 00:00,,AUTORIZADO
690,207,16/08/2011 00:00,16/08/2011 00:00,16/08/2011 00:00,538/2011,16/08/2011 00:00,,AUTORIZADO
692,202,11/08/2011 00:00,11/08/2011 00:00,11/08/2011 00:00,540/2011,11/08/2011 00:00,,AUTORIZADO
706,232,16/08/2011 00:00,16/08/2011 00:00,16/08/2011 00:00,541/2011,16/08/2011 00:00,,AUTORIZADO
707,105,15/08/2011 00:00,15/08/2011 00:00,15/08/2011 00:00,542/2011,15/08/2011 00:00,,AUTORIZADO
708,227,10/08/2011 00:00,10/08/2011 00:00,10/08/2011 00:00,543/2011,10/08/2011 00:00,,AUTORIZADO
709,1,17/06/2011 00:00,17/06/2011 00:00,17/06/2011 00:00,452-1/2011,17/06/2011 00:00,,AUTORIZADO
718,136,15/08/2011 00:00,15/08/2011 00:00,15/08/2011 00:00,548/2011,15/08/2011 00:00,,AUTORIZADO
719,197,22/08/2011 00:00,22/08/2011 00:00,22/08/2011 00:00,549/2011,22/08/2011 00:00,,AUTORIZADO
720,227,18/08/2011 00:00,18/08/2011 00:00,18/08/2011 00:00,550/2011,18/08/2011 00:00,,AUTORIZADO
721,183,15/08/2011 00:00,15/08/2011 00:00,15/08/2011 00:00,547/2011,15/08/2011 00:00,,AUTORIZADO
722,103,09/08/2011 00:00,09/08/2011 00:00,09/08/2011 00:00,551/2011,09/08/2011 00:00,,AUTORIZADO
728,146,15/08/2011 00:00,15/08/2011 00:00,15/08/2011 00:00,546/2011,15/08/2011 00:00,,AUTORIZADO
732,120,10/08/2011 00:00,10/08/2011 00:00,10/08/2011 00:00,553/2011,10/08/2011 00:00,,AUTORIZADO
733,96,08/08/2011 00:00,08/08/2011 00:00,08/08/2011 00:00,554/2011,08/08/2011 00:00,,AUTORIZADO
734,189,22/08/2011 00:00,22/08/2011 00:00,22/08/2011 00:00,555/2011,22/08/2011 00:00,,AUTORIZADO
735,13,09/08/2011 00:00,09/08/2011 00:00,09/08/2011 00:00,556/2011,09/08/2011 00:00,,AUTORIZADO
743,180,09/08/2011 00:00,09/08/2011 00:00,09/08/2011 00:00,560/2011,09/08/2011 00:00,,AUTORIZADO
744,189,22/08/2011 00:00,22/08/2011 00:00,22/08/2011 00:00,561/2011,22/08/2011 00:00,,AUTORIZADO
745,158,09/08/2011 00:00,09/08/2011 00:00,09/08/2011 00:00,563/2011,09/08/2011 00:00,,AUTORIZADO
756,201,17/08/2011 00:00,17/08/2011 00:00,17/08/2011 00:00,565/2011,17/08/2011 00:00,,AUTORIZADO
757,174,17/08/2011 00:00,17/08/2011 00:00,17/08/2011 00:00,566/2011,17/08/2011 00:00,,AUTORIZADO
759,157,10/08/2011 00:00,10/08/2011 00:00,10/08/2011 00:00,516/2011,10/08/2011 00:00,,AUTORIZADO
760,224,16/08/2011 00:00,16/08/2011 00:00,16/08/2011 00:00,567/2011,16/08/2011 00:00,,AUTORIZADO
761,181,09/08/2011 00:00,09/08/2011 00:00,09/08/2011 00:00,568/2011,09/08/2011 00:00,,AUTORIZADO
762,207,19/08/2011 00:00,19/08/2011 00:00,19/08/2011 00:00,570/2011,19/08/2011 00:00,,AUTORIZADO
763,174,23/08/2011 00:00,23/08/2011 00:00,23/08/2011 00:00,571/2011,23/08/2011 00:00,,AUTORIZADO
