Id_Estimacion,Id_Contrato,No_Estimacion,Fecha_Estimacion,Avance_Fisico,Avance_Financiero,Fecha_Inicio_Estimacion,Fecha_Termino_Estimacion,Estatus,Tipo_Estimacion,Descripcion,No_Factura,Fecha_Factura,Fecha_Recibo,Fecha_Inicio_Recalendarizacion,Fecha_Termino_Recalendarizacion,Fecha_Suspension,Fecha_Reinicio,Fecha_Ampliacion,Fecha_Prorroga,Fecha_Ultima_Inicio_Contrato,Fecha_Ultima_Termino_Contrato,Caratula_Contrato_Estimado,Caratula_Contrato_IVA,Caratula_Contrato_Total,Caratula_Contrato_Amortizacion,Caratula_Contrato_Suma,Caratula_Contrato_Descuentos,Caratula_Contrato_Deducciones,Caratula_Contrato_Neto,Caratula_Ampliacion_Estimado,Caratula_Ampliacion_IVA,Caratula_Ampliacion_Total,Caratula_Ampliacion_Amortizacion,Caratula_Ampliacion_Suma,Caratula_Ampliacion_Descuentos,Caratula_Ampliacion_Deducciones,Caratula_Ampliacion_Neto,Caratula_Totales_Estimado,Caratula_Totales_IVA,Caratula_Totales_Total,Caratula_Totales_Amortizacion,Caratula_Totales_Suma,Caratula_Totales_Descuentos,Caratula_Totales_Deducciones,Caratula_Totales_Neto,Resumen_Contrato_Importe,Resumen_Contrato_Actual,Resumen_Contrato_Anterior,Resumen_Contrato_Acumulado,Resumen_Contrato_Por_Ejercer,Resumen_Ampliacion_Importe,Resumen_Ampliacion_Actual,Resumen_Ampliacion_Anterior,Resumen_Ampliacion_Acumulado,Resumen_Ampliacion_Por_Ejercer,Resumen_Total_Importe,Resumen_Total_Actual,Resumen_Total_Anterior,Resumen_Total_Acumulado,Resumen_Total_Por_Ejercer,Amortizacion_Contrato_Porcentaje,Amortizacion_Contrato_Importe,Amortizacion_Contrato_Actual,Amortizacion_Contrato_Anterior,Amortizacion_Contrato_Acumulado,Amortizacion_Contrato_Por_Ejercer,Amortizacion_Ampliacion_Porcentaje,Amortizacion_Ampliacion_Importe,Amortizacion_Ampliacion_Actual,Amortizacion_Ampliacion_Anterior,Amortizacion_Ampliacion_Acumulado,Amortizacion_Ampliacion_Por_Ejercer,Importe_Sancion,No_Control,Id_Fuente_Inversion,Numero_Oficio_Excedentes,Fecha_Oficio_Excedentes,Fecha_Registro,Fecha_Pago,Observaciones_Caratula,Observaciones_Generales,Imprime_Observaciones_Generales,Pagada,Fecha_Nuevo_Termino_Por_Reinicio
11,3,1,28/02/2014 00:00,11.15,11.15,10/02/2014 00:00,28/02/2014 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2014 00:00,28/02/2014 00:00,,,,,,,10/02/2014,19/04/2014,180284.03,28845.44,209129.47,0,209129.47,2163.41,2163.41,206966.06,0,0,0,0,0,0,0,0,180284.03,28845.44,209129.47,0,209129.47,2163.41,2163.41,206966.06,1875764.02,209129.47,0,209129.47,1666634.55,0,0,0,0,0,1875764.02,209129.47,0,209129.47,1666634.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1022-13,28/02/2014 00:00,21/03/2014 00:00,31/12/2014 00:00,,,0,0,
12,21,1,28/02/2014 00:00,7.28,7.28,24/02/2014 00:00,28/02/2014 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2014 00:00,28/02/2014 00:00,,,22/12/2014,18/03/2016,23/06/2014,31/12/2014,24/02/2014,31/12/2014,15108.11,2417.3,17525.41,5257.62,12267.79,0,75.54,12192.25,0,0,0,0,0,0,0,0,15108.11,2417.3,17525.41,5257.62,12267.79,0,75.54,12192.25,240822.38,17525.41,0,17525.41,223296.97,124644.9,0,0,0,124644.9,365467.28,17525.41,0,17525.41,347941.87,30,72246.71,5257.62,0,5257.62,66989.09,0,0,0,0,0,0,75.54,1,,,28/02/2014 00:00,21/03/2014 00:00,31/12/2014 00:00,,,0,0,
13,22,1,20/03/2014 00:00,9.33,9.33,03/03/2014 00:00,20/03/2014 00:00,AUTORIZADA,NORMAL,EST. 1,,20/03/2014 00:00,20/03/2014 00:00,,,,,,,03/03/2014,24/05/2014,38740.05,6198.41,44938.46,13481.54,31456.92,0,193.7,31263.22,0,0,0,0,0,0,0,0,38740.05,6198.41,44938.46,13481.54,31456.92,0,193.7,31263.22,481642.92,44938.46,0,44938.46,436704.46,0,0,0,0,0,481642.92,44938.46,0,44938.46,436704.46,30,144492.87,13481.54,0,13481.54,131011.33,0,0,0,0,0,0,193.7,1,,,20/03/2014 00:00,24/03/2014 00:00,31/12/2014 00:00,,,0,0,
14,19,1,28/02/2014 00:00,45.54,45.54,24/02/2014 00:00,28/02/2014 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2014 00:00,28/02/2014 00:00,,,,,,,24/02/2014,15/03/2014,216624.36,34659.9,251284.26,75385.28,175898.98,2599.49,2599.49,173299.49,0,0,0,0,0,0,0,0,216624.36,34659.9,251284.26,75385.28,175898.98,2599.49,2599.49,173299.49,551747.24,251284.26,0,251284.26,300462.98,0,0,0,0,0,551747.24,251284.26,0,251284.26,300462.98,30,165524.17,75385.28,0,75385.28,90138.89,0,0,0,0,0,0,0,1,,mar-14,28/02/2014 00:00,24/03/2014 00:00,31/12/2014 00:00,,,0,0,
15,4,1,28/02/2014 00:00,0.79,0.79,11/02/2014 00:00,28/02/2014 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2014 00:00,28/02/2014 00:00,11/02/2014,12/10/2014,,,15/12/2014,15/12/2014,11/02/2014,15/12/2014,389997.87,62399.66,452397.53,135719.26,316678.27,1949.99,1949.99,314728.28,0,0,0,0,0,0,0,0,389997.87,62399.66,452397.53,135719.26,316678.27,1949.99,1949.99,314728.28,57371414.11,452397.53,0,452397.53,56919016.58,6428585.22,0,0,0,6428585.22,63799999.33,452397.53,0,452397.53,63347601.8,30,17211424.33,135719.26,0,135719.26,17075705.07,60,1928575.57,0,0,0,1928575.57,0,1,,0004/2014,28/02/2014 00:00,24/03/2014 00:00,31/12/2014 00:00,,,0,0,
16,23,1,21/03/2014 00:00,15.29,15.29,03/03/2014 00:00,21/03/2014 00:00,AUTORIZADA,NORMAL,EST. 1,,21/03/2014 00:00,21/03/2014 00:00,,,,,,09/05/2014,03/03/2014,09/05/2014,26038.64,4166.18,30204.82,0,30204.82,0,130.19,30074.63,0,0,0,0,0,0,0,0,26038.64,4166.18,30204.82,0,30204.82,0,130.19,30074.63,197518.71,30204.82,0,30204.82,167313.89,0,0,0,0,0,197518.71,30204.82,0,30204.82,167313.89,0,0,0,0,0,0,0,0,0,0,0,0,130.19,1,,0005-14,21/03/2014 00:00,26/03/2014 00:00,31/12/2014 00:00,,,0,0,
17,32,1,11/03/2014 00:00,27.89,27.89,03/03/2014 00:00,11/03/2014 00:00,AUTORIZADA,NORMAL,EST. 1,,11/03/2014 00:00,11/03/2014 00:00,,,,,24/05/2014,,03/03/2014,24/05/2014,454379.15,72700.66,527079.81,0,527079.81,5452.55,5452.55,521627.26,0,0,0,0,0,0,0,0,454379.15,72700.66,527079.81,0,527079.81,5452.55,5452.55,521627.26,1890105.28,527079.81,0,527079.81,1363025.47,253188.82,0,0,0,253188.82,2143294.1,527079.81,0,527079.81,1616214.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,11/03/2014 00:00,26/03/2014 00:00,31/12/2014 00:00,,,0,0,
18,32,2,24/03/2014 00:00,77.3,77.3,12/03/2014 00:00,24/03/2014 00:00,AUTORIZADA,NORMAL,EST. 2,,24/03/2014 00:00,24/03/2014 00:00,,,,,24/05/2014,,03/03/2014,24/05/2014,805083.71,128813.39,933897.1,0,933897.1,9661.01,9661.01,924236.09,0,0,0,0,0,0,0,0,805083.71,128813.39,933897.1,0,933897.1,9661.01,9661.01,924236.09,1890105.28,933897.1,527079.81,1460976.91,429128.37,253188.82,0,0,0,253188.82,2143294.1,933897.1,527079.81,1460976.91,682317.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0006/2014,24/03/2014 00:00,26/03/2014 00:00,31/12/2014 00:00,,,0,0,
19,12,2,15/03/2014 00:00,32.57,32.57,01/03/2014 00:00,15/03/2014 00:00,AUTORIZADA,NORMAL,EST. 2,,15/03/2014 00:00,15/03/2014 00:00,14/02/2014,07/05/2014,,,,,14/02/2014,07/05/2014,48427.93,7748.47,56176.4,16852.92,39323.48,581.14,581.14,38742.34,0,0,0,0,0,0,0,0,48427.93,7748.47,56176.4,16852.92,39323.48,581.14,581.14,38742.34,434311.1,56176.4,85278.94,141455.34,292855.76,0,0,0,0,0,434311.1,56176.4,85278.94,141455.34,292855.76,30,130293.33,16852.92,25583.68,42436.6,87856.73,0,0,0,0,0,0,0,1,,0007/2014,15/03/2014 00:00,27/03/2014 00:00,31/12/2014 00:00,,,0,0,
20,13,2,15/03/2014 00:00,18.6,18.6,01/03/2014 00:00,15/03/2014 00:00,AUTORIZADA,NORMAL,EST. 2,,15/03/2014 00:00,15/03/2014 00:00,,,,,31/05/2014,,17/02/2014,31/05/2014,189805.95,30368.95,220174.9,66052.47,154122.43,2277.67,2277.67,151844.76,0,0,0,0,0,0,0,0,189805.95,30368.95,220174.9,66052.47,154122.43,2277.67,2277.67,151844.76,1354488.96,220174.9,31702.25,251877.15,1102611.81,230464.71,0,0,0,230464.71,1584953.67,220174.9,31702.25,251877.15,1333076.52,30,406346.69,66052.47,9510.68,75563.15,330783.54,0,0,0,0,0,0,0,1,,1043/2013,15/03/2014 00:00,28/03/2014 00:00,31/12/2014 00:00,,,0,0,
21,6,2,20/03/2014 00:00,24.62,24.62,01/03/2014 00:00,20/03/2014 00:00,AUTORIZADA,NORMAL,EST. 2,,20/03/2014 00:00,20/03/2014 00:00,14/02/2014,04/06/2014,,,,28/06/2014,14/02/2014,28/06/2014,211774.32,33883.89,245658.21,73697.46,171960.75,2541.29,2541.29,169419.46,0,0,0,0,0,0,0,0,211774.32,33883.89,245658.21,73697.46,171960.75,2541.29,2541.29,169419.46,4073321.51,245658.21,757074.42,1002732.63,3070588.88,0,0,0,0,0,4073321.51,245658.21,757074.42,1002732.63,3070588.88,30,1221996.45,73697.46,227122.33,300819.79,921176.66,0,0,0,0,0,0,0,1,,0008/2014,20/03/2014 00:00,28/03/2014 00:00,31/12/2014 00:00,,,0,0,
22,10,2,08/03/2014 00:00,100,80.46,18/02/2014 00:00,08/03/2014 00:00,AUTORIZADA,FINIQUITO,2 FINIQUITO,,08/03/2014 00:00,08/03/2014 00:00,,,,,,,10/02/2014,08/03/2014,19027.11,3044.34,22071.45,0,22071.45,0,95.14,21976.31,0,0,0,0,0,0,0,0,19027.11,3044.34,22071.45,0,22071.45,0,95.14,21976.31,89652.31,22071.45,50065.24,72136.69,17515.62,0,0,0,0,0,89652.31,22071.45,50065.24,72136.69,17515.62,0,0,0,0,0,0,0,0,0,0,0,0,95.14,1,,,08/03/2014 00:00,01/04/2014 00:00,31/12/2014 00:00,,,0,0,
23,1,1,28/02/2014 00:00,25.72,25.72,17/02/2014 00:00,28/02/2014 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2014 00:00,28/02/2014 00:00,17/02/2014,26/04/2014,,,30/05/2014,30/05/2014,17/02/2014,30/05/2014,443044.51,70887.12,513931.63,154179.49,359752.14,5316.54,5316.54,354435.6,0,0,0,0,0,0,0,0,443044.51,70887.12,513931.63,154179.49,359752.14,5316.54,5316.54,354435.6,1998022.72,513931.63,0,513931.63,1484091.09,597350.41,0,0,0,597350.41,2595373.13,513931.63,0,513931.63,2081441.5,30,599406.8,154179.49,0,154179.49,445227.31,0,0,0,0,0,0,0,1,,1044/2013,28/02/2014 00:00,01/04/2014 00:00,31/12/2014 00:00,,,0,0,
24,8,4,31/03/2014 00:00,58.34,58.34,11/03/2014 00:00,31/03/2014 00:00,AUTORIZADA,NORMAL,EST. 4,,31/03/2014 00:00,31/03/2014 00:00,,,14/11/2014,02/10/2015,19/10/2015,01/12/2014,17/02/2014,19/10/2015,62492.05,9998.73,72490.78,0,72490.78,0,312.46,72178.32,0,0,0,0,0,0,0,0,62492.05,9998.73,72490.78,0,72490.78,0,312.46,72178.32,1071183.88,72490.78,552414.65,624905.43,446278.45,985050.26,0,0,0,985050.26,2056234.14,72490.78,552414.65,624905.43,1431328.71,0,0,0,0,0,0,0,0,0,0,0,0,312.46,1,,,31/03/2014 00:00,01/04/2014 00:00,31/12/2014 00:00,,,0,0,
25,34,1,31/03/2014 00:00,15.52,15.52,18/03/2014 00:00,31/03/2014 00:00,AUTORIZADA,NORMAL,EST. 1,,31/03/2014 00:00,31/03/2014 00:00,,,,,,,18/03/2014,08/06/2014,25882.25,4141.16,30023.41,9007.02,21016.39,0,129.41,20886.98,0,0,0,0,0,0,0,0,25882.25,4141.16,30023.41,9007.02,21016.39,0,129.41,20886.98,193417.9,30023.41,0,30023.41,163394.49,0,0,0,0,0,193417.9,30023.41,0,30023.41,163394.49,30,58025.37,9007.02,0,9007.02,49018.35,0,0,0,0,0,0,129.41,1,,,31/03/2014 00:00,04/04/2014 00:00,31/12/2014 00:00,,,0,0,
26,23,2,31/03/2014 00:00,32.36,32.36,22/03/2014 00:00,31/03/2014 00:00,AUTORIZADA,NORMAL,EST. 2,,31/03/2014 00:00,31/03/2014 00:00,,,,,,09/05/2014,03/03/2014,09/05/2014,29055.94,4648.95,33704.89,0,33704.89,0,145.28,33559.61,0,0,0,0,0,0,0,0,29055.94,4648.95,33704.89,0,33704.89,0,145.28,33559.61,197518.71,33704.89,30204.82,63909.71,133609,0,0,0,0,0,197518.71,33704.89,30204.82,63909.71,133609,0,0,0,0,0,0,0,0,0,0,0,0,145.28,1,,,31/03/2014 00:00,04/04/2014 00:00,31/12/2014 00:00,,,0,0,
27,22,2,31/03/2014 00:00,20.76,20.76,21/03/2014 00:00,31/03/2014 00:00,AUTORIZADA,NORMAL,EST. 2,,31/03/2014 00:00,31/03/2014 00:00,,,,,,,03/03/2014,24/05/2014,47463.71,7594.19,55057.9,16517.37,38540.53,0,237.32,38303.21,0,0,0,0,0,0,0,0,47463.71,7594.19,55057.9,16517.37,38540.53,0,237.32,38303.21,481642.92,55057.9,44938.46,99996.36,381646.56,0,0,0,0,0,481642.92,55057.9,44938.46,99996.36,381646.56,30,144492.87,16517.37,13481.54,29998.91,114493.96,0,0,0,0,0,0,237.32,1,,1065/2013,31/03/2014 00:00,04/04/2014 00:00,31/12/2014 00:00,,,0,0,
28,11,1,28/02/2014 00:00,3.89,3.89,17/02/2014 00:00,28/02/2014 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2014 00:00,28/02/2014 00:00,14/02/2014,07/05/2014,,,28/05/2014,28/05/2014,14/02/2014,28/05/2014,24912.19,3985.95,28898.14,8669.44,20228.7,298.94,298.94,19929.76,0,0,0,0,0,0,0,0,24912.19,3985.95,28898.14,8669.44,20228.7,298.94,298.94,19929.76,742358.54,28898.14,0,28898.14,713460.4,52049.67,0,0,0,52049.67,794408.21,28898.14,0,28898.14,765510.07,30,222707.56,8669.44,0,8669.44,214038.12,0,0,0,0,0,0,0,1,,0010/2014,28/02/2014 00:00,07/04/2014 00:00,31/12/2014 00:00,,,0,0,
29,4,2,15/03/2014 00:00,3.52,3.52,01/03/2014 00:00,15/03/2014 00:00,AUTORIZADA,NORMAL,EST. 2,,15/03/2014 00:00,15/03/2014 00:00,11/02/2014,12/10/2014,,,15/12/2014,15/12/2014,11/02/2014,15/12/2014,1350494.08,216079.05,1566573.13,469971.94,1096601.19,6752.47,6752.47,1089848.72,0,0,0,0,0,0,0,0,1350494.08,216079.05,1566573.13,469971.94,1096601.19,6752.47,6752.47,1089848.72,57371414.11,1566573.13,452397.53,2018970.66,55352443.45,6428585.22,0,0,0,6428585.22,63799999.33,1566573.13,452397.53,2018970.66,61781028.67,30,17211424.33,469971.94,135719.26,605691.2,16605733.13,60,1928575.57,0,0,0,1928575.57,0,1,,207-14,15/03/2014 00:00,07/04/2014 00:00,31/12/2014 00:00,,,0,0,
30,17,1,28/02/2014 00:00,21.76,6.48,24/02/2014 00:00,28/02/2014 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2014 00:00,28/02/2014 00:00,,,,,08/04/2015,02/10/2014,24/02/2014,08/04/2015,185232.35,29637.18,214869.53,64460.86,150408.67,0,926.16,149482.51,0,0,0,0,0,0,0,0,185232.35,29637.18,214869.53,64460.86,150408.67,0,926.16,149482.51,987527.21,214869.53,0,214869.53,772657.68,4275387.47,0,0,0,4275387.47,5262914.68,214869.53,0,214869.53,5048045.15,30,296258.16,64460.86,0,64460.86,231797.3,90,1185761.69,0,0,0,1185761.69,926.16,1,,0012/2014,28/02/2014 00:00,07/04/2014 00:00,31/12/2014 00:00,,,0,0,
31,12,3,31/03/2014 00:00,37.99,37.99,16/03/2014 00:00,31/03/2014 00:00,AUTORIZADA,NORMAL,EST. 3,,31/03/2014 00:00,31/03/2014 00:00,14/02/2014,07/05/2014,,,,,14/02/2014,07/05/2014,20280.56,3244.89,23525.45,7057.64,16467.81,243.37,243.37,16224.44,0,0,0,0,0,0,0,0,20280.56,3244.89,23525.45,7057.64,16467.81,243.37,243.37,16224.44,434311.1,23525.45,141455.34,164980.79,269330.31,0,0,0,0,0,434311.1,23525.45,141455.34,164980.79,269330.31,30,130293.33,7057.64,42436.6,49494.24,80799.09,0,0,0,0,0,0,0,1,,0013/2014,31/03/2014 00:00,08/04/2014 00:00,31/12/2014 00:00,,,0,0,
32,18,1,28/02/2014 00:00,29.15,29.15,24/02/2014 00:00,28/02/2014 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2014 00:00,28/02/2014 00:00,,,,,,,24/02/2014,17/05/2014,59534.12,9525.46,69059.58,0,69059.58,0,297.67,68761.91,0,0,0,0,0,0,0,0,59534.12,9525.46,69059.58,0,69059.58,0,297.67,68761.91,236884.91,69059.58,0,69059.58,167825.33,0,0,0,0,0,236884.91,69059.58,0,69059.58,167825.33,0,0,0,0,0,0,0,0,0,0,0,0,297.67,1,,,28/02/2014 00:00,08/04/2014 00:00,31/12/2014 00:00,,,0,0,
