Id_Descuento_Adicional,Id_Estimacion,Nombre,Importe
3,3,C.N.E.C.,215.8
4,4,C.N.E.C.,1107.92
5,6,C.N.E.C.,312.46
6,9,C.N.E.C.,397.84
7,12,C.N.E.C.,75.54
8,13,C.N.E.C.,193.7
9,16,C.N.E.C.,130.19
10,22,C.N.E.C.,95.14
11,24,C.N.E.C.,312.46
12,25,C.N.E.C.,129.41
13,26,C.N.E.C.,145.28
14,27,C.N.E.C.,237.32
15,30,C.N.E.C.,926.16
16,32,C.N.E.C.,297.67
17,33,C.N.E.C.,545.79
18,35,C.N.E.C.,72.75
19,41,C.N.E.C.,17.89
20,42,C.N.E.C.,694.43
21,43,C.N.E.C.,471.23
22,44,C.N.E.C.,147.44
23,45,C.N.E.C.,232.91
24,46,C.N.E.C.,63.21
25,49,C.N.E.C.,1338.6
26,52,C.N.E.C.,452.58
27,60,C.N.E.C.,10.72
28,62,C.N.E.C.,246.89
29,65,C.N.E.C.,55.18
30,68,C.N.E.C.,106.05
31,69,C.N.E.C.,187.08
32,71,C.N.E.C.,240.97
33,74,C.N.E.C.,340.48
34,75,C.N.E.C.,513.21
35,77,C.N.E.C.,114.95
36,79,C.N.E.C.,369.64
37,83,C.N.E.C.,287.7
38,85,C.N.E.C.,1022.54
39,91,C.N.E.C.,360.65
40,94,C.N.E.C.,290.77
41,97,C.N.E.C.,156.08
42,98,C.N.E.C.,201.68
43,99,C.N.E.C.,123.21
44,109,C.N.E.C.,1959.64
45,110,C.N.E.C.,79.77
46,111,C.N.E.C.,166.17
47,113,C.N.E.C.,543.68
48,115,C.N.E.C.,255.55
49,117,C.N.E.C.,233.44
50,117,I S R,3268.12
51,117,CEDULAR,326.81
52,118,C.N.E.C.,616.63
53,118,I S R,8632.83
54,118,CEDULAR,863.28
55,119,C.N.E.C.,490.19
56,120,C.N.E.C.,367.29
57,121,C.N.E.C.,400.92
58,129,C.N.E.C.,111.13
59,133,C.N.E.C.,334.67
60,137,C.N.E.C.,124.98
61,139,C.N.E.C.,122.98
62,140,C.N.E.C.,344.49
63,141,C.N.E.C.,470.8
64,143,C.N.E.C.,217.19
65,144,C.N.E.C.,1154.09
66,145,C.N.E.C.,1676.7
67,146,C.N.E.C.,666.66
68,153,C.N.E.C.,342.23
69,154,C.N.E.C.,549.51
70,159,C.N.E.C.,257.66
71,161,C.N.E.C.,1300.96
72,165,C.N.E.C.,885.39
73,167,C.N.E.C.,174.48
74,168,C.N.E.C.,170.27
75,171,C.N.E.C.,652.71
76,172,C.N.E.C.,397.12
77,175,C.N.E.C.,2411.37
78,176,C.N.E.C.,130.61
79,178,C.N.E.C.,178.4
80,179,C.N.E.C.,692.66
81,181,C.N.E.C.,913.16
82,190,C.N.E.C.,166.62
83,192,C.N.E.C.,468.6
84,194,C.N.E.C.,1264.02
85,198,C.N.E.C.,116.31
86,199,C.N.E.C.,177.74
87,208,C.N.E.C.,219.76
88,215,C.N.E.C.,165.94
89,217,C.N.E.C.,229.35
90,219,C.N.E.C.,83.89
91,220,C.N.E.C.,692.04
92,221,C.N.E.C.,110.32
93,226,C.N.E.C.,271.18
94,227,C.N.E.C.,49.97
95,228,C.N.E.C.,871.43
96,229,C.N.E.C.,63.94
97,230,C.N.E.C.,491.41
98,231,C.N.E.C.,438.27
99,232,C.N.E.C.,836.5
100,233,C.N.E.C.,119.65
101,234,C.N.E.C.,209.13
102,236,C.N.E.C.,943.03
103,237,C.N.E.C.,1126.81
104,239,C.N.E.C.,301.04
105,245,C.N.E.C.,586.34
106,246,C.N.E.C.,176.17
107,248,C.N.E.C.,10.43
108,249,C.N.E.C.,140.32
109,250,C.N.E.C.,1694.78
110,251,C.N.E.C.,592.8
111,252,C.N.E.C.,279.62
112,253,C.N.E.C.,55.72
113,264,C.N.E.C.,176.77
114,265,C.N.E.C.,358.26
115,266,C.N.E.C.,422.36
116,269,C.N.E.C.,1921.41
117,273,C.N.E.C.,114
118,274,C.N.E.C.,25.08
