Id_Obra_Recurso,Id_Obra,Id_Recurso_Partida,Porcentaje_Aportacion,Importe_Autorizado,Observaciones,Movimiento,No_Registro_Obrasi,Numero_Oficio,Fecha_Oficio
174,112,23,100,1235994.66,,INICIAL,115,S/N,02/01/2014 00:00
175,121,6,100,31790.48,,INICIAL,124,S/N,02/01/2014 00:00
176,130,6,100,447944.49,,INICIAL,134,S/N,01/01/2014 00:00
177,120,6,100,320466.92,,INICIAL,123,S/N,02/01/2014 00:00
178,120,6,100,355813.66,,AMPLIACION,175,S/N AMPLIACION,02/01/2014 00:00
179,113,23,100,1342708.61,,INICIAL,116,S/N,02/01/2014 00:00
180,123,23,100,2211074.99,,INICIAL,126,S/N,02/01/2014 00:00
181,124,23,100,1658999.68,,INICIAL,127,S/N,02/01/2014 00:00
182,127,87,100,1431742.88,,AMPLIACION,292,S/N AMPLIACION,02/01/2014 00:00
183,127,37,100,1280257.14,,INICIAL,130,S/N,02/01/2014 00:00
184,127,37,100,1200000.08,,AMPLIACION,461,S/N AMPLIAC 2DA,03/01/2014 00:00
185,136,117,100,299549.61,,AMPLIACION,525,S/N AMPLIACION,02/01/2014 00:00
186,136,38,100,2900441.76,,INICIAL,140,S/N,02/01/2014 00:00
187,132,42,100,349517.95,,INICIAL,145,S/N,02/01/2014 00:00
188,132,42,100,128212.85,,AMPLIACION,258,S/N AMPLIACION,02/01/2014 00:00
189,139,41,100,10509709.12,,INICIAL,144,S/N,02/01/2014 00:00
190,139,41,100,5894680.14,,AMPLIACION,436,S/N AMPLIACION,02/01/2014 00:00
191,140,8,100,209799.36,,INICIAL,149,S/N,02/01/2014 00:00
192,135,8,100,204006.58,,INICIAL,139,S/N,02/01/2014 00:00
193,131,40,100,496604.89,,INICIAL,143,S/N,02/01/2014 00:00
194,129,14,100,34305.35,,INICIAL,133,S/N,02/01/2014 00:00
195,128,14,100,149889.61,,INICIAL,132,S/N,02/01/2014 00:00
196,138,120,100,9916406.89,,AMPLIACION,552,S/N  AMP 2,02/01/2014 00:00
197,138,39,100,34162791.8,,INICIAL,142,S/N,02/01/2014 00:00
198,138,39,100,22687165.8,,AMPLIACION,457,S/N AMPLIACION,02/01/2014 00:00
199,134,32,100,1106141.46,,INICIAL,138,S/N,02/01/2014 00:00
200,134,32,100,32496.91,,AMPLIACION,286,S/N AMPLIACION,02/01/2014 00:00
201,137,8,100,186919.42,,INICIAL,141,S/N,02/01/2014 00:00
202,148,46,100,836818.24,,INICIAL,160,S/N,02/01/2014 00:00
203,143,58,100,13700000,,AMPLIACION,301,S/N AMP 1,02/01/2014 00:00
204,143,58,100,12480956.14,,AMPLIACION,462,S/N AMP 2,02/01/2014 00:00
205,143,14,100,18913286.58,,INICIAL,153,S/N,02/01/2014 00:00
206,144,58,100,18000000,,AMPLIACION,447,S/N AMPLIACION,02/01/2014 00:00
207,144,58,100,5903115.51,,AMPLIACION,530,S/N 2DA AMPLIAC,02/01/2014 00:00
208,144,14,100,18794079.46,,INICIAL,154,S/N,02/01/2014 00:00
209,142,44,100,17400025.4,,INICIAL,152,S/N,02/01/2014 00:00
210,142,44,100,7517232.91,,AMPLIACION,459,S/N AMPLIACION,02/01/2014 00:00
211,141,46,100,485924.77,,INICIAL,159,S/N,02/01/2014 00:00
212,147,42,100,352921.24,,INICIAL,158,S/N,02/01/2014 00:00
213,161,49,100,43375460.69,,INICIAL,180,S/N,02/01/2014 00:00
214,145,45,100,29101452.68,,INICIAL,155,S/N,02/01/2014 00:00
215,146,14,100,31477.92,,INICIAL,156,S/N,02/01/2014 00:00
216,149,44,100,1711176.52,,INICIAL,162,S/N,02/01/2014 00:00
217,150,22,100,3321800.48,,INICIAL,166,S/N,02/01/2014 00:00
218,151,22,100,2938886.52,,INICIAL,167,S/N,02/01/2014 00:00
219,152,22,100,3736431.31,,INICIAL,168,S/N,02/01/2014 00:00
220,153,22,100,3239807.77,,INICIAL,169,S/N,02/01/2014 00:00
221,154,47,100,1705524.89,,INICIAL,170,S/N,02/01/2014 00:00
222,154,47,100,268394.71,,AMPLIACION,406,S/N AMPLIACION,02/01/2014 00:00
223,155,9,100,577678.5,,INICIAL,171,S/N,02/01/2014 00:00
224,156,9,100,354971.32,,INICIAL,172,S/N,02/01/2014 00:00
225,157,48,100,2572836.91,,INICIAL,173,S/N,02/01/2014 00:00
226,157,48,100,427163.08,,AMPLIACION,363,S/N AMPLIACION,02/01/2014 00:00
227,162,32,100,1456016.62,,INICIAL,181,S/N,02/01/2014 00:00
228,160,42,100,173016.46,,INICIAL,179,S/N,02/01/2014 00:00
229,160,42,100,58817.23,,AMPLIACION,448,S/N AMPLIACION,02/01/2014 00:00
230,159,23,100,1353595.64,,INICIAL,178,S/N,02/01/2014 00:00
231,158,14,100,28604.31,,INICIAL,174,S/N,02/01/2014 00:00
232,180,58,100,100947.57,,AMPLIACION,414,S/N AMPLIACION,02/01/2014 00:00
233,180,14,100,1980077.53,,INICIAL,225,S/N,02/01/2014 00:00
234,192,63,100,26220589.55,,INICIAL,237,S/N,02/01/2014 00:00
235,193,63,100,17754101.18,,INICIAL,238,S/N,02/01/2014 00:00
236,193,63,100,35857674.09,,AMPLIACION,364,S/N AMPLIACION,02/01/2014 00:00
237,193,63,100,4349754.79,,INICIAL,543,,08/11/2016 00:00
238,194,63,100,3181675.68,,INICIAL,239,S/N,02/01/2014 00:00
239,194,63,100,652234.3,,AMPLIACION,507,S/N SEGUNDA AMP,02/01/2014 00:00
240,169,54,25,478557.75,,INICIAL,205,S/N,02/01/2014 00:00
241,169,54,25,23900.68,,AMPLIACION,421,S/N AMPLIACION,02/01/2014 00:00
242,169,52,25,478557.75,,INICIAL,204,S/N,02/01/2014 00:00
243,169,52,25,23900.68,,AMPLIACION,420,S/N AMPLIACION,02/01/2014 00:00
244,169,51,25,478557.75,,INICIAL,203,S/N,02/01/2014 00:00
245,169,51,25,23900.68,,AMPLIACION,419,S/N AMPLIACION,02/01/2014 00:00
246,169,53,25,478557.74,,INICIAL,206,S/N,02/01/2014 00:00
247,169,53,25,23900.68,,AMPLIACION,422,S/N AMPLIACION,02/01/2014 00:00
248,167,54,25,182500.52,,INICIAL,197,S/N,02/01/2014 00:00
249,167,54,25,22324.77,,AMPLIACION,388,S/N AMPLIACION,02/01/2014 00:00
250,167,52,25,182500.52,,INICIAL,196,S/N,02/01/2014 00:00
251,167,52,25,22324.77,,AMPLIACION,389,S/N AMPLIACION,02/01/2014 00:00
252,167,51,25,182500.52,,INICIAL,195,S/N,02/01/2014 00:00
253,167,51,25,22324.77,,AMPLIACION,387,S/N AMPLIACION,02/01/2014 00:00
254,167,32,100,74151.45,,AMPLIACION,432,S/N 2DA AMPLIAC,02/01/2014 00:00
255,167,53,25,182500.52,,INICIAL,198,S/N,02/01/2014 00:00
256,167,53,25,22324.77,,AMPLIACION,390,S/N AMPLIACION,02/01/2014 00:00
257,168,54,25,79233.42,,INICIAL,201,S/N,02/01/2015 00:00
258,168,52,25,79233.42,,INICIAL,200,S/N,02/01/2015 00:00
259,168,51,25,79233.42,,INICIAL,199,S/N,02/01/2015 00:00
260,168,53,25,79233.43,,INICIAL,202,S/N,02/01/2015 00:00
261,165,54,25,242948.95,,INICIAL,189,S/N,02/01/2014 00:00
262,165,52,25,242948.95,,INICIAL,188,S/N,02/01/2014 00:00
263,165,51,25,242948.95,,INICIAL,187,S/N,02/01/2014 00:00
264,165,53,25,242948.95,,INICIAL,190,S/N,02/01/2014 00:00
265,164,54,28,1438704.12,,INICIAL,185,S/N,02/01/2014 00:00
266,164,54,28,47394.95,,AMPLIACION,392,S/N AMPLIACION,02/01/2014 00:00
267,164,52,19,976263.51,,INICIAL,184,S/N,02/01/2014 00:00
268,164,52,19,32160.86,,AMPLIACION,393,S/N AMPLIACION,02/01/2014 00:00
269,164,51,28,1438704.12,,INICIAL,183,S/N,02/01/2014 00:00
270,164,51,28,47394.95,,AMPLIACION,391,S/N AMPLIACION,02/01/2014 00:00
271,164,53,25,1284557.26,,INICIAL,186,S/N,02/01/2014 00:00
272,164,53,25,42316.92,,AMPLIACION,394,S/N AMPLIACION,02/01/2014 00:00
273,166,54,25,184156.86,,INICIAL,193,S/N,02/01/2014 00:00
274,166,54,25,25725.49,,AMPLIACION,400,S/N AMPLIACION,02/01/2014 00:00
275,166,52,25,184156.86,,INICIAL,192,S/N,02/01/2014 00:00
276,166,52,25,25725.49,,AMPLIACION,399,S/N AMPLIACION,02/01/2014 00:00
277,166,51,25,184156.86,,INICIAL,191,S/N,02/01/2014 00:00
278,166,51,25,25725.49,,AMPLIACION,398,S/N AMPLIACION,02/01/2014 00:00
279,166,53,25,184156.86,,INICIAL,194,S/N,02/01/2014 00:00
280,166,53,25,25725.49,,AMPLIACION,401,S/N AMPLIACION,02/01/2014 00:00
281,170,54,25,473752.7,,INICIAL,209,S/N,02/01/2014 00:00
282,170,54,25,12850.43,,AMPLIACION,404,S/N AMPLIACION,02/01/2014 00:00
283,170,52,25,473752.7,,INICIAL,208,S/N,02/01/2014 00:00
284,170,52,25,12850.42,,AMPLIACION,403,S/N AMPLIACION,02/01/2014 00:00
285,170,51,25,473752.7,,INICIAL,207,S/N,02/01/2014 00:00
286,170,51,25,12850.42,,AMPLIACION,402,S/N AMPLIACION,02/01/2014 00:00
287,170,53,25,473752.71,,INICIAL,210,S/N,02/01/2014 00:00
288,170,53,25,12850.42,,AMPLIACION,405,S/N AMPLIACION,02/01/2014 00:00
289,210,70,100,32776508.71,,INICIAL,257,S/N,02/01/2014 00:00
290,210,70,100,8170513.68,,AMPLIACION,548,S/N AMPLIACION,02/01/2014 00:00
291,172,9,100,646403.83,,INICIAL,212,S/N,02/01/2014 00:00
292,171,8,100,202232.42,,INICIAL,211,S/N,02/01/2014 00:00
293,163,50,100,59734.64,,INICIAL,182,S/N,02/01/2014 00:00
294,173,55,100,4012289.94,,INICIAL,215,S/N,02/01/2014 00:00
295,177,56,100,116325.03,,INICIAL,222,S/N,02/01/2014 00:00
296,174,56,100,230504.5,,INICIAL,217,S/N,02/01/2014 00:00
297,176,8,100,174320.16,,INICIAL,220,S/N,02/01/2014 00:00
298,175,57,100,51562.65,,INICIAL,216,S/N,02/01/2014 00:00
299,181,22,100,1294427.32,,INICIAL,226,S/N,02/01/2014 00:00
300,181,22,100,269960.07,,AMPLIACION,501,S/N AMPLIACION,11/02/2015 00:00
301,178,32,100,827377.47,,INICIAL,223,S/N,02/01/2014 00:00
302,189,59,100,2878652.55,,INICIAL,233,S/N,02/01/2014 00:00
303,189,59,100,121344.02,,AMPLIACION,445,S/N AMPLIACION,02/01/2014 00:00
304,190,43,100,450000,,AMPLIACION,496,S/N AMPLIACION,02/01/2014 00:00
305,190,39,100,38198946.01,,INICIAL,234,S/N,02/01/2014 00:00
306,191,61,100,17095493.3,,INICIAL,235,S/N,02/01/2014 00:00
307,191,61,100,404506.7,,AMPLIACION,484,S/N AMPLIACION,02/01/2014 00:00
308,191,61,100,415000.02,,AMPLIACION,514,S/N AMP 2,02/01/2014 00:00
309,184,59,100,2023724.54,,INICIAL,229,S/N,02/01/2014 00:00
310,184,59,100,2447983.3,,AMPLIACION,320,S/N AMPLIACION,02/01/2014 00:00
311,182,28,100,200657.5,,INICIAL,227,S/N,02/01/2014 00:00
312,185,46,100,604682.52,,INICIAL,228,S/N,02/01/2014 00:00
313,187,46,100,539457.05,,INICIAL,231,S/N,02/01/2014 00:00
314,188,60,100,9470105.9,,INICIAL,232,S/N,02/01/2014 00:00
315,186,62,100,3284812.83,,INICIAL,236,S/N,02/01/2014 00:00
316,186,62,100,205645.27,,AMPLIACION,433,S/N AMPLIACION,02/01/2014 00:00
317,179,118,100,100000.81,,AMPLIACION,504,S/N AMPLIACION,02/01/2014 00:00
318,179,58,100,2095383.93,,INICIAL,224,S/N,02/01/2014 00:00
319,204,67,100,1108499.09,,INICIAL,251,S/N,02/01/2014 00:00
320,208,69,100,174003.58,,INICIAL,255,S/N,02/01/2014 00:00
321,183,60,100,12557938.16,,INICIAL,230,S/N,02/01/2014 00:00
322,183,60,100,858329.17,,AMPLIACION,440,S/N AMPLIACION,02/01/2014 00:00
323,196,60,100,11925588.19,,INICIAL,241,S/N,02/01/2014 00:00
324,196,60,100,386296.87,,AMPLIACION,529,S/N AMPLIACION,02/01/2015 00:00
325,227,83,100,17647918.96,,INICIAL,280,S/N,02/01/2014 00:00
326,200,64,100,440383.04,,INICIAL,247,S/N,02/01/2014 00:00
327,199,57,100,415449.05,,INICIAL,246,S/N,02/01/2014 00:00
328,201,65,100,362756.87,,INICIAL,248,S/N,02/01/2014 00:00
329,197,57,100,1325292.1,,INICIAL,242,S/N,02/01/2014 00:00
330,197,57,100,68904.65,,AMPLIACION,458,S/N AMPLIACION,02/01/2014 00:00
331,198,8,100,406801.01,,INICIAL,243,S/N,02/01/2014 00:00
332,195,60,100,1402000.71,,INICIAL,240,S/N,02/01/2014 00:00
333,222,46,100,442067.8,,INICIAL,273,S/N,02/01/2014 00:00
334,202,66,100,512223.15,,INICIAL,249,S/N,02/01/2014 00:00
335,205,8,100,220822.4,,INICIAL,252,S/N,02/01/2014 00:00
336,203,8,100,194376.92,,INICIAL,250,S/N,02/01/2014 00:00
337,211,3,100,12584646.48,,INICIAL,261,S/N,02/01/2014 00:00
338,206,25,100,7372000,,AMPLIACION,475,S/N AMPLIACION,02/01/2014 00:00
339,206,58,26.36,5368142.82,,INICIAL,260,S/N,02/01/2014 00:00
340,206,58,3.92,258267.72,,AMPLIACION,508,S/N 2DA AMPLIAC,02/01/2014 00:00
341,206,71,73.64,15000000,,INICIAL,259,S/N,02/01/2014 00:00
342,206,71,96.08,6330319.82,,AMPLIACION,509,S/N 2DA AMPLIAC,02/01/2014 00:00
343,225,101,30,656728.54,,AMPLIACION,370,S/N AMPLIACION,02/01/2014 00:00
