Id_Contrato_Ampliacion,Id_Contrato,Numero_Ampliacion,Fecha_Firma_Ampliacion,Fecha_Inicio,Fecha_Termino,Importe,Porcentaje_Anticipo,Importe_Anticipo,Id_Formato_Ampliacion,Id_Presupuesto
35,36,1,30/10/2014 00:00,30/10/2014 00:00,26/12/2014 00:00,5500000,30,1650000,1,60
36,145,1,12/11/2014 00:00,12/11/2014 00:00,25/03/2015 00:00,13700000,50,6850000,1,
37,28,2,14/11/2014 00:00,14/11/2014 00:00,29/11/2014 00:00,5019510.54,50,2509755.27,1,
38,190,1,21/11/2014 00:00,21/11/2014 00:00,28/02/2015 00:00,2447983.3,30,734394.99,1,264
39,163,1,11/11/2014 00:00,11/11/2014 00:00,15/11/2014 00:00,427163.08,0,0,1,220
40,233,1,01/12/2014 00:00,01/12/2014 00:00,31/12/2014 00:00,2189095.14,0,0,1,298
41,91,1,01/09/2014 00:00,01/09/2014 00:00,08/09/2014 00:00,181421.01,0,0,1,131
42,92,1,30/10/2014 00:00,30/10/2014 00:00,04/11/2014 00:00,63914.2,0,0,1,133
43,4,2,08/12/2014 00:00,08/12/2014 00:00,15/12/2014 00:00,1999999.33,30,599999.8,1,5
44,170,1,09/12/2014 00:00,09/12/2014 00:00,27/12/2014 00:00,169267.68,0,0,1,240
45,38,1,08/12/2014 00:00,08/12/2014 00:00,14/12/2014 00:00,82423.44,0,0,1,69
46,172,1,10/12/2014 00:00,10/12/2014 00:00,27/12/2014 00:00,102901.96,0,0,1,242
47,176,1,08/12/2014 00:00,08/12/2014 00:00,27/12/2014 00:00,51401.69,0,0,1,244
48,160,1,10/11/2014 00:00,10/11/2014 00:00,22/11/2014 00:00,268394.71,0,0,1,216
49,186,1,10/12/2014 00:00,10/12/2014 00:00,20/12/2014 00:00,100947.57,0,0,1,227
50,175,1,10/12/2014 00:00,10/12/2014 00:00,27/12/2014 00:00,95602.72,0,0,1,233
51,253,1,22/12/2014 00:00,22/12/2014 00:00,31/12/2014 00:00,547853.55,0,0,1,324
52,228,1,03/12/2014 00:00,03/12/2014 00:00,06/12/2014 00:00,3117.11,0,0,1,300
53,261,1,17/12/2014 00:00,17/12/2014 00:00,31/12/2014 00:00,693735.68,50,346867.84,1,368
54,273,2,17/12/2014 00:00,17/12/2014 00:00,31/12/2014 00:00,34813.95,0,0,1,341
55,173,1,10/12/2014 00:00,10/12/2014 00:00,27/12/2014 00:00,89299.08,0,0,1,235
56,173,2,17/12/2014 00:00,17/12/2014 00:00,27/12/2014 00:00,74151.45,0,0,1,236
57,273,1,17/12/2014 00:00,17/12/2014 00:00,31/12/2014 00:00,230495.52,0,0,1,340
58,199,1,17/12/2014 00:00,17/12/2014 00:00,31/01/2015 00:00,205645.27,0,0,1,272
59,28,1,08/10/2014 00:00,08/10/2014 00:00,29/11/2014 00:00,7543677.67,30,2263103.3,1,37
60,140,1,19/12/2014 00:00,19/12/2014 00:00,22/01/2015 00:00,5894680.14,50,2947340.07,1,182
61,194,1,30/12/2014 00:00,30/12/2014 00:00,07/03/2015 00:00,858329.17,0,0,1,278
62,223,1,30/12/2014 00:00,30/12/2014 00:00,04/01/2015 00:00,42745.73,0,0,1,307
63,251,1,30/12/2014 00:00,30/12/2014 00:00,31/01/2015 00:00,154249.95,0,0,1,347
64,249,1,30/12/2014 00:00,30/12/2014 00:00,19/01/2015 00:00,41138.4,0,0,1,349
65,196,1,17/12/2014 00:00,17/12/2014 00:00,30/01/2015 00:00,121344.02,0,0,1,258
66,26,1,08/12/2014 00:00,08/12/2014 00:00,23/12/2014 00:00,310024.78,0,0,1,35
67,146,1,11/12/2014 00:00,11/12/2014 00:00,14/03/2015 00:00,18000000,30,5400000,1,200
68,166,1,17/11/2014 00:00,17/11/2014 00:00,25/11/2014 00:00,58817.23,0,0,1,223
69,17,3,17/12/2014 00:00,17/12/2014 00:00,09/01/2015 00:00,999503.66,30,299851.1,1,25
70,17,4,17/12/2014 00:00,17/12/2014 00:00,08/04/2015 00:00,947309.19,30,284192.76,1,26
71,139,1,30/12/2014 00:00,30/12/2014 00:00,31/03/2015 00:00,22687165.8,0,0,1,189
72,205,1,30/12/2014 00:00,30/12/2014 00:00,20/01/2015 00:00,68904.65,0,0,1,286
73,144,1,30/12/2014 00:00,30/12/2014 00:00,14/03/2015 00:00,7517232.91,50,3758616.46,1,203
74,300,1,30/12/2014 00:00,30/12/2014 00:00,17/01/2015 00:00,85736.6,0,0,1,384
75,130,2,31/10/2014 00:00,31/10/2014 00:00,21/02/2015 00:00,1200000.08,0,0,1,176
76,145,2,08/12/2014 00:00,08/12/2014 00:00,25/03/2015 00:00,12480956.14,50,6240478.07,1,198
77,75,1,30/12/2014 00:00,30/12/2014 00:00,30/04/2015 00:00,498452.75,0,0,1,107
78,335,1,30/12/2014 00:00,30/12/2014 00:00,01/08/2015 00:00,6266989.04,0,0,1,
79,218,1,30/12/2014 00:00,30/12/2014 00:00,23/05/2015 00:00,7372000,50,3686000,1,295
80,226,1,30/12/2014 00:00,30/12/2014 00:00,07/03/2015 00:00,5236984.29,30,1571095.28,1,318
81,198,1,30/12/2014 00:00,30/12/2014 00:00,04/04/2015 00:00,404506.7,0,0,1,261
82,227,1,30/12/2014 00:00,30/12/2014 00:00,28/02/2015 00:00,200000,0,0,1,312
83,255,1,03/02/2015 00:00,03/02/2015 00:00,07/02/2015 00:00,241939.06,0,0,1,
84,197,1,30/12/2014 00:00,30/12/2014 00:00,06/06/2015 00:00,450000,0,0,1,
85,11,1,26/05/2014 00:00,26/05/2014 00:00,28/05/2014 00:00,52049.67,0,0,1,
86,233,2,20/02/2015 00:00,20/02/2015 00:00,28/02/2015 00:00,2553304.14,0,0,1,
87,224,1,NULL,NULL,31/01/2015 00:00,0,0,0,1,
88,342,1,20/02/2015 00:00,20/02/2015 00:00,01/03/2015 00:00,799999.78,0,0,1,430
89,310,1,02/03/2015 00:00,02/03/2015 00:00,14/03/2015 00:00,99999.84,0,0,1,408
90,185,1,03/02/2015 00:00,03/02/2015 00:00,08/02/2015 00:00,100000.81,0,0,1,274
91,342,2,17/03/2015 00:00,17/03/2015 00:00,31/03/2015 00:00,699996.88,0,0,1,431
92,278,1,17/03/2015 00:00,17/03/2015 00:00,28/03/2015 00:00,310458.91,0,0,1,391
93,17,2,18/09/2014 00:00,18/09/2014 00:00,09/01/2015 00:00,2005726.1,30,601717.83,1,24
94,202,2,09/04/2015 00:00,09/04/2015 00:00,18/04/2015 00:00,652234.3,30,195670.29,1,
95,201,1,08/12/2014 00:00,08/12/2014 00:00,19/08/2015 00:00,35857674.09,30,10757302.24,1,230
96,218,2,17/04/2015 00:00,17/04/2015 00:00,25/07/2015 00:00,6588587.54,50,3294293.77,1,296
97,28,3,21/11/2014 00:00,21/11/2014 00:00,29/11/2014 00:00,561711.9,0,0,1,38
98,313,1,17/04/2015 00:00,17/04/2015 00:00,25/04/2015 00:00,182867.2,0,0,1,397
99,254,1,23/03/2015 00:00,23/03/2015 00:00,31/03/2015 00:00,213507.9,0,0,1,363
100,198,2,11/05/2015 00:00,11/05/2015 00:00,31/05/2015 00:00,415000.02,0,0,1,262
101,236,1,23/02/2015 00:00,23/02/2015 00:00,28/02/2015 00:00,384814.46,0,0,1,326
102,232,1,16/02/2015 00:00,16/02/2015 00:00,21/02/2015 00:00,287444.65,0,0,1,315
103,312,1,02/03/2015 00:00,02/03/2015 00:00,07/03/2015 00:00,70002.76,0,0,1,395
104,334,1,08/04/2015 00:00,08/04/2015 00:00,02/05/2015 00:00,445721.11,0,0,1,413
105,2,1,30/04/2015 00:00,30/04/2015 00:00,23/05/2015 00:00,738245.8,0,0,1,9
106,241,1,18/05/2015 00:00,18/05/2015 00:00,22/05/2015 00:00,65997.14,0,0,1,333
107,353,1,08/06/2015 00:00,08/06/2015 00:00,26/06/2015 00:00,405999.99,0,0,1,
108,187,1,11/02/2015 00:00,11/02/2015 00:00,28/02/2015 00:00,269960.07,0,0,1,255
109,137,1,12/01/2015 00:00,12/01/2015 00:00,17/01/2015 00:00,299549.61,0,0,1,178
110,24,1,24/06/2015 00:00,24/06/2015 00:00,19/09/2015 00:00,117736.52,0,0,1,41
111,342,3,30/04/2015 00:00,30/04/2015 00:00,09/05/2015 00:00,370802.5,0,0,1,432
112,204,1,01/06/2015 00:00,01/06/2015 00:00,06/06/2015 00:00,386296.87,0,0,1,280
113,146,2,10/08/2015 00:00,10/08/2015 00:00,22/08/2015 00:00,5903115.51,30,1770934.65,1,201
114,331,1,26/08/2015 00:00,26/08/2015 00:00,30/09/2015 00:00,18962657.7,30,5688797.31,1,434
115,335,2,14/08/2015 00:00,14/08/2015 00:00,01/09/2015 00:00,14000000,0,0,1,
116,355,1,11/09/2015 00:00,11/09/2015 00:00,24/10/2015 00:00,297527.03,0,0,1,
117,36,2,05/01/2015 00:00,05/01/2015 00:00,31/01/2015 00:00,348000,0,0,1,
118,75,2,18/09/2015 00:00,18/09/2015 00:00,31/12/2015 00:00,349952.16,0,0,1,108
119,8,1,12/10/2015 00:00,12/10/2015 00:00,19/10/2015 00:00,985050.26,0,0,1,18
120,75,3,10/12/2015 00:00,10/12/2015 00:00,31/12/2015 00:00,99994.19,0,0,1,109
121,75,4,29/12/2015 00:00,29/12/2015 00:00,31/01/2016 00:00,99804.29,0,0,1,110
122,201,2,09/04/2015 00:00,09/04/2015 00:00,29/04/2015 00:00,4349754.79,30,1304926.44,1,
123,75,5,02/02/2016 00:00,02/02/2016 00:00,31/03/2016 00:00,99982.4,0,0,1,111
124,217,1,02/09/2015 00:00,02/09/2015 00:00,29/02/2016 00:00,8170513.68,30,2451154.1,1,
125,139,2,16/05/2016 00:00,16/05/2016 00:00,30/06/2016 00:00,9916406.89,0,0,1,190
126,41,3,24/02/2016 00:00,24/02/2016 00:00,28/02/2015 00:00,1910417.34,0,0,1,
127,219,1,05/09/2016 00:00,10/07/2016 00:00,15/10/2016 00:00,5415353.52,30,1624606.06,1,
128,219,2,07/11/2016 00:00,16/10/2016 00:00,30/11/2016 00:00,3000000,30,900000,1,
129,217,2,29/11/2016 00:00,01/12/2016 00:00,13/07/2017 00:00,9166255.07,30,2749876.52,1,
130,217,3,29/06/2017 00:00,08/09/2014 00:00,13/07/2017 00:00,5169081.48,30,1550724.44,1,
131,7,1,19/05/2017 00:00,24/01/2017 00:00,23/06/2017 00:00,70000,0,0,1,
132,7,2,14/08/2017 00:00,24/01/2017 00:00,10/11/2017 00:00,5600000,50,2800000,1,
133,217,4,29/12/2017 00:00,08/09/2015 00:00,31/03/2018 00:00,9785326.18,30,2935597.85,1,
134,217,5,14/09/2018 00:00,08/09/2014 00:00,30/04/2019 00:00,9245615.61,20,1849123.12,1,
