Id_Estimacion_Deduccion,Id_Estimacion,Id_Descuento,Monto_Deduccion
3773,136,2,490.64
5459,1484,1,168.6
5700,1654,3,360.95
6201,2065,2,2110.41
3733,103,1,90.12
3883,224,3,358.12
5981,1874,3,774
6226,2082,3,16.72
76669,2531,1,1137.95
4374,635,3,9064.34
4471,713,1,470.99
5302,1361,3,275.98
5628,1604,3,6828.7
3638,17,3,4543.79
3778,143,2,217.19
4226,517,3,1299.6
4427,682,1,19.77
5077,1196,3,636.34
5786,1725,1,716.72
5855,1774,1,133.24
6485,2345,1,206.56
86671,2535,1,439.2
4047,370,1,53.2
4101,413,1,72.11
4161,472,1,220.53
4282,562,1,312.03
4461,707,1,34.19
4601,813,3,6410.77
6589,2452,2,5134.43
116673,2544,1,985.27
136777,2607,2,690.97
4778,951,1,702.17
5367,1408,1,873.18
5598,1583,3,29.71
5752,1700,1,935.8
5927,1831,1,8.68
6003,1903,1,786.67
4480,718,2,637.46
4893,1048,1,1891.49
5381,1422,2,174.16
5608,1589,3,1216.58
5860,1776,3,7110.36
6120,1995,3,6424.49
6530,2394,1,294.22
5670,1630,1,1671.33
5785,1723,2,10547.87
3847,197,3,1884.52
4235,523,3,1722.19
4974,1108,1,95.33
5164,1265,1,1700.46
5925,1830,1,511.78
136822,2634,1,821.88
3740,106,3,1328.18
4340,609,3,786.01
4431,686,1,5954.73
5912,1821,2,4075.49
5913,1822,1,534.27
6248,2095,2,218.04
76672,2532,2,2764.88
136928,2696,2,16.24
3994,332,1,105.99
4510,744,1,45.52
4695,896,2,5072.29
5418,1453,2,11708.25
6061,1954,3,11618.81
6091,1973,3,21247.51
146936,2711,2,12.8
4074,392,2,24255.39
4571,793,1,1600.47
4906,1058,2,263.57
5193,1287,3,124.49
5440,1469,3,2219.58
5492,1504,3,21145.65
5852,1772,3,6544.13
6311,2151,2,1819.81
6469,2322,2,1470.54
56679,2526,2,1048.26
4257,537,3,708.68
5042,1166,2,223.97
5281,1349,1,481.09
5473,1493,1,265.72
5743,1692,2,428.6
6233,2086,3,3825.59
6494,2352,2,1047.56
136770,2602,2,4428.38
3784,148,3,2379.98
4486,725,1,877.57
4861,1021,2,-117.06
5331,1380,1,618.64
5965,1861,3,3138.4
4605,815,3,2281.6
5074,1194,3,10720.97
5562,1561,3,6283.74
3837,189,3,686.41
4231,521,2,9700.41
4755,936,3,17849.3
4784,955,3,4227.2
6392,2239,2,6325.65
3904,255,1,1050.91
4868,1027,1,729.1
4943,1086,2,273.94
5660,1624,3,6574.43
3737,105,1,83.08
3823,182,3,10708.91
4163,473,1,284.3
4688,890,2,1204.82
5168,1267,3,5800.65
6209,2070,2,847.97
116678,2546,2,43.86
126704,2565,2,675.4
136802,2625,4,164.09
3848,200,1,334.48
4281,559,3,1484.36
4754,936,1,3569.86
5504,1515,3,305.51
5529,1533,3,55.37
3695,70,1,198.03
4297,581,1,92.66
