Id_Obra,Clave_Obra,Nombre,Tipo_Precio,Id_Sub_Programa,Id_Localidad,Tipo_Obra_Proyecto,Id_Sub_Tipo_Obra,Id_Oficio_Asignacion_Obra
152,165,CONSTRUCCION  DE CUARTO ADICIONAL URBANO COLONIA LOOMAS DE MEIDNA LOCLAIDAD MEDINA; CONSTRUCCION,Unitario,1,1,Obra,1,0
153,142,REVESTIMIENTO DE CAMINO E.C. (LEON-COMANJILLA) - DUARTE LOCALIDAD DUARTE,Unitario,1,1,Obra,1,0
154,152,REVESTIMIENTO DE CAMINO BARRETOS - MIGUEL HIDALGO LOCALIDAD BARRETOS; REVESTIMIENTO DE CAMINO LOS,Unitario,1,1,Obra,1,0
155,154,REVESTIMIENTO DE CAMINO ALFARO - LLANO GRANDE LOCALIDAD ALFARO,Unitario,1,1,Obra,1,0
156,169,POROGRAMA DE SEGURIDAD EN EL SISTEMA INTEGRADO DE TRANSPORTE (SIT) CON LUMINARIAS AHORRADORAS EN PAR,Unitario,1,1,Obra,1,0
157,177,REHABILITACION DE LA RED DE ALUMBRADO PUBLICO EN LA COMUNIDAD RANCHO NUEVO LA LUZ LOCALIDAD RANCHO N,Unitario,1,1,Obra,1,0
158,184,MEJORAMIENTO DEL LAUMBRADO PUBLICO EN BLVD. AEROPUERTO (1RA. ETAPA) TRAMO: PUENTE DELTA A CALLE SAN,Unitario,1,1,Obra,1,0
159,188,"CONSTRUCCION DE CUARTO ADICIONAL URBANO COLONIA MARSOL, LOCALIDAD LEON DE LOS ALDAMA",Unitario,1,1,Obra,1,0
160,155,"REHABILITACION DE SANITARIOS EN LA TELESECUNDARIA NUM. 936, CCT 11ETV0936G, REHABILITACION DE SANITA",Unitario,1,1,Obra,1,0
161,153,"RESTAURACION DE LA FACHADA TORRE DE LA PARROQUIA DE SAN SEBASTIAN, LEON, GTO.",Unitario,1,1,Obra,1,0
162,159,"REHABILITACION DE SANITARIOS, EN LA PRIMARIA ANDRES QUINTNA ROO, CCT 11DPR2739V; REHABILITACION DE S",Unitario,1,1,Obra,1,0
163,160,REHABILITACION DE SANITARIOS EN EL PREESCOLAR QUETZALCOATL CCT 11DJN4391S,Unitario,1,1,Obra,1,0
164,180,REHABILITACION DE LA RED DE ALUMBRADO PUBLICO EN LA COMUNIDAD LA LABORCITA LOCALIDAD LA LABORCITA,Unitario,1,1,Obra,1,0
165,161,"REHABILITACION DE SANITARIOS, EN LA PRIMARIA 5 DE MAYO, CCT 11DPR2715L LEON DE LOS ALDAMA",Unitario,1,1,Obra,1,0
166,175,REHABILITACION DE LA RED DE ALUMBRADO PUBLICO EN LA COMUNIDAD LA LOZA DE LOS PADRES LOCALIDAD LOZA D,Unitario,1,1,Obra,1,0
167,176,REHABILITACION DE LA RED DE ALUMBRADO PUBLICO EN LA COMUNIDAD HACIENDA ARRIBA (SAN JOSE DE LA CONCEP,Unitario,1,1,Obra,1,0
168,185,REHABILITACION DE ESPACIO PUBLICO VALLE DE SAN JOSE LOCALIDAD LEON DE LOS ALDAMA,Unitario,1,1,Obra,1,0
169,133,PROYECTO EJECUTIVO DE PANTEON MUNICIPAL DUARTE COMUNIDAD DUARTE,Unitario,1,1,Obra,1,0
170,147,PAVIMENTACION DE LA CALLE SAN JOSE DE BUENAVENTURA TRAMO: SAN JOSE DEL REFUGIO A SAN JOSE DE COSTA R,Unitario,1,1,Obra,1,0
171,174,"PROYECTO EJECUTIVO CUATRO CALLES RURALES EN LA COMUNIDAD SAN CARLOS LA RONCHA MUNICIPIO DE LEON, GTO",Unitario,1,1,Obra,1,0
172,178,PROYECTO EJECUTIVO DEL BLVD. PERDIGON TRAMO: BLVD. FRANCISCO VILLA A PAVIMENTO EXISTENTE,Unitario,1,1,Obra,1,0
173,166,PROGRAMA DE SEGURIDAD EN EL SISTEMA INTEGRADO DE TRANSPORTE (SIT) CON LUMINARIAS AHORRADORAS EN PARA,Unitario,1,1,Obra,1,0
174,167,PROGRAMA DE SEGURIDAD EN EL SISTEMA INTEGRADO DE TRANSPORTE (SIT) CON LUMINARIAS AHORRADORAS EN PARA,Unitario,1,1,Obra,1,0
175,168,PROGRAMA DE SEGURIDAD EN EL SISTEMA INTEGRADO DE TRANSPORTE (SIT) CON LUMINARIAS AHORRADORAS EN PARA,Unitario,1,1,Obra,1,0
176,170,PROGRAMA DE SEGURIDAD EN EL SISTEMA INTEGRADO DE  TRANSPORTE  (SIT) CON LUMINARIAS AHORRADORAS EN PA,Unitario,1,1,Obra,1,0
177,171,PROGRAMA DE SEGURIDAD EN EL SISTEMA INTEGRADO DE  TRANSPORTE (SIT) CON LUMINARIAS AHORRADORAS EN PAR,Unitario,1,1,Obra,1,0
178,186,REHABILITACION DE ESPACIO PUBLICO DESARROLLO EL POTRERO LOCALIDAD LEON DE LOS ALDAMA,Unitario,1,1,Obra,1,0
179,187,REHABILITACION DE ESPACIO PUBLICO SAN FELIPE DE JESUS LOCALIDAD LEON DE LOS ALDAMA,Unitario,1,1,Obra,1,0
180,179,"REHABILITACION DEL BULEVAR TORRES LANDA, SEGUNDA ETAPA",Unitario,1,1,Obra,1,0
181,192,PROYECTO EJECUTIVO DEL BLVD FRANCISCO VILLA TRAMO: DE BLVD.  JOSE MARIA MORELOS A BLVD. PERDIGON,Unitario,1,1,Obra,1,0
182,205,CONSTRUCCION DE BARDA PERIMETRAL Y PAVIMENTOS EN LA CALLE PRIVADA HERREROS COLONIA EL COECILLO,Unitario,1,1,Obra,1,0
183,208,PROTECCION DE HERRERIA EN PARQUE MEXICO,Unitario,1,1,Obra,1,0
184,209,PROYECTO EJECUTIVO DE LA CALLE RURAL PRINCIPAL HACIENDA ARRIBA COMUNIDAD DE HACIENDA ARRIBA Y PROYEC,Unitario,1,1,Obra,1,0
185,141,"PAVIMENTACION DE CICLOVIA BLVD. LA LUZ, TRAMO: BLVD. JOSE MARIA MORELOS A BLVD VICENTE VALTIERRA LOC",Unitario,1,1,Obra,1,0
186,190,PROYECTO EJECUTIVO DE LAS CALLES: DE LA CORTINA TRAMO:  TRONERAS A ATALAYA COL. EL CASTILLO; CALLE T,Unitario,1,1,Obra,1,0
187,197,PROYECTO EJECUTIVO DE LA CALLE ALFALFA TRAMO: MAZATLAN A BLVD. VICENTE VALTIERRA COL. LA CANDELARIA,Unitario,1,1,Obra,1,0
188,211,"REPARACION DE PAVIMENTOS EN DIVERSAS VIALIDADES MEDIANTE EL BACHEO CON ASFALTO, LEON, GTO.",Unitario,1,1,Obra,1,0
189,172,"REHABILITACION DE ACABADOS, OBRA EXTERIOR E INSTALACIONES DEL MERCADO AMERICAS, LEON, GTO.",Unitario,1,1,Obra,1,0
190,219,MANTENIMIENTO A LOS PAVIMENTOS DE LA CIUDAD MEDIANTE BACHEO SUPERFICIAL ,Unitario,1,1,Obra,1,0
191,198,"PROYECTO EJECUTIVO DE CONSOLIDACIÓN Y ESTABILIZACIÓN ESTRUCTURAL DEL INMUEBLE EXISTENTE DE PLAZA DE GALLOS (REDONDEL Y HOTEL) CALLE JUAREZ ZONA CENTRO LEON,GTO.",Unitario,1,1,Proyecto,1,0
192,151,"PROYECTO EJECUTIVO DE LA REHABILITACIÓN DEL ""SUPER TIANGUIS LA PULGA I""",Unitario,1,1,Proyecto,1,0
193,183,"REHABILITACIÓN DE TECHUMBRE, BAÑOS, ACABADOS E INSTALACIONES DEL MERCADO MARGARITAS",Unitario,1,1,Obra,1,0
194,189,REHABILITACIÓN DE ACABADOS E INSTALACIONES DEL MERCADO SAN JUAN BOSCO,Unitario,1,1,Obra,1,0
195,199,1ra. ETAPA DE REHABILITACIÓN DE CUBIERTA DEL TIANGUIS LA PULGA 1,Unitario,1,1,Obra,1,0
196,202,REHABILITACIÓN DE ESPACIO PÚBLICO NUEVO LEÓN LOCALIDAD LEON DE LOS ALDAMA,Unitario,1,1,Obra,1,0
197,203,REHABILITACIÓN DE ESPACIO PÚBLICO LOMAS DE MEDINA LOCALIDAD MEDINA,Unitario,1,1,Obra,1,0
198,204,REHABILITACIÓN DE ESPACIO PÚBLICO PRESITAS DEL CONSUELO LOCALIDAD LEÓN DE LOS ALDAMA,Unitario,1,1,Obra,1,0
199,210,PROYECTO DE PAVIMENTACIÓN DE LA CALLE BALCÓN DE LOS RUISEÑORES TRAMO: BLVD. BALCON DE LAS JOYAS - BALCON DE LAS MARIPOSAS COL. BALCONES DE LAS JOYAS,Unitario,1,1,Proyecto,1,0
200,206,"PROYECTO EJECUTIVO DE LA CALLE RURAL LA LABORCITA - LUCIO BLANCO EN COMUNIDADES DE LA LABORCITA Y LUCIO BLANCO LOCALIDAD MUNICIPIO DE LEÓN, GTO.",Unitario,1,1,Proyecto,1,0
201,212,"BACHEO SUPERFICIAL EN LAS VIALIDADES DEL MUNICIPIO DE LEON, GTO. (2DA ETAPA)",Unitario,1,1,Obra,1,0
202,193,"SUSTITUCIÓN, COLOCACIÓN Y MANTENIMIENTO CORRECTIVO DEL ALUMBRADO PÚBLICO EN VIALIDADES Y ESPACIOS PÚBLICOS",Unitario,1,1,Obra,1,0
203,195,PROYECTO EJECUTIVO DE LAS CALLES: FRAY FELIPE TRAMO: FRAY GIL A FRAY RICARDO COL. AMPLIACIÓN SAN FRANCISCO; CALLE 8 DE MARZO TRAMO: 2 DE ENERO A 7 DE JULIO COL. 8 DE MARZO ,Unitario,1,1,Proyecto,1,0
204,213,"PROYECTO CALLE HERMANOS TRONCOSO, TRAMO: JOSÉ MARÍA BRITOS - JOSÉ MARÍA ROA BARCENAS COL. PERIODISTAS DE MÉXICO",Unitario,1,1,Proyecto,1,0
205,191,PROYECTO EJECUTIVO  DE LAS CALLES: MURALLAS TRAMO:CANAL DE SARDENETA A ALMENA COL. LOS CASTILLOS; CALLE MATACAN TRAMO; MURALLAS A ATALAYA COL. LOS CASTILLOS.,Unitario,1,1,Proyecto,1,0
206,196,PROYECTO EJECUTIVO DE LA CALLE HÉROES DE LA INDEPENDENCIA TRAMO: NELUBIO A BLVD. FRANCISCO VILLA COL. VILLAS DE LA LUZ,Unitario,1,1,Proyecto,1,0
207,216,PROYECTO ANDADOR MADRE ESTHELA TRAMO: MADRE FABIOLA A MADRE MARINA COL. DIEZ DE MAYO; PROYECTO CALLE FRAY RICARDO TRAMO: FRAY FELIPE A PEDRO DE CATANIA COL. AMPLIACIÓN SAN FRANCISCO. ,Unitario,1,1,Proyecto,1,0
208,214,PROYECTO EJECUTIVO DE REHABILITACIÓN  Y RESTAURACIÓN DEL TEATRO MANUEL DOBLADO UBICADO EN CALLE HERMANOS ALDAMA ESQ. PEDRO MORENO  ZONA CENTRO.,Unitario,1,1,Proyecto,1,0
209,222,"1RA. ETAPA DE LA REHABILITACIÓN DE TECHUMBRE, INSTALACIONES ELÉCTRICAS Y ACABADOS DEL MERCADO EL PAISAJE",Unitario,1,1,Obra,1,0
210,226,PROYECTO CALLE EXPOS DE MONREAL TRAMO: BLVD. REAL MADRID A TIGRES DE DETROIT Y PROYECTO CALLE ASTROS DE HOUSTON TRAMO: BLVD. VASCO DE QUIROGA A ORIOLES DE BALTIMORE COL. DEPORTIVA II,Unitario,1,1,Proyecto,1,0
211,215,"PAVIMENTACIÓN DE LA CALLE DE LA CONQUISTA TRAMO: LOS ALPES A TOPAR, COL. LAS AMALIAS SUR.",Unitario,1,1,Obra,1,NULL
212,181,REHABILITACIÓN DE LA RED DE ALUMBRADO PÚBLICO EN LA COMUNIDAD ALFARO LOCALIDAD ALFARO,Unitario,1,1,Obra,1,0
213,207,"PROYECTO EJECUTIVO DE LA CALLE PRINCIPAL EN LA COMUNIDAD DE IGNACIO ZARAGOZA Y PROYECTO EJECUTIVO DE LA CALLE PRINCIPAL EN LA COMUNIDAD DE ALBARRADONES LOCALIDAD LEÓN, GTO.",Unitario,1,1,Proyecto,1,0
215,201,ADECUACION GEOMETRICA DEL CAMELLON CON VUELTA IZQUIERDA DE ACCESO AL EDIFICIO ADMINISTRATIVO DEL SISTEMA INTEGRADO DE TRANSPORTE ( SIT OPTIBÚS) Y CAMELLON DEL BLVD. VICENTE VALTIERRA Y BLVD FRANCISCO VILLA,Unitario,1,1,Obra,1,0
216,182,REHABILITACIÓN DE ACABADOS Y AMPLIACIÓN DE CUBIERTA DEL MERCADO FONDAS ALLENDE,Unitario,1,1,Obra,1,0
218,249,"PAVIMENTACION DE LA CALLE: JEREZ DE RODANO, TRAMO: BLVD. DELTA - JEREZ DE ANTAÑO COLONIA VALLE DE JEREZ III SECC.;  PAVIMENTACION DE LA CALLE: 2DA. JEREZ DE AMBERES, TRAMO: BLVD. DELTA - JEREZ DE ANTAÑO  COLONIA VALLE DE JEREZ III SECC.;  PAVIMENTACION DE LA CALLE: JEREZ DE GUADALQUIVIR, TRAMO: BLVD. DELTA - VALLE DE SANTIAGO COLONIA VALLE DE JEREZ III SECC.",Unitario,1,1,Obra,1,0
219,248,"PAVIMENTACION DE LA CALLE: BALCON DE LOS JILGUEROS, TRAMO: TOPAR LADO ORIENTE - TOPAR LADO PONIENTE COLONIA BALCON DE LAS JOYAS",Unitario,1,1,Obra,1,0
220,250,"PAVIMENTACION DE LA CALLE:  CORINTO, TRAMO: COLOCENCES - FILEMON COLONIA SAN PABLO;  PAVIMENTACION DE LA CALLE:  ANDADOR CRESTERIA TRAMO:  CRESTERIA - PIRAMIDE COLONIA LA PIRAMIDE.",Unitario,1,1,Obra,1,0
221,251,"PAVIMENTACION DE LA CALLE: VALLE FERTIL, TRAMO: RIO MAYO - VALLE DE LOS ANGELES  COLONIA CAMPESTRE DE JEREZ",Unitario,1,1,Obra,1,0
223,257,"PAVIMENTACION DE LA CALLE: ANDADOR PERSIA, TRAMO: EUFRATES - PALESTINA COL. SAN FELIPE DE JESUS",Unitario,1,1,Obra,1,0
224,252,"PAVIMENTACION DE LA CALLE:  CANTARES, TRAMO: ESTAMBUL - BLVD. FRANCISCO VILLA COLONIA UYEPAC; PAVIMENTACION DE LA CALLE:  2 DE AGOSTO, TRAMO: ESTAMBUL - RIO NILO COLONIA UYEPAC",Unitario,1,1,Obra,1,0
225,238,PAVIMENTACION DE LA CALLE DEL BAJIO TRAMO: ESTRELLA BOREAL -VIA LACTEA COLONIA MIRADOR CAMPESTRE,Unitario,1,1,Obra,1,0
226,217,PROYECTO CALLE CRESTERIA TRAMO AV. GUANAJUATO - TOPAR LADO NORTE COL. LA PIRAMIDE; PROYECTO CALLE PRESA EL REPARO TRAMO: PRESA DE LA MOJINA - PRESA DEL TIGRE COL. PRESITAS DEL CONSUELO,Unitario,1,1,Proyecto,1,0
227,220,CONSTRUCCION DE CUBIERTA - LONARIO PARA AREA DE GIMNASIO SECO EN LA ALBERCA DE LA UNIDAD DEPORTIVA ENRIQUE FERNANDEZ MARTINEZ,Unitario,1,1,Obra,1,0
228,218,CICLOVIA LA LUZ TRAMO: BLVD. MORELOS A BLVD. FRANCISCO VILLA,Unitario,1,1,Obra,1,0
229,173,"REHABILITACIÓN DE TECHUMBRE , ACABADOS, OBRA EXTERIOR E INSTALACIONES DEL MERCADO FLORES MAGON , LEON, GTO.",Unitario,1,1,Obra,1,0
230,235,"REHABILITACIÓN DEL BULEVAR JUAN JOSE TORRES LANDA, PRIMER ETAPA",Unitario,1,1,Obra,1,0
231,200,OBRAS COMPLEMENTARIAS PARA EL ACCESO VEHICULAR AL EDIFICIO ADMINISTRATIVO DE LA TERMINAL SUR DEL SISTEMA INTEGRADO DE TRANSPORTE (SIT OPTIBUS) CUERPO NORTE,Unitario,1,1,Obra,1,0
232,242,"PAVIMENTACION DE LA CALLE JEREZ DE FORMENTERA TRAMO: BLVD. DELTA A VALLE DE SANTIAGO COL. VALLE DE JEREZ II, LEON DE LOS ALDAMA",Unitario,1,1,Obra,1,0
233,254,"REHABILITACION DE PLAZA SAN FRANCISCO, LEON DE LOS ALDAMA",Unitario,1,1,Obra,1,0
234,246,"MANTENIMIENTO Y REHABILITACIÓN DE PAVIMENTOS. BANQUETAS, GUARNICIONES Y MOBILIARIO URBANO EN ZONA PIEL",Unitario,1,1,Obra,1,0
235,241,"PAVIMENTACION DE LA CALLE LOMA LARGA TRAMO: CERRO LARGO A MADRE MARINA COL. POPULAR POLANCO, LEON DE LOS ALDAMA",Unitario,1,1,Obra,1,0
236,225,"PAVIMENTACIÓN DE LA CALLE PÉTALO TRAMO: ESTAMBRE A MADRE MARINA COL. ARBOLEDAS DE SAN HILARIÓN, LEÓN DE LOS ALDAMA; PAVIMENTACIÓN DE LA CALLE MADRE MARINA TRAMO: MADRE MAURA A RIO MAYO COL. ARBOLEDAS DE SAN HILARIÓN, LEÓN DE LOS ALDAMA",Unitario,1,1,Obra,1,0
237,224,"PAVIMENTACION DE LA CALLE CACHO TRAMO: DE PRESA DE LA MOJINA A CALLE PRESA DEL TIGRE EN LA COL. VALLADITO LEON, DE LOS ALDAMA",Unitario,1,1,Obra,1,0
238,240,"PAVIMENTACIÓN DE LA CALLE CATANIA ( ANTES FRAY RAMÓN) TRAMO: FRAY RAÚL A AV. OLIMPICA COL. AMPLIACION SAN FRANCISCO , LEON DE LOS ALDAMA",Unitario,1,1,Obra,1,0
239,255,"PAVIMENTACIÓN DE LA CALLE JOSÉ MARÍA DE TORNEL TRAMO: JOSÉ MARÍA BRITO A IGNACIO AGUIRRE COL. PERIODISTAS MEXICANOS, LEÓN DE LOS ALDAMA",Unitario,1,1,Obra,1,0
240,245,"PAVIMENTACIÓN DE LA CALLE RAMÓN SAGREDO (JARDINES DE NARANJILLAS) TRAMO: JARDINES DEL SOL A JARDINES DEL ROCIÓ COL. JARDINES DE MARAVILLAS, LEÓN DE LOS ALDAMA",Unitario,1,1,Obra,1,0
243,262,"ADECUACION DE PROYECTO EJECUTIVO DEL PUENTE PEATONAL SOBRE BULEVAR AEROPUERTO EN EL CRUCE DEL BULEVAR AEROPUERTO CON BULEVAR ATOTONILCO, LEON, GTO",Unitario,1,1,Proyecto,1,0
244,271,PAVIMENTACION DE LA CALLE USULUTÁN TRAMO: LA HUIZACHERA A CHICHONTEPEC COL. LATINOAMERICANA,Unitario,1,1,Obra,1,0
245,259,PAVIMENTACION DE LA CALLE LA VIZCAINA  TRAMO: LOS ALPES-LA CONQUISTA COLONIAS LAS AMALIAS SUR,Unitario,1,1,Obra,1,0
246,239,PAVIMENTACION DE LA CALLE VILLAS DE LEON PONIENTE TRAMO: DEL PABELLON - DEL AGORA COLONIAS VILLAS DE LEÓN,Unitario,1,1,Obra,1,0
247,243,CONSTRUCCION DE CANCHA DE FUTBOL 7 EN LA UNIDAD DEPORTIVA NUEVO MILENIO,Unitario,1,1,Obra,1,0
248,244,"REHABILITACIÓN DE ALUMBRADO DE CICLOVIA DEL BLVD. JOSÉ MARÍA MORELOS, EN LEÓN DE LOS ALDAMA",Unitario,1,1,Obra,1,0
249,221,REHABILITACIÓN DEL PARQUE HIDALGO ETAPA 1 ZONA ORIENTE LEON DE LOS ALDAMA,Unitario,1,1,Obra,1,0
250,223,"REMODELACIÓN DEL CENTRO CULTURAL “PLAZA DE GALLOS” EN EL MUNICIPIO DE LEÓN, EN EL ESTADO DE GUANAJUATO",Unitario,1,1,Obra,1,0
251,227,PROYECTO EJECUTIVO DE DIGNIFICACIÓN DE ESPACIOS PUBLICOS EN EL BARRIO DE SAN PEDRO DE LOS HERNANDEZ EN LA CALLE CAMPANARIO ESQ. CON FRAY DANIEL MIRELES,Unitario,1,1,Proyecto,1,0
252,228,PROYECTO EJECUTIVO DE DIGNIFICACIÓN DE ESPACIOS PUBLICOS EN EL BARRIO ARRIBA EN LA AV. 27 DE SEPTIEMBRE ,Unitario,1,1,Proyecto,1,0
253,234,REHABILITACIÓN  DEL REDONDEL DE LA PLAZA DE GALLOS.  1a. ETAPA,Unitario,1,1,Obra,1,0
254,230,PROYECTO EJECUTIVO DE DIGNIFICACIÓN DE ESPACIOS PUBLICOS EN EL BARRIO DEL COECILLO EN LA CALLE ACAPULCO ESQ. CON CALLE SAN JUAN  Y PROYECTO EJECUTIVO DE DIGNIFICACIÓN DE ESPACIOS PUBLICOS EN EL BARRIO DEL COECILLO EN LA CALLE SAN CAYETANO ESQ. CON CALLE HEROES DE LA INDEPENDENCIA ,Unitario,1,1,Proyecto,1,0
255,231,"PROYECTO REHABILITACION PLAZAS: CASTILLO DE WINDSOR COLONIA LOMAS DE LOS CASTILLOS; SAVILA Y JUDIA COLONIA VALLE HERMOSO III; ESTALAGMITA ENTRE AZOICA Y CIGARRO COLONIA PEDREGALES DE ECHEVESTE;  PAULINO DURAN, HERCULANO HERNANDEZ Y ANGEL NEGRETE COLONIA LEON I.",Unitario,1,1,Proyecto,1,0
256,232,PROYECTO REHABILITACION PLAZAS: HACIENDA DE LA R. ENTRE SAN JOSE DE OCA Y HACIENDA NACIMIENTO COLONIA HACIENDA DE SAN JOSE; MADRE TIERRA  Y VALLE MAVADA COL. VALLE DE SAN JOSE;  FORESTA PINO ENTRE FORESTA MAPLE Y FORESTA NOGAL COLONIA FORESTA JARDIN,Unitario,1,1,Proyecto,1,0
257,233,"PROYECTO REHABILITACION PLAZAS: VALLE DE LA LUZ ESQUINA VALLE DE SANTA CLARA COLONIA VALLE DE LA LUZ;  FLOR DE SANGRE, FLOR DE HIELO, FLOR DE DÍA Y ACAHULLO COLONIA  CONVIVE; BLVD. DE LA JOYA, MIRADOR DE LA SILLA Y MIRADOR DEL GIGANTE Y PARICUTIN  COLONIA LOMAS DEL MIRADOR",Unitario,1,1,Proyecto,1,0
258,236,"PRIMERA ETAPA DE LA REHABILITACIÓN DE LA PLAZA DEL MUSICO, LEÓN,GTO.",Unitario,1,1,Obra,1,0
259,238,PAVIMENTACION DE LA CALLE DEL BAJIO TRAMO: ESTRELLA BOREAL - VÍA LÁCTEA COLONIA MIRADOR CAMPESTRE,Unitario,1,1,Obra,1,0
260,247,REHABILITACION Y CONSTRUCCION DE MUROS DE CONTENCIÓN EN BLVD. JUAN ALONSO DE TORRES ESQUINA CON POCHUTLA Y EN BLVD. SAN JUAN BOSCO INTERSECCIÓN ARROYO EL PITAYO,Unitario,1,1,Obra,1,0
261,253,"PROYECTO EJECUTIVO DE REMODELACIÓN DEL ESTADIO DE BEISBOL DOMINGO SANTANA, CONGRESO DE LA UNION ENTRE CALLES ANTONIO MADRAZO Y PABLO GALEANA  COL. SAN JOSE DEL CONSUELO ",Unitario,1,1,Proyecto,1,0
262,258,PAVIMENTACION DE LA CALLE DE LA CAMPANA TRAMO: LOS ALPES – LA CONQUISTA COLONIA LAS AMALIAS SUR,Unitario,1,1,Obra,1,0
263,260,"SUMINISTRO Y COLOCACIÓN DEL SEÑALAMIENTO HORIZONTAL DEL BLVD. ADOLFO LOPEZ MATEOS EN EL TRAMO DEL DISTRIBUIDOR VIAL JUAN PABLO II A BLVD. JUAN ALONSO DE TORRES Y EN  BLVD. JUAN ALONSO DE TORRES Y EN  EL TRAMO BLVD. MARIANO ESCOBEDO  A BLVD. FRANCISCO VILLA, EN EL BLVD. FRANCISCO VILLA EN EL TRAMO DE BLVD. ADOLFO LOPEZ MATEOS  A BLVD. TIMOTEO LOZANO EN MALECON DEL RÍO  DE LOS GÓMEZ EN EL TRAMO DE BLVD. JUAN ALONSO DE TORRES A BLVD. J.J. TORRES LANDA ",Unitario,1,1,Obra,1,0
264,261,PROYECTO CALLE: BOSQUES DE ÁLAMOS TRAMO: BLVD. TALABARTEROS – CALLE EUCALIPTOS Y  AVENIDA PASEO DE ECHEVESTE TRAMO: BLVD. TALABARTEROS  - BLVD. JOSÉ MARÍA MORELOS  COLONIA PORTALES DE LA ARBOLEDA ,Unitario,1,1,Proyecto,1,0
265,270,PAVIMENTACION DE LA CALLE DE LA PLACITA TRAMO: LOS ALPES A LA CONQUISTA COL. LAS AMALIAS SUR,Unitario,1,1,Obra,1,0
266,272,6TA ETAPA RUTA DEL PEATON  LEÓN – IMAGEN URBANA ETAPA: PLAZA SAN JUAN DE DIOS ,Unitario,1,1,Obra,1,0
267,273,REHABILITACION DE ACABADOS E INSTALACIONES DEL MERCADO REVOLUCIÓN,Unitario,1,1,Obra,1,0
268,274,CONSTRUCCION DE CUARTOS ADICIONALES 4X4 EN LA COMUNIDAD DE LOZA DE LOS PADRES,Unitario,1,1,Obra,1,0
269,275,CONSTRUCCION DE CUARTOS ADICIONALES 4X4 EN LA COMUNIDAD DE DUARTE,Unitario,1,1,Obra,1,0
270,289,PAVIMENTACION DE LA CALLE SAN SERGIO TRAMO: SAN EDUARDO A BLVD. VICENTE VALTIERRA COL. SAN MANUEL,Unitario,1,1,Obra,1,0
271,268,CONSTRUCCIÓN BARDA PERIMETRAL  EN EL JARDIN DE NIÑOS ROSAURA ZAPATA  CCT 11DJN4343I  LOCALIDAD MEDINA;  CONSTRUCCIÓN DE 1 AULA AISLADA TRADICIONAL 6X8 (DIRECCIÓN) EN PRIMARIA INSURGENTES  CCT 11DPR3601Q LOCALIDAD ALFARO,Unitario,1,1,Obra,1,0
272,266,CONSTRUCCIÓN DE 1 AULA AISLADA TRADICIONAL 6X8 (DIRECCIÓN) EN PREESCOLAR FRANCISCO GABILONDO SOLER  CCT 111DJN3672U LOCALIDAD MEDINA;  CONSTRUCCIÓN DE 1 AULA AISLADA TRADICIONAL 6X8 (DIRECCIÓN) EN TELESECUNDARIA NO. 372   CCT 11ETV0395B LOCALIDAD SAN NICOLAS DE LOS GONZALEZ,Unitario,1,1,Obra,1,0
273,283,CONSTRUCCIÓN DE 1 AULA AISLADA  TRADICIONAL 6 X 8 (DIRECCIÓN) EN TELESECUNDARIA NUM. 902   CCT ETV0902Q  LOCALIDAD SAN JUAN DE ABAJO; CONSTRUCCIÓN DE 1 AULA AISLADA  TRADICIONAL 6 X 8 (DIRECCIÓN) EN TELESECUNDARIA NUM. 937 COLONIA EL CARMEN CTM   CCT 11ETV0937F  LOCALIDAD LEÓN DE LOS ALDAMA,Unitario,1,1,Obra,1,0
274,229,PROYECTO EJECUTIVO DE DIGNIFICACIÓN DE ESPACIOS PUBLICOS EN EL BARRIO DE SAN JUAN BOSCO EN LA CALLE BURGOS ESQ. CALLE SOFIA,Unitario,1,1,Proyecto,1,0
275,277,REVESTIMIENTO DE LA CALLE PRINCIPAL DE LA COMUNIDAD DE ALFARO  TRAMO: DE CAMINO REAL ALFARO (ASFALTADA) A CENTRO DE SALUD  COMUNIDAD ALFARO,Unitario,1,1,Obra,1,0
276,265,PROYECTO EJECUTIVO DE DIGNIFICACIÓN DE ESPACIOS PUBLICOS EN EL BARRIO DE SAN MIGUEL EN LA CALLE INDEPENDENCIA  ESQ. BLVD. TORRES LANDA,Unitario,1,1,Proyecto,1,0
277,280,REHABILITACIÓN DE PATIO CÍVICO  EN LA TELESECUNDARIA No. 8 CCT 111ETV00370  LOCALIDAD LEÓN DE LOS ALDAMA,Unitario,1,1,Obra,1,0
278,282,CONSTRUCCIÓN DE 1 AULA AISLADA  TRADICIONAL 6 X 8 (DIRECCIÓN) EN PREESCOLAR  ESTEFANIA CASTAÑEDA COL. SAN PABLO CCT 11DJN4189F LOCALIDAD LEÓN DE LOS ALDAMA; CONSTRUCCIÓN DE 1 AULA AISLADA  TRADICIONAL 6 X 8 (DIRECCIÓN) EN PRIMARIA JUSTO SIERRA COLONIA SAN PABLO  CCT 141EPR08300 LOCALIDAD LEÓN DE LOS ALDAMA,Unitario,1,1,Obra,1,0
