Id_Estimacion,Id_Contrato,No_Estimacion,Fecha_Estimacion,Avance_Fisico,Avance_Financiero,Fecha_Inicio_Estimacion,Fecha_Termino_Estimacion,Estatus,Tipo_Estimacion,Descripcion,No_Factura,Fecha_Factura,Fecha_Recibo,Fecha_Inicio_Recalendarizacion,Fecha_Termino_Recalendarizacion,Fecha_Suspension,Fecha_Reinicio,Fecha_Ampliacion,Fecha_Prorroga,Fecha_Ultima_Inicio_Contrato,Fecha_Ultima_Termino_Contrato,Caratula_Contrato_Estimado,Caratula_Contrato_IVA,Caratula_Contrato_Total,Caratula_Contrato_Amortizacion,Caratula_Contrato_Suma,Caratula_Contrato_Descuentos,Caratula_Contrato_Deducciones,Caratula_Contrato_Neto,Caratula_Ampliacion_Estimado,Caratula_Ampliacion_IVA,Caratula_Ampliacion_Total,Caratula_Ampliacion_Amortizacion,Caratula_Ampliacion_Suma,Caratula_Ampliacion_Descuentos,Caratula_Ampliacion_Deducciones,Caratula_Ampliacion_Neto,Caratula_Totales_Estimado,Caratula_Totales_IVA,Caratula_Totales_Total,Caratula_Totales_Amortizacion,Caratula_Totales_Suma,Caratula_Totales_Descuentos,Caratula_Totales_Deducciones,Caratula_Totales_Neto,Resumen_Contrato_Importe,Resumen_Contrato_Actual,Resumen_Contrato_Anterior,Resumen_Contrato_Acumulado,Resumen_Contrato_Por_Ejercer,Resumen_Ampliacion_Importe,Resumen_Ampliacion_Actual,Resumen_Ampliacion_Anterior,Resumen_Ampliacion_Acumulado,Resumen_Ampliacion_Por_Ejercer,Resumen_Total_Importe,Resumen_Total_Actual,Resumen_Total_Anterior,Resumen_Total_Acumulado,Resumen_Total_Por_Ejercer,Amortizacion_Contrato_Porcentaje,Amortizacion_Contrato_Importe,Amortizacion_Contrato_Actual,Amortizacion_Contrato_Anterior,Amortizacion_Contrato_Acumulado,Amortizacion_Contrato_Por_Ejercer,Amortizacion_Ampliacion_Porcentaje,Amortizacion_Ampliacion_Importe,Amortizacion_Ampliacion_Actual,Amortizacion_Ampliacion_Anterior,Amortizacion_Ampliacion_Acumulado,Amortizacion_Ampliacion_Por_Ejercer,Importe_Sancion,No_Control,Id_Fuente_Inversion,Numero_Oficio_Excedentes,Fecha_Oficio_Excedentes,Fecha_Registro,Fecha_Pago,Observaciones_Caratula,Observaciones_Generales,Imprime_Observaciones_Generales,Pagada,Fecha_Nuevo_Termino_Por_Reinicio
1,1,1,13/02/2012 00:00,21.37,21.37,06/02/2012 00:00,10/02/2012 00:00,AUTORIZADA,NORMAL,EST. 1,,13/02/2012 00:00,13/02/2012 00:00,,,,,,,06/02/2012,31/03/2012,30550.21,4888.03,35438.24,0,35438.24,152.75,0,35285.49,0,0,0,0,0,0,0,0,30550.21,4888.03,35438.24,0,35438.24,152.75,0,35285.49,165826.22,35438.24,0,35438.24,130387.98,0,0,0,0,0,165826.22,35438.24,0,35438.24,130387.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,13/02/2012 00:00,20/02/2012 00:00,31/12/2012 00:00,,,0,1,
2,2,1,20/02/2012 00:00,100,100,23/01/2012 00:00,04/02/2012 00:00,AUTORIZADA,FINIQUITO,1 FINIQUITO,,20/02/2012 00:00,20/02/2012 00:00,,,,,,,23/01/2012,11/02/2012,2257000,361120,2618120,785436,1832684,27084,27084,1805600,0,0,0,0,0,0,0,0,2257000,361120,2618120,785436,1832684,27084,27084,1805600,2618120,2618120,0,2618120,0,0,0,0,0,0,2618120,2618120,0,2618120,0,30,785436,785436,0,785436,0,0,0,0,0,0,0,0,1,,,20/02/2012 00:00,21/02/2012 00:00,31/12/2012 00:00,,,0,0,
3,12,1,21/02/2012 00:00,82.96,82.96,06/02/2012 00:00,21/02/2012 00:00,AUTORIZADA,NORMAL,EST. 1,,21/02/2012 00:00,21/02/2012 00:00,,,,,,,06/02/2012,31/03/2012,66210.19,10593.63,76803.82,0,76803.82,0,331.05,76472.77,0,0,0,0,0,0,0,0,66210.19,10593.63,76803.82,0,76803.82,0,331.05,76472.77,92577.06,76803.82,0,76803.82,15773.24,0,0,0,0,0,92577.06,76803.82,0,76803.82,15773.24,0,0,0,0,0,0,0,0,0,0,0,0,331.05,1,,,21/02/2012 00:00,24/02/2012 00:00,31/12/2012 00:00,,,0,0,
4,1,2,24/02/2012 00:00,65.92,65.92,11/02/2012 00:00,24/02/2012 00:00,AUTORIZADA,NORMAL,EST. 2,,24/02/2012 00:00,24/02/2012 00:00,,,,,,,06/02/2012,31/03/2012,63678.28,10188.52,73866.8,0,73866.8,0,318.39,73548.41,0,0,0,0,0,0,0,0,63678.28,10188.52,73866.8,0,73866.8,0,318.39,73548.41,165826.22,73866.8,35438.24,109305.04,56521.18,0,0,0,0,0,165826.22,73866.8,35438.24,109305.04,56521.18,0,0,0,0,0,0,0,0,0,0,0,0,318.39,1,,,24/02/2012 00:00,28/02/2012 00:00,31/12/2012 00:00,,,0,0,
6,26,1,28/02/2012 00:00,99.93,99.93,15/02/2012 00:00,28/02/2012 00:00,AUTORIZADA,NORMAL,EST. 1,,28/02/2012 00:00,28/02/2012 00:00,,,,,,,15/02/2012,29/02/2012,436863.33,69898.13,506761.46,0,506761.46,5242.36,5242.36,501519.1,0,0,0,0,0,0,0,0,436863.33,69898.13,506761.46,0,506761.46,5242.36,5242.36,501519.1,507092.24,506761.46,0,506761.46,330.78,0,0,0,0,0,507092.24,506761.46,0,506761.46,330.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0028/2012,28/02/2012 00:00,05/03/2012 00:00,31/12/2012 00:00,,,0,0,
7,26,2,29/02/2012 00:00,100,100,29/02/2012 00:00,29/02/2012 00:00,AUTORIZADA,FINIQUITO,2 FINIQUITO,,29/02/2012 00:00,29/02/2012 00:00,,,,,,,15/02/2012,29/02/2012,281.31,45.01,326.32,0,326.32,3.37,3.37,322.95,0,0,0,0,0,0,0,0,281.31,45.01,326.32,0,326.32,3.37,3.37,322.95,507092.24,326.32,506761.46,507087.78,4.46,0,0,0,0,0,507092.24,326.32,506761.46,507087.78,4.46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,29/02/2012 00:00,27/12/2012 00:00,31/12/2012 00:00,,,0,0,
8,1,3,29/02/2012 00:00,77.79,77.79,25/02/2012 00:00,29/02/2012 00:00,AUTORIZADA,NORMAL,EST. 3,,29/02/2012 00:00,29/02/2012 00:00,,,,,,,06/02/2012,31/03/2012,16974.3,2715.89,19690.19,0,19690.19,0,84.87,19605.32,0,0,0,0,0,0,0,0,16974.3,2715.89,19690.19,0,19690.19,0,84.87,19605.32,165826.22,19690.19,109305.04,128995.23,36830.99,0,0,0,0,0,165826.22,19690.19,109305.04,128995.23,36830.99,0,0,0,0,0,0,0,0,0,0,0,0,84.87,1,,0004/2012,29/02/2012 00:00,06/03/2012 00:00,31/12/2012 00:00,,,0,0,
9,8,1,29/02/2012 00:00,87.05,87.05,30/01/2012 00:00,29/02/2012 00:00,AUTORIZADA,FINIQUITO,1 FINIQUITO,,29/02/2012 00:00,29/02/2012 00:00,,,,,,,30/01/2012,29/02/2012,176262.7,28202.03,204464.73,0,204464.73,0,881.31,203583.42,0,0,0,0,0,0,0,0,176262.7,28202.03,204464.73,0,204464.73,0,881.31,203583.42,234876.52,204464.73,0,204464.73,30411.79,0,0,0,0,0,234876.52,204464.73,0,204464.73,30411.79,0,0,0,0,0,0,0,0,0,0,0,0,881.31,1,,0007/2012,29/02/2012 00:00,06/03/2012 00:00,31/12/2012 00:00,,,0,0,
10,22,1,29/02/2012 00:00,84.85,84.85,20/02/2012 00:00,29/02/2012 00:00,AUTORIZADA,NORMAL,EST. 1,,29/02/2012 00:00,29/02/2012 00:00,,,,,,,20/02/2012,10/03/2012,106189.08,16990.25,123179.33,0,123179.33,0,530.95,122648.38,0,0,0,0,0,0,0,0,106189.08,16990.25,123179.33,0,123179.33,0,530.95,122648.38,145171.58,123179.33,0,123179.33,21992.25,0,0,0,0,0,145171.58,123179.33,0,123179.33,21992.25,0,0,0,0,0,0,0,0,0,0,0,0,530.95,1,,,29/02/2012 00:00,08/03/2012 00:00,31/12/2012 00:00,,,0,0,
11,23,1,29/02/2012 00:00,75.86,75.86,20/02/2012 00:00,29/02/2012 00:00,AUTORIZADA,NORMAL,EST. 1,,29/02/2012 00:00,29/02/2012 00:00,,,,,,,20/02/2012,03/03/2012,17117.91,2738.87,19856.78,0,19856.78,0,85.59,19771.19,0,0,0,0,0,0,0,0,17117.91,2738.87,19856.78,0,19856.78,0,85.59,19771.19,26174.19,19856.78,0,19856.78,6317.41,0,0,0,0,0,26174.19,19856.78,0,19856.78,6317.41,0,0,0,0,0,0,0,0,0,0,0,0,85.59,1,,,29/02/2012 00:00,09/03/2012 00:00,31/12/2012 00:00,,,0,0,
