Id_Contrato,Id_Presupuesto,Numero_Contrato,Nombre_Final,Importe,Porcentaje_Anticipo,Importe_Anticipo,Fecha_Firma_Contrato,Fecha_Inicio,Fecha_Termino,Id_Formato_Contrato,Id_Formato_Caratula,Id_Formato_Hoja_Estimaciones,Observaciones,Estatus,Año,Id_Contratista,Id_Supervisor_Interno,Id_Supervisor_Externo,Id_Fuente_Inversion,Fecha_Adjudicacion,Id_Modalidad,Numero_Licitacion,Leyenda_Oficial,Id_Oficio_Asignacion_Obra,Id_Numero_Contrato_Pertenece
11,17,A-2510-302-6121-E/0011/2012,REHABILITACION DE INSTALACION ELECTRICA E IMPERMEABILIZACION EN LA ESCUELA HERMENEGILDO GALEANA EN LA COL. CASA BLANCA,308389.54,30,92516.86,31/01/2012 00:00,13/02/2012 00:00,24/03/2012 00:00,1,1,1,,EJECUCION,2012,453,,,1,31/01/2012 00:00,1,,NULL,0,NULL
12,18,B-5051-236-7121-H/0012/2012,PROYECTO EJECUTIVO DE PAVIMENTACION DE LA CALLE: SAN JOSE DEL REFUGIO TRAMO: SAN JOSE DE LA CRUZ A SAN JOSE DE ACATEMPAN COL. SAN JOSE DEL REFUGIO,92577.06,0,0,31/01/2012 00:00,06/02/2012 00:00,31/03/2012 00:00,1,1,1,,EJECUCION,2012,255,,,2,31/01/2012 00:00,1,,NULL,0,NULL
13,19,A-2510-328-6712-D/0013/2012,TRABAJOS DE PINTURA EN REJAS Y POSTES DE PROTECCION CICLOVIA EN BLVD. JUAN ALONSO DE TORRES TRAMO: BLVD MORELOS A BLVD MANUEL LOPEZ SANABRIA LEON,306759.12,30,92027.74,31/01/2012 00:00,13/02/2012 00:00,17/03/2012 00:00,1,1,1,,EJECUCION,2012,388,,,1,31/01/2012 00:00,1,,NULL,0,NULL
14,20,A-2510-328-6712-D/0014/2012,REHABILITACION DE CICLOVIA EN BLDV. JUAN ALONSO DE TORRES TRAMO: DE BLVD. INSURGENTES A BLVD. JOSE MARIA MORELOS LEON,251320.84,30,75396.25,31/01/2012 00:00,13/02/2012 00:00,03/03/2012 00:00,1,1,1,,EJECUCION,2012,449,,,1,31/01/2012 00:00,1,,NULL,0,NULL
15,21,A-2510-304-6121-D/0015/2012,PAVIMENTACION DE LA CALLE MIGUEL T. BARRON TRAMO: DE CALLE ENRIQUE ARANDA A CALLE ANTONIO HERNANDEZ ORNELAS COL. LEON I,750836.61,30,225250.98,31/01/2012 00:00,13/02/2012 00:00,05/05/2012 00:00,1,1,1,,EJECUCION,2012,196,,,1,31/01/2012 00:00,1,,NULL,0,NULL
16,22,H-2510-900-6111-D/0016/2012,"VIALIDADES LATERALES, CRUCE A NIVEL Y ADECUACION DE SERVICIOS DE LA INTERSECCION DE LA C.F. 45 CON EL BLVD. JUAN ALONSO DE TORRES",31907942.32,30,9572382.7,02/02/2012 00:00,06/02/2012 00:00,10/08/2012 00:00,1,1,1,,EJECUCION,2012,156,,,3,02/02/2012 00:00,1,,NULL,0,NULL
17,24,A-2510-300-6111-E/0017/2012,REFORZAMIENTO ESTRUCTURAL A BASE DE ESTRUCTURA METALICA EN SOTANO PLAZA CATEDRAL LEON,1769063.29,70,1238344.3,02/02/2012 00:00,07/02/2012 00:00,17/03/2012 00:00,1,1,1,,EJECUCION,2012,486,,,1,02/02/2012 00:00,1,,NULL,0,NULL
18,26,A-5018-333-6221-E/0018/2012,EDIFICIO PLAZA CATEDRAL ( 842 M2 DE CONSTRUCCION PARCIAL EXISTENTE) LEON,5392059.33,50,2696029.67,09/02/2012 00:00,13/02/2012 00:00,17/03/2012 00:00,1,1,1,,EJECUCION,2012,88,,,1,09/02/2012 00:00,1,,NULL,0,NULL
19,36,A-2510-323-6141-H/0026/2012,ADECUACION DEL PROYECTO EJECUTIVO DEL CAMINO COMANJA DE CORONA JALISCO A HACIENDA ARRIBA ( SAN JOSE DE LA CONCEPCION) LEON,544190.44,30,163257.13,15/02/2012 00:00,20/02/2012 00:00,20/03/2012 00:00,1,1,1,,EJECUCION,2012,92,,,1,15/02/2012 00:00,1,,NULL,0,NULL
20,27,A-2510-304-6121-D/0019/2012,PAVIMENTACION DE LA CALLE MELOCOTON TRAMO: DE BLVD. CEREZA A CALLE AGUACATE COL. LAS MANDARINAS,1511990.01,30,453597,13/02/2012 00:00,20/02/2012 00:00,12/05/2012 00:00,1,1,1,,EJECUCION,2012,416,,,1,13/02/2012 00:00,1,,NULL,0,NULL
21,32,A-2510-315-6141-D/0022/2012,DEMOLICION DE LOSAS Y CONSTRUCCION DE NUEVA CUBIERTA EN 2 AULAS ADOSADAS ESC. PRIMARIA JOSE MA. MORELOS Y PAVON COL. LAS JOYAS,181309.55,30,54392.87,15/02/2012 00:00,27/02/2012 00:00,07/04/2012 00:00,1,1,1,,EJECUCION,2012,487,,,1,15/02/2012 00:00,1,,NULL,0,NULL
22,33,A-2510-323-6141-H/0023/2012,TRABAJOS COMPLEMENTARIOS PARA PROYECTO EJECUTIVO PUENTE CENTRAL (2) EN BLVD. JOSE MARIA MORELOS INTERSECCION BLVD. HERMENEGILDO BUSTOS (10+650) LEON,145171.58,0,0,15/02/2012 00:00,20/02/2012 00:00,10/03/2012 00:00,1,1,1,,EJECUCION,2012,355,,,1,15/02/2012 00:00,1,,NULL,0,NULL
23,34,A-2510-323-6141-H/0024/2012,"PROYECTO TRABAJOS COMPLEMENTARIOS PARA PROYECTO GEOMETRICO, ESTUDIOS TOPOGRAFICOS Y FICHAS DE AFECTACION DEL BLVD. MIGUEL DE CERVANTES SAAVEDRA TRAMO: DE BLVD. JUAN JOSE TORRES LANDA A BLVD. HERMANOS ALDAMA",26174.19,0,0,15/02/2012 00:00,20/02/2012 00:00,03/03/2012 00:00,1,1,1,,EJECUCION,2012,355,,,1,15/02/2012 00:00,1,,NULL,0,NULL
24,35,A-2510-321-6141-D/0025/2012,PAVIMENTACION DE LA CALLE LAURO VILLEGAS TRAMO: DE JOSEFINA CAMARENA A CEFERINO ORTIZ COL. LEON II,956389.45,30,286916.84,15/02/2012 00:00,27/02/2012 00:00,19/05/2012 00:00,1,1,1,,EJECUCION,2012,275,,,1,15/02/2012 00:00,1,,NULL,0,NULL
25,37,A-2510-303-6151-E/0027/2012,"CONSTRUCCION DE FIRME, MODULO DE BAÑOS Y COCINA POR REPOSICION DE CONSTRUCCION EXISTENTE DE ACUERDO A CONVENIO REALIZADO EN LA CLAUSULA QUINTA PARRAFO UNO DE LA DIR. AFECTACIONES SECRETARIA DEL H. AYUNTAMIENTO BLVD. DELTA TRAMO: DE LA LUZ A OLIMPICA",464719.34,30,139415.8,15/02/2012 00:00,27/02/2012 00:00,19/05/2012 00:00,1,1,1,,EJECUCION,2012,42,,,1,15/02/2012 00:00,1,,NULL,0,NULL
26,38,C-1810-603-6131-D/0028/2012,CONSTRUCCION DE AGUA POTABLE Y ALCANTARILLADO EN LA COMUNIDAD LA RESERVA LEON,507092.24,0,0,15/02/2012 00:00,15/02/2012 00:00,29/02/2012 00:00,1,1,1,,EJECUCION,2012,310,,,10,15/02/2012 00:00,1,,NULL,0,NULL
27,29,A-2110-314-6141-H/0020/2012,PROYECTO EJECUTIVO RUTA DEL PEATON 27 DE SEPTIEMBRE PLAZA DEL MUSICO TRAMO 1: 27 DE SEPTIEMBRE A LOPEZ MATEOS; TRAMO 2: LOPEZ MATEOS A PLAZA DEL MUSICO; TRAMO 3: PLAZA CAMELIA A JULIAN DE OBREGON; FRACC. PARQUE HIDALGO,1619194.34,30,485758.3,14/02/2012 00:00,20/02/2012 00:00,20/10/2012 00:00,1,1,1,,EJECUCION,2012,272,,,1,14/02/2012 00:00,1,,NULL,0,NULL
28,43,A-2510-304-6121-D/0032/2012,PAVIMENTACION DE LA CALLE MERCURIO TRAMO: DE JUPITER A RIQUEL COL. POPULAR ANAYA,862019.84,30,258605.95,20/02/2012 00:00,05/03/2012 00:00,26/05/2012 00:00,1,1,1,,EJECUCION,2012,206,,,1,20/02/2012 00:00,1,,NULL,0,NULL
29,31,A-2510-321-6141-D/0021/2012,CONSTRUCCION DE BANQUETAS EN LA CALLE PRINCIPAL TRAMO: CALLE OMEGA A TOPAR CON PAVIMENTO EXISTENTE COL. SAN JOSE EL ALTO,849613.09,30,254883.93,14/02/2012 00:00,27/02/2012 00:00,17/03/2012 00:00,1,1,1,,EJECUCION,2012,199,,,1,14/02/2012 00:00,1,,NULL,0,NULL
30,39,A-2510-322-6141-D/0029/2012,"SEMAFORIZACION DE GLORIETA PANORAMA, LEON",846024.01,30,253807.2,16/02/2012 00:00,27/02/2012 00:00,16/06/2012 00:00,1,1,1,,EJECUCION,2012,230,,,1,16/02/2012 00:00,1,,NULL,0,NULL
31,41,A-2110-314-6141-D/0030/2012,"INSTALACION DE SEMAFOROS COLONIALES EN LAS INTERSECCIONES QUE CONFORMAN ALVARO OBREGON Y 20 DE ENERO, ALVARO OBREGON E HIDALGO Y ALVARO OBREGON Y 5 DE MAYO CENTRO",828240,30,248472,20/02/2012 00:00,27/02/2012 00:00,22/03/2012 00:00,1,1,1,,EJECUCION,2012,207,,,1,20/02/2012 00:00,1,,NULL,0,NULL
32,42,A-2510-304-6121-D/0031/2012,PAVIMENTACION DE LA CALLE AND. CRUZ DEL SUR TRAMO: DE URUAPAN A TOPAR (ANTARES) COL. POPULAR ANAYA,376118.93,30,112835.68,20/02/2012 00:00,27/02/2012 00:00,21/04/2012 00:00,1,1,1,,EJECUCION,2012,221,,,1,20/02/2012 00:00,1,,NULL,0,NULL
33,44,A-2510-323-6141-H/0033/2012,PROYECTO EJECUTIVO DE LAS CALLES: FAISAN TRAMO: GRANJAS-AV. CENTRAL Y CALLE CENZONTLE TRAMO: DE ALONDRA A FAISAN COL. SAN SEBASTIAN,251520.33,30,75456.1,20/02/2012 00:00,05/03/2012 00:00,26/05/2012 00:00,1,1,1,,EJECUCION,2012,306,,,1,20/02/2012 00:00,1,,NULL,0,NULL
34,46,A-2510-323-6141-H/0034/2012,PROYECTO EJECUTIVO DE LAS CALLES: RAMON RAMIREZ TRAMO: BLVD. TELLEZ CRUCES-ANTONIO HERNANDEZ Y CALLE IGNACIO MUÑOZ TRAMO: BLVD. TELLEZ CRUCES A TOPAR COL. LEON I,158128.14,0,0,20/02/2012 00:00,05/03/2012 00:00,31/03/2012 00:00,1,1,1,,EJECUCION,2012,359,,,1,20/02/2012 00:00,3,,NULL,0,NULL
35,47,A-2510-323-6141-H/0035/2012,PROYECTO EJECUTIVO DE LAS CALLES: MARTIRES DE TLATELOLCO TRAMO: 14 DE MAYO-26 DE AGOSTO COL. MORELOS; HEVEA TRAMO: CUENCA FLORIDA-ALERCE COL. VALLE HERMOSO I Y II; RIO CHAPINGO TRAMO: RIO TECOLUTLA-BLVD TORRES LANDA FRACC. SAN MIGUEL,234876.53,0,0,20/02/2012 00:00,05/03/2012 00:00,31/03/2012 00:00,1,1,1,,EJECUCION,2012,371,,,1,20/02/2012 00:00,1,,NULL,0,NULL
36,48,A-2510-323-6141-H/0036/2012,PROYECTO EJECUTIVO DE LA CALLE LOMA LARGA TRAMO: CERRO DEL SOYATE-CERRO LARGO COL. POPULAR POLANCO,78115.59,0,0,20/02/2012 00:00,05/03/2012 00:00,31/03/2012 00:00,1,1,1,,EJECUCION,2012,465,,,1,20/02/2012 00:00,1,,NULL,0,NULL
37,49,A-2510-323-6141-H/0037/2012,PROYECTO EJECUTIVO DE LA CALLE: RIO CUARTO TRAMO: BLVD. TIMOTEO LOZANO-MAR DE JAVA COL. JARDINES DE SAN MIGUELITO,100277.14,0,0,21/02/2012 00:00,05/03/2012 00:00,31/03/2012 00:00,1,1,1,,EJECUCION,2012,287,,,1,21/02/2012 00:00,1,,NULL,0,NULL
38,50,B-5051-236-6121-H/0038/2012,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: TLACOPAN TRAMO: GOLFO DE TEHUANTEPEC-TOPAR SUU COL. AZTECA Y CALLE REALES DE KANSAS TRAMO: RIELEROS-DIABLOS ROJOS COL. DEPORTIVA II,131005.32,0,0,21/02/2012 00:00,05/03/2012 00:00,31/03/2012 00:00,1,1,1,,EJECUCION,2012,488,,,2,21/02/2012 00:00,1,,NULL,0,NULL
39,51,B-5051-236-6121-H/0039/2012,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: SAN LUCAS TRAMO: SAN JUSTO-TOPAR Y CALLE SAN ISIDRO TRAMO: SAN JACOBO-SAN JUSTO COL. LA PISCINA,167556.62,0,0,22/02/2012 00:00,22/02/2012 00:00,21/03/2012 00:00,1,1,1,,EJECUCION,2012,103,,,2,22/02/2012 00:00,1,,NULL,0,NULL
40,53,A-2510-302-6121-E/0041/2012,CONSTRUCCION DE BARDA PERIMETRAL PARA LA ESCUELA FRANCISCO ZARATE EN LA COL. VIBAR LEON,184681.87,30,55404.56,22/02/2012 00:00,05/03/2012 00:00,31/03/2012 00:00,1,1,1,,EJECUCION,2012,219,,,1,22/02/2012 00:00,1,,NULL,0,NULL
41,55,A-2510-315-6141-H/0043/2012,ESTUDIO GEOFISICO PARA DETENCION DE SOCAVACIONES DE EDIFICIOS PUBLICOS DE ZONA CENTRO,215859.57,0,0,22/02/2012 00:00,05/03/2012 00:00,17/03/2012 00:00,1,1,1,,EJECUCION,2012,271,,,1,22/02/2012 00:00,1,,NULL,0,NULL
42,56,B-5051-236-6121-D/0044/2012,PAVIMENTACION DE LA CALLE LIRIOS TRAMO: BLVD. J. JOSE TORRES LANDA-TOPAR COL. JARDINES DE JEREZ,821843.02,30,246552.91,23/02/2012 00:00,05/03/2012 00:00,26/05/2012 00:00,1,1,1,,EJECUCION,2012,323,,,2,23/02/2012 00:00,1,,NULL,0,NULL
43,57,A-2510-320-6141-H/0045/2012,PROYECTO EJECUTIVO DE INTERSECCION DEL BLVD. SAN JUAN BOSCO CON PASEO DE LOS INSURGENTES,1806543.09,0,0,23/02/2012 00:00,05/03/2012 00:00,31/05/2012 00:00,1,1,1,,EJECUCION,2012,261,,,1,23/02/2012 00:00,1,,NULL,0,NULL
44,52,B-5051-236-6121-H/0040/2012,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: BENITO GUZMAN TRAMO: MARIANO ESCOBEDO - JOSEFINA CAMARENA COL. LEON II; Y CALLE JEREZ DE LA LUZ TRAMO: BLVD. DELTA - TINTO COL. VALLE DE JEREZ 1RA. SECCION,193855.59,30,58156.68,22/02/2012 00:00,05/03/2012 00:00,31/03/2012 00:00,1,1,1,,EJECUCION,2012,294,,,2,22/02/2012 00:00,1,,NULL,0,NULL
45,54,A-1910-310-4411-E/0042/2012,"RESTAURACION DEL TEATRO FRAY PEDRO DE GANTE, LEON",162617.49,30,48785.25,22/02/2012 00:00,05/03/2012 00:00,26/05/2012 00:00,1,1,1,,EJECUCION,2012,327,,,1,22/02/2012 00:00,1,,NULL,0,NULL
46,58,B-5051-236-6121-D/0046/2012,PAVIMENTACION DE LA CALLE PASEO  DE LOS CUERVOS TRAMO: BLVD. SAN PEDRO A CALLE PASEO DE LOS VERDINES COL. SAN ISIDRO DE JEREZ,1226282.19,30,367884.66,23/02/2012 00:00,05/03/2012 00:00,26/05/2012 00:00,1,1,1,,EJECUCION,2012,81,,,2,23/02/2012 00:00,1,,NULL,0,NULL
47,59,G-2510-800-6141-E/0047/2012,"REHABILITACION DE SANITARIOS, CASETA DE VIGILANCIA, RECEPCION Y TERRAZA PARA COMEDOR DEL EDIFICIO DE LAS OFICINAS GENERALES DE ""EL CECYTEG"" (REMODELACION DE LAS OFICINAS GENERALES DEL CECYTEG 1RA. ETAPA) LEON",9220243.06,50,4610121.53,24/02/2012 00:00,05/03/2012 00:00,31/08/2012 00:00,1,1,1,,EJECUCION,2012,31,,,11,24/02/2012 00:00,1,,NULL,0,NULL
48,60,A-2510-315-6141-E/0048/2012,"REPINTADO DE PUENTE Y TORRE PUERTA MILENIO, LEON",950883.15,50,475441.58,27/02/2012 00:00,27/02/2012 00:00,18/03/2012 00:00,1,1,1,,EJECUCION,2012,489,,,1,27/02/2012 00:00,1,,NULL,0,NULL
49,61,C-2510-606-6121-D/0049/2012,PAVIMENTACION DE LA CALLE OCASO TRAMO: DE CAMINO AL POTRERO A TEMPRANO COL. NUEVO AMANECER,1132223.93,30,332938.52,01/03/2012 00:00,12/03/2012 00:00,02/06/2012 00:00,1,1,1,,EJECUCION,2012,480,,,1,01/03/2012 00:00,1,,NULL,0,NULL
50,68,A-2510-315-6141-E/0053/2012,PINTURA Y MANO DE OBRA A POSTES METALICOS DE LA CIUDAD CORRESPONDIENTES A LA AV. PASEO DE LOS INSURGENTES; BLVD ADOLFO LOPEZ MATEOS Y EN OTRAS ZONAS DE LA CIUDAD,402626.88,30,120788.06,02/03/2012 00:00,05/03/2012 00:00,20/03/2012 00:00,1,1,1,,EJECUCION,2012,269,,,1,02/03/2012 00:00,1,,NULL,0,NULL
51,69,A-2510-404-3314-E/0054/2012,LIMPIEZA DE GRAFITTI Y PROTECCION DE SUPERFICIES EN EL BLVD ADOLFO  LOPEZ  TRAMO: DE AV. PASEO DE LOS INSURGENTES HASTA AV. FRANCISCO VILLA LEON,987646.97,30,296294.09,02/03/2012 00:00,05/03/2012 00:00,20/03/2012 00:00,1,1,1,,EJECUCION,2012,388,,,1,02/03/2012 00:00,1,,NULL,0,NULL
52,71,A-1910-310-4411-E/0055/2012,LAVADO LIMPIEZA EN BARDA ATRIAL DE LA CATEDRAL BASILICA .LEON,118326.33,0,0,05/03/2012 00:00,05/03/2012 00:00,20/03/2012 00:00,1,1,1,,EJECUCION,2012,327,,,1,05/03/2012 00:00,1,,NULL,0,NULL
53,72,C-1810-601-6131-D/0056/2012,"BARDA PERIMETRAL EN PLANTA DE TRATAMIENTO EN LA OCMUNIDAD DE ESTANCIA DE LOS SAPOS Y EN RANCHO NUEVO LA LUZ, LEON",1185909.81,0,0,05/03/2012 00:00,05/03/2012 00:00,24/03/2012 00:00,1,1,1,,EJECUCION,2012,310,,,10,05/03/2012 00:00,1,,NULL,0,NULL
54,66,A-2510-304-6121-D/0052/2012,PAVIMENTACION DE LA CALLE NUEVO HAMBURGO TRAMO: DE BLVD. ANTONIO MADRAZO A CARACAS COL. LA CARMONA,1173798.87,30,352139.66,02/03/2012 00:00,12/03/2012 00:00,02/06/2012 00:00,1,1,1,,EJECUCION,2012,24,,,1,02/03/2012 00:00,1,,NULL,0,NULL
55,78,C-2510-606-6121-D/0061/2012,PAVIMENTACION DE LA CALLE MADRE REYNA TRAMO: DE MADRE TIERRA A MADRE MARINA COL. 10 DE MAYO,2036375.36,30,610912.61,07/03/2012 00:00,19/03/2012 00:00,31/05/2012 00:00,1,1,1,,EJECUCION,2012,365,,,10,07/03/2012 00:00,1,,NULL,0,NULL
56,74,C-2510-606-6121-D/0058/2012,PAVIMENTACION DE LA CALLE NAGPUR TRAMO: DE CANAL DE SARDENETA A TOPAR COL. LA INDIA,1740335.33,30,522100.6,05/03/2012 00:00,19/03/2012 00:00,09/06/2012 00:00,1,1,1,,EJECUCION,2012,369,,,10,05/03/2012 00:00,1,,NULL,0,NULL
57,63,B-5051-236-6121-D/0050/2012,PAVIMENTACION DE LA CALLE CHAYOTE TRAMO: DE CANDELARIA - FRENTE AL 217 COL. LA MORA,908169.85,0,0,02/03/2012 00:00,05/03/2012 00:00,26/05/2012 00:00,1,1,1,,EJECUCION,2012,5,,,2,02/03/2012 00:00,1,,NULL,0,NULL
58,64,B-5051-236-6121-D/0051/2012,PAVIMENTACION DE LA CALLE ZITACUARO TRAMO: DE ZAMORA A PAVIMENTO EXISTENTE COL. SAN AGUSTIN,253736.17,0,0,02/03/2012 00:00,12/03/2012 00:00,21/04/2012 00:00,1,1,1,,EJECUCION,2012,5,,,2,02/03/2012 00:00,1,,NULL,0,NULL
59,73,A-2610-311-6221-E/0057/2012,"CONSTRUCCION DE MODULO DE 15 GAVETAS PARA ADULTO EN LA COMUNIDAD DE VAQUERIAS, CONSTRUCCION DE 400 OSARIOS EN EL PANTEON NORTE Y CONSTRUCCION DE 400 OSARIOS EN EL PANTEON SAN NICOLAS",999994.55,30,299998.37,05/03/2012 00:00,12/03/2012 00:00,19/05/2012 00:00,1,1,1,,EJECUCION,2012,237,,,1,05/03/2012 00:00,1,,NULL,0,NULL
60,76,A-2510-304-6121-D/0059/2012,PAVIMENTACION DE LA CALLE CLORO (T3) TRAMO: DE POTASIO - TITANIO COL. VALLE DE SEÑORA,1399108.93,30,419732.68,12/03/2012 00:00,19/03/2012 00:00,16/06/2012 00:00,1,1,1,,EJECUCION,2012,68,,,1,12/03/2012 00:00,1,,NULL,0,NULL
61,81,C-2510-606-6121-D/0063/2012,PAVIMENTACION DE LA CALLE MISERICORDIA TRAMO: DE MADRE AURORA A MADRE MAURA COL. LA GLORIA,1435789.93,30,430736.98,07/03/2012 00:00,26/03/2012 00:00,16/06/2012 00:00,1,1,1,,EJECUCION,2012,420,,,10,07/03/2012 00:00,1,,NULL,0,NULL
62,82,A-2510-316-6141-C/0064/2012,MANTENIMIENTO A LOS PAVIMENTOS DEL BLVD. JUAN ALONSO DE TORRES TRAMO: DE BLVD CLOUTHIER A BLVD SANABRIA LEON,2568119.2,50,1284059.6,12/03/2012 00:00,12/03/2012 00:00,07/04/2012 00:00,1,1,1,,EJECUCION,2012,166,,,1,12/03/2012 00:00,1,,NULL,0,NULL
63,83,A-2510-316-6141-C/0065/2012,REHABILITACION DE LOS PAVIMENTOS DEL BLVD. AEROPUERTO LEON,2519863.95,30,755959.19,12/03/2012 00:00,12/03/2012 00:00,07/04/2012 00:00,1,1,1,,EJECUCION,2012,439,,,1,12/03/2012 00:00,1,,NULL,0,NULL
64,84,A-2510-316-6141-C/0066/2012,MANTENIMIENTO A LOS PAVIMENTOS DEL BLVD. ADOLFO LOPEZ MATEOS TRAMO: BLVD. SAN PEDRO A BLVD. PASEO DE JEREZ LEON,655645.91,30,196693.77,12/03/2012 00:00,12/03/2012 00:00,07/04/2012 00:00,1,1,1,,EJECUCION,2012,439,,,1,12/03/2012 00:00,1,,NULL,0,NULL
65,86,A-2510-316-6141-C/0068/2012,REVESTIMIENTO DEL CUERPO LATERAL SUR BLVD. JUAN ALONSO DE TORRES TRAMO: BLVD. HIDALGO A ANTONI SILVA LEON,2401358.58,30,720407.57,12/03/2012 00:00,12/03/2012 00:00,07/04/2012 00:00,1,1,1,,EJECUCION,2012,74,,,1,12/03/2012 00:00,1,,NULL,0,NULL
