Id_Contrato_Ampliacion,Id_Contrato,Numero_Ampliacion,Fecha_Firma_Ampliacion,Fecha_Inicio,Fecha_Termino,Importe,Porcentaje_Anticipo,Importe_Anticipo,Id_Formato_Ampliacion,Id_Presupuesto
3,51,1,09/04/2012 00:00,09/04/2012 00:00,15/04/2012 00:00,85761.64,0,0,NULL,NULL
72,384,1,14/11/2012 00:00,14/11/2012 00:00,15/12/2012 00:00,369404.01,0,0,NULL,NULL
88,430,1,13/11/2012 00:00,13/11/2012 00:00,26/01/2013 00:00,113627.04,0,0,NULL,NULL
60,249,1,15/10/2012 00:00,15/10/2012 00:00,18/11/2012 00:00,161204.11,0,0,NULL,NULL
36,135,1,07/09/2012 00:00,07/09/2012 00:00,15/09/2012 00:00,178064.12,0,0,NULL,NULL
89,464,1,17/02/2013 00:00,17/02/2013 00:00,06/04/2013 00:00,285433.98,0,0,NULL,NULL
50,137,1,10/08/2012 00:00,10/08/2012 00:00,19/08/2012 00:00,219951.68,0,0,NULL,NULL
94,462,1,15/03/2013 00:00,15/03/2013 00:00,30/03/2013 00:00,93087.13,0,0,NULL,NULL
79,414,1,10/01/2012 00:00,10/01/2012 00:00,03/02/2013 00:00,66000,0,0,NULL,NULL
74,258,1,23/11/2012 00:00,23/11/2012 00:00,30/11/2021 00:00,681671,0,0,NULL,NULL
5,33,1,18/05/2012 00:00,18/05/2012 00:00,26/05/2012 00:00,30702.42,0,0,NULL,NULL
22,204,1,12/06/2012 00:00,12/06/2012 00:00,16/06/2012 00:00,1020.8,0,0,NULL,NULL
92,442,3,09/04/2013 00:00,09/04/2013 00:00,08/06/2013 00:00,24229.14,0,0,NULL,NULL
40,27,1,04/10/2012 00:00,04/10/2012 00:00,26/11/2012 00:00,132582.84,0,0,NULL,NULL
2,54,1,25/04/2012 00:00,25/04/2012 00:00,30/06/2012 00:00,1323740.94,30,397122.28,NULL,NULL
31,276,1,07/08/2012 00:00,07/08/2012 00:00,28/10/2012 00:00,515259.54,0,0,NULL,NULL
53,102,1,21/07/2012 00:00,21/07/2012 00:00,19/08/2012 00:00,145235.21,0,0,NULL,NULL
61,296,1,09/11/2012 00:00,09/11/2012 00:00,30/11/2012 00:00,193712.63,0,0,NULL,NULL
46,113,1,21/07/2012 00:00,21/07/2012 00:00,15/08/2012 00:00,80094.65,0,0,NULL,NULL
83,442,1,05/03/2013 00:00,05/03/2013 00:00,30/03/2013 00:00,818237.46,0,0,NULL,NULL
9,71,1,30/05/2012 00:00,30/05/2012 00:00,05/08/2012 00:00,48957.25,0,0,NULL,NULL
11,90,1,08/06/2012 00:00,08/06/2012 00:00,30/06/2012 00:00,108914.07,0,0,NULL,NULL
102,367,1,26/08/2013 00:00,26/08/2013 00:00,02/09/2013 00:00,176212.86,0,0,NULL,NULL
43,131,1,02/07/2012 00:00,02/07/2012 00:00,07/07/2012 00:00,55763.36,0,0,NULL,NULL
68,305,1,26/09/2012 00:00,26/09/2012 00:00,29/09/2012 00:00,42821.91,0,0,NULL,NULL
70,339,1,23/11/2012 00:00,23/11/2012 00:00,02/12/2012 00:00,64043.91,0,0,NULL,NULL
54,202,1,10/08/2012 00:00,10/08/2012 00:00,30/09/2012 00:00,90076.22,0,0,NULL,NULL
97,442,4,28/05/2013 00:00,28/05/2013 00:00,22/06/2013 00:00,7975770.86,50,3987885.43,NULL,NULL
66,234,1,15/11/2012 00:00,15/11/2012 00:00,30/11/2012 00:00,650000.18,0,0,NULL,NULL
100,381,1,05/06/2013 00:00,05/06/2013 00:00,30/06/2013 00:00,64196.35,0,0,NULL,NULL
76,356,1,27/12/2012 00:00,27/12/2012 00:00,28/12/2012 00:00,1228752.63,0,0,NULL,NULL
67,235,1,28/09/2012 00:00,28/09/2012 00:00,30/11/2012 00:00,536633.4,0,0,NULL,NULL
4,30,1,29/05/2012 00:00,29/05/2012 00:00,16/06/2012 00:00,141490.36,0,0,NULL,NULL
26,89,1,07/07/2012 00:00,07/07/2012 00:00,14/07/2012 00:00,358184.21,0,0,NULL,NULL
28,5,1,21/08/2012 00:00,21/08/2012 00:00,14/10/2012 00:00,6940637.18,30,2082191.15,NULL,NULL
34,285,1,19/09/2012 00:00,19/09/2012 00:00,20/10/2012 00:00,480842.29,0,0,NULL,NULL
99,447,1,29/04/2013 00:00,29/04/2013 00:00,03/05/2013 00:00,194790.25,0,0,NULL,NULL
27,197,1,06/08/2012 00:00,06/08/2012 00:00,11/08/2012 00:00,146579.15,0,0,NULL,NULL
84,415,1,01/02/2013 00:00,01/02/2013 00:00,09/02/2013 00:00,99135.86,0,0,NULL,NULL
90,437,1,14/12/2012 00:00,14/12/2012 00:00,28/12/2012 00:00,123467.3,0,0,NULL,NULL
58,326,1,12/11/2012 00:00,12/11/2012 00:00,23/12/2012 00:00,987603.77,0,0,NULL,NULL
10,82,1,30/05/2012 00:00,30/05/2012 00:00,02/06/2012 00:00,56748.71,0,0,NULL,NULL
103,445,1,09/08/2013 00:00,09/08/2013 00:00,16/08/2013 00:00,3225746.28,0,0,NULL,NULL
86,442,2,14/03/2013 00:00,14/03/2013 00:00,08/06/2013 00:00,9000000,50,4500000.01,NULL,NULL
15,6,1,29/06/2012 00:00,29/06/2012 00:00,18/07/2012 00:00,930461.87,0,0,NULL,NULL
17,49,1,02/06/2012 00:00,02/06/2012 00:00,09/06/2012 00:00,165001.66,0,0,NULL,NULL
62,303,1,15/10/2012 00:00,15/10/2012 00:00,28/11/2012 00:00,62617.39,0,0,NULL,NULL
96,468,1,01/04/2013 00:00,01/04/2013 00:00,06/04/2013 00:00,30834.06,0,0,NULL,NULL
56,208,1,15/10/2012 00:00,15/10/2012 00:00,03/11/2012 00:00,112047.38,0,0,NULL,NULL
16,56,1,11/07/2012 00:00,11/07/2012 00:00,20/07/2012 00:00,171392.3,0,0,NULL,NULL
25,221,1,31/07/2012 00:00,31/07/2012 00:00,29/09/2012 00:00,900000.05,30,270000.01,NULL,NULL
