Id_Estimacion_Concepto,Id_Estimacion,Id_Concepto,Contratado,Actual,Anterior,Acumulado,Por_Estimar,Precio_Unitario,Importe,Excedente,Excedente_Acumulado
1,2,1,61,61,0,61,0,37000,2257000,0,0
2,22,2,542.71,60,0,60,482.71,2.11,126.6,0,0
3,51,2,542.71,102,60,162,380.71,2.11,215.22,0,0
4,93,2,542.71,262.47,162,424.47,118.24,2.11,553.81,0,0
5,145,2,542.71,118.88,424.47,543.35,0,2.11,250.84,0.64,0.64
6,362,3,75.12,140.39,0,140.39,0,70.1,9841.34,65.27,65.27
7,22,4,873.64,70.33,0,70.33,803.31,26.41,1857.42,0,0
8,51,4,873.64,88.53,70.33,158.86,714.78,26.41,2338.08,0,0
9,93,4,873.64,270.3,158.86,429.16,444.48,26.41,7138.62,0,0
10,145,4,873.64,144.41,429.16,573.57,300.07,26.41,3813.87,0,0
11,362,4,873.64,433.37,573.57,1006.94,0,26.41,11445.3,133.3,133.3
12,22,6,1085.42,47.76,0,47.76,1037.66,14.16,676.28,0,0
13,22,7,19.1,19.1,0,19.1,0,70.1,1338.91,0,0
14,362,7,19.1,30.15,19.1,49.25,0,70.1,2113.52,30.15,30.15
15,22,9,43.42,9.41,0,9.41,34.01,270.85,2548.7,0,0
16,51,9,43.42,15.74,9.41,25.15,18.27,270.85,4263.18,0,0
17,93,9,43.42,40.84,25.15,65.99,0,270.85,11061.51,22.57,22.57
18,145,9,43.42,18.45,65.99,84.44,0,270.85,4997.18,18.45,41.02
19,22,10,212.19,23.82,0,23.82,188.37,252.85,6022.89,0,0
20,51,10,212.19,39.85,23.82,63.67,148.52,252.85,10076.07,0,0
21,93,10,212.19,101.86,63.67,165.53,46.66,252.85,25755.3,0,0
22,145,10,212.19,45.99,165.53,211.52,0.67,252.85,11628.57,0,0
23,22,11,658.97,28.54,0,28.54,630.43,142.65,4071.23,0,0
24,51,11,658.97,16.67,28.54,45.21,613.76,142.65,2377.98,0,0
25,93,11,658.97,72.22,45.21,117.43,541.54,142.65,10302.18,0,0
26,145,11,658.97,54.95,117.43,172.38,486.59,142.65,7838.62,0,0
27,362,12,19.1,49.25,0,49.25,0,55.52,2734.36,30.15,30.15
28,22,13,1322.22,96.59,0,96.59,1225.63,12.76,1232.49,0,0
29,51,13,1322.22,115.09,96.59,211.68,1110.54,12.76,1468.55,0,0
30,93,13,1322.22,351.39,211.68,563.07,759.15,12.76,4483.74,0,0
31,145,13,1322.22,187.73,563.07,750.8,571.42,12.76,2395.43,0,0
32,362,13,1322.22,1506.09,750.8,2256.89,0,12.76,19217.71,934.67,934.67
33,22,14,1322.22,96.59,0,96.59,1225.63,17.38,1678.73,0,0
34,51,14,1322.22,115.09,96.59,211.68,1110.54,17.38,2000.26,0,0
35,93,14,1322.22,351.39,211.68,563.07,759.15,17.38,6107.16,0,0
36,145,14,1322.22,187.73,563.07,750.8,571.42,17.38,3262.75,0,0
37,362,14,1322.22,1506.09,750.8,2256.89,0,17.38,26175.84,934.67,934.67
38,22,15,17188.83,1255.67,0,1255.67,15933.16,3.77,4733.88,0,0
39,51,15,17188.83,1496.17,1255.67,2751.84,14436.99,3.77,5640.56,0,0
40,93,15,17188.83,4568.07,2751.84,7319.91,9868.92,3.77,17221.62,0,0
41,145,15,17188.83,2440.49,7319.91,9760.4,7428.43,3.77,9200.65,0,0
42,362,15,17188.83,19579.17,9760.4,29339.57,0,3.77,73813.47,12150.74,12150.74
43,22,16,542.71,542.71,0,542.71,0,154.29,83734.73,0,0
44,279,16,542.71,-13.76,542.71,528.95,13.76,154.29,-2123.03,0,0
45,22,17,10,2,0,2,8,80.84,161.68,0,0
46,51,17,10,2,2,4,6,80.84,161.68,0,0
47,93,17,10,4,4,8,2,80.84,323.36,0,0
48,145,17,10,2,8,10,0,80.84,161.68,0,0
49,22,18,50,50,0,50,0,39.97,1998.5,0,0
50,468,18,50,-21,50,29,21,39.97,-839.37,0,0
51,22,19,1455.32,173.75,0,173.75,1281.57,22.63,3931.96,0,0
52,51,19,1455.32,322.7,173.75,496.45,958.87,22.63,7302.7,0,0
53,93,19,1455.32,827.07,496.45,1323.52,131.8,22.63,18716.59,0,0
54,145,19,1455.32,373.51,1323.52,1697.03,0,22.63,8452.53,241.71,241.71
55,192,19,1455.32,16.76,1697.03,1713.79,0,22.63,379.28,16.76,258.47
56,22,20,542.71,58.8,0,58.8,483.91,24.97,1468.24,0,0
57,51,20,542.71,99.6,58.8,158.4,384.31,24.97,2487.01,0,0
58,93,20,542.71,255.27,158.4,413.67,129.04,24.97,6374.09,0,0
59,145,20,542.71,115.28,413.67,528.95,13.76,24.97,2878.54,0,0
60,279,21,2,2,0,2,0,3627.67,7255.34,0,0
61,362,22,4,4,0,4,0,4597.12,18388.48,0,0
62,468,22,4,1,4,5,0,4597.12,4597.12,1,1
63,362,23,1,1,0,1,0,5578.31,5578.31,0,0
64,362,24,1,1,0,1,0,5725.48,5725.48,0,0
65,468,24,1,-1,1,0,1,5725.48,-5725.48,0,0
66,362,25,1,1,0,1,0,6161.67,6161.67,0,0
67,362,26,1,1,0,1,0,7199.27,7199.27,0,0
68,93,27,2,2,0,2,0,2264.08,4528.16,0,0
69,51,28,50,6,0,6,44,28.19,169.14,0,0
70,93,28,50,14,6,20,30,28.19,394.66,0,0
71,145,28,50,10,20,30,20,28.19,281.9,0,0
72,279,28,50,4,30,34,16,28.19,112.76,0,0
73,468,28,50,-5,34,29,21,28.19,-140.95,0,0
74,93,29,2,2,0,2,0,316.3,632.6,0,0
75,362,30,10,2,0,2,8,144.6,289.2,0,0
76,51,31,542.71,158.4,0,158.4,384.31,1.75,277.2,0,0
77,93,31,542.71,255.27,158.4,413.67,129.04,1.75,446.72,0,0
78,145,31,542.71,118.88,413.67,532.55,10.16,1.75,208.04,0,0
79,22,32,605,50.78,0,50.78,554.22,2.11,107.15,0,0
80,51,32,605,98.07,50.78,148.85,456.15,2.11,206.93,0,0
81,93,32,605,217.89,148.85,366.74,238.26,2.11,459.75,0,0
82,145,32,605,99.48,366.74,466.22,138.78,2.11,209.9,0,0
83,279,32,605,11.88,466.22,478.1,126.9,2.11,25.07,0,0
84,468,32,605,98.1,478.1,576.2,28.8,2.11,206.99,0,0
