Id_Descuento_Adicional,Id_Estimacion,Nombre,Importe
1,3,C.N.E.C.,331.05
2,4,C.N.E.C.,318.39
3,8,C.N.E.C.,84.87
4,9,C.N.E.C.,881.31
5,10,C.N.E.C.,530.95
6,11,C.N.E.C.,85.59
7,12,C.N.E.C.,294.74
8,13,C.N.E.C.,267.88
9,14,C.N.E.C.,6.32
10,16,C.N.E.C.,66.01
11,17,C.N.E.C.,152.55
12,20,C.N.E.C.,217.73
13,24,C.N.E.C.,788.89
14,29,C.N.E.C.,66.5
15,30,C.N.E.C.,356.01
16,32,C.N.E.C.,111.37
17,33,C.N.E.C.,80.98
18,35,C.N.E.C.,150.26
19,36,C.N.E.C.,88.64
20,37,C.N.E.C.,975.72
21,40,C.N.E.C.,148.88
22,42,C.N.E.C.,141.53
23,44,C.N.E.C.,262.75
24,54,C.N.E.C.,107.48
25,55,C.N.E.C.,262.96
26,64,R.A.P.C.E.,10975.26
27,65,C.N.E.C.,219.54
28,73,C.N.E.C.,90.2
29,74,C.N.E.C.,63.86
30,76,C.N.E.C.,178.7
31,84,R.A.P.C.E.,172.16
32,85,R.A.P.C.E.,814.78
33,89,C.N.E.C.,872.54
34,90,C.N.E.C.,3739.13
35,94,C.N.E.C.,296.53
36,95,C.N.E.C.,563.74
37,110,C.N.E.C.,829.66
38,120,C.N.E.C.,521.72
39,125,C.N.E.C.,542.37
40,130,R.A.P.C.E.,1572.83
41,132,C.N.E.C.,1128.25
42,137,C.N.E.C.,183.95
43,139,C.N.E.C.,414.1
44,141,C.N.E.C.,108.64
45,148,C.N.E.C.,294.04
46,149,C.N.E.C.,712.73
47,150,C.N.E.C.,389.92
48,152,C.N.E.C.,121.51
49,153,C.N.E.C.,178.67
50,154,C.N.E.C.,199.39
51,167,C.N.E.C.,73.96
52,168,C.N.E.C.,111.65
53,177,R.A.P.C.E.,1982.73
54,181,C.N.E.C.,621.65
55,186,C.N.E.C.,419.16
56,187,R.A.P.C.E.,6929.73
57,193,C.N.E.C.,67.99
