Id_Contrato_Fianza,Id_Contrato,Id_Fianza,Numero_Fianza,Fecha_Emision,Fecha_Recepcion,Nombre_Afianzadora,Fecha_Liberacion,Id_Contrato_Ampliacion,Descripcion_Fianza,Importe_Fianza,
333,169,2,1730833,24/08/2016 00:00,24/08/2016 00:00,ACE FIANZAS MONTERREY,24/08/2017 00:00,,CUMPLIMIENTO,411346.38,
334,169,1,1730828,24/08/2016 00:00,24/08/2016 00:00,ACE FIANZAS MONTERREY,24/08/2017 00:00,,ANTICIPO,1234039.16,
335,170,2,4197-00258-8,24/08/2016 00:00,24/08/2016 00:00,"AFIANZADORA ASERTA, S.A. DE C.",24/08/2017 00:00,,CUMPLIMIENTO,36248.04,
336,188,2,660817,26/08/2016 00:00,26/08/2016 00:00,FIANZAS DORAMA S.A.,26/08/2017 00:00,,CUMPLIMIENTO,117672.19,
337,188,1,660816,26/08/2016 00:00,26/08/2016 00:00,FIANZAS DORAMA S.A.,26/08/2017 00:00,,ANTICIPO,353016.58,
338,189,2,660817,26/08/2016 00:00,26/08/2016 00:00,FIANZAS DORAMA S.A.,26/08/2017 00:00,,CUMPLIMIENTO,117672.19,
339,189,1,660816,26/08/2016 00:00,26/08/2016 00:00,FIANZAS DORAMA S.A.,26/08/2017 00:00,,ANTICIPO,353016.58,
340,196,2,10083-00296-5,29/08/2016 00:00,29/08/2016 00:00,"AFIANZADORA INSURGENTES, S.A.",29/08/2017 00:00,,CUMPLIMIENTO,69965.72,
341,196,1,10083-00295-8,29/08/2016 00:00,29/08/2016 00:00,"AFIANZADORA INSURGENTES, S.A.",29/08/2017 00:00,,ANTICIPO,209897.17,
342,190,2,III-491671-RC,30/08/2016 00:00,30/08/2016 00:00,FIANZAS ATLAS S.A.,30/08/2017 00:00,,CUMPLIMIENTO,121435.22,
343,190,1,III-491670-RC,30/08/2016 00:00,30/08/2016 00:00,FIANZAS ATLAS S.A.,30/08/2017 00:00,,ANTICIPO,364305.3,
344,195,2,1734343,05/09/2016 00:00,05/09/2016 00:00,ACE FIANZAS MONTERREY S.A.,05/09/2017 00:00,,CUMPLIMIENTO,59584.73,
345,195,1,1734072,05/09/2016 00:00,05/09/2016 00:00,ACE FIANZAS MONTERREY S.A.,05/09/2017 00:00,,ANTICIPO,178754.19,
346,184,2,1.6106E+14,02/09/2016 00:00,02/09/2016 00:00,CESCEMEX FIANZAS,02/09/2017 00:00,,CUMPLIMIENTO,223374.49,
347,184,1,1.6106E+14,02/09/2016 00:00,02/09/2016 00:00,CESCEMEX FIANZAS,02/09/2017 00:00,,ANTICIPO,1116872.48,
348,177,2,3344-00163-6,05/09/2016 00:00,05/09/2016 00:00,"AFIANZADORA ASERTA, S.A. DE C.",05/09/2017 00:00,,CUMPLIMIENTO,1249214.74,
349,177,1,3344-00162-1,05/09/2016 00:00,05/09/2016 00:00,"AFIANZADORA ASERTA, S.A. DE C.",05/09/2017 00:00,,ANTICIPO,3747644.24,
350,197,2,88296821,05/09/2016 00:00,05/09/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,05/09/2017 00:00,,CUMPLIMIENTO,33741.28,
351,197,1,88296822,05/09/2016 00:00,05/09/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,05/09/2017 00:00,,ANTICIPO,101223.84,
352,198,2,10083-00298-3,05/09/2016 00:00,05/09/2016 00:00,"AFIANZADORA INSURGENTES, S.A.",05/09/2017 00:00,,CUMPLIMIENTO,21343.86,
353,198,1,10083-00297-0,05/09/2016 00:00,05/09/2016 00:00,"AFIANZADORA INSURGENTES, S.A.",05/09/2017 00:00,,ANTICIPO,64031.6,
354,172,2,1735300,05/09/2016 00:00,05/09/2016 00:00,ACE FIANZAS MONTERREY,05/09/2017 00:00,,CUMPLIMIENTO,33337.88,
355,174,2,1733626,05/09/2016 00:00,05/09/2016 00:00,ACE FIANZAS MONTERREY,05/09/2017 00:00,,CUMPLIMIENTO,146840.64,
356,174,1,1733621,05/09/2016 00:00,05/09/2016 00:00,ACE FIANZAS MONTERREY,05/09/2017 00:00,,ANTICIPO,440521.93,
357,185,2,4006-00098-3,05/09/2016 00:00,05/09/2016 00:00,"AFIANZADORA ASERTA, S.A.",05/09/2017 00:00,,CUMPLIMIENTO,209982.29,
358,185,1,4006-00097-2,05/09/2016 00:00,05/09/2016 00:00,"AFIANZADORA ASERTA, S.A.",05/09/2017 00:00,,ANTICIPO,1049911.44,
359,186,2,4006-00098-3,05/09/2016 00:00,05/09/2016 00:00,"AFIANZADORA ASERTA, S.A.",05/09/2017 00:00,,CUMPLIMIENTO,209982.29,
360,186,1,4006-00097-2,05/09/2016 00:00,05/09/2016 00:00,"AFIANZADORA ASERTA, S.A.",05/09/2017 00:00,,ANTICIPO,1049911.44,
361,208,2,1734042,05/09/2016 00:00,05/09/2016 00:00,"ACE FIANZAS MONTERREY, S.A.",05/09/2017 00:00,,CUMPLIMIENTO,127851.52,
362,208,1,1734043,05/09/2016 00:00,05/09/2016 00:00,"ACE FIANZAS MONTERREY, S.A.",05/09/2017 00:00,,ANTICIPO,639257.6,
363,209,2,1734052,05/09/2016 00:00,05/09/2016 00:00,ACE FIANZAS MONTERREY S.A.,05/09/2017 00:00,,CUMPLIMIENTO,63315.15,
364,209,1,1734048,05/09/2016 00:00,05/09/2016 00:00,ACE FIANZAS MONTERREY S.A.,05/09/2017 00:00,,ANTICIPO,316575.74,
365,210,2,1735193,05/09/2016 00:00,05/09/2016 00:00,"ACE FIANZAS MONTERREY, S.A.",05/09/2017 00:00,,CUMPLIMIENTO,69551.99,
366,210,1,1735189,05/09/2016 00:00,05/09/2016 00:00,"ACE FIANZAS MONTERREY, S.A.",05/09/2017 00:00,,ANTICIPO,347759.93,
367,191,2,1736141,05/09/2016 00:00,05/09/2016 00:00,ACE FIANZAS MONTERREY S.A.,05/09/2017 00:00,,CUMPLIMIENTO,106595.77,
368,191,1,1736138,05/09/2016 00:00,05/09/2016 00:00,ACE FIANZAS MONTERREY S.A.,05/09/2017 00:00,,ANTICIPO,532978.87,
369,211,2,1734270,05/09/2016 00:00,05/09/2016 00:00,ACE FIANZAS MONTERREY S.A.,05/09/2017 00:00,,CUMPLIMIENTO,112411.44,
370,211,1,17342758,05/09/2016 00:00,05/09/2016 00:00,ACE FIANZAS MONTERREY S.A.,05/09/2017 00:00,,ANTICIPO,562057.18,
371,212,2,1734049,05/09/2016 00:00,05/09/2016 00:00,ACE FIANZAS MONTERREY S.A.,05/09/2017 00:00,,CUMPLIMIENTO,70088.1,
372,212,1,1734050,05/09/2016 00:00,05/09/2016 00:00,ACE FIANZAS MONTERREY S.A.,05/09/2017 00:00,,ANTICIPO,350440.53,
373,225,2,1.6106E+14,12/09/2016 00:00,12/09/2016 00:00,CESCEMEX FIANZAS,12/09/2017 00:00,,CUMPLIMIENTO,67606.6,
374,225,1,1.6106E+14,12/09/2016 00:00,12/09/2016 00:00,CESCEMEX FIANZAS,12/09/2017 00:00,,ANTICIPO,202819.81,
375,201,2,1728977,09/09/2016 00:00,09/09/2016 00:00,PRIMERO FINANZAS S.A. DE C.V.,09/09/2017 00:00,,CUMPLIMIENTO,97947.96,
376,201,1,1728976,09/09/2016 00:00,09/09/2016 00:00,PRIMERO FINANZAS S.A. DE C.V.,09/09/2017 00:00,,ANTICIPO,293843.87,
377,202,2,1735611,09/09/2016 00:00,09/09/2016 00:00,ACE FIANZAS MONTERREY S.A.,09/09/2017 00:00,,CUMPLIMIENTO,39197.18,
378,202,1,1735612,09/09/2016 00:00,09/09/2016 00:00,ACE FIANZAS MONTERREY S.A.,09/09/2017 00:00,,ANTICIPO,117591.55,
379,192,2,1736263,09/09/2016 00:00,09/09/2016 00:00,ACE FIANZAS MONTERREY S.A.,09/09/2017 00:00,,CUMPLIMIENTO,42684.24,
380,192,1,1736261,09/09/2016 00:00,09/09/2016 00:00,ACE FIANZAS MONTERREY S.A.,09/09/2017 00:00,,ANTICIPO,128052.72,
381,207,2,3270-01309-5,09/09/2016 00:00,09/09/2016 00:00,"AFIANZADORA ASERTA, S.A. DE C.",09/09/2017 00:00,,CUMPLIMIENTO,187979.77,
382,207,1,3270-01307-1,09/09/2016 00:00,09/09/2016 00:00,"AFIANZADORA ASERTA, S.A. DE C.",09/09/2017 00:00,,ANTICIPO,563939.33,
383,215,2,1735136,13/09/2016 00:00,13/09/2016 00:00,ACE FIANZAS MONTERREY,13/09/2017 00:00,,CUMPLIMIENTO,4395622.29,
384,215,1,1735141,13/09/2016 00:00,13/09/2016 00:00,ACE FIANZAS MONTERREY,13/09/2017 00:00,,ANTICIPO,13186866.87,
385,199,2,1735906,13/09/2016 00:00,13/09/2016 00:00,ACE FIANZAS MONTERREY S.A.,13/09/2017 00:00,,CUMPLIMIENTO,54061.28,
386,199,1,1735902,13/09/2016 00:00,13/09/2016 00:00,ACE FIANZAS MONTERREY S.A.,13/09/2017 00:00,,ANTICIPO,162183.84,
387,193,2,1738002,20/09/2016 00:00,20/09/2016 00:00,ACE FIANZAS MONTERREY S.A.,20/09/2017 00:00,,CUMPLIMIENTO,120783.39,
388,193,1,1738004,20/09/2016 00:00,20/09/2016 00:00,ACE FIANZAS MONTERREY S.A.,20/09/2017 00:00,,ANTICIPO,362350.17,
389,203,2,3344-00168-1,20/09/2016 00:00,20/09/2016 00:00,"AFIANZADORA ASERTA, S.A. DE C.",20/09/2017 00:00,,CUMPLIMIENTO,90093.82,
390,203,1,3344-00167-6,20/09/2016 00:00,20/09/2016 00:00,"AFIANZADORA ASERTA, S.A. DE C.",20/09/2017 00:00,,ANTICIPO,270281.48,
391,213,2,669421,20/09/2016 00:00,20/09/2016 00:00,FIANZAS DORAMA S.A.,20/09/2017 00:00,,CUMPLIMIENTO,120549.33,
392,213,1,669414,20/09/2016 00:00,20/09/2016 00:00,FIANZAS DORAMA S.A.,20/09/2017 00:00,,ANTICIPO,361648,
393,214,2,1739036,28/09/2016 00:00,28/09/2016 00:00,ACE FIANZAS MONTERREY,28/09/2017 00:00,,CUMPLIMIENTO,66050.4,
394,214,1,1739040,28/09/2016 00:00,28/09/2016 00:00,ACE FIANZAS MONTERREY,28/09/2017 00:00,,ANTICIPO,198151.19,
395,194,2,668452,21/09/2016 00:00,21/09/2016 00:00,FIANZAS DORAMA S.A.,21/09/2017 00:00,,CUMPLIMIENTO,113161.38,
396,194,1,668448,21/09/2016 00:00,21/09/2016 00:00,FIANZAS DORAMA S.A.,21/09/2017 00:00,,ANTICIPO,565806.89,
397,222,2,10083-00300-5,23/09/2016 00:00,23/09/2016 00:00,AFIANZADORA INSURGENTES S.A.,23/09/2017 00:00,,CUMPLIMIENTO,20922.41,
398,222,1,10083-00299-4,23/09/2016 00:00,23/09/2016 00:00,AFIANZADORA INSURGENTES S.A.,23/09/2017 00:00,,ANTICIPO,62767.25,
399,216,2,1739008,23/09/2016 00:00,23/09/2016 00:00,ACE FIANZAS MONTERREY S.A.,23/09/2017 00:00,,CUMPLIMIENTO,231440.54,
400,216,1,1739020,23/09/2016 00:00,23/09/2016 00:00,ACE FIANZAS MONTERREY S.A.,23/09/2017 00:00,,ANTICIPO,694321.62,
401,217,2,1.611E+14,03/10/2016 00:00,03/10/2016 00:00,CESCEMEX FIANZAS,03/10/2017 00:00,,CUMPLIMIENTO,24353.78,
402,217,1,1.611E+14,03/10/2016 00:00,03/10/2016 00:00,CESCEMEX FIANZAS,03/10/2017 00:00,,ANTICIPO,73061.35,
403,219,2,III-492800-RC,06/10/2016 00:00,06/10/2016 00:00,FIANZAS ATLAS,06/10/2017 00:00,,CUMPLIMIENTO,54719.04,
404,219,1,III-492799-RC,06/10/2016 00:00,06/10/2016 00:00,FIANZAS ATLAS,06/10/2017 00:00,,ANTICIPO,164157.12,
405,220,2,III-492800-RC,06/10/2016 00:00,06/10/2016 00:00,FIANZAS ATLAS S.A.,06/10/2017 00:00,,CUMPLIMIENTO,54719.04,
406,220,1,III-492799-RC,06/10/2016 00:00,06/10/2016 00:00,FIANZAS ATLAS S.A.,06/10/2017 00:00,,ANTICIPO,164157.12,
407,224,2,1744631,13/10/2016 00:00,13/10/2016 00:00,ACE FIANZAS MONTERREY S.A.,13/10/2017 00:00,,CUMPLIMIENTO,120397.12,
408,224,1,1744632,13/10/2016 00:00,13/10/2016 00:00,ACE FIANZAS MONTERREY S.A.,13/10/2017 00:00,,ANTICIPO,361191.38,
409,226,2,1701689-0000,27/10/2016 00:00,09/11/2016 00:00,LIBERTY FIANZAS,26/10/2017 00:00,,NULL,0,NULL
410,226,1,1701688-0000,27/10/2016 00:00,09/11/2016 00:00,LIBERTY FIANZAS,26/10/2017 00:00,,NULL,0,NULL
413,229,1,III-492448-RC,20/09/2016 00:00,07/10/2016 00:00,FIANZAS ATLAS,31/10/2016 00:00,,NULL,0,NULL
414,229,2,III-492449-RC,20/09/2016 00:00,07/10/2016 00:00,FIANZAS ATLAS,19/11/2016 00:00,,NULL,0,NULL
415,230,1,III-492509-RC,23/09/2016 00:00,03/10/2016 00:00,FIANZAS ATLAS,10/11/2016 00:00,,NULL,0,NULL
416,230,2,III-492513-RC,23/09/2016 00:00,03/10/2016 00:00,FIANZAS ATLAS,26/11/2016 00:00,,NULL,0,NULL
417,231,1,88297191 00000 0000,25/08/2016 00:00,09/09/2016 00:00,CHUBB,30/12/2016 00:00,,NULL,0,NULL
418,231,2,88297019 00000 0000,25/08/2016 00:00,09/09/2016 00:00,CHUBB,30/12/2016 00:00,,NULL,0,NULL
421,233,1,1739549,23/09/2016 00:00,30/09/2016 00:00,ACE FIANZAS MONTERREY,31/12/2016 00:00,,NULL,0,NULL
422,233,2,1739547,23/09/2016 00:00,30/09/2016 00:00,ACE FIANZAS MONTERREY,31/12/2016 00:00,,NULL,0,NULL
423,234,1,1739046,13/09/2016 00:00,03/10/2016 00:00,ACE FIANZAS MONTERREY,25/10/2016 00:00,,NULL,0,NULL
424,234,2,1739052,13/09/2016 00:00,03/10/2016 00:00,ACE FIANZAS MONTERREY,25/10/2016 00:00,,NULL,0,NULL
425,94,2,1717961,21/10/2016 00:00,27/10/2016 00:00,ACE FIANZAS MONTERREY,04/12/2016 00:00,3,NULL,0,NULL
426,236,1,16A29505,04/10/2016 00:00,17/10/2016 00:00,FIANZAS DORAMA S A,04/02/2017 00:00,,NULL,0,NULL
427,236,2,16A29519,04/10/2016 00:00,17/10/2016 00:00,FIANZAS DORAMA S A,04/02/2017 00:00,,NULL,0,NULL
428,237,1,16A29505,04/10/2016 00:00,17/10/2016 00:00,FIANZAS DORAMA S A,04/02/2017 00:00,,NULL,0,NULL
429,237,2,16A29519,04/10/2016 00:00,17/10/2016 00:00,FIANZAS DORAMA S A,04/02/2017 00:00,,NULL,0,NULL
430,238,1,1748207,13/10/2016 00:00,27/10/2016 00:00,"ACE FIANZAS MONTERREY, S A",19/11/2016 00:00,,NULL,0,NULL
431,238,2,1748213,13/10/2016 00:00,27/10/2016 00:00,"ACE FIANZAS MONTERREY, S A",19/11/2016 00:00,,NULL,0,NULL
432,240,1,1748156,27/10/2016 00:00,03/11/2016 00:00,ACE FIANZAS MONTERREY S A,15/04/2017 00:00,,NULL,0,NULL
433,240,2,1748158,27/10/2016 00:00,03/11/2016 00:00,ACE FIANZAS MONTERREY,15/04/2017 00:00,,NULL,0,NULL
434,241,1,1748562,21/10/2016 00:00,04/11/2016 00:00,"ACE FIANZAS MONTERREY, S A",04/03/2017 00:00,,NULL,0,NULL
435,241,2,1748564,21/10/2016 00:00,04/11/2016 00:00,"ACE FIANZAS MONTERREY, S A",04/03/2017 00:00,,NULL,0,NULL
436,242,1,16A34648,26/10/2016 00:00,04/11/2016 00:00,FIANZAS DORAMA S A,25/02/2017 00:00,,NULL,0,NULL
437,242,2,16A34646,26/10/2016 00:00,04/11/2016 00:00,FIANZAS DORAMA S A,25/02/2017 00:00,,NULL,0,NULL
438,243,1,16A34648,26/10/2016 00:00,04/11/2016 00:00,FIANZAS DORAMA S A,25/02/2017 00:00,,NULL,0,NULL
439,243,2,16A34646,26/10/2016 00:00,04/11/2016 00:00,FIANZAS DORAMA S A,25/02/2017 00:00,,NULL,0,NULL
440,244,1,III-493816-RC,01/11/2016 00:00,04/11/2016 00:00,"FIANZAS ATLAS, SA",24/12/2016 00:00,,NULL,0,NULL
441,244,2,III-493817-RC,01/11/2016 00:00,04/11/2016 00:00,FIANZAS ATLAS SA,24/12/2016 00:00,,NULL,0,NULL
442,245,1,1739308,23/09/2016 00:00,03/10/2016 00:00,ACE FIANZAS MONTERREY,24/12/2016 00:00,,NULL,0,NULL
443,245,2,1739312,23/09/2016 00:00,03/10/2016 00:00,ACE FIANZAS MONTERREY,24/12/2016 00:00,,NULL,0,NULL
444,246,1,1739308,23/09/2016 00:00,03/10/2016 00:00,ACE FIANZAS MONTERREY,24/12/2016 00:00,,NULL,0,NULL
445,246,2,1739312,23/09/2016 00:00,03/10/2016 00:00,ACE FIANZAS MONTERREY,24/12/2016 00:00,,NULL,0,NULL
448,248,1,1752117,07/11/2016 00:00,11/11/2016 00:00,ACE FIANZAS MONTERREY,11/03/2017 00:00,,NULL,0,NULL
449,248,2,1752127,07/11/2016 00:00,11/11/2016 00:00,ACE FIANZAS MONTERREY,11/03/2017 00:00,,NULL,0,NULL
450,249,1,1752117,07/11/2016 00:00,11/11/2016 00:00,ACE FIANZAS MONTERREY,11/03/2017 00:00,,NULL,0,NULL
451,249,2,1752127,07/11/2016 00:00,11/11/2016 00:00,ACE FIANZAS MONTERREY,11/03/2017 00:00,,NULL,0,NULL
452,250,1,1753156-0000,04/10/2016 00:00,21/10/2016 00:00,PRIMERO FIANZAS S.A. DE C.V.,28/01/2017 00:00,,NULL,0,NULL
453,250,2,1753155-0000,04/10/2016 00:00,21/10/2016 00:00,PRIMERO FIANZAS S.A. DE C.V.,28/01/2017 00:00,,NULL,0,NULL
454,251,1,1753156-0000,04/10/2016 00:00,21/10/2016 00:00,PRIMERO FIANZAS S.A. DE C.V.,28/01/2017 00:00,,NULL,0,NULL
455,251,2,1753155-0000,04/10/2016 00:00,21/10/2016 00:00,PRIMERO FIANZAS S.A. DE C.V.,28/01/2017 00:00,,NULL,0,NULL
458,253,2,1757121-000,03/10/2016 00:00,05/10/2016 00:00,PRIMERO FIANZAS S.A. DE C.V.,09/11/2016 00:00,,NULL,0,NULL
459,254,1,16A29343,29/09/2016 00:00,05/10/2016 00:00,FIANZAS DORAMA S.A.,31/12/2016 00:00,,NULL,0,NULL
460,254,2,16A29345,29/09/2016 00:00,05/10/2016 00:00,FIANZAS DPRAMA S.A.,31/12/2016 00:00,,NULL,0,NULL
461,255,1,1742560,04/10/2016 00:00,20/10/2016 00:00,ACE FIANZAS MONTERREY,17/12/2016 00:00,,NULL,0,NULL
462,255,2,1742565,04/10/2016 00:00,20/10/2016 00:00,ACE FIANZAS MONTERREY,17/12/2016 00:00,,NULL,0,NULL
465,257,2,1744326,08/09/2016 00:00,08/09/2016 00:00,PRIMERO FIANZAS,08/09/2017 00:00,,NULL,0,NULL
466,257,1,1744327,08/09/2016 00:00,08/09/2016 00:00,PRIMERO FIANZAS,08/11/2017 00:00,,NULL,0,NULL
468,72,1,4197002292,05/09/2016 00:00,20/09/2016 00:00,ASERTA,05/09/2017 00:00,7,NULL,0,NULL
469,72,1,4197002292,05/09/2016 00:00,20/09/2016 00:00,ASERTA,05/09/2017 00:00,6,NULL,0,NULL
470,94,2,1717961,21/10/2016 00:00,27/10/2016 00:00,FIANZAS MONTERREY,21/10/2017 00:00,7,NULL,0,NULL
471,106,2,1722320,19/09/2016 00:00,20/10/2016 00:00,FIANZAS MONTERREY,19/09/2017 00:00,8,NULL,0,NULL
473,71,2,III-488345-RC,03/11/2016 00:00,29/11/2016 00:00,ATLAS,03/11/2017 00:00,10,NULL,0,NULL
476,259,2,1736304,09/09/2016 00:00,09/09/2016 00:00,ACE FIANZAS MONTERREY,09/09/2017 00:00,,NULL,0,NULL
477,260,1,2043383,14/11/2016 00:00,29/11/2016 00:00,AFIANZADORA SOFIMEX S.A.,30/12/2016 00:00,,NULL,0,NULL
478,260,2,2043384,14/11/2016 00:00,29/11/2016 00:00,AFIANZADORA SOFIMEX S.A.,30/12/2016 00:00,,NULL,0,NULL
479,261,1,3270-01330-5,15/11/2016 00:00,29/11/2016 00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",31/12/2016 00:00,,NULL,0,NULL
480,261,2,3270-01329-3,15/11/2016 00:00,29/11/2016 00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",31/12/2016 00:00,,NULL,0,NULL
483,263,1,1754809,14/11/2016 00:00,23/11/2016 00:00,ACE FIANZAS MONTERREY,22/11/2017 00:00,,NULL,0,NULL
484,263,2,1754825,14/11/2016 00:00,23/11/2016 00:00,ACE FIANZAS MONTERREY,22/11/2017 00:00,,NULL,0,NULL
485,264,1,1754809,14/11/2016 00:00,23/12/2016 00:00,ACE FIANZAS MONTERREY,22/12/2017 00:00,,NULL,0,NULL
486,264,2,1754825,14/11/2016 00:00,23/11/2016 00:00,ACE FIANZAS MONTERREY,22/12/2017 00:00,,NULL,0,NULL
493,268,1,III-494640-RC,14/11/2016 00:00,25/11/2016 00:00,"FIANZAS ATLAS, S.A.",24/12/2017 00:00,,NULL,0,NULL
494,268,2,III-494645-RC,14/11/2016 00:00,25/11/2016 00:00,FIANZAS ATLAS,24/12/2017 00:00,,NULL,0,NULL
495,269,1,III-494640-RC,14/11/2016 00:00,25/11/2016 00:00,"FIANZAS ATLAS, S.A.",24/12/2017 00:00,,NULL,0,NULL
496,269,2,III-494645-RC,14/11/2016 00:00,25/11/2016 00:00,"FIANZAS ATLAS, S.A.",24/11/2017 00:00,,NULL,0,NULL
497,270,1,2033160,04/10/2016 00:00,14/10/2016 00:00,AFIANZADORA SOFIMEX S.A.,13/10/2017 00:00,,NULL,0,NULL
498,270,2,2033169,04/10/2016 00:00,14/10/2016 00:00,AFIANZADORA SOFIMEX S.A.,13/10/2017 00:00,,NULL,0,NULL
499,271,1,1.621E+14,28/10/2016 00:00,22/11/2016 00:00,CESCEMEX,28/10/2017 00:00,,NULL,0,NULL
500,271,2,1.621E+14,28/10/2016 00:00,22/11/2016 00:00,CESCEMEX,28/10/2017 00:00,,NULL,0,NULL
503,274,1,4197-00287-4,28/10/2016 00:00,11/11/2016 00:00,ASERTA AFIANZADORA,28/10/2017 00:00,,NULL,0,NULL
504,274,2,4197-00288-5,28/10/2016 00:00,11/11/2016 00:00,ASERTA AFIANZADORA,28/10/2017 00:00,,NULL,0,NULL
505,275,1,1765156-0000,27/10/2016 00:00,09/11/2016 00:00,LIBERTY FIANZAS,27/10/2017 00:00,,NULL,0,NULL
506,275,2,1765157-0000,27/10/2016 00:00,09/11/2016 00:00,LIBERRTY FIANZAS,27/10/2017 00:00,,NULL,0,NULL
511,278,2,1.611E+14,10/11/2016 00:00,10/11/2016 00:00,CESCEMEX,10/11/2017 00:00,,NULL,0,NULL
512,278,1,1.611E+14,10/11/2016 00:00,10/11/2016 00:00,CESCEMEX,10/11/2017 00:00,,NULL,0,NULL
513,279,2,1757123-0000,03/10/2016 00:00,05/10/2016 00:00,PRIMERO FIANZAS,03/10/2017 00:00,,NULL,0,NULL
516,280,1,1752186,07/11/2016 00:00,15/11/2016 00:00,ACE FIANZAS MONTERREY,07/11/2017 00:00,,NULL,0,NULL
517,280,2,1752188,07/11/2016 00:00,15/11/2016 00:00,ACE FIANZAS MONTERREY,07/11/2017 00:00,,NULL,0,NULL
518,281,1,4346,23/11/2016 00:00,25/11/2016 00:00,ZURICH FIANZAS MEXICO S.A. DE C.V.,22/11/2016 00:00,,NULL,0,NULL
519,281,2,4347,23/11/2016 00:00,25/11/2016 00:00,ZURICH FIANZAS MEXICO S.A. DE C.V.,22/11/2016 00:00,,NULL,0,NULL
520,282,1,III-494453-RC,14/11/2016 00:00,23/11/2016 00:00,"FIANZAS ATLAS, S.A.",13/11/2017 00:00,,NULL,0,NULL
521,282,2,III-494455-RC,14/11/2016 00:00,23/11/2016 00:00,"FIANZAS ATLAS, S.A.",13/11/2017 00:00,,NULL,0,NULL
522,283,1,III-494453-RC,14/11/2016 00:00,23/11/2016 00:00,"FIANZAS ATLAS, S.A.",13/11/2017 00:00,,NULL,0,NULL
523,283,2,III-494455-RC,14/11/2016 00:00,23/11/2016 00:00,"FIANZAS ATLAS, S.A.",13/11/2017 00:00,,NULL,0,NULL
526,285,2,L116916,11/11/2016 00:00,18/11/2016 00:00,FIANZAS ATLAS,11/11/2017 00:00,,NULL,0,NULL
527,285,1,L116915,11/11/2016 00:00,18/11/2016 00:00,FIANZAS ATLAS,11/11/2017 00:00,,NULL,0,NULL
528,286,1,1753505,10/11/2016 00:00,22/11/2016 00:00,FIANZAS MONTERREY,10/11/2017 00:00,,NULL,0,NULL
529,286,2,1753507,10/11/2016 00:00,22/11/2016 00:00,FIANZAS MONTERREY,10/11/2017 00:00,,NULL,0,NULL
530,287,1,16A35329,15/11/2016 00:00,01/12/2016 00:00,DORAMA,15/11/2017 00:00,,NULL,0,NULL
531,287,2,16A35332,15/11/2016 00:00,01/12/2016 00:00,DORAMA,14/12/2016 00:00,,NULL,0,NULL
532,288,2,1754911,10/11/2016 00:00,18/11/2016 00:00,ACE FIANZAS MONTERREY,10/11/2017 00:00,,NULL,0,NULL
533,288,1,1754907,10/11/2016 00:00,18/11/2016 00:00,ACE FIANZAS MONTERREY,10/11/2017 00:00,,NULL,0,NULL
534,289,1,1752066,07/11/2016 00:00,17/11/2016 00:00,ACE FIANZAS MONTERREY,07/11/2017 00:00,,NULL,0,NULL
535,289,2,1752071,07/11/2016 00:00,17/11/2016 00:00,ACE FIANZAS MONTERREY,07/11/2017 00:00,,NULL,0,NULL
538,291,2,III-494166-RC,10/11/2016 00:00,15/11/2016 00:00,"FIANZAS ATLAS, S.A.",10/11/2017 00:00,,NULL,0,NULL
539,291,1,III-494164-RC,10/11/2016 00:00,15/11/2016 00:00,"FIANZAS ATLAS, S.A.",10/11/2017 00:00,,NULL,0,NULL
540,292,2,1754161,10/11/2016 00:00,22/11/2016 00:00,ACE FIANZAS MONTERREY,10/11/2017 00:00,,NULL,0,NULL
541,292,1,1754166,10/11/2016 00:00,22/11/2016 00:00,ACE FIANZAS MONTERREY,10/11/2017 00:00,,NULL,0,NULL
542,294,2,3449-00656-5,10/11/2016 00:00,29/11/2016 00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",10/11/2017 00:00,,NULL,0,NULL
543,294,1,3449-00655-8,10/11/2016 00:00,29/11/2016 00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",10/11/2017 00:00,,NULL,0,NULL
544,293,1,1728985-0000,04/10/2016 00:00,17/10/2016 00:00,PRIMERO FIANZAS S.A. DE C.V.,03/10/2017 00:00,,NULL,0,NULL
545,293,2,1728986-0000,04/10/2016 00:00,17/10/2016 00:00,PRIMERO FIANZAS S.A. DE C.V.,03/10/2017 00:00,,NULL,0,NULL
546,295,1,1765093,03/11/2016 00:00,11/11/2016 00:00,"LIBERTY FIANZAS, S.A. DE C.V.",03/11/2017 00:00,,NULL,0,NULL
547,295,2,1765094,03/11/2016 00:00,11/11/2016 00:00,"LIBERTY FIANZAS, S.A. DE C.V.",03/11/2017 00:00,,NULL,0,NULL
548,296,1,10124-00030-1,11/11/2016 00:00,15/11/2016 00:00,"AFIANZADORA INSURGENTES, S.A. DE C.V.",11/11/2017 00:00,,NULL,0,NULL
549,296,2,10124-0031-0,11/11/2016 00:00,15/11/2016 00:00,"AFIANZADORA INSURGENTES, S.A. DE C.V.",11/11/2017 00:00,,NULL,0,NULL
