Id_Contrato_Fianza,Id_Contrato,Id_Fianza,Numero_Fianza,Fecha_Emision,Fecha_Recepcion,Nombre_Afianzadora,Fecha_Liberacion,Id_Contrato_Ampliacion,Descripcion_Fianza,Importe_Fianza,
161,91,1,2006540,04/07/2016 00:00,04/07/2016 00:00,SOFIMEX S.A.,04/07/2017 00:00,,ANTICIPO,707149.26,
162,94,2,1717961,04/07/2016 00:00,04/07/2016 00:00,ACE FIANZAS MONTERREY S.A.,04/07/2017 00:00,,CUMPLIMIENTO,173834.2,
163,94,1,1717960,04/07/2016 00:00,04/07/2016 00:00,ACE FIANZAS MONTERREY S.A.,04/07/2017 00:00,,ANTICIPO,521502.6,
164,97,2,2538,07/06/2016 00:00,07/06/2016 00:00,"ZURICH FIANZAS MEXICO, S.A. DE",07/06/2017 00:00,,CUMPLIMIENTO,87439.57,
165,97,1,2537,07/06/2016 00:00,07/06/2016 00:00,"ZURICH FIANZAS MEXICO, S.A. DE",07/06/2017 00:00,,ANTICIPO,262318.71,
166,92,2,1717894,04/07/2016 00:00,04/07/2016 00:00,"ACE FIANZAS MONTERREY, S.A.",04/07/2017 00:00,,CUMPLIMIENTO,32147.06,
167,92,1,1717898,04/07/2016 00:00,04/07/2016 00:00,"ACE FIANZAS MONTERREY, S.A.",04/07/2017 00:00,,ANTICIPO,96441.17,
168,96,2,1719819,04/07/2016 00:00,04/07/2016 00:00,"ACE FIANZAS MONTERREY, S.A.",04/07/2017 00:00,,CUMPLIMIENTO,39874.06,
169,96,1,1719817,04/07/2016 00:00,04/07/2016 00:00,"ACE FIANZAS MONTERREY, S.A.",04/07/2017 00:00,,ANTICIPO,119622.19,
170,95,2,647649,06/07/2016 00:00,06/07/2016 00:00,"FIANZAS DORAMA, S.A.",06/07/2017 00:00,,CUMPLIMIENTO,335620.03,
171,95,1,647647,06/07/2016 00:00,06/07/2016 00:00,"FIANZAS DORAMA, S.A.",06/07/2017 00:00,,ANTICIPO,1678100.13,
172,98,2,III-489641-RC,12/07/2016 00:00,12/07/2016 00:00,FIANZAS ATLAS S.A. DE C.V.,12/07/2017 00:00,,CUMPLIMIENTO,52377.27,
173,99,2,88293697,12/07/2016 00:00,12/07/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,12/07/2017 00:00,,CUMPLIMIENTO,52377.28,
174,100,2,2598,13/07/2016 00:00,13/07/2016 00:00,"ZURICH FIANZAS MEXICO, S.A. DE",13/07/2017 00:00,,CUMPLIMIENTO,146414.75,
175,100,1,2597,13/07/2016 00:00,13/07/2016 00:00,"ZURICH FIANZAS MEXICO, S.A. DE",13/07/2017 00:00,,ANTICIPO,439244.27,
176,101,2,1720488,13/07/2016 00:00,13/07/2016 00:00,"ACE FIANZAS MONTERREY, S.A.",13/07/2017 00:00,,CUMPLIMIENTO,569179.64,
177,101,1,1720486,13/07/2016 00:00,13/07/2016 00:00,"ACE FIANZAS MONTERREY, S.A.",13/07/2017 00:00,,ANTICIPO,1707538.91,
178,102,2,88293583,13/07/2016 00:00,13/07/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,13/07/2017 00:00,,CUMPLIMIENTO,749128.82,
179,102,1,88293578,13/07/2016 00:00,13/07/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,13/07/2017 00:00,,ANTICIPO,2247386.46,
180,102,2,88293583,13/07/2016 00:00,13/07/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,13/07/2017 00:00,,CUMPLIMIENTO,749128.82,
181,102,1,88293578,13/07/2016 00:00,13/07/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,13/07/2017 00:00,,ANTICIPO,2247386.46,
182,109,2,650798,18/07/2016 00:00,18/07/2016 00:00,FIANZAS DORAMA S.A. DE C.V.,18/07/2017 00:00,,CUMPLIMIENTO,69845.17,
183,109,1,650796,18/07/2016 00:00,18/07/2016 00:00,FIANZAS DORAMA S.A. DE C.V.,18/07/2017 00:00,,ANTICPO 30%,209535.52,
184,110,2,650798,18/07/2016 00:00,18/07/2016 00:00,FIANZAS DORAMA S.A.,18/07/2017 00:00,,CUMPLIMIENTO,69845.17,
185,110,1,650796,18/07/2016 00:00,18/07/2016 00:00,FIANZAS DORAMA S.A.,18/07/2017 00:00,,ANTICIPO,209535.52,
186,105,2,1722513,19/07/2016 00:00,19/07/2016 00:00,ACE FIANZAS MONTERREY  S.A.,19/07/2017 00:00,,CUMPLIMIENTO,56581.24,
187,105,2,1722515,19/07/2016 00:00,19/07/2016 00:00,ACE FIANZAS MONTERREY  S.A.,19/07/2017 00:00,,CUMPLIMIENTO,169743.73,
188,106,2,1722320,19/07/2016 00:00,19/07/2016 00:00,ACE FIANZAS MONTERREY S.A.,19/07/2017 00:00,,CUMPLIMIENTO,357676.91,
189,106,1,1722318,19/07/2016 00:00,19/07/2016 00:00,ACE FIANZAS MONTERREY S.A.,19/07/2017 00:00,,ANTICIPO,1073030.73,
190,103,2,88293766,19/07/2016 00:00,19/07/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,19/07/2017 00:00,,CUMPLIMIENTO,419000.05,
191,103,1,88293763,19/07/2016 00:00,19/07/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,19/07/2017 00:00,,ANTICIPO,2095000.27,
192,108,2,1722828,25/07/2016 00:00,25/07/2016 00:00,ACE FIANZAS MONTERREY S.A.,25/07/2017 00:00,,CUMPLIMIENTO,30456.86,
193,108,1,1722787,25/07/2016 00:00,25/07/2016 00:00,ACE FIANZAS MONTERREY S.A.,25/07/2017 00:00,,ANTICIPO,91370.59,
194,107,2,2011516,22/07/2016 00:00,22/07/2016 00:00,AFIANZADORA SOFIMEX S.A.,22/07/2017 00:00,,CUMPLIMIENTO,25327.43,
195,107,1,2011510,22/07/2016 00:00,22/07/2016 00:00,AFIANZADORA SOFIMEX S.A.,22/07/2017 00:00,,ANTICIPO,75982.3,
196,120,2,1724900,22/07/2016 00:00,22/07/2016 00:00,ACE FIANZAS MONTERREY S.A.,22/07/2017 00:00,,CUMPLIMIENTO,109978.98,
197,120,1,1724907,22/07/2016 00:00,22/07/2016 00:00,ACE FIANZAS MONTERREY S.A.,22/07/2017 00:00,,ANTICIPO,329936.94,
198,113,2,88293982,22/07/2016 00:00,22/07/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,22/07/2017 00:00,,CUMPLIMIENTO,77154.63,
199,113,1,88293979,22/07/2016 00:00,22/07/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,22/07/2017 00:00,,ANTICIPO,231463.91,
200,123,2,1722434,22/07/2016 00:00,22/07/2016 00:00,ACE FIANZAS MONTERREY S.A.,22/07/2017 00:00,,CUMPLIMIENTO,2282515.37,
201,123,1,1722428,22/07/2016 00:00,22/07/2016 00:00,ACE FIANZAS MONTERREY S.A.,22/07/2017 00:00,,ANTICIPO,6847546.11,
202,114,2,III-490127-RC,22/07/2016 00:00,22/07/2016 00:00,FIANZAS ATLAS S.A.,22/07/2017 00:00,,CUMPLIMIENTO,65372.76,
203,114,1,III-490125-RC,22/07/2016 00:00,22/07/2016 00:00,FIANZAS ATLAS S.A.,22/07/2017 00:00,,ANTICVIPO,196118.29,
204,111,2,III-490158-RC,26/07/2016 00:00,26/07/2016 00:00,FIANZAS ATLAS S.A.,26/07/2017 00:00,,CUMPLIMIENTO,39470.02,
205,111,1,III-490157-RC,26/07/2016 00:00,26/07/2016 00:00,FIANZAS ATLAS S.A.,26/07/2017 00:00,,ANTICIPO,118410.07,
206,112,2,III-490158-RC,26/07/2016 00:00,26/07/2016 00:00,FIANZAS ATLAS S.A.,26/07/2017 00:00,,CUMPLIMIENTO,39470.02,
207,112,1,III-490157-RC,26/07/2016 00:00,26/07/2016 00:00,FIANZAS ATLAS S.A.,26/07/2017 00:00,,ANTICIPO,118410.07,
208,115,2,653315,26/07/2016 00:00,26/07/2016 00:00,FIANZAS DORAMA S.A.,26/07/2017 00:00,,CUMPLIMIENTO,63576.47,
209,115,2,653304,26/07/2016 00:00,26/07/2016 00:00,FIANZAS DORAMA S.A.,26/07/2017 00:00,,CUMPLIMIENTO,190729.41,
210,116,2,III-490169-RC,26/07/2016 00:00,26/07/2016 00:00,FIANZAS ATLAS S.A.,26/07/2017 00:00,,CUMPLIMIENTO,79798.9,
211,116,1,III-490168-RC,26/07/2016 00:00,26/07/2016 00:00,FIANZAS ATLAS S.A.,26/07/2017 00:00,,ANTICIPO,239396.72,
212,117,2,1723325,26/07/2016 00:00,26/07/2016 00:00,ACA FIANZAS MONTERREY S.A.,26/07/2017 00:00,,CUMPLIMIENTO,70839.88,
213,117,1,1723333,26/07/2016 00:00,26/07/2016 00:00,ACA FIANZAS MONTERREY S.A.,26/07/2017 00:00,,ANTICIPO,212519.65,
214,118,2,88294212,01/08/2016 00:00,01/08/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,01/08/2017 00:00,,CUMPLIMIENTO,112740.92,
215,118,1,88294210,01/08/2016 00:00,01/08/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,01/08/2017 00:00,,ANTICIPO,338222.76,
216,132,2,1725346,27/07/2016 00:00,27/07/2016 00:00,ACE FIANZAS MONTERREY S.A.,27/07/2017 00:00,,CUMPLIMIENTO,88657.03,
217,132,1,1725345,27/07/2016 00:00,27/07/2016 00:00,ACE FIANZAS MONTERREY S.A.,27/07/2017 00:00,,ANTICIPO,265971.1,
218,119,2,III-490243-RC,27/06/2016 00:00,27/06/2016 00:00,FIANZAS ATLAS S.A.,27/06/2017 00:00,,CUMPLIMIENTO,53237.02,
219,119,1,III-490242-RC,27/06/2016 00:00,27/06/2016 00:00,FIANZAS ATLAS S.A.,27/06/2017 00:00,,ANTICIPO,159711.05,
220,121,2,1724171,29/07/2016 00:00,29/07/2016 00:00,ACE FIANZAS MONTERREY S.A.,29/07/2017 00:00,,CUMPLIMIENTO,636327.06,
221,121,1,1724165,29/07/2016 00:00,29/07/2016 00:00,ACE FIANZAS MONTERREY S.A.,29/07/2017 00:00,,ANTICIPO,1908981.17,
222,124,2,1727464,04/08/2016 00:00,04/08/2016 00:00,ACE FIANZAS MONTERREY S.A.,04/08/2017 00:00,,CUMPLIMIENTO,56506.96,
223,124,1,1727459,04/08/2016 00:00,04/08/2016 00:00,ACE FIANZAS MONTERREY S.A.,04/08/2017 00:00,,ANTICIPO,169520.89,
224,125,2,3344-00151-1,04/08/2016 00:00,04/08/2016 00:00,"AFIANZADORA ASERTA, S.A. DE C.",04/08/2017 00:00,,CUMPLIMIENTO,111242.47,
225,125,1,3344-00150-0,04/08/2016 00:00,04/08/2016 00:00,"AFIANZADORA ASERTA, S.A. DE C.",04/08/2017 00:00,,ANTICIPO,333727.43,
228,142,2,1738516,04/08/2016 00:00,04/08/2016 00:00,PRIMERO FIANZAS S.A.,04/08/2017 00:00,,CUMPLIMIENTO,450012.21,
229,142,1,1738517,04/08/2016 00:00,04/08/2016 00:00,PRIMERO FIANZAS S.A.,04/08/2017 00:00,,ANTICIPO,1350036.62,
230,126,2,1726610,04/08/2016 00:00,04/08/2016 00:00,ACE FIANZAS MONTERREY S.A.,04/08/2017 00:00,,CUMPLIMIENTO,49031.57,
231,126,1,1726602,04/08/2016 00:00,04/08/2016 00:00,ACE FIANZAS MONTERREY S.A.,04/08/2017 00:00,,ANTICIPO,147094.71,
232,127,2,III-490598-RC,04/08/2016 00:00,04/08/2016 00:00,FIANZAS ATLAS S.A.,04/08/2017 00:00,,CUMPLIMIENTO,120039.49,
233,127,1,III-490596-RC,04/08/2016 00:00,04/08/2016 00:00,FIANZAS ATLAS S.A.,04/08/2017 00:00,,ANTICIPO,360118.47,
234,133,2,14163649,04/08/2016 00:00,04/08/2016 00:00,ZURICH FIANZAS MEXICO S.A. DE,04/08/2017 00:00,,CUMPLIMIENTO,110219.42,
235,133,1,93708090,04/08/2016 00:00,04/08/2016 00:00,ZURICH FIANZAS MEXICO S.A. DE,04/08/2017 00:00,,ANTICIPO,330658.26,
236,134,2,656343,04/08/2016 00:00,04/08/2016 00:00,FIANZAS DORAMA S.A.,04/08/2017 00:00,,CUMPLIMIENTO,64321.01,
237,134,1,656333,04/08/2016 00:00,04/08/2016 00:00,FIANZAS DORAMA S.A.,04/08/2017 00:00,,ANTICIPO,192963.04,
238,128,2,1726009,05/08/2016 00:00,05/08/2016 00:00,ACE FIANZAS MONTERREY S.A.,05/08/2017 00:00,,CUMPLIMIENTO,140312.87,
239,128,1,1726007,05/08/2016 00:00,05/08/2016 00:00,ACE FIANZAS MONTERREY S.A.,05/08/2017 00:00,,ANTICIPO,420938.62,
240,143,2,1738518,05/08/2016 00:00,05/08/2016 00:00,PRIMERO FIANZAS S.A. DE C.V.,05/08/2017 00:00,,CUMPLIMIENTO,564776.03,
241,143,1,1738519,05/08/2016 00:00,05/08/2016 00:00,PRIMERO FIANZAS S.A. DE C.V.,05/08/2017 00:00,,ANTICIPO,1694328.09,
242,144,2,1738518,05/08/2016 00:00,05/08/2016 00:00,PRIMERO FIANZAS S.A. DE C.V.,05/08/2017 00:00,,CUMPLIMIENTO,564776.03,
243,144,1,1738519,05/08/2016 00:00,05/08/2016 00:00,PRIMERO FIANZAS S.A. DE C.V.,05/08/2017 00:00,,ANTICIPO,1694328.09,
244,145,2,1738518,05/08/2016 00:00,05/08/2016 00:00,PRIMERO FIANZAS S.A. DE C.V.,05/08/2017 00:00,,CUMPLIMIENTO,564776.03,
245,145,1,1738519,05/08/2016 00:00,05/08/2016 00:00,PRIMERO FIANZAS S.A. DE C.V.,05/08/2017 00:00,,ANTICIPO,1694328.09,
246,129,2,88295272,05/08/2016 00:00,05/08/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,05/08/2017 00:00,,CUMPLIMIENTO,250062.3,
247,129,1,88295274,05/08/2016 00:00,05/08/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,05/08/2017 00:00,,ANTICIPO,750186.91,
248,130,2,1727319,05/08/2016 00:00,05/08/2016 00:00,ACE FIANZAS MONTERREY S.A.,05/08/2017 00:00,,CUMPLIMIENTO,75766.07,
249,130,1,1727314,05/08/2016 00:00,05/08/2016 00:00,ACE FIANZAS MONTERREY S.A.,05/08/2017 00:00,,ANTICIPO,227298.23,
250,139,2,1728967,09/08/2016 00:00,09/08/2016 00:00,PRIMERO FIANZAS S.A.,09/08/2017 00:00,,CUMPLIMIENTO,80078.8,
251,139,1,1728966,09/08/2016 00:00,09/08/2016 00:00,PRIMERO FIANZAS S.A.,09/08/2017 00:00,,ANTICIPO,240236.39,
252,135,2,1728304,09/08/2016 00:00,09/08/2016 00:00,ACE FIANZAS MONTERREY S.A.,09/08/2017 00:00,,CUMPLIMIENTO,65486.98,
253,135,1,1728300,09/08/2016 00:00,09/08/2016 00:00,ACE FIANZAS MONTERREY S.A.,09/08/2017 00:00,,ANTICIPO,196460.95,
254,146,2,III-490797-RC,10/08/2016 00:00,10/08/2016 00:00,FIANZAS ATLAS S.A.,10/08/2017 00:00,,CUMPLIMIENTO,3066043.65,
255,146,1,III-490796-RC,10/08/2016 00:00,10/08/2016 00:00,FIANZAS ATLAS S.A.,10/08/2017 00:00,,ANTICIPO,918130.97,
256,147,2,III-490797-RC,10/08/2016 00:00,10/08/2016 00:00,FIANZAS ATLAS S.A.,10/08/2017 00:00,,CUMPLIMIENTO,306043.65,
257,147,1,III-490796-RC,10/08/2016 00:00,10/08/2016 00:00,FIANZAS ATLAS S.A.,10/08/2017 00:00,,ANTICIPO,918130.97,
258,131,2,88295220,10/08/2016 00:00,10/08/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,10/08/2017 00:00,,CUMPLIMIENTO,406327.77,
259,131,1,88295223,10/08/2016 00:00,10/08/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,10/08/2017 00:00,,ANTICIPO,1218983.31,
260,136,2,656649,10/08/2016 00:00,10/08/2016 00:00,"FIANZAS DORAMA, S.A.",10/08/2017 00:00,,CUMPLIMIENTO,248543.86,
261,136,1,656651,10/08/2016 00:00,10/08/2016 00:00,"FIANZAS DORAMA, S.A.",10/08/2017 00:00,,ANTICIPO,1242719.32,
262,137,2,88295107,10/08/2016 00:00,10/08/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,10/08/2017 00:00,,CUMPLIMIENTO,321884.48,
263,137,1,88295103,10/08/2016 00:00,10/08/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,10/08/2017 00:00,,ANTICIPO,1609422.43,
264,150,2,2094-08984-2,10/08/2016 00:00,10/08/2016 00:00,"AFIANZADORA INSURGENTES, S.A.",10/08/2017 00:00,,CUMPLIMIENTO,348700,
265,150,1,2094-08982-8,10/08/2016 00:00,10/08/2016 00:00,"AFIANZADORA INSURGENTES, S.A.",10/08/2017 00:00,,ANTICIPO,1743500,
266,138,2,1727331,15/08/2016 00:00,15/08/2016 00:00,ACE FIANZAS MONTERREY S.A.,15/08/2017 00:00,,CUMPLIMIENTO,105191.63,
267,138,1,1727333,15/08/2016 00:00,15/08/2016 00:00,ACE FIANZAS MONTERREY S.A.,15/08/2017 00:00,,ANTICIPO,525958.14,
268,140,2,657937,19/08/2016 00:00,19/08/2016 00:00,FIANZAS DORAMA S.A. DE C.V.,19/08/2017 00:00,,CUMPLIMIENTO,99680.94,
269,140,1,657930,19/08/2016 00:00,19/08/2016 00:00,FIANZAS DORAMA S.A. DE C.V.,19/08/2017 00:00,,ANTICIPO,498404.72,
270,154,2,657600,11/08/2016 00:00,11/08/2016 00:00,FIANZAS DORAMA S.A.,11/08/2017 00:00,,CUMPLIMIENTO,105191.62,
271,154,1,657597,11/08/2016 00:00,11/08/2016 00:00,FIANZAS DORAMA S.A.,11/08/2017 00:00,,ANTICIPO,525958.14,
272,151,2,656896,11/08/2016 00:00,11/08/2016 00:00,"FIANZAS DORAMA, S.A.",11/08/2017 00:00,,CUMPLIMIENTO,116213,
273,151,1,656891,11/08/2016 00:00,11/08/2016 00:00,"FIANZAS DORAMA, S.A.",11/08/2017 00:00,,ANTICIPO,581064.99,
274,152,2,88295511,11/08/2016 00:00,11/08/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,11/08/2017 00:00,,CUMPLIMIENTO,121723.68,
275,152,1,88295510,11/08/2016 00:00,11/08/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,11/08/2017 00:00,,ANTICIPO,608618.41,
276,153,2,88295511,11/08/2016 00:00,11/08/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,11/08/2017 00:00,,CUMPLIMIENTO,121723.68,
277,153,1,88295510,11/08/2016 00:00,11/08/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,11/08/2017 00:00,,ANTICIPO,608618.41,
278,155,2,1698372,11/08/2016 00:00,11/08/2016 00:00,PRIMERO FIANZAS S.A.,11/08/2017 00:00,,CUMPLIMIENTO,105191.63,
279,155,1,1698373,11/08/2016 00:00,11/08/2016 00:00,PRIMERO FIANZAS S.A.,11/08/2017 00:00,,ANTICIPO,525958.14,
280,156,2,1698372,11/08/2016 00:00,11/08/2016 00:00,PRIMERO FIANZAS S.A.,11/08/2017 00:00,,CUMPLIMIENTO,105191.63,
281,156,1,1698373,11/08/2016 00:00,11/08/2016 00:00,PRIMERO FIANZAS S.A.,11/08/2017 00:00,,ANTICIPO,525958.14,
282,157,2,1698372,11/08/2016 00:00,11/08/2016 00:00,PRIMERO FIANZAS S.A.,11/08/2017 00:00,,CUMPLIMIENTO,105191.63,
283,157,1,1698373,11/08/2016 00:00,11/08/2016 00:00,PRIMERO FIANZAS S.A.,11/08/2017 00:00,,ANTICIPO,525958.14,
284,159,2,88295255,11/08/2016 00:00,11/08/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,11/08/2017 00:00,,CUMPLIMIENTO,110702.31,
285,159,1,882952551,11/08/2016 00:00,11/08/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,11/08/2017 00:00,,ANTICIPO,553511.57,
286,175,2,3906-08942-1,11/08/2016 00:00,11/08/2016 00:00,"AFIANZADORA INSURGENTES, S.A.",11/08/2017 00:00,,CUMPLIMIENTO,105191.63,
287,175,1,3906-08941-0,11/08/2016 00:00,11/08/2016 00:00,"AFIANZADORA INSURGENTES, S.A.",11/08/2017 00:00,,ANTICIPO,525958.14,
288,176,2,3906-08942-1,11/08/2016 00:00,11/08/2016 00:00,"AFIANZADORA INSURGENTES, S.A.",11/08/2017 00:00,,CUMPLIMIENTO,105191.63,
289,176,1,3906-08941-0,11/08/2016 00:00,11/08/2016 00:00,"AFIANZADORA INSURGENTES, S.A.",11/08/2017 00:00,,ANTICIPO,525958.14,
290,158,2,3244,15/08/2016 00:00,15/08/2016 00:00,ZURICH FIANZAS MEXICO S.A. DE,15/08/2017 00:00,,CUMPLIMIENTO,37176.53,
291,158,1,3243,15/08/2016 00:00,15/08/2016 00:00,ZURICH FIANZAS MEXICO S.A. DE,15/08/2017 00:00,,ANTICIPO,111529.61,
292,181,2,1738647,16/08/2016 00:00,16/08/2016 00:00,PRIMERO FIANZAS S.A. DE C.V.,16/08/2017 00:00,,CUMPLIMIENTO,228713.43,
293,181,1,1738648,16/08/2016 00:00,16/08/2016 00:00,PRIMERO FIANZAS S.A. DE C.V.,16/08/2017 00:00,,ANTICIPO,1143567.16,
294,148,2,3018,16/08/2016 00:00,16/08/2016 00:00,"ZURICH FIANZAS MEXICO, S.A. DE",16/08/2017 00:00,,CUMPLIMIENTO,130501.5,
295,148,1,3017,16/08/2016 00:00,16/08/2016 00:00,"ZURICH FIANZAS MEXICO, S.A. DE",16/08/2017 00:00,,ANTICIPO,352507.54,
296,204,2,658322,18/08/2016 00:00,18/08/2016 00:00,FIANZAS DORAMA S.A.,18/08/2017 00:00,,CUMPLIMIENTO,55239.65,
297,204,1,658321,18/08/2016 00:00,18/08/2016 00:00,FIANZAS DORAMA S.A.,18/08/2017 00:00,,ANTICIPO,165718.97,
298,182,1,III-491259-RC,19/08/2016 00:00,19/08/2016 00:00,FIANZAS ATLAS S.A.,19/08/2017 00:00,,ANTICIPO,584224.7,
299,182,2,III-491261-RC,19/08/2016 00:00,19/08/2016 00:00,FIANZAS ATLAS S.A.,19/08/2017 00:00,,CUMPLIMIENTO,116844.93,
300,183,2,2094-08978-9,19/08/2016 00:00,19/08/2016 00:00,"AFIANZADORA INSURGENTES, S.A.",19/08/2017 00:00,,CUMPLIMIENTO,368100,
301,183,1,2094-08977-0,19/08/2016 00:00,19/08/2016 00:00,"AFIANZADORA INSURGENTES, S.A.",19/08/2017 00:00,,ANTICIPO,1840500.01,
302,160,2,III-491077-RC,19/08/2016 00:00,19/08/2016 00:00,"FIANZAS ATLAS, S.A.",19/08/2017 00:00,,CUMPLIMIENTO,178084.24,
303,160,1,III-491075-RC,19/08/2016 00:00,19/08/2016 00:00,"FIANZAS ATLAS, S.A.",19/08/2017 00:00,,ANTICIPO,534252.72,
304,149,2,III-491063-RC,19/08/2016 00:00,19/08/2016 00:00,FIANZAS ATLAS S.A.,19/08/2017 00:00,,CUMPLIMIENTO,121547.12,
305,149,1,III-491061-RC,19/08/2016 00:00,19/08/2016 00:00,FIANZAS ATLAS S.A.,19/08/2017 00:00,,ANTICIPO,364641.38,
306,161,2,3915-03627-0,19/08/2016 00:00,19/08/2016 00:00,"AFIANZADORA INSURGENTES, S.A.",19/08/2017 00:00,,CUMPLIMIENTO,18589.2,
307,161,1,3915-03626-5,19/08/2016 00:00,19/08/2016 00:00,"AFIANZADORA INSURGENTES, S.A.",19/08/2017 00:00,,ANTICIPO,55767.6,
308,162,2,1730722,23/08/2016 00:00,23/08/2016 00:00,ACA FIANZAS MONTERREY,23/08/2017 00:00,,CUMPLIMIENTO,3202978.64,
309,162,1,1730718,23/08/2016 00:00,23/08/2016 00:00,ACA FIANZAS MONTERREY,23/08/2017 00:00,,ANTICIPO,9608935.93,
310,163,2,1730426,29/08/2016 00:00,29/08/2016 00:00,ACE FIANZAS MONTERREY,29/08/2017 00:00,,CUMPLIMIENTO,3339843.61,
311,163,1,1730424,29/08/2016 00:00,29/08/2016 00:00,ACE FIANZAS MONTERREY,29/08/2017 00:00,,ANTICIPO,10019530.82,
312,221,2,1699750,23/08/2016 00:00,23/08/2016 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",23/08/2017 00:00,,CUMPLIMIENTO,966666.67,
313,221,1,1699749,23/08/2016 00:00,23/08/2016 00:00,"PRIMERO FIANZAS, S.A. DE C.V.",23/08/2017 00:00,,ANTICIPO,2900000.01,
314,187,2,III-491315-RC,24/08/2016 00:00,24/08/2016 00:00,FIANZAS ATLAS S.A.,24/08/2017 00:00,,CUMPLIMIENTO,1230014.74,
315,187,1,III-491314-RC,24/08/2016 00:00,24/08/2016 00:00,FIANZAS ATLAS S.A.,24/08/2017 00:00,,ANTICIPO,369005.24,
316,178,2,1731281,24/08/2016 00:00,24/08/2016 00:00,ACE FIANZAS MONTERREY,24/08/2017 00:00,,CUMPLIMIENTO,122136.48,
317,178,1,1731277,24/08/2016 00:00,24/08/2016 00:00,ACE FIANZAS MONTERREY,24/08/2017 00:00,,ANTICIPO,366409.44,
318,179,2,1731281,24/08/2016 00:00,24/08/2016 00:00,ACE FIANZAS  MONTERREY,24/08/2017 00:00,,CUMPLIMIENTO,122136.48,
319,179,1,1731277,24/08/2016 00:00,24/08/2016 00:00,ACE FIANZAS  MONTERREY,24/08/2017 00:00,,ANTICIPO,366409.44,
320,180,2,1731281,24/08/2016 00:00,24/08/2016 00:00,ACE FIANZAS MONTERREY,24/08/2017 00:00,,CUMPLIMIENTO,122136.48,
321,180,1,1731277,24/08/2016 00:00,24/08/2016 00:00,ACE FIANZAS MONTERREY,24/08/2017 00:00,,ANTICIPO,366409.44,
322,164,2,1744173,24/08/2016 00:00,24/08/2016 00:00,"PRIMERO FIANZAS, S.A.",24/08/2017 00:00,,CUMPLIMIENTO,122716.58,
323,164,1,1744174,24/08/2016 00:00,24/08/2016 00:00,"PRIMERO FIANZAS, S.A.",24/08/2017 00:00,,ANTICIPO,368149.75,
324,165,2,1744173,24/08/2016 00:00,24/08/2016 00:00,PRIMERO FIANZAS S.A. DE C.V.,24/08/2017 00:00,,CUMPLIMIENTO,122716.58,
325,165,1,1744174,24/08/2016 00:00,24/08/2016 00:00,PRIMERO FIANZAS S.A. DE C.V.,24/08/2017 00:00,,ANTICIPO,368149.75,
326,166,2,III-491453-RC,24/08/2016 00:00,24/08/2016 00:00,FIANZAS ATLAS S.A.,24/08/2017 00:00,,CUMPLIMIENTO,119846.58,
327,167,2,1738698,24/08/2016 00:00,24/08/2016 00:00,PRIMERO FIANZAS S.A.,24/08/2017 00:00,,CUMPLIMIENTO,828314.61,
328,167,1,1744172,24/08/2016 00:00,24/08/2016 00:00,PRIMERO FIANZAS S.A.,24/08/2017 00:00,,ANTICIPO,2484943.91,
329,205,2,2021350,24/08/2016 00:00,24/08/2016 00:00,"AFIANZADORA SOFIMEX, S.A.",24/08/2017 00:00,,CUMPLIMIENTO,130628.87,
330,205,1,2021328,24/08/2016 00:00,24/08/2016 00:00,"AFIANZADORA SOFIMEX, S.A.",24/08/2017 00:00,,ANTICIPO,391886.63,
331,168,2,88296093,29/08/2016 00:00,29/08/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,29/08/2017 00:00,,CUMPLIMIENTO,257835.79,
332,168,1,88296086,29/08/2016 00:00,29/08/2016 00:00,CHUBB DE MEXICO COMPAÑIA AFIAN,29/08/2017 00:00,,ANTICIPO,773507.37,
