Id_Contrato_Ampliacion,Id_Contrato,Numero_Ampliacion,Fecha_Firma_Ampliacion,Fecha_Inicio,Fecha_Termino,Importe,Porcentaje_Anticipo,Importe_Anticipo,Id_Formato_Ampliacion,Id_Presupuesto
1,26,1,05/08/2016 00:00,05/08/2016 00:00,13/08/2016 00:00,27992.25,0,0,1,27
2,35,1,05/08/2016 00:00,05/08/2016 00:00,20/08/2016 00:00,601987.47,0,0,1,39
3,80,1,18/08/2016 00:00,18/08/2016 00:00,27/08/2016 00:00,74883.37,0,0,1,
4,95,1,08/09/2016 00:00,08/09/2016 00:00,23/09/2016 00:00,450000.01,50,225000,1,
5,58,1,03/10/2016 00:00,03/10/2016 00:00,08/10/2016 00:00,43089.56,0,0,1,
6,72,1,05/09/2016 00:00,16/11/2016 00:00,01/11/2016 00:00,846692.97,30,254007.89,1,
7,94,1,21/10/2016 00:00,22/10/2016 00:00,04/12/2016 00:00,252518.22,0,0,1,
8,106,1,19/09/2016 00:00,07/09/2016 00:00,30/09/2016 00:00,490450.51,0,0,1,
9,61,2,07/11/2016 00:00,27/10/2016 00:00,13/11/2016 00:00,48526.12,0,0,1,272
10,71,1,03/11/2016 00:00,03/11/2016 00:00,11/11/2016 00:00,260200.16,0,0,1,
11,84,1,28/10/2016 00:00,01/11/2016 00:00,31/10/2016 00:00,47961.23,0,0,1,
12,258,1,14/12/2016 00:00,20/11/2016 00:00,19/11/2016 00:00,32595.62,0,0,1,
13,198,1,19/12/2016 00:00,25/10/2016 00:00,27/10/2016 00:00,9296.89,0,0,1,
14,170,1,06/12/2016 00:00,24/08/2016 00:00,31/12/2016 00:00,15058.52,0,0,1,
15,94,2,29/11/2016 00:00,05/12/2016 00:00,04/12/2016 00:00,245748.11,0,0,1,
16,102,1,13/12/2016 00:00,07/01/2017 00:00,08/02/2017 00:00,1508711.79,30,452613.54,1,
17,77,1,14/11/2016 00:00,20/11/2016 00:00,19/11/2016 00:00,58572.12,0,0,1,
18,91,1,05/12/2016 00:00,10/12/2016 00:00,09/12/2016 00:00,252397.29,0,0,1,
19,244,1,06/12/2016 00:00,25/12/2016 00:00,24/12/2016 00:00,116602.7,0,0,1,
21,254,1,06/12/2016 00:00,09/02/2017 00:00,10/03/2017 00:00,1435639.11,50,717819.55,1,
22,49,1,14/11/2016 00:00,01/01/2017 00:00,20/11/2016 00:00,44485.04,0,0,1,
23,320,1,20/12/2016 00:00,04/06/2017 00:00,03/06/2017 00:00,522251.7,0,0,1,
25,260,1,13/12/2016 00:00,01/01/2017 00:00,31/12/2016 00:00,46352.36,0,0,1,
26,168,1,13/12/2016 00:00,16/11/2016 00:00,31/12/2016 00:00,386095.71,0,0,1,
27,70,1,14/12/2016 00:00,27/12/2016 00:00,13/01/2017 00:00,199997.93,0,0,1,
28,282,1,14/12/2016 00:00,01/01/2017 00:00,31/12/2016 00:00,86588.16,0,0,1,
29,281,1,27/12/2016 00:00,07/11/2016 00:00,31/12/2016 00:00,312747.33,0,0,1,
30,283,1,27/12/2016 00:00,28/11/2016 00:00,31/12/2016 00:00,101214.67,0,0,1,
31,316,1,27/12/2016 00:00,28/11/2016 00:00,31/12/2016 00:00,211411.23,0,0,1,
32,263,1,20/12/2016 00:00,28/11/2016 00:00,31/12/2016 00:00,130408.04,0,0,1,
33,269,1,27/12/2016 00:00,28/11/2016 00:00,31/12/2016 00:00,81660.27,0,0,1,
34,264,1,20/12/2016 00:00,01/01/2017 00:00,31/12/2016 00:00,237857.1,0,0,1,
35,286,1,27/12/2016 00:00,21/11/2016 00:00,14/02/2017 00:00,103786,0,0,1,
36,268,1,13/12/2016 00:00,28/11/2016 00:00,31/12/2016 00:00,268948.9,0,0,1,
37,339,1,02/01/2017 00:00,21/11/2016 00:00,18/04/2017 00:00,3723826.2,0,0,1,
38,162,1,13/12/2016 00:00,29/08/2016 00:00,18/03/2017 00:00,8599550.27,30,2579865.08,1,
39,230,1,02/01/2017 00:00,03/10/2016 00:00,15/01/2017 00:00,279606.55,0,0,1,
40,306,1,23/12/2016 00:00,23/05/2017 00:00,22/05/2017 00:00,487699.39,30,146309.81,1,
41,163,1,21/12/2016 00:00,07/02/2017 00:00,04/06/2017 00:00,9911571.07,30,2973471.31,1,
42,67,1,14/11/2016 00:00,20/06/2016 00:00,22/11/2016 00:00,77191.91,0,0,1,
43,68,1,14/11/2016 00:00,20/06/2016 00:00,22/11/2016 00:00,249258.1,0,0,1,
44,295,1,23/12/2016 00:00,25/11/2016 00:00,25/05/2017 00:00,476464.52,30,142939.36,1,
45,121,1,14/12/2016 00:00,08/08/2016 00:00,07/03/2017 00:00,1548729.44,0,0,1,
46,333,1,30/12/2016 00:00,01/04/2017 00:00,31/03/2017 00:00,291962.06,30,87588.62,1,
47,323,1,30/12/2016 00:00,30/03/2017 00:00,31/03/2017 00:00,437428.38,30,131228.51,1,
49,280,1,10/01/2017 00:00,24/11/2016 00:00,21/02/2017 00:00,140836.1,0,0,1,
50,215,1,21/12/2016 00:00,14/10/2016 00:00,17/04/2017 00:00,6043777.1,0,0,1,
