Id_Contrato_Ampliacion,Id_Contrato,Numero_Ampliacion,Fecha_Firma_Ampliacion,Fecha_Inicio,Fecha_Termino,Importe,Porcentaje_Anticipo,Importe_Anticipo,Id_Formato_Ampliacion,Id_Presupuesto
51,91,2,05/12/2016 00:00,01/08/2016 00:00,09/12/2016 00:00,300000,30,90000,1,
52,315,1,12/01/2017 00:00,21/11/2016 00:00,31/05/2017 00:00,1538736.95,30,461621.08,1,
53,296,1,23/12/2016 00:00,14/11/2016 00:00,13/05/2017 00:00,463527.87,30,139058.36,1,
54,177,1,12/01/2017 00:00,23/09/2016 00:00,30/04/2017 00:00,3000943.75,30,900283.13,1,
55,275,1,14/12/2016 00:00,24/11/2016 00:00,17/04/2017 00:00,1741931.88,30,522579.56,1,
56,122,1,07/10/2016 00:00,01/08/2016 00:00,08/10/2016 00:00,22301.9,0,0,1,
57,292,1,19/01/2017 00:00,21/11/2016 00:00,24/04/2017 00:00,1061927.54,0,0,1,
58,291,1,23/01/2017 00:00,20/11/2016 00:00,26/03/2017 00:00,138723,0,0,1,
59,418,1,30/12/2016 00:00,29/12/2016 00:00,24/06/2017 00:00,1185791.51,30,355737.46,1,
60,422,1,30/12/2016 00:00,09/01/2017 00:00,03/06/2017 00:00,2094180.12,30,628254.04,1,
61,318,1,13/12/2016 00:00,21/11/2016 00:00,19/06/2017 00:00,2130650.66,30,639195.2,1,
64,81,1,30/12/2016 00:00,04/07/2016 00:00,17/01/2017 00:00,68974.31,0,0,1,
65,449,1,30/12/2016 00:00,02/01/2017 00:00,18/03/2017 00:00,326604.74,30,97981.42,1,
66,278,1,23/12/2016 00:00,21/11/2016 00:00,31/12/2016 00:00,699704.22,50,349852.11,1,
67,441,1,30/12/2016 00:00,02/01/2017 00:00,18/03/2017 00:00,228913.23,30,68673.97,1,
68,456,1,30/01/2017 00:00,02/05/2017 00:00,13/05/2017 00:00,571706.96,30,171512.09,1,
69,415,1,30/01/2017 00:00,09/01/2017 00:00,08/04/2017 00:00,468579.63,30,140573.88,1,
70,417,1,30/01/2017 00:00,09/01/2017 00:00,29/04/2017 00:00,566326.2,30,169897.86,1,
71,463,1,30/12/2016 00:00,02/01/2017 00:00,18/03/2017 00:00,328229.17,30,98468.75,1,
72,440,1,30/12/2016 00:00,02/01/2017 00:00,15/04/2017 00:00,37140.94,0,0,1,
73,484,1,30/12/2016 00:00,02/01/2017 00:00,13/05/2017 00:00,495147.87,0,0,1,
74,479,1,30/12/2016 00:00,02/01/2017 00:00,15/04/2017 00:00,214540.76,30,64362.23,1,
75,475,1,30/12/2016 00:00,09/01/2017 00:00,08/04/2017 00:00,270286.93,30,81086.08,1,
76,522,1,30/12/2016 00:00,19/12/2016 00:00,27/05/2017 00:00,564394.36,50,282197.18,1,
77,274,1,16/03/2017 00:00,07/11/2016 00:00,14/01/2017 00:00,66187.51,0,0,1,
78,289,1,22/03/2017 00:00,09/11/2016 00:00,20/03/2017 00:00,535751.22,0,0,1,
79,101,1,30/03/2017 00:00,15/01/2017 00:00,19/02/2017 00:00,1571930.19,30,471579.06,1,
80,196,1,16/03/2017 00:00,19/09/2016 00:00,10/06/2017 00:00,809998.23,0,0,1,
81,258,2,05/04/2017 00:00,26/09/2016 00:00,03/04/2017 00:00,249766.35,50,124883.16,1,
82,291,2,05/04/2017 00:00,21/11/2016 00:00,16/04/2017 00:00,521015.21,30,156304.55,1,
83,288,1,04/03/2017 00:00,21/11/2016 00:00,05/03/2017 00:00,295655,0,0,1,
84,309,1,05/04/2017 00:00,22/11/2016 00:00,25/02/2017 00:00,57810.64,0,0,1,
85,358,1,05/04/2017 00:00,19/12/2016 00:00,25/03/2017 00:00,256352.15,50,128176.08,1,
86,537,1,23/12/2016 00:00,09/11/2016 00:00,25/02/2017 00:00,188803.93,0,0,1,
87,229,1,06/12/2016 00:00,18/11/2016 00:00,11/01/2017 00:00,67036.54,50,33518.27,1,
88,519,1,16/03/2017 00:00,16/01/2017 00:00,31/05/2017 00:00,912163.68,30,273649.1,1,
89,442,1,09/04/2017 00:00,02/01/2017 00:00,08/04/2017 00:00,358709.02,50,179354.51,1,
90,439,1,07/03/2017 00:00,26/12/2016 00:00,29/05/2017 00:00,655459.86,30,196637.95,1,
91,91,3,19/04/2017 00:00,18/07/2016 00:00,20/02/2017 00:00,450827.77,0,0,1,
92,502,1,17/03/2017 00:00,23/01/2017 00:00,25/03/2017 00:00,151961.15,0,0,1,
93,374,1,25/03/2017 00:00,19/12/2016 00:00,22/04/2017 00:00,329467.76,30,98840.32,1,
94,401,1,14/06/2017 00:00,23/12/2016 00:00,23/04/2017 00:00,25520,0,0,1,
95,421,1,29/03/2017 00:00,09/01/2017 00:00,05/06/2017 00:00,11612821.75,0,0,1,
96,279,1,23/06/2017 00:00,23/10/2016 00:00,20/04/2017 00:00,106127.3,0,0,1,
97,347,1,23/06/2017 00:00,12/12/2016 00:00,11/06/2017 00:00,182800,0,0,1,
98,358,2,05/04/2017 00:00,19/12/2016 00:00,06/04/2017 00:00,106127.3,0,0,1,
99,531,1,28/06/2017 00:00,16/01/2017 00:00,25/03/2017 00:00,13404.06,0,0,1,
100,503,1,08/07/2017 00:00,16/01/2017 00:00,29/08/2017 00:00,350616.38,0,0,1,
101,343,1,18/07/2017 00:00,12/12/2016 00:00,23/07/2017 00:00,205655.38,0,0,1,
102,534,1,28/07/2017 00:00,24/11/2016 00:00,06/06/2017 00:00,11494273.73,0,0,1,
103,504,1,10/08/2017 00:00,08/03/2017 00:00,11/06/2017 00:00,69613.55,0,0,1,
104,526,1,18/08/2017 00:00,14/03/2017 00:00,26/07/2017 00:00,517059.1,30,155117.73,1,
105,465,1,03/08/2017 00:00,02/01/2017 00:00,30/12/2017 00:00,90332.56,0,0,1,
106,397,1,06/07/2017 00:00,02/02/2017 00:00,17/07/2017 00:00,2000000,30,600000,1,
107,522,2,07/07/2017 00:00,02/02/2017 00:00,11/07/2017 00:00,126046.56,0,0,1,
108,450,1,11/09/2017 00:00,17/07/2017 00:00,30/09/2017 00:00,4885195.03,30,1465558.5,1,
109,241,1,30/03/2017 00:00,26/11/2016 00:00,15/04/2017 00:00,337365.56,30,101209.66,1,
110,396,1,26/10/2017 00:00,30/01/2017 00:00,22/04/2017 00:00,109068.55,0,0,1,
111,126,1,09/11/2017 00:00,17/10/2016 00:00,04/02/2017 00:00,319836.2,0,0,1,
112,325,1,06/03/2017 00:00,12/03/2017 00:00,11/03/2017 00:00,112471.95,0,0,1,
113,466,1,27/11/2017 00:00,02/01/2017 00:00,30/12/2017 00:00,120280.37,0,0,1,
114,544,1,28/09/2017 00:00,15/03/2017 00:00,14/10/2017 00:00,140169.1,0,0,1,
115,492,1,12/02/2018 00:00,16/01/2018 00:00,02/03/2018 00:00,117764.74,0,0,1,
116,494,1,13/11/2017 00:00,24/02/2017 00:00,18/11/2017 00:00,94032.94,0,0,1,
117,241,2,01/04/2017 00:00,26/11/2016 00:00,15/04/2018 00:00,346011.78,0,0,1,
118,221,1,30/03/2018 00:00,29/08/2016 00:00,31/05/2018 00:00,1840819.82,30,552245.94,1,
119,310,1,17/07/2017 00:00,28/11/2016 00:00,18/07/2017 00:00,49908.81,0,0,1,
