Id_Descuento_Adicional,Id_Estimacion,Nombre,Importe
3,584,I.S.R.,3132.32
4,584,CEDULAR,313.23
5,1,C.N.E.C.,39.09
6,2,C.N.E.C.,12.47
7,3,C.N.E.C.,19.33
8,4,C.N.E.C.,14.39
9,5,C.N.E.C.,204.5
10,6,C.N.E.C.,10.71
11,7,C.N.E.C.,278.76
12,7,DEDUCTIVAS,8455.82
13,8,C.N.E.C.,208.97
14,8,DEDUCTIVAS,6338.75
15,9,C.N.E.C.,191.7
16,10,C.N.E.C.,142.39
17,11,C.N.E.C.,196.97
18,12,C.N.E.C.,63.57
19,13,C.N.E.C.,93.45
20,14,C.N.E.C.,97.59
21,15,C.N.E.C.,105.8
22,16,C.N.E.C.,120.43
23,17,C.N.E.C.,7.56
24,18,C.N.E.C.,106.58
25,19,C.N.E.C.,128.4
26,20,C.N.E.C.,70.78
27,20,I S R,990.99
28,20,CED Y RETEN IVA,1156.16
29,21,C.N.E.C.,73.14
30,21,I S R,1024.01
31,21,CED Y RETEN IVA,1194.68
32,22,C.N.E.C.,72.49
33,22,I S R,1014.82
34,22,CED Y RETEN IVA,1183.96
35,23,C.N.E.C.,207.19
36,23,RETENCIONES,6284.73
37,24,C.N.E.C.,115.53
38,24,RETENCIONES,3504.37
39,25,C.N.E.C.,172.73
40,26,C.N.E.C.,199.72
41,27,C.N.E.C.,128.4
42,28,C.N.E.C.,128.4
43,29,C.N.E.C.,1335.27
44,30,C.N.E.C.,51.88
45,31,C.N.E.C.,35.42
46,32,C.N.E.C.,98.89
47,32,RETENCIONES,1767.41
48,33,C.N.E.C.,89.55
49,33,RETENCIONES,2383.29
50,34,C.N.E.C.,237.46
51,35,C.N.E.C.,64
52,36,C.N.E.C.,97.15
53,37,C.N.E.C.,97.15
54,38,C.N.E.C.,97.15
55,39,C.N.E.C.,133.42
56,39,I S R,1867.86
57,39,CED Y RETEN IVA,2179.18
58,40,C.N.E.C.,107.45
59,40,I S R,1504.31
60,40,CED Y RETEN IVA,1755.03
61,41,C.N.E.C.,133.42
62,41,I S R,1867.86
63,41,CED T RETEN IVA,2179.18
64,43,C.N.E.C.,203.48
65,44,C.N.E.C.,52.66
66,45,C.N.E.C.,144.64
67,46,C.N.E.C.,56.02
68,47,C.N.E.C.,14.81
69,48,C.N.E.C.,88.26
70,49,C.N.E.C.,119.44
71,50,C.N.E.C.,75.53
72,50,I S R,1057.42
73,50,CED Y RETEN IVA,1233.65
74,51,C.N.E.C.,75.53
75,51,I S R,1057.42
76,51,CED Y RETEN IVA,1233.65
77,52,C.N.E.C.,75.53
78,52,I S R,1057.42
79,52,CED Y RETEN IVA,1233.65
80,53,C.N.E.C.,17.58
81,54,C.N.E.C.,17.58
82,55,C.N.E.C.,2297.12
83,56,C.N.E.C.,92.06
84,57,C.N.E.C.,106.84
85,58,C.N.E.C.,111.48
86,60,C.N.E.C.,132.65
87,61,C.N.E.C.,13.99
88,62,C.N.E.C.,109.31
89,63,C.N.E.C.,154.09
90,63,I S R,2157.31
91,63,CED Y RETEN IVA,2516.87
92,64,C.N.E.C.,154.09
93,64,I S R,2157.31
94,64,CED Y RETEN IVA,2516.87
95,65,C.N.E.C.,154.09
96,65,I S R,2157.31
97,65,CED Y RETEN IVA,2516.87
98,66,C.N.E.C.,69.27
99,67,C.N.E.C.,116.19
100,71,C.N.E.C.,76.2
101,72,C.N.E.C.,80.85
102,73,C.N.E.C.,3688.25
103,74,C.N.E.C.,31.95
104,75,C.N.E.C.,33.16
105,82,C.N.E.C.,66.57
106,82,RETENCIONES,2019.38
107,83,C.N.E.C.,66.57
108,83,RETENCIONES,2019.38
109,84,C.N.E.C.,66.57
110,84,RETENCIONES,2019.38
111,86,C.N.E.C.,29.77
112,88,C.N.E.C.,110.91
113,90,C.N.E.C.,19.77
114,91,C.N.E.C.,13.39
115,92,C.N.E.C.,70.8
116,93,C.N.E.C.,33.99
117,95,C.N.E.C.,106.63
118,96,C.N.E.C.,125.71
119,98,C.N.E.C.,35.23
120,101,C.N.E.C.,49.95
121,102,C.N.E.C.,59.35
122,105,C.N.E.C.,1159.16
123,106,C.N.E.C.,49.78
124,107,C.N.E.C.,136.85
125,107,I.S.R.,1915.93
126,107,IMP. CEDULAR,191.59
127,108,C.N.E.C.,93
128,108,I.S.R.,1302.05
129,108,IMP. CEDULAR,130.2
130,111,C.N.E.C.,261.16
131,112,C.N.E.C.,145.3
132,113,C.N.E.C.,6.02
133,113,1% CEDULAR,8.43
134,113,10% I.S.R.,84.29
135,114,C.N.E.C.,6.02
136,114,1% CEDULAR,8.43
137,114,10% I.S.R.,84.29
138,115,C.N.E.C.,21.75
139,115,1% CEDULAR,30.45
140,115,10% I.S.R.,304.45
141,116,C.N.E.C.,135.97
142,116,1% CEDULAR,190.35
143,116,10% I.S.R.,1903.54
144,117,C.N.E.C.,4140.17
145,119,C.N.E.C.,74.37
146,120,C.N.E.C.,88.47
147,121,C.N.E.C.,65.09
148,124,C.N.E.C.,107.44
149,126,C.N.E.C.,61.99
150,126,RETENCIONES,2686.37
151,128,C.N.E.C.,5.58
152,128,RETENCIONES,242
153,138,C.N.E.C.,1225.87
154,147,C.N.E.C.,479.3
155,147,RETENCIONES,20769.57
156,153,C.N.E.C.,3589
157,160,C.NE.C.,292.2
158,160,1% CEDULAR,409.08
159,160,10% I.S.R.,4090.79
160,161,C.N.E.C.,780.5
161,161,1% CEDULAR,1092.7
162,161,10% I.S.R.,10927.03
163,162,C.N.E.C.,1422.39
164,173,C.N.E.C.,261.1
165,174,C.N.E.C.,333.8
166,177,C.N.E.C.,535.84
167,178,C.N.E.C.,459.89
168,180,C.N.E.C.,52.56
169,181,C.N.E.C.,97.68
170,194,C.N.E.C.,80.93
171,194,RETENCIONES,3506.78
172,196,C.N.E.C.,2033.66
173,200,C.N.E.C.,593.52
174,206,C.N.E.C.,96.96
175,206,RETENCIONES,2940.98
176,207,C.N.E.C.,98.63
177,207,RETENCIONES,2991.84
178,208,C.N.E.C.,105.34
179,208,RETENCIONES,3195.26
180,209,D.I.V.O.,111.35
181,210,D.I.V.O.,1014.46
182,217,C.N.E.C.,84.79
183,218,C.N.E.C.,85.17
184,222,C.N.E.C.,174.52
185,222,RETENCIONES,7562.47
186,230,C.N.E.C.,677.71
187,233,C.N.E.C.,188.11
188,240,C.N.E.C.,1776.63
189,242,C.N.E.C.,1901.07
190,246,C.N.E.C.,15.2
191,247,C.N.E.C.,21.55
192,254,C.N.E.C.,53.84
193,255,C.N.E.C.,26.27
194,257,C.N.E.C.,95.14
195,258,C.N.E.C.,95.14
196,259,C.N.E.C.,903.35
197,267,C.N.E.C.,369.8
198,274,C.N.E.C.,527.67
199,275,C.N.E.C.,33.99
200,276,C.N.E.C.,181.43
201,277,C.N.E.C.,194.51
202,293,C.N.E.C.,8.54
203,293,I.S.R.,119.57
204,293,CEDULAR,11.96
205,294,C.N.E.C.,146.09
206,296,C.N.E.C.,23.06
207,299,C.N.E.C.,819.81
208,301,C.N.E.C.,25.05
209,303,C.N.E.C.,21.69
210,304,C.N.E.C.,146.91
211,309,C.N.E.C.,38.3
212,309,I.S.R.,536.26
213,309,CEDULAR,53.63
214,316,C.N.E.C.,342.74
215,319,C.N.E.C.,94.52
216,319,RETENCIONES,4095.87
217,327,C.N.E.C.,145.44
218,327,I.S.R.,2036.13
219,327,IMP. CEDULAR,203.61
220,328,C.N.E.C.,174
221,328,I.S.R.,2436.06
222,328,IMP. CEDULAR,243.6
223,332,CNEC,240.15
224,332,I.S.R,3362.11
225,332,CEDULAR,336.21
226,333,C.N.E.C.,1248.02
227,336,D.I.V.O.,626.97
228,337,D.I.V.O.,1043.66
229,341,C.N.E.C.,79.57
230,342,C.N.E.C.,67.06
231,345,C.NE.C.,83.07
232,345,I.S.R.,1162.92
233,345,CEDULAR,116.29
234,346,C.N.E.C.,89.91
235,346,I.S.R.,1258.74
236,346,CEDULAR,125.87
237,361,C.N.E.C.,23.27
238,362,C.N.E.C.,19.25
239,363,C.N.E.C.,23.2
240,364,C.N.E.C.,14.95
241,366,C.N.E.C.,11.74
242,367,C.N.E.C.,27.6
243,368,C.N.E.C.,164.17
244,369,C.N.E.C.,132.34
245,370,C.N.E.C.,38.25
246,371,C.N.E.C.,82.71
247,376,C.N.E.C.,290.46
248,377,C.N.E.C.,94.19
249,377,I.S.R.,1318.67
250,377,CEDULAR,131.87
251,384,C.N.E.C.,343.26
252,384,I.S.R.,4805.66
253,384,IMP. CEDULAR,480.56
254,385,C.N.E.C.,341.6
255,385,I.S.R.,4782.36
256,385,IMP. CEDULAR,478.23
257,389,CNEC,255.86
258,389,I.S.R,3582.09
259,389,CEDULAR,358.21
260,390,C.N.E.C.,741.77
261,391,C.N.E.C.,331.08
262,391,I.S.R.,4635
263,391,CEDULAR,463.51
264,392,C.N.E.C.,43.83
265,393,C.N.E.C.,33.04
266,416,CNEC,928.52
267,425,D.I.V.O.,1044.12
268,427,C.N.E.C.,212.11
269,428,C.N.E.C.,289.31
270,459,CNEC,771.82
271,471,C.N.E.C.,125.3
272,471,I.S.R.,1754.14
273,471,CEDULAR,175.41
274,472,C.N.E.C.,2594.11
275,473,C.N.E.C.,78.26
276,473,I.S.R.,1095.63
277,473,CEDULAR,109.56
278,475,C.N.E.C.,206.29
279,475,I.S.R.,2888.06
280,475,CEDULAR,288.81
281,476,C.N.E.C.,176.9
282,476,I.S.R.,2476.54
283,476,CEDULAR,247.65
284,479,CNEC,760.95
285,485,C.N.E.C.,19.96
286,486,C.N.E.C.,40.46
287,487,C.N.E.C.,55.02
288,488,C.N.E.C.,45.52
289,500,CNEC,219.62
290,500,I.S.R.,3074.68
291,500,CEDULAR,307.47
292,510,C.N.E.C.,53.71
293,510,I.S.R.,1074.17
294,510,IMP. CEDULAR,107.42
295,511,C.N.E.C.,134.95
296,511,I.S.R.,2698.94
297,511,IMP. CEDULAR,269.89
298,512,C.N.E.C.,76.99
299,512,I.S.R.,1539.81
300,512,IMP. CEDULAR,153.98
301,513,C.N.E.C.,107.2
302,513,I.S.R.,2144.07
303,513,IMP. CEDULAR,214.41
304,514,C.N.E.C.,166.55
305,514,I.S.R.,3331.07
306,514,IMP. CEDULAR,333.11
307,515,C.N.E.C.,238.52
308,515,I.S.R.,4770.38
309,515,IMP. CEDULAR,477.04
311,532,C.N.E.C.,46.43
312,533,C.N.E.C.,59.03
313,533,I.S.R.,826.49
314,533,CEDULAR,82.65
315,534,C.N.E.C.,334.8
316,534,I.S.R.,4687.22
317,534,CEDULAR,468.72
319,558,C.N.E.C.,110.64
320,609,I.S.R.,3413.67
321,609,IMPUESTO CEDULAR,341.36
322,610,10% I.S.R.,2156.41
323,610,1%IMPUESTO CEDULAR,215.64
324,622,I.S.R. ,515.58
325,622,CEDULAR,51.56
326,623,I.S.R. ,389.65
327,623,CEDULAR,38.97
334,666,I.S.R.,1258.26
335,666,CEDULAR,125.83
336,668,I.S.R.,5868.8
337,668,IMPUESTO CEDULAR,586.89
338,640,CEDULAR ,608
339,640,I.S.R.,6080
342,792,I.S.R. ,2828.45
343,792,IMPUESTO CEDULAR,282.85
344,793,I.S.R.,1773.82
345,793,IMPUESTO CEDULAR,177.38
347,805,SANCIÓN,8163.44
362,853,CEDULAR 1% ,148.6
363,853,I.S.R 10%,1485.93
367,870,I.S.R. ,7253.87
368,870,CEDULAR,725.39
369,870,I.V.A. RETENIDO,7737.48
370,884,I.S.R.,3554.95
371,884,CEDULAR,355.49
372,884,I.V.A. RETENIDO,3791.95
373,898,I.S.R.,1267.97
374,898,IMPUESTO CEDULAR,126.8
375,899,I.S.R. 10%,4587.11
376,899,IMPUESTO CEDULAR 1%,458.71
377,901,10% I.S.R.,1017.83
378,901,1% IMP. CEDULAR,101.78
381,902,I.S.R.,879.24
382,902,IMP. CEDULAR,87.92
383,904,I.S.R.,324.53
384,904,CEDULAR,32.45
389,922,I.S.R.,6000
390,922,CEDULAR,600
395,966,SANCION,17529.6
396,970,I.S.R.,2984.98
397,970,CEDULAR,298.5
404,989,I.S.R. 10%,3116.9
405,989,IMP. CEDULAR ,311.69
406,990,I.S.R.,2100.63
407,990,IMPUESTO CEDULAR,210.06
409,1025,SANCIÓN ADMINISTRATIVA,18113.92
410,1028,I.S.R.,1511.62
411,1028,IMPUESTO CEDULAR,151.16
422,1079,I.S.R. ,763.36
423,1079,IMPUESTO CEDULAR,76.34
10413,1095,1% CEDULAR,3.42
10414,1095,10% I.S.R.,34.18
10415,1095,10.6667% RET. DEL I.V.A ,36.46
10416,1096,1% CEDULAR,1.32
10417,1096,10% I.S.R.,13.15
10418,1096,10.6667% RET. DEL I.V.A.,14.03
10419,1097,1% CEDULAR,3.42
10420,1097,10% I.S.R.,34.18
10421,1097,10.6667% RET. DEL I.V.A.,36.46
10422,1100,1% CEDULAR,1.43
10423,1100,10% I.S.R.,14.23
10424,1100,10.6667% RET. DEL I.V.A.,15.17
10425,1101,1% CEDULAR,0.15
10426,1101,10% I.S.R.,1.42
10427,1101,10.6667% RET. DEL I.V.A.,1.51
10433,1107,I.S.R.,3224.01
10434,1107,IMPUESTO CEDULAR,322.4
10435,1108,I.S.R.,6979.99
10436,1108,IMPUESTO CEDULAR,697.99
10437,1109,I.S.R.,4692.87
10438,1109,IMPUESTO CEDULAR,469.28
10449,1116,1% CEDULAR,948.57
10450,1116,10% I.S.R. ,9485.71
10451,1124,I.S.R.,2638.01
10452,1124,IMPUESTO CEDULAR,263.8
