Id_Obra_Recurso,Id_Obra,Id_Recurso_Partida,Porcentaje_Aportacion,Importe_Autorizado,Observaciones,Movimiento,No_Registro_Obrasi,Numero_Oficio,Fecha_Oficio
178,123,26,30,393323.15,,INICIAL,161,S/N,02/01/2016 00:00
179,123,25,70,911691.92,,INICIAL,160,S/N,02/01/2016 00:00
180,169,3,100,552396.54,,INICIAL,221,S/N,02/01/2016 00:00
181,149,26,30,352163.13,,INICIAL,197,S/N,02/01/2016 00:00
182,149,25,70,816286.26,,INICIAL,196,S/N,02/01/2016 00:00
183,150,26,30,1109429.73,,INICIAL,199,S/N,02/01/2016 00:00
184,150,25,70,2571570.28,,INICIAL,198,S/N,02/01/2016 00:00
185,131,6,100,1780842.41,,INICIAL,174,S/N,02/01/2016 00:00
186,124,6,100,1215471.28,,INICIAL,162,S/N,02/01/2016 00:00
187,132,2,100,185892,,INICIAL,175,S/N,02/01/2016 00:00
188,133,29,100,32029786.43,,INICIAL,176,S/N,02/01/2016 00:00
189,134,30,100,33398436.06,,INICIAL,177,S/N,02/01/2016 00:00
190,185,39,100,9666666.69,,INICIAL,237,S/N,02/01/2016 00:00
191,153,28,100,1230017.46,,INICIAL,204,S/N,02/01/2016 00:00
192,147,28,100,1221364.8,,INICIAL,193,S/N,02/01/2016 00:00
193,135,28,100,1227165.84,,INICIAL,178,S/N,02/01/2006 00:00
194,136,28,100,1198465.81,,INICIAL,179,S/N,02/01/2016 00:00
195,137,6,100,8283146.38,,INICIAL,180,S/N,02/01/2016 00:00
196,170,6,100,1306288.78,,INICIAL,222,S/N,02/01/2016 00:00
197,138,6,100,2578357.91,,INICIAL,182,S/N,02/01/2016 00:00
198,139,6,100,4113463.88,,INICIAL,183,S/N,02/01/2016 00:00
199,140,2,100,362480.44,,INICIAL,184,S/N,02/01/2016 00:00
200,154,28,100,1176721.94,,INICIAL,205,S/N,02/01/2016 00:00
201,161,35,100,699657.24,,INICIAL,213,S/N,02/01/2016 00:00
202,155,28,100,1214351.01,,INICIAL,206,S/N,02/01/2016 00:00
203,160,20,100,595847.3,,INICIAL,212,S/N,02/01/2016 00:00
204,151,26,30,673236.36,,INICIAL,201,S/N,02/01/2016 00:00
205,151,25,70,1560508.6,,INICIAL,200,S/N,02/01/2016 00:00
206,146,31,100,12492147.45,,INICIAL,192,S/N,02/01/2016 00:00
207,143,20,100,119738.31,,INICIAL,188,S/N,02/01/2016 00:00
208,162,20,100,337412.81,,INICIAL,214,S/N,02/01/2016 00:00
209,163,20,100,213438.67,,INICIAL,215,S/N,02/01/2016 00:00
210,165,20,100,163933.27,,INICIAL,217,S/N,02/01/2016 00:00
211,142,2,100,333378.88,,INICIAL,186,S/N,02/01/2016 00:00
212,144,2,100,1468406.42,,INICIAL,189,S/N,02/01/2016 00:00
213,141,2,100,162830.68,,INICIAL,185,S/N,02/01/2016 00:00
214,152,26,30,632873.11,,INICIAL,203,S/N,02/01/2016 00:00
215,152,25,70,1466949.76,,INICIAL,202,S/N,02/01/2016 00:00
216,173,32,100,1278515.2,,INICIAL,225,S/N,02/01/2016 00:00
217,174,32,100,633151.48,,INICIAL,226,S/N,02/01/2016 00:00
218,175,32,100,695519.85,,INICIAL,227,S/N,02/01/2016 00:00
219,156,32,100,1065957.73,,INICIAL,207,S/N,02/01/2016 00:00
220,176,32,100,1124114.36,,INICIAL,228,S/N,02/01/2016 00:00
221,177,32,100,700881.05,,INICIAL,229,S/N,02/01/2016 00:00
222,189,40,100,676066.04,,INICIAL,241,S/N,02/01/2016 00:00
223,171,2,100,336489.67,,INICIAL,223,S/N,02/01/2016 00:00
224,166,33,100,979479.58,,INICIAL,218,S/N,02/01/2016 00:00
225,167,33,100,391971.83,,INICIAL,219,S/N,02/01/2016 00:00
226,157,33,100,426842.4,,INICIAL,208,S/N,02/01/2016 00:00
227,172,2,100,1879797.77,,INICIAL,224,S/N,02/01/2016 00:00
228,180,41,100,43956222.9,,INICIAL,232,S/N,02/01/2016 00:00
229,164,33,100,540612.8,,INICIAL,216,S/N,02/01/2016 00:00
230,158,34,100,1207833.89,,INICIAL,209,S/N,02/01/2016 00:00
231,168,36,100,900938.26,,INICIAL,220,S/N,02/01/2016 00:00
232,178,37,100,1205493.34,,INICIAL,230,S/N,02/01/2016 00:00
233,179,38,100,660503.98,,INICIAL,231,S/N,02/01/2016 00:00
234,159,26,30,341061.11,,INICIAL,211,S/N,02/01/2016 00:00
235,159,25,70,790552.66,,INICIAL,210,S/N,02/01/2016 00:00
236,186,1,100,209224.15,,INICIAL,238,S/N,02/01/2016 00:00
237,181,2,100,2314405.4,,INICIAL,233,S/N,02/01/2016 00:00
238,187,1,100,135172.71,,INICIAL,239,S/N,02/01/2016 00:00
239,182,42,100,243537.82,,INICIAL,234,S/N,02/01/2016 00:00
240,183,16,100,68946.24,,INICIAL,235,S/N,02/01/2016 00:00
241,184,2,100,547190.39,,INICIAL,236,S/N,02/01/2016 00:00
242,188,8,100,1203971.25,,INICIAL,240,S/N,02/01/2016 00:00
243,190,8,100,1203971.25,,INICIAL,NULL,S/N,01/01/2016 00:00
244,191,43,100,85612.86,,INICIAL,NULL,S/N,27/09/2016 00:00
247,192,44,100,860201.9,,INICIAL,NULL,S/N AMPLIACIÓN,18/01/2016 00:00
249,193,44,100,432668.63,,INICIAL,NULL,S/N AMPLIACIÓN,18/01/2016 00:00
250,194,44,100,548839.09,,INICIAL,NULL,S/N AMPLIACIÓN,18/01/2016 00:00
251,195,44,100,4064360.89,,INICIAL,NULL,S/N AMPLIACIÓN,18/01/2016 00:00
252,196,45,100,1168401.24,,INICIAL,NULL,S/N AMPLIACIÓN,18/01/2016 00:00
253,197,45,100,1069072.63,,INICIAL,NULL,S/N AMPLIACIÓN,18/01/2016 00:00
254,198,45,100,1205392.9,,INICIAL,NULL,S/N AMPLIACIÓN,18/01/2016 00:00
255,199,2,100,145845.28,,INICIAL,NULL,S/N AMPLIACIÓN,18/01/2016 00:00
256,200,2,100,337300.1,,INICIAL,NULL,S/N,04/10/2016 00:00
257,201,8,100,1203971.25,,INICIAL,NULL,S/N,13/10/2016 00:00
258,202,34,100,1179639.79,,INICIAL,NULL,S/N,23/09/2016 00:00
259,203,2,100,232474.24,,INICIAL,NULL,S/N,04/10/2016 00:00
260,204,2,100,149057.52,,INICIAL,NULL,S/N,20/10/2016 00:00
261,205,1,100,224137.64,,INICIAL,NULL,S/N,23/09/2016 00:00
262,206,1,100,135172.71,,INICIAL,NULL,S/N,27/09/2016 00:00
263,207,2,100,253896.43,,INICIAL,NULL,SN,18/11/2016 00:00
264,208,3,100,989129.76,,INICIAL,NULL,S/N,20/10/2016 00:00
265,209,44,100,1483397.3,,INICIAL,NULL,SN,18/11/2016 00:00
266,210,2,100,253429.43,,INICIAL,NULL,S/N,07/11/2016 00:00
267,211,1,100,3669580.2,,INICIAL,NULL,S/N,21/10/2016 00:00
268,42,10,100,43089.56,,AMPLIACION,NULL,AMPLIACIÓN 1,03/10/2016 00:00
269,54,6,36,307323.07,,AMPLIACION,NULL,AMPLIACION 1,18/11/2016 00:00
270,54,7,18,153661.54,,AMPLIACION,NULL,AMPLIACION 1,18/11/2016 00:00
271,54,23,46,385708.36,,AMPLIACION,NULL,AMPLIACION 1,18/11/2016 00:00
272,75,17,100,252518.22,,AMPLIACION,NULL,AMPLIACION 1,21/10/2016 00:00
273,86,11,100,490450.51,,AMPLIACION,NULL,AMPLIACION 1,19/09/2016 00:00
274,212,33,100,546588.9,,INICIAL,NULL,S/N,13/10/2016 00:00
276,213,2,100,275317.25,,INICIAL,NULL,S/N,04/01/2016 00:00
278,215,46,100,1254825.6,,INICIAL,NULL,S/N AMPLIACIÓN,13/01/2016 00:00
10280,45,6,66.66,32347.51,,AMPLIACION,NULL,AMPLIACION 1,07/11/2016 00:00
10281,45,7,33.34,16178.61,,AMPLIACION,NULL,AMPLIACION 1,07/11/2016 00:00
10282,218,47,100,3631721.59,,INICIAL,NULL,S/N,18/01/2016 00:00
10283,219,47,100,4338876.57,,INICIAL,NULL,S/N,25/01/2016 00:00
10284,220,47,100,2715608.49,,INICIAL,NULL,S/N,25/01/2016 00:00
10285,221,47,100,1628360.94,,INICIAL,NULL,S/N,25/01/2016 00:00
10288,223,47,100,699229.42,,INICIAL,NULL,S/N,25/01/2016 00:00
10289,224,47,100,2877851.1,,INICIAL,NULL,S/N,25/01/2016 00:00
10290,225,1,100,1110663.75,,INICIAL,NULL,S/N,10/11/2016 00:00
10291,226,2,100,253429.43,ALX  2/12/16,INICIAL,NULL,S/N,04/01/2016 00:00
10293,228,49,100,7258068.12,,INICIAL,NULL,S/N,04/01/2016 00:00
10294,229,50,100,1100000,,INICIAL,NULL,S/N,04/01/2016 00:00
10295,230,51,100,38455726.98,,INICIAL,NULL,S/N,04/01/2016 00:00
10296,231,46,100,1480618.88,,INICIAL,NULL,S/N,04/01/2016 00:00
10297,232,52,100,2028788.93,,INICIAL,NULL,S/N,02/12/2016 00:00
10299,234,54,100,1354079.58,ALX 06/12/16,INICIAL,NULL,S/N,04/01/2016 00:00
10300,235,55,100,1028616.82,,INICIAL,NULL,S/N,04/01/2016 00:00
10302,237,57,100,1178346.91,,INICIAL,NULL,S/N,04/01/2016 00:00
10303,238,58,100,3216461.63,,INICIAL,NULL,S/N,04/01/2016 00:00
10304,239,59,100,6191038.99,,INICIAL,NULL,S/N,04/01/2016 00:00
10305,240,60,100,634399.87,,INICIAL,NULL,S/N,04/01/2016 00:00
10308,53,6,66.66,173449.43,,AMPLIACION,NULL,S/N AMPLIACION1,04/01/2016 00:00
10310,66,6,66.66,31970.96,,AMPLIACION,NULL,S/N AMPLIACION 1,04/01/2016 00:00
10313,243,2,100,102874.43,,INICIAL,NULL,S/N,11/01/2016 00:00
10314,244,1,100,3389409.28,,INICIAL,NULL,S/N,11/01/2016 00:00
10315,245,1,100,1278997.37,,INICIAL,NULL,S/N,11/01/2016 00:00
10316,246,1,100,1148791.26,,INICIAL,NULL,S/N,11/01/2016 00:00
10318,247,63,50,1600395.49,,INICIAL,NULL,S/N,04/01/2016 00:00
10319,247,62,50,1600395.5,,INICIAL,NULL,S/N,04/01/2016 00:00
10320,248,64,100,3020986.85,,INICIAL,NULL,S/N,04/01/2016 00:00
10321,249,65,100,19316472.13,,INICIAL,NULL,S/N,18/01/2016 00:00
10322,250,66,100,12380516.45,,INICIAL,NULL,S/N,18/01/2016 00:00
10323,251,67,100,260826.57,,INICIAL,NULL,S/N,18/01/2016 00:00
10324,252,67,100,220930.51,,INICIAL,NULL,S/N,18/01/2016 00:00
10325,253,68,100,14347293.08,,INICIAL,NULL,S/N,18/01/2016 00:00
10326,254,67,100,366753.15,,INICIAL,NULL,S/N,18/01/2016 00:00
10327,255,67,100,92800,,INICIAL,NULL,S/N,18/01/2016 00:00
10328,256,67,100,69600,,INICIAL,NULL,S/N,18/01/2016 00:00
10329,257,67,100,69600,,INICIAL,NULL,S/N,18/01/2016 00:00
10330,258,69,100,891573.09,,INICIAL,NULL,S/N,18/01/2016 00:00
10331,259,1,100,1110663.75,,INICIAL,NULL,S/N,18/01/2016 00:00
10332,260,42,100,524123.16,,INICIAL,NULL,S/N,18/01/2016 00:00
10333,261,67,100,608579.52,,INICIAL,NULL,S/N,18/01/2016 00:00
10334,262,1,100,1430237.25,,INICIAL,NULL,S/N,18/01/2016 00:00
10335,263,70,100,2420925.1,,INICIAL,NULL,S/N,18/01/2016 00:00
10336,264,2,100,278651.63,,INICIAL,NULL,S/N,18/01/2016 00:00
10337,265,1,100,1421919.65,,INICIAL,NULL,S/N,18/01/2016 00:00
10338,266,71,100,6877748.3,,INICIAL,NULL,S/N,18/01/2016 00:00
10339,267,72,100,425284.68,,INICIAL,NULL,S/N,18/01/2016 00:00
10340,268,26,100,2519841.67,,INICIAL,NULL,S/N,18/01/2016 00:00
10341,269,26,100,3227666.82,,INICIAL,NULL,S/N,18/01/2016 00:00
10342,270,1,100,2596981.32,,INICIAL,NULL,S/N,18/01/2016 00:00
10343,271,73,100,1013870.76,,INICIAL,NULL,,12/12/2016 00:00
10344,272,73,100,762945.54,,INICIAL,NULL,S/N,01/02/2016 00:00
10345,273,73,100,768477.53,,INICIAL,NULL,S/N,01/02/2016 00:00
10346,274,67,100,196111.05,,INICIAL,NULL,S/N,18/01/2016 00:00
10347,275,74,100,294782.26,,INICIAL,NULL,S/N,18/01/2016 00:00
10348,276,67,100,199971.6,,INICIAL,NULL,S/N,18/01/2016 00:00
10349,277,73,100,380048.84,,INICIAL,NULL,S/N,01/02/2016 00:00
10350,278,73,100,782809.37,,INICIAL,NULL,S/N,01/02/2016 00:00
10351,279,73,100,994152.66,,INICIAL,NULL,S/N,01/02/2016 00:00
10352,227,48,50,249999.87,,INICIAL,NULL,,13/12/2016 00:00
10353,227,63,50,249999.87,,INICIAL,NULL,,13/12/2016 00:00
10356,216,50,100,829978.85,,INICIAL,NULL,S/N,04/01/2016 00:00
10357,233,53,100,7533809.94,,INICIAL,NULL,S/N,18/01/2016 00:00
10358,280,1,100,1530917.83,,INICIAL,NULL,S/N,08/02/2016 00:00
10359,281,75,100,4542844.34,,INICIAL,NULL,S/N,18/01/2016 00:00
10360,282,54,100,739808.85,,INICIAL,NULL,S/N,08/02/2016 00:00
10361,283,73,100,1056510.22,,INICIAL,NULL,S/N,08/02/2016 00:00
10362,284,67,100,159615.01,,INICIAL,NULL,S/N,08/02/2016 00:00
10363,285,76,100,181873.24,,INICIAL,NULL,S/N,08/02/2016 00:00
10365,287,20,100,11269741.45,,AMPLIACION,NULL,S/N AMPLIACIÓN,01/11/2016 00:00
10366,288,77,100,657548.75,,INICIAL,NULL,S/N,08/02/2016 00:00
10367,289,20,100,775564.54,,INICIAL,NULL,S/N,08/02/2016 00:00
10368,163,20,100,9296.89,,AMPLIACION,NULL,S/N AMP,08/02/2017 00:00
10370,290,1,100,1342936.13,,INICIAL,NULL,S/N,08/02/2017 00:00
10371,291,46,100,636670.54,,INICIAL,NULL,S/N,08/02/2017 00:00
10372,292,32,100,82760.2,CAPTURADO 19/12/2016 ALMA,INICIAL,NULL,S/N,08/02/2017 00:00
10373,140,2,100,15058.52,,AMPLIACION,NULL,S/N AMPLIACION,01/11/2016 00:00
10374,34,2,100,44485.04,CAPTURADO 20/12/2016 ALMA,AMPLIACION,NULL,S/N AMPLIACION,08/02/2017 00:00
