Id_Presupuesto,Id_Obra,Nombre,Tipo_Presupuesto,Id_Modalidad,Fecha_Adjudicacion,Id_Presupuesto_Pertenece,Clave,Numero_Ampliacion
1,1,B-5051-236-6141-H/0001/2016-1  PROYECTO EJECUTIVO DE LA PAVIMENTACIÓN DE LA CALLE: ESTRELLA BOREAL TRAMO: HORIZONTE - LUCERO COL. MIRADOR CAMPESTRE,ORIGINAL,1,12/01/2016 00:00,,0,0
2,1,"B-5051-236-6141-H/0001/2016-2  PROYECTO EJECUTIVO DE LA PAVIMENTACIÓN DE LA CALLE: CARACAS TRAMO: BLVD. CUZCO - BAHÍA BLANCA, COL. LA CARMONA.",ORIGINAL,1,12/01/2016 00:00,,0,0
3,1,B-5051-236-6141-H/0001/2016-3  PROYECTO EJECUTIVO DE LA PAVIMENTACIÓN DE LA CALLE: 2 DE ABRIL TRAMO: HILARIO MEDINA - 8 DE MARZO  COL. REAL DE SAN ANTONIO,ORIGINAL,1,12/01/2016 00:00,,0,0
4,3,"B-5051-236-6141-H/0002/2016-1  PROYECTO EJECUTIVO DE LA PAVIMENTACIÓN DE LA CALLE: LOMAS DE LA HACIENDA, TRAMO: LOMAS DE LAS BUGAMBILIAS A LOMAS DE LAS DALIAS COL. LOMAS DE MEDINA",ORIGINAL,1,12/01/2016 00:00,,0,0
5,3,B-5051-236-6141-H/0002/2016-2  PROYECTO EJECUTIVO DE LA PAVIMENTACIÓN DE LA CALLE: LOMAS DE LA HACIENDA TRAMO: LOMAS DE LAS PETUNIAS A LOMAS DE LAS BUGAMBILIAS COL. LOMAS DE MEDINA,ORIGINAL,1,12/01/2016 00:00,,0,0
6,3,B-5051-236-6141-H/0002/2016-3  PROYECTO EJECUTIVO DE LA PAVIMENTACIÓN DE LA CALLE: LOMAS DE LA HACIENDA TRAMO: LOMAS DE AGUA BRAVA A LOMAS DE LAS PETUNIAS COL. LOMAS DE MEDINA,ORIGINAL,1,12/01/2016 00:00,,0,0
7,4,B-5051-236-6141-H/0003/2016-1  PROYECTO EJECUTIVO DE LA CALLE: CASTILLO DE WINDSOR TRAMO: BLVD. HIDALGO A BLVD. HIDALGO COL. LOMAS DE LOS CASTILLOS.,ORIGINAL,1,12/01/2016 00:00,,0,0
8,4,B-5051-236-6141-H/0003/2016-2  PROYECTO EJECUTIVO DE LA CALLE: SAN JOSÉ MAIPO TRAMO: SAN JOSÉ DEL REFUGIO A SAN JOSÉ DE COSTA RICA COL. REFUGIO DE SAN JOSE.,ORIGINAL,1,12/01/2016 00:00,,0,0
9,2,"B-5051-236-6141-H/0004/2016-1  PROYECTO EJECUTIVO DE LA CALLE: DOGMA CATÓLICO TRAMO: DE LA SAGRADA FAMILIA - RIO DE LOS CASTILLOS, COL. SANTA CECILIA.",ORIGINAL,1,18/01/2016 00:00,,0,0
10,2,B-5051-236-6141-H/0004/2016-2  PROYECTO EJECUTIVO DE LA CALLE: PIÑONCILLO  TRAMO: PASEO DE LA PRESA  - RIO DE LOS CASTILLOS COL.. VALLE HERMOSO,ORIGINAL,1,18/01/2016 00:00,,0,0
11,2,B-5051-236-6141-H/0004/2016-3  PROYECTO EJECUTIVO DE LA CALLE: PRESA GUADALUPE TRAMO: PASEO DE LA PRESA - RIO DE LOS CASTILLOS COL. RIVERA DE LA PRESA,ORIGINAL,1,18/01/2016 00:00,,0,0
12,6,B-5051-236-6141-H/0005/2016-1  PROYECTO EJECUTIVO DE LA CALLE: MADRE CARMEN TRAMO: MADRE MARINA - TOPAR CON MERCADO COL. DIEZ DE MAYO.,ORIGINAL,1,28/01/2016 00:00,,0,0
13,6,"B-5051-236-6141-H/0005/2016-2  PROYECTO EJECUTIVO DE LA CALLE: PIÑONCILLO TRAMO: DULCINEA DEL TOBOSO - BLVD. PASEO DE LA PRESA, COL. VALLE HERMOSO",ORIGINAL,1,28/01/2016 00:00,,0,0
14,5,B-5051-236-6141-H/0006/2016-1  PROYECTO EJECUTIVO DE LA CALLE: ANDADOR CRESTERIA TRAMO: CRESTERIA - PIRAMIDE COL. LA PIRAMIDE,ORIGINAL,1,04/02/2016 00:00,,0,0
15,5,B-5051-236-6141-H/0006/2016-2  PROYECTO EJECUTIVO DE LA CALLE: PIRAMIDE TRAMO: AV. GUANAJUATO - ALFARDA COL. LA PIRAMIDE,ORIGINAL,1,04/02/2016 00:00,,0,0
16,7,A-2510-315-6141-H/0007/2016  PROYECTO EJECUTIVO DEL BLVD. LA LUZ; TRAMO DE BLVD. VICENTE VALTIERRA A BLVD. DUARTE (1ERA ETAPA),ORIGINAL,1,29/02/2016 00:00,,0,0
17,8,B-5051-236-6141-H/0008/2016-1  PROYECTO EJECUTIVO DE LA CALLE: HADES TRAMO: EROS - CLOTO COL. LA ERMITA,ORIGINAL,1,02/03/2016 00:00,,0,0
18,8,B-5051-236-6141-H/0008/2016-2  PROYECTO EJECUTIVO DE LA CALLE: CERRO ESCONDIDO TRAMO: CERRO DEL CUBO - TOPAR CON ESCUELA COL. SAN ISIDRO LABRADOR,ORIGINAL,1,02/03/2016 00:00,,0,0
19,10,A-2510-315-6221-H/0009/2016  ESTUDIO DE MECANICA DE SUELOS PARA INSTALACIONES DE POLICIA MONTADA EN EL POBLADO DE IBARRILLA,ORIGINAL,1,14/03/2016 00:00,,0,0
20,11,A-2510-315-6221-H/0010/2016  ESTUDIO DE MECANICA DE SUELOS PARA EL EDIFICIO DE ESTACION DE BOMBEROS TRAMO: CALLE SANTA CROCCE A BLVD. SANTA CROCCE COL. INDUSTRIAL SANTA CROCCE,ORIGINAL,1,14/03/2016 00:00,,0,0
21,9,A-2510-315-6221-E/0011/2016  AJUSTE CLAVES DE PRESUPUESTO CON RELACIÓN AL CATALOGO DE LA SECRETARIA DE OBRA PUBLICA DE GUANAJUATO,ORIGINAL,1,14/03/2016 00:00,,0,0
22,13,B-5051-236-6141-H/0012/2016  PROYECTO EJECUTIVO DE LA CALLE 2 DE ENERO TRAMO: BLVD. HILARIO MEDINA A EPISTOLAS COL. VALLE DEL CONSUELO / PRESITOS DEL CONSUELO,ORIGINAL,1,14/04/2016 00:00,,0,0
23,12,"A-2610-316-6121-E/0013/2016  CONSTRUCCIÓN DE 98 GAVETAS INFANTILES EN PANTEÓN SAN NICOLAS LEÓN, GTO; CONSTRUCCIÓN DE 266 OSARIOS EN PANTEÓN SAN NICOLÁS, LEON, GTO; CONSTRUCCION DE 266 OSARIOS EN PANTEÓN NORTE, LEON, GTO; CONSTRUCCIÓN DE 50 OSARIOS EN PANTEÓN SANTA ANA DEL CONDE, LEON,. GTO.",ORIGINAL,1,15/04/2016 00:00,,0,0
