Id_Contrato_Recurso,Id_Contrato,Id_Recurso_Partida,Porcentaje_Aportacion,Importe_Autorizado,Id_Contrato_Ampliacion
363,316,47,100,1836397.55,
20675,527,101,100,294085.9,
60648,289,56,100,535751.22,78
10502,375,89,100,800527.05,
60647,274,106,100,66187.51,77
109,85,7,33.33,547564.18,
167,135,6,100,654869.83,
244,188,28,100,783920.3,
80681,545,106,100,28515.35,
26,25,6,66.67,445710.11,
80723,383,86,100,51836.2,
80685,546,106,100,34127.19,
93,75,6,66.67,1010614.41,
182,146,6,100,1640153.2,
10474,333,26,100,291962.06,46
380,198,20,100,9296.89,13
288,106,11,100,490450.51,8
188,150,25,69.86,2436040.63,
19,19,3,100,16313.06,
357,310,1,100,1430237.25,
20608,417,90,100,566326.2,70
11,11,1,100,102003.29,
10588,454,67,100,158062.5,
10480,366,89,100,941964.22,
80732,566,108,100,35453.45,
154,123,24,100,22825153.7,
247,191,32,100,1065957.73,
274,217,42,100,243537.82,
211,165,28,100,655171.09,
377,330,1,100,2596981.32,
10525,394,26,100,979936.11,
80689,550,108,100,12347.02,
156,125,6,100,1112424.76,
448,264,84,27.78,66076.71,34
20668,521,2,100,158062.5,
152,26,23,100,27992.25,1
300,259,50,100,1100000,
20636,489,2,100,158062.5,
70655,537,56,100,188803.93,86
80704,555,108,100,31920.88,
80705,556,106,100,7147.08,
80726,389,86,100,224616.19,
346,299,69,100,891573.09,
10570,437,2,100,99420.54,
317,275,49,100,7258068.12,
421,282,47,27.78,24054.19,28
12,12,1,100,95685.35,
119,91,15,100,2357164.21,
184,148,26,30.14,393323.15,
385,334,67,100,92800,
206,160,6,100,1780842.41,
240,185,25,69.86,1100212.32,
324,280,57,100,1178346.91,
215,168,6,100,2578357.91,
277,220,2,100,416442.01,
316,274,63,50,249999.87,
10544,412,26,100,1856007.63,
313,272,2,100,126256.57,
312,271,2,100,127172.86,
10495,368,89,100,1229513.67,
227,177,31,100,12492147.45,
113,87,2,100,132922.71,
10486,177,31,100,3000943.75,54
10547,415,90,100,2400563.09,
80687,548,106,100,2468.73,
173,138,25,69.86,734875.48,
80655,442,109,100,358709.02,89
8,8,1,100,109764.26,
275,218,16,100,68946.24,
20671,523,20,100,561390.19,
10554,421,92,100,14405148.41,
20631,479,26,100,214540.76,74
20629,485,9,100,1378174.02,
20633,486,87,100,440485.48,
108,84,6,66.67,1177059.58,
141,111,20,100,81177.67,
71,61,7,33.34,457576.18,
246,190,28,100,1214351.01,
10539,407,2,100,127172.86,
10503,376,89,100,888124.69,
80697,522,95,100,126046.56,107
289,61,6,66.66,32347.51,9
50642,533,67,100,196111.05,
80718,466,46,100,120280.37,113
114,88,2,100,620294.49,
123,94,17,100,1738342.01,
180,144,6,100,1250050.41,
10468,306,68,100,487699.39,40
41,34,7,33.33,383197,
10530,398,88,100,1500176.36,
236,183,25,69.86,2571570.28,
20635,488,2,100,81420.64,
106,83,6,66.67,1403339.38,
234,182,25,69.86,816286.26,
10590,456,26,100,2448506.92,
10490,84,23,33.34,15990.27,11
52,44,2,100,108919.65,
10491,347,95,100,1460019.09,
80672,421,115,48,5594851.6,95
10571,438,78,100,2751060.59,
20649,502,100,100,272342.57,
132,102,19,100,7491288.21,
103,82,7,33.33,1272403.33,
264,207,2,100,1879797.77,
10513,385,88,100,1215592.42,
20673,525,20,100,990273.96,
38,32,6,66.67,820292.57,
137,107,13,100,253274.33,
286,72,23,46,385708.36,6
10467,365,1,100,1664226.75,
168,136,26,30.14,749095.21,
396,338,76,100,181873.24,
53,45,2,100,108919.65,
112,86,6,66.67,1448203.6,
20640,493,97,100,511338.46,
80693,551,108,100,611.51,
358,311,1,100,1278997.37,
20646,499,6,100,538294.59,
70650,291,106,100,521015.21,82
80686,547,106,100,2278.72,
86,71,7,33.33,633053.4,
166,134,2,100,643210.12,
232,181,25,69.86,1597806.75,
60650,196,35,100,809998.23,80
49,41,2,100,155823.73,
463,268,83,16.66,44806.87,36
219,172,2,100,333378.88,
320,278,62,50,1600395.5,
430,283,82,27.78,28117.44,30
213,167,6,100,8283146.38,
309,268,47,100,2023681.49,
30642,532,73,100,380048.84,
80728,494,2,100,94032.94,116
80730,565,108,100,8488.35,
10545,413,20,100,720009.96,
10598,463,90,100,1945215.83,
145,115,6,100,635764.69,
10482,315,59,100,1538736.95,52
80691,465,69,100,90332.56,105
10496,369,89,100,810766.79,
259,202,33,100,391971.83,
10575,442,81,100,1847633.07,
60649,101,18,100,1571930.19,79
200,156,25,69.86,386776.57,
80724,386,86,100,40218.86,
149,119,6,100,532370.16,
194,153,25,69.86,38653.16,
460,263,84,27.78,36227.37,32
402,343,54,100,739808.85,
20656,509,101,100,227690.95,
10600,318,104,0.45,9664.46,61
80656,439,106,100,655459.86,90
10579,446,26,100,1029880.83,
80737,569,78,100,268179.68,
80665,541,2,100,146317.75,
80720,544,20,100,140169.1,114
450,268,47,27.78,74714,36
20623,479,26,100,2268241.31,
20662,515,101,100,496513.57,
181,145,6,100,2042184.82,
187,150,26,30.14,1050959.37,
10526,395,26,100,1330233.64,
70656,229,44,100,67036.54,87
120,92,16,100,321470.56,
163,35,8,100,601987.47,2
413,168,6,66.28,255922.32,26
70653,358,109,100,256352.15,85
10535,403,2,100,144256.28,
20664,517,101,100,295481.96,
403,344,1,100,1530917.83,
10519,388,88,100,1073300.49,
75,63,8,100,111120.32,
356,309,42,100,524123.16,
133,103,12,100,4190000.54,
422,282,82,27.78,24054.19,28
233,182,26,30.14,352163.13,
80733,221,39,100,1840819.82,118
80727,492,2,100,117764.74,115
90735,457,78,96.95,7028184.39,
10473,121,22,100,1548729.44,45
131,101,18,100,5691796.38,
36,31,6,66.67,450095.86,
80736,568,65,100,205036.96,
66,57,9,100,999944.87,
337,289,56,100,2987007.09,
10578,445,100,100,338265.88,
25,25,7,33.33,222855.05,
20678,530,73,100,628424.44,
443,269,84,27.78,22685.23,33
20657,510,101,100,245199.92,
91,74,11,100,1377112.3,
382,332,1,100,3389409.28,
458,230,44,100,279606.55,39
436,316,84,27.78,58730.04,31
80711,560,108,100,13540.33,
87,71,6,66.67,1266106.78,
191,152,26,30.14,350191.56,
10536,404,2,100,111604.01,
10560,427,2,100,126256.57,
20670,522,95,100,564394.36,76
80670,401,114,66,16878.53,94
445,264,47,27.78,66076.7,34
60646,68,2,100,249258.1,43
268,211,32,100,1124114.36,
467,355,73,100,362639.18,
78,65,2,100,153938.76,
10577,444,26,100,1111384.28,
80690,526,79,100,517059.1,104
47,39,2,100,156869.44,
80682,343,119,100,205655.38,101
10463,361,8,100,1048732.46,
10464,362,88,100,1215592.42,
209,163,30,100,33398436.06,
226,176,25,70,310038.48,
10459,357,2,100,181976.67,
80692,397,122,100,2000000,106
354,307,1,100,1110663.75,
15,15,1,100,79264.64,
100,80,3,100,542579.41,
80688,549,108,100,13454.01,
310,269,47,100,691927,
10460,358,81,100,1929631.99,
410,350,1,100,1342936.13,
10574,441,90,100,1648632.77,
134,104,2,100,348309.79,
10549,417,90,100,3074415.8,
80716,563,106,100,18176.99,
271,214,38,100,660503.98,
295,84,6,66.66,31970.96,11
414,168,23,33.72,130173.39,26
14,14,1,100,129839.99,
69,59,6,66.66,1886642.08,
201,157,26,30.14,16686.35,
279,222,1,100,209224.15,
401,342,67,100,159615.01,
228,178,28,100,381868.02,
370,323,26,100,2519841.67,
10477,280,57,100,140836.1,49
67,58,10,100,799938.34,
10608,465,98,100,465730.8,
20660,513,101,100,165810.75,
339,294,60,100,634399.87,
251,194,26,30.14,341061.11,
447,264,25,16.66,39626.99,34
80657,91,110,100,450827.77,91
10498,371,89,100,1133123.75,
386,102,23,6.56,99000,16
39,33,7,33.33,378420.18,
338,293,45,100,1069072.63,
20626,482,20,100,781797.96,
95,76,6,66.67,2440419.24,
80722,380,86,100,61678.74,
104,82,6,66.67,2544806.65,
351,304,67,100,203721.47,
60,52,7,33.34,1807121.55,
224,175,25,70,426302.91,
10552,419,2,100,142717,
20624,480,93,100,765169.13,
158,127,6,100,1200394.9,
170,137,26,30.14,970139.14,
205,159,25,69.86,773373.48,
214,80,3,100,74883.37,3
456,339,75,100,3723826.2,37
80721,373,86,100,42115.52,
283,58,10,100,43089.56,5
10581,448,8,100,4315934.65,
10583,450,8,100,7817749.21,
62,53,7,33.34,1020729.38,
118,90,14,100,780762.86,
110,85,6,66.67,1095128.38,
321,278,63,50,1600395.49,
20647,500,105,100,185645.84,
20666,519,34,100,1407660,
111,86,7,33.33,724101.8,
10521,390,26,100,1479688.95,
372,325,73,100,658598.8,
272,215,41,100,43956222.9,
10478,215,41,100,6043777.1,50
20667,520,2,100,111604.01,
10586,422,91,100,2094180.12,60
10481,367,89,100,812852.91,
329,285,54,100,1354079.58,
10461,359,85,100,1442418.11,
10472,295,66,100,476464.52,44
20620,476,20,100,662999.14,
389,91,15,100,252397.29,18
80709,241,1,100,337365.56,109
32,28,6,66.67,746461.71,
280,223,1,100,135172.71,
20659,512,101,100,122095.03,
105,83,7,33.33,701669.69,
241,186,26,30.14,158218.28,
435,316,83,16.66,35221.11,31
80712,561,125,100,65623.76,
464,268,84,27.78,74714.03,36
381,170,2,100,15058.52,14
33,29,8,100,935597.34,
404,345,26,100,3939350.46,
418,260,82,27.78,12876.69,25
90736,457,80,3.05,221577.53,
90737,573,79,100,6416.13,
284,72,6,36,307323.07,6
293,71,6,66.66,173449.43,10
162,131,6,100,4063277.7,
10568,435,2,100,135172.71,
400,341,73,100,251763.63,
10469,163,30,100,9911571.07,41
80729,241,1,100,346011.78,117
61,52,6,66.66,3613159.04,
116,54,6,66.67,828215.69,
6,6,1,100,158430.77,
165,133,6,100,1102194.21,
10594,459,2,100,118135.51,
50,42,2,100,131837.85,
121,93,7,33.33,1106953.23,
441,269,47,27.78,22685.22,33
10609,466,97,100,511338.46,
249,193,34,100,1207833.89,
231,181,26,30.14,689327.57,
375,328,73,100,382386.4,
20676,528,101,100,368223.16,
196,154,25,69.86,734875.48,
216,169,6,100,4113463.88,
10553,420,2,100,134055.9,
428,281,84,27.78,86881.2,29
10566,433,2,100,1512441.34,
80680,503,108,100,350616.38,100
74,62,6,66.67,3333184.47,
362,315,59,100,6191038.99,
10606,278,62,50,349852.11,66
390,244,50,100,116602.7,19
54,46,2,100,79778.68,
290,61,7,33.34,16178.61,9
20634,487,90,100,812806.64,
462,260,83,16.66,7722.3,25
20619,475,90,100,2599058.07,
10607,278,63,50,349852.11,66
20618,474,2,100,171567.56,
20655,508,101,100,64669.85,
10567,434,2,100,127172.86,
80738,570,90,100,50832.61,
466,354,73,100,372697.57,
10597,462,2,100,118135.51,
185,148,25,69.86,911691.92,
20617,473,2,100,171567.56,
10488,275,23,0.52,9000,55
20661,514,101,100,155357.06,
256,199,33,100,540612.8,
148,118,6,100,1127409.2,
80667,543,89,100,1225407.63,
349,302,67,100,220930.51,
10550,418,94,100,8698158.14,
10531,399,26,100,1433341.89,
237,184,26,30.14,673236.36,
395,337,73,100,366516.21,
80698,450,8,100,4885195.03,108
10501,374,78,100,1519585.94,
96,77,7,33.33,660638.77,
153,122,3,100,71988.93,
10505,378,89,100,1201795.99,
304,263,47,100,1340623.31,
10593,458,26,100,1479688.95,
58,50,2,100,190629.67,
10573,440,26,100,2230553.71,
80694,552,108,100,31898.97,
269,212,32,100,700881.05,
21,21,3,100,27394.26,
330,286,55,100,1028612.82,
245,189,28,100,392801.64,
70649,258,108,100,249766.35,81
302,261,47,100,699229.42,
20606,456,26,100,571706.96,68
20677,529,2,100,127172.86,
20632,475,90,100,270286.93,75
80707,558,108,100,77019.01,
243,187,28,100,1230017.46,
438,263,82,27.78,36227.35,32
10506,379,46,100,1021628.94,
80714,562,110,100,21551.44,
230,180,28,100,548772.67,
343,258,50,100,32595.62,12
335,291,58,100,3216461.63,
37,32,7,33.33,410146.29,
301,260,47,100,1628360.94,
393,254,44,100,1435639.11,21
80661,539,6,100,5878.65,
336,292,64,100,3020986.85,
415,70,6,100,199997.93,27
374,327,73,100,410833.23,
207,161,2,100,185892,
80658,538,79,100,76339.76,
80664,540,2,30,132333.88,
10585,452,67,100,171567.56,
80719,564,125,100,31725.72,
172,138,26,30.14,317040.8,
376,329,73,100,386091.13,
64,55,2,100,948866.89,
83,69,6,66.67,1432119.37,
189,151,26,30.14,350258.49,
10596,461,2,100,152726.64,
20611,467,2,100,135172.71,
85,70,6,66.67,4032215.12,
20653,506,103,100,341584.76,
20665,518,97,100,511338.46,
20652,505,20,100,924959.79,
27,26,7,33.33,309523.66,
68,59,7,33.34,943604.07,
30,27,6,66.67,610616.35,
161,130,2,100,757660.75,
254,197,20,100,337412.81,
10559,426,2,100,144256.28,
17,18,1,100,108744,
210,164,28,100,571994.75,
160,129,6,100,2500623.04,
265,208,32,100,1278515.2,
7,7,1,100,109764.26,
55,47,2,100,153938.76,
129,100,7,33.33,488049.19,
315,274,48,50,249999.87,
429,283,47,27.78,28117.44,30
10512,384,96,100,1021628.94,
125,96,2,100,398740.64,
193,153,26,30.14,16675.78,
186,149,6,100,1215471.28,
80683,534,51,100,11494273.02,102
42,34,6,66.67,766394,
10558,425,2,100,111179.43,
20643,496,74,100,305287.06,
20609,463,90,100,328229.17,71
10494,291,58,100,138723,58
10524,393,90,100,1433341.89,
146,116,6,100,797989.07,
192,152,25,69.86,811716.32,
276,219,2,100,130748.37,
444,269,83,16.66,13604.6,33
20669,522,95,100,3569333.92,
9,9,1,100,109764.26,
124,95,11,100,3356200.26,
18,16,2,100,4804247.15,
101,81,7,33.33,1311004.04,
179,143,6,100,2355525.06,
48,40,2,100,1255886.64,
84,70,7,33.33,2016107.56,
426,281,47,27.78,86881.21,29
10601,318,53,99.55,2120986.2,61
80734,310,1,100,49908.81,119
257,200,20,100,163933.27,
454,351,9,100,533097.72,
248,192,33,100,426842.4,
115,54,7,33.33,414107.84,
20607,415,90,100,468579.63,69
80740,571,1,100,53180.71,
94,76,7,33.33,1220209.63,
367,320,71,100,6877748.3,
368,321,72,100,425284.68,
285,72,7,18,153661.54,6
128,99,2,100,523772.75,
10548,416,6,100,2436129.87,
60644,536,20,100,372673.39,
79,66,2,100,130756.74,
20650,503,69,100,1451098.8,
80654,519,34,100,912163.68,88
270,213,37,100,1205493.34,
10466,364,8,100,1270589.6,
10584,451,67,100,81420.64,
126,97,9,100,874395.7,
199,156,26,30.14,166863.58,
2,2,1,100,130581.1,
20672,524,2,100,142717,
341,296,65,100,19316472.13,
169,136,25,69.86,1736343.42,
238,184,25,69.86,1560508.6,
80676,531,108,100,13404.06,99
51,43,2,100,124076.88,
203,158,2,100,371765.36,
446,264,82,27.78,66076.7,34
56,48,2,100,124964.25,
202,157,25,69.86,38677.66,
409,320,71,100,522251.7,23
311,270,45,100,1205392.9,
10562,429,67,100,119861.49,
253,196,35,100,699657.24,
332,288,52,100,2028788.93,
425,281,82,27.78,86881.21,29
20639,492,2,100,952558.13,
72,61,6,66.66,914877.88,
10599,464,90,100,1433341.89,
80663,374,112,100,329467.76,93
80675,358,114,100,106127.3,98
10542,410,26,100,1332696.06,
59,51,2,100,172610.85,
379,331,2,100,337300.1,
397,49,2,100,44485.04,22
10546,414,20,100,935398.71,
407,348,46,100,636670.54,
10462,360,9,100,1414930.65,
10541,409,2,100,142717,
365,318,53,100,7533809.94,
10487,275,49,99.48,1732931.88,55
195,154,26,30.14,317040.8,
10556,423,2,100,97620.14,
420,260,84,27.78,12876.68,25
10483,296,65,100,463527.87,53
176,140,25,69.86,696377.48,
278,221,39,100,9666666.69,
20625,481,9,100,651605.45,
10572,439,78,100,4443459.66,
157,126,6,100,490315.71,
28,26,6,66.67,619047.32,
340,295,66,100,12380516.45,
20627,483,93,100,577209.72,
10,10,1,100,157675.26,
13,13,1,100,111272.32,
10564,431,67,100,132000.25,
23,23,1,100,109764.26,
107,84,7,33.33,588529.79,
20651,504,20,100,691408.74,
10604,81,6,100,68974.31,64
408,349,32,100,82760.2,
98,78,12,100,3277000,
218,171,2,100,162830.68,
342,258,50,100,797383.23,
383,333,26,100,3227666.82,
10523,392,26,100,1479688.95,
20610,440,26,100,37140.94,72
20621,477,93,100,697746.75,
150,120,2,100,1099789.81,
20613,469,2,100,134055.9,
16,17,1,100,95541.5,
322,279,46,100,1480618.88,
10557,424,2,100,111179.43,
90,73,8,100,598270.43,
177,141,6,100,2908983.5,
159,128,6,100,1403128.72,
10479,91,80,100,300000,51
10528,397,99,49.02,5000000,
73,62,7,33.33,1666592.23,
282,225,40,100,676066.04,
10489,122,3,100,22301.9,56
80735,567,78,100,72065.17,
40,33,6,66.67,756840.38,
142,112,20,100,313522.58,
190,151,25,69.86,811871.48,
10582,449,90,100,1661141.26,
10587,453,67,100,134055.9,
80725,387,86,100,35484.21,
348,301,67,100,69600,
449,286,55,100,103786,35
10540,408,90,100,1433341.89,
20679,531,73,100,385446.32,
80,67,2,100,212945.35,
281,224,8,100,1203971.25,
198,155,25,69.86,309421.25,
394,336,73,100,396429.33,
399,340,73,100,804746.59,
10576,443,20,100,1424967.32,
80715,126,1,100,319836.2,111
82,69,7,33.33,716059.68,
122,93,6,66.67,2213906.46,
273,216,2,100,2314405.4,
46,38,2,100,212121.37,
80717,325,73,100,112471.95,112
155,124,6,100,565069.63,
10522,391,26,100,1479688.95,
10533,401,12,100,790503,
24,24,1,100,118535.54,
136,106,11,100,3576769.11,
432,283,84,27.78,28117.43,30
139,109,20,100,431498.05,
373,326,73,100,371976.14,
261,204,3,100,552396.54,
10537,405,12,100,975467.08,
10595,460,2,100,152726.64,
20642,495,74,100,306146.28,
80702,470,2,100,170403.96,
20637,490,2,100,126256.57,
353,306,68,100,14347293.08,
10475,323,26,100,437428.38,47
80710,396,125,100,109068.55,110
97,77,6,66.67,1321277.54,
225,176,26,30,132873.64,
10580,447,26,100,846374.41,
80662,502,111,100,151961.15,92
361,314,2,100,102874.43,
20674,526,69,100,1499997.06,
267,210,32,100,695519.85,
461,260,47,27.78,12876.68,25
10510,382,8,100,1314332.95,
424,282,84,27.78,24054.19,28
81,68,2,100,179748.86,
127,98,2,100,523772.75,
434,316,82,27.78,58730.04,31
80679,37,2,100,231014.87,
5,5,1,100,156291.43,
10555,422,91,100,7795919.88,
80677,421,118,34,4017970.15,95
221,173,20,100,119738.31,
405,346,78,100,1003864.79,
431,283,83,16.66,16862.36,30
20644,497,32,100,588380.97,
345,298,67,100,260826.57,
10605,449,90,100,326604.74,65
80666,542,106,100,30631.45,
20628,484,90,100,3420149.28,
20641,494,2,100,1517820,
266,209,32,100,633151.48,
355,308,1,100,1148791.26,
29,27,7,33.33,305308.17,
135,105,2,100,565812.43,
164,132,2,100,886570.32,
