Id_Estimacion_Deduccion,Id_Estimacion,Id_Descuento,Monto_Deduccion
6270,238,3,405.51
6933,692,2,12.28
6963,713,3,1354.76
9208,2278,1,179.32
9229,2295,1,14.8
9667,2660,3,9077.4
6916,677,2,429.36
6928,687,3,393.18
7048,773,1,77.81
7882,1342,3,11488.68
8741,1933,3,162.18
9712,2706,3,1376.7
9978,2910,1,140.27
10161,3046,3,16007.95
10228,3107,1,434.35
6317,270,1,738.11
6948,706,1,37.03
7498,1070,1,54.72
7743,1247,1,118.31
9603,2605,1,851.56
10211,3086,3,5277.54
10366,3229,3,3048.48
7985,1418,1,43.49
9018,2142,1,510.48
7281,922,1,205.55
7647,1177,3,798.77
7836,1310,3,9784.77
8804,1980,1,321.96
8810,1983,1,94.27
9105,2205,1,243.26
9254,2331,2,2884.44
6512,389,3,730.2
7878,1340,1,93.66
8166,1546,3,686.62
8227,1598,3,1062.02
6054,80,1,2048.15
6112,123,1,151.98
9042,2162,3,183.04
10745,3563,3,540.21
10784,3610,1,977.46
8463,1746,1,196.39
9068,2176,3,2939.6
9267,2348,1,1669.85
10612,3476,1,20.67
6364,299,1,818.4
6817,613,1,21.53
7642,1174,3,833.06
5993,31,3,193.77
7618,1158,1,89.42
10276,3158,3,124.95
6301,258,3,739.17
7148,845,1,782.09
8091,1484,3,336.12
9036,2154,3,1226.47
9185,2264,3,10878.5
9975,2907,3,983.42
9995,2920,3,1340.05
7812,1293,1,73.79
8934,2081,1,218.62
10515,3381,1,110.2
6791,597,3,9443.73
9692,2686,1,550.2
10235,3117,3,6156.19
10567,3429,1,321.29
10678,3518,3,4315.46
6328,278,1,120.27
7479,1057,1,204.99
10767,3592,1,1677.53
6689,526,1,539.11
7573,1126,1,190.58
7661,1184,3,569.6
9561,2560,3,13942.42
10138,3032,3,831.35
10617,3478,3,159.76
9617,2621,1,458.62
10274,3157,3,150.75
10680,3519,3,232.44
6087,101,3,23095.08
6383,310,1,68.95
7200,874,1,129.04
7810,1291,1,321.18
7835,1310,1,1956.95
8972,2108,3,255.81
9854,2813,1,970.53
9904,2859,1,260.72
6434,345,1,1010.09
7113,818,3,743.33
7428,1018,3,644.23
7714,1218,3,1051.98
7846,1316,2,1112.26
7948,1386,2,165.18
9038,2155,3,1309.21
9119,2213,1,133.61
9345,2408,1,20.01
9684,2672,3,11236.95
10189,3062,3,763.35
10720,3543,3,16599.93
7008,748,3,3932.41
8223,1596,1,310.4
8816,1987,1,138.31
8998,2129,1,761.51
10191,3063,3,154.44
7965,1396,3,834.91
8674,1882,1,1022.34
9370,2424,1,716.18
8387,1703,3,4838.11
8458,1743,3,3312.92
8581,1827,2,6130.97
9171,2254,3,825.91
9349,2410,2,263.33
9406,2446,1,613.72
6320,271,2,2257.35
6425,339,1,81.14
8675,1882,3,5111.7
8692,1893,3,3279.38
8346,1681,3,947.85
10452,3314,1,185.26
6978,722,3,341.78
7446,1034,1,51.74
8067,1471,1,53.44
8161,1543,2,27.44
10205,3070,3,401.76
8016,1439,1,372.5
8392,1708,3,5318
9247,2317,3,979.28
9357,2414,1,117.36
