Id_Fuera_Catalogo,Id_Contrato,Fecha_Registro,Fecha_Ultima_Autorizada,Fecha_Instruccion_Bitacora,Numero_Oficio_Autorizacion,Fecha_Oficio_Autorizacion,Observaciones,Estatus
4,7,22/03/2010 00:00,22/03/2010 00:00,22/03/2010 00:00,211/2010,22/03/2010 00:00,,AUTORIZADO
5,6,25/03/2010 00:00,25/03/2010 00:00,25/03/2010 00:00,213/2010,25/03/2010 00:00,,AUTORIZADO
6,20,09/04/2010 00:00,09/04/2010 00:00,09/04/2010 00:00,225/2010,09/04/2010 00:00,,AUTORIZADO
8,14,28/01/2010 00:00,28/01/2010 00:00,28/01/2010 00:00,133/2010,28/01/2010 00:00,,AUTORIZADO
9,26,16/03/2010 00:00,16/03/2010 00:00,16/03/2010 00:00,236/2010,16/03/2010 00:00,,AUTORIZADO
16,22,20/03/2010 00:00,20/03/2010 00:00,20/03/2010 00:00,0005/2010,20/03/2010 00:00,,AUTORIZADO
20,55,23/04/2010 00:00,23/04/2010 00:00,23/04/2010 00:00,256/2010,23/04/2010 00:00,,AUTORIZADO
22,61,05/04/2010 00:00,05/04/2010 00:00,05/04/2010 00:00,257/2010,05/04/2010 00:00,,AUTORIZADO
33,23,03/05/2010 00:00,03/05/2010 00:00,03/05/2010 00:00,270/2010,03/05/2010 00:00,,AUTORIZADO
34,23,03/05/2010 00:00,03/05/2010 00:00,03/05/2010 00:00,271/2010,03/05/2010 00:00,,AUTORIZADO
40,19,12/04/2010 00:00,12/04/2010 00:00,12/04/2010 00:00,272/2010,12/04/2010 00:00,,AUTORIZADO
51,9,29/04/2010 00:00,29/04/2010 00:00,29/04/2010 00:00,281/2010,29/04/2010 00:00,,AUTORIZADO
54,85,27/04/2010 00:00,27/04/2010 00:00,27/04/2010 00:00,282/2010,27/04/2010 00:00,,AUTORIZADO
60,14,13/05/2010 00:00,13/05/2010 00:00,13/05/2010 00:00,291/2010,13/05/2010 00:00,,AUTORIZADO
61,1,04/05/2010 00:00,04/05/2010 00:00,04/05/2010 00:00,292/2010,04/05/2010 00:00,,AUTORIZADO
72,85,14/05/2010 00:00,14/05/2010 00:00,14/05/2010 00:00,310/2010,14/05/2010 00:00,,AUTORIZADO
73,28,17/05/2010 00:00,17/05/2010 00:00,17/05/2010 00:00,311/2010,17/05/2010 00:00,,AUTORIZADO
76,83,20/05/2010 00:00,20/05/2010 00:00,20/05/2010 00:00,315/2010,20/05/2010 00:00,,AUTORIZADO
81,8,20/05/2010 00:00,20/05/2010 00:00,20/05/2010 00:00,308/2010,20/05/2010 00:00,,AUTORIZADO
88,14,19/05/2010 00:00,19/05/2010 00:00,19/05/2010 00:00,325/2010,19/05/2010 00:00,,AUTORIZADO
92,90,11/05/2010 00:00,11/05/2010 00:00,11/05/2010 00:00,287/2010,11/05/2010 00:00,,AUTORIZADO
93,28,18/05/2010 00:00,18/05/2010 00:00,18/05/2010 00:00,329/2010,18/05/2010 00:00,,AUTORIZADO
95,9,30/04/2010 00:00,30/04/2010 00:00,30/04/2010 00:00,313/2010,30/04/2010 00:00,,AUTORIZADO
98,20,28/05/2010 00:00,28/05/2010 00:00,28/05/2010 00:00,334/2010,28/05/2010 00:00,,AUTORIZADO
114,16,27/05/2010 00:00,27/05/2010 00:00,27/05/2010 00:00,338/2010,27/05/2010 00:00,,AUTORIZADO
115,63,26/05/2010 00:00,26/05/2010 00:00,26/05/2010 00:00,339/2010,26/05/2010 00:00,,AUTORIZADO
116,79,27/05/2010 00:00,27/05/2010 00:00,27/05/2010 00:00,340/2010,27/05/2010 00:00,,AUTORIZADO
117,16,28/05/2010 00:00,28/05/2010 00:00,28/05/2010 00:00,341/2010,28/05/2010 00:00,,AUTORIZADO
119,53,25/05/2010 00:00,25/05/2010 00:00,25/05/2010 00:00,345/2010,25/05/2010 00:00,,AUTORIZADO
124,23,26/05/2010 00:00,26/05/2010 00:00,26/05/2010 00:00,346/2010,26/05/2010 00:00,,AUTORIZADO
132,20,09/06/2010 00:00,09/06/2010 00:00,09/06/2010 00:00,350/2010,09/06/2010 00:00,,AUTORIZADO
137,23,27/05/2010 00:00,27/05/2010 00:00,27/05/2010 00:00,353/2010,27/05/2010 00:00,,AUTORIZADO
138,23,27/05/2010 00:00,27/05/2010 00:00,27/05/2010 00:00,354/2010,27/05/2010 00:00,,AUTORIZADO
139,53,26/05/2010 00:00,26/05/2010 00:00,26/05/2010 00:00,352/2010,26/05/2010 00:00,,AUTORIZADO
