Id_Contrato,Id_Presupuesto,Numero_Contrato,Nombre_Final,Importe,Porcentaje_Anticipo,Importe_Anticipo,Fecha_Firma_Contrato,Fecha_Inicio,Fecha_Termino,Id_Formato_Contrato,Id_Formato_Caratula,Id_Formato_Hoja_Estimaciones,Observaciones,Estatus,Año,Id_Contratista,Id_Supervisor_Interno,Id_Supervisor_Externo,Id_Fuente_Inversion,Fecha_Adjudicacion,Id_Modalidad,Numero_Licitacion,Leyenda_Oficial,Id_Oficio_Asignacion_Obra,Id_Numero_Contrato_Pertenece
1,38,A-2510-318-6902-E/0033/2010,DESMANTELAMIENTO DE CRISTALERIA Y HERRERIA EDIFICIO MONTES DE OCA CALLE PEDRO MORENO ZONA CENTRO,773480.36,30,232044.11,02/03/2010 00:00,15/03/2010 00:00,24/04/2010 00:00,1,1,1,,EJECUCION,2010,35,,,1,02/03/2010 00:00,1,,NULL,0,NULL
2,41,A-2510-307-6101-C/0035/2010,REHABILITACION DE LOS PAVIMENTOS EN LA ZONA SUR PONIENTE DE LA CIUDAD LEON,2099084.48,30,629725.34,01/03/2010 00:00,01/03/2010 00:00,08/05/2010 00:00,1,1,1,,EJECUCION,2010,369,,,1,01/03/2010 00:00,1,,NULL,0,NULL
3,42,A-2510-307-6101-C/0036/2010,REHABILITACION DE LOS PAVIMENTOS EN LA ZONA NOR PONIENTE DE LA CIUDAD LEON,2099084.48,30,629725.34,01/03/2010 00:00,01/03/2010 00:00,08/05/2010 00:00,1,1,1,,EJECUCION,2010,12,,,1,01/03/2010 00:00,1,,NULL,0,NULL
4,27,B-5051-236-7101-H/0026/2010,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES : ANDRES QUINTANA ROO TRAMO; PLUTARCO ELIAS CALLES- PRIMER MANDATARIO COL. PRESIDENTES DE MEXICO; CALLE CUBILETE TRAMO: BLVD GUANAJUATO - NEVADO DE COLIMA COL. LINARES; CALLE EGEO TRAMO : BLVD. HILARIO MEDINA - TOPAR COL. NVA. SANTA ROSA DE LIMA LEON,172838.05,30,51851.42,23/02/2010 00:00,08/03/2010 00:00,29/05/2010 00:00,1,1,1,,EJECUCION,2010,342,,,2,23/02/2010 00:00,1,,NULL,0,NULL
5,44,A-2510-307-6101-C/0038/2010,REHABILITACION DE LOS PAVIMENTOS EN LA ZONA SUR ORIENTE DE LA CIUDAD,2099114.77,30,629734.43,01/03/2010 00:00,01/03/2010 00:00,08/05/2010 00:00,1,1,1,,EJECUCION,2010,332,,,1,01/03/2010 00:00,1,,NULL,0,NULL
6,8,B-5051-236-7101-H/0008/2010,PROYECTO EJECUTIVO DE LAS CALLES: DEL CAPOTE TRAMO: DEL TORERO-AV- CENTRAL COL. PLAZA DE TOROS II SECC; CALLA DEL TORIL TRAMO: AV. CENTRAL - DEL TORERO COL. PLAZA DE TOROS III SECC; PRIVADA CALLEJON DEL SAPO TRAMO: ALONSO ESPINO - TOPAR AL PONIENTE COL. INDUSTRIAL JUAREZ; RIO SAN FERNANDO TRAMO: AGUA MARINA - AV. CENTRAL FRACC. GUADALUPE LEON,244781.14,30,73434.34,15/02/2010 00:00,01/03/2010 00:00,29/05/2010 00:00,1,1,1,,EJECUCION,2010,306,,,2,15/02/2010 00:00,1,,NULL,0,NULL
7,9,B-5051-236-7101-H/0009/2010,PROYECTO EJECUTIVO DE LAS CALLES: JEREZ DE LULE TRAMO: BLVD. DELTA DE JEREZ - JEREZ DE ANTAÑO COL. VALLE DE JEREZ III SECC; JEREZ DEL DORADO TRAMO: JEREZ DE LA FRONTERA - JEREZ DE CARTAGENA COL. VALLE DE JEREZ; MADRE MAURA TRAMO: CERRO DEL SOYATE - MADRE TIERRA COL. DIEZ DE MAYO LEON,196293.14,30,58887.94,15/02/2010 00:00,01/03/2010 00:00,29/05/2010 00:00,1,1,1,,EJECUCION,2010,370,,,2,15/02/2010 00:00,1,,NULL,0,NULL
8,37,A-2510-318-6902-D/0032/2010,PAVIMENTACION DE LA CALLE CIRCUITO ANTONIO VELAZQUEZ TRAMO: DEL TORERO - PAVIMENTO COL. PLAZA DE TOROS,352441.94,30,105732.58,02/03/2010 00:00,15/03/2010 00:00,08/05/2010 00:00,1,1,1,,EJECUCION,2010,334,,,1,02/03/2010 00:00,1,,NULL,0,NULL
9,31,A-2510-307-6101-D/0030/2010,PUENTE VERTIZ  BICENTENARIO Y PUENTE LA LUZ BICENTENARIO ( PRIMERA ETAPA PAVIMENTACION DE LA INTERSECCION A DESNIVEL DEL BLVD. LA LUZ Y BLVD. MORELOS - LEON ),75945836.05,60,35436594.7,01/03/2010 00:00,08/03/2010 00:00,03/09/2010 00:00,1,1,1,,EJECUCION,2010,156,,,1,01/03/2010 00:00,3,,NULL,0,NULL
10,12,B-5051-236-7101-H/0012/2010,PROYECTO EJECUTIVO DE LAS CALLES: ALMENDRO TRAMO: ALAMO - AVELLANO COL. ARBOLEDAS DE INFONAVIT; AVELLANO TRAMO: ROSSINI - CAPULIN COL. ARBOLEDAS DE INFONAVIT CALLE AVELLANO TRAMO: GUTY CARDENAS - CALLEJON COL. ARBOLEDAS DE INFONAVIT Y CAPULIN TRAMO: CASTAÑO - FRESNO COL. ARBOLEDAS DE INFONAVIT LEON,224478.94,30,67343.68,15/02/2010 00:00,01/03/2010 00:00,29/05/2010 00:00,1,1,1,,EJECUCION,2010,294,,,2,15/02/2010 00:00,2,,NULL,0,NULL
11,10,B-5051-236-7101-H/0010/2010,PROYECTO EJECUTIVO DE LAS CALLES: 2DO. ANDADOR HUIMILPAN TRAMO: HUIMILPAN - MAYAGUEZ COL. EL PALOTE CALLE ARRAMBERRI TRAMO: LOS HERRERA - BANGLADESH COL. NUEVO LEON,158331.1,30,47499.33,15/02/2010 00:00,01/03/2010 00:00,29/05/2010 00:00,1,1,1,,EJECUCION,2010,369,,,2,15/02/2010 00:00,1,,NULL,0,NULL
12,23,B-5051-236-7101-H/0022/2010,PROYECTO EJECUTIVO DE LAS CALLES: H. AYUNTAMIENTO TRAMO: ARTICULO 123 - BLVD. TIMOTEO LOZANO COL. LIBERTAD; CALLE MOSTO TRAMO: DE LA CEPA - SARMIENTO COL. SAN JOSE EL ALTO; TORRE EIFEL TRAMO: H. AYUNTAMIENTO - TORRE DE CASTILLO COL. LAS TORRES LEON,257899.22,30,77369.77,22/02/2010 00:00,01/03/2010 00:00,22/05/2010 00:00,1,1,1,,EJECUCION,2010,359,,,2,22/02/2010 00:00,1,,NULL,0,NULL
13,4,B-5051-236-7101-H/0004/2010,PROYECTO EJECUTIVO DE LAS CALLES: ARTICULO 27 TRAMO: TIMOTEO LOZANO - ASAMBLEA DE QUERETARO COL. LIBERTAD; CALLE CARIBEÑA TRAMO: DE LA BAYA - SARMIENTO COL. SAN JOSE EL ALTO; Y DEL PARQUE TRAMO: DE LA MORADA - DE LA ALDEA COL. VILLAS DE LEON; LEON,257303.53,30,77191.06,11/02/2010 00:00,22/02/2010 00:00,22/05/2010 00:00,1,1,1,,EJECUCION,2010,109,,,2,11/02/2010 00:00,1,,NULL,0,NULL
14,22,B-5051-236-7101-H/0021/2010,PROYECTO EJECUTIVO DE LAS CALLES: NITROGENO TRAMO: MAGNESIO - HELIO COL. VALLE DE SEÑORA; CALLE COSTAS DE OCEANO ARTICO TRAMPO: MAR ROJO - MALECON DEL RIO COL. CEMENTOS LEON,220224.77,30,66067.43,22/02/2010 00:00,01/03/2010 00:00,22/05/2010 00:00,1,1,1,,EJECUCION,2010,371,,,2,22/02/2010 00:00,1,,NULL,0,NULL
15,24,B-5051-236-7101-H/0023/2010,PROYECTO EJECUTIVO DE LAS CALLES: CALLE 26 DE AGOSTO TRAMO: LUCIO CABAÑAS - MISAEL NUÑEZ COL. MORELOS; ALICIA TRAMO: FUEGO - TOPAR LADO SUR COL. ORIENTAL; BONIFACIO COLLAZO TRAMO: CRISTINA ORTEGA - JUAN NEPOMUCENO COL. CASA BLANCA. LEON,216718.91,30,65015.67,22/02/2010 00:00,01/03/2010 00:00,22/05/2010 00:00,1,1,1,,EJECUCION,2010,372,,,2,22/02/2010 00:00,1,,NULL,0,NULL
16,45,B-5051-236-7101-D/0039/2010,PAVIMENTACION DE LA CALLE ALONSO ESPINO TRAMO: CALLE BERNARDO CHAVEZ A RIO USUMACINTA COL. LOS FRESNOS,1280382.25,30,384114.68,02/03/2010 00:00,15/03/2010 00:00,05/06/2010 00:00,1,1,1,,EJECUCION,2010,24,,,2,02/03/2010 00:00,1,,NULL,0,NULL
17,18,A-2510-307-6101-D/0017/2010,"PROGRAMA SIT SISTEMA INTEGRADO DE TRANSPORTE, SUMINISTRO E INSTALACION DE CONTROLADORES PARA SEMAFOROS CORREDOR BLVD. TORRES LANDA TRAMO: BLVD. VENUSTIANO CARRANZA A CALLE OBRERO MUNDIAL LEON",7555201.2,30,2266560.36,17/02/2010 00:00,22/02/2010 00:00,22/05/2010 00:00,1,1,1,,EJECUCION,2010,230,,,1,17/02/2010 00:00,1,,NULL,0,NULL
18,17,A-2510-307-6101-D/0016/2010,"PROGRAMA SIT SISTEMA INTEGRADO DE TRANSPORTE, SEMAFORIZACION DEL CORREDOR BLVD. TORRES LANDA TRAMO: BLVD. VENUSTIANO CARRANZA A CALLE OBRERO MUNDIAL LEON",3991951,30,1197585.3,17/02/2010 00:00,22/02/2010 00:00,05/06/2010 00:00,1,1,1,,EJECUCION,2010,230,,,1,17/02/2010 00:00,3,,NULL,0,NULL
19,29,F-5051-236-7101-H/0028/2010,PROYECTO  EJECUTIVO DE PAVIMENTACION DE LAS CALLES: JEREZ DE SEVILLA TRAMO: JEREZ DE CASTILLA - JEREZ DE BARCELONA COL. JESUS MARIA; CALLE MONACO TRAMO: BLVD. TORRES LANDA - GOLFO DE TEHUANTEPEC COL. SANTA MARIA DEL GRANJENO LEON,146853.69,0,0,23/02/2010 00:00,08/03/2010 00:00,29/05/2010 00:00,1,1,1,,EJECUCION,2010,343,,,2,23/02/2010 00:00,1,,NULL,0,NULL
20,16,H-2510-906-6902-E/0015/2010,"SUBCOMANDANCIA DE POLICIA ( CONSTRUCCION DE BARDA EN LA DELEGACION DE POLICIA SUR EN LA CARRETERA LEON - CUERAMARO KM. 1.5 Y CONSTRUCCION DE BARDA EN LA CENTRAL DE POLICIA "" CEPOL"" UBICADA EN BLVD. LAS TORRES PONIENTE COL. PILETAS IV SECCION ) LEON",1860373.18,30,558111.95,17/02/2010 00:00,22/02/2010 00:00,22/05/2010 00:00,1,1,1,,EJECUCION,2010,298,,,1,17/02/2010 00:00,3,,NULL,0,NULL
21,43,A-2510-307-6101-C/0037/2010,REHABILITACION DE LOS PAVIMENTOS EN LA ZONA NOR ORIENTE DE LA CIUDAD LEON,2099084.48,30,629725.34,01/03/2010 00:00,01/03/2010 00:00,08/05/2010 00:00,1,1,1,,EJECUCION,2010,213,,,1,01/03/2010 00:00,1,,NULL,0,NULL
22,40,A-2510-307-6101-C/0034/2010,REHABILITACION DE LOS PAVIMENTOS EN LA ZONA CENTRO DE LA CIUDAD LEON,1600960.11,0,0,01/03/2010 00:00,01/03/2010 00:00,08/05/2010 00:00,1,1,1,,EJECUCION,2010,5,,,1,01/03/2010 00:00,1,,NULL,0,NULL
23,35,A-2510-318-6902-D/0031/2010,CONSTRUCCION DE CICLOVIA EN LA CALLE OCEANO INDICO - AV. DEL CANAL TRAMO: DEL BLVD. INSURGENTES A BLVD. MIGUEL DE CERVANTES SAAVEDRA LEON,461702.61,30,138510.78,01/03/2010 00:00,15/03/2010 00:00,15/05/2010 00:00,1,1,1,,EJECUCION,2010,222,,,1,01/03/2010 00:00,3,,NULL,0,NULL
24,2,F-5051-236-7101-H/0002/2010,PROYECTO EJECUTIVO  DE LA CALLE 14 DE MAYO TRAMO: BLVD. JUAN JOSE TORRES LANDA A TIMOTEO LOZANO COL. MORELOS LEON,126483.28,0,0,11/02/2010 00:00,22/02/2010 00:00,22/05/2010 00:00,1,1,1,,EJECUCION,2010,364,,,2,11/02/2010 00:00,1,,NULL,0,NULL
25,20,B-5051-236-7101-H/0019/2010,PROYECTO EJECUTIVO DE LAS CALLES: MADRE MONICA TRAMO: MADRE TIERRA - CERRO DEL ZOYATE COL. DIEZ DE MAYO; RANCHO QUEMADO TRAMO: CASCADA DE REGLA - CERRO DE LA BUFA COL. LOMAS DE JEREZ; VALLE DE MESOREA TRAMO: PROLONGACION RIO MAYO - VALLE JORDAN COL. VALLE DE SEÑORA SAN JOSE LEON,251801.83,30,75540.55,22/02/2010 00:00,01/03/2010 00:00,22/05/2010 00:00,1,1,1,,EJECUCION,2010,155,,,2,22/02/2010 00:00,1,,NULL,0,NULL
26,5,B-5051-236-7101-H/0005/2010,PROYECTO EJECUTIVO DE LAS CALLES: ATANACIO HERNANDEZ TRAMO: MARIANO ESCOBEDO - MANUEL VALTIERRA COL. LAS HILAMAS; AV. 21 DE MARZO TRAMO: CALLE DOS - CALLE SEIS COL. FLORES MAGON; BUENAVENTURA TRAMO: ROSA MARIA GUTIERREZ - MARIANO ESCOBEDO COL. LAS HILAMAS; JUAN TORRES SEPTIEN TRAMO: ROSA MARIA GUTIERREZ - BLVD. MARIANO ESCOBEDO; CALLE KIUSSIO TRAMO: BLVD. LAS PALMAS - AND. TORIBIO ESQUIVEL COL. CD. SATELITE LUIS SUAREZ ZAMBRANO TRAMO: MARIANO ESCOBEDO FRENTE AL 440 - 439 COL. LAS HILAMAS Y CALLE LUIS SUAREZ SAMBRANO TRAMO: CEFERINO ORTIZ - FRANCISCO MATHEY COL. LAS HILAMAS; LEON,611674.54,30,183502.36,11/02/2010 00:00,22/02/2010 00:00,22/05/2010 00:00,1,1,1,,EJECUCION,2010,103,,,2,11/02/2010 00:00,1,,NULL,0,NULL
27,21,B-5051-236-7101-H/0020/2010,PROYECTO EJECUTIVO DE LAS CALLES: LAGO ALBERTO TRAMO: LAGO ZUMPANGO - TOPAR CON PAVIMENTO SUR COL. INFONAVIT GRANADA; LAGO ZUMPANGO TRAMO: LAGO ALBERTO - LAGO MEXTITLAN COL. LOMAS DE LA TRINIDAD; CARBON TRAMO: SEVILLA - SORIA COL. PILETAS II SECC; PRESA DE BARRIAL TRAMO: PASEO DE LA PRESA A RIO DE LOS CASTILLOS; COSTA AZUL TRAMO: PAQUISTAN A TOPAR CON PAVIMENTO COL. EL LAUREL; FRANCISCO ALVAREZ TARMO: ARTURO VALDEZ - ARTURO VILLEGAS COL. LEON I CENTRO.,414773.02,30,124431.91,22/02/2010 00:00,01/03/2010 00:00,22/05/2010 00:00,1,1,1,,EJECUCION,2010,271,,,2,22/02/2010 00:00,1,,NULL,0,NULL
28,13,H-2510-904-6101-D/0013/2010,"EJE METROPOLITANO LEON- SILAO ( TRAMO: BLVD. JOSE MARIA MORELOS - BLVD. DELTA ) PAVIMENTACION CUERPO CENTRALES BLVD. JUAN ALONSO DE TORRES TRAMO: TRES PUENTES ALFARO OBRAS DE RE-DESAZOLVE, RECTIFICACION DE CAUSE Y VIALIDAD DE CAD. 0+400 AL 0+600",16818975.89,30,5045692.77,17/02/2010 00:00,22/02/2010 00:00,07/08/2010 00:00,1,1,1,,EJECUCION,2010,55,,,3,17/02/2010 00:00,3,,NULL,0,NULL
29,14,H-2510-904-6101-D/0014/2010,EJE METROPOLITANO LEON - SILAO ( TRAMO: BLVD. JOSE MARIA MORELOS - BLVD. DELTA ) ALUMBRADO Y ELECTRIFICACION BLVD. JUAN ALONSO DE TORRES ETAPA ONCE DE LOS CUERPOS CENTRALES DEL CAD. 0+273 A BLVD. DELTA LEON,8310113,30,2493033.9,17/02/2010 00:00,22/02/2010 00:00,05/06/2010 00:00,1,1,1,,EJECUCION,2010,26,,,3,17/02/2010 00:00,3,,NULL,0,NULL
30,1,A-1195-314-6301-H/0001/2010-1,PROYECTO EJECUTIVO DE LAS CALLES: MATILDE MONTOYA TRAMO: SOFIA ALVAREZ A ESPERANZA IRIS COL. LOS OLIVOS; CALLE ESPERANZA IRIS TRAMO: MATILDE MONTOYA A ORALIA DOMINGUEZ COL. LOS OLIVOS LEON,145277.44,0,0,11/02/2010 00:00,01/03/2010 00:00,29/05/2010 00:00,1,1,1,,EJECUCION,2010,249,,,1,11/02/2010 00:00,1,,NULL,0,NULL
31,48,H-2510-904-6902-D/0041/2010,"BLVD. DELTA EN EL TRAMO: DE LA VIALIDAD DEL EJE METROPOLITANO, DEL BLVD. JUAN ALONSO DE TORRES A BLVD. AEROPUERTO ( QUINTA ETAPA TRAMO DE CALLE VIA DE LOS GIRASOLES A AV. OLIMPICA ) LEON",12780882.27,30,3834264.68,08/03/2010 00:00,16/03/2010 00:00,11/09/2010 00:00,1,1,1,,EJECUCION,2010,135,,,3,08/03/2010 00:00,3,,NULL,0,NULL
32,127,B-5051-236-7101-H/0073/2010,TRABAJOS COMPLEMENTARIOS DEL PROYECTO EJECUTIVO DE LA CALLE CHAYOTE TRAMO: CANDELARIA - PALO CUARTO COL. LA MORA,99764.47,0,0,24/03/2010 00:00,29/03/2010 00:00,10/04/2010 00:00,1,1,1,,EJECUCION,2010,358,,,2,24/03/2010 00:00,1,,NULL,0,NULL
33,47,A-2510-307-6101-D/0040/2010,"SUBESTACION DE 45 KVA PARA LA BASE DE SEGURIDAD DEL ESTADO UBICADA EN LA CARRETERA LEON - SAN FRANCISCO DEL RINCON LADO PONIENTE 500 MTS. ANTES DEL CRUCE CON LA CARRETERA LEON - AGUASCALIENTES, LEON",166117.43,0,0,02/03/2010 00:00,08/03/2010 00:00,15/03/2010 00:00,1,1,1,,EJECUCION,2010,26,,,1,02/03/2010 00:00,1,,NULL,0,NULL
34,11,A-1199-316-6502-H/0011/2010,PROYECTO EJECUTIVO DE LA INTERSECCION A DESNIVEL DEL BLVD. JOSE MARIA MORELOS Y BLVD. ANTONIO MADRAZO  VARIAS COLONIAS LEÓN,1514495.72,0,0,15/02/2010 00:00,01/03/2010 00:00,12/06/2010 00:00,1,1,1,,EJECUCION,2010,87,,,1,15/02/2010 00:00,2,,NULL,0,NULL
35,49,E-2310-702-6201-G/0042/10,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA I LEON, GTO",470587.62,30,141176.29,10/03/2010 00:00,10/03/2010 00:00,31/07/2010 00:00,1,1,1,,EJECUCION,2010,165,,,12,10/03/2010 00:00,1,,NULL,0,NULL
36,75,E-2310-702-6201-G/0052/2010,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA XII LEON GTO,470587.62,30,141176.29,10/03/2010 00:00,10/03/2010 00:00,31/07/2010 00:00,1,1,1,,EJECUCION,2010,53,,,12,10/03/2010 00:00,1,,NULL,0,NULL
37,78,E-2310-702-6201-G/0053/2010,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA XIII LEON GTO,470587.62,30,141176.29,10/03/2010 00:00,10/03/2010 00:00,31/07/2010 00:00,1,1,1,,EJECUCION,2010,148,,,12,10/03/2010 00:00,1,,NULL,0,NULL
38,72,E-2310-702-6201-G/0051/2010,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA XI LEON, GTO",470587.62,30,141176.29,10/03/2010 00:00,10/03/2010 00:00,31/07/2010 00:00,1,1,1,,EJECUCION,2010,315,,,12,10/03/2010 00:00,1,,NULL,0,NULL
39,70,E-2310-702-6201-G/0050/2010,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA X LEON GTO,470587.62,30,141176.29,10/03/2010 00:00,10/03/2010 00:00,31/07/2010 00:00,1,1,1,,EJECUCION,2010,242,,,12,10/03/2010 00:00,1,,NULL,0,NULL
40,52,E-2310-702-6201-G/0043/2010,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA II LEON GTO,470587.62,30,141176.29,10/03/2010 00:00,10/03/2010 00:00,31/07/2010 00:00,1,1,1,,EJECUCION,2010,165,,,12,10/03/2010 00:00,1,,NULL,0,NULL
41,63,E-2310-702-6201-G/0047/2010,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA VI LEON, GTO",470587.62,30,141176.29,10/03/2010 00:00,10/03/2010 00:00,31/07/2010 00:00,1,1,1,,EJECUCION,2010,2,,,12,10/03/2010 00:00,1,,NULL,0,NULL
42,60,E-2310-702-6201-G/0046/2010,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA V LEON GTO,470587.62,30,141176.29,10/03/2010 00:00,10/03/2010 00:00,31/07/2010 00:00,1,1,1,,EJECUCION,2010,139,,,12,10/03/2010 00:00,1,,NULL,0,NULL
43,57,E-2510-702-6201-G/0045/2010,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA IV LEON GTO,470587.62,30,141176.29,10/03/2010 00:00,10/03/2010 00:00,31/07/2010 00:00,1,1,1,,EJECUCION,2010,164,,,12,10/03/2010 00:00,1,,NULL,0,NULL
44,54,E-2310-702-6201-G/0044/2010,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA III LEON GTO,470587.62,30,141176.29,10/03/2010 00:00,10/03/2010 00:00,31/07/2010 00:00,1,1,1,,EJECUCION,2010,50,,,12,10/03/2010 00:00,1,,NULL,0,NULL
45,7,B-5051-236-7101-H/0007/2010,PROYECTO EJECUTIVO DE LAS CALLES: DURAZNO TRAMO: MANUEL GONZALEZ-TOPAR COL. LAS MANDARINAS; CALLE JICAMA TRAMO: AGUACATE-TOPAR AREA DE DONACION COL. LAS MANDARINAS LEON,157704.78,30,47311.43,15/02/2010 00:00,01/03/2010 00:00,29/05/2010 00:00,1,1,1,,EJECUCION,2010,360,,,2,15/02/2010 00:00,1,,NULL,0,NULL
46,28,B-5051-236-7101-H/0027/2010,PROYECTO EJECUTIVO DE PAVIMENTACION DE LAS CALLES: FRESNO TRAMO: ARCE-PALMERIN COL. ARBOLEDAS DE INFONAVIT; CALLE NOGAL TRAMO: GUTY CARDENAS-CEDRO COL. ARBOLEDAS DE INFONAVIT; CALLE OLMO TRAMO: FRESNO-ROBLE COL. ARBOLEDAS DE INFONAVIT LEON,227316.74,30,68195.02,23/02/2010 00:00,08/03/2010 00:00,29/05/2010 00:00,1,1,1,,EJECUCION,2010,287,,,2,23/02/2010 00:00,1,,NULL,0,NULL
47,84,E-2310-702-6201-G/0055/2010,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA XVII LEON GTO,470587.62,30,141176.29,10/03/2010 00:00,10/03/2010 00:00,31/07/2010 00:00,1,1,1,,EJECUCION,2010,139,,,12,10/03/2010 00:00,1,,NULL,0,NULL
48,87,E-2310-702-6201-G/0056/2010,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA XVI LEON, GTO",470587.62,30,141176.29,10/03/2010 00:00,10/03/2010 00:00,31/07/2010 00:00,1,1,1,,EJECUCION,2010,139,,,12,10/03/2010 00:00,1,,NULL,0,NULL
49,66,E-2310-702-6201-G/0048/2010,"MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA VII LEON, GTO",470587.62,30,141176.29,10/03/2010 00:00,10/03/2010 00:00,31/07/2010 00:00,1,1,1,,EJECUCION,2010,148,,,12,10/03/2010 00:00,1,,NULL,0,NULL
50,112,E-2310-702-6201-G/0066/2010,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA VIII LEON,470587.62,30,141176.29,17/03/2010 00:00,17/03/2010 00:00,31/07/2010 00:00,1,1,1,,EJECUCION,2010,373,,,12,17/03/2010 00:00,1,,NULL,0,NULL
51,125,A-2510-324-6502-H/0071/2010,PROYECTO EJECUTIVO MONUMENTO AL BICENTENARIO INTERSECCION DE BLVD. MORELOS Y BLVD. PASEO DE LOS INSURGENTES COL. SAN JOSE DE PILETAS,1065097.31,30,319529.19,24/03/2010 00:00,12/04/2010 00:00,03/07/2010 00:00,1,1,1,,EJECUCION,2010,374,,,1,24/03/2010 00:00,1,,NULL,0,NULL
52,126,A-2510-324-6502-H/0072/2010,"PROYECTO EJECUTIVO DE LA PLAZA DEL MUSICO, PARQUE MORELOS (CALLE DE LOS PARAISOS, LAGO DE CHALCO, ALEMANIA Y FRANCIA) COL. LOS PARAISOS",329329.5,30,98798.85,24/03/2010 00:00,12/04/2010 00:00,03/07/2010 00:00,1,1,1,,EJECUCION,2010,249,,,1,24/03/2010 00:00,1,,NULL,0,NULL
53,129,A-2510-326-6101-D/0075/2010,MURO DE CONTENCION EN LA ESTACION DE TRANSFERENCIA SAN JUAN BOSCO LEON,995901.75,30,298770.53,25/03/2010 00:00,12/04/2010 00:00,15/05/2010 00:00,1,1,1,,EJECUCION,2010,332,,,1,25/03/2010 00:00,1,,NULL,0,NULL
54,119,E-2310-702-6201-G/0069/2010,MANTENIMIENTO INTEGRAL DE PARQUES Y JARDINES PARA LA ZONA URBANA IX LEON,470587.62,30,141176.29,19/03/2010 00:00,19/03/2010 00:00,31/07/2010 00:00,1,1,1,,EJECUCION,2010,375,,,12,19/03/2010 00:00,1,,NULL,0,NULL
55,131,A-2510-326-6101-C/0076/2010,MURO DE CONTENCION DE GAVIONES PARA LA VIALIDAD EN EL BLVD. SAN JUAN BOSCO TRAMO: EN EL QUE COMPRENDE LA CURVA DE LA MUERTE LEON,653257.38,30,195977.21,25/03/2010 00:00,29/03/2010 00:00,24/04/2010 00:00,1,1,1,,EJECUCION,2010,77,,,1,25/03/2010 00:00,1,,NULL,0,NULL
56,19,A-2510-307-6101-D/0018/2010,"MANTENIMIENTO A LOS ELEMENTOS DEL PARQUE HIDALGO, DISTRIBUIDOR VIAL JUAN PABLO II, PARQUE BENITO JUAREZ Y AL MONUMENTO A LA INDUSTRAL LEONESA LEON",122768.92,30,79427.44,17/02/2010 00:00,22/02/2010 00:00,24/04/2010 00:00,1,1,1,,EJECUCION,2010,376,,,1,17/02/2010 00:00,1,,NULL,0,NULL
57,128,A-2510-304-6101-H/0074/2010,PROYECTO EJECUTIVO DE LA RUTA DEL PEATON CENTRO HISTORICO-BARRIO ARRIBA-CALVARIO.LEON,1984465.01,30,595339.5,25/03/2010 00:00,12/04/2010 00:00,12/10/2010 00:00,1,1,1,,EJECUCION,2010,377,,,1,25/03/2010 00:00,1,,NULL,0,NULL
58,25,B-5051-236-7101-H/0024/2010,PROYECTO EJECUTIVO DE LAS CALLES: ANTONIO BARROSO TRAMO: BLVD. MARIANO ESCOBEDO-LEON II; CALLE ESTEBAN DE LARIS TRAMO: DE BLVD. MARIANO ESCOBEDO-CEFERINO ORTIZ Y CALLE MARTIN MUÑOZ TRAMO: BLVD. MARIANO ESCOBEDO-JOSEFINA CAMARENA COL. LEON II; LEON,300167.06,30,90050.12,22/02/2010 00:00,01/03/2010 00:00,22/05/2010 00:00,1,1,1,,EJECUCION,2010,378,,,2,22/02/2010 00:00,1,,NULL,0,NULL
59,30,H-2510-904-6101-D/0029/2010,BLVD. DELTA EN EL TRAMO: DE LA VIALIDAD DEL EJE METROPOLITANO DEL BLVD. JUAN ALONSO DE TORRES A BLVD. AEROPUERTO (CUARTA ETAPA TRAMO: DE BLVD. LA LUZ A CALLE VIA DE LOS GIRASOLES) LEON,20377407.01,30,6113222.1,24/02/2010 00:00,01/03/2010 00:00,03/09/2010 00:00,1,1,1,,EJECUCION,2010,379,,,3,24/02/2010 00:00,3,,NULL,0,NULL
