Id_Contrato_Recurso,Id_Contrato,Id_Recurso_Partida,Porcentaje_Aportacion,Importe_Autorizado,Id_Contrato_Ampliacion
563,225,92,100,203577.79,71
24,24,4,100,126483.28,
315,277,77,100,293112.76,
258,234,29,100,119544.21,
677,532,96,100,58933.19,
857,594,137,100,108548.34,
343,294,101,50,40528.76,
423,347,76,100,66462.27,
41,42,86,100,470587.62,
576,237,4,100,126244.68,77
212,42,86,100,94117.48,16
223,203,77,100,1878607.21,
618,483,94,100,7636573.28,
673,529,96,100,67049.37,
350,299,101,50,40197.33,
146,147,9,100,344491.52,
477,388,119,50,1089328.61,
130,133,93,100,1352665.01,
398,329,101,50,48710.43,
422,344,92,100,267304.6,
794,278,135,100,217903.1,139
177,177,63,100,18158.92,
371,40,86,100,376469.93,45
554,435,63,100,350567.76,
653,513,92,100,63769.93,
203,197,77,100,163060.46,
802,247,4,100,356354.61,147
261,236,92,100,332964.81,
513,408,101,50,516197.25,
708,220,4,100,311172.38,107
591,460,46,100,2164622.8,
435,357,92,100,554814.93,
811,483,142,100,4497442.11,156
482,391,118,50,1658914.04,
142,143,92,100,761737.77,
319,281,77,100,404986.37,
412,337,9,100,136382.26,
86,89,85,100,1126962.47,
245,224,92,100,816414.79,
113,117,93,100,2248901.55,
539,308,85,53.3,465668,
379,316,92,100,64258.92,
585,454,9,100,513591.73,
667,527,77,100,631968.92,
109,113,77,100,744353.92,
100,102,77,100,73634.96,
506,404,100,50,306552.92,
76,79,1,100,305215.31,
144,145,41,100,303946.95,
487,393,119,50,365364.86,
122,125,77,100,416206.5,
635,497,94,100,720437.26,
133,136,92,100,898502.59,
275,250,92,100,291380.31,
494,398,101,50,411418.48,
745,568,124,100,1500000.09,
211,60,86,100,94117.48,15
528,415,93,100,333708.96,
605,473,46,100,662446.59,
96,98,77,100,1019854.54,
352,36,86,100,376469.93,39
138,141,55,100,4515419.65,
105,107,55,100,2132386.95,
686,540,129,100,2961056.32,
740,192,37,100,503540,115
253,229,102,100,408167.44,
718,548,77,100,163060.46,
692,541,126,43.7,291683.25,
701,544,63,100,521471.06,
188,184,99,100,440786,
286,258,92,100,1084045.17,
549,430,77,100,524931.34,
616,481,34,100,4717.99,
786,320,4,100,176021.83,131
243,222,92,100,713938.07,
734,561,41,3.15,46127.63,
102,104,90,100,999796.12,
112,116,93,100,182456.4,
260,235,77,100,75656.59,
437,359,92,100,159586.9,
456,372,29,100,165563.61,
532,418,96,100,44436.5,
664,524,92,100,1478260.98,
330,287,100,50,32620.33,
357,301,75,100,972237.83,
590,459,92,100,2280823.93,
838,436,150,100,2133845.55,180
155,157,75,100,982916.21,
158,160,75,100,109880.97,
744,567,124,100,4211160.37,
780,155,75,100,71965.79,126
25,25,4,100,251801.83,
559,439,50,100,2352161.81,
519,411,101,50,833207.12,
104,106,1,100,2320000,
812,369,92,100,482282.53,157
4,4,4,100,172838.05,
731,558,96,100,199999.5,
837,375,132,100,583818.48,179
56,58,4,100,300167.06,
629,424,122,100,5757810.08,
46,47,86,100,470587.62,
505,404,101,50,306552.93,
57,59,55,100,20377407.01,
207,198,77,100,188706.98,
217,201,77,100,213019.09,
239,218,92,100,371488.76,
775,233,4,100,901008.53,128
347,66,87,100,399998.62,38
366,309,96,100,362491.42,
789,243,4,100,486786.42,134
872,365,37,100,535121.44,
110,114,33,100,11059.02,
166,168,92,100,899617.72,
655,515,77,100,375974.63,
671,259,4,100,225712.33,93
324,176,29,100,419599.61,36
378,315,92,100,301175.22,
725,553,103,71.8,1077065,
855,296,140,100,157591.07,193
117,121,93,100,1100239.04,
768,585,77,100,365570.15,
805,80,77,100,488121.33,150
807,562,137,100,58050.9,152
17,18,41,100,3991951,
214,44,86,100,94117.48,18
678,533,9,100,18258.4,
858,478,77,100,93630.93,195
294,265,29,100,891272.63,
575,216,4,100,291577.39,76
833,475,149,100,370486.05,176
410,335,77,100,295866.94,
256,232,92,100,778285.68,
293,264,99,100,269728.18,
50,51,39,100,1065097.31,
408,50,87,100,376469.93,58
737,562,93,12.91,268929.22,
611,477,46,100,858605.3,
809,154,140,100,82547.56,154
658,518,77,100,317236.15,
28,29,55,100,8310113,
413,338,92,100,330797.06,
376,87,87,100,376469.93,49
235,214,77,100,874204.59,
262,237,92,100,230421.75,
66,68,87,100,399982.04,
344,294,100,50,40528.76,
509,406,101,50,403116.55,
12,9,2,100,75945836.05,
478,389,101,50,534205.64,
511,407,101,50,348339.5,
328,286,100,50,32876.43,
95,1,1,100,88992.35,1
530,416,75,100,2409428.59,
302,270,29,100,1333136.1,
409,334,92,100,359608.48,
675,250,92,100,55119.12,95
303,271,107,25,158860.99,
819,567,124,100,1788839.4,164
322,283,101,50,53575.04,
567,444,77,100,280507.01,
417,343,9,100,2382875.86,
495,398,100,50,411418.47,
199,194,76,100,32717.05,
493,397,100,50,677645.54,
638,274,39,100,137747.36,89
670,323,101,100,54359.49,92
705,254,4,100,345484.8,104
682,334,92,100,150788.37,96
765,583,34,100,10367.48,
433,131,41,100,200578.74,61
284,256,103,100,2298129.44,
871,598,155,100,660639.7,
305,271,110,25,158860.98,
429,352,29,100,2377157.1,
274,249,9,100,1123474.82,
597,465,93,100,1582077.89,
853,593,152,100,12576.45,
869,77,77,100,79223.36,202
430,353,92,100,576208.91,
825,540,147,38.94,38944,169
80,83,41,100,389212.57,
829,487,142,100,217278.86,173
295,266,92,100,985592.84,
608,269,4,100,197817.82,83
213,37,86,100,94117.48,17
404,152,92,70.28,2658602.24,
152,154,75,100,587945.92,
699,326,57,100,898563.24,101
87,90,4,100,84627.65,
700,543,96,100,30271.2,
312,274,39,100,195386.12,
515,409,101,50,506083.85,
547,428,63,100,529609.39,
172,16,4,100,254207.47,5
364,306,77,100,933795.85,
369,312,92,100,271184.61,
276,251,92,100,554592.26,
405,152,4,29.72,1124269.48,
128,131,41,100,246866.53,
265,240,92,100,282032.91,
867,596,155,100,42252.84,
18,19,4,100,146853.69,
821,564,4,100,1391377.95,166
351,299,100,50,40197.33,
403,332,92,100,647857.08,
313,275,46,100,85765.11,
613,269,92,100,258679.74,
359,302,114,100,146477.74,
750,573,124,97.43,3000000,
71,73,77,100,769960.13,
92,95,77,100,749746.35,
230,210,39,100,778185.62,
724,553,63,28.2,422935,
640,501,92,100,770515.47,
180,180,93,100,2191491.87,
471,385,101,50,2381015.22,
602,470,46,100,942587.87,
770,316,4,100,67997.44,123
814,493,144,100,857113.27,159
706,241,4,100,645046.9,105
90,93,77,100,2205758.82,
232,212,98,100,2395470.18,
339,292,101,50,32876.43,
716,547,77,100,352942.63,
849,508,77,100,213075.48,190
73,75,77,100,803831.35,
174,174,96,100,454743.79,
841,550,143,100,2967978.89,182
497,399,100,50,352137.6,
614,479,63,100,18817.18,
222,40,86,100,94117.48,23
316,278,92,100,421600.43,
395,327,77,100,1315600.03,
193,188,77,100,768335.47,
860,442,149,100,137272.51,196
836,375,92,100,220834.28,
118,23,1,100,275020.87,2
503,403,101,50,354343.86,
753,575,124,100,1500000.16,
746,569,124,100,2998133.12,
815,353,4,100,359273.13,160
517,410,101,50,810895.83,
643,504,93,100,77364.69,
279,253,29,100,2132398.06,
226,206,75,100,174790.09,
198,193,98,100,2399106.2,
221,65,87,100,128003.98,22
267,242,92,100,704074.18,
785,475,125,89.12,400000,
441,362,29,100,589559.95,
529,211,99,100,121943.11,69
648,508,77,100,1813208.08,
331,288,101,50,48710.86,
578,224,4,100,608103.56,79
15,16,4,100,1280382.25,
777,588,34,100,188167.22,
52,53,41,100,995901.75,
278,252,92,100,1395818,
362,304,89,100,508080.23,
598,466,46,100,2366757.18,
82,85,33,100,430617.44,
242,221,92,100,1092164.6,
799,157,75,100,132192.17,144
418,345,77,100,560016.69,
287,259,92,100,324431.62,
289,261,37,100,973801.47,
367,310,77,100,497532.65,
652,512,92,100,1764822.48,
657,517,77,100,456623.1,
129,132,93,100,51573.62,
661,521,9,100,2304218.73,
568,445,96,100,337793.6,
59,61,4,100,487652.32,
125,128,92,100,808136.42,
345,295,77,100,407063.81,
596,156,75,100,176059.74,82
632,494,77,100,130993.55,
817,438,145,100,4865823.27,162
769,251,4,100,361272.43,122
791,159,140,100,15896.15,136
114,118,92,100,2690202.25,
388,324,100,50,250779.75,
696,171,95,100,187837.87,98
510,406,100,50,403116.54,
764,582,96,100,44863,
282,255,104,72.42,7000000,
338,291,75,100,1086789.44,
157,159,75,100,305080.89,
527,107,55,100,549999.7,68
624,488,77,100,575061.76,
228,208,77,100,82025.55,
545,426,9,100,2331264.19,
587,456,9,100,38400.27,
304,271,112,25,158860.99,
399,329,100,50,48710.43,
472,385,100,50,2381015.21,
2,2,2,100,2099084.48,
298,67,87,100,470585.53,32
610,284,31,100,2410617.09,85
119,122,77,100,442896.5,
589,458,46,100,2043279.19,
834,448,124,100,399993.43,177
150,151,77,100,744233.22,
680,535,77,100,169526.05,
767,221,135,100,390855.97,120
167,169,92,100,1584663.81,
622,486,77,100,430601.47,
126,129,93,100,311392.91,
127,130,39,100,1774364.71,
693,495,63,100,148720.7,
450,368,117,86.19,1000000,
176,176,29,100,1331768.18,
452,149,62,100,315709.53,67
540,308,39,46.7,407999.39,
717,138,39,100,368253.6,114
231,211,9,100,88299.66,
335,289,100,50,69651.21,
830,519,4,100,207786.57,174
240,219,92,100,720981.2,
306,271,111,25,158860.99,
332,288,100,50,48710,
358,49,86,100,376469.93,42
719,549,,100,560707.36,
400,62,87,100,639887.26,54
16,17,41,100,7555201.2,
67,69,87,100,399959.24,
254,230,93,100,646977.1,
627,491,77,100,365570.15,
697,240,4,100,92624.35,99
7,5,2,100,2099114.77,
299,68,87,100,60082.03,33
583,452,9,100,480977.49,
38,39,86,100,470587.62,
457,373,41,100,33577.89,
862,550,153,100,349998.2,198
844,572,124,100,479940,185
26,27,4,100,414773.02,
491,395,100,50,754881.99,
1,1,1,100,773480.36,
248,227,92,100,254831.48,
720,551,77,100,233847.52,
72,74,77,100,1858594.22,
380,317,92,100,220459.21,
760,579,4,14.42,264517.77,
389,325,101,50,76251.18,
431,354,92,100,186936.93,
3,3,2,100,2099084.48,
334,289,101,50,69651.21,
835,376,132,100,77365.5,178
68,70,87,100,399941.08,
846,379,151,100,229782.02,187
558,438,5,100,3556684.31,
691,541,127,6.3,42050.44,
60,62,87,100,400070.06,
77,80,77,100,1090833.76,
183,108,77,100,141409.46,
272,247,92,100,746975.76,
548,429,92,100,1668340.62,
628,493,3,100,1530603.08,
711,546,62,100,1724905.18,
74,76,77,100,1988707.62,
449,367,116,100,105494.72,
702,545,98,100,49073.51,
732,559,77,100,633052.31,
196,191,77,100,1323152.02,
599,467,46,100,1263765.94,
588,457,46,100,2164680.61,
27,28,55,100,16818975.89,
615,480,93,100,5038089.01,
143,144,77,100,715076.84,
320,282,101,50,49553.68,
20,21,2,100,2099084.48,
756,266,4,100,845875.64,118
136,139,92,100,630236.8,
560,396,77,100,503486.52,
679,534,92,100,297862.76,
470,384,100,50,891191.35,
651,511,77,100,323809.62,
475,387,100,50,314410.32,
557,437,123,93.2,86000000,
438,360,29,100,681214.28,
726,554,29,100,188981.23,
781,340,29,100,47359.16,130
402,331,1,100,31528.28,
727,555,92,100,198377.18,
236,215,77,100,417538.66,
354,60,86,100,376469.93,41
387,324,101,50,250779.76,
518,410,100,50,810895.83,
730,557,63,100,165230.3,
31,32,4,100,99764.47,
123,126,77,100,146298.19,
139,142,39,100,918139.21,
151,153,92,100,1696937.08,
783,589,138,50,813190.85,
361,303,32,100,957089.33,
368,311,77,100,1373828.61,
676,531,77,100,378282.96,
280,254,92,100,238626.34,
300,48,86,100,94117.48,34
609,141,31,100,991772.97,84
486,393,118,50,365364.87,
715,261,37,100,998712.99,113
346,296,75,100,1841297.46,
522,412,100,50,854956.24,
709,242,4,100,737852.74,108
58,60,86,100,470587.62,
184,182,97,100,179998.15,
411,336,77,100,165989.84,
544,425,92,100,1407769.85,
13,14,4,100,220224.77,
311,273,34,100,2849.89,
48,49,86,100,470587.62,
573,226,4,100,522877.09,75
778,86,29,100,465577.89,121
459,376,92,100,179373.71,
797,269,4,100,174330.69,142
35,36,86,100,470587.62,
233,213,76,100,34074.86,
385,321,92,100,1061539.63,
469,384,101,50,891191.36,
169,53,41,100,199372.74,4
524,413,100,50,1391660.26,
580,244,4,100,134653.33,81
747,570,124,100,1499999.94,
36,37,86,100,470587.62,
161,163,92,100,2815792.48,
241,220,92,100,395048.81,
722,330,101,50,43034.55,
225,205,77,100,1348289.91,
42,43,86,100,470587.62,
636,498,94,100,830549.18,
668,528,77,100,335897.31,
742,565,31,100,8662627.36,
348,297,75,100,300219.55,
574,449,29,100,322421.26,
617,482,34,100,15247.17,
159,161,93,100,528899.34,
514,408,100,50,516197.25,
564,440,77,100,103367.63,
19,20,57,100,1860373.18,
586,455,9,100,320595.31,
852,592,152,100,60164.13,
455,371,77,100,1421879.26,
620,367,116,100,94361.09,86
103,105,91,100,140003.16,
603,471,94,100,745603.11,
763,581,133,100,1694501.47,
790,206,75,100,6625.03,135
44,45,4,100,157704.78,
39,40,86,100,470587.62,
569,446,77,100,149001.88,
208,199,41,100,917937.68,
748,571,124,100,2760000.01,
165,167,9,100,395551.68,
386,322,92,100,647592.7,
425,349,29,100,41986.3,
642,503,77,100,244231.25,
685,539,77,100,160919.39,
216,36,86,100,94117.48,20
592,461,46,100,1881449.26,
29,30,9,100,145277.44,
115,119,88,100,112424.73,
840,540,132,61.06,61055.78,169
64,66,87,100,499867.43,
83,86,29,100,879890.65,
774,162,135,100,93774.61,127
337,290,100,50,48710.43,
541,423,34,100,15492.57,
787,230,137,100,87034.29,132
202,196,92,100,879951.99,
266,241,92,100,580035.1,
795,232,4,100,181054.2,140
98,100,77,100,185176.46,
250,146,89,100,328147.19,26
360,35,87,100,376469.93,43
445,81,77,100,724469.57,63
496,399,101,50,352137.6,
806,422,137,100,260975.12,151
440,168,4,100,49159.71,62
45,46,4,100,227316.74,
55,57,29,100,1984465.01,
340,292,100,50,32876.43,
550,431,5,100,1559263.97,
11,13,4,100,257303.53,
644,332,92,100,424188.82,90
683,537,77,100,217518.97,
353,38,86,100,376469.93,40
870,56,2,100,122768.92,
156,158,75,100,298138.68,
210,50,86,100,94117.48,14
70,72,55,100,25734060.37,
251,49,86,100,94117.48,27
520,411,100,50,833207.12,
121,124,77,100,323234.99,
645,505,77,100,231215.05,
650,510,77,100,475737.74,
6,7,4,100,196293.14,
153,155,75,100,348815.58,
654,514,92,100,123683.05,
107,110,92,100,1048199.54,
689,541,128,25,166866.85,
43,44,86,100,470587.62,
381,318,92,100,2407500.98,
565,441,92,100,395384.4,
639,500,77,100,446075.61,
88,91,77,100,403738.85,
363,305,63,100,215225.81,
33,34,85,100,1514495.72,
234,70,87,100,128003.98,24
427,351,63,100,346088.85,
148,149,62,100,487032.17,
175,175,4,100,151400.31,
481,390,100,50,532170.18,
832,590,124,100,499875.67,
194,189,89,100,508080.23,
189,185,41,100,973299.35,
270,245,77,100,233338.73,
37,38,86,100,470587.62,
375,70,87,100,512031.99,48
101,103,77,100,912627.12,
415,342,3,100,2420557.5,
502,402,100,50,1114976.04,
396,328,101,50,49269.69,
327,286,101,50,32876.43,
356,300,100,50,570037.37,
426,350,63,100,155547.38,
451,368,98,13.81,160204.77,
813,449,143,100,39341.68,158
526,414,100,50,1255343.01,
492,397,101,50,677645.54,
739,564,131,100,4323252.23,
8,10,4,100,224478.94,
543,421,120,97.76,3404931.75,
666,526,95,100,792293.92,
215,43,86,100,94117.48,19
416,242,4,100,233398.62,59
864,595,155,100,75740.02,
111,115,39,100,1740000,
190,186,89,100,409409.21,
173,173,94,100,726816.34,
185,183,92,100,302235.83,
227,207,75,100,183039.46,
237,216,92,100,481888.07,
538,422,9,100,2045620.27,
78,81,77,100,1672145.94,
556,437,31,6.8,6274074.3,
474,387,101,50,314410.32,
69,71,33,100,197313.04,
200,88,5,100,23456.2,10
424,348,94,100,793296.98,
626,490,46,100,278779.52,
759,579,134,85.58,1569995,
63,65,87,100,399941.08,
766,584,34,100,5855.59,
859,442,75,100,828404.71,
804,262,135,100,222567.16,149
772,321,4,100,1228736.75,125
301,47,86,100,94117.48,35
710,227,4,100,192736.19,109
749,572,124,100,2120060.75,
244,223,92,100,534591.68,
355,300,101,50,570037.37,
325,284,55,5.31,1037584.23,
684,538,94,100,10090365.86,
818,365,132,100,141694.59,163
342,293,100,50,40197.33,
761,187,37,100,499990.79,119
149,150,94,100,839721.98,
839,267,4,100,52923.61,181
793,454,137,100,13514.17,138
444,366,63,100,768517.27,
501,402,101,50,1114976.04,
500,401,100,50,372064.4,
782,589,89,50,813190.85,
448,42,86,100,376469.93,66
600,468,92,100,1502384.75,
531,417,75,100,2402525.91,
534,419,93,100,146348.45,
192,187,37,100,484113.6,
336,290,101,50,48710.43,
81,84,85,100,17954.31,
465,382,101,50,988037.41,
801,122,141,100,59070.73,146
816,550,143,100,3999997.06,161
822,75,146,50.65,407153.06,
329,287,101,50,32620.33,
93,96,77,100,131811.69,
97,99,77,100,1034694.22,
91,94,89,100,820094.84,
483,391,119,50,1658914.04,
377,314,115,100,1061109.25,
407,333,92,100,479311.14,
723,330,100,50,43034.55,
490,395,101,50,754882,
249,66,87,100,100003.6,25
695,542,76,47.88,807619.66,
499,401,101,50,372064.41,
743,566,77,100,274908.45,
820,339,4,100,672477.48,165
269,244,92,100,315414.76,
195,190,98,100,286003.57,
391,326,57,100,4099246.21,
460,377,92,100,107044.81,
698,300,101,100,91739.85,100
106,109,92,100,1220938.43,
201,195,92,100,905946.63,
728,556,31,9.6,1699299.66,
191,83,41,100,86385.36,9
458,374,41,100,200449.39,
660,520,9,100,2082932.92,
84,87,86,100,470587.62,
810,465,132,100,114522.07,155
851,591,152,100,13567.55,
5,6,4,100,244781.14,
9,11,4,100,158331.1,
94,97,77,100,2408398.94,
446,48,86,100,376469.93,64
163,165,92,100,1550756.99,
257,233,92,100,1143140.65,
656,516,77,100,541722.82,
784,475,39,10.88,48837.15,
845,72,55,100,4770000,186
30,31,55,100,12780882.27,
40,41,86,100,470587.62,
447,47,86,100,376469.93,65
512,407,100,50,348339.49,
612,478,77,100,1753415.28,
776,587,34,100,1921.91,
268,243,92,100,1120564.84,
473,386,89,100,1154701.78,
674,530,93,100,1304068.76,
134,137,77,100,941704.43,
317,279,75,100,1085854.51,
688,391,119,50,241026.82,97
318,280,92,100,623813.57,
546,427,29,100,759723.34,
625,489,97,100,269381.03,
631,492,96,100,97424.61,
808,561,137,100,92728.86,153
140,26,4,100,611674.54,
516,409,100,50,506083.84,
394,44,87,100,376469.93,53
623,487,42,100,2092939.69,
131,134,92,100,479082.75,
349,298,39,100,811647.45,
606,474,94,100,816400.36,
21,22,42,100,1600960.11,
108,112,92,100,1437837.3,
205,54,86,100,94117.48,12
292,121,93,100,1243080.6,31
842,580,124,100,1500000,183
170,171,95,100,438288.37,
792,333,4,100,299238.42,137
365,307,77,100,600000.01,
690,541,107,25,166866.85,
755,414,12,100,672430.32,117
372,313,39,100,997699.96,
75,78,77,100,606702.4,
434,356,92,100,413309.83,
687,391,118,50,241026.83,97
827,138,148,100,97588.25,171
197,192,37,100,484113.6,
421,339,92,100,1038121.67,
579,222,4,100,671801.16,80
736,562,33,87.09,1814855.51,
271,246,77,100,194927.48,
533,234,29,100,45137.99,70
646,506,77,100,473564.3,
281,87,86,100,94117.48,30
296,267,92,100,353909.7,
773,586,124,100,2997258.61,
47,48,86,100,470587.62,
145,146,89,100,385344.02,
310,272,111,25,158492.9,
467,383,101,50,311962.6,
619,484,77,100,277177.87,
621,485,92,100,792335.7,
89,92,39,100,113632.76,
273,248,92,100,455324.49,
23,23,1,100,461702.61,
536,323,101,50,217289.57,
637,499,77,100,167319,
831,571,124,100,240000,175
414,341,92,100,764726.22,
803,260,4,100,427323.58,148
854,556,55,100,1314061.93,192
10,12,4,100,257899.22,
209,200,92,100,630675.37,
285,257,93,100,800075.92,
713,182,97,100,22901.36,111
489,394,100,50,1060083,
552,433,92,100,646353.18,
663,523,96,100,39298.25,
843,574,124,100,495775.88,184
555,436,32,100,10077494.13,
662,522,77,100,317207.83,
704,248,4,100,865999.28,103
729,556,55,90.4,15995569,
290,262,92,100,1192400.38,
383,319,77,100,910798.71,
308,272,113,25,158492.9,
341,293,101,50,40197.33,
796,252,4,100,679198.98,141
439,361,92,100,252640.31,
54,55,41,100,653257.38,
521,412,101,50,854956.25,
779,426,34,100,71456,129
694,542,9,52.12,879046,
758,578,29,100,1258356.67,
124,127,93,100,290048.12,
247,226,92,100,637010.93,
99,101,33,100,113779.44,
178,178,93,100,105134.81,
392,43,87,100,376469.93,51
866,556,154,100,4745085.08,201
246,225,92,100,426592.54,
508,405,100,50,653356.9,
120,123,92,100,558097.7,
160,162,92,100,831237.68,
238,217,93,100,89349.94,
525,414,101,50,1255343.02,
604,472,46,100,312734.57,
137,140,92,100,932286.99,
147,148,92,100,1814054.81,
382,139,92,100,184418.58,50
863,556,154,100,4014000.11,199
277,14,4,100,29941.43,29
259,35,86,100,94117.48,28
733,560,77,100,389140.9,
571,123,92,100,132869.9,74
577,238,4,100,214589.07,78
321,282,100,50,49553.68,
873,371,157,100,395151.4,203
288,260,92,100,476437.37,
436,358,92,100,186045.09,
181,181,93,100,63053.77,
428,239,4,100,43826.36,60
53,54,86,100,470587.62,
186,69,87,100,470585.53,7
61,63,4,100,290518.08,
419,346,77,100,868773.62,
34,35,86,100,470587.62,
252,228,102,100,2109879.13,
788,314,137,100,20500.09,133
326,285,77,100,306663.78,
714,389,101,100,1566788.07,112
49,50,86,100,470587.62,
735,561,93,96.85,1416864.31,
314,276,46,100,112027.63,
476,388,118,50,1089328.61,
553,434,93,100,245946.39,
751,573,132,2.57,79106.15,
824,555,4,100,119489.48,168
498,400,77,100,1654310.89,
562,9,31,100,29135136.12,73
116,120,77,100,852521.9,
154,156,75,100,430504.88,
507,405,101,50,653356.9,
537,323,100,50,217289.56,
630,424,122,100,2319730.12,87
798,107,55,100,63659.05,143
856,29,150,6.48,538399.34,
219,202,101,50,737966.29,
307,272,107,25,158492.9,
297,268,77,100,2082544.2,
333,41,86,100,376469.93,37
480,390,101,50,532170.18,
551,432,102,100,498220.8,
861,556,55,100,4966395.35,197
224,204,75,100,500450.22,
593,462,46,100,1476076.06,
204,38,86,100,94117.48,11
374,37,87,100,376469.93,47
523,413,101,50,1391660.26,
566,443,77,100,300024.88,
582,451,41,100,152378.44,
762,580,124,100,4064058.64,
752,574,124,100,2504221.19,
823,550,130,100,3454131.45,
182,83,41,100,542573.84,6
370,54,86,100,376469.93,44
263,238,92,100,407124.63,
462,379,77,100,688772.94,
162,164,77,100,1624892.57,
171,172,92,100,1735646.22,
485,392,119,50,752051.18,
62,64,4,100,289378.25,
406,136,4,100,70379.79,57
754,576,77,100,377325.62,
868,597,155,100,42252.84,
135,138,39,100,434791.08,
535,420,77,100,556852.52,
397,328,100,50,49269.68,
454,370,77,100,659219.2,
634,365,37,100,488597.15,88
468,383,100,50,311962.59,
