Id_Descuento_Adicional,Id_Estimacion,Nombre,Importe
1,4,C.N.E.C.,620.08
2,14,CNEC,162.56
3,15,CNEC,251.84
4,16,CNEC,146.26
5,26,CNEC,264.59
6,27,CNEC,815.06
7,35,RET. IVA,4025.8
8,35,CEDULAR+I.S.R.,4154.2
9,36,CNEC,82.1
10,37,CNEC,34.37
11,38,CNEC,259.43
12,39,CNEC,97.58
13,40,CNEC,86.78
14,42,C.E.N.E.C.,665.54
15,49,CNEC,10.26
16,55,CNEC,641.7
17,59,C.E.N.E.C.,605.93
18,66,C.E.N.E.C.,2289.73
19,74,C.E.N.E.C.,1099.92
20,78,C.E.N.E.C.,62.07
21,82,CNEC,227.98
22,84,CNEC,145.96
23,97,C.N.E.C,225.15
24,106,CNEC,86.35
25,109,CNEC,7.74
26,109,ISR,1547.78
27,109,CEDULAR,154.78
28,115,C.N.E.C,327.19
29,117,C.N.E.C.,118.35
30,120,CNEC,220.14
31,121,CNEC,28.37
32,126,CNEC,259.36
33,133,C.E.N.E.C.,831.4
34,134,C.E.N.E.C.,546.6
35,135,C.E.N.E.C.,1069.4
36,140,C.N.E.C.,573.33
37,145,C.E.N.E.C.,121.56
38,146,C.E.N.E.C.,228.29
39,147,C.N.E.C.,972.95
40,149,CENEC,40.42
41,156,C.E.N.E.C.,1827.99
42,159,CENEC,75.14
43,162,CNEC,177.53
44,167,CNEC,863.7
45,168,CENEC,188.02
46,174,C.E.N.E.C.,339.36
47,176,CENEC,1126.35
48,177,CENEC,496.72
49,190,CNEC,133.99
50,191,C.E.N.E.C.,85.18
51,192,C.E.N.E.C.,47.67
52,193,C.E.N.E.C.,850.13
53,196,C.N.E.C.,42.88
54,199,CNEC,25.62
55,204,C.E.N.E.C.,35.35
56,205,C.E.N.E.C.,344.96
57,210,CNEC,225.76
58,211,CNEC,164.1
59,216,CNEC,372.78
60,217,CENEC,37.85
61,226,C.E.N.E.C.,119.46
62,227,C.E.N.E.C.,942.81
63,237,C.N.E.C,250.19
64,245,CNEC,200.92
65,250,C.N.E.C,116.57
66,255,C.E.N.E.C.,115.01
67,256,CNEC,36.36
68,261,CNEC,253.94
69,263,CNEC,22.5
70,266,C.E.N.E.C.,48.44
71,268,C.N.E.C,147.07
72,275,CENEC,518.89
73,276,C.N.E.C.,273.57
74,277,CNEC,215.66
75,283,C.N.E.C.,50.77
76,288,CNEC,39.56
77,295,C.N.E.C.,115.44
78,304,C.N.E.C.,78.31
79,305,CENEC,48.55
80,307,C.E.N.E.C.,267.62
81,312,C.E.N.E.C.,1060.89
82,319,C.N.E.C.,219.72
83,320,C.N.E.C.,1516.4
84,323,APORT CAP EST 1,723.06
85,323,APORT O. S. EST,3615.31
86,327,C.E.N.E.C.,1548.53
87,328,CENEC,923.03
88,331,C.N.E.C.,673.63
89,332,C.E.N.E.C.,850.66
90,333,CNEC,363.46
91,334,C.N.E.C.,517.66
92,341,C.N.E.C.,195.92
93,342,C.N.E.C.,48.98
94,349,C.N.E.C.,223.7
95,352,C.N.E.C.,423.42
96,354,C.N.E.C.,296.89
97,358,C.E.N.E.C.,373.26
98,363,CNEC,19.21
99,373,C.N.E.C.,81.16
100,391,C.N.E.C.,226.11
101,392,C.E.N.E.C.,342.1
102,393,CNEC,212.83
103,394,C.N.E.C,458.18
104,395,CNEC,524.3
105,397,C.N.E.C.,550.19
106,398,C.N.E.C.,801.81
107,399,C.N.E.C.,201.01
108,400,CNEC,41.28
109,401,C.N.E.C.,253.13
110,402,C.N.E.C.,301.17
111,403,C.N.E.C.,515.47
112,404,C.N.E.C.,1754.21
113,411,C.N.E.C.,216.1
114,412,C.N.E.C.,64.21
115,418,C.N.E.C.,302.28
116,420,C.N.E.C.,626.87
117,421,C.N.E.C.,188.8
118,422,C.N.E.C.,2158.05
119,423,C.N.E.C.,2722.75
120,424,C.E.N.E.C.,750.02
121,425,C.E.N.E.C.,346.09
122,432,C.N.E.C,84.38
123,433,C.N.E.C,207.13
124,434,C.E.N.E.C.,253.3
125,435,C.E.N.E.C.,374.47
126,436,C.N.E.C.,159.54
127,437,C.N.E.C.,127.46
128,441,C.E.N.E.C.,1668.27
129,447,C.N.E.C.,553.64
130,454,CNEC,409.45
131,455,C.N.E.C.,1600.72
132,456,C.N.E.C.,685.26
133,472,CENEC,86.32
134,473,CENEC,42.22
135,474,CENEC,23.44
136,481,C.N.E.C.,545.31
137,484,C.N.E.C.,682.54
138,491,C.N.E.C.,170.64
139,494,C.N.E.C.,389.72
140,498,C.N.E.C.,142.23
141,499,C.N.E.C.,84.21
142,501,CNEC,423.49
143,502,C.N.E.C.,22.01
144,503,C.N.E.C.,193.48
145,504,CNEC,90.92
146,505,CNEC,44.55
147,510,C.E.N.E.C.,33.5
148,511,C.E.N.E.C.,109.61
149,524,CNEC,141.35
150,527,C.N.E.C.,670.5
151,528,C.N.E.C.,145.17
152,530,C.N.E.C.,246.51
153,540,C.N.E.C,406.7
154,541,C.N.E.C,399.71
155,551,C.N.E.C.,377.87
156,552,C.N.E.C.,90.54
157,553,C.N.E.C.,108.02
158,556,C.N.E.C.,812.78
159,560,C.N.E.C.,702.9
160,561,C.N.E.C.,443.7
161,563,C.E.N.E.C.,609.87
162,566,CENEC,74
163,570,C.E.N.E.C.,1501.2
164,571,CENEC,85.18
165,576,C.N.E.C.,329.64
166,582,C.N.E.C.,173.37
167,585,C.N.E.C.,80.76
168,593,SANCION DEFINIT,8105.39
169,595,CENEC,831.37
170,596,RAPCE,11598.11
171,597,RAPCE,4721.86
172,603,C.N.E.C.,133.96
173,604,C.N.E.C.,123
174,607,C.N.E.C.,259.8
175,617,C.N.E.C.,880.02
176,621,C.N.E.C.,3037.46
177,625,C.N.EC.,326.55
178,626,C.N.E.C.,453.28
179,627,C.N.E.C.,463.73
180,632,C.N.E.C.,43.49
181,633,C.N.E.C.,115.95
182,636,CENEC,208.44
183,655,C.E.N.E.C.,575.4
184,658,C.N.E.C.,465.11
185,659,C.N.E.C.,188.24
186,660,C.N.E.C.,110.38
187,665,CNEC,126.52
188,674,CNEC,59.42
189,675,C.N.E.C.,162.94
190,678,C.E.N.E.C.,1046.43
191,680,C.N.E.C.,973.28
192,681,C.N.E.C.,690.22
193,682,CENEC,1604.01
194,688,0.2% Y 1% DEDUC,26362.13
195,689,CENEC,156.71
196,690,C.N.E.C,259.13
197,691,C.N.E.C,449.58
198,691,DEDUCTIVA  EST,645
199,693,C.N.E.C.,428.1
200,696,C.N.E.C.,177.74
201,697,C.N.E.C.,319.47
202,699,C.N.E.C.,343.87
203,700,C.N.E.C.,339.39
204,702,C.N.E.C.,338.57
205,717,C.N.E.C.,191.03
206,720,CNEC,141.4
207,723,C.N.E.C.,151.12
208,724,C.N.E.C.,68.11
209,725,C.N.E.C.,370.69
210,727,CENEC,253.47
211,729,C.N.E.C.,80.86
212,731,C.N.E.C,606.77
213,732,C.N.E.C.,446.51
214,735,C.N.E.C.,755.89
215,736,C.N.E.C.,141.68
216,738,C.N.E.C.,200.89
217,742,C.E.N.E.C.,646.84
218,746,CNEC,265.94
219,751,C.N.E.C.,1682.21
220,752,C.N.E.C.,391.16
221,753,C.E.N.E.C.,633.34
222,754,C.N.E.C.,52.79
223,755,C.N.E.C.,113.54
224,756,CNEC,34.07
225,774,C.N.EC.,211.83
226,776,CNEC,278.53
227,777,CNEC,370.88
228,778,C.N.E.C.,70.4
229,779,C.N.E.C.,461
230,782,C.N.E.C.,345.43
231,784,C.E.N.E.C.,379.82
232,785,C.E.N.E.C.,31.27
233,788,C.E.N.E.C.,1367.12
234,790,C.N.E.C.,125.03
235,794,C.N.E.C.,356.41
236,795,C.N.E.C,402.18
237,798,DIVO EST 1,395.98
238,805,C.N.E.C.,1615.39
239,810,C.E.N.E.C.,566.3
240,813,CENEC,125.84
241,821,C.N.E.C,88.22
242,822,C.N.E.C.,143.08
243,823,C.N.E.C.,136.87
244,824,C.N.E.C.,499.63
245,826,C.N.E.C.,309.39
246,832,C.N.E.C.,66.54
247,833,C.N.E.C.,135.32
248,841,C.N.E.C,522.67
249,844,C.N.E.C.,495.35
250,847,C.N.E.C.,370.5
251,852,C.N.E.C.,502.31
252,857,C.N.E.C.,861.14
253,889,CENEC,859.98
254,897,C.N.E.C,318.76
255,898,C.N.E.C.,594.28
256,899,C.N.E.C.,117.11
257,909,C.N.E.C.,115.84
258,911,C.N.E.C,241.22
259,924,C.N.E.C.,512.97
260,925,RAPCE,16086
261,926,C.E.N.E.C.,43.08
262,929,C.E.N.E.C.,1071.48
263,931,CNEC,188.53
264,936,C.E.N.E.C.,1365.25
265,936,C.E.N.E.C. EST.,285.5
266,936,DEDUC. DIVO EST,-285.5
267,938,C.E.N.E.C.,1018.56
268,939,C.N.E.C.,766.22
269,940,C.N.E.C.,62.92
270,941,C.N.E.C.,34.93
271,943,C.N.E.C.,79.31
272,945,C.N.E.C.,111.37
273,947,C.E.N.E.C.,112.59
274,953,C.N.E.C.,138.6
275,956,C.N.E.C.,281.69
276,960,CENEC,257.83
277,967,C.E.N.E.C.,372.56
278,977,C.E.N.E.C.,261.44
279,980,C.N.EC.,447.68
280,982,C.N.E.C.,486.04
281,989,C.E.N.E.C.,272.22
282,1001,C.N.E.C.,174.34
283,1004,C.N.E.C.,206.99
284,1005,C.N.E.C.,1152.37
285,1006,RAPCE,6693.64
286,1019,C.N.E.C,489.37
287,1020,CNEC,492.36
288,1022,C.N.E.C.,62.06
289,1023,C.N.E.C.,71.35
290,1027,C.N.E.C.,462.59
291,1032,C.N.E.C.,111.06
292,1036,C.N.E.C.,1405.22
293,1037,C.N.E.C,273.86
294,1038,C.N.E.C.,181.02
295,1041,C.N.E.C.,891.29
296,1044,C.N.E.C.,298.91
297,1056,C.N.E.C.,678.82
298,1058,C.N.E.C.,383.05
299,1063,CENEC,29.05
300,1064,SANCION DEFINIT,13232.6
301,1072,C.N.E.C.,852.88
302,1074,C.N.E.C.,243.98
303,1077,C.N.E.C.,385.57
304,1080,C.N.E.C.,435.04
305,1087,CENEC,812.93
306,1088,C.N.E.C,137.95
