Id_Contrato_Fianza,Id_Contrato,Id_Fianza,Numero_Fianza,Fecha_Emision,Fecha_Recepcion,Nombre_Afianzadora,Fecha_Liberacion,Id_Contrato_Ampliacion
176,0000000103,0000000002,10124-00086-0,2018-05-03 00:00:00,2018-05-07 00:00:00,"AFIANZADORA INSURGENTES, S.A. DE C.V.",2019-05-02 00:00:00,
177,0000000104,0000000001,4197-00631-9,2018-06-04 00:00:00,2018-06-07 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-06-03 00:00:00,
178,0000000104,0000000002,4197-00632-2,2018-06-04 00:00:00,2018-06-07 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-06-04 00:00:00,
179,0000000105,0000000001,4197-00631-9,2018-06-04 00:00:00,2018-06-07 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-06-03 00:00:00,
180,0000000105,0000000002,4197-00632-2,2018-06-04 00:00:00,2018-06-07 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-06-03 00:00:00,
181,0000000106,0000000001,1914514,2018-06-06 00:00:00,2018-06-15 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-06-07 00:00:00,
182,0000000106,0000000002,1914513,2018-06-07 00:00:00,2018-06-15 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-06-06 00:00:00,
183,0000000107,0000000001,1913444,2018-06-07 00:00:00,2018-06-12 00:00:00,"LIBERTY FIANZAS, S.A.",2019-06-06 00:00:00,
184,0000000107,0000000002,4*46746,2018-06-07 00:00:00,2018-06-12 00:00:00,"LIBERTY FIANZAS, S.A.",2019-06-06 00:00:00,
185,0000000108,0000000002,1900450,2018-04-20 00:00:00,2018-04-30 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-04-19 00:00:00,
186,0000000109,0000000002,1900450,2018-04-20 00:00:00,2018-04-30 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-04-19 00:00:00,
187,0000000110,0000000002,1900450,2018-04-20 00:00:00,2018-04-30 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-04-19 00:00:00,
188,0000000111,0000000002,1900450,2018-04-20 00:00:00,2018-04-30 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-04-19 00:00:00,
189,0000000112,0000000002,4197-00637-7,2018-06-04 00:00:00,2018-07-04 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-06-03 00:00:00,
190,0000000113,0000000001,III-516230-RC,2018-06-04 00:00:00,2018-06-12 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-03 00:00:00,
191,0000000113,0000000002,III-516232-RC,2018-06-04 00:00:00,2018-06-12 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-03 00:00:00,
192,0000000011,0000000002,1885162,2018-02-19 00:00:00,2018-02-28 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-02-18 00:00:00,
193,0000000115,0000000001,1912623,2018-05-31 00:00:00,2018-06-08 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-30 00:00:00,
194,0000000115,0000000002,1912627,2018-05-31 00:00:00,2018-06-08 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-30 00:00:00,
195,0000000116,0000000001,161080195180756,2018-06-04 00:00:00,2018-06-06 00:00:00,"CESCE FIANZAS MEXICO, S.A. DE C.V.",2019-06-03 00:00:00,
196,0000000116,0000000002,161080195180757,2018-06-04 00:00:00,2018-06-06 00:00:00,"CESCE FIANZAS MEXICO, S.A. DE C.V.",2019-06-03 00:00:00,
197,0000000117,0000000002,1913390,2018-06-04 00:00:00,2018-06-06 00:00:00,"LIBERTY FIANZAS, S.A.",2019-06-03 00:00:00,
198,0000000117,0000000001,1913389,2018-06-04 00:00:00,2018-06-06 00:00:00,"LIBERTY FIANZAS, S.A.",2019-06-03 00:00:00,
199,0000000118,0000000002,III-516491-RC,2018-06-04 00:00:00,2018-06-13 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-03 00:00:00,
200,0000000119,0000000002,1910639,2018-05-31 00:00:00,2018-06-04 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-30 00:00:00,
201,0000000119,0000000001,1910636,2018-05-31 00:00:00,2018-06-04 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-30 00:00:00,
202,0000000120,0000000001,1915430,2018-06-07 00:00:00,2018-06-15 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-06-06 00:00:00,
203,0000000120,0000000002,1915433,2018-06-07 00:00:00,2018-06-15 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-06-06 00:00:00,
204,0000000121,0000000002,III-516726-RC,2018-06-08 00:00:00,2018-06-18 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-07 00:00:00,
205,0000000121,0000000001,III-516724-RC,2018-06-08 00:00:00,2018-06-18 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-07 00:00:00,
206,0000000122,0000000001,III-516541-RC,2018-06-04 00:00:00,2018-06-19 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-03 00:00:00,
207,0000000122,0000000002,III-516542-RC,2018-06-04 00:00:00,2018-06-19 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-03 00:00:00,
208,0000000017,0000000002,BKY-0016-0007290,2018-04-16 00:00:00,2018-04-20 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-04-15 00:00:00,
209,0000000123,0000000001,1907398,2018-05-11 00:00:00,2018-05-21 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-10 00:00:00,
210,0000000123,0000000002,1907403,2018-05-11 00:00:00,2018-05-21 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-10 00:00:00,
211,0000000124,0000000001,976414,2018-05-04 00:00:00,2018-05-09 00:00:00,"FIANZAS DORAMA, S.A.",2019-05-03 00:00:00,
212,0000000124,0000000002,976418,2018-05-04 00:00:00,2018-05-09 00:00:00,"FIANZAS DORAMA, S.A.",2019-05-03 00:00:00,
213,0000000125,0000000001,1914061,2018-06-06 00:00:00,2018-06-15 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-06-05 00:00:00,
214,0000000125,0000000002,1914069,2018-06-07 00:00:00,2018-06-15 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-06-06 00:00:00,
215,0000000126,0000000001,4176-00100-3,2018-06-11 00:00:00,2018-06-14 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-06-10 00:00:00,
216,0000000126,0000000002,4176-001001-0,2018-06-11 00:00:00,2018-06-14 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-06-10 00:00:00,
217,0000000127,0000000001,BKY-0004-0009139,2018-06-04 00:00:00,2018-06-13 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-06-03 00:00:00,
218,0000000127,0000000002,BKY-0004-0009141,2018-06-11 00:00:00,2018-06-13 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-06-10 00:00:00,
219,0000000128,0000000001,BKY-0007-0009264,2018-06-08 00:00:00,2018-06-15 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-06-07 00:00:00,
220,0000000128,0000000002,BKY-0007-0009266,2018-06-08 00:00:00,2018-06-15 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-06-07 00:00:00,
221,0000000129,0000000001,III-516408-RC,2018-06-08 00:00:00,2018-06-14 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-07 00:00:00,
222,0000000129,0000000002,III-516409-RC,2018-06-08 00:00:00,2018-06-14 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-07 00:00:00,
223,0000000130,0000000001,1914074,2018-06-08 00:00:00,2018-06-13 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-06-07 00:00:00,
224,0000000130,0000000002,1914081,2018-06-08 00:00:00,2018-06-13 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-06-07 00:00:00,
225,0000000131,0000000001,1912376,2018-05-31 00:00:00,2018-06-08 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-30 00:00:00,
226,0000000131,0000000002,1912381,2018-05-31 00:00:00,2018-06-08 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-30 00:00:00,
227,0000000132,0000000001,2201794,2018-05-02 00:00:00,2018-05-10 00:00:00,"AFIANZADORA SOFIMEX, S.A.",2019-05-01 00:00:00,
228,0000000132,0000000002,2201797,2018-05-02 00:00:00,2018-05-10 00:00:00,"AFIANZADORA SOFIMEX, S.A.",2019-05-01 00:00:00,
229,0000000133,0000000002,1970786,2018-05-02 00:00:00,2018-05-11 00:00:00,"LIBERTY FIANZAS, S.A.",2019-05-01 00:00:00,
230,0000000133,0000000001,1970844,2018-05-02 00:00:00,2018-05-11 00:00:00,"LIBERTY FIANZAS, S.A.",2019-05-01 00:00:00,
231,0000000134,0000000001,III-516705-RC,2018-05-29 00:00:00,2018-06-05 00:00:00,"FIANZAS ATLAS, S.A.",2019-05-28 00:00:00,
232,0000000134,0000000002,III-516706-RC,2018-05-29 00:00:00,2018-06-05 00:00:00,"FIANZAS ATLAS, S.A.",2019-05-28 00:00:00,
233,0000000135,0000000001,1911725,2018-05-31 00:00:00,2018-06-08 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-30 00:00:00,
234,0000000135,0000000002,1911723,2018-05-31 00:00:00,2018-06-08 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-30 00:00:00,
235,0000000138,0000000002,BKY-0016-0008523,2018-05-24 00:00:00,2018-05-28 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-05-23 00:00:00,
236,0000000138,0000000001,BKY-0016-0008522,2018-05-24 00:00:00,2018-05-28 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-05-23 00:00:00,
237,0000000139,0000000001,BKY-0016-0008508,2018-05-24 00:00:00,2018-05-29 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-05-23 00:00:00,
238,0000000139,0000000002,BKY-0016-0008509,2018-05-24 00:00:00,2018-05-29 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-05-23 00:00:00,
239,0000000140,0000000001,10124-00090-1,2018-05-24 00:00:00,2018-05-28 00:00:00,"AFIANZADORA INSURGENTES, S.A. DE C.V.",2019-05-23 00:00:00,
240,0000000140,0000000002,10124-00092-9,2018-05-24 00:00:00,2018-05-28 00:00:00,"AFIANZADORA INSURGENTES, S.A. DE C.V.",2019-05-23 00:00:00,
241,0000000141,0000000002,BKY-0004-0008559,2018-05-24 00:00:00,2018-05-28 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-05-23 00:00:00,
242,0000000141,0000000001,BKY-0004-0008557,2018-05-24 00:00:00,2018-05-28 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-05-23 00:00:00,
243,0000000142,0000000001,2215337,2018-06-08 00:00:00,2018-06-15 00:00:00,"AFIANZADORA SOFIMEX, S.A.",2019-06-07 00:00:00,
244,0000000142,0000000002,2215340,2018-06-08 00:00:00,2018-06-15 00:00:00,"AFIANZADORA SOFIMEX, S.A.",2019-06-07 00:00:00,
245,0000000143,0000000002,3428-01926-5,2018-06-11 00:00:00,2018-06-15 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-06-10 00:00:00,
246,0000000143,0000000001,3428-01925-2,2018-06-11 00:00:00,2018-06-15 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-06-10 00:00:00,
247,0000000144,0000000002,BKY-0016-0009222,2018-06-08 00:00:00,2018-06-18 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-06-07 00:00:00,
248,0000000144,0000000001,BKY-0016-0009221,2018-06-08 00:00:00,2018-06-18 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-06-07 00:00:00,
249,0000000145,0000000001,1914187,2018-06-04 00:00:00,2018-06-14 00:00:00,"LIBERTY FIANZAS, S.A.",2019-06-03 00:00:00,
250,0000000145,0000000002,1914188,2018-06-04 00:00:00,2018-06-14 00:00:00,"LIBERTY FIANZAS, S.A.",2019-06-03 00:00:00,
251,0000000146,0000000002,III-515789-RC,2018-05-24 00:00:00,2018-05-30 00:00:00,"FIANZAS ATLAS, S.A.",2019-05-23 00:00:00,
252,0000000146,0000000001,III-515786-RC,2018-05-24 00:00:00,2018-05-30 00:00:00,"FIANZAS ATLAS, S.A.",2019-05-23 00:00:00,
253,0000000147,0000000002,832075,2018-02-12 00:00:00,2018-02-19 00:00:00,"FIANZAS DORAMA, S.A.",2019-02-11 00:00:00,
254,0000000147,0000000001,832072,2018-02-12 00:00:00,2018-02-19 00:00:00,"FIANZAS DORAMA, S.A.",2019-02-11 00:00:00,
255,0000000148,0000000002,832075,2018-02-12 00:00:00,2018-02-19 00:00:00,"FIANZAS DORAMA, S.A.",2019-02-11 00:00:00,
256,0000000148,0000000001,832072,2018-02-12 00:00:00,2018-02-19 00:00:00,"FIANZAS DORAMA, S.A.",2019-02-11 00:00:00,
257,0000000151,0000000002,III-516284-RC,2018-06-07 00:00:00,2018-06-11 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-06 00:00:00,
258,0000000151,0000000001,III-516281-RC,2018-06-07 00:00:00,2018-06-11 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-06 00:00:00,
259,0000000152,0000000002,10124-00105-6,2018-06-25 00:00:00,2018-07-02 00:00:00,"AFIANZADORA INSURGENTES, S.A. DE C.V.",2019-06-24 00:00:00,
260,0000000152,0000000001,10124-00104-5,2018-06-25 00:00:00,2018-07-02 00:00:00,"AFIANZADORA INSURGENTES, S.A. DE C.V.",2019-06-24 00:00:00,
261,0000000153,0000000002,1920243,2018-06-18 00:00:00,2018-06-28 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-06-17 00:00:00,
262,0000000153,0000000001,1920247,2018-06-18 00:00:00,2018-06-28 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-06-17 00:00:00,
263,0000000154,0000000001,BKY-0016-0010289,2018-07-09 00:00:00,2018-07-11 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-07-08 00:00:00,
264,0000000154,0000000002,BKY-0016-0010293,2018-07-09 00:00:00,2018-07-11 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-07-08 00:00:00,
265,0000000155,0000000001,4221-00151-8,2018-06-25 00:00:00,2018-07-02 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-06-24 00:00:00,
266,0000000155,0000000002,4221-00152-5,2018-06-25 00:00:00,2018-07-02 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-06-24 00:00:00,
267,0000000156,0000000001,1915205,2018-06-25 00:00:00,2018-07-02 00:00:00,"LIBERTY FIANZAS, S.A.",2019-06-24 00:00:00,
268,0000000156,0000000002,1915137,2018-06-25 00:00:00,2018-07-02 00:00:00,"LIBERTY FIANZAS, S.A.",2019-06-24 00:00:00,
269,0000000157,0000000001,996004,2018-06-25 00:00:00,2018-07-02 00:00:00,"FIANZAS DORAMA, S.A.",2019-06-24 00:00:00,
270,0000000157,0000000002,996009,2018-06-25 00:00:00,2018-07-02 00:00:00,"FIANZAS DORAMA, S.A.",2019-06-24 00:00:00,
271,0000000158,0000000001,BKY-0007-0009315,2018-06-11 00:00:00,2018-06-11 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-06-10 00:00:00,
272,0000000158,0000000002,BKY-0007-0009316,2018-06-11 00:00:00,2018-06-11 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-06-10 00:00:00,
273,0000000159,0000000002,1919044,2018-06-18 00:00:00,2018-07-19 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-06-17 00:00:00,
274,0000000162,0000000001,977559,2018-05-17 00:00:00,2018-05-25 00:00:00,"FIANZAS DORAMA, S.A.",2019-05-16 00:00:00,
275,0000000162,0000000002,977570,2018-05-17 00:00:00,2018-05-25 00:00:00,"FIANZAS DORAMA, S.A.",2019-05-16 00:00:00,
276,0000000163,0000000001,977559,2018-05-17 00:00:00,2018-05-25 00:00:00,"FIANZAS DORAMA, S.A.",2019-05-16 00:00:00,
277,0000000163,0000000002,977570,2018-05-17 00:00:00,2018-05-25 00:00:00,"FIANZAS DORAMA, S.A.",2019-05-16 00:00:00,
278,0000000167,0000000001,III-517289-RC,2018-06-25 00:00:00,2018-07-02 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-24 00:00:00,
279,0000000167,0000000002,III-517292-RC,2018-06-25 00:00:00,2018-07-02 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-24 00:00:00,
280,0000000168,0000000001,1918009,2018-06-15 00:00:00,2018-06-25 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-06-14 00:00:00,
281,0000000168,0000000002,1918005,2018-06-15 00:00:00,2018-06-25 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-06-14 00:00:00,
282,0000000169,0000000002,III-517223-RC,2018-06-25 00:00:00,2018-07-04 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-24 00:00:00,
283,0000000169,0000000001,III-517221-RC,2018-06-25 00:00:00,2018-07-04 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-24 00:00:00,
284,0000000170,0000000001,4197-00639-5,2018-06-25 00:00:00,2018-07-03 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-06-24 00:00:00,
285,0000000170,0000000002,4197-00640-1,2018-07-25 00:00:00,2018-07-03 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-07-24 00:00:00,
286,0000000171,0000000001,III-517073-RC,2018-06-19 00:00:00,2018-07-04 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-18 00:00:00,
287,0000000171,0000000002,III-517075-RC,2018-06-18 00:00:00,2018-07-04 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-17 00:00:00,
288,0000000172,0000000001,BKY-0007-0009587,2018-06-14 00:00:00,2018-06-22 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-06-13 00:00:00,
289,0000000172,0000000002,BKY-0007-0009591,2018-06-15 00:00:00,2018-06-22 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-06-14 00:00:00,
290,0000000173,0000000001,BKY-0004-0009569,2018-06-15 00:00:00,2018-06-25 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-06-14 00:00:00,
291,0000000173,0000000002,BKY-0004-0009570,2018-06-15 00:00:00,2018-06-25 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-06-14 00:00:00,
292,0000000174,0000000001,2223644,2018-07-09 00:00:00,2018-07-16 00:00:00,"AFIANZADORA SOFIMEX, S.A.",2019-07-08 00:00:00,
293,0000000174,0000000002,2223658,2018-07-09 00:00:00,2018-07-16 00:00:00,"AFIANZADORA SOFIMEX, S.A.",2019-07-08 00:00:00,
294,0000000175,0000000001,1915193,2018-07-09 00:00:00,2018-07-11 00:00:00,"LIBERTY FIANZAS, S.A.",2019-07-08 00:00:00,
295,0000000175,0000000002,1915194,2018-07-09 00:00:00,2018-07-11 00:00:00,"LIBERTY FIANZAS, S.A.",2019-07-08 00:00:00,
296,0000000176,0000000002,BKY-0004-0010294,2018-07-09 00:00:00,2018-07-11 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-07-08 00:00:00,
297,0000000176,0000000001,BKY-0004-0010291,2018-07-09 00:00:00,2018-07-11 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-07-08 00:00:00,
298,0000000177,0000000001,1923817,2018-07-09 00:00:00,2018-07-18 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-07-08 00:00:00,
299,0000000177,0000000002,1923820,2018-07-09 00:00:00,2018-07-18 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-07-08 00:00:00,
300,0000000178,0000000001,1923817,2018-07-09 00:00:00,2018-07-18 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-07-08 00:00:00,
301,0000000178,0000000002,1923820,2018-07-09 00:00:00,2018-07-18 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-07-08 00:00:00,
306,0000000181,0000000001,1923087,2018-07-12 00:00:00,2018-07-16 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-07-11 00:00:00,
307,0000000181,0000000002,1923088,2018-07-12 00:00:00,2018-07-16 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-07-11 00:00:00,
308,0000000182,0000000001,III-517615-RC,2018-07-09 00:00:00,2018-07-16 00:00:00,"FIANZAS ATLAS, S.A.",2019-07-08 00:00:00,
309,0000000182,0000000002,III-517616-RC,2018-07-09 00:00:00,2018-07-16 00:00:00,"FIANZAS ATLAS, S.A.",2019-07-08 00:00:00,
310,0000000185,0000000001,1972279,2018-07-09 00:00:00,2018-07-18 00:00:00,"LIBERTY FIANZAS, S.A.",2019-07-08 00:00:00,
311,0000000185,0000000002,1972278,2018-07-09 00:00:00,2018-07-18 00:00:00,"LIBERTY FIANZAS, S.A.",2019-07-08 00:00:00,
312,0000000186,0000000001,10124-00111-5,2018-07-12 00:00:00,2018-07-20 00:00:00,"AFIANZADORA INSURGENTES, S.A. DE C.V.",2019-07-11 00:00:00,
313,0000000186,0000000002,10124-00112-8,2018-07-12 00:00:00,2018-07-20 00:00:00,"AFIANZADORA INSURGENTES, S.A. DE C.V.",2019-07-11 00:00:00,
314,0000000187,0000000001,BKY-0016-0009580,2018-06-07 00:00:00,2018-06-26 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-06-06 00:00:00,
315,0000000187,0000000002,BKY-0016-009581,2018-06-07 00:00:00,2018-06-26 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-06-06 00:00:00,
316,0000000188,0000000001,III-516317-RC,2018-06-07 00:00:00,2018-06-07 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-06 00:00:00,
317,0000000188,0000000002,III-516319-RC,2018-06-07 00:00:00,2018-06-15 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-06 00:00:00,
318,0000000189,0000000001,III-516317-RC,2018-06-07 00:00:00,2018-06-15 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-06 00:00:00,
319,0000000189,0000000002,III-516319-RC,2018-06-07 00:00:00,2018-07-29 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-06 00:00:00,
320,0000000190,0000000001,III-516317-RC,2018-06-07 00:00:00,2018-06-15 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-06 00:00:00,
321,0000000190,0000000002,III-516319-RC,2018-06-07 00:00:00,2018-06-15 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-06 00:00:00,
322,0000000191,0000000002,III-517313-RC,2018-06-18 00:00:00,2018-06-28 00:00:00,"FIANZAS ATLAS, S.A.",2019-06-17 00:00:00,
323,0000000192,0000000001,1915213,2018-07-12 00:00:00,2018-07-16 00:00:00,"LIBERTY FIANZAS, S.A.",2019-07-11 00:00:00,
324,0000000192,0000000002,1915212,2018-07-12 00:00:00,2018-07-16 00:00:00,"LIBERTY FIANZAS, S.A.",2019-07-11 00:00:00,
325,0000000193,0000000001,2225371,2018-06-25 00:00:00,2018-07-02 00:00:00,"AFIANZADORA SOFIMEX, S.A.",2019-06-24 00:00:00,
326,0000000193,0000000002,2225386,2018-06-25 00:00:00,2018-07-02 00:00:00,"AFIANZADORA SOFIMEX, S.A.",2019-06-24 00:00:00,
327,0000000194,0000000001,1915147,2018-06-20 00:00:00,2018-06-29 00:00:00,"LIBERTY FIANZAS, S.A.",2019-06-19 00:00:00,
328,0000000194,0000000002,1915146,2018-06-20 00:00:00,2018-06-29 00:00:00,"LIBERTY FIANZAS, S.A.",2019-06-19 00:00:00,
329,0000000195,0000000001,1906199,2018-05-14 00:00:00,2018-05-24 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-13 00:00:00,
330,0000000195,0000000002,1906195,2018-05-14 00:00:00,2018-05-24 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-13 00:00:00,
331,0000000196,0000000001,1908199,2018-05-14 00:00:00,2018-05-24 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-13 00:00:00,
332,0000000196,0000000002,1906195,2018-05-14 00:00:00,2018-05-24 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-13 00:00:00,
333,0000000197,0000000001,4197-00652-6,2018-07-20 00:00:00,2018-07-26 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-07-19 00:00:00,
334,0000000197,0000000002,4197-00653-5,2018-07-20 00:00:00,2018-07-26 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-07-19 00:00:00,
335,0000000198,0000000002,1922320,2018-07-09 00:00:00,2018-07-12 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-07-08 00:00:00,
336,0000000198,0000000001,1922322,2018-07-09 00:00:00,2018-07-12 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-07-08 00:00:00,
337,0000000199,0000000002,989636,2018-06-15 00:00:00,2018-06-25 00:00:00,"FIANZAS DORAMA, S.A.",2019-06-14 00:00:00,
338,0000000199,0000000001,999632,2018-06-15 00:00:00,2018-06-25 00:00:00,"FIANZAS DORAMA, S.A.",2019-07-14 00:00:00,
339,0000000200,0000000001,1924780,2018-07-18 00:00:00,2018-07-30 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-07-17 00:00:00,
340,0000000200,0000000002,1924785,2018-07-18 00:00:00,2018-07-30 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-07-17 00:00:00,
341,0000000201,0000000001,1925712,2018-07-18 00:00:00,2018-07-25 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-08-17 00:00:00,
342,0000000201,0000000002,1925714,2018-07-18 00:00:00,2018-07-25 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-07-17 00:00:00,
343,0000000202,0000000002,BKY-0007-00010320,2018-07-09 00:00:00,2018-07-11 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-07-08 00:00:00,
344,0000000202,0000000001,BKY-0007-0010315,2018-07-09 00:00:00,2018-07-09 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-07-08 00:00:00,
345,0000000203,0000000001,1915985,2018-06-13 00:00:00,2018-06-21 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-06-12 00:00:00,
346,0000000203,0000000002,1915989,2018-06-13 00:00:00,2018-06-21 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-06-12 00:00:00,
347,0000000204,0000000001,1915985,2018-06-13 00:00:00,2018-06-21 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-06-12 00:00:00,
