Id_Contrato_Fianza,Id_Contrato,Id_Fianza,Numero_Fianza,Fecha_Emision,Fecha_Recepcion,Nombre_Afianzadora,Fecha_Liberacion,Id_Contrato_Ampliacion
28,0000000018,0000000002,2195519,2018-04-12 00:00:00,2018-04-18 00:00:00,"AFIANZADORA SOFIMEX, S.A.",2019-04-11 00:00:00,
29,0000000019,0000000001,III-515126-RC,2018-05-07 00:00:00,2018-05-14 00:00:00,"FIANZAS ATLAS, S.A.",2019-05-06 00:00:00,
30,0000000019,0000000002,III-515124-RC,2018-05-07 00:00:00,2018-05-14 00:00:00,"FIANZAS ATLAS, S.A.",2019-05-06 00:00:00,
31,0000000021,0000000001,1899025,2018-04-19 00:00:00,2018-04-26 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-04-18 00:00:00,
32,0000000021,0000000002,1899026,2018-04-19 00:00:00,2018-04-26 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-04-18 00:00:00,
33,0000000025,0000000001,2196823,2018-04-19 00:00:00,2018-04-26 00:00:00,"AFIANZADORA SOFIMEX, S.A.",2019-04-18 00:00:00,
34,0000000025,0000000002,2196819,2018-04-19 00:00:00,2018-04-23 00:00:00,"AFIANZADORA SOFIMEX, S.A.",2019-04-18 00:00:00,
35,0000000026,0000000001,3304-00346-9,2018-04-16 00:00:00,2018-04-18 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-04-15 00:00:00,
36,0000000026,0000000002,3304-00345-2,2018-04-16 00:00:00,2018-04-18 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-04-15 00:00:00,
37,0000000027,0000000002,3304-00345-2,2018-04-16 00:00:00,2018-05-18 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-04-15 00:00:00,
38,0000000027,0000000001,3304-00346-9,2018-04-16 00:00:00,2018-04-18 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-04-15 00:00:00,
39,0000000028,0000000001,3304-00346-9,2018-04-16 00:00:00,2018-04-18 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-04-15 00:00:00,
40,0000000028,0000000002,3304-00345-2,2018-04-16 00:00:00,2018-04-18 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-04-15 00:00:00,
41,0000000029,0000000002,3304-00345-2,2018-04-16 00:00:00,2018-04-18 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-04-15 00:00:00,
42,0000000029,0000000001,3304-00346-9,2018-04-16 00:00:00,2018-04-18 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-04-15 00:00:00,
43,0000000030,0000000001,1905293,2018-05-03 00:00:00,2018-05-09 00:00:00,"LIBERTY FIANZAS, S.A.",2019-05-02 00:00:00,
44,0000000030,0000000002,1905294,2018-05-03 00:00:00,2018-05-09 00:00:00,"LIBERTY FIANZAS, S.A.",2019-05-02 00:00:00,
45,0000000031,0000000001,3033-02017-5,2018-04-06 00:00:00,2018-04-12 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-04-05 00:00:00,
46,0000000031,0000000002,3033-02016-4,2018-04-06 00:00:00,2018-04-12 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-04-05 00:00:00,
47,0000000032,0000000001,828567,2018-02-12 00:00:00,2018-02-22 00:00:00,"FIANZAS DORAMA, S.A.",2019-02-11 00:00:00,
48,0000000033,0000000001,828567,2018-02-12 00:00:00,2018-02-22 00:00:00,"FIANZAS DORAMA, S.A.",2019-02-11 00:00:00,
49,0000000035,0000000001,1864999,2018-02-12 00:00:00,2018-02-21 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-02-11 00:00:00,
50,0000000035,0000000002,1865010,2018-02-12 00:00:00,2018-02-21 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-02-11 00:00:00,
51,0000000036,0000000002,1865010,2018-02-12 00:00:00,2018-02-21 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-02-11 00:00:00,
52,0000000036,0000000001,1864999,2018-02-12 00:00:00,2018-02-21 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-02-11 00:00:00,
53,0000000037,0000000001,1864999,2018-02-12 00:00:00,2018-02-21 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-02-11 00:00:00,
54,0000000037,0000000002,1865010,2018-02-12 00:00:00,2018-02-21 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-02-11 00:00:00,
55,0000000038,0000000001,2206805,2018-05-11 00:00:00,2018-05-21 00:00:00,"AFIANZADORA SOFIMEX, S.A.",2019-05-10 00:00:00,
56,0000000038,0000000002,2206810,2018-05-11 00:00:00,2018-05-21 00:00:00,"AFIANZADORA SOFIMEX, S.A.",2019-05-10 00:00:00,
57,0000000039,0000000002,10124-00073-8,2018-02-16 00:00:00,2018-02-26 00:00:00,"AFIANZADORA INSURGENTES, S.A. DE C.V.",2019-02-15 00:00:00,
58,0000000039,0000000001,10124-00074-5,2018-02-16 00:00:00,2018-02-26 00:00:00,"AFIANZADORA INSURGENTES, S.A. DE C.V.",2019-02-15 00:00:00,
59,0000000041,0000000002,BKY-0016-0007962,2018-05-09 00:00:00,2018-05-14 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-05-08 00:00:00,
60,0000000041,0000000001,BKY-0007963,2018-05-09 00:00:00,2018-05-14 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-05-08 00:00:00,
61,0000000043,0000000002,BKY-0007-0005462,2018-04-09 00:00:00,2018-04-17 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-04-08 00:00:00,
62,0000000043,0000000001,BKY-0007-0005461,2018-04-09 00:00:00,2018-04-17 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-04-08 00:00:00,
63,0000000044,0000000002,1904686,2018-04-19 00:00:00,2018-05-28 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-04-18 00:00:00,
64,0000000044,0000000001,1904688,2018-04-19 00:00:00,2018-05-28 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-04-18 00:00:00,
65,0000000045,0000000001,4197-00545-5,2018-02-12 00:00:00,2018-02-15 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-02-11 00:00:00,
66,0000000045,0000000002,4197-00544-8,2018-02-12 00:00:00,2018-02-15 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-02-11 00:00:00,
67,0000000046,0000000001,4197-00545-5,2018-02-12 00:00:00,2018-02-15 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-02-11 00:00:00,
68,0000000046,0000000002,4197-00544-8,2018-02-12 00:00:00,2018-02-15 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-02-11 00:00:00,
69,0000000047,0000000001,13756,2018-05-11 00:00:00,2018-05-15 00:00:00,"ZURICH FIANZAS MEXICO, S.A. DE C.V.",2019-05-10 00:00:00,
70,0000000047,0000000002,13755,2018-05-11 00:00:00,2018-05-15 00:00:00,"ZURICH FIANZAS MEXICO, S.A. DE C.V.",2019-05-10 00:00:00,
71,0000000048,0000000002,1904840,2018-05-11 00:00:00,2018-05-17 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-10 00:00:00,
72,0000000048,0000000001,1904839,2018-05-11 00:00:00,2018-05-17 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-10 00:00:00,
73,0000000049,0000000002,1863753,2018-02-12 00:00:00,2018-02-21 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-02-11 00:00:00,
74,0000000049,0000000001,1863745,2018-02-12 00:00:00,2018-02-21 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-02-11 00:00:00,
75,0000000050,0000000002,1863753,2018-02-12 00:00:00,2018-02-21 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-02-11 00:00:00,
76,0000000050,0000000001,1863745,2018-02-12 00:00:00,2018-02-21 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-02-11 00:00:00,
77,0000000051,0000000001,856849,2018-05-11 00:00:00,2018-05-14 00:00:00,"FIANZAS DORAMA, S.A.",2019-05-10 00:00:00,
78,0000000051,0000000002,856856,2018-05-11 00:00:00,2018-05-14 00:00:00,"FIANZAS DORAMA, S.A.",2019-05-10 00:00:00,
79,0000000052,0000000001,13759,2018-05-11 00:00:00,2018-05-15 00:00:00,"ZURICH FIANZAS MEXICO, S.A. DE C.V.",2019-05-10 00:00:00,
80,0000000052,0000000002,13758,2018-05-11 00:00:00,2018-05-15 00:00:00,"ZURICH FIANZAS MEXICO, S.A. DE C.V.",2019-05-10 00:00:00,
81,0000000053,0000000001,BKY-0016-0007397,2018-04-20 00:00:00,2018-04-25 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-04-19 00:00:00,
82,0000000053,0000000002,BKY-0016-0007395,2018-04-20 00:00:00,2018-04-25 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-04-19 00:00:00,
83,0000000054,0000000001,1900543,2018-04-20 00:00:00,2018-04-30 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-04-19 00:00:00,
84,0000000054,0000000002,1900548,2018-04-20 00:00:00,2018-04-30 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-04-19 00:00:00,
85,0000000055,0000000001,853860,2018-04-30 00:00:00,2018-05-08 00:00:00,"FIANZAS DORAMA, S.A.",2019-04-29 00:00:00,
86,0000000055,0000000002,853867,2018-04-30 00:00:00,2018-05-08 00:00:00,"FIANZAS DORAMA, S.A.",2019-04-29 00:00:00,
93,0000000059,0000000002,3915-03761-5,2018-05-25 00:00:00,2018-06-01 00:00:00,"AFIANZADORA INSURGENTES, S.A. DE C.V.",2019-05-24 00:00:00,
94,0000000060,0000000001,1884295,2018-02-12 00:00:00,2018-02-20 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-02-11 00:00:00,
95,0000000060,0000000002,1884293,2018-02-12 00:00:00,2018-02-20 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-02-11 00:00:00,
96,0000000061,0000000001,1884295,2018-02-12 00:00:00,2018-02-20 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-02-11 00:00:00,
97,0000000061,0000000002,1884293,2018-02-12 00:00:00,2018-02-20 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2018-06-09 00:00:00,
98,0000000062,0000000002,1884293,2018-02-12 00:00:00,2018-02-20 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-02-11 00:00:00,
99,0000000062,0000000001,1884295,2018-02-12 00:00:00,2018-02-20 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-02-11 00:00:00,
100,0000000063,0000000001,1884295,2018-02-12 00:00:00,2018-02-20 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-02-11 00:00:00,
101,0000000063,0000000002,1884293,2018-02-12 00:00:00,2018-02-20 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-02-11 00:00:00,
102,0000000064,0000000002,1884293,2018-02-12 00:00:00,2018-02-20 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-02-11 00:00:00,
103,0000000064,0000000001,1884295,2018-02-12 00:00:00,2018-02-20 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-02-11 00:00:00,
104,0000000065,0000000002,3915-03724-4,2018-02-12 00:00:00,2018-02-19 00:00:00,"AFIANZADORA INSURGENTES, S.A. DE C.V.",2019-02-11 00:00:00,
105,0000000066,0000000002,3915-03724-4,2018-02-12 00:00:00,2018-02-19 00:00:00,"AFIANZADORA INSURGENTES, S.A. DE C.V.",2019-02-11 00:00:00,
106,0000000067,0000000001,1903601,2018-04-30 00:00:00,2018-05-09 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-04-29 00:00:00,
107,0000000067,0000000002,1903588,2018-04-30 00:00:00,2018-05-09 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-04-29 00:00:00,
108,0000000068,0000000001,2186215,2018-02-23 00:00:00,2018-03-02 00:00:00,"AFIANZADORA SOFIMEX, S.A.",2019-02-22 00:00:00,
109,0000000068,0000000002,2186218,2018-02-23 00:00:00,2018-03-02 00:00:00,"AFIANZADORA SOFIMEX, S.A.",2019-02-22 00:00:00,
110,0000000071,0000000002,1903344,2018-05-07 00:00:00,2018-05-14 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-06 00:00:00,
111,0000000071,0000000001,1903342,2018-05-07 00:00:00,2018-05-14 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-06 00:00:00,
112,0000000072,0000000002,857437,2018-05-11 00:00:00,2018-05-17 00:00:00,"FIANZAS DORAMA, S.A.",2019-05-10 00:00:00,
113,0000000072,0000000001,857426,2018-05-11 00:00:00,2018-05-17 00:00:00,"FIANZAS DORAMA, S.A.",2019-05-10 00:00:00,
114,0000000073,0000000001,1903491,2018-05-04 00:00:00,2018-05-11 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-03 00:00:00,
115,0000000074,0000000002,1897066,2018-04-12 00:00:00,2018-04-19 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-04-11 00:00:00,
116,0000000074,0000000001,1899152,2018-04-12 00:00:00,2018-04-19 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-04-11 00:00:00,
117,0000000075,0000000001,1899152,2018-04-12 00:00:00,2018-04-19 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-04-11 00:00:00,
118,0000000075,0000000002,1897066,2018-04-12 00:00:00,2018-04-19 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-04-11 00:00:00,
119,0000000076,0000000002,1897066,2018-04-12 00:00:00,2018-04-19 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-04-11 00:00:00,
120,0000000076,0000000001,1899152,2018-04-12 00:00:00,2018-04-19 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-04-11 00:00:00,
121,0000000077,0000000002,1897066,2018-04-12 00:00:00,2018-04-19 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-04-11 00:00:00,
122,0000000077,0000000001,1899152,2018-04-12 00:00:00,2018-04-19 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-04-11 00:00:00,
123,0000000078,0000000001,1908477,2018-04-24 00:00:00,2018-05-28 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-04-23 00:00:00,
124,0000000078,0000000002,1908470,2018-05-24 00:00:00,2018-05-28 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-23 00:00:00,
125,0000000079,0000000001,III-515722-RC,2018-05-24 00:00:00,2018-05-28 00:00:00,"FIANZAS ATLAS, S.A.",2019-05-23 00:00:00,
126,0000000079,0000000002,III-515723-RC,2018-05-24 00:00:00,2018-05-28 00:00:00,"FIANZAS ATLAS, S.A.",2019-05-23 00:00:00,
127,0000000080,0000000001,4197-00627-2,2018-05-24 00:00:00,2018-05-28 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-05-23 00:00:00,
128,0000000080,0000000002,4197-00628-3,2018-05-24 00:00:00,2018-05-28 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-05-23 00:00:00,
129,0000000081,0000000001,1907193,2018-05-24 00:00:00,2018-05-28 00:00:00,"LIBERTY FIANZAS, S.A.",2019-05-23 00:00:00,
130,0000000081,0000000002,1907194,2018-05-24 00:00:00,2018-05-28 00:00:00,"LIBERTY FIANZAS, S.A.",2019-05-23 00:00:00,
131,0000000082,0000000002,III-514898-RC,2018-04-30 00:00:00,2018-05-08 00:00:00,"FIANZAS ATLAS, S.A.",2019-04-29 00:00:00,
132,0000000082,0000000001,III-514897-RC,2018-04-30 00:00:00,2018-05-08 00:00:00,"FIANZAS ATLAS, S.A.",2019-04-29 00:00:00,
133,0000000083,0000000001,1908761,2018-05-24 00:00:00,2018-05-28 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-23 00:00:00,
134,0000000083,0000000002,1908762,2018-05-24 00:00:00,2018-05-28 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-23 00:00:00,
135,0000000084,0000000001,4197-00622-7,2018-05-11 00:00:00,2018-05-14 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2018-05-10 00:00:00,
136,0000000084,0000000002,4197-00623-8,2018-05-11 00:00:00,2018-05-14 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-05-10 00:00:00,
137,0000000085,0000000001,976288,2018-05-11 00:00:00,2018-05-17 00:00:00,"FIANZAS DORAMA, S.A.",2019-05-10 00:00:00,
138,0000000085,0000000002,976268,2018-05-11 00:00:00,2018-05-17 00:00:00,"FIANZAS DORAMA, S.A.",2019-05-10 00:00:00,
139,0000000086,0000000001,856832,2018-05-11 00:00:00,2018-05-15 00:00:00,"FIANZAS DORAMA, S.A.",2019-05-10 00:00:00,
140,0000000086,0000000002,856841,2018-05-11 00:00:00,2018-05-15 00:00:00,"FIANZAS DORAMA, S.A.",2019-05-10 00:00:00,
142,0000000087,0000000001,1910153,2018-05-17 00:00:00,2018-06-15 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-16 00:00:00,
143,0000000087,0000000002,1910158,2018-05-17 00:00:00,2018-06-15 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-16 00:00:00,
144,0000000088,0000000001,BKY-0016-0008265,2018-05-17 00:00:00,2018-05-30 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-05-16 00:00:00,
145,0000000088,0000000002,BKY-0016-0008267,2018-05-17 00:00:00,2018-05-30 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-05-16 00:00:00,
146,0000000089,0000000002,1900147,2018-04-20 00:00:00,2018-04-27 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-04-19 00:00:00,
147,0000000089,0000000001,1900145,2018-04-20 00:00:00,2018-04-27 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-04-19 00:00:00,
148,0000000090,0000000002,BKY-0004-0007462,2018-04-20 00:00:00,2018-04-30 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-04-19 00:00:00,
149,0000000090,0000000001,BKY-0004-0007461,2018-04-20 00:00:00,2018-04-30 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-04-19 00:00:00,
150,0000000091,0000000001,BKY-0004-0007461,2018-04-20 00:00:00,2018-04-30 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-04-19 00:00:00,
151,0000000091,0000000002,BKY-0004-0007462,2018-04-20 00:00:00,2018-04-30 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-04-19 00:00:00,
152,0000000092,0000000001,BKY-0004-0007461,2018-04-20 00:00:00,2018-04-30 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-04-19 00:00:00,
153,0000000092,0000000002,BKY-0004-0007462,2018-04-20 00:00:00,2018-04-30 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-04-19 00:00:00,
154,0000000093,0000000001,BKY-0004-0007519,2018-04-20 00:00:00,2018-04-30 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-04-19 00:00:00,
155,0000000093,0000000002,BKY-0004-0007520,2018-04-20 00:00:00,2018-04-30 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-04-19 00:00:00,
156,0000000094,0000000001,BKY-0007-0007774,2018-05-07 00:00:00,2018-05-09 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-05-06 00:00:00,
157,0000000094,0000000002,BKY-0007-0007775,2018-05-07 00:00:00,2018-05-09 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-05-06 00:00:00,
158,0000000095,0000000001,BKY-0007-0009053,2018-06-07 00:00:00,2018-06-11 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-06-06 00:00:00,
159,0000000095,0000000002,BKY-0007-0009054,2018-06-07 00:00:00,2018-06-11 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-06-06 00:00:00,
160,0000000096,0000000001,4197-00634-0,2018-06-08 00:00:00,2018-06-13 00:00:00,"AFIANZADORA ASERTA, S.A. DE C.V.",2019-06-07 00:00:00,
161,0000000096,0000000002,4197-00635-5,2018-06-08 00:00:00,2018-06-13 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-06-07 00:00:00,
162,0000000097,0000000002,0014423,2018-06-07 00:00:00,2018-06-11 00:00:00,"ZURICH FIANZAS MEXICO, S.A. DE C.V,",2019-06-06 00:00:00,
163,0000000097,0000000001,0014422,2018-06-07 00:00:00,2018-06-11 00:00:00,"ZURICH FIANZAS MEXICO, S.A. DE C.V.",2019-06-06 00:00:00,
164,0000000098,0000000001,0014422,2018-06-07 00:00:00,2018-06-11 00:00:00,"ZURICH FIANZAS MEXICO, S.A. DE C.V.",2019-06-06 00:00:00,
165,0000000098,0000000002,0014423,2018-06-07 00:00:00,2018-06-11 00:00:00,"ZURICH FIANZAS MEXICO, S.A. DE C.V.",2019-06-06 00:00:00,
167,0000000099,0000000001,BKY-0004-0008271,2018-05-11 00:00:00,2018-05-21 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-05-10 00:00:00,
168,0000000099,0000000002,BKY-0004-0008273,2018-05-11 00:00:00,2018-05-21 00:00:00,"BERKLEY INTERNATIONAL FIANZAS MEXICO, S.A. DE C.V.",2019-05-10 00:00:00,
169,0000000100,0000000001,3906-09386-8,2018-05-02 00:00:00,2018-05-11 00:00:00,"AFIANZADORA INSURGENTES, S.A. DE C.V.",2019-05-01 00:00:00,
170,0000000100,0000000002,3906-09387-5,2018-05-02 00:00:00,2018-05-11 00:00:00,"AFIANZADORA INSURGENTES, S.A. DE C.V.",2019-05-01 00:00:00,
171,0000000101,0000000001,1906202,2018-05-14 00:00:00,2018-05-24 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-13 00:00:00,
172,0000000101,0000000002,1906192,2018-05-14 00:00:00,2018-05-24 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-13 00:00:00,
173,0000000102,0000000001,1906202,2018-05-14 00:00:00,2018-05-24 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-13 00:00:00,
174,0000000102,0000000002,1906192,2018-05-14 00:00:00,2018-05-24 00:00:00,"ACE FIANZAS MONTERREY, S.A.",2019-05-13 00:00:00,
175,0000000103,0000000001,10124-00085-1,2018-05-03 00:00:00,2018-05-07 00:00:00,"AFIANZADORA INSURGENTES, S.A. DE C.V.",2019-05-02 00:00:00,
