Id_Oficio_Asignacion,Año,Numero_Asignacion,Numero_Oficio_Asignacion,Fecha_Oficio_Asignacion,Id_Contratista,Id_Supervisor_Externo,Id_Supervisor_Interno,Observaciones_Generales,Tipo_Obra_Proyecto,Id_Modalidad,Id_Coordinador,Area
0000000270,2018,DGOP/0213/CONT/2018,DGOP/0213/CONT/2018,2018-09-17 00:00:00,0000000415,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000271,2018,DGOP/0221/CONT/2018,DGOP/0221/CONT/2018,2018-09-17 00:00:00,0000000613,,0000000020,,Obra,0000000001,0000000020,Proyectos
0000000272,2018,DGOP/0223/CONT/2018,DGOP/0223/CONT/2018,2018-09-17 00:00:00,0000000665,,0000000087,,Obra,0000000001,0000000087,Proyectos
0000000273,2018,DGOP/0225/PROY/2018,DGOP/0225/PROY/2018,2018-09-20 00:00:00,0000000767,,0000000087,,Obra,0000000001,0000000087,Proyectos
0000000274,2018,DGOP/0235/CONT/2018,DGOP/0235/CONT/2018,2018-08-15 00:00:00,0000000364,0000000588,0000000060,,Obra,0000000001,0000000054,Construcción
0000000275,2018,DGOP/OBRA/0278/2018,DGOP/OBRA/0278/2018,2018-09-26 00:00:00,0000000579,0000000743,0000000060,,Obra,0000000001,0000000054,Construcción
0000000276,2018,DGOP/0256/CONT/2018,DGOP/0256/CONT/2018,2018-09-27 00:00:00,0000000768,0000000727,0000000056,,Obra,0000000001,0000000061,Construcción
0000000277,2018,DGOP/0286/CONT/2018,DGOP/0286/CONT/2018,2018-09-28 00:00:00,0000000531,0000000769,0000000059,,Obra,0000000004,0000000061,Construcción
0000000278,2018,DGOP/0115/CONT/2018,DGOP/0115/CONT/2018,2018-09-28 00:00:00,0000000365,0000000529,0000000095,,Obra,0000000001,0000000095,Construcción
0000000279,2018,DGOP/0255/CONT/2018,DGOP/0255/CONT/2018,2018-09-17 00:00:00,0000000008,0000000727,0000000059,,Obra,0000000001,0000000061,Construcción
0000000280,2018,DGOP/0229/CONT/2018,DGOP/0229/CONT/2018,2018-08-29 00:00:00,0000000604,0000000754,0000000056,,Obra,0000000003,0000000061,Construcción
0000000281,2018,DGOP/0285/OBRA/2018,DGOP/0285/OBRA/2018,2018-09-18 00:00:00,0000000514,0000000746,0000000056,,Obra,0000000001,0000000061,Construcción
0000000282,2018,DGOP/0283/CONT/2018,DGOP/0283/CONT/2018,2018-09-17 00:00:00,0000000505,0000000740,0000000059,,Obra,0000000001,0000000054,Construcción
0000000283,2018,DGOP/0280/CONT/2018,DGOP/0280/CONT/2018,2018-10-02 00:00:00,0000000777,,0000000062,,Obra,0000000001,0000000057,Construcción
0000000285,2018,DGOP/0290/CONT/2018,DGOP/0290/CONT/2018,2018-10-02 00:00:00,0000000698,,0000000095,,Obra,0000000002,0000000095,Construcción
0000000286,2018,DGOP/0290/CONT/2018,DGOP/0290/CONT/2018,2018-10-02 00:00:00,0000000698,,0000000095,,Obra,0000000002,0000000095,Construcción
0000000287,2018,DGOP/0291/CONT/2018,DGOP/0291/CONT/2018,2018-10-02 00:00:00,0000000709,,0000000095,,Obra,0000000002,0000000095,Construcción
0000000288,2018,DGOP/0292/CONT/2018,DGOP/0292/CONT/2018,2018-10-02 00:00:00,0000000709,,0000000095,,Obra,0000000002,0000000095,Construcción
0000000289,2018,DGOP/0295/CONT/2018,DGOP/0295/CONT/2018,2018-10-02 00:00:00,0000000697,,0000000056,,Obra,0000000003,0000000061,Construcción
0000000290,2018,DGOP/0239/CONT/2018,DGOP/0239/CONT/2018,2018-08-24 00:00:00,0000000482,,0000000072,,Obra,0000000001,0000000072,Construcción
0000000291,2018,DGOP/0077/CONT/2018,DGOP/0077/CONT/2018,2018-04-25 00:00:00,0000000661,0000000613,0000000095,,Obra,0000000001,0000000095,Construcción
0000000292,2018,DGOP/0101/CONT/2018,DGOP/0101/CONT/2018,2018-05-14 00:00:00,0000000578,0000000613,0000000095,,Obra,0000000001,0000000095,Construcción
0000000293,2018,DGOP/0236/PROY/2018,DGOP/0236/PROY/2018,2018-08-22 00:00:00,0000000420,,0000000020,,Proyecto,0000000001,0000000020,Proyectos
0000000294,2018,DGOP/0298/PROY/2018,DGOP/0298/PROY/2018,2018-10-09 00:00:00,0000000648,,0000000023,,Proyecto,0000000001,0000000023,Proyectos
0000000295,2018,DGOP/0299/PROY/2018,DGOP/0299/PROY/2018,2018-10-09 00:00:00,0000000261,,0000000055,,Proyecto,0000000001,0000000055,Proyectos
0000000296,2018,DGOP/0300/PROY/2018,DGOP/0300/PROY/2018,2018-10-09 00:00:00,0000000639,,0000000062,,Proyecto,0000000001,0000000081,Proyectos
0000000297,2018,DGOP/0103/CONT/2018,DGOP/0103/CONT/2018,2018-10-09 00:00:00,0000000709,0000000613,0000000095,,Obra,0000000001,0000000095,Construcción
0000000298,2018,DGOP/0237/CONT/2018,DGOP/0237/CONT/2018,2018-08-23 00:00:00,0000000505,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000299,2018,DGOP/0264/OBRA/2018,DGOP/0264/OBRA/2018,2018-09-07 00:00:00,0000000294,0000000726,0000000055,,Obra,0000000002,0000000055,Construcción
0000000300,2018,DGOP/0251/CONT/2018,DGOP/0251/CONT/2018,2018-08-24 00:00:00,0000000612,0000000742,0000000059,,Obra,0000000001,0000000054,Construcción
0000000301,2018,DGOP/0248/CONT/2018,DGOP/0248/CONT/2018,2018-10-09 00:00:00,0000000578,0000000751,0000000059,,Obra,0000000001,0000000054,Construcción
0000000302,2018,DGOP/0250/CONT/2018,DGOP/0250/CONT/2018,2018-08-25 00:00:00,0000000578,0000000764,0000000088,,Obra,0000000001,0000000054,Construcción
0000000303,2018,DGOP/0222/CONT/2018,DGOP/0222/CONT/2018,2018-10-09 00:00:00,0000000774,,0000000089,,Obra,0000000001,0000000089,Construcción
0000000304,2018,DGOP/0246/CONT/2018,DGOP/0246/CONT/2018,2018-08-24 00:00:00,0000000669,0000000764,0000000059,,Obra,0000000001,0000000054,Construcción
0000000305,2018,DGOP/0226/PROY/2018,DGOP/0226/PROY/2018,2018-08-10 00:00:00,0000000588,,0000000020,,Proyecto,0000000001,0000000020,Proyectos
0000000306,2018,DGOP/0281/OBRA/2018,DGOP/0281/OBRA/2018,2018-09-17 00:00:00,0000000473,0000000693,0000000096,,Obra,0000000002,0000000057,Construcción
0000000307,2018,DGOP/0247/CONT/2018,DGOP/0247/CONT/2018,2018-08-24 00:00:00,0000000604,0000000751,0000000056,,Obra,0000000001,0000000054,Construcción
0000000308,2018,DGOP/0253/CONT/2018,DGOP/0253/CONT/2018,2018-08-24 00:00:00,0000000604,0000000751,0000000056,,Obra,0000000001,0000000054,Construcción
0000000309,2018,DGOP/0232/PROY/2018,DGOP/0232/PROY/2018,2018-08-24 00:00:00,0000000588,,0000000020,,Obra,0000000001,0000000020,Construcción
0000000310,2018,DGOP/0301/CONT/2018,DGOP/0301/CONT/2018,2018-10-10 00:00:00,0000000515,0000000762,0000000088,,Obra,0000000001,0000000095,Construcción
0000000311,2018,DGOP/0302/CONT/2018,DGOP/0302/CONT/2018,2018-10-10 00:00:00,0000000612,0000000756,0000000058,,Obra,0000000001,0000000095,Construcción
0000000312,2018,DGOP/0303/CONT/2018,DGOP/0303/CONT/2018,2018-10-10 00:00:00,0000000777,0000000754,0000000059,,Obra,0000000001,0000000095,Construcción
0000000313,2018,DGOP/0304/CONT/2018,DGOP/0304/CONT/2018,2018-10-10 00:00:00,0000000008,0000000769,0000000060,,Obra,0000000001,0000000095,Construcción
0000000314,2018,DGOP/0305/CONT/2018,DGOP/0305/CONT/2018,2018-10-10 00:00:00,0000000460,0000000461,0000000088,,Obra,0000000001,0000000095,Construcción
0000000315,2018,DGOP/0306/CONT/2018,DGOP/0306/CONT/2018,2018-10-10 00:00:00,0000000042,0000000731,0000000058,,Obra,0000000001,0000000095,Construcción
0000000316,2018,DGOP/0308/CONT/2018,DGOP/0308/CONT/2018,2018-10-10 00:00:00,0000000669,0000000762,0000000059,,Obra,0000000001,0000000095,Construcción
0000000317,2018,DGOP/0309/CONT/2018,DGOP/0309/CONT/2018,2018-10-10 00:00:00,0000000777,0000000754,0000000060,,Obra,0000000001,0000000095,Construcción
0000000318,2018,DGOP/0310/CONT/2018,DGOP/0310/CONT/2018,2018-10-10 00:00:00,0000000547,0000000771,0000000060,,Obra,0000000001,0000000095,Construcción
0000000319,2018,DGOP/0311/CONT/2018,DGOP/0311/CONT/2018,2018-10-10 00:00:00,0000000633,0000000762,0000000056,,Obra,0000000001,0000000095,Construcción
0000000320,2018,DGOP/0313/CONT/2018,DGOP/0313/CONT/2018,2018-10-10 00:00:00,0000000649,0000000769,0000000056,,Obra,0000000001,0000000095,Construcción
0000000321,2018,DGOP/0314/CONT/2018,DGOP/0314/CONT/2018,2018-10-10 00:00:00,0000000120,0000000731,0000000088,,Obra,0000000001,0000000095,Construcción
0000000322,2018,DGOP/0315/CONT/2018,DGOP/0315/CONT/2018,2018-10-10 00:00:00,0000000629,0000000756,0000000059,,Obra,0000000001,0000000095,Construcción
0000000323,2018,DGOP/0316/CONT/2018,DGOP/0316/CONT/2018,2018-10-10 00:00:00,0000000019,0000000742,0000000058,,Obra,0000000001,0000000095,Construcción
0000000324,2018,DGOP/307/CONT/2018,DGOP/307/CONT/2018,2018-10-10 00:00:00,0000000543,0000000771,0000000059,,Obra,0000000001,0000000095,Construcción
0000000325,2018,DGOP/0312/CONT/2018,DGOP/0312/CONT/2018,2018-10-10 00:00:00,0000000465,0000000772,0000000058,,Obra,0000000001,0000000095,Construcción
0000000326,2018,DGOP/0224/PROY/2018,DGOP/0224/PROY/2018,2018-08-10 00:00:00,0000000642,,0000000087,,Proyecto,0000000001,0000000087,Proyectos
0000000327,2018,DGOP/0227/PROY/2018,DGOP/0227/PROY/2018,2018-08-10 00:00:00,0000000680,,0000000020,,Proyecto,0000000001,0000000020,Proyectos
0000000328,2018,DGOP/0252/CONT/2018,DGOP/0252/CONT/2018,2018-09-10 00:00:00,0000000055,0000000696,0000000055,,Obra,0000000001,0000000055,Construcción
0000000329,2018,DGOP/0263/CONT/2018,DGOP/0263/CONT/2018,2018-09-07 00:00:00,0000000659,0000000030,0000000056,,Obra,0000000001,0000000061,Construcción
0000000330,2018,DGOP/0238/CONT/2018,DGOP/0238/CONT/2018,2018-08-24 00:00:00,0000000234,,0000000056,,Obra,0000000001,0000000061,Mantenimiento
0000000331,2018,DGOP/0266/CONT/2018,DGOP/0266/CONT/2018,2018-09-07 00:00:00,0000000720,0000000775,0000000060,,Obra,0000000001,0000000057,Construcción
0000000332,2018,DGOP/0230/CONT/2018,DGOP/0230/CONT/2018,2018-08-15 00:00:00,0000000261,,0000000083,,Obra,0000000001,0000000083,Construcción
0000000333,2018,DGOP/0297/CONT/2018,DGOP/0297/CONT/2018,2018-09-17 00:00:00,0000000636,0000000589,0000000088,,Obra,0000000002,0000000081,Construcción
0000000334,2018,DGOP/0293/CONT/2018,DGOP/0293/CONT/2018,2018-09-17 00:00:00,0000000698,0000000653,0000000095,,Obra,0000000002,0000000095,Construcción
0000000335,2018,DGOP/0261/CONT/2018,DGOP/0261/CONT/2018,2018-09-07 00:00:00,0000000700,0000000676,0000000083,,Obra,0000000002,0000000054,Construcción
0000000336,2018,DGOP/0249/CONT/2018,DGOP/0249/CONT/2018,2018-08-24 00:00:00,0000000645,0000000725,0000000058,,Obra,0000000001,0000000054,Construcción
0000000338,2018,DGOP/0296/CONT/2018,DGOP/0296/CONT/2018,2018-09-17 00:00:00,0000000482,0000000271,0000000059,,Obra,0000000002,0000000054,Construcción
0000000339,2018,DGOP/0277/CONT/2018,DGOP/0277/CONT/2018,2018-09-07 00:00:00,0000000303,0000000728,0000000056,,Obra,0000000002,0000000061,Construcción
0000000340,2018,DGOP/0276/CONT/2018,DGOP/0276/CONT/2018,2018-09-17 00:00:00,0000000016,0000000728,0000000056,,Obra,0000000002,0000000061,Construcción
0000000341,2018,DGOP/0257/CONT/2018,DGOP/0257/CONT/2018,2018-08-31 00:00:00,0000000234,,0000000086,,Proyecto,0000000001,0000000086,Proyectos
0000000342,2018,DGOP/0294/CONT/2018,DGOP/0294/CONT/2018,2018-10-24 00:00:00,0000000669,0000000776,0000000059,,Obra,0000000002,0000000061,Construcción
0000000343,2018,DGOP/0233/CONT/2018,DGOP/0233/CONT/2018,2018-08-15 00:00:00,0000000639,,0000000075,,Proyecto,0000000001,0000000075,Proyectos
0000000344,2018,DGOP/0317/CONT/2018,DGOP/0317/CONT/2018,2018-10-15 00:00:00,0000000768,0000000727,0000000056,,Obra,0000000001,0000000061,Construcción
0000000345,2018,DGOP/0231/PROY/2018,DGOP/0231/PROY/2018,2018-08-15 00:00:00,0000000343,,0000000083,,Proyecto,0000000001,0000000083,Proyectos
0000000346,2018,DGOP/0234/OBRA/2018,DGOP/0234/OBRA/2018,2018-08-15 00:00:00,0000000391,0000000087,0000000059,,Obra,0000000001,0000000054,Construcción
0000000347,2018,DGOP/0260/PROY/2018,DGOP/0260/PROY/2018,2018-10-30 00:00:00,0000000545,,0000000084,,Proyecto,0000000001,0000000084,Proyectos
0000000348,2018,DGOP/0274/OBRA/2018,DGOP/0274/OBRA/2018,2018-10-31 00:00:00,0000000326,0000000778,0000000088,,Obra,0000000003,0000000061,Construcción
0000000349,2018,DGOP/0275/OBRA/2018,DGOP/0275/OBRA/2018,2018-10-31 00:00:00,0000000622,0000000730,0000000056,,Obra,0000000002,0000000061,Construcción
0000000350,2018,DGOP/0346/OBRA/2018,DGOP/0346/OBRA/2018,2018-10-31 00:00:00,0000000016,0000000613,0000000060,,Obra,0000000003,0000000054,Construcción
0000000352,2018,DGOP/0288/PROY/2018,DGOP/0288/PROY/2018,2018-11-01 00:00:00,0000000779,,0000000018,,Proyecto,0000000001,0000000018,Proyectos
0000000353,2018,DGOP/0280/CONT/2018,DGOP/0280/CONT/2018,2018-09-10 00:00:00,0000000777,,0000000062,,Obra,0000000001,0000000057,Construcción
0000000354,2018,DGOP/0287/CONT/2018,DGOP/0287/CONT/2018,2018-09-17 00:00:00,0000000294,,0000000082,,Obra,0000000001,0000000082,Construcción
0000000355,2018,DGOP/0358/CONT/2018,DGOP/0358/CONT/2018,2018-11-07 00:00:00,0000000365,,0000000062,,Obra,0000000001,0000000062,Construcción
0000000356,2018,DGOP/0358/CONT/2018,DGOP/0358/CONT/2018,2018-11-09 00:00:00,0000000364,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000357,2018,DGOP/0282/CONT/2018,DGOP/0282/CONT/2018,2018-09-17 00:00:00,0000000512,0000000746,0000000056,,Obra,0000000001,0000000061,Construcción
0000000358,2018,DGOP/0284/CONT/2018,DGOP/0284/CONT/2018,2018-09-17 00:00:00,0000000008,0000000112,0000000096,,Obra,0000000004,0000000061,Construcción
0000000359,2018,DGOP/0318/CONT/2018,DGOP/0318/CONT/2018,2018-10-16 00:00:00,0000000750,,0000000080,,Obra,0000000001,0000000080,Construcción
0000000360,2018,DGOP/0319/PROY/2018,DGOP/0319/PROY/2018,2018-10-16 00:00:00,0000000773,,0000000081,,Obra,0000000001,0000000081,Proyectos
0000000361,2018,DGOP/0320/PROY/2018,DGOP/0320/PROY/2018,2018-10-16 00:00:00,0000000773,,0000000075,,Proyecto,0000000001,0000000075,Proyectos
0000000362,2018,DGOP/0321/CONT/2018,DGOP/0321/CONT/2018,2018-10-16 00:00:00,0000000724,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000363,2018,DGOP/0322/OBRA/2018,DGOP/0322/OBRA/2018,2018-10-16 00:00:00,0000000724,,0000000092,,Obra,0000000001,0000000092,Construcción
0000000364,2018,DGOP/0323/OBRA/2018 ,DGOP/0323/OBRA/2018 ,2018-10-16 00:00:00,0000000457,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000365,2018,DGOP/0324/OBRA/2018 ,DGOP/0324/OBRA/2018 ,2018-10-17 00:00:00,0000000686,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000366,2018,DGOP/0325/OBRA/2018 ,DGOP/0325/OBRA/2018 ,2018-10-17 00:00:00,0000000780,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000367,2018,DGOP/0326/OBRA/2018,DGOP/0326/OBRA/2018,2018-10-17 00:00:00,0000000781,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000368,2018,DGOP/0327/OBRA/2018,DGOP/0327/OBRA/2018,2018-11-09 00:00:00,0000000347,,0000000073,,Obra,0000000001,0000000073,Construcción
0000000369,2018,DGOP/0328/PROY/2018,DGOP/0328/PROY/2018,2018-10-18 00:00:00,0000000790,,0000000081,,Proyecto,0000000001,0000000081,Proyectos
0000000370,2018,DGOP/0329/CONT/2019,DGOP/0329/CONT/2019,2018-10-18 00:00:00,0000000593,0000000403,0000000056,,Obra,0000000001,0000000061,Construcción
0000000371,2018,DGOP/0330/CONT/2018,DGOP/0330/CONT/2018,2018-10-19 00:00:00,0000000276,0000000683,0000000056,,Obra,0000000001,0000000061,Construcción
0000000372,2018,DGOP/0331/CONT/2018,DGOP/0331/CONT/2018,2018-10-18 00:00:00,0000000636,,0000000080,,Obra,0000000001,0000000080,Construcción
0000000373,2018,DGOP/0332/CONT/2018,DGOP/0332/CONT/2018,2018-10-19 00:00:00,0000000747,,0000000073,,Obra,0000000001,0000000073,Construcción
0000000374,2018,GDOP/0334/CONT/2018,GDOP/0334/CONT/2018,2018-10-18 00:00:00,0000000456,,0000000073,,Obra,0000000001,0000000073,Construcción
0000000375,2018,DGOP/0335/CONT/2018,DGOP/0335/CONT/2018,2018-10-25 00:00:00,0000000363,0000000759,0000000056,,Obra,0000000001,0000000095,Construcción
0000000376,2018,DGOP/0336/PROY/2018,DGOP/0336/PROY/2018,2018-10-25 00:00:00,0000000261,,0000000083,,Proyecto,0000000001,0000000083,Proyectos
0000000377,2018,DGOP/0337/CONT/2018,DGOP/0337/CONT/2018,2018-10-25 00:00:00,0000000343,,0000000083,,Obra,0000000001,0000000083,Construcción
0000000378,2018,DGOP/0338/PROY/2018,DGOP/0338/PROY/2018,2018-10-25 00:00:00,0000000639,,0000000075,,Proyecto,0000000001,0000000075,Proyectos
0000000379,2018,DGOP/0339/CONT/2018,DGOP/0339/CONT/2018,2018-10-25 00:00:00,0000000505,,0000000080,,Obra,0000000001,0000000080,Construcción
0000000380,2018,DGOP/0340/CONT/2018,DGOP/0340/CONT/2018,2018-10-25 00:00:00,0000000026,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000381,2018,DGOP/0341/CONT/2018,DGOP/0341/CONT/2018,2018-10-25 00:00:00,0000000612,0000000755,0000000060,,Obra,0000000001,0000000054,Construcción
0000000382,2018,DGOP/0343/CONT/2018,DGOP/0343/CONT/2018,2018-10-25 00:00:00,0000000669,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000383,2018,DGOP/0344/CONT/2018,DGOP/0344/CONT/2018,2018-10-25 00:00:00,0000000371,,0000000084,,Obra,0000000001,0000000084,Construcción
0000000384,2018,DGOP/0345/OBRA/2018,DGOP/0345/OBRA/2018,2018-10-25 00:00:00,0000000782,0000000089,0000000056,,Obra,0000000003,0000000061,Construcción
0000000385,2018,DGOP/0333/OBRA/2018 ,DGOP/0333/OBRA/2018 ,2018-10-25 00:00:00,0000000686,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000386,2018,DGOP/0353/CONT/2018,DGOP/0353/CONT/2018,2018-10-25 00:00:00,0000000365,0000000529,0000000095,,Obra,0000000001,0000000095,Construcción
0000000388,2018,DGOP/0357/CONT/2018,DGOP/0357/CONT/2018,2018-11-15 00:00:00,0000000364,,0000000072,,Obra,0000000001,0000000072,Construcción
0000000389,2018,DGOP/0358/CONT/2018   ,DGOP/0358/CONT/2018   ,2018-11-05 00:00:00,0000000365,,0000000062,,Obra,0000000001,0000000062,Construcción
0000000390,2018,DGOP/0349/CONT/2018,DGOP/0349/CONT/2018,2018-11-05 00:00:00,0000000783,,0000000057,,Obra,0000000001,0000000057,Construcción
0000000391,2018,DGOP/0360/CONT/2018,DGOP/0360/CONT/2018,2018-11-05 00:00:00,0000000733,0000000732,0000000056,,Obra,0000000001,0000000054,Construcción
0000000392,2018,DGOP/0371/PROY/2018,DGOP/0371/PROY/2018,2018-11-05 00:00:00,0000000646,,0000000020,,Proyecto,0000000001,0000000020,Proyectos
0000000393,2018,DGOP/0369/CONT/2018,DGOP/0369/CONT/2018,2018-11-15 00:00:00,0000000724,,0000000068,,Obra,0000000001,0000000068,Construcción
0000000394,2018,DGOP/0359/CONT/2018,DGOP/0359/CONT/2018,2018-11-15 00:00:00,0000000750,,0000000080,,Obra,0000000001,0000000080,Construcción
0000000395,2018,DGOP/0348/CONT/2018,DGOP/0348/CONT/2018,2018-11-15 00:00:00,0000000438,0000000730,0000000088,,Obra,0000000001,0000000062,Construcción
0000000396,2018,DGOP/0361/CONT/2018,DGOP/0361/CONT/2018,2018-11-12 00:00:00,0000000669,0000000732,0000000059,,Obra,0000000001,0000000054,Construcción
0000000397,2018,DGOP/0363/CONT/2018,DGOP/0363/CONT/2018,2018-11-12 00:00:00,0000000365,0000000771,0000000088,,Obra,0000000001,0000000054,Construcción
0000000398,2018,DGOP/0354/CONT/2018,DGOP/0354/CONT/2018,2018-11-12 00:00:00,0000000365,0000000529,0000000095,,Obra,0000000001,0000000095,Construcción
0000000399,2018,DGOP/0351/CONT/2018,DGOP/0351/CONT/2018,2018-11-12 00:00:00,0000000661,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000400,2018,DGOP/0350/CONT/2018,DGOP/0350/CONT/2018,2018-11-16 00:00:00,0000000661,,0000000095,,Obra,0000000001,0000000095,Construcción
0000000401,2018,DGOP/0362/CONT/2018,DGOP/0362/CONT/2018,2018-11-12 00:00:00,0000000364,0000000771,0000000058,,Obra,0000000001,0000000054,Construcción
0000000402,2018,DGOP/0265/OBRA/2018,DGOP/0265/OBRA/2018,2018-09-07 00:00:00,0000000522,0000000309,0000000055,,Obra,0000000001,0000000055,Construcción
0000000403,2018,DGOP/0347/CONT/2018,DGOP/0347/CONT/2018,2018-10-25 00:00:00,0000000275,0000000106,0000000056,,Obra,0000000001,0000000061,Construcción
0000000404,2018,DGOP/0267/CONT/2018,DGOP/0267/CONT/2018,2018-11-16 00:00:00,0000000622,0000000729,0000000058,,Obra,0000000001,0000000061,Construcción
0000000405,2018,DGOP/0374/CONT/2018,DGOP/0374/CONT/2018,2018-10-29 00:00:00,0000000120,0000000616,0000000070,,Obra,0000000003,0000000070,Construcción
0000000406,2018,DGOP/0366/CONT/2018,DGOP/0366/CONT/2018,2018-11-20 00:00:00,0000000067,0000000271,0000000056,,Obra,0000000003,0000000061,Construcción
0000000407,2018,DGOP/0373/PROY/2018,DGOP/0373/PROY/2018,2018-11-20 00:00:00,0000000773,,0000000021,,Proyecto,0000000001,0000000021,Proyectos
0000000408,2018,DGOP/0368/CONT/2018,DGOP/0368/CONT/2018,2018-11-15 00:00:00,0000000457,,0000000096,,Obra,0000000001,0000000096,Construcción
0000000409,2018,DGOP/0365/CONT/2018,DGOP/0365/CONT/2018,2018-11-15 00:00:00,0000000583,0000000464,0000000088,,Obra,0000000001,0000000054,Construcción
0000000410,2018,DGOP/0279/CONT/2018,DGOP/0279/CONT/2018,2018-11-26 00:00:00,0000000616,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000411,2018,DGOP/0375/CONT/2018,DGOP/0375/CONT/2018,2018-11-26 00:00:00,0000000516,0000000760,0000000059,,Obra,0000000001,0000000054,Construcción
0000000412,2018,DGOP/0367/CONT/2018,DGOP/0367/CONT/2018,2018-11-19 00:00:00,0000000364,0000000762,0000000058,,Obra,0000000001,0000000095,Construcción
0000000413,2018,DGOP/0381/CONTRATO/2018,DGOP/0381/CONTRATO/2018,2018-11-28 00:00:00,0000000247,,0000000055,,Obra,0000000001,0000000070,Mantenimiento
0000000414,2018,DGOP/0376/CONT/2018,DGOP/0376/CONT/2018,2018-11-28 00:00:00,0000000016,,0000000055,,Obra,0000000001,0000000080,Construcción
0000000415,2018,DGOP/0377/CONT/2018,DGOP/0377/CONT/2018,2018-11-28 00:00:00,0000000016,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000416,2018,DGOP/0378/CONT/2018,DGOP/0378/CONT/2018,2018-11-28 00:00:00,0000000347,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000417,2018,DGOP/0379/CONT/2018,DGOP/0379/CONT/2018,2018-11-28 00:00:00,0000000576,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000418,2018,DGOP/0262/PROY/2018,DGOP/0262/PROY/2018,2018-09-07 00:00:00,0000000688,,0000000089,,Proyecto,0000000001,0000000089,Proyectos
0000000419,2018,DGOP/0384/CONT/2018,DGOP/0384/CONT/2018,2018-11-29 00:00:00,0000000636,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000420,2018,DGOP/0385/CONT/2018,DGOP/0385/CONT/2018,2018-11-29 00:00:00,0000000636,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000421,2018,DGOP/0383/CONT/2018,DGOP/0383/CONT/2018,2018-11-29 00:00:00,0000000055,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000422,2018,DGOP/0380/CONT/2018,DGOP/0380/CONT/2018,2018-11-29 00:00:00,0000000074,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000423,2018,DGOP/0374/CONT/2018,DGOP/0374/CONT/2018,2018-11-29 00:00:00,0000000616,,0000000070,,Obra,0000000001,0000000070,Construcción
0000000424,2018,DGOP/0382/CONT/2018,DGOP/0382/CONT/2018,2018-12-03 00:00:00,0000000785,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000425,2018,DGOP/0382/CONT/2018,DGOP/0382/CONT/2018,2018-12-03 00:00:00,0000000617,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000426,2018,DGOP/0383/CONT/2018,DGOP/0383/CONT/2018,2018-12-03 00:00:00,0000000055,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000427,2018,DGOP/0386/CONT/2018,DGOP/0386/CONT/2018,2018-12-05 00:00:00,0000000505,0000000726,0000000056,,Obra,0000000001,0000000061,Construcción
0000000428,2018,DGOP/0387/CONT/2018,DGOP/0387/CONT/2018,2018-12-05 00:00:00,0000000347,,0000000072,,Obra,0000000001,0000000072,Construcción
0000000429,2018,DGOP/0388/CONT/2018,DGOP/0388/CONT/2018,2018-12-05 00:00:00,0000000703,,0000000055,,Obra,0000000001,0000000055,Construcción
0000000430,2018,DGOP/0389/CONT/2018,DGOP/0389/CONT/2018,2018-12-05 00:00:00,0000000787,,0000000070,,Obra,0000000001,0000000070,Construcción
0000000431,2018,DGOP/0390/CONT/2018,DGOP/0390/CONT/2018,2018-12-05 00:00:00,0000000703,,0000000070,,Obra,0000000001,0000000070,Construcción
0000000432,2018,DGOP/0391/CONT/2018,DGOP/0391/CONT/2018,2018-12-05 00:00:00,0000000364,,0000000072,,Obra,0000000001,0000000072,Construcción
0000000433,2018,DGOP/0392/CONT/2018,DGOP/0392/CONT/2018,2018-12-05 00:00:00,0000000166,,0000000072,,Obra,0000000001,0000000072,Construcción
0000000434,2018,DGOP/0393/CONT/2018,DGOP/0393/CONT/2018,2018-12-05 00:00:00,0000000724,,0000000068,,Obra,0000000001,0000000068,Construcción
0000000435,2018,DGOP/0394/CONT/2018,DGOP/0394/CONT/2018,2018-12-05 00:00:00,0000000780,,0000000079,,Obra,0000000001,0000000079,Construcción
0000000436,2018,DGOP/0395/CONT/2018,DGOP/0395/CONT/2018,2018-12-05 00:00:00,0000000347,,0000000072,,Obra,0000000001,0000000072,Construcción
