Id_Recalendarizacion,Id_Contrato,No_Recalendarizacion,Tipo_Recalendarizacion,Fecha_Deposito,Dias_Recorrer,Fecha_Inicio_Recalendarizacion,Fecha_Termino_Recalendarizacion,Numero_Oficio_Contratista,Fecha_Oficio_Contratista,Numero_Oficio_Autorizacion,Fecha_Oficio_Autorizacion,Observaciones,Fecha_Inicio_Ultima_Anterior,Fecha_Termino_Ultima_Anterior
0000000086,0000000154,1,ANTICIPO,2018-07-24 00:00:00,9,2018-07-25 00:00:00,2018-10-15 00:00:00,S/N RECAL,2018-07-31 00:00:00,DGOP/DAyCFO/065/2018,2018-08-01 00:00:00,K 01/08/2018,2018-07-16 00:00:00,2018-10-06 00:00:00
0000000087,0000000194,1,ANTICIPO,2018-07-11 00:00:00,23,2018-07-11 00:00:00,2018-11-26 00:00:00,S/N RECAL,2018-07-20 00:00:00,DGOP/DAyCFO/066/2018,2018-07-27 00:00:00,K 07/08/2018,2018-06-18 00:00:00,2018-11-03 00:00:00
0000000088,0000000155,1,ANTICIPO,2018-07-31 00:00:00,16,2018-08-01 00:00:00,2018-10-08 00:00:00,S/N RECAL,2018-08-06 00:00:00,DGOP/DAyCFO/067/2018,2018-08-07 00:00:00,K 07/08/2018,2018-07-16 00:00:00,2018-09-22 00:00:00
0000000089,0000000182,1,ANTICIPO,2018-07-30 00:00:00,14,2018-07-30 00:00:00,2018-11-03 00:00:00,S/N RECAL,2018-08-06 00:00:00,DGOP/DAyCFO/068/2018,2018-08-07 00:00:00,K 07/08/2018,2018-07-16 00:00:00,2018-10-20 00:00:00
0000000090,0000000126,1,SITIO,2018-08-08 00:00:00,28,2018-07-16 00:00:00,2018-10-05 00:00:00,S/N RECAL ,2018-07-23 00:00:00,DGOP/CT/REC/097/18,2018-07-27 00:00:00,POR RETRASO EN ENTREGA DE SITIO ,2018-06-18 00:00:00,2018-09-07 00:00:00
0000000091,0000000198,1,ANTICIPO,2018-07-23 00:00:00,7,2018-07-23 00:00:00,2018-09-15 00:00:00,S/N,2018-07-26 00:00:00,DGOP/DAyCFO/069/2018,2018-08-02 00:00:00,CLAU ,2018-07-16 00:00:00,2018-09-08 00:00:00
0000000092,0000000087,1,ANTICIPO,2018-07-17 00:00:00,43,2018-07-17 00:00:00,2019-01-12 00:00:00,S/N RECAL,2018-07-24 00:00:00,DGOP/DAyCFO/070/2018,2018-07-31 00:00:00,K 10/08/2018,2018-06-04 00:00:00,2018-11-30 00:00:00
0000000093,0000000168,1,SITIO,2018-08-13 00:00:00,35,2018-07-23 00:00:00,2018-11-10 00:00:00,S/N RECAL ,2018-07-27 00:00:00,DGOP/CT/REC/0106/18,2018-08-03 00:00:00,POR RETRASO EN ENTREGA DE SITIO 
,2018-06-18 00:00:00,2018-10-06 00:00:00
0000000094,0000000193,1,ANTICIPO,2018-07-27 00:00:00,35,2018-07-30 00:00:00,2018-11-17 00:00:00,S/N RECAL,2018-08-09 00:00:00,DGOP/DAyCFO/071/2018,2018-08-13 00:00:00,KN 13/08/2018,2018-06-25 00:00:00,2018-10-13 00:00:00
0000000095,0000000186,1,ANTICIPO,2018-08-02 00:00:00,18,2018-08-03 00:00:00,2018-10-24 00:00:00,S/N RECAL,2018-08-09 00:00:00,DGOP/DAyCFO/072/2018,2018-08-13 00:00:00,K 13/08/2018,2018-07-16 00:00:00,2018-10-06 00:00:00
0000000096,0000000199,1,ANTICIPO,2018-07-09 00:00:00,22,2018-07-10 00:00:00,2018-10-28 00:00:00,S/N RECAL ,2018-07-16 00:00:00,DGOP/DAyCFO/073/2018,2018-07-23 00:00:00,K 13/08/2018,2018-06-18 00:00:00,2018-10-06 00:00:00
0000000097,0000000175,1,SITIO,2018-08-14 00:00:00,9,2018-07-25 00:00:00,2018-10-29 00:00:00,S/N PRORR,2018-07-31 00:00:00,DGOP/CT/REC/0109/18,2018-08-03 00:00:00,POR RETRASO EN ENTREGA DE SITIO 
,2018-07-16 00:00:00,2018-10-20 00:00:00
0000000098,0000000174,1,SITIO,2018-08-15 00:00:00,14,2018-07-30 00:00:00,2018-10-20 00:00:00,S/N PRORR,2018-08-03 00:00:00,DGOP/CT/REC/0112/18,2018-08-10 00:00:00,POR RETRASO EN ENTREGA DE SITIO 
,2018-07-16 00:00:00,2018-10-06 00:00:00
0000000099,0000000107,1,SITIO,2018-08-15 00:00:00,24,2018-07-05 00:00:00,2018-10-16 00:00:00,S/N RECAL ,2018-07-13 00:00:00,DGOP/CT/REC/083/18,2018-07-20 00:00:00,POR RETRASO EN ENTREGA DE SITIO ,2018-06-11 00:00:00,2018-09-22 00:00:00
0000000100,0000000185,1,ANTICIPO,2018-08-02 00:00:00,18,2018-08-03 00:00:00,2018-10-03 00:00:00,S/N RECAL,2018-08-10 00:00:00,DGOP/075/2018,2018-08-16 00:00:00,K 16/08/2018,2018-07-16 00:00:00,2018-09-15 00:00:00
0000000101,0000000201,1,ANTICIPO,2018-08-06 00:00:00,15,2018-08-07 00:00:00,2018-10-28 00:00:00,S/N RECAL,2018-08-14 00:00:00,DGOP/076/2018,2018-08-16 00:00:00,K 16/08/2018,2018-07-23 00:00:00,2018-10-13 00:00:00
0000000102,0000000205,1,ANTICIPO,2018-06-25 00:00:00,35,2018-06-25 00:00:00,2018-07-28 00:00:00,S/N RECAL,2018-07-02 00:00:00,DGOP/DAyCFO/077/2018,2018-07-09 00:00:00,K 16/08/2018,2018-05-21 00:00:00,2018-06-23 00:00:00
0000000103,0000000206,1,ANTICIPO,2018-06-25 00:00:00,35,2018-06-25 00:00:00,2018-07-28 00:00:00,S/N RECAL,2018-07-02 00:00:00,DGOP/DAyCFO/077/2018,2018-08-16 00:00:00,K 16/08/2018,2018-05-21 00:00:00,2018-06-23 00:00:00
0000000104,0000000224,1,ANTICIPO,2018-07-27 00:00:00,12,2018-07-28 00:00:00,2018-11-01 00:00:00,S/N RECAL,2018-08-02 00:00:00,DGOP/DAyCFO/078/2018,2018-08-09 00:00:00,K 21/08/2018,2018-07-16 00:00:00,2018-10-20 00:00:00
0000000106,0000000225,1,ANTICIPO,2018-08-02 00:00:00,18,2018-08-03 00:00:00,2018-10-24 00:00:00,S/N RECAL,2018-08-08 00:00:00,DGOP/DAyCFO/080/2018,2018-08-15 00:00:00,K 21/08/2018,2018-07-16 00:00:00,2018-10-06 00:00:00
0000000107,0000000223,1,ANTICIPO,2018-08-03 00:00:00,19,2018-08-04 00:00:00,2018-10-25 00:00:00,S/N RECAL,2018-08-07 00:00:00,DGOP/DAyCFO/081/2018,2018-08-14 00:00:00,K 21/08/2018,2018-07-16 00:00:00,2018-10-06 00:00:00
0000000108,0000000209,1,ANTICIPO,2018-08-15 00:00:00,24,2018-08-16 00:00:00,2018-11-06 00:00:00,S/N RECAL,2018-08-20 00:00:00,DGOP/DAyCFO/082/2018,2018-08-21 00:00:00,K 21/08/2018,2018-07-23 00:00:00,2018-10-13 00:00:00
0000000109,0000000120,1,SITIO,2018-08-21 00:00:00,31,2018-07-12 00:00:00,2018-10-30 00:00:00,S/N RECAL ,2018-07-16 00:00:00,DGOP/CT/REC/085/18,2018-07-23 00:00:00,POR RETRASO EN ENTREGA DE SITIO 
,2018-06-11 00:00:00,2018-09-29 00:00:00
0000000110,0000000121,1,SITIO,2018-08-21 00:00:00,31,2018-07-12 00:00:00,2018-10-30 00:00:00,S/N RECAL ,2018-07-13 00:00:00,DGOP/CT/REC/082/18,2018-07-20 00:00:00,POR RETRASO EN ENTREGA DE SITIO ,2018-06-11 00:00:00,2018-09-29 00:00:00
0000000111,0000000176,1,SITIO,2018-08-21 00:00:00,23,2018-08-01 00:00:00,2018-10-22 00:00:00,S/N RECAL ,2018-08-06 00:00:00,DGOP/CT/REC/115/18,2018-08-13 00:00:00,POR RETRASO EN ENTREGA DE SITIO ,2018-07-09 00:00:00,2018-09-29 00:00:00
0000000112,0000000219,1,SITIO,2018-08-21 00:00:00,21,2018-08-06 00:00:00,2018-10-27 00:00:00,S/N RECAL,2018-08-13 00:00:00,DGOP/CT/REC/118/18,2018-08-17 00:00:00,POR RETRASO EN ENTREGA DE SITIO ,2018-07-16 00:00:00,2018-10-06 00:00:00
0000000113,0000000115,1,SITIO,2018-08-21 00:00:00,42,2018-07-16 00:00:00,2018-12-15 00:00:00,S/N RECAL ,2018-07-23 00:00:00,DGOP/CT/REC/103/18,2018-07-27 00:00:00,POR RETRASO EN ENTREGA DE SITIO 
,2018-06-04 00:00:00,2018-11-03 00:00:00
0000000115,0000000095,1,SITIO,2018-08-21 00:00:00,31,2018-07-12 00:00:00,2018-10-02 00:00:00,S/N RECAL,2018-07-18 00:00:00,DGOP/CT/REC/091/18,2018-07-25 00:00:00,POR RETRASO EN ENTREGA DE SITIO 
,2018-06-11 00:00:00,2018-09-01 00:00:00
0000000116,0000000172,1,SITIO,2018-08-21 00:00:00,28,2018-07-16 00:00:00,2018-11-03 00:00:00,S/N RECAL ,2018-07-23 00:00:00,DGOP/CT/REC/100/18,2018-07-27 00:00:00,POR RETRASO EN ENTREGA DE SITIO ,2018-06-18 00:00:00,2018-10-06 00:00:00
0000000117,0000000099,1,SITIO,2018-08-21 00:00:00,49,2018-07-02 00:00:00,2018-12-29 00:00:00,S/N RECAL,2018-07-16 00:00:00,DGOP/CT/REC/088/18,2018-07-23 00:00:00,POR RETRASO EN ENTREGA DE SITIO ,2018-05-14 00:00:00,2018-11-10 00:00:00
0000000118,0000000106,1,SITIO,2018-08-21 00:00:00,22,2018-07-03 00:00:00,2018-08-26 00:00:00,S/N RECAL,2018-07-09 00:00:00,DGOP/CT/REC/079/18,2018-07-13 00:00:00,POR RETRASO EN ENTREGA DE SITIO 
,2018-06-11 00:00:00,2018-08-04 00:00:00
0000000119,0000000131,1,SITIO,2018-08-23 00:00:00,14,2018-06-18 00:00:00,2019-02-16 00:00:00,S/N RECAL ,2018-06-22 00:00:00,DGOP/CT/PR/075/18,2018-06-29 00:00:00,POR RETRASO EN ENTREGA DE SITIO 
,2018-06-04 00:00:00,2019-02-02 00:00:00
0000000120,0000000227,1,ANTICIPO,2018-08-06 00:00:00,15,2018-08-07 00:00:00,2018-10-28 00:00:00,S/N RECAL,2018-08-14 00:00:00,DGOP/DAyCFO/083/2018,2018-08-21 00:00:00,K 24/08/2018,2018-07-23 00:00:00,2018-10-13 00:00:00
0000000121,0000000228,1,ANTICIPO,2018-08-07 00:00:00,16,2018-08-08 00:00:00,2018-10-29 00:00:00,S/N RECAL,2018-08-14 00:00:00,DGOP/DAyCFO/084/2018,2018-08-21 00:00:00,K 24/08/2018,2018-07-23 00:00:00,2018-10-13 00:00:00
0000000122,0000000229,1,ANTICIPO,2018-08-07 00:00:00,16,2018-08-08 00:00:00,2018-10-29 00:00:00,S/N RECAL,2018-08-14 00:00:00,DGOP/DAyCFO/084/2018,2018-08-21 00:00:00,K 24/08/2018,2018-07-23 00:00:00,2018-10-13 00:00:00
0000000123,0000000239,1,SITIO,2018-09-05 00:00:00,25,2018-08-10 00:00:00,2018-10-17 00:00:00,S/N RECAL ,2018-08-13 00:00:00,DGOP/CT/REC/0121/18,2018-08-13 00:00:00,POR RETRASO EN ENTREGA DE SITIO 
,2018-07-16 00:00:00,2018-09-22 00:00:00
0000000124,0000000173,1,SITIO,2018-09-05 00:00:00,56,2018-08-13 00:00:00,2018-12-01 00:00:00,S/N RECAL,2018-08-20 00:00:00,DGOP/CT/REC/124/18,2018-08-27 00:00:00,POR RETRASO EN ENTREGA DE SITIO ,2018-06-18 00:00:00,2018-10-06 00:00:00
0000000125,0000000241,1,SITIO,2018-09-12 00:00:00,26,2018-08-27 00:00:00,2019-01-17 00:00:00,S/N REC,2018-08-29 00:00:00,DGOP/CT/REC/136/18,2018-09-05 00:00:00,POR RETRASO EN ENTREGA DE SITIO 
,2018-08-01 00:00:00,2018-12-22 00:00:00
0000000129,0000000096,1,SITIO,2018-09-14 00:00:00,31,2018-07-12 00:00:00,2018-10-02 00:00:00,S/N RECAL ,2018-07-19 00:00:00,DGOP/CT/REC/094/18,2018-07-26 00:00:00,POR RETRASO EN ENTREGA DE SITIO ,2018-06-11 00:00:00,2018-09-01 00:00:00
0000000130,0000000244,1,ANTICIPO,2018-06-28 00:00:00,18,2018-06-29 00:00:00,2018-08-01 00:00:00,S/N RECAL,2018-07-05 00:00:00,DAyCFO/DGOP/087/2018,2018-07-12 00:00:00,K 14/09/2018,2018-06-11 00:00:00,2018-07-14 00:00:00
0000000131,0000000245,1,ANTICIPO,2018-06-28 00:00:00,18,2018-06-29 00:00:00,2018-08-01 00:00:00,S/N RECAL,2018-07-05 00:00:00,DGOP/DAyCFO/087/2018,2018-07-12 00:00:00,K 14/09/2018,2018-06-11 00:00:00,2018-07-14 00:00:00
0000000132,0000000246,1,ANTICIPO,2018-06-28 00:00:00,18,2018-06-29 00:00:00,2018-08-01 00:00:00,S/N RECAL,2018-07-05 00:00:00,DGOP/DAyCFO/087/2018,2018-07-12 00:00:00,K 14/09/2018,2018-06-11 00:00:00,2018-07-14 00:00:00
0000000133,0000000211,1,ANTICIPO,2018-06-25 00:00:00,35,2018-06-25 00:00:00,2018-07-28 00:00:00,S/N,2018-07-02 00:00:00,DGOP/DAyCFO/086/2018,2018-07-09 00:00:00,JORGE,2018-05-21 00:00:00,2018-06-23 00:00:00
0000000134,0000000212,1,ANTICIPO,2018-06-25 00:00:00,35,2018-06-25 00:00:00,2018-07-28 00:00:00,S/N,2018-07-02 00:00:00,DGOP/DAyCFO/086/2018,2018-07-09 00:00:00,JORGE,2018-05-21 00:00:00,2018-06-23 00:00:00
0000000135,0000000240,1,ANTICIPO,2018-08-29 00:00:00,24,2018-08-30 00:00:00,2018-11-06 00:00:00,S/N,2018-09-04 00:00:00,DGOP/DAyCFO/089/2018,2018-09-11 00:00:00,JORGE,2018-08-06 00:00:00,2018-10-13 00:00:00
0000000137,0000000247,1,ANTICIPO,2018-06-25 00:00:00,21,2018-06-25 00:00:00,2018-08-04 00:00:00,S/N RECAL ,2018-06-29 00:00:00,DGOP/DAyCFO/091/2018,2018-07-05 00:00:00,K 17/09/2018,2018-06-04 00:00:00,2018-07-14 00:00:00
0000000138,0000000248,1,ANTICIPO,2018-07-25 00:00:00,21,2018-06-25 00:00:00,2018-08-04 00:00:00,S/N RECAL,2018-09-29 00:00:00,DGOP/DAyCFO/092/2018,2018-07-05 00:00:00,K 17/09/2018,2018-06-04 00:00:00,2018-07-14 00:00:00
0000000139,0000000249,1,ANTICIPO,2018-06-25 00:00:00,21,2018-06-25 00:00:00,2018-08-04 00:00:00,S/N RECAL,2018-06-29 00:00:00,DGOP/DAyCFO/093/2018,2018-07-05 00:00:00,K 17/09/2018,2018-06-04 00:00:00,2018-07-14 00:00:00
0000000140,0000000242,1,ANTICIPO,2018-06-25 00:00:00,21,2018-06-25 00:00:00,2018-08-18 00:00:00,S/N RECAL ,2018-06-29 00:00:00,DGOP/DAyCFO/094/2018,2018-07-05 00:00:00,K 17/09/2018,2018-06-04 00:00:00,2018-07-28 00:00:00
0000000141,0000000243,1,ANTICIPO,2018-06-25 00:00:00,21,2018-06-25 00:00:00,2018-08-18 00:00:00,S/N RECAL ,2018-06-29 00:00:00,DGOP/DAyCFO/095/2018,2018-07-05 00:00:00,K 17/09/2018,2018-06-04 00:00:00,2018-07-28 00:00:00
0000000142,0000000255,1,ANTICIPO,2018-07-27 00:00:00,67,2018-07-27 00:00:00,2019-01-15 00:00:00,S/N RECAL,2018-08-14 00:00:00,DGOP/DAyCFO/096/2018,2018-08-21 00:00:00,K 18/09/2018,2018-05-21 00:00:00,2018-11-09 00:00:00
0000000143,0000000262,1,ANTICIPO,2018-08-20 00:00:00,14,2018-08-20 00:00:00,2018-10-27 00:00:00,S/N RECAL ,2018-08-27 00:00:00,DGOP/DAyCFO/097/2018,2018-09-03 00:00:00,K 19/09/2018,2018-08-06 00:00:00,2018-10-13 00:00:00
0000000144,0000000257,1,ANTICIPO,2018-08-30 00:00:00,32,2018-08-31 00:00:00,2018-12-05 00:00:00,S/N RECAL,2018-09-06 00:00:00,DGOP/DAyCFO/098/2018,2018-09-13 00:00:00,K 19/09/2018,2018-07-30 00:00:00,2018-11-03 00:00:00
0000000145,0000000261,1,ANTICIPO,2018-09-14 00:00:00,9,2018-08-15 00:00:00,2018-10-22 00:00:00,S/N RECAL,2018-08-20 00:00:00,DGOP/DAyCFO/099/2018,2018-08-27 00:00:00,K 19/09/2018,2018-08-06 00:00:00,2018-10-13 00:00:00
0000000146,0000000256,1,ANTICIPO,2018-08-22 00:00:00,17,2018-08-23 00:00:00,2018-10-30 00:00:00,S/N RECAL ,2018-08-27 00:00:00,DGOP/DAyCFO/100/2018,2017-09-06 00:00:00,K 19/09/2018,2018-08-06 00:00:00,2018-10-13 00:00:00
0000000148,0000000259,1,ANTICIPO,2018-08-22 00:00:00,16,2018-08-22 00:00:00,2018-10-29 00:00:00,S/N RECAL ,2018-08-28 00:00:00,DGOP/DAyCFO/102/2018,2018-09-04 00:00:00,K 19/09/2018,2018-08-06 00:00:00,2018-10-13 00:00:00
0000000149,0000000231,1,ANTICIPO,2018-09-11 00:00:00,30,2018-09-12 00:00:00,2018-10-15 00:00:00,S/N RECAL ,2018-09-18 00:00:00,DGOP/DAyCFO/101/2018,2018-09-19 00:00:00,k 24/09/2018,2018-08-13 00:00:00,2018-09-15 00:00:00
0000000150,0000000263,1,ANTICIPO,2018-08-15 00:00:00,10,2018-08-16 00:00:00,2018-10-23 00:00:00,S/N RECAL,2018-08-27 00:00:00,DGIOP/DAyCFO/103/2018,2018-09-03 00:00:00,K 24/09/2018,2018-08-06 00:00:00,2018-10-13 00:00:00
0000000151,0000000268,1,ANTICIPO,2018-08-22 00:00:00,17,2018-08-23 00:00:00,2018-10-30 00:00:00,S/N RECAL,2018-08-29 00:00:00,DGOP/DAyCFO/104/2018,2018-09-05 00:00:00,K 24/09/2018,2018-08-06 00:00:00,2018-10-13 00:00:00
0000000152,0000000266,1,ANTICIPO,2018-08-22 00:00:00,17,2018-08-23 00:00:00,2018-10-30 00:00:00,S/N RECAL ,2018-08-27 00:00:00,DGOP/DAyCFO/105/2018,2018-09-03 00:00:00,K 24/09/2018,2018-08-06 00:00:00,2018-10-13 00:00:00
0000000153,0000000269,1,ANTICIPO,2018-08-22 00:00:00,17,2018-08-23 00:00:00,2018-10-30 00:00:00,S/N RECAL,2018-08-29 00:00:00,DGOP/DAyCFO/106/2018,2018-09-05 00:00:00,K 24/09/2018,2018-08-06 00:00:00,2018-10-13 00:00:00
0000000154,0000000265,1,ANTICIPO,2018-08-17 00:00:00,28,2018-08-20 00:00:00,2018-12-28 00:00:00,S/N RECAL ,2018-08-23 00:00:00,DGOP/DAyCFO/107/2018,2018-08-30 00:00:00,K 24/09/2018,2018-07-23 00:00:00,2018-11-30 00:00:00
0000000155,0000000258,1,SITIO,2018-09-28 00:00:00,19,2018-08-20 00:00:00,2018-11-15 00:00:00,S/N PRORR,2018-08-23 00:00:00,DGOP/CT/REC/127/18,2018-08-30 00:00:00,POR RETRASO EN ENTREGA DE SITIO ,2018-08-01 00:00:00,2018-10-27 00:00:00
0000000156,0000000177,1,SITIO,2018-10-08 00:00:00,24,2018-08-09 00:00:00,2018-10-16 00:00:00,S/N RECAL,2018-08-17 00:00:00,DGOP/CT/REC/122/18,2018-08-24 00:00:00,POR RETRASO EN ENTREGA DE SITIO ,2018-07-16 00:00:00,2018-09-22 00:00:00
0000000157,0000000178,1,SITIO,2018-10-08 00:00:00,24,2018-08-09 00:00:00,2018-10-16 00:00:00,S/N RECAL,2018-08-17 00:00:00,DGOP/CT/REC/122/18,2018-08-24 00:00:00,POR RETRASO EN ENTREGA DE SITIO ,2018-07-16 00:00:00,2018-09-22 00:00:00
0000000158,0000000297,1,ANTICIPO,2018-08-30 00:00:00,39,2018-08-31 00:00:00,2018-12-19 00:00:00,S/N ,2018-09-05 00:00:00,DGOP/DAyCFO/0108/2018,2018-09-12 00:00:00,K 10/10/2018,2018-07-23 00:00:00,2018-11-10 00:00:00
0000000159,0000000293,1,ANTICIPO,2018-10-03 00:00:00,23,2018-10-03 00:00:00,2018-11-26 00:00:00,S/N RECAL,2018-10-10 00:00:00,DGOP/DAyCFO/109/2018,2018-10-16 00:00:00,K 16/10/2018,2018-09-10 00:00:00,2018-11-03 00:00:00
0000000160,0000000294,1,ANTICIPO,2018-10-03 00:00:00,23,2018-10-03 00:00:00,2018-11-26 00:00:00,S/N RECAL ,2018-10-10 00:00:00,DGOP/DAyCFO/109/2018,2018-10-16 00:00:00,K 16/10/218,2018-09-10 00:00:00,2018-11-03 00:00:00
0000000161,0000000295,1,ANTICIPO,2018-10-03 00:00:00,23,2018-10-03 00:00:00,2018-11-26 00:00:00,S/N RECAL,2018-10-10 00:00:00,DGOP/DAyCFO/109/2018,2018-10-16 00:00:00,K 16/10/2018,2018-09-10 00:00:00,2018-11-03 00:00:00
0000000162,0000000296,1,ANTICIPO,2018-10-03 00:00:00,23,2018-10-03 00:00:00,2018-11-26 00:00:00,S/N RECAL,2018-10-10 00:00:00,DGOP/DAyCFO/109/2018,2018-10-16 00:00:00,K 16/10/2018,2018-09-10 00:00:00,2018-11-03 00:00:00
0000000163,0000000264,1,SITIO,2018-10-16 00:00:00,33,2018-09-03 00:00:00,2018-12-27 00:00:00,S/N RECAL ,2018-09-07 00:00:00,DGOP/CT/REC/139/18,2018-09-14 00:00:00,POR RETRASO EN ENTREGA DE SITIO ,2018-08-01 00:00:00,2018-11-24 00:00:00
0000000164,0000000226,1,SITIO,2018-10-17 00:00:00,70,2018-09-24 00:00:00,2018-12-15 00:00:00,S/N RECAL ,2018-10-02 00:00:00,DGOP/CT/REC/145/18,2018-10-09 00:00:00,POR RETRASO EN ENTREGA DE SITIO ,2018-07-16 00:00:00,2018-10-06 00:00:00
0000000165,0000000192,1,SITIO,2018-10-18 00:00:00,28,2018-08-13 00:00:00,2018-11-03 00:00:00,S/N RECAL,2018-08-23 00:00:00,DGOP/CT/REC/133/18,2018-08-30 00:00:00,POR RETRASO EN ENTREGA DE SITIO 
,2018-07-16 00:00:00,2018-10-06 00:00:00
0000000166,0000000260,1,SITIO,2018-10-18 00:00:00,30,2018-08-31 00:00:00,2018-12-24 00:00:00,S/N RECAL ,2018-09-03 00:00:00,DGOP/CT/REC/137/18,2018-09-10 00:00:00,POR RETRASO EN ENTREGA DE SITIO 
,2018-08-01 00:00:00,2018-11-24 00:00:00
0000000167,0000000250,1,SITIO,2018-10-18 00:00:00,49,2018-09-19 00:00:00,2019-01-12 00:00:00,S/N RECAL,2018-09-26 00:00:00,DGOP/CT/REC/142/18,2018-10-03 00:00:00,POR RETRASO EN ENTREGA DE SITIO 
,2018-08-01 00:00:00,2018-11-24 00:00:00
0000000168,0000000251,1,SITIO,2018-10-18 00:00:00,45,2018-09-20 00:00:00,2019-01-08 00:00:00,S/N RECAL ,2018-09-26 00:00:00,DGOP/CT/REC/143/18,2018-10-03 00:00:00,POR RETRASO EN ENTREGA DE SITIO ,2018-08-06 00:00:00,2018-11-24 00:00:00
0000000169,0000000252,1,SITIO,2018-10-18 00:00:00,45,2018-09-20 00:00:00,2019-01-08 00:00:00,S/N RECAL,2018-09-26 00:00:00,DGOP/CT/REC/143/18,2018-10-03 00:00:00,POR RETRASO EN ENTREGA DE SITIO ,2018-08-06 00:00:00,2018-11-24 00:00:00
0000000170,0000000343,1,ANTICIPO,2018-09-20 00:00:00,32,2018-09-21 00:00:00,2019-01-23 00:00:00,S/N RECAL,2018-09-28 00:00:00,DGOP/DAyCFO/111/2018,2018-10-05 00:00:00,K 22/10/2018,2018-08-20 00:00:00,2018-12-22 00:00:00
0000000171,0000000336,1,SITIO,2018-10-23 00:00:00,30,2018-09-26 00:00:00,2018-12-17 00:00:00,S/N RECAL ,2018-10-03 00:00:00,DGOP/CT/REC/151/18,2018-10-10 00:00:00,POR RETRASO EN ENTREGA DE SITIO ,2018-08-27 00:00:00,2018-11-17 00:00:00
0000000172,0000000278,1,ANTICIPO,2018-10-09 00:00:00,113,2018-10-09 00:00:00,2018-11-04 00:00:00,S/N RECAL,2018-10-16 00:00:00,DGOP/DAyCFO/110/2018,2018-10-23 00:00:00,k 24/10/2018,2018-06-18 00:00:00,2018-07-14 00:00:00
0000000173,0000000350,1,ANTICIPO,2018-10-10 00:00:00,14,2018-10-11 00:00:00,2018-12-15 00:00:00,S/N RECAL ,2018-10-18 00:00:00,DGOP/DAyCFO/112/2018,2018-10-25 00:00:00,K 29/10/2018,2018-09-10 00:00:00,2018-12-01 00:00:00
0000000174,0000000362,1,ANTICIPO,2018-10-04 00:00:00,38,2018-10-04 00:00:00,2019-01-22 00:00:00,S/N RECAL ,2018-10-08 00:00:00,DGOP/DAyCFO/113/2018,2018-10-15 00:00:00,K 31/10/2018,2018-08-27 00:00:00,2018-12-15 00:00:00
0000000175,0000000357,1,ANTICIPO,2018-10-17 00:00:00,38,2018-10-18 00:00:00,2018-12-21 00:00:00,S/N RECAL,2018-10-19 00:00:00,DGOP/DAyCFO/114/2018,2018-10-26 00:00:00,K 31/10/2018,2018-09-10 00:00:00,2018-12-01 00:00:00
0000000176,0000000345,1,ANTICIPO,2018-10-10 00:00:00,31,2018-10-11 00:00:00,2018-12-21 00:00:00,S/N RECAL,2018-10-16 00:00:00,DGOP/DAyCFO/115/2018,2018-10-23 00:00:00,K 31/10/2018,2018-09-10 00:00:00,2018-12-01 00:00:00
0000000177,0000000346,1,ANTICIPO,2018-10-10 00:00:00,31,2018-10-11 00:00:00,2018-12-21 00:00:00,S/N RECAL,2018-10-16 00:00:00,DGOP/DAyCFO/115/2018,2018-10-23 00:00:00,K 31/10/2018,2018-09-10 00:00:00,2018-12-01 00:00:00
0000000178,0000000347,1,ANTICIPO,2018-10-10 00:00:00,31,2018-10-11 00:00:00,2018-12-21 00:00:00,S/N RECAL,2018-10-16 00:00:00,DGOP/DAyCFO/115/2018,2018-10-23 00:00:00,K 31/10/2018,2018-09-10 00:00:00,2018-12-01 00:00:00
0000000179,0000000365,1,ANTICIPO,2018-10-02 00:00:00,23,2018-10-03 00:00:00,2018-12-21 00:00:00,S/N RECAL,2018-10-04 00:00:00,DGOP/DAyCFO/116/2018,2018-10-11 00:00:00,K 31/10/2018,2018-09-10 00:00:00,2018-12-01 00:00:00
0000000180,0000000371,1,ANTICIPO,2018-10-16 00:00:00,16,2018-10-17 00:00:00,2019-02-04 00:00:00,S/N RECAL,2018-10-22 00:00:00,DGOP/DAyCFO/117/2018,2018-10-29 00:00:00,K 05/11/2018,2018-10-01 00:00:00,2019-01-19 00:00:00
0000000181,0000000399,1,ANTICIPO,2018-10-09 00:00:00,16,2018-10-10 00:00:00,2018-12-03 00:00:00,S/N RECAL,2018-10-15 00:00:00,DGOP/DAyCFO/118/2018,2018-10-22 00:00:00,K 05/11/2018,2018-09-24 00:00:00,2018-11-17 00:00:00
0000000182,0000000394,1,ANTICIPO,2018-10-16 00:00:00,36,2018-10-16 00:00:00,2019-02-03 00:00:00,S/N RECAL,2018-10-23 00:00:00,DGOP/DAyCFO/119/2018,2018-10-30 00:00:00,K 05/11/2018,2018-09-10 00:00:00,2018-12-29 00:00:00
0000000183,0000000390,1,SITIO,2018-11-08 00:00:00,31,2018-10-04 00:00:00,2019-01-15 00:00:00,S/N RECAL,2018-10-30 00:00:00,DGOP/CT/REC/157/18,2018-11-06 00:00:00,POR ENTREGA TARDIA DE SITIO ,2018-09-03 00:00:00,2018-12-15 00:00:00
