Id_Contrato_Descuento,Id_Contrato,Id_Descuento,Importe
273,0000000133,0000000001,0.002000
274,0000000133,0000000003,0.010000
275,0000000134,0000000004,0.005000
276,0000000135,0000000001,0.002000
277,0000000135,0000000003,0.010000
278,0000000136,0000000004,0.005000
279,0000000136,0000000007,0.010000
280,0000000136,0000000006,0.100000
281,0000000137,0000000004,0.005000
282,0000000137,0000000007,0.010000
283,0000000137,0000000006,0.100000
284,0000000138,0000000001,0.002000
285,0000000138,0000000003,0.010000
286,0000000139,0000000001,0.002000
287,0000000139,0000000003,0.010000
288,0000000140,0000000001,0.002000
289,0000000140,0000000003,0.010000
290,0000000141,0000000001,0.002000
291,0000000141,0000000003,0.010000
292,0000000142,0000000001,0.002000
293,0000000142,0000000003,0.010000
294,0000000143,0000000001,0.002000
295,0000000143,0000000003,0.010000
296,0000000144,0000000001,0.002000
297,0000000144,0000000003,0.010000
298,0000000145,0000000001,0.002000
299,0000000145,0000000003,0.010000
300,0000000146,0000000001,0.002000
301,0000000146,0000000003,0.010000
302,0000000147,0000000004,0.005000
303,0000000147,0000000007,0.010000
304,0000000147,0000000006,0.100000
305,0000000148,0000000004,0.005000
306,0000000148,0000000007,0.010000
307,0000000148,0000000006,0.100000
308,0000000149,0000000001,0.002000
309,0000000149,0000000003,0.010000
310,0000000150,0000000004,0.005000
311,0000000151,0000000001,0.002000
312,0000000151,0000000003,0.010000
313,0000000152,0000000001,0.002000
314,0000000152,0000000003,0.010000
315,0000000153,0000000001,0.002000
316,0000000153,0000000003,0.010000
317,0000000154,0000000001,0.002000
318,0000000154,0000000003,0.010000
319,0000000155,0000000001,0.002000
320,0000000155,0000000003,0.010000
321,0000000156,0000000001,0.002000
322,0000000156,0000000003,0.010000
323,0000000157,0000000001,0.002000
324,0000000157,0000000003,0.010000
325,0000000158,0000000001,0.002000
326,0000000158,0000000003,0.010000
327,0000000159,0000000001,0.002000
328,0000000159,0000000003,0.010000
329,0000000160,0000000004,0.005000
330,0000000160,0000000007,0.010000
331,0000000160,0000000006,0.100000
332,0000000161,0000000004,0.005000
333,0000000161,0000000007,0.010000
334,0000000161,0000000006,0.100000
335,0000000162,0000000001,0.002000
336,0000000162,0000000003,0.010000
337,0000000163,0000000001,0.002000
338,0000000163,0000000003,0.010000
339,0000000164,0000000004,0.005000
340,0000000165,0000000001,0.002000
341,0000000165,0000000003,0.010000
342,0000000166,0000000001,0.002000
343,0000000166,0000000003,0.010000
344,0000000167,0000000001,0.002000
345,0000000167,0000000003,0.010000
346,0000000168,0000000001,0.002000
347,0000000168,0000000003,0.010000
348,0000000169,0000000001,0.002000
349,0000000169,0000000003,0.010000
350,0000000170,0000000001,0.002000
351,0000000170,0000000003,0.010000
352,0000000171,0000000001,0.002000
353,0000000171,0000000003,0.010000
354,0000000172,0000000001,0.002000
355,0000000172,0000000003,0.010000
356,0000000173,0000000001,0.002000
357,0000000173,0000000003,0.010000
358,0000000174,0000000001,0.002000
359,0000000174,0000000003,0.010000
360,0000000175,0000000001,0.002000
361,0000000175,0000000003,0.010000
362,0000000176,0000000001,0.002000
363,0000000176,0000000003,0.010000
364,0000000177,0000000001,0.002000
365,0000000177,0000000003,0.010000
366,0000000178,0000000001,0.002000
367,0000000178,0000000003,0.010000
371,0000000181,0000000001,0.002000
372,0000000181,0000000003,0.010000
373,0000000182,0000000001,0.002000
374,0000000182,0000000003,0.010000
375,0000000183,0000000004,0.005000
376,0000000184,0000000001,0.002000
377,0000000184,0000000003,0.010000
378,0000000185,0000000001,0.002000
379,0000000185,0000000003,0.010000
380,0000000186,0000000001,0.002000
381,0000000186,0000000003,0.010000
382,0000000187,0000000001,0.002000
383,0000000187,0000000003,0.010000
384,0000000188,0000000001,0.002000
385,0000000188,0000000003,0.010000
386,0000000189,0000000001,0.002000
387,0000000189,0000000003,0.010000
388,0000000190,0000000001,0.002000
389,0000000190,0000000003,0.010000
390,0000000192,0000000001,0.002000
391,0000000192,0000000003,0.010000
392,0000000193,0000000004,0.005000
393,0000000194,0000000001,0.002000
394,0000000194,0000000003,0.010000
395,0000000195,0000000004,0.005000
396,0000000196,0000000004,0.005000
397,0000000197,0000000001,0.002000
398,0000000197,0000000003,0.010000
399,0000000198,0000000001,0.002000
400,0000000198,0000000003,0.010000
401,0000000199,0000000001,0.002000
402,0000000199,0000000003,0.010000
403,0000000200,0000000001,0.002000
404,0000000200,0000000003,0.010000
405,0000000201,0000000001,0.002000
406,0000000201,0000000003,0.010000
407,0000000202,0000000001,0.002000
408,0000000202,0000000003,0.010000
409,0000000203,0000000001,0.002000
410,0000000203,0000000003,0.010000
411,0000000204,0000000001,0.002000
412,0000000204,0000000003,0.010000
413,0000000205,0000000001,0.002000
414,0000000205,0000000003,0.010000
415,0000000206,0000000001,0.002000
416,0000000206,0000000003,0.010000
417,0000000207,0000000001,0.002000
418,0000000207,0000000003,0.010000
419,0000000208,0000000001,0.002000
420,0000000208,0000000003,0.010000
421,0000000209,0000000001,0.002000
422,0000000209,0000000003,0.010000
423,0000000210,0000000001,0.002000
424,0000000210,0000000003,0.010000
425,0000000211,0000000001,0.002000
426,0000000211,0000000003,0.010000
427,0000000212,0000000001,0.002000
428,0000000212,0000000003,0.010000
429,0000000213,0000000001,0.002000
430,0000000213,0000000003,0.010000
431,0000000214,0000000004,0.005000
432,0000000215,0000000001,0.002000
433,0000000215,0000000003,0.010000
434,0000000216,0000000001,0.002000
435,0000000216,0000000003,0.010000
436,0000000217,0000000001,0.002000
437,0000000217,0000000003,0.010000
438,0000000218,0000000001,0.002000
439,0000000218,0000000003,0.010000
440,0000000219,0000000001,0.002000
441,0000000219,0000000003,0.010000
442,0000000220,0000000001,0.002000
443,0000000220,0000000003,0.010000
444,0000000221,0000000001,0.002000
445,0000000221,0000000003,0.010000
446,0000000222,0000000001,0.002000
447,0000000222,0000000003,0.010000
448,0000000223,0000000001,0.002000
449,0000000223,0000000003,0.010000
450,0000000224,0000000001,0.002000
451,0000000224,0000000003,0.010000
452,0000000225,0000000001,0.002000
453,0000000225,0000000003,0.010000
454,0000000226,0000000001,0.002000
455,0000000226,0000000003,0.010000
456,0000000227,0000000001,0.002000
457,0000000227,0000000003,0.010000
458,0000000228,0000000001,0.002000
459,0000000228,0000000003,0.010000
460,0000000229,0000000001,0.002000
461,0000000229,0000000003,0.010000
462,0000000230,0000000004,0.005000
463,0000000231,0000000002,0.005000
464,0000000232,0000000001,0.002000
465,0000000232,0000000003,0.010000
466,0000000233,0000000001,0.002000
467,0000000233,0000000003,0.010000
468,0000000234,0000000001,0.002000
469,0000000234,0000000003,0.010000
470,0000000235,0000000001,0.002000
471,0000000235,0000000003,0.010000
472,0000000236,0000000001,0.002000
473,0000000236,0000000003,0.010000
474,0000000237,0000000001,0.002000
475,0000000237,0000000003,0.010000
476,0000000238,0000000001,0.002000
477,0000000238,0000000003,0.010000
478,0000000239,0000000001,0.002000
479,0000000239,0000000003,0.010000
480,0000000240,0000000001,0.002000
481,0000000240,0000000003,0.010000
482,0000000241,0000000001,0.002000
483,0000000241,0000000003,0.010000
484,0000000242,0000000001,0.002000
485,0000000242,0000000003,0.010000
486,0000000243,0000000001,0.002000
487,0000000243,0000000003,0.010000
488,0000000244,0000000001,0.002000
489,0000000244,0000000003,0.010000
490,0000000245,0000000001,0.002000
491,0000000245,0000000003,0.010000
492,0000000246,0000000001,0.002000
493,0000000246,0000000003,0.010000
494,0000000247,0000000001,0.002000
495,0000000247,0000000003,0.010000
496,0000000248,0000000001,0.002000
497,0000000248,0000000003,0.010000
498,0000000249,0000000001,0.002000
499,0000000249,0000000003,0.010000
500,0000000250,0000000001,0.002000
501,0000000250,0000000003,0.010000
10500,0000000251,0000000002,0.005000
10501,0000000252,0000000002,0.005000
10502,0000000253,0000000004,0.005000
10503,0000000254,0000000004,0.005000
10504,0000000255,0000000002,0.005000
10505,0000000256,0000000001,0.002000
10506,0000000256,0000000003,0.010000
10507,0000000257,0000000001,0.002000
10508,0000000257,0000000003,0.010000
10509,0000000258,0000000001,0.002000
10510,0000000258,0000000003,0.010000
10511,0000000259,0000000001,0.002000
10512,0000000259,0000000003,0.010000
10513,0000000260,0000000001,0.002000
10514,0000000260,0000000003,0.010000
10515,0000000261,0000000001,0.002000
10516,0000000261,0000000003,0.010000
10517,0000000262,0000000001,0.002000
10518,0000000262,0000000003,0.010000
10519,0000000263,0000000001,0.002000
10520,0000000263,0000000003,0.010000
10521,0000000264,0000000001,0.002000
10522,0000000264,0000000003,0.010000
10523,0000000265,0000000001,0.002000
10524,0000000265,0000000003,0.010000
10525,0000000266,0000000001,0.002000
10526,0000000266,0000000003,0.010000
10527,0000000267,0000000004,0.005000
10528,0000000267,0000000007,0.010000
10529,0000000267,0000000006,0.100000
10530,0000000268,0000000001,0.002000
10531,0000000268,0000000003,0.010000
10532,0000000269,0000000001,0.002000
10533,0000000269,0000000003,0.010000
10534,0000000270,0000000001,0.002000
10535,0000000270,0000000003,0.010000
10536,0000000271,0000000004,0.005000
10537,0000000271,0000000007,0.010000
10538,0000000271,0000000006,0.100000
10539,0000000273,0000000004,0.005000
10540,0000000274,0000000004,0.005000
10541,0000000275,0000000004,0.005000
10542,0000000275,0000000007,0.010000
10543,0000000275,0000000006,0.100000
10544,0000000276,0000000004,0.005000
10545,0000000276,0000000007,0.010000
10546,0000000276,0000000006,0.100000
10547,0000000276,0000000009,0.106667
10548,0000000275,0000000009,0.106667
10549,0000000277,0000000004,0.005000
10550,0000000277,0000000007,0.010000
10551,0000000277,0000000006,0.100000
10552,0000000277,0000000009,0.106667
10553,0000000273,0000000007,0.010000
10554,0000000273,0000000006,0.100000
10555,0000000273,0000000009,0.106667
10556,0000000278,0000000001,0.002000
10557,0000000278,0000000003,0.010000
10558,0000000279,0000000001,0.002000
10559,0000000279,0000000003,0.010000
10560,0000000280,0000000001,0.002000
10561,0000000280,0000000003,0.010000
10562,0000000281,0000000001,0.002000
10563,0000000281,0000000003,0.010000
10564,0000000282,0000000001,0.002000
10565,0000000282,0000000003,0.010000
10566,0000000283,0000000001,0.002000
10567,0000000283,0000000003,0.010000
10568,0000000284,0000000001,0.002000
10569,0000000284,0000000003,0.010000
10570,0000000285,0000000001,0.002000
10571,0000000285,0000000003,0.010000
10572,0000000286,0000000001,0.002000
10573,0000000286,0000000003,0.010000
10574,0000000287,0000000001,0.002000
10575,0000000287,0000000003,0.010000
10576,0000000288,0000000001,0.002000
10577,0000000288,0000000003,0.010000
10578,0000000289,0000000001,0.002000
10579,0000000289,0000000003,0.010000
10580,0000000290,0000000001,0.002000
10581,0000000290,0000000003,0.010000
10582,0000000291,0000000002,0.005000
10583,0000000292,0000000001,0.002000
10584,0000000292,0000000003,0.010000
10585,0000000293,0000000004,0.005000
10586,0000000294,0000000004,0.005000
10587,0000000295,0000000004,0.005000
10588,0000000296,0000000004,0.005000
10589,0000000297,0000000001,0.002000
10590,0000000297,0000000003,0.010000
10591,0000000298,0000000004,0.005000
10592,0000000299,0000000004,0.005000
10593,0000000300,0000000001,0.002000
10594,0000000300,0000000003,0.010000
10595,0000000301,0000000001,0.002000
10596,0000000301,0000000003,0.010000
10601,0000000304,0000000002,0.005000
10602,0000000305,0000000002,0.005000
10603,0000000306,0000000002,0.005000
10604,0000000307,0000000002,0.005000
10605,0000000308,0000000001,0.002000
10606,0000000308,0000000003,0.010000
10607,0000000309,0000000001,0.002000
10608,0000000309,0000000003,0.010000
10609,0000000310,0000000001,0.002000
10610,0000000310,0000000003,0.010000
10611,0000000311,0000000001,0.002000
10612,0000000311,0000000003,0.010000
10613,0000000312,0000000001,0.002000
10614,0000000312,0000000003,0.010000
10615,0000000313,0000000001,0.002000
10616,0000000313,0000000003,0.010000
10617,0000000314,0000000001,0.002000
10618,0000000314,0000000003,0.010000
10619,0000000315,0000000001,0.002000
10620,0000000315,0000000003,0.010000
10621,0000000316,0000000001,0.002000
10622,0000000316,0000000003,0.010000
10623,0000000317,0000000001,0.002000
10624,0000000317,0000000003,0.010000
10625,0000000318,0000000001,0.002000
10626,0000000318,0000000003,0.010000
10627,0000000319,0000000001,0.002000
10628,0000000319,0000000003,0.010000
10629,0000000320,0000000001,0.002000
10630,0000000320,0000000003,0.010000
10631,0000000321,0000000001,0.002000
10632,0000000321,0000000003,0.010000
10633,0000000322,0000000001,0.002000
10634,0000000322,0000000003,0.010000
10635,0000000323,0000000001,0.002000
10636,0000000323,0000000003,0.010000
10637,0000000324,0000000001,0.002000
10638,0000000324,0000000003,0.010000
10639,0000000325,0000000001,0.002000
10640,0000000325,0000000003,0.010000
10641,0000000326,0000000001,0.002000
10642,0000000326,0000000003,0.010000
10643,0000000327,0000000001,0.002000
10644,0000000327,0000000003,0.010000
10645,0000000328,0000000001,0.002000
10646,0000000328,0000000003,0.010000
10647,0000000329,0000000004,0.005000
10648,0000000330,0000000004,0.005000
10649,0000000330,0000000006,0.100000
10650,0000000330,0000000007,0.010000
10651,0000000331,0000000004,0.005000
10652,0000000332,0000000004,0.005000
10653,0000000333,0000000001,0.002000
10654,0000000333,0000000003,0.010000
10655,0000000334,0000000001,0.002000
10656,0000000334,0000000003,0.010000
10657,0000000335,0000000001,0.002000
10658,0000000335,0000000003,0.010000
10659,0000000336,0000000001,0.002000
10660,0000000336,0000000003,0.010000
10661,0000000337,0000000001,0.002000
10662,0000000337,0000000003,0.010000
10663,0000000338,0000000001,0.002000
10664,0000000338,0000000003,0.010000
10665,0000000339,0000000001,0.002000
10666,0000000339,0000000003,0.010000
10667,0000000340,0000000001,0.002000
10668,0000000340,0000000003,0.010000
10669,0000000341,0000000001,0.002000
10670,0000000341,0000000003,0.010000
10671,0000000342,0000000001,0.002000
10672,0000000342,0000000003,0.010000
10673,0000000343,0000000001,0.002000
10674,0000000343,0000000003,0.010000
10675,0000000344,0000000001,0.002000
10676,0000000344,0000000003,0.010000
10677,0000000345,0000000001,0.002000
10678,0000000345,0000000003,0.010000
10679,0000000346,0000000001,0.002000
10680,0000000346,0000000003,0.010000
10681,0000000347,0000000001,0.002000
10682,0000000347,0000000003,0.010000
10685,0000000349,0000000001,0.002000
10686,0000000349,0000000003,0.010000
10687,0000000350,0000000001,0.002000
10688,0000000350,0000000003,0.010000
10689,0000000351,0000000001,0.002000
10690,0000000351,0000000003,0.010000
10691,0000000352,0000000004,0.005000
10692,0000000353,0000000004,0.005000
10693,0000000354,0000000001,0.002000
10694,0000000354,0000000003,0.010000
10695,0000000355,0000000001,0.002000
10696,0000000355,0000000003,0.010000
10697,0000000356,0000000004,0.005000
10698,0000000357,0000000001,0.002000
10699,0000000357,0000000003,0.010000
10700,0000000358,0000000004,0.005000
10701,0000000359,0000000004,0.005000
10702,0000000360,0000000004,0.005000
10703,0000000360,0000000007,0.010000
10704,0000000360,0000000006,0.100000
10705,0000000361,0000000001,0.002000
10706,0000000361,0000000003,0.010000
10707,0000000362,0000000001,0.002000
10708,0000000362,0000000003,0.010000
10711,0000000365,0000000001,0.002000
10712,0000000365,0000000003,0.010000
10713,0000000366,0000000001,0.002000
10714,0000000366,0000000003,0.010000
10715,0000000367,0000000001,0.002000
10716,0000000367,0000000003,0.010000
10717,0000000368,0000000004,0.005000
10718,0000000369,0000000001,0.002000
10719,0000000369,0000000003,0.010000
10720,0000000370,0000000001,0.002000
10721,0000000370,0000000003,0.010000
10722,0000000371,0000000001,0.002000
10723,0000000371,0000000003,0.010000
10724,0000000372,0000000001,0.002000
10725,0000000372,0000000003,0.010000
10726,0000000373,0000000001,0.002000
10727,0000000373,0000000003,0.010000
10728,0000000374,0000000004,0.005000
10729,0000000375,0000000001,0.002000
10730,0000000375,0000000003,0.010000
10731,0000000376,0000000001,0.002000
10732,0000000376,0000000003,0.010000
10733,0000000377,0000000001,0.002000
10734,0000000377,0000000003,0.010000
10735,0000000378,0000000001,0.002000
10736,0000000378,0000000003,0.010000
10737,0000000379,0000000001,0.002000
10738,0000000379,0000000003,0.010000
10739,0000000380,0000000001,0.002000
10740,0000000380,0000000003,0.010000
10741,0000000381,0000000001,0.002000
10742,0000000381,0000000003,0.010000
10743,0000000382,0000000001,0.002000
10744,0000000382,0000000003,0.010000
10745,0000000383,0000000001,0.002000
10746,0000000383,0000000003,0.010000
10747,0000000384,0000000001,0.002000
10748,0000000384,0000000003,0.010000
10749,0000000385,0000000001,0.002000
10750,0000000385,0000000003,0.010000
10751,0000000386,0000000001,0.002000
10752,0000000386,0000000003,0.010000
10753,0000000387,0000000001,0.002000
10754,0000000387,0000000003,0.010000
10755,0000000388,0000000001,0.002000
10756,0000000388,0000000003,0.010000
10757,0000000389,0000000001,0.002000
10758,0000000389,0000000003,0.010000
10759,0000000390,0000000002,0.005000
10760,0000000391,0000000002,0.005000
10761,0000000392,0000000002,0.005000
10762,0000000393,0000000002,0.005000
10763,0000000394,0000000004,0.005000
10764,0000000394,0000000007,0.010000
10765,0000000394,0000000006,0.100000
10766,0000000395,0000000004,0.005000
10767,0000000396,0000000001,0.002000
10768,0000000396,0000000003,0.010000
10769,0000000397,0000000001,0.002000
10770,0000000397,0000000003,0.010000
10771,0000000398,0000000004,0.005000
10772,0000000398,0000000007,0.010000
10773,0000000398,0000000006,0.100000
10774,0000000399,0000000001,0.002000
10775,0000000399,0000000003,0.010000
10776,0000000400,0000000004,0.005000
10777,0000000400,0000000007,0.010000
10778,0000000400,0000000006,0.100000
10779,0000000401,0000000001,0.002000
10780,0000000401,0000000003,0.010000
10781,0000000402,0000000001,0.002000
10782,0000000402,0000000003,0.010000
10783,0000000403,0000000001,0.002000
10784,0000000403,0000000003,0.010000
10785,0000000404,0000000001,0.002000
10786,0000000404,0000000003,0.010000
10787,0000000405,0000000001,0.002000
10788,0000000405,0000000003,0.010000
10789,0000000406,0000000001,0.002000
10790,0000000406,0000000003,0.010000
10791,0000000407,0000000001,0.002000
10792,0000000407,0000000003,0.010000
10793,0000000408,0000000001,0.002000
10794,0000000408,0000000003,0.010000
10795,0000000409,0000000001,0.002000
10796,0000000409,0000000003,0.010000
10797,0000000410,0000000001,0.002000
10798,0000000410,0000000003,0.010000
10799,0000000411,0000000001,0.002000
10800,0000000411,0000000003,0.010000
10801,0000000412,0000000001,0.002000
10802,0000000412,0000000003,0.010000
10803,0000000413,0000000002,0.005000
10804,0000000414,0000000002,0.005000
10805,0000000415,0000000001,0.002000
10806,0000000415,0000000003,0.010000
10807,0000000416,0000000001,0.002000
10808,0000000416,0000000003,0.010000
10809,0000000417,0000000001,0.002000
10810,0000000417,0000000003,0.010000
10811,0000000418,0000000001,0.002000
10812,0000000418,0000000003,0.010000
10813,0000000419,0000000001,0.002000
10814,0000000419,0000000003,0.010000
10815,0000000420,0000000002,0.005000
10816,0000000421,0000000001,0.002000
10817,0000000421,0000000003,0.010000
10818,0000000422,0000000001,0.002000
10819,0000000422,0000000003,0.010000
10820,0000000423,0000000004,0.005000
10821,0000000424,0000000001,0.002000
10822,0000000424,0000000003,0.010000
10823,0000000425,0000000001,0.002000
10824,0000000425,0000000003,0.010000
10825,0000000426,0000000001,0.002000
10826,0000000426,0000000003,0.010000
10827,0000000427,0000000004,0.005000
10828,0000000428,0000000004,0.005000
10829,0000000429,0000000004,0.005000
10830,0000000230,0000000006,0.100000
10831,0000000230,0000000007,0.010000
10832,0000000430,0000000002,0.005000
10833,0000000431,0000000002,0.005000
