Id_Obra_Recurso,Id_Obra,Id_Recurso_Partida,Porcentaje_Aportacion,Importe_Autorizado,Observaciones,Movimiento,Numero_Oficio,Fecha_Oficio
10512,0000000128,0000000028,100.00,5311912.61,,AMPLIACION,S/N AMPLICION,2018-11-05 00:00:00
10513,0000000170,0000000036,100.00,93735.81,,AMPLIACION,S/N AMPLIACION,2018-11-09 00:00:00
10514,0000000418,0000000036,100.00,47005.17,,INICIAL,S/N,2018-11-09 00:00:00
10515,0000000419,0000000036,100.00,47005.17,,INICIAL,S/N,2018-11-09 00:00:00
10516,0000000420,0000000036,100.00,47005.17,,INICIAL,S/N,2018-11-09 00:00:00
10517,0000000421,0000000036,100.00,47005.17,,INICIAL,S/N,2018-11-09 00:00:00
10518,0000000422,0000000036,100.00,47005.17,,INICIAL,S/N,2018-11-09 00:00:00
10519,0000000423,0000000036,100.00,47005.17,,INICIAL,S/N,2018-11-09 00:00:00
10520,0000000424,0000000036,100.00,47005.17,,INICIAL,S/N,2018-11-09 00:00:00
10521,0000000425,0000000015,100.00,652978.98,,INICIAL,s/n,2018-11-12 00:00:00
10522,0000000426,0000000015,100.00,798126.76,,INICIAL,s/n,2018-11-12 00:00:00
10523,0000000427,0000000055,100.00,1166137.33,,INICIAL,S/N,2018-11-13 00:00:00
10524,0000000428,0000000056,100.00,7944138.57,,INICIAL,S/N,2018-11-13 00:00:00
10525,0000000429,0000000031,100.00,233284.50,,INICIAL,S/N,2018-11-13 00:00:00
10526,0000000430,0000000001,100.00,1247893.10,,INICIAL,S/N,2018-11-13 00:00:00
10527,0000000431,0000000057,100.00,612141.21,,INICIAL,S/N,2018-11-13 00:00:00
10528,0000000432,0000000057,100.00,1630300.98,,INICIAL,S/N,2018-11-13 00:00:00
10529,0000000433,0000000057,100.00,1630300.98,,INICIAL,S/N,2018-11-13 00:00:00
10530,0000000434,0000000057,100.00,1630300.98,,INICIAL,S/N,2018-11-13 00:00:00
10531,0000000435,0000000029,100.00,2456455.37,,INICIAL,S/N,2018-11-13 00:00:00
10532,0000000436,0000000052,100.00,203829.05,,INICIAL,S/N,2018-11-13 00:00:00
10533,0000000437,0000000039,93.00,1134868.60,,INICIAL,S/N,2018-11-13 00:00:00
10534,0000000437,0000000005,7.00,85757.64,,INICIAL,S/N,2018-11-13 00:00:00
10535,0000000438,0000000036,100.00,10583884.76,,INICIAL,S/N,2018-11-13 00:00:00
10536,0000000439,0000000005,100.00,156828.50,,INICIAL,S/N,2018-11-13 00:00:00
10538,0000000441,0000000052,100.00,439077.61,,INICIAL,S/N,2018-11-13 00:00:00
10539,0000000442,0000000057,100.00,1495205.10,,INICIAL,S/N,2018-11-13 00:00:00
10540,0000000440,0000000039,100.00,4859322.51,,INICIAL,S/N,2018-11-15 00:00:00
10541,0000000443,0000000005,100.00,172576.49,,INICIAL,s/n,2018-11-15 00:00:00
10542,0000000218,0000000010,100.00,93735.81,,AMPLIACION,S/N AMPLIACION,2018-11-16 00:00:00
10543,0000000224,0000000035,100.00,830681.23,,AMPLIACION,S/N AMPLIACION,2018-11-16 00:00:00
10544,0000000149,0000000035,100.00,81562.72,,AMPLIACION,S/N AMPLIACION,2018-11-16 00:00:00
10545,0000000444,0000000036,100.00,935710.44,,INICIAL,s/n,2018-11-16 00:00:00
10546,0000000445,0000000036,100.00,977077.35,,INICIAL,s/n,2018-11-20 00:00:00
10547,0000000011,0000000009,100.00,98626.48,,INICIAL,,2018-11-21 00:00:00
10548,0000000019,0000000009,100.00,153459.87,,INICIAL,,2018-11-21 00:00:00
10549,0000000020,0000000009,100.00,83224.64,,INICIAL,s/n,2018-11-21 00:00:00
10550,0000000132,0000000033,100.00,1030657.71,,AMPLIACION,S/N AMPLIACION,2018-11-21 00:00:00
10551,0000000446,0000000043,100.00,245396.38,,INICIAL,s/n,2018-11-21 00:00:00
10552,0000000447,0000000048,50.00,323651.89,,INICIAL,s/n,2018-11-21 00:00:00
10553,0000000447,0000000029,50.00,323651.89,,INICIAL,s/n,2018-11-21 00:00:00
10554,0000000448,0000000048,50.00,397003.65,,INICIAL,s/n,2018-11-21 00:00:00
10555,0000000448,0000000029,50.00,397003.65,,INICIAL,s/n,2018-11-21 00:00:00
10556,0000000449,0000000048,50.00,527552.58,,INICIAL,s/n,2018-11-21 00:00:00
10557,0000000449,0000000029,50.00,527552.58,,INICIAL,s/n,2018-11-21 00:00:00
10558,0000000450,0000000048,50.00,390391.28,,INICIAL,s/n,2018-11-21 00:00:00
10559,0000000450,0000000029,50.00,390391.29,,INICIAL,s/n,2018-11-21 00:00:00
10560,0000000451,0000000048,50.00,582365.65,,INICIAL,s/n,2018-11-21 00:00:00
10561,0000000451,0000000029,50.00,582365.64,,INICIAL,s/n,2018-11-21 00:00:00
10562,0000000452,0000000048,50.00,97060.94,,INICIAL,s/n,2018-11-21 00:00:00
10563,0000000452,0000000029,50.00,97060.94,,INICIAL,s/n,2018-11-21 00:00:00
10564,0000000453,0000000048,50.00,97060.94,,INICIAL,s/n,2018-11-21 00:00:00
10565,0000000453,0000000029,50.00,97060.94,,INICIAL,s/n,2018-11-21 00:00:00
10566,0000000454,0000000048,50.00,113237.76,,INICIAL,s/n,2018-11-21 00:00:00
10567,0000000454,0000000029,50.00,113237.77,,INICIAL,s/n,2018-11-21 00:00:00
10568,0000000455,0000000048,50.00,531554.62,,INICIAL,s/n,2018-11-21 00:00:00
10569,0000000455,0000000029,50.00,531554.62,,INICIAL,s/n,2018-11-21 00:00:00
10570,0000000456,0000000048,50.00,230084.19,,INICIAL,s/n,2018-11-21 00:00:00
10571,0000000456,0000000029,50.00,230084.19,,INICIAL,s/n,2018-11-21 00:00:00
10572,0000000457,0000000048,50.00,162031.12,,INICIAL,s/n,2018-11-21 00:00:00
10573,0000000457,0000000029,50.00,162031.12,,INICIAL,s/n,2018-11-21 00:00:00
10574,0000000458,0000000048,50.00,113421.78,,INICIAL,s/n,2018-11-21 00:00:00
10575,0000000458,0000000029,50.00,113421.79,,INICIAL,s/n,2018-11-21 00:00:00
10576,0000000459,0000000048,50.00,113421.78,,INICIAL,s/n,2018-11-21 00:00:00
10577,0000000459,0000000029,50.00,113421.79,,INICIAL,s/n,2018-11-21 00:00:00
10578,0000000460,0000000048,50.00,95718.67,,INICIAL,s/n,2018-11-21 00:00:00
10579,0000000460,0000000029,50.00,95718.67,,INICIAL,s/n,2018-11-21 00:00:00
10580,0000000461,0000000048,50.00,45368.72,,INICIAL,s/n,2018-11-21 00:00:00
10581,0000000461,0000000029,50.00,45368.71,,INICIAL,s/n,2018-11-21 00:00:00
10582,0000000462,0000000048,50.00,32406.22,,INICIAL,s/n,2018-11-21 00:00:00
10583,0000000462,0000000029,50.00,32406.23,,INICIAL,s/n,2018-11-21 00:00:00
10584,0000000463,0000000048,50.00,6481.24,,INICIAL,s/n,2018-11-21 00:00:00
10585,0000000463,0000000029,50.00,6481.25,,INICIAL,s/n,2018-11-21 00:00:00
10586,0000000464,0000000005,100.00,1446676.02,,INICIAL,s/n,2018-11-22 00:00:00
10587,0000000465,0000000001,100.00,1049493.88,,INICIAL,s/n,2018-11-22 00:00:00
10588,0000000466,0000000036,100.00,1389096.29,,INICIAL,s/n,2018-11-22 00:00:00
10592,0000000213,0000000030,100.00,556523.42,ANA LAURA 23/11/2018,AMPLIACION,S/N,2018-11-23 00:00:00
10593,0000000327,0000000029,100.00,348833.46,ANA LAURA 23/11/2018,AMPLIACION,S/N,2018-11-23 00:00:00
10594,0000000337,0000000030,100.00,47991.70,23/11/2018 ANA LAURA,AMPLIACION,S/N,2018-11-23 00:00:00
10595,0000000325,0000000029,100.00,186184.02,ANA LAURA 23/11/2018,AMPLIACION,S/N,2018-11-23 00:00:00
10596,0000000331,0000000021,100.00,455932.58,ANA LAURA 23/11/2018,AMPLIACION,S/N,2018-11-23 00:00:00
10597,0000000215,0000000004,100.00,18070.12,ANA LAURA 23/11/2018,AMPLIACION,DGOP/0153/CONT/2018,2018-11-23 00:00:00
10598,0000000467,0000000058,100.00,4882550.87,,INICIAL,S/N,2018-11-23 00:00:00
10601,0000000448,0000000048,50.00,74844.95,,AMPLIACION,S/N AMPLIACION,2018-11-23 00:00:00
10602,0000000448,0000000029,50.00,74844.95,,AMPLIACION,S/N AMPLIACION,2018-11-23 00:00:00
10603,0000000449,0000000048,50.00,25892.15,,AMPLIACION,S/N AMPLIACION,2018-11-23 00:00:00
10604,0000000449,0000000029,50.00,25892.15,,AMPLIACION,S/N AMPLIACION,2018-11-23 00:00:00
10609,0000000459,0000000048,50.00,35646.84,,AMPLIACION,S/N AMPLIACION,2018-11-23 00:00:00
10610,0000000459,0000000029,50.00,35646.85,,AMPLIACION,S/N AMPLIACION,2018-11-23 00:00:00
10615,0000000451,0000000048,50.00,35589.01,,AMPLIACION,S/N AMPLIACION,2018-11-23 00:00:00
10616,0000000451,0000000029,50.00,35589.01,,AMPLIACION,S/N AMPLIACION,2018-11-23 00:00:00
10617,0000000452,0000000048,50.00,32353.64,,AMPLIACION,S/N AMPLIACION,2018-11-23 00:00:00
10618,0000000452,0000000029,50.00,32353.65,,AMPLIACION,S/N AMPLIACION,2018-11-23 00:00:00
10619,0000000468,0000000036,97.05,989000.00,,INICIAL,s/n,2018-11-23 00:00:00
10620,0000000468,0000000033,2.95,29989.32,,INICIAL,s/n,2018-11-23 00:00:00
10621,0000000453,0000000048,50.00,3235.36,,AMPLIACION,S/N AMPLIACION,2018-11-23 00:00:00
10622,0000000453,0000000029,50.00,3235.37,,AMPLIACION,S/N AMPLIACION,2018-11-23 00:00:00
10623,0000000469,0000000036,96.76,989000.00,,INICIAL,s/n,2018-11-23 00:00:00
10624,0000000469,0000000033,3.24,33078.00,,INICIAL,s/n,2018-11-23 00:00:00
10625,0000000454,0000000048,50.00,12941.46,,AMPLIACION,S/N AMPLIACION,2018-11-23 00:00:00
10626,0000000454,0000000029,50.00,12941.46,,AMPLIACION,S/N AMPLIACION,2018-11-23 00:00:00
10627,0000000470,0000000036,100.00,925876.79,,INICIAL,s/n,2018-11-23 00:00:00
10628,0000000471,0000000052,100.00,1612850.18,,INICIAL,S/N,2018-11-23 00:00:00
10629,0000000472,0000000031,100.00,1009259.16,,INICIAL,S/N,2018-11-23 00:00:00
10630,0000000473,0000000048,100.00,1583390.80,,INICIAL,S/N,2018-11-23 00:00:00
10631,0000000474,0000000004,100.00,398486.10,,INICIAL,S/N,2018-11-23 00:00:00
10632,0000000475,0000000043,100.00,72478.00,,INICIAL,S/N,2018-11-23 00:00:00
10633,0000000476,0000000043,100.00,37527.28,,INICIAL,S/N,2018-11-23 00:00:00
10634,0000000477,0000000043,100.00,9478.88,,INICIAL,S/N,2018-11-23 00:00:00
10635,0000000478,0000000043,100.00,367702.98,,INICIAL,S/N,2018-11-23 00:00:00
10636,0000000479,0000000043,100.00,119292.87,,INICIAL,S/N,2018-11-23 00:00:00
10637,0000000480,0000000021,100.00,1623730.85,,INICIAL,S/N,2018-11-23 00:00:00
10642,0000000483,0000000029,100.00,1699363.62,,INICIAL,S/N,2018-11-23 00:00:00
10643,0000000484,0000000029,100.00,1430356.08,,INICIAL,S/N,2018-11-23 00:00:00
10644,0000000485,0000000029,100.00,1655740.78,,INICIAL,S/N,2018-11-23 00:00:00
10645,0000000486,0000000028,100.00,500030.24,,INICIAL,S/N,2018-11-23 00:00:00
10651,0000000492,0000000060,100.00,791092.84,,INICIAL,S/N,2018-11-23 00:00:00
10652,0000000493,0000000004,100.00,717473.90,,INICIAL,S/N,2018-11-23 00:00:00
10653,0000000494,0000000061,100.00,95297.98,,INICIAL,S/N,2018-11-23 00:00:00
10654,0000000455,0000000048,50.00,9783.21,,AMPLIACION,S/N AMPLIACION,2018-11-23 00:00:00
10655,0000000455,0000000029,50.00,9783.22,,AMPLIACION,S/N AMPLIACION,2018-11-23 00:00:00
10656,0000000447,0000000048,50.00,53292.55,,AMPLIACION,S/N AMPLIACION,2018-11-23 00:00:00
10657,0000000447,0000000029,50.00,53292.56,,AMPLIACION,S/N AMPLIACION,2018-11-23 00:00:00
10658,0000000450,0000000048,50.00,74354.00,,AMPLIACION,S/N AMPLIACION,2018-11-23 00:00:00
10659,0000000450,0000000029,50.00,74354.00,,AMPLIACION,S/N AMPLIACION,2018-11-23 00:00:00
10660,0000000460,0000000048,50.00,87496.80,,AMPLIACION,S/N AMPLIACION,2018-11-23 00:00:00
10661,0000000460,0000000029,50.00,87496.81,,AMPLIACION,S/N AMPLIACION,2018-11-23 00:00:00
10662,0000000101,0000000002,100.00,3260976.08,,AMPLIACION,S/N AMPLIACION 1RA,2018-11-23 00:00:00
10663,0000000101,0000000002,100.00,43939.48,,AMPLIACION,S/N AMPLIACION 2DA,2018-11-23 00:00:00
10665,0000000338,0000000030,100.00,1152818.70,CORRECCION ANA LAURA 24/11/2018,INICIAL,S/N,2018-11-24 00:00:00
10666,0000000338,0000000030,100.00,70500.27,ANA LAURA 24/11/2018,AMPLIACION,S/N,2018-11-24 00:00:00
10667,0000000183,0000000030,100.00,95843.53,ANA LAURA 24/11/2018,AMPLIACION,S/N,2018-11-24 00:00:00
10668,0000000335,0000000029,100.00,624047.80,24/11/2018 ANA LAURA,AMPLIACION,S/N,2018-11-24 00:00:00
10669,0000000409,0000000053,100.00,504548.70,GRISELDA 24/11/2018,AMPLIACION,S/N,2018-11-24 00:00:00
10670,0000000334,0000000029,100.00,571613.75,24/11/2018 CLAU,AMPLIACION,S/N,2018-11-24 00:00:00
10671,0000000233,0000000030,100.00,319050.64,GRISELDA 24/11/2018,AMPLIACION,S/N,2018-11-24 00:00:00
10672,0000000329,0000000029,100.00,523753.73,GRISELDA 24/11/2018,AMPLIACION,S/N,2018-11-24 00:00:00
10673,0000000332,0000000029,100.00,360073.54,GRISELDA 24/11/2018,AMPLIACION,S/N,2018-11-24 00:00:00
10675,0000000219,0000000036,100.00,93735.81,21/11/2018 CLAU,AMPLIACION,S/N,2018-11-24 00:00:00
10676,0000000481,0000000005,100.00,138999.12,,INICIAL,S/N,2018-11-25 00:00:00
10677,0000000482,0000000005,100.00,140717.67,,INICIAL,S/N,2018-11-25 00:00:00
10678,0000000192,0000000004,100.00,15413.13,,AMPLIACION,S/N AMPLIACION,2018-11-25 00:00:00
10679,0000000193,0000000004,100.00,11956.83,,AMPLIACION,S/N AMPLIACION,2018-11-25 00:00:00
10680,0000000059,0000000004,100.00,27214.09,,AMPLIACION,S/N AMPLIACION,2018-11-25 00:00:00
10682,0000000495,0000000056,100.00,10005452.45,,INICIAL,S/N,2018-11-26 00:00:00
10683,0000000496,0000000062,100.00,211248.06,,INICIAL,S/N,2018-11-26 00:00:00
10684,0000000497,0000000063,100.00,29826.86,,INICIAL,S/N,2018-11-26 00:00:00
10686,0000000498,0000000019,57.67,3885943.99,,INICIAL,,2018-11-26 00:00:00
10687,0000000498,0000000022,30.98,2087513.40,,INICIAL,,2018-11-26 00:00:00
10689,0000000498,0000000042,11.35,764381.81,,INICIAL,,2018-11-26 00:00:00
10690,0000000462,0000000048,50.00,29165.60,,AMPLIACION,S/N AMPLIACION,2018-11-26 00:00:00
10691,0000000462,0000000029,50.00,29165.61,,AMPLIACION,S/N AMPLIACION,2018-11-26 00:00:00
10692,0000000280,0000000021,100.00,299825.78,,AMPLIACION,S/N AMPLIACION,2018-11-26 00:00:00
10693,0000000417,0000000050,100.00,280000.52,,AMPLIACION,S/N AMPLIACION,2018-11-26 00:00:00
10694,0000000288,0000000017,100.00,292139.57,,AMPLIACION,S/N AMPLIACION,2018-11-26 00:00:00
10695,0000000440,0000000039,100.00,549998.24,,AMPLIACION,S/N AMPLIACION,2018-11-26 00:00:00
10696,0000000271,0000000039,100.00,133189.10,,AMPLIACION,S/N AMPLIACION,2018-11-26 00:00:00
10697,0000000272,0000000046,100.00,258457.02,,AMPLIACION,S/N AMPLIACION,2018-11-26 00:00:00
10698,0000000244,0000000036,100.00,93735.81,,AMPLIACION,S/N AMPLIACION,2018-11-26 00:00:00
10699,0000000330,0000000048,100.00,501228.68,,AMPLIACION,S/N AMPLIACION,2018-11-26 00:00:00
10700,0000000180,0000000036,100.00,93735.81,,AMPLIACION,S/N AMPLIACION,2018-11-28 00:00:00
10701,0000000499,0000000051,100.00,8350416.57,,INICIAL,s/n,2018-11-28 00:00:00
10702,0000000500,0000000040,100.00,98781.19,,INICIAL,s/n,2018-11-28 00:00:00
10703,0000000299,0000000036,100.00,97155.48,,AMPLIACION,S/N AMPLIACION,2018-11-29 00:00:00
10704,0000000300,0000000036,100.00,60831.21,,AMPLIACION,S/N AMPLIACION,2018-11-29 00:00:00
10705,0000000391,0000000021,100.00,285609.37,,AMPLIACION,S/N AMPLIACIÓN,2018-11-29 00:00:00
10706,0000000344,0000000036,100.00,1701445.31,,AMPLIACION,S/N AMPLIACION,2018-11-29 00:00:00
10707,0000000501,0000000064,100.00,1355773.28,,INICIAL,s/n,2018-11-30 00:00:00
10708,0000000502,0000000043,100.00,97305.10,,INICIAL,S/N,2018-11-30 00:00:00
10709,0000000503,0000000033,100.00,55643.29,,INICIAL,S/N,2018-11-30 00:00:00
10710,0000000504,0000000005,100.00,1736425.32,,INICIAL,S/N,2018-11-30 00:00:00
10711,0000000505,0000000009,100.00,1740000.00,,INICIAL,S/N,2018-11-30 00:00:00
10712,0000000506,0000000029,100.00,1536142.72,,INICIAL,S/N,2018-11-30 00:00:00
10713,0000000191,0000000025,100.00,33377.90,,AMPLIACION,S/N AMPLIACION 1,2018-11-30 00:00:00
10714,0000000191,0000000063,100.00,25938.08,,AMPLIACION,S/N AMPLIACION 2,2018-11-30 00:00:00
10715,0000000224,0000000035,100.00,599999.98,,AMPLIACION,S/N AMPLIACION 2DA,2018-11-30 00:00:00
10716,0000000186,0000000036,100.00,92678.07,,AMPLIACION,S/N AMPLIACION,2018-11-30 00:00:00
10717,0000000411,0000000039,100.00,314151.50,,AMPLIACION,S/N AMPLIACION,2018-11-30 00:00:00
10719,0000000438,0000000036,100.00,2470915.24,,AMPLIACION,S/N AMPLIACION,2018-11-30 00:00:00
10720,0000000437,0000000039,100.00,161399.14,,AMPLIACION,S/N AMPLIACION,2018-11-30 00:00:00
10721,0000000466,0000000036,100.00,250308.63,,AMPLIACION,S/N AMPLIACION,2018-11-30 00:00:00
10722,0000000321,0000000015,100.00,337015.79,,AMPLIACION,S/N AMPLIACION,2018-11-30 00:00:00
10723,0000000507,0000000065,63.79,2548940.20,,INICIAL,s/n,2018-12-01 00:00:00
10724,0000000507,0000000066,36.21,1446897.88,,INICIAL,s/n,2018-12-01 00:00:00
10725,0000000507,0000000066,100.00,769267.47,,AMPLIACION,S/N AMPLIACION,2018-12-01 00:00:00
10726,0000000508,0000000043,100.00,29370.23,,INICIAL,s/n,2018-12-03 00:00:00
10727,0000000470,0000000036,100.00,63123.21,,AMPLIACION,S/N AMPLIACION,2018-12-03 00:00:00
10731,0000000410,0000000005,100.00,398818.71,,AMPLIACION,S/N AMPLIACION,2018-12-06 00:00:00
10732,0000000162,0000000036,100.00,1218365.17,,AMPLIACION,S/N AMPLIACION,2018-12-09 00:00:00
10734,0000000360,0000000015,88.24,267524.51,,AMPLIACION,S/N AMPLIACION,2018-12-09 00:00:00
10735,0000000360,0000000067,11.76,35653.77,,AMPLIACION,S/N AMPLIACION,2018-12-09 00:00:00
10736,0000000361,0000000015,88.24,417781.80,,AMPLIACION,S/N AMPLIACION,2018-12-09 00:00:00
10737,0000000361,0000000067,11.76,55678.99,,AMPLIACION,S/N AMPLIACION,2018-12-09 00:00:00
10738,0000000359,0000000015,88.24,359667.10,,AMPLIACION,S/N AMPLIACION,2018-12-09 00:00:00
10739,0000000359,0000000067,11.76,47933.87,,AMPLIACION,S/N AMPLIACION,2018-12-09 00:00:00
10740,0000000509,0000000061,100.00,26728.70,,INICIAL,s/n,2018-12-11 00:00:00
10741,0000000510,0000000061,100.00,212438.11,,INICIAL,s/n,2018-12-11 00:00:00
10742,0000000511,0000000061,100.00,66512.24,,INICIAL,s/n,2018-12-11 00:00:00
10743,0000000512,0000000061,100.00,233286.02,,INICIAL,,2018-12-11 00:00:00
10744,0000000513,0000000061,100.00,47449.82,,INICIAL,s/n,2018-12-11 00:00:00
10746,0000000268,0000000002,100.00,60033.80,,AMPLIACION,S/N AMPLIACION,2018-12-13 00:00:00
10747,0000000237,0000000045,100.00,104260.80,ANA LAURA 13/12/2018,AMPLIACION,S/N,2018-12-13 00:00:00
10748,0000000514,0000000031,100.00,657002.98,,INICIAL,,2018-12-13 00:00:00
10749,0000000515,0000000031,100.00,177183.13,,INICIAL,S/N,2018-12-13 00:00:00
10750,0000000516,0000000052,100.00,1528437.10,,INICIAL,S/N,2018-12-13 00:00:00
10751,0000000517,0000000052,100.00,1084552.37,,INICIAL,S/N,2018-12-13 00:00:00
10752,0000000518,0000000058,100.00,1712129.45,,INICIAL,S/N,2018-12-13 00:00:00
10753,0000000519,0000000052,100.00,831034.81,,INICIAL,S/N,2018-12-13 00:00:00
10754,0000000520,0000000052,100.00,1739997.23,,INICIAL,S/N,2018-12-13 00:00:00
10755,0000000521,0000000022,100.00,88553.56,,INICIAL,S/N,2018-12-13 00:00:00
10756,0000000522,0000000031,100.00,398456.69,,INICIAL,S/N,2018-12-13 00:00:00
10757,0000000523,0000000061,100.00,28487.34,,INICIAL,S/N,2018-12-13 00:00:00
10758,0000000524,0000000061,100.00,164962.44,,INICIAL,S/N,2018-12-13 00:00:00
10759,0000000525,0000000061,100.00,97973.34,,INICIAL,S/N,2018-12-13 00:00:00
10760,0000000526,0000000061,100.00,29232.09,,INICIAL,S/N,2018-12-13 00:00:00
10761,0000000527,0000000061,100.00,61704.88,,INICIAL,S/N,2018-12-13 00:00:00
10762,0000000528,0000000061,100.00,8270.59,,INICIAL,S/N,2018-12-13 00:00:00
10763,0000000529,0000000061,100.00,56285.68,,INICIAL,S/N,2018-12-13 00:00:00
10764,0000000530,0000000061,100.00,32552.86,,INICIAL,S/N,2018-12-13 00:00:00
10765,0000000531,0000000043,100.00,35736.03,,INICIAL,s/n,2018-12-14 00:00:00
10766,0000000532,0000000043,100.00,64865.95,,INICIAL,s/n,2018-12-14 00:00:00
10767,0000000533,0000000043,100.00,17713.83,,INICIAL,s/n,2018-12-14 00:00:00
10768,0000000534,0000000043,100.00,61362.11,,INICIAL,s/n,2018-12-14 00:00:00
10769,0000000535,0000000043,100.00,60617.97,,INICIAL,s/n,2018-12-14 00:00:00
10770,0000000536,0000000043,100.00,9674.40,,INICIAL,s/n,2018-12-14 00:00:00
10771,0000000537,0000000061,100.00,40765.32,,INICIAL,s/n,2018-12-14 00:00:00
10772,0000000538,0000000061,100.00,17289.60,,INICIAL,s/n,2018-12-14 00:00:00
10773,0000000539,0000000061,100.00,9483.19,,INICIAL,s/n,2018-12-14 00:00:00
10774,0000000540,0000000061,100.00,2348.69,,INICIAL,s/n,2018-12-14 00:00:00
10775,0000000541,0000000061,100.00,3306.42,,INICIAL,s/n,2018-12-14 00:00:00
10776,0000000542,0000000061,100.00,22095.59,,INICIAL,s/n,2018-12-14 00:00:00
10777,0000000543,0000000061,100.00,55345.98,,INICIAL,s/n,2018-12-14 00:00:00
10778,0000000544,0000000061,100.00,19083.04,,INICIAL,s/n,2018-12-14 00:00:00
10779,0000000545,0000000005,100.00,119794.70,,INICIAL,s/n,2018-12-14 00:00:00
10780,0000000546,0000000031,100.00,359353.85,,INICIAL,s/n,2018-12-14 00:00:00
10781,0000000547,0000000029,100.00,1663011.25,,INICIAL,s/n,2018-12-14 00:00:00
10782,0000000548,0000000048,100.00,1575765.56,,INICIAL,s/n,2018-12-14 00:00:00
10784,0000000549,0000000019,38.00,888295.12,,INICIAL,d/n,2018-12-18 00:00:00
10785,0000000549,0000000022,39.00,922750.32,,INICIAL,d/n,2018-12-18 00:00:00
10786,0000000549,0000000042,23.00,548932.56,,INICIAL,d/n,2018-12-18 00:00:00
10787,0000000550,0000000009,100.00,235666.73,,INICIAL,S/N,2018-12-18 00:00:00
10788,0000000551,0000000045,100.00,585917.04,,INICIAL,S/N,2018-12-18 00:00:00
10789,0000000552,0000000004,100.00,233446.27,,INICIAL,S/N,2018-12-18 00:00:00
10790,0000000553,0000000004,100.00,308344.81,,INICIAL,S/N,2018-12-18 00:00:00
10791,0000000554,0000000028,100.00,1594234.96,,INICIAL,S/N,2018-12-18 00:00:00
10792,0000000151,0000000031,100.00,5600000.00,,AMPLIACION,S/N AMPLIACION,2018-12-18 00:00:00
10793,0000000152,0000000031,100.00,6500000.00,,AMPLIACION,S/N AMPLIACION,2018-12-18 00:00:00
10794,0000000390,0000000051,100.00,1277161.38,,AMPLIACION,S/N AMPLIACION,2018-12-18 00:00:00
10796,0000000556,0000000031,100.00,1420697.16,,INICIAL,S/N,2018-12-20 00:00:00
10797,0000000557,0000000009,100.00,1267419.67,,INICIAL,S/N,2018-12-20 00:00:00
10798,0000000558,0000000004,100.00,300388.51,,INICIAL,S/N,2018-12-20 00:00:00
10799,0000000559,0000000004,100.00,250602.77,,INICIAL,S/N,2018-12-20 00:00:00
10800,0000000560,0000000009,100.00,779446.36,,INICIAL,S/N,2018-12-20 00:00:00
10801,0000000561,0000000022,94.00,757745.36,,INICIAL,s/n,2018-12-20 00:00:00
10802,0000000561,0000000019,6.00,51063.45,,INICIAL,s/n,2018-12-20 00:00:00
10804,0000000188,0000000036,100.00,93585.77,,AMPLIACION,S/N AMPLIACION,2018-12-20 00:00:00
10805,0000000555,0000000004,100.00,204856.73,,INICIAL,S/N,2019-01-03 00:00:00
10806,0000000562,0000000009,100.00,1722426.00,,INICIAL,s/n,2019-01-07 00:00:00
10807,0000000563,0000000069,100.00,1171492.43,,INICIAL,S/N,2019-01-07 00:00:00
10808,0000000564,0000000061,100.00,98600.63,,INICIAL,S/N,2019-01-07 00:00:00
10809,0000000565,0000000061,100.00,85732.65,,INICIAL,S/N,2019-01-07 00:00:00
10810,0000000566,0000000061,100.00,44707.21,,INICIAL,0393-1,2019-01-07 00:00:00
10811,0000000567,0000000070,100.00,1466018.29,,INICIAL,s/n,2019-01-07 00:00:00
10812,0000000568,0000000058,100.00,203610.28,,INICIAL,s/n,2019-01-07 00:00:00
10813,0000000569,0000000071,100.00,3336659.41,,INICIAL,S/N,2019-01-07 00:00:00
10814,0000000570,0000000072,31.70,128655.81,,INICIAL,S/N,2019-01-07 00:00:00
10815,0000000570,0000000004,68.30,277342.82,,INICIAL,S/N,2019-01-07 00:00:00
10816,0000000571,0000000009,100.00,501369.02,,INICIAL,S/N,2019-01-07 00:00:00
10817,0000000572,0000000055,100.00,625240.00,,INICIAL,S/N,2019-01-07 00:00:00
10818,0000000573,0000000041,100.00,696000.00,,INICIAL,S/N,2019-01-07 00:00:00
10819,0000000574,0000000073,43.49,1000000.00,,INICIAL,S/N,2019-01-07 00:00:00
10820,0000000574,0000000074,56.51,1299210.35,,INICIAL,S/N,2019-01-07 00:00:00
10821,0000000575,0000000075,100.00,4095981.47,,INICIAL,S/N,2019-01-07 00:00:00
10822,0000000576,0000000063,100.00,2113224.66,,INICIAL,S/N,2019-01-07 00:00:00
10823,0000000577,0000000076,100.00,3791269.02,,INICIAL,S/N,2019-01-07 00:00:00
10824,0000000127,0000000031,100.00,2634452.41,,AMPLIACION,S/N AMPLIACION,2019-01-10 00:00:00
10825,0000000029,0000000004,100.00,103037.18,,AMPLIACION,S/N AMPLIACION,2019-01-10 00:00:00
10826,0000000287,0000000044,100.00,250007.72,,AMPLIACION,S/N AMPLIACION,2019-01-10 00:00:00
10827,0000000499,0000000051,100.00,748655.75,,AMPLIACION,S/N AMPLIACION,2019-01-10 00:00:00
10828,0000000445,0000000036,100.00,11922.65,,AMPLIACION,S/N AMPLIACION,2019-01-10 00:00:00
