Id_Obra_Recurso,Id_Obra,Id_Recurso_Partida,Porcentaje_Aportacion,Importe_Autorizado,Observaciones,Movimiento,Numero_Oficio,Fecha_Oficio
10829,0000000444,0000000036,100.00,53289.56,,AMPLIACION,S/N AMPLIACION,2019-01-10 00:00:00
10830,0000000155,0000000035,100.00,870000.00,,AMPLIACION,S/N AMPLIACION 2DA,2019-01-10 00:00:00
10831,0000000094,0000000005,100.00,3632856.39,,AMPLIACION,S/N AMPLIACION,2019-01-10 00:00:00
10832,0000000330,0000000051,100.00,748655.75,,AMPLIACION,S/N AMPLIACION,2019-01-10 00:00:00
10833,0000000428,0000000056,100.00,1255861.01,,AMPLIACION,S/N AMPLIACION,2019-01-10 00:00:00
10834,0000000578,0000000063,100.00,178111.33,,INICIAL,s/n,2019-01-11 00:00:00
10835,0000000576,0000000063,100.00,286775.34,,AMPLIACION,S/N AMPLIACION,2019-01-14 00:00:00
10836,0000000467,0000000058,100.00,200002.63,,AMPLIACION,S/N AMPLIACION,2019-01-15 00:00:00
10837,0000000569,0000000071,100.00,663340.59,,AMPLIACION,S/N AMPLIACION,2019-01-15 00:00:00
10838,0000000579,0000000077,100.00,4931878.54,,INICIAL,S/N,2019-01-16 00:00:00
10839,0000000580,0000000005,100.00,109929.92,,INICIAL,S/N,2019-01-16 00:00:00
10840,0000000581,0000000005,100.00,140717.67,,INICIAL,S/N,2019-01-16 00:00:00
10841,0000000582,0000000005,100.00,119068.84,,INICIAL,S/N,2019-01-16 00:00:00
10842,0000000583,0000000061,100.00,41206.20,,INICIAL,S/N,2019-01-17 00:00:00
10843,0000000584,0000000061,100.00,46678.53,,INICIAL,S/N,2019-01-17 00:00:00
10844,0000000585,0000000078,100.00,29935.56,,INICIAL,S/N,2019-01-18 00:00:00
10845,0000000586,0000000078,100.00,28460.02,,INICIAL,S/N,2019-01-18 00:00:00
10846,0000000587,0000000078,100.00,29733.39,,INICIAL,S/N,2019-01-18 00:00:00
10847,0000000588,0000000060,100.00,1740000.00,,INICIAL,S/N,2019-01-18 00:00:00
10848,0000000589,0000000043,100.00,55345.98,,INICIAL,S/N,2019-01-18 00:00:00
10849,0000000590,0000000028,100.00,172182.01,,INICIAL,S/N,2019-01-18 00:00:00
10850,0000000591,0000000079,100.00,249994.51,,INICIAL,S/N,2019-01-18 00:00:00
10851,0000000592,0000000004,100.00,342439.39,,INICIAL,S/N,2019-01-18 00:00:00
10852,0000000593,0000000007,100.00,53841.70,,INICIAL,S/N,2019-01-18 00:00:00
10853,0000000594,0000000058,100.00,102974.06,,INICIAL,S/N,2019-01-18 00:00:00
10854,0000000595,0000000043,100.00,227156.04,,INICIAL,s/n,2019-01-18 00:00:00
10855,0000000596,0000000063,100.00,747551.51,,INICIAL,s/n,2019-01-18 00:00:00
10856,0000000597,0000000043,100.00,140070.06,,INICIAL,s/n,2019-01-18 00:00:00
10857,0000000598,0000000080,100.00,470360.00,,INICIAL,S/N,2019-01-18 00:00:00
10858,0000000599,0000000031,28.00,873990.70,,INICIAL,S/N,2019-01-18 00:00:00
10859,0000000600,0000000063,100.00,1500000.00,,INICIAL,S/N,2019-01-18 00:00:00
10861,0000000239,0000000002,100.00,22913.06,,AMPLIACION,S/N,2019-01-23 00:00:00
10862,0000000381,0000000009,100.00,117040.27,,INICIAL,S/N,2019-01-25 00:00:00
10863,0000000382,0000000009,100.00,112508.55,,INICIAL,S/N,2019-01-25 00:00:00
10864,0000000601,0000000061,100.00,128383.82,,INICIAL,S/N,2019-01-25 00:00:00
10865,0000000602,0000000004,100.00,240383.08,,INICIAL,S/N,2019-01-25 00:00:00
10870,0000000606,0000000064,100.00,70708157.72,,INICIAL,s/n,2019-01-30 00:00:00
10871,0000000607,0000000048,100.00,1343110.40,,INICIAL,s/n,2019-01-30 00:00:00
10872,0000000608,0000000004,100.00,893429.35,,INICIAL,s/n,2019-01-30 00:00:00
10874,0000000610,0000000005,100.00,248726.05,,INICIAL,S/N,2019-01-30 00:00:00
10875,0000000611,0000000031,100.00,6069020.27,,INICIAL,S/N,2019-01-30 00:00:00
10877,0000000613,0000000011,100.00,9628923.53,,INICIAL,S/N,2019-01-30 00:00:00
10878,0000000614,0000000084,100.00,4994259.12,,INICIAL,S/N,2019-01-30 00:00:00
10879,0000000615,0000000082,100.00,4708175.11,,INICIAL,S/N,2019-01-30 00:00:00
10880,0000000064,0000000009,100.00,124050.83,,INICIAL,S/N,2019-02-01 00:00:00
10881,0000000131,0000000009,100.00,735592.18,,INICIAL,S/N,2019-02-01 00:00:00
10882,0000000064,0000000009,100.00,31071.04,,AMPLIACION,S/N AMPLIACION,2019-02-01 00:00:00
10883,0000000612,0000000083,100.00,8987563.80,,INICIAL,S/N,2019-02-01 00:00:00
10884,0000000616,0000000021,100.00,7387656.21,,INICIAL,S/N,2019-02-06 00:00:00
10886,0000000616,0000000021,100.00,1612343.68,,AMPLIACION,S/N AMPLIACION,2019-02-11 00:00:00
10887,0000000613,0000000011,100.00,2511622.47,,AMPLIACION,S/N AMPLIACION,2019-02-11 00:00:00
10888,0000000611,0000000031,100.00,197187.76,,AMPLIACION,S/N AMPLIACION,2019-02-11 00:00:00
10889,0000000263,0000000017,100.00,83170.84,,AMPLIACION,S/N AMPLIACION,2019-02-11 00:00:00
10890,0000000609,0000000082,100.00,4349438.41,,INICIAL,S/N,2019-02-12 00:00:00
10891,0000000487,0000000059,100.00,140928.35,,INICIAL,S/N,2019-02-12 00:00:00
10892,0000000488,0000000059,100.00,6928.24,,INICIAL,S/N,2019-02-12 00:00:00
10893,0000000489,0000000059,100.00,93094.08,,INICIAL,S/N ,2019-02-12 00:00:00
10894,0000000490,0000000059,100.00,124923.50,,INICIAL,S/N,2019-02-12 00:00:00
10895,0000000491,0000000059,100.00,347774.79,,INICIAL,S/N,2019-02-12 00:00:00
10896,0000000617,0000000083,100.00,16382958.67,,INICIAL,s/n,2019-02-20 00:00:00
10897,0000000612,0000000083,100.00,2424724.20,,AMPLIACION,S/N AMPLIACION,2019-02-20 00:00:00
10898,0000000609,0000000082,100.00,650561.59,,AMPLIACION,S/N AMPLIACION 1RA,2019-02-20 00:00:00
10899,0000000609,0000000082,100.00,1740458.76,,AMPLIACION,S/N AMPLIACION 2DA,2019-02-20 00:00:00
10900,0000000012,0000000009,100.00,60509.13,,AMPLIACION,S/N AMPLIACIÓN,2019-02-21 00:00:00
10901,0000000575,0000000075,100.00,1931081.53,,AMPLIACION,S/N AMPLIACION,2019-02-21 00:00:00
10902,0000000150,0000000034,100.00,2118541.17,,AMPLIACION,S/N AMPLIACION,2019-02-21 00:00:00
10903,0000000606,0000000064,100.00,19291842.28,,AMPLIACION,S/N AMPLIACION,2019-02-21 00:00:00
10904,0000000495,0000000056,100.00,1994547.55,,AMPLIACION,S/N AMPLIACION,2019-02-21 00:00:00
