Id_Estimacion_Amortizacion_Desglose,Id_Estimacion,Id_Contrato_Ampliacion,Concepto,Importe_Contratado,Actual,Anterior,Acumulado,Por_Ejercer,Porcentaje_Anticipo,Importe_Anticipo,Actual_Amortizacion,Anterior_Amortizacion,Acumulado_Amortizacion,Por_Amortizar,Periodo,Num_Rows
0000000584,0000000571,,CONTRATO,271225.79,169916.13,0.00,196599.41,74626.38,50.00,108490.32,84958.07,0.00,98299.71,10190.61,2018,0
0000000585,0000000572,,CONTRATO,913012.43,64186.60,0.00,64186.60,848825.83,30.00,273903.73,19255.98,0.00,19255.98,254647.75,2018,0
0000000586,0000000573,,CONTRATO,1442065.38,130542.70,0.00,608452.86,833612.52,30.00,432619.61,39162.81,0.00,182535.86,250083.75,2018,0
0000000587,0000000574,,CONTRATO,6741542.97,3297.79,0.00,3297.79,6738245.18,30.00,2022462.89,989.34,0.00,989.34,2021473.55,2018,0
0000000588,0000000575,,CONTRATO,1480128.37,209451.50,0.00,209451.50,1270676.87,30.00,444038.51,62835.45,0.00,62835.45,381203.06,2018,0
0000000589,0000000576,,CONTRATO,1480128.37,480976.47,0.00,690427.97,789700.40,30.00,444038.51,144292.94,0.00,207128.39,236910.12,2018,0
0000000590,0000000577,,CONTRATO,1480128.37,206567.85,0.00,896995.82,583132.55,30.00,444038.51,61970.36,0.00,269098.75,174939.76,2018,0
0000000591,0000000578,,CONTRATO,1626678.15,564941.22,0.00,865096.56,761581.59,30.00,488003.45,169482.37,0.00,259528.97,228474.48,2018,0
0000000592,0000000579,,CONTRATO,1046410.27,172519.60,0.00,667155.50,379254.77,30.00,313923.07,51755.88,0.00,200146.65,113776.42,2018,0
0000000594,0000000581,,CONTRATO,5597587.97,1518645.97,0.00,4379100.44,1218487.53,30.00,1679276.39,455593.79,0.00,1313730.14,365546.25,2018,0
0000000595,0000000582,,CONTRATO,1480128.37,277897.93,0.00,1174893.75,305234.62,30.00,444038.51,83369.38,0.00,352468.13,91570.38,2018,0
0000000596,0000000583,,CONTRATO,98626.48,10432.23,0.00,87469.95,11156.53,30.00,29587.94,3129.67,0.00,26240.99,3346.95,2018,0
0000000597,0000000584,,CONTRATO,167045.15,22256.33,0.00,151546.94,15498.21,30.00,50113.55,11326.37,0.00,50113.55,0.00,2018,0
0000000598,0000000585,,CONTRATO,494406.96,227188.13,0.00,227188.13,267218.83,30.00,148322.09,68156.44,0.00,68156.44,80165.65,2018,0
0000000599,0000000586,,CONTRATO,1000000.00,119526.40,0.00,213681.20,786318.80,30.00,300000.00,35857.92,0.00,64104.36,235895.64,2018,0
0000000600,0000000587,,CONTRATO,86840.92,45246.26,0.00,45246.26,41594.66,0.00,0.00,0.00,0.00,0.00,0.00,2018,0
0000000601,0000000588,,CONTRATO,1263774.62,160870.59,0.00,878863.91,384910.71,30.00,379132.39,48261.18,0.00,263659.18,115473.21,2018,0
0000000602,0000000589,,CONTRATO,1263774.62,234864.64,0.00,1113728.55,150046.07,30.00,379132.39,70459.39,0.00,334118.57,45013.82,2018,0
0000000603,0000000590,,CONTRATO,22173884.87,839981.18,0.00,839981.18,21333903.69,30.00,6652165.45,251994.35,0.00,251994.35,6400171.10,2018,0
0000000604,0000000591,,CONTRATO,3872618.99,234072.93,0.00,234072.93,3638546.06,30.00,1161785.70,70221.88,0.00,70221.88,1091563.82,2018,0
0000000605,0000000592,,CONTRATO,499999.54,83371.75,0.00,464040.67,35958.87,0.00,0.00,0.00,0.00,0.00,0.00,2018,0
0000000606,0000000593,,CONTRATO,624539.97,6390.96,0.00,6390.96,618149.01,50.00,249815.99,3195.48,0.00,3195.48,246620.51,2018,0
0000000607,0000000594,,CONTRATO,1345197.94,542734.59,0.00,810760.93,534437.01,50.00,672598.97,271367.30,0.00,405380.47,267218.50,2018,0
0000000608,0000000595,,CONTRATO,4245661.38,312999.63,0.00,1043468.25,3202193.13,30.00,1273698.41,93899.89,0.00,313040.48,960657.93,2018,0
0000000609,0000000595,0000000005,AMPLIACIÓN 1,1704000.00,0.00,0.00,0.00,1704000.00,30.00,511200.01,0.00,0.00,0.00,511200.01,2018,0
0000000610,0000000596,,CONTRATO,1741079.58,114387.50,0.00,114387.50,1626692.08,30.00,522323.87,34316.25,0.00,34316.25,488007.62,2018,0
0000000611,0000000597,,CONTRATO,945674.49,135914.32,0.00,276549.97,669124.52,30.00,283702.35,40774.30,0.00,82965.00,200737.35,2018,0
0000000612,0000000598,,CONTRATO,8614502.32,350566.31,0.00,1948509.67,6665992.65,50.00,4307251.16,175283.16,0.00,974254.85,3332996.31,2018,0
0000000613,0000000598,0000000004,AMPLIACIÓN 1,1752744.94,0.00,0.00,0.00,1752744.94,50.00,876372.47,0.00,0.00,0.00,876372.47,2018,0
0000000614,0000000599,,CONTRATO,3347144.92,394160.66,0.00,1286792.34,2060352.58,30.00,1004143.48,118248.20,0.00,386037.70,618105.78,2018,0
0000000615,0000000600,,CONTRATO,5099090.18,832699.33,0.00,2942859.10,2156231.08,30.00,1529727.04,448339.56,0.00,448339.56,1081387.48,2018,0
0000000616,0000000601,,CONTRATO,412975.30,9200.56,0.00,43487.57,369487.73,30.00,123892.59,2760.17,0.00,13046.27,110846.32,2018,0
0000000617,0000000602,,CONTRATO,1894509.23,291425.25,0.00,1670371.07,224138.16,50.00,947254.62,145712.63,0.00,835185.54,112069.08,2018,0
0000000618,0000000603,,CONTRATO,1490247.85,77432.31,0.00,77432.31,1412815.54,30.00,447074.36,23229.69,0.00,23229.69,423844.67,2018,0
0000000620,0000000605,,CONTRATO,1490247.85,88676.17,0.00,166108.48,1324139.37,30.00,447074.36,26602.85,0.00,49832.54,397241.82,2018,0
0000000621,0000000606,,CONTRATO,1490247.85,1033605.76,0.00,1199714.24,290533.61,30.00,447074.36,310081.73,0.00,359914.27,87160.09,2018,0
0000000622,0000000607,,CONTRATO,122625.15,14288.18,0.00,102961.18,19663.97,30.00,36787.55,4286.45,0.00,30888.36,5899.19,2018,0
0000000623,0000000608,,CONTRATO,737017.86,46600.58,0.00,498511.22,238506.64,30.00,221105.36,13980.17,0.00,149553.36,71552.00,2018,0
0000000633,0000000618,,CONTRATO,1672053.00,506167.42,0.00,1179083.42,492969.58,30.00,501615.90,151850.23,0.00,353725.03,147890.87,2018,0
0000000634,0000000619,,CONTRATO,1672053.00,109348.85,0.00,1288432.27,383620.73,30.00,501615.90,32804.66,0.00,386529.69,115086.21,2018,0
0000000635,0000000620,,CONTRATO,294652.98,12471.62,0.00,12471.62,282181.36,0.00,0.00,0.00,0.00,0.00,0.00,2018,0
0000000636,0000000621,,CONTRATO,294652.98,223586.90,0.00,236058.52,58594.46,0.00,0.00,0.00,0.00,0.00,0.00,2018,0
0000000637,0000000622,,CONTRATO,1620725.99,15316.57,0.00,15316.57,1605409.42,30.00,486217.80,4594.97,0.00,4594.97,481622.83,2018,0
0000000638,0000000623,,CONTRATO,412975.30,136286.01,0.00,179773.58,233201.72,30.00,123892.59,40885.80,0.00,53932.07,69960.52,2018,0
0000000639,0000000624,,CONTRATO,793641.39,140262.49,0.00,527282.66,266358.73,30.00,238092.42,42078.75,0.00,158184.80,79907.62,2018,0
0000000640,0000000625,,CONTRATO,294652.98,57342.93,0.00,293401.45,1251.53,0.00,0.00,0.00,0.00,0.00,0.00,2018,0
0000000641,0000000626,,CONTRATO,566024.04,563432.04,0.00,563432.04,2592.00,50.00,226409.61,226409.61,0.00,226409.61,0.00,2018,0
0000000642,0000000627,,CONTRATO,639160.46,55227.54,0.00,55227.54,583932.92,50.00,255664.19,27613.77,0.00,27613.77,228050.42,2018,0
0000000643,0000000628,,CONTRATO,639160.46,581340.93,0.00,636568.47,2591.99,50.00,255664.19,228050.42,0.00,255664.19,0.00,2018,0
0000000644,0000000629,,CONTRATO,114019.17,4047.81,0.00,9034.38,104984.79,0.00,0.00,0.00,0.00,0.00,0.00,2018,0
0000000645,0000000630,,CONTRATO,149142.75,5897.83,0.00,14684.76,134457.99,0.00,0.00,0.00,0.00,0.00,0.00,2018,0
0000000646,0000000631,,CONTRATO,132241.76,5284.97,0.00,12748.71,119493.05,0.00,0.00,0.00,0.00,0.00,0.00,2018,0
0000000647,0000000632,,CONTRATO,97987.83,3031.59,0.00,6946.32,91041.51,0.00,0.00,0.00,0.00,0.00,0.00,2018,0
0000000648,0000000633,,CONTRATO,114019.17,3425.89,0.00,12460.27,101558.90,0.00,0.00,0.00,0.00,0.00,0.00,2018,0
0000000649,0000000634,,CONTRATO,149142.75,5116.30,0.00,19801.06,129341.69,0.00,0.00,0.00,0.00,0.00,0.00,2018,0
0000000650,0000000635,,CONTRATO,132241.76,4366.79,0.00,17115.50,115126.26,0.00,0.00,0.00,0.00,0.00,0.00,2018,0
0000000651,0000000636,,CONTRATO,97987.83,2587.25,0.00,9533.57,88454.26,0.00,0.00,0.00,0.00,0.00,0.00,2018,0
0000000652,0000000637,,CONTRATO,1029681.93,62581.90,0.00,343933.41,685748.52,30.00,308904.58,18774.57,0.00,103180.02,205724.56,2018,0
0000000653,0000000638,,CONTRATO,947001.55,76433.24,0.00,556186.13,390815.42,30.00,284100.46,22929.97,0.00,166855.83,117244.63,2018,0
0000000654,0000000639,,CONTRATO,4245661.38,497718.45,0.00,1541186.70,2704474.68,30.00,1273698.41,149315.54,0.00,462356.02,811342.39,2018,0
0000000655,0000000639,0000000005,AMPLIACIÓN 1,1704000.00,0.00,0.00,0.00,1704000.00,30.00,511200.01,0.00,0.00,0.00,511200.01,2018,0
0000000657,0000000641,,CONTRATO,1654809.70,140351.80,0.00,293127.41,1361682.29,30.00,496442.91,42105.54,0.00,87938.22,408504.69,2018,0
0000000658,0000000642,,CONTRATO,994127.64,77267.11,0.00,890674.94,103452.70,50.00,497063.81,38633.56,0.00,445337.48,51726.33,2018,0
0000000659,0000000643,,CONTRATO,5099090.18,798933.19,0.00,3741792.29,1357297.89,30.00,1529727.04,448339.55,0.00,448339.55,1081387.49,2018,0
0000000660,0000000644,,CONTRATO,1811615.18,466830.27,0.00,1066460.98,745154.20,50.00,905807.59,233415.14,0.00,533230.51,372577.08,2018,0
0000000661,0000000645,,CONTRATO,6741542.97,103689.98,0.00,106987.77,6634555.20,30.00,2022462.89,31106.99,0.00,32096.33,1990366.56,2018,0
0000000662,0000000646,,CONTRATO,1459437.98,5343.18,0.00,5343.18,1454094.80,50.00,729719.00,2671.59,0.00,2671.59,727047.41,2018,0
0000000663,0000000647,,CONTRATO,1459437.98,361946.70,0.00,367289.88,1092148.10,50.00,729719.00,180973.35,0.00,183644.94,546074.06,2018,0
0000000664,0000000648,,CONTRATO,1459437.98,361978.48,0.00,729268.36,730169.62,50.00,729719.00,180989.24,0.00,364634.18,365084.82,2018,0
0000000665,0000000649,,CONTRATO,8560193.85,1447952.82,0.00,5625261.30,2934932.55,30.00,2568058.16,434385.85,0.00,1687578.40,880479.76,2018,0
0000000666,0000000650,,CONTRATO,1388392.55,50579.12,0.00,358798.05,1029594.50,30.00,416517.77,15173.74,0.00,107639.42,308878.35,2018,0
0000000667,0000000651,,CONTRATO,1423085.61,379762.91,0.00,821113.99,601971.62,30.00,426925.68,113928.87,0.00,246334.19,180591.49,2018,0
0000000668,0000000652,,CONTRATO,1309311.82,115683.06,0.00,1219004.11,90307.71,30.00,392793.54,61797.23,0.00,392793.54,0.00,2018,0
0000000669,0000000653,,CONTRATO,1966622.10,137219.11,0.00,354183.48,1612438.62,50.00,983311.05,68609.56,0.00,177091.75,806219.30,2018,0
0000000670,0000000654,,CONTRATO,151344.75,76547.54,0.00,76547.54,74797.21,0.00,0.00,0.00,0.00,0.00,0.00,2018,0
0000000671,0000000655,,CONTRATO,619230.01,340010.49,0.00,340010.49,279219.52,30.00,185769.00,102003.15,0.00,102003.15,83765.85,2018,0
0000000672,0000000656,,CONTRATO,1374577.81,290559.40,0.00,974069.09,400508.72,50.00,687288.91,145279.70,0.00,487034.55,200254.36,2018,0
0000000673,0000000657,,CONTRATO,3347144.92,440861.91,0.00,1727654.25,1619490.67,30.00,1004143.48,132258.57,0.00,518296.27,485847.21,2018,0
0000000676,0000000660,,CONTRATO,2759031.55,739776.13,0.00,787167.30,1971864.25,50.00,1379515.77,369888.07,0.00,393583.66,985932.11,2018,0
0000000677,0000000661,,CONTRATO,1626678.15,159245.10,0.00,1024341.66,602336.49,30.00,488003.45,47773.53,0.00,307302.50,180700.95,2018,0
0000000678,0000000662,,CONTRATO,47005.17,47005.17,0.00,47005.17,0.00,30.00,14101.55,14101.55,0.00,14101.55,0.00,2018,0
0000000679,0000000663,,CONTRATO,47005.17,47005.17,0.00,47005.17,0.00,30.00,14101.55,14101.55,0.00,14101.55,0.00,2018,0
0000000680,0000000664,,CONTRATO,47005.17,47005.17,0.00,47005.17,0.00,30.00,14101.55,14101.55,0.00,14101.55,0.00,2018,0
0000000681,0000000665,,CONTRATO,1732056.76,459039.47,0.00,1384604.67,347452.09,30.00,519617.02,137711.84,0.00,415381.41,104235.61,2018,0
0000000682,0000000666,,CONTRATO,3157240.45,316240.45,0.00,568090.68,2589149.77,30.00,947172.14,94872.14,0.00,170427.21,776744.93,2018,0
0000000684,0000000668,,CONTRATO,47005.17,47005.17,0.00,47005.17,0.00,30.00,14101.55,14101.55,0.00,14101.55,0.00,2018,0
0000000685,0000000669,,CONTRATO,47005.17,47005.17,0.00,47005.17,0.00,30.00,14101.55,14101.55,0.00,14101.55,0.00,2018,0
0000000686,0000000670,,CONTRATO,47005.17,47005.17,0.00,47005.17,0.00,30.00,14101.55,14101.55,0.00,14101.55,0.00,2018,0
0000000687,0000000671,,CONTRATO,47005.17,47005.17,0.00,47005.17,0.00,30.00,14101.55,14101.55,0.00,14101.55,0.00,2018,0
0000000688,0000000672,,CONTRATO,47005.17,47005.17,0.00,47005.17,0.00,30.00,14101.55,14101.55,0.00,14101.55,0.00,2018,0
0000000689,0000000673,,CONTRATO,47005.17,47005.17,0.00,47005.17,0.00,30.00,14101.55,14101.55,0.00,14101.55,0.00,2018,0
0000000690,0000000674,,CONTRATO,47005.17,47005.17,0.00,47005.17,0.00,30.00,14101.55,14101.55,0.00,14101.55,0.00,2018,0
0000000691,0000000675,,CONTRATO,97987.83,14380.23,75325.39,89705.62,8282.21,30.00,29396.35,6798.73,22597.62,29396.35,0.00,2018,0
0000000692,0000000676,,CONTRATO,97987.83,14380.23,0.00,86736.10,11251.73,30.00,29396.35,7689.59,0.00,7689.59,21706.76,2018,0
0000000694,0000000678,,CONTRATO,98626.48,14710.30,0.00,94212.89,4413.59,30.00,29587.94,5737.16,0.00,29587.94,0.00,2018,0
0000000697,0000000681,,CONTRATO,1459437.98,5343.18,0.00,5343.18,1454094.80,50.00,729719.00,2671.59,0.00,2671.59,727047.41,2018,0
0000000698,0000000682,,CONTRATO,1304248.09,353380.03,0.00,507946.78,796301.31,30.00,391274.43,106014.01,0.00,152384.03,238890.40,2018,0
0000000699,0000000683,,CONTRATO,97987.83,14174.39,0.00,80287.81,17700.02,30.00,29396.35,9562.32,0.00,9562.32,19834.03,2018,0
0000000700,0000000684,,CONTRATO,1439509.31,324369.26,0.00,590394.38,849114.93,30.00,431852.79,97310.78,0.00,177118.32,254734.47,2018,0
0000000701,0000000685,,CONTRATO,1459437.98,452024.24,0.00,1181292.60,278145.38,50.00,729719.00,226012.12,0.00,590646.30,139072.70,2018,0
0000000702,0000000686,,CONTRATO,98969341.76,1935181.97,0.00,4762105.49,94207236.27,30.00,29690802.53,580554.59,0.00,1428631.66,28262170.87,2018,0
0000000703,0000000687,,CONTRATO,913012.43,69644.95,0.00,133831.55,779180.88,30.00,273903.73,20893.49,0.00,40149.47,233754.26,2018,0
0000000705,0000000689,,CONTRATO,1361473.01,323777.12,0.00,1346793.44,14679.57,30.00,408441.90,101537.00,0.00,408441.90,0.00,2018,0
0000000706,0000000690,,CONTRATO,1361473.01,14376.30,0.00,1361169.74,303.27,30.00,408441.90,0.00,0.00,0.00,408441.90,2018,0
0000000707,0000000691,,CONTRATO,945674.49,96109.50,0.00,372659.47,573015.02,30.00,283702.35,28832.85,0.00,111797.85,171904.50,2018,0
0000000708,0000000692,,CONTRATO,1565311.31,411012.09,0.00,932520.46,632790.85,50.00,782655.65,205506.05,0.00,466260.24,316395.41,2018,0
0000000709,0000000693,,CONTRATO,1029681.93,112144.21,0.00,456077.62,573604.31,30.00,308904.58,33643.26,0.00,136823.28,172081.30,2018,0
0000000710,0000000694,,CONTRATO,552485.94,3662.42,0.00,3662.42,548823.52,30.00,165745.78,1098.73,0.00,1098.73,164647.05,2018,0
0000000711,0000000695,,CONTRATO,552485.94,1610.52,0.00,5272.94,547213.00,30.00,165745.78,483.16,0.00,1581.89,164163.89,2018,0
0000000712,0000000696,,CONTRATO,552485.94,37954.75,0.00,43227.69,509258.25,30.00,165745.78,11386.43,0.00,12968.32,152777.46,2018,0
0000000713,0000000697,,CONTRATO,5036090.63,271494.45,0.00,4223295.99,812794.64,30.00,1510827.19,81448.34,0.00,1266988.80,243838.39,2018,0
0000000714,0000000698,,CONTRATO,5036090.63,787727.46,0.00,5011023.45,25067.18,30.00,1510827.19,243838.39,0.00,1510827.19,0.00,2018,0
0000000715,0000000699,,CONTRATO,1459437.98,5343.18,0.00,5343.18,1454094.80,50.00,729719.00,2671.59,0.00,2671.59,727047.41,2018,0
0000000716,0000000700,,CONTRATO,9956060.52,290730.49,0.00,801833.80,9154226.72,50.00,4978030.26,145365.25,0.00,400916.91,4577113.35,2018,0
0000000717,0000000701,,CONTRATO,9956060.52,133752.85,0.00,935586.65,9020473.87,50.00,4978030.26,66876.43,0.00,467793.34,4510236.92,2018,0
0000000718,0000000702,,CONTRATO,98969341.76,1913163.49,0.00,6675268.98,92294072.78,30.00,29690802.53,573949.05,0.00,2002580.71,27688221.82,2018,0
0000000721,0000000705,,CONTRATO,1345197.94,254163.90,0.00,1064924.83,280273.11,50.00,672598.97,127081.95,0.00,532462.42,140136.55,2018,0
0000000722,0000000706,,CONTRATO,619230.01,143259.93,0.00,483270.42,135959.59,30.00,185769.00,42977.98,0.00,144981.13,40787.87,2018,0
0000000723,0000000707,,CONTRATO,3169318.31,100399.95,0.00,646591.38,2522726.93,30.00,950795.50,30119.99,0.00,193977.42,756818.08,2018,0
0000000724,0000000708,,CONTRATO,3169318.31,469471.37,0.00,1116062.75,2053255.56,30.00,950795.50,140841.41,0.00,334818.83,615976.67,2018,0
0000000725,0000000709,,CONTRATO,994127.64,103452.41,0.00,994127.35,0.29,50.00,497063.81,51726.33,0.00,497063.81,0.00,2018,0
0000000726,0000000710,,CONTRATO,869197.77,17131.09,0.00,683970.95,185226.82,30.00,260759.33,5139.33,0.00,205191.29,55568.04,2018,0
0000000727,0000000711,,CONTRATO,552485.94,89418.66,0.00,132646.35,419839.59,30.00,165745.78,26825.60,0.00,39793.92,125951.86,2018,0
0000000728,0000000712,,CONTRATO,552485.94,25078.89,0.00,157725.24,394760.70,30.00,165745.78,7523.67,0.00,47317.59,118428.19,2018,0
0000000729,0000000713,,CONTRATO,1459437.98,33604.82,0.00,38948.00,1420489.98,50.00,729719.00,16802.41,0.00,19474.00,710245.00,2018,0
0000000730,0000000714,,CONTRATO,1459437.98,835891.49,0.00,874839.49,584598.49,50.00,729719.00,417945.75,0.00,437419.75,292299.25,2018,0
0000000731,0000000715,,CONTRATO,1154078.07,84134.35,0.00,970956.72,183121.35,30.00,346223.43,25240.31,0.00,291287.02,54936.41,2018,0
0000000732,0000000716,,CONTRATO,4709458.14,430920.60,0.00,690478.43,4018979.71,30.00,1412837.44,129276.18,0.00,207143.53,1205693.91,2018,0
0000000733,0000000717,,CONTRATO,4709458.14,173441.39,0.00,863919.82,3845538.32,30.00,1412837.44,52032.42,0.00,259175.95,1153661.49,2018,0
0000000734,0000000718,,CONTRATO,1063708.40,231366.04,0.00,943963.99,119744.41,30.00,319112.52,69409.81,0.00,283189.20,35923.32,2018,0
0000000735,0000000719,,CONTRATO,1423085.61,5343.18,0.00,5343.18,1417742.43,50.00,711542.81,2671.59,0.00,2671.59,708871.22,2018,0
0000000736,0000000720,,CONTRATO,1423085.61,416286.15,0.00,421629.33,1001456.28,50.00,711542.81,208143.08,0.00,210814.67,500728.14,2018,0
0000000737,0000000721,,CONTRATO,331851.09,11219.68,0.00,11219.68,320631.41,0.00,0.00,0.00,0.00,0.00,0.00,2018,0
0000000738,0000000722,,CONTRATO,98969341.76,2787323.70,0.00,9462592.68,89506749.08,30.00,29690802.53,836197.11,0.00,2838777.82,26852024.71,2018,0
0000000739,0000000723,,CONTRATO,1170101.62,144575.64,0.00,924392.10,245709.52,30.00,351030.49,43372.69,0.00,304749.16,46281.33,2018,0
0000000740,0000000724,,CONTRATO,151344.75,74797.06,0.00,151344.60,0.15,0.00,0.00,0.00,0.00,0.00,0.00,2018,0
0000000742,0000000726,,CONTRATO,1439509.31,50060.46,0.00,50060.46,1389448.85,30.00,431852.79,15018.14,0.00,15018.14,416834.65,2018,0
0000000743,0000000727,,CONTRATO,1439509.31,463214.51,0.00,513274.97,926234.34,30.00,431852.79,138964.35,0.00,153982.49,277870.30,2018,0
0000000746,0000000730,,CONTRATO,1546346.43,202709.41,0.00,1472981.40,73365.03,50.00,773173.21,138037.20,0.00,773173.21,0.00,2018,0
0000000749,0000000733,,CONTRATO,331851.09,276342.30,0.00,287561.98,44289.11,0.00,0.00,0.00,0.00,0.00,0.00,2018,0
0000000750,0000000734,,CONTRATO,1966622.10,384487.60,0.00,738671.08,1227951.02,50.00,983311.05,192243.80,0.00,369335.55,613975.50,2018,0
0000000751,0000000735,,CONTRATO,94688087.39,853062.31,0.00,2277472.65,92410614.74,30.00,28406426.23,255918.69,0.00,683241.80,27723184.43,2018,0
0000000752,0000000736,,CONTRATO,1701081.63,14023.99,0.00,14023.99,1687057.64,30.00,510324.48,4207.20,0.00,4207.20,506117.28,2018,0
0000000753,0000000737,,CONTRATO,498800.00,151517.70,0.00,498425.30,374.70,0.00,0.00,0.00,0.00,0.00,0.00,2018,0
0000000754,0000000738,,CONTRATO,1388392.55,171646.22,0.00,530444.27,857948.28,30.00,416517.77,51493.87,0.00,159133.29,257384.48,2018,0
0000000755,0000000739,,CONTRATO,1415815.14,5343.18,0.00,5343.18,1410471.96,50.00,707907.57,2671.59,0.00,2671.59,705235.98,2018,0
0000000756,0000000740,,CONTRATO,1415815.14,336672.74,0.00,342015.92,1073799.22,50.00,707907.57,168336.37,0.00,171007.96,536899.61,2018,0
0000000757,0000000741,,CONTRATO,1423085.61,595558.81,0.00,1017188.14,405897.47,50.00,711542.81,297779.41,0.00,508594.08,202948.73,2018,0
0000000758,0000000742,,CONTRATO,1934657.40,126032.26,0.00,126032.26,1808625.14,30.00,580397.22,37809.68,0.00,37809.68,542587.54,2018,0
0000000759,0000000743,,CONTRATO,947001.55,62437.49,0.00,618623.62,328377.93,30.00,284100.46,18731.25,0.00,185587.08,98513.38,2018,0
0000000760,0000000744,,CONTRATO,947001.55,181372.32,0.00,799995.94,147005.61,30.00,284100.46,54411.70,0.00,239998.78,44101.68,2018,0
0000000763,0000000747,,CONTRATO,378106.23,375514.24,0.00,375514.24,2591.99,50.00,151242.49,151242.49,0.00,151242.49,0.00,2018,0
0000000764,0000000748,,CONTRATO,378106.23,2591.74,375514.24,378105.98,0.25,50.00,151242.49,0.00,151242.49,151242.49,0.00,2018,0
0000000765,0000000749,,CONTRATO,566024.04,2592.00,0.00,566024.04,0.00,50.00,226409.61,0.00,0.00,0.00,226409.61,2018,0
0000000766,0000000750,,CONTRATO,639160.46,2591.74,636568.47,639160.21,0.25,50.00,255664.19,0.00,255664.19,255664.19,0.00,2018,0
0000000767,0000000751,,CONTRATO,295404.53,77109.60,0.00,77109.60,218294.93,0.00,0.00,0.00,0.00,0.00,0.00,2018,0
0000000768,0000000752,,CONTRATO,295404.53,74911.74,0.00,152021.34,143383.19,0.00,0.00,0.00,0.00,0.00,0.00,2018,0
0000000769,0000000753,,CONTRATO,1615062.46,233199.08,0.00,909573.55,705488.91,30.00,484518.74,69959.72,0.00,272872.06,211646.68,2018,0
0000000770,0000000754,,CONTRATO,470000.00,149053.91,0.00,316135.88,153864.12,50.00,235000.00,74526.96,0.00,158067.95,76932.05,2018,0
0000000771,0000000755,,CONTRATO,1309311.82,89566.24,0.00,1308570.35,741.47,30.00,392793.54,0.00,0.00,0.00,392793.54,2018,0
0000000772,0000000756,,CONTRATO,246766.59,2592.00,0.00,240118.22,6648.37,50.00,98706.64,0.00,0.00,0.00,98706.64,2018,0
0000000775,0000000758,,CONTRATO,672364.84,58101.31,0.00,659768.31,12596.53,50.00,268945.93,0.00,0.00,0.00,268945.93,2018,0
0000000776,0000000759,,CONTRATO,321717.15,37315.97,0.00,321635.20,81.95,50.00,128686.86,0.00,0.00,0.00,128686.86,2018,0
0000000777,0000000760,,CONTRATO,945674.49,60178.90,0.00,432838.37,512836.12,30.00,283702.35,18053.67,0.00,129851.52,153850.83,2018,0
0000000778,0000000761,,CONTRATO,552485.94,10172.32,0.00,167897.56,384588.38,30.00,165745.78,3051.70,0.00,50369.29,115376.49,2018,0
0000000779,0000000762,,CONTRATO,3872618.99,313046.01,0.00,547118.94,3325500.05,30.00,1161785.70,93913.80,0.00,164135.68,997650.02,2018,0
0000000781,0000000764,,CONTRATO,748000.02,0.01,0.00,748000.02,0.00,50.00,374000.00,0.00,0.00,0.00,374000.00,2018,0
0000000782,0000000764,0000000001,AMPLIACIÓN 1,466196.42,166567.08,0.00,166567.08,299629.34,50.00,233098.21,83283.75,0.00,83283.75,149814.46,2018,0
0000000783,0000000765,,CONTRATO,1574643.32,189983.04,0.00,649166.23,925477.09,50.00,787321.65,94991.52,0.00,324583.12,462738.53,2018,0
0000000784,0000000766,,CONTRATO,1459437.98,5343.18,0.00,5343.18,1454094.80,50.00,729719.00,2671.59,0.00,2671.59,727047.41,2018,0
0000000785,0000000767,,CONTRATO,1459437.98,33684.64,0.00,39027.82,1420410.16,50.00,729719.00,16842.32,0.00,19513.91,710205.09,2018,0
0000000786,0000000768,,CONTRATO,1459437.98,1101105.63,0.00,1140133.45,319304.53,50.00,729719.00,550552.82,0.00,570066.73,159652.27,2018,0
0000000787,0000000769,,CONTRATO,1094979.13,66399.84,0.00,66399.84,1028579.29,30.00,328493.74,19919.95,0.00,19919.95,308573.79,2018,0
0000000788,0000000770,,CONTRATO,8614502.32,443123.79,0.00,2391633.46,6222868.86,50.00,4307251.16,221561.90,0.00,1195816.75,3111434.41,2018,0
0000000789,0000000770,0000000004,AMPLIACIÓN 1,1752744.94,0.00,0.00,0.00,1752744.94,50.00,876372.47,0.00,0.00,0.00,876372.47,2018,0
0000000790,0000000771,,CONTRATO,793641.39,165351.67,0.00,692634.33,101007.06,30.00,238092.42,49605.50,0.00,207790.30,30302.12,2018,0
0000000791,0000000772,,CONTRATO,3927532.43,312836.99,0.00,1727381.75,2200150.68,30.00,1178259.73,93851.10,0.00,518214.53,660045.20,2018,0
0000000792,0000000773,,CONTRATO,1620725.99,59625.47,0.00,74942.04,1545783.95,30.00,486217.80,17887.64,0.00,22482.61,463735.19,2018,0
0000000793,0000000774,,CONTRATO,1620725.99,73879.32,0.00,148821.36,1471904.63,30.00,486217.80,22163.80,0.00,44646.41,441571.39,2018,0
0000000796,0000000777,,CONTRATO,499999.67,161928.83,0.00,161928.83,338070.84,0.00,0.00,0.00,0.00,0.00,0.00,2018,0
0000000797,0000000778,,CONTRATO,2759031.55,376326.64,0.00,1163493.94,1595537.61,50.00,1379515.77,188163.32,0.00,581746.98,797768.79,2018,0
0000000798,0000000779,,CONTRATO,2555808.43,481128.18,0.00,2555335.65,472.78,30.00,766742.53,144480.29,0.00,766742.53,0.00,2018,0
